LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98
15-1,UAM0001,6인승,6,마곡,1,1,06:30:14,영등포·여의도,2,1,06:48:07,A : 126.896897 37.690731; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.876293 37.553802 L-2000,F : 126.876293 37.553802 L-2000; F : 126.888628 37.530556 L-2000,F : 126.888628 37.530556 L-2000; F : 126.907974 37.515869 L-2000,G : 126.907974 37.515869; G : 126.910858 37.517939,G : 126.910858 37.517939; G : 126.909979 37.518788,G : 126.909979 37.518788; G : 126.909197 37.519695,G : 126.909197 37.519695; G : 126.908516 37.520652,G : 126.908516 37.520652; G : 126.907943 37.521654,G : 126.907943 37.521654; G : 126.907482 37.522691,G : 126.907482 37.522691; G : 126.907136 37.523756,G : 126.907136 37.523756; G : 126.906907 37.524842,G : 126.906907 37.524842; G : 126.906799 37.525939,G : 126.906799 37.525939; G : 126.906811 37.527039,G : 126.906811 37.527039; G : 126.906943 37.528135,G : 126.906943 37.528135; G : 126.907194 37.529217,G : 126.907194 37.529217; G : 126.907563 37.530277,G : 126.907563 37.530277; G : 126.908047 37.531308,G : 126.908047 37.531308; G : 126.908642 37.532301,G : 126.908642 37.532301; G : 126.909343 37.533249,G : 126.909343 37.533249; G : 126.910145 37.534145,G : 126.910145 37.534145; G : 126.911042 37.534982,G : 126.911042 37.534982; G : 126.912028 37.535754,G : 126.912028 37.535754; G : 126.913094 37.536454,G : 126.913094 37.536454; G : 126.914233 37.537077,G : 126.914233 37.537077; G : 126.915435 37.537619,G : 126.915435 37.537619; G : 126.916693 37.538076,G : 126.916693 37.538076; G : 126.917995 37.538443,G : 126.917995 37.538443; G : 126.919333 37.538719,G : 126.919333 37.538719; G : 126.920696 37.538901,G : 126.920696 37.538901; G : 126.922073 37.538987,G : 126.922073 37.538987; G : 126.922629 37.538995,I : 126.922629 37.538995; I : 126.917188 37.583335,J : 126.917188 37.583335; J : 126.917188 37.583335,K : 126.917188 37.583335; K : 126.916759 37.583079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-2,UAM0012,6인승,6,마곡,1,1,06:34:19,가산·대림,2,1,06:55:01,A : 126.896897 37.690731; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.876293 37.553802 L-2000,F : 126.876293 37.553802 L-2000; F : 126.888628 37.530556 L-2000,G : 126.888628 37.530556; G : 126.884337 37.512873,G : 126.884337 37.512873; G : 126.886928 37.512380,G : 126.886928 37.512380; G : 126.889455 37.511708,G : 126.889455 37.511708; G : 126.891900 37.510864,G : 126.891900 37.510864; G : 126.894242 37.509853,G : 126.894242 37.509853; G : 126.896465 37.508684,G : 126.896465 37.508684; G : 126.898552 37.507365,G : 126.898552 37.507365; G : 126.900486 37.505905,G : 126.900486 37.505905; G : 126.902254 37.504317,G : 126.902254 37.504317; G : 126.903841 37.502613,G : 126.903841 37.502613; G : 126.905235 37.500804,G : 126.905235 37.500804; G : 126.906426 37.498906,G : 126.906426 37.498906; G : 126.907405 37.496932,G : 126.907405 37.496932; G : 126.908164 37.494898,G : 126.908164 37.494898; G : 126.908698 37.492819,G : 126.908698 37.492819; G : 126.909002 37.490710,G : 126.909002 37.490710; G : 126.909075 37.488589,G : 126.909075 37.488589; G : 126.908915 37.486470,G : 126.908915 37.486470; G : 126.908524 37.484371,G : 126.908524 37.484371; G : 126.907905 37.482307,G : 126.907905 37.482307; G : 126.907063 37.480293,G : 126.907063 37.480293; G : 126.906004 37.478346,G : 126.906004 37.478346; G : 126.904736 37.476480,G : 126.904736 37.476480; G : 126.903268 37.474709,G : 126.903268 37.474709; G : 126.901613 37.473046,G : 126.901613 37.473046; G : 126.899782 37.471505,G : 126.899782 37.471505; G : 126.897790 37.470097,G : 126.897790 37.470097; G : 126.895651 37.468833,G : 126.895651 37.468833; G : 126.893382 37.467722,G : 126.893382 37.467722; G : 126.891001 37.466773,G : 126.891001 37.466773; G : 126.888525 37.465993,G : 126.888525 37.465993; G : 126.885973 37.465388,G : 126.885973 37.465388; G : 126.883364 37.464963,G : 126.883364 37.464963; G : 126.880719 37.464720,G : 126.880719 37.464720; G : 126.878058 37.464663,G : 126.878058 37.464663; G : 126.875400 37.464790,G : 126.875400 37.464790; G : 126.872766 37.465101,G : 126.872766 37.465101; G : 126.870177 37.465594,G : 126.870177 37.465594; G : 126.867651 37.466266,G : 126.867651 37.466266; G : 126.865208 37.467110,G : 126.865208 37.467110; G : 126.862867 37.468121,G : 126.862867 37.468121; G : 126.860645 37.469290,G : 126.860645 37.469290; G : 126.858559 37.470610,G : 126.858559 37.470610; G : 126.856626 37.472069,G : 126.856626 37.472069; G : 126.854860 37.473657,G : 126.854860 37.473657; G : 126.853273 37.475361,G : 126.853273 37.475361; G : 126.851880 37.477170,G : 126.851880 37.477170; G : 126.850689 37.479068,G : 126.850689 37.479068; G : 126.849710 37.481042,G : 126.849710 37.481042; G : 126.848951 37.483076,G : 126.848951 37.483076; G : 126.848417 37.485156,G : 126.848417 37.485156; G : 126.848113 37.487264,G : 126.848113 37.487264; G : 126.848041 37.489386,G : 126.848041 37.489386; G : 126.848200 37.491504,G : 126.848200 37.491504; G : 126.848591 37.493603,G : 126.848591 37.493603; G : 126.849210 37.495668,G : 126.849210 37.495668; G : 126.850053 37.497681,G : 126.850053 37.497681; G : 126.851112 37.499628,G : 126.851112 37.499628; G : 126.852381 37.501494,G : 126.852381 37.501494; G : 126.853848 37.503265,G : 126.853848 37.503265; G : 126.855504 37.504928,G : 126.855504 37.504928; G : 126.857336 37.506469,G : 126.857336 37.506469; G : 126.859329 37.507877,G : 126.859329 37.507877; G : 126.861469 37.509141,G : 126.861469 37.509141; G : 126.863739 37.510252,H : 126.863739 37.510252; H : 126.865667 37.511035,I : 126.865667 37.511035; I : 126.860300 37.593190,J : 126.860300 37.593190; J : 126.860300 37.593190,K : 126.860300 37.593190; K : 126.860331 37.593642,,,,,,,
15-3,UAM0027,6인승,6,마곡,1,1,06:38:42,사당·이수,2,1,06:58:11,A : 126.896897 37.690731; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.876293 37.553802 L-2000,F : 126.876293 37.553802 L-2000; F : 126.888628 37.530556 L-2000,F : 126.888628 37.530556 L-2000; F : 126.907974 37.515869 L-2000,F : 126.907974 37.515869 L-2000; F : 126.939645 37.492623 L-2000,G : 126.939645 37.492623; G : 126.967810 37.481302,G : 126.967810 37.481302; G : 126.967242 37.480299,G : 126.967242 37.480299; G : 126.966787 37.479260,G : 126.966787 37.479260; G : 126.966447 37.478193,G : 126.966447 37.478193; G : 126.966224 37.477107,G : 126.966224 37.477107; G : 126.966121 37.476010,G : 126.966121 37.476010; G : 126.966139 37.474909,G : 126.966139 37.474909; G : 126.966277 37.473814,G : 126.966277 37.473814; G : 126.966534 37.472733,G : 126.966534 37.472733; G : 126.966909 37.471674,G : 126.966909 37.471674; G : 126.967397 37.470645,G : 126.967397 37.470645; G : 126.967997 37.469653,G : 126.967997 37.469653; G : 126.968702 37.468708,G : 126.968702 37.468708; G : 126.969509 37.467814,G : 126.969509 37.467814; G : 126.970409 37.466980,G : 126.970409 37.466980; G : 126.971398 37.466212,G : 126.971398 37.466212; G : 126.972467 37.465516,G : 126.972467 37.465516; G : 126.973608 37.464896,G : 126.973608 37.464896; G : 126.974812 37.464358,G : 126.974812 37.464358; G : 126.976071 37.463906,G : 126.976071 37.463906; G : 126.977374 37.463543,G : 126.977374 37.463543; G : 126.978712 37.463271,G : 126.978712 37.463271; G : 126.980074 37.463094,G : 126.980074 37.463094; G : 126.981451 37.463012,G : 126.981451 37.463012; G : 126.982831 37.463026,G : 126.982831 37.463026; G : 126.984205 37.463136,G : 126.984205 37.463136; G : 126.985561 37.463341,G : 126.985561 37.463341; G : 126.986890 37.463640,G : 126.986890 37.463640; G : 126.988181 37.464029,G : 126.988181 37.464029; G : 126.989425 37.464507,G : 126.989425 37.464507; G : 126.990611 37.465069,G : 126.990611 37.465069; G : 126.991732 37.465712,G : 126.991732 37.465712; G : 126.992778 37.466430,G : 126.992778 37.466430; G : 126.993129 37.466701,I : 126.993129 37.466701; I : 126.892137 37.516088,J : 126.892137 37.516088; J : 126.892137 37.516088,K : 126.892137 37.516088; K : 126.891656 37.516193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-4,UAM0038,6인승,6,마곡,1,1,06:41:08,잠실,2,1,07:02:53,A : 126.896897 37.690731; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.876293 37.553802 L-2000,F : 126.876293 37.553802 L-2000; F : 126.888628 37.530556 L-2000,F : 126.888628 37.530556 L-2000; F : 126.907974 37.515869 L-2000,F : 126.907974 37.515869 L-2000; F : 126.939645 37.492623 L-2000,F : 126.939645 37.492623 L-2000; F : 126.985666 37.470998 L-2000,F : 126.985666 37.470998 R-2000; F : 127.031675 37.471268 R-2000,F : 127.031675 37.471268 R-2000; F : 127.073275 37.497578 R-2000,G : 127.073275 37.497578; G : 127.070993 37.506146,G : 127.070993 37.506146; G : 127.071948 37.506343,G : 127.071948 37.506343; G : 127.072879 37.506605,G : 127.072879 37.506605; G : 127.073777 37.506931,G : 127.073777 37.506931; G : 127.074635 37.507318,G : 127.074635 37.507318; G : 127.075449 37.507763,G : 127.075449 37.507763; G : 127.076210 37.508262,G : 127.076210 37.508262; G : 127.076914 37.508813,G : 127.076914 37.508813; G : 127.077555 37.509411,G : 127.077555 37.509411; G : 127.078129 37.510051,G : 127.078129 37.510051; G : 127.078630 37.510728,G : 127.078630 37.510728; G : 127.079055 37.511437,G : 127.079055 37.511437; G : 127.079401 37.512173,G : 127.079401 37.512173; G : 127.079665 37.512931,G : 127.079665 37.512931; G : 127.079845 37.513703,G : 127.079845 37.513703; G : 127.079940 37.514486,G : 127.079940 37.514486; G : 127.079949 37.515272,G : 127.079949 37.515272; G : 127.079871 37.516055,G : 127.079871 37.516055; G : 127.079709 37.516831,G : 127.079709 37.516831; G : 127.079462 37.517592,G : 127.079462 37.517592; G : 127.079133 37.518333,G : 127.079133 37.518333; G : 127.078724 37.519048,G : 127.078724 37.519048; G : 127.078239 37.519733,G : 127.078239 37.519733; G : 127.077680 37.520380,G : 127.077680 37.520380; G : 127.077052 37.520987,G : 127.077052 37.520987; G : 127.076642 37.521332,I : 127.076642 37.521332; I : 126.965207 37.477966,J : 126.965207 37.477966; J : 126.965207 37.477966,K : 126.965207 37.477966; K : 126.965204 37.478417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-5,UAM0041,6인승,6,마곡,1,2,06:41:53,광화문,2,2,07:02:51,A : 126.896946 37.690879; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.891800 37.552541 L-2000,F : 126.891800 37.552541 R-2000; F : 126.923631 37.557061 R-2000,G : 126.923631 37.557061; G : 126.946968 37.562764,G : 126.946968 37.562764; G : 126.947861 37.560764,G : 126.947861 37.560764; G : 126.948969 37.558834,G : 126.948969 37.558834; G : 126.950284 37.556988,G : 126.950284 37.556988; G : 126.951797 37.555240,G : 126.951797 37.555240; G : 126.953495 37.553604,G : 126.953495 37.553604; G : 126.955365 37.552092,G : 126.955365 37.552092; G : 126.957394 37.550716,G : 126.957394 37.550716; G : 126.959566 37.549485,G : 126.959566 37.549485; G : 126.961864 37.548410,G : 126.961864 37.548410; G : 126.964271 37.547499,G : 126.964271 37.547499; G : 126.966768 37.546758,G : 126.966768 37.546758; G : 126.969338 37.546193,G : 126.969338 37.546193; G : 126.971959 37.545808,G : 126.971959 37.545808; G : 126.974612 37.545607,G : 126.974612 37.545607; G : 126.977278 37.545591,G : 126.977278 37.545591; G : 126.979934 37.545760,G : 126.979934 37.545760; G : 126.982563 37.546113,G : 126.982563 37.546113; G : 126.985142 37.546646,G : 126.985142 37.546646; G : 126.987654 37.547357,G : 126.987654 37.547357; G : 126.990078 37.548239,G : 126.990078 37.548239; G : 126.992396 37.549286,G : 126.992396 37.549286; G : 126.994591 37.550490,G : 126.994591 37.550490; G : 126.996646 37.551842,G : 126.996646 37.551842; G : 126.998545 37.553331,G : 126.998545 37.553331; G : 127.000274 37.554947,G : 127.000274 37.554947; G : 127.001820 37.556676,G : 127.001820 37.556676; G : 127.003170 37.558506,G : 127.003170 37.558506; G : 127.004315 37.560422,G : 127.004315 37.560422; G : 127.005246 37.562411,G : 127.005246 37.562411; G : 127.005956 37.564457,G : 127.005956 37.564457; G : 127.006438 37.566544,G : 127.006438 37.566544; G : 127.006691 37.568657,G : 127.006691 37.568657; G : 127.006711 37.570779,G : 127.006711 37.570779; G : 127.006499 37.572894,G : 127.006499 37.572894; G : 127.006056 37.574987,G : 127.006056 37.574987; G : 127.005386 37.577041,G : 127.005386 37.577041; G : 127.004493 37.579041,G : 127.004493 37.579041; G : 127.003384 37.580971,G : 127.003384 37.580971; G : 127.002069 37.582817,G : 127.002069 37.582817; G : 127.000556 37.584565,G : 127.000556 37.584565; G : 126.998857 37.586201,H : 126.998857 37.586201; H : 126.997778 37.587105,I : 126.997778 37.587105; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977871 37.571518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-6,UAM0052,6인승,6,마곡,1,1,06:44:07,미아,2,1,07:05:53,A : 126.896897 37.690731; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.891800 37.552541 L-2000,F : 126.891800 37.552541 R-2000; F : 126.923631 37.557061 R-2000,F : 126.923631 37.557061 R-2000; F : 126.976180 37.569903 R-2000,F : 126.976180 37.569903 R-2000; F : 127.023426 37.575697 R-2000,G : 127.023426 37.575697; G : 127.025274 37.617467,G : 127.025274 37.617467; G : 127.026657 37.617477,G : 127.026657 37.617477; G : 127.028034 37.617582,G : 127.028034 37.617582; G : 127.029394 37.617782,G : 127.029394 37.617782; G : 127.030727 37.618076,G : 127.030727 37.618076; G : 127.032023 37.618461,G : 127.032023 37.618461; G : 127.033272 37.618935,G : 127.033272 37.618935; G : 127.034464 37.619493,G : 127.034464 37.619493; G : 127.035591 37.620132,G : 127.035591 37.620132; G : 127.036643 37.620846,G : 127.036643 37.620846; G : 127.037613 37.621631,G : 127.037613 37.621631; G : 127.038493 37.622480,G : 127.038493 37.622480; G : 127.039277 37.623386,G : 127.039277 37.623386; G : 127.039958 37.624344,G : 127.039958 37.624344; G : 127.040532 37.625345,G : 127.040532 37.625345; G : 127.040995 37.626382,G : 127.040995 37.626382; G : 127.041341 37.627448,G : 127.041341 37.627448; G : 127.041570 37.628533,G : 127.041570 37.628533; G : 127.041679 37.629630,G : 127.041679 37.629630; G : 127.041667 37.630730,G : 127.041667 37.630730; G : 127.041535 37.631826,G : 127.041535 37.631826; G : 127.041283 37.632908,G : 127.041283 37.632908; G : 127.040914 37.633968,G : 127.040914 37.633968; G : 127.040430 37.634999,G : 127.040430 37.634999; G : 127.039835 37.635993,G : 127.039835 37.635993; G : 127.039133 37.636941,G : 127.039133 37.636941; G : 127.038329 37.637837,G : 127.038329 37.637837; G : 127.037431 37.638674,G : 127.037431 37.638674; G : 127.037043 37.638993,I : 127.037043 37.638993; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059095 37.567035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-7,UAM0062,6인승,6,마곡,1,1,06:46:00,성수,2,1,07:07:04,A : 126.896897 37.690731; A : 126.896816 37.690481,B : 126.896816 37.690481; B : 126.896816 37.690481,C : 126.896816 37.690481; C : 126.798334 37.552106,D : 126.798334 37.552106; D : 126.804552 37.541490,E : 126.804552 37.541490; E : 126.806916 37.542470,E : 126.806916 37.542470; E : 126.809164 37.543610,E : 126.809164 37.543610; E : 126.811278 37.544902,E : 126.811278 37.544902; E : 126.813243 37.546336,E : 126.813243 37.546336; E : 126.815044 37.547901,E : 126.815044 37.547901; E : 126.816666 37.549584,E : 126.816666 37.549584; E : 126.818098 37.551374,E : 126.818098 37.551374; E : 126.819329 37.553257,E : 126.819329 37.553257; E : 126.820349 37.555218,E : 126.820349 37.555218; E : 126.821151 37.557242,E : 126.821151 37.557242; E : 126.821728 37.559314,E : 126.821728 37.559314; E : 126.822076 37.561418,E : 126.822076 37.561418; E : 126.822192 37.563538,F : 126.822192 37.563538 R-2000; F : 126.822091 37.565521 R-2000,F : 126.822091 37.565521 R-2000; F : 126.831696 37.566146 R-2000,F : 126.831696 37.566146 R-2000; F : 126.861465 37.569390 R-2000,F : 126.861465 37.569390 L-2000; F : 126.891800 37.552541 L-2000,F : 126.891800 37.552541 L-2000; F : 126.902777 37.542269 L-2000,F : 126.902777 37.542269 L-2000; F : 126.925181 37.536863 L-2000,F : 126.925181 37.536863 L-2000; F : 126.940342 37.519203 L-2000,F : 126.940342 37.519203 L-2000; F : 126.952219 37.508481 L-2000,F : 126.952219 37.508481 L-2000; F : 126.983661 37.497578 L-2000,F : 126.983661 37.497578 R-2000; F : 127.015776 37.509292 R-2000,G : 127.015776 37.509292; G : 127.032382 37.528415,G : 127.032382 37.528415; G : 127.031281 37.529080,G : 127.031281 37.529080; G : 127.030257 37.529819,G : 127.030257 37.529819; G : 127.030193 37.529869,I : 127.030193 37.529869; I : 126.978918 37.509924,J : 126.978918 37.509924; J : 126.978918 37.509924,K : 126.978918 37.509924; K : 126.978655 37.509527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
