LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134
14-1,UAM0003,6인승,6,가산·대림,1,1,06:30:53,광화문,2,1,06:51:21,A : 126.860331 37.593642; A : 126.860087 37.593497,B : 126.860087 37.593497; B : 126.860087 37.593497,C : 126.860087 37.593497; C : 126.885534 37.477661,D : 126.885534 37.477661; D : 126.891746 37.467045,E : 126.891746 37.467045; E : 126.889286 37.466232,E : 126.889286 37.466232; E : 126.886746 37.465594,E : 126.886746 37.465594; E : 126.884147 37.465135,E : 126.884147 37.465135; E : 126.881507 37.464858,E : 126.881507 37.464858; E : 126.878848 37.464765,E : 126.878848 37.464765; E : 126.876188 37.464858,E : 126.876188 37.464858; E : 126.873548 37.465135,E : 126.873548 37.465135; E : 126.870949 37.465594,E : 126.870949 37.465594; E : 126.868409 37.466232,E : 126.868409 37.466232; E : 126.865949 37.467045,E : 126.865949 37.467045; E : 126.863588 37.468025,E : 126.863588 37.468025; E : 126.861342 37.469165,E : 126.861342 37.469165; E : 126.859230 37.470457,E : 126.859230 37.470457; E : 126.857267 37.471891,E : 126.857267 37.471891; E : 126.855468 37.473455,E : 126.855468 37.473455; E : 126.853847 37.475139,E : 126.853847 37.475139; E : 126.852416 37.476929,E : 126.852416 37.476929; E : 126.851187 37.478812,E : 126.851187 37.478812; E : 126.850167 37.480773,E : 126.850167 37.480773; E : 126.849367 37.482797,E : 126.849367 37.482797; E : 126.848790 37.484869,E : 126.848790 37.484869; E : 126.848443 37.486973,E : 126.848443 37.486973; E : 126.848326 37.489093,E : 126.848326 37.489093; E : 126.848443 37.491213,E : 126.848443 37.491213; E : 126.848790 37.493318,E : 126.848790 37.493318; E : 126.849367 37.495390,E : 126.849367 37.495390; E : 126.850168 37.497414,E : 126.850168 37.497414; E : 126.851187 37.499374,E : 126.851187 37.499374; E : 126.852417 37.501257,E : 126.852417 37.501257; E : 126.853848 37.503047,E : 126.853848 37.503047; E : 126.855470 37.504731,E : 126.855470 37.504731; E : 126.857270 37.506295,E : 126.857270 37.506295; E : 126.859234 37.507729,E : 126.859234 37.507729; E : 126.861347 37.509021,E : 126.861347 37.509021; E : 126.863594 37.510162,E : 126.863594 37.510162; E : 126.865957 37.511141,E : 126.865957 37.511141; E : 126.868418 37.511954,E : 126.868418 37.511954; E : 126.870959 37.512592,E : 126.870959 37.512592; E : 126.873560 37.513051,E : 126.873560 37.513051; E : 126.876201 37.513328,E : 126.876201 37.513328; E : 126.878863 37.513421,E : 126.878863 37.513421; E : 126.881525 37.513328,E : 126.881525 37.513328; E : 126.884166 37.513051,E : 126.884166 37.513051; E : 126.886767 37.512592,E : 126.886767 37.512592; E : 126.889308 37.511954,E : 126.889308 37.511954; E : 126.891769 37.511141,E : 126.891769 37.511141; E : 126.894132 37.510162,E : 126.894132 37.510162; E : 126.896379 37.509021,E : 126.896379 37.509021; E : 126.898493 37.507729,F : 126.898493 37.507729 L-2000; F : 126.898934 37.507429 L-2000,F : 126.898934 37.507429 R-2000; F : 126.908288 37.515975 R-2000,F : 126.908288 37.515975 R-2000; F : 126.903085 37.542375 R-2000,F : 126.903085 37.542375 R-2000; F : 126.892109 37.552647 R-2000,F : 126.892109 37.552647 R-2000; F : 126.923940 37.557167 R-2000,G : 126.923940 37.557167; G : 126.947278 37.562870,G : 126.947278 37.562870; G : 126.948171 37.560871,G : 126.948171 37.560871; G : 126.949279 37.558940,G : 126.949279 37.558940; G : 126.950594 37.557094,G : 126.950594 37.557094; G : 126.952106 37.555347,G : 126.952106 37.555347; G : 126.953804 37.553711,G : 126.953804 37.553711; G : 126.955675 37.552198,G : 126.955675 37.552198; G : 126.957704 37.550822,G : 126.957704 37.550822; G : 126.959875 37.549591,G : 126.959875 37.549591; G : 126.962174 37.548516,G : 126.962174 37.548516; G : 126.964581 37.547605,G : 126.964581 37.547605; G : 126.967078 37.546864,G : 126.967078 37.546864; G : 126.969647 37.546299,G : 126.969647 37.546299; G : 126.972269 37.545914,G : 126.972269 37.545914; G : 126.974922 37.545713,G : 126.974922 37.545713; G : 126.977587 37.545697,G : 126.977587 37.545697; G : 126.980244 37.545866,G : 126.980244 37.545866; G : 126.982872 37.546219,G : 126.982872 37.546219; G : 126.985452 37.546752,G : 126.985452 37.546752; G : 126.987964 37.547463,G : 126.987964 37.547463; G : 126.990388 37.548345,G : 126.990388 37.548345; G : 126.992706 37.549393,G : 126.992706 37.549393; G : 126.994901 37.550597,G : 126.994901 37.550597; G : 126.996956 37.551948,G : 126.996956 37.551948; G : 126.998855 37.553438,G : 126.998855 37.553438; G : 127.000584 37.555053,G : 127.000584 37.555053; G : 127.002130 37.556782,G : 127.002130 37.556782; G : 127.003480 37.558612,G : 127.003480 37.558612; G : 127.004625 37.560528,G : 127.004625 37.560528; G : 127.005556 37.562517,G : 127.005556 37.562517; G : 127.006265 37.564563,G : 127.006265 37.564563; G : 127.006748 37.566650,G : 127.006748 37.566650; G : 127.007001 37.568763,G : 127.007001 37.568763; G : 127.007021 37.570885,G : 127.007021 37.570885; G : 127.006809 37.573001,G : 127.006809 37.573001; G : 127.006366 37.575093,G : 127.006366 37.575093; G : 127.005695 37.577148,G : 127.005695 37.577148; G : 127.004803 37.579147,G : 127.004803 37.579147; G : 127.003694 37.581078,G : 127.003694 37.581078; G : 127.002378 37.582924,G : 127.002378 37.582924; G : 127.000866 37.584671,G : 127.000866 37.584671; G : 126.999167 37.586307,H : 126.999167 37.586307; H : 126.998088 37.587211,I : 126.998088 37.587211; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977705 37.571541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-2,UAM0016,6인승,6,가산·대림,1,1,06:34:58,잠실,2,1,06:55:24,A : 126.860331 37.593642; A : 126.860087 37.593497,B : 126.860087 37.593497; B : 126.860087 37.593497,C : 126.860087 37.593497; C : 126.885534 37.477661,D : 126.885534 37.477661; D : 126.891746 37.467045,E : 126.891746 37.467045; E : 126.889286 37.466232,E : 126.889286 37.466232; E : 126.886746 37.465594,E : 126.886746 37.465594; E : 126.884147 37.465135,E : 126.884147 37.465135; E : 126.881507 37.464858,E : 126.881507 37.464858; E : 126.878848 37.464765,E : 126.878848 37.464765; E : 126.876188 37.464858,E : 126.876188 37.464858; E : 126.873548 37.465135,E : 126.873548 37.465135; E : 126.870949 37.465594,E : 126.870949 37.465594; E : 126.868409 37.466232,E : 126.868409 37.466232; E : 126.865949 37.467045,E : 126.865949 37.467045; E : 126.863588 37.468025,E : 126.863588 37.468025; E : 126.861342 37.469165,E : 126.861342 37.469165; E : 126.859230 37.470457,E : 126.859230 37.470457; E : 126.857267 37.471891,E : 126.857267 37.471891; E : 126.855468 37.473455,E : 126.855468 37.473455; E : 126.853847 37.475139,E : 126.853847 37.475139; E : 126.852416 37.476929,E : 126.852416 37.476929; E : 126.851187 37.478812,E : 126.851187 37.478812; E : 126.850167 37.480773,E : 126.850167 37.480773; E : 126.849367 37.482797,E : 126.849367 37.482797; E : 126.848790 37.484869,E : 126.848790 37.484869; E : 126.848443 37.486973,E : 126.848443 37.486973; E : 126.848326 37.489093,E : 126.848326 37.489093; E : 126.848443 37.491213,E : 126.848443 37.491213; E : 126.848790 37.493318,E : 126.848790 37.493318; E : 126.849367 37.495390,E : 126.849367 37.495390; E : 126.850168 37.497414,E : 126.850168 37.497414; E : 126.851187 37.499374,E : 126.851187 37.499374; E : 126.852417 37.501257,E : 126.852417 37.501257; E : 126.853848 37.503047,E : 126.853848 37.503047; E : 126.855470 37.504731,E : 126.855470 37.504731; E : 126.857270 37.506295,E : 126.857270 37.506295; E : 126.859234 37.507729,E : 126.859234 37.507729; E : 126.861347 37.509021,E : 126.861347 37.509021; E : 126.863594 37.510162,E : 126.863594 37.510162; E : 126.865957 37.511141,E : 126.865957 37.511141; E : 126.868418 37.511954,E : 126.868418 37.511954; E : 126.870959 37.512592,E : 126.870959 37.512592; E : 126.873560 37.513051,E : 126.873560 37.513051; E : 126.876201 37.513328,E : 126.876201 37.513328; E : 126.878863 37.513421,E : 126.878863 37.513421; E : 126.881525 37.513328,E : 126.881525 37.513328; E : 126.884166 37.513051,E : 126.884166 37.513051; E : 126.886767 37.512592,E : 126.886767 37.512592; E : 126.889308 37.511954,E : 126.889308 37.511954; E : 126.891769 37.511141,E : 126.891769 37.511141; E : 126.894132 37.510162,E : 126.894132 37.510162; E : 126.896379 37.509021,E : 126.896379 37.509021; E : 126.898493 37.507729,E : 126.898493 37.507729; E : 126.900457 37.506295,E : 126.900457 37.506295; E : 126.902257 37.504731,E : 126.902257 37.504731; E : 126.903878 37.503047,E : 126.903878 37.503047; E : 126.905309 37.501257,E : 126.905309 37.501257; E : 126.906539 37.499374,E : 126.906539 37.499374; E : 126.907559 37.497414,E : 126.907559 37.497414; E : 126.908360 37.495390,E : 126.908360 37.495390; E : 126.908936 37.493318,E : 126.908936 37.493318; E : 126.909284 37.491213,F : 126.909284 37.491213 L-2000; F : 126.909315 37.490905 L-2000,F : 126.909315 37.490905 R-2000; F : 126.939948 37.492729 R-2000,F : 126.939948 37.492729 L-2000; F : 126.985970 37.471104 L-2000,F : 126.985970 37.471104 R-2000; F : 127.031979 37.471374 R-2000,F : 127.031979 37.471374 R-2000; F : 127.073579 37.497684 R-2000,G : 127.073579 37.497684; G : 127.071297 37.506252,G : 127.071297 37.506252; G : 127.072252 37.506449,G : 127.072252 37.506449; G : 127.073182 37.506711,G : 127.073182 37.506711; G : 127.074080 37.507037,G : 127.074080 37.507037; G : 127.074939 37.507424,G : 127.074939 37.507424; G : 127.075753 37.507869,G : 127.075753 37.507869; G : 127.076514 37.508368,G : 127.076514 37.508368; G : 127.077218 37.508919,G : 127.077218 37.508919; G : 127.077859 37.509517,G : 127.077859 37.509517; G : 127.078432 37.510157,G : 127.078432 37.510157; G : 127.078933 37.510834,G : 127.078933 37.510834; G : 127.079358 37.511543,G : 127.079358 37.511543; G : 127.079704 37.512279,G : 127.079704 37.512279; G : 127.079968 37.513037,G : 127.079968 37.513037; G : 127.080148 37.513809,G : 127.080148 37.513809; G : 127.080243 37.514592,G : 127.080243 37.514592; G : 127.080252 37.515378,G : 127.080252 37.515378; G : 127.080175 37.516161,G : 127.080175 37.516161; G : 127.080013 37.516937,G : 127.080013 37.516937; G : 127.079766 37.517698,G : 127.079766 37.517698; G : 127.079437 37.518439,G : 127.079437 37.518439; G : 127.079028 37.519154,G : 127.079028 37.519154; G : 127.078542 37.519839,G : 127.078542 37.519839; G : 127.077984 37.520486,G : 127.077984 37.520486; G : 127.077356 37.521093,G : 127.077356 37.521093; G : 127.076946 37.521438,I : 127.076946 37.521438; I : 126.965207 37.477966,J : 126.965207 37.477966; J : 126.965207 37.477966,K : 126.965207 37.477966; K : 126.965204 37.478417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-3,UAM0019,6인승,6,가산·대림,1,2,06:36:02,강남,2,1,06:58:18,A : 126.860476 37.593728; A : 126.860087 37.593497,B : 126.860087 37.593497; B : 126.860087 37.593497,C : 126.860087 37.593497; C : 126.885534 37.477661,D : 126.885534 37.477661; D : 126.891746 37.467045,E : 126.891746 37.467045; E : 126.889286 37.466232,E : 126.889286 37.466232; E : 126.886746 37.465594,E : 126.886746 37.465594; E : 126.884147 37.465135,E : 126.884147 37.465135; E : 126.881507 37.464858,E : 126.881507 37.464858; E : 126.878848 37.464765,E : 126.878848 37.464765; E : 126.876188 37.464858,E : 126.876188 37.464858; E : 126.873548 37.465135,E : 126.873548 37.465135; E : 126.870949 37.465594,E : 126.870949 37.465594; E : 126.868409 37.466232,E : 126.868409 37.466232; E : 126.865949 37.467045,E : 126.865949 37.467045; E : 126.863588 37.468025,E : 126.863588 37.468025; E : 126.861342 37.469165,E : 126.861342 37.469165; E : 126.859230 37.470457,E : 126.859230 37.470457; E : 126.857267 37.471891,E : 126.857267 37.471891; E : 126.855468 37.473455,E : 126.855468 37.473455; E : 126.853847 37.475139,E : 126.853847 37.475139; E : 126.852416 37.476929,E : 126.852416 37.476929; E : 126.851187 37.478812,E : 126.851187 37.478812; E : 126.850167 37.480773,E : 126.850167 37.480773; E : 126.849367 37.482797,E : 126.849367 37.482797; E : 126.848790 37.484869,E : 126.848790 37.484869; E : 126.848443 37.486973,E : 126.848443 37.486973; E : 126.848326 37.489093,E : 126.848326 37.489093; E : 126.848443 37.491213,E : 126.848443 37.491213; E : 126.848790 37.493318,E : 126.848790 37.493318; E : 126.849367 37.495390,E : 126.849367 37.495390; E : 126.850168 37.497414,E : 126.850168 37.497414; E : 126.851187 37.499374,E : 126.851187 37.499374; E : 126.852417 37.501257,E : 126.852417 37.501257; E : 126.853848 37.503047,E : 126.853848 37.503047; E : 126.855470 37.504731,E : 126.855470 37.504731; E : 126.857270 37.506295,E : 126.857270 37.506295; E : 126.859234 37.507729,E : 126.859234 37.507729; E : 126.861347 37.509021,E : 126.861347 37.509021; E : 126.863594 37.510162,E : 126.863594 37.510162; E : 126.865957 37.511141,E : 126.865957 37.511141; E : 126.868418 37.511954,E : 126.868418 37.511954; E : 126.870959 37.512592,E : 126.870959 37.512592; E : 126.873560 37.513051,E : 126.873560 37.513051; E : 126.876201 37.513328,E : 126.876201 37.513328; E : 126.878863 37.513421,E : 126.878863 37.513421; E : 126.881525 37.513328,E : 126.881525 37.513328; E : 126.884166 37.513051,E : 126.884166 37.513051; E : 126.886767 37.512592,E : 126.886767 37.512592; E : 126.889308 37.511954,E : 126.889308 37.511954; E : 126.891769 37.511141,E : 126.891769 37.511141; E : 126.894132 37.510162,E : 126.894132 37.510162; E : 126.896379 37.509021,E : 126.896379 37.509021; E : 126.898493 37.507729,E : 126.898493 37.507729; E : 126.900457 37.506295,E : 126.900457 37.506295; E : 126.902257 37.504731,E : 126.902257 37.504731; E : 126.903878 37.503047,E : 126.903878 37.503047; E : 126.905309 37.501257,E : 126.905309 37.501257; E : 126.906539 37.499374,E : 126.906539 37.499374; E : 126.907559 37.497414,E : 126.907559 37.497414; E : 126.908360 37.495390,E : 126.908360 37.495390; E : 126.908936 37.493318,E : 126.908936 37.493318; E : 126.909284 37.491213,F : 126.909284 37.491213 L-2000; F : 126.909315 37.490905 L-2000,F : 126.909315 37.490905 R-2000; F : 126.939948 37.492729 R-2000,F : 126.939948 37.492729 L-2000; F : 126.985970 37.471104 L-2000,G : 126.985970 37.471104; G : 127.000030 37.480566,G : 127.000030 37.480566; G : 127.001835 37.479005,G : 127.001835 37.479005; G : 127.003804 37.477576,G : 127.003804 37.477576; G : 127.005921 37.476289,G : 127.005921 37.476289; G : 127.008171 37.475154,G : 127.008171 37.475154; G : 127.010537 37.474180,G : 127.010537 37.474180; G : 127.013000 37.473374,G : 127.013000 37.473374; G : 127.015542 37.472742,G : 127.015542 37.472742; G : 127.018144 37.472289,G : 127.018144 37.472289; G : 127.020785 37.472018,G : 127.020785 37.472018; G : 127.023445 37.471932,G : 127.023445 37.471932; G : 127.026105 37.472031,G : 127.026105 37.472031; G : 127.028744 37.472315,G : 127.028744 37.472315; G : 127.031342 37.472780,G : 127.031342 37.472780; G : 127.033879 37.473424,G : 127.033879 37.473424; G : 127.036336 37.474243,G : 127.036336 37.474243; G : 127.038694 37.475228,G : 127.038694 37.475228; G : 127.040935 37.476374,G : 127.040935 37.476374; G : 127.043043 37.477671,G : 127.043043 37.477671; G : 127.045001 37.479110,G : 127.045001 37.479110; G : 127.046794 37.480679,G : 127.046794 37.480679; G : 127.048408 37.482367,G : 127.048408 37.482367; G : 127.049833 37.484160,G : 127.049833 37.484160; G : 127.051055 37.486045,G : 127.051055 37.486045; G : 127.052067 37.488009,G : 127.052067 37.488009; G : 127.052860 37.490035,G : 127.052860 37.490035; G : 127.053428 37.492108,G : 127.053428 37.492108; G : 127.053768 37.494213,G : 127.053768 37.494213; G : 127.053876 37.496334,G : 127.053876 37.496334; G : 127.053752 37.498454,G : 127.053752 37.498454; G : 127.053396 37.500557,G : 127.053396 37.500557; G : 127.052812 37.502628,G : 127.052812 37.502628; G : 127.052003 37.504650,G : 127.052003 37.504650; G : 127.050976 37.506608,G : 127.050976 37.506608; G : 127.049739 37.508488,G : 127.049739 37.508488; G : 127.048301 37.510274,G : 127.048301 37.510274; G : 127.046672 37.511954,G : 127.046672 37.511954; G : 127.044867 37.513514,G : 127.044867 37.513514; G : 127.042897 37.514943,G : 127.042897 37.514943; G : 127.040778 37.516230,G : 127.040778 37.516230; G : 127.038527 37.517365,G : 127.038527 37.517365; G : 127.036160 37.518339,G : 127.036160 37.518339; G : 127.033695 37.519145,G : 127.033695 37.519145; G : 127.031152 37.519778,G : 127.031152 37.519778; G : 127.028549 37.520231,G : 127.028549 37.520231; G : 127.025906 37.520501,G : 127.025906 37.520501; G : 127.023244 37.520587,G : 127.023244 37.520587; G : 127.020582 37.520488,G : 127.020582 37.520488; G : 127.017942 37.520205,G : 127.017942 37.520205; G : 127.015342 37.519739,G : 127.015342 37.519739; G : 127.012804 37.519095,G : 127.012804 37.519095; G : 127.010345 37.518277,G : 127.010345 37.518277; G : 127.007986 37.517291,G : 127.007986 37.517291; G : 127.005743 37.516145,G : 127.005743 37.516145; G : 127.003634 37.514848,H : 127.003634 37.514848; H : 127.001741 37.513462,I : 127.001741 37.513462; I : 126.928105 37.498907,J : 126.928105 37.498907; J : 126.928105 37.498907,K : 126.928105 37.498907; K : 126.927981 37.499338,,,,,,,,,,
14-4,UAM0023,6인승,6,가산·대림,1,1,06:37:06,마곡,2,2,06:57:58,A : 126.860331 37.593642; A : 126.860087 37.593497,B : 126.860087 37.593497; B : 126.860087 37.593497,C : 126.860087 37.593497; C : 126.885534 37.477661,D : 126.885534 37.477661; D : 126.891746 37.467045,E : 126.891746 37.467045; E : 126.889286 37.466232,E : 126.889286 37.466232; E : 126.886746 37.465594,E : 126.886746 37.465594; E : 126.884147 37.465135,E : 126.884147 37.465135; E : 126.881507 37.464858,E : 126.881507 37.464858; E : 126.878848 37.464765,E : 126.878848 37.464765; E : 126.876188 37.464858,E : 126.876188 37.464858; E : 126.873548 37.465135,E : 126.873548 37.465135; E : 126.870949 37.465594,E : 126.870949 37.465594; E : 126.868409 37.466232,E : 126.868409 37.466232; E : 126.865949 37.467045,E : 126.865949 37.467045; E : 126.863588 37.468025,E : 126.863588 37.468025; E : 126.861342 37.469165,E : 126.861342 37.469165; E : 126.859230 37.470457,E : 126.859230 37.470457; E : 126.857267 37.471891,E : 126.857267 37.471891; E : 126.855468 37.473455,E : 126.855468 37.473455; E : 126.853847 37.475139,E : 126.853847 37.475139; E : 126.852416 37.476929,E : 126.852416 37.476929; E : 126.851187 37.478812,E : 126.851187 37.478812; E : 126.850167 37.480773,E : 126.850167 37.480773; E : 126.849367 37.482797,E : 126.849367 37.482797; E : 126.848790 37.484869,E : 126.848790 37.484869; E : 126.848443 37.486973,E : 126.848443 37.486973; E : 126.848326 37.489093,E : 126.848326 37.489093; E : 126.848443 37.491213,E : 126.848443 37.491213; E : 126.848790 37.493318,E : 126.848790 37.493318; E : 126.849367 37.495390,E : 126.849367 37.495390; E : 126.850168 37.497414,E : 126.850168 37.497414; E : 126.851187 37.499374,E : 126.851187 37.499374; E : 126.852417 37.501257,E : 126.852417 37.501257; E : 126.853848 37.503047,E : 126.853848 37.503047; E : 126.855470 37.504731,E : 126.855470 37.504731; E : 126.857270 37.506295,E : 126.857270 37.506295; E : 126.859234 37.507729,E : 126.859234 37.507729; E : 126.861347 37.509021,E : 126.861347 37.509021; E : 126.863594 37.510162,E : 126.863594 37.510162; E : 126.865957 37.511141,E : 126.865957 37.511141; E : 126.868418 37.511954,E : 126.868418 37.511954; E : 126.870959 37.512592,E : 126.870959 37.512592; E : 126.873560 37.513051,E : 126.873560 37.513051; E : 126.876201 37.513328,E : 126.876201 37.513328; E : 126.878863 37.513421,E : 126.878863 37.513421; E : 126.881525 37.513328,E : 126.881525 37.513328; E : 126.884166 37.513051,F : 126.884166 37.513051 L-2000; F : 126.884658 37.512979 L-2000,F : 126.884658 37.512979 R-2000; F : 126.888948 37.530662 R-2000,F : 126.888948 37.530662 R-2000; F : 126.876617 37.553908 R-2000,F : 126.876617 37.553908 R-2000; F : 126.861791 37.569496 R-2000,F : 126.861791 37.569496 L-2000; F : 126.832022 37.566252 L-2000,G : 126.832022 37.566252; G : 126.822416 37.565627,G : 126.822416 37.565627; G : 126.822083 37.567733,G : 126.822083 37.567733; G : 126.821521 37.569807,G : 126.821521 37.569807; G : 126.820734 37.571835,G : 126.820734 37.571835; G : 126.819727 37.573800,G : 126.819727 37.573800; G : 126.818509 37.575688,G : 126.818509 37.575688; G : 126.817090 37.577485,G : 126.817090 37.577485; G : 126.815478 37.579176,G : 126.815478 37.579176; G : 126.813688 37.580748,G : 126.813688 37.580748; G : 126.811732 37.582191,G : 126.811732 37.582191; G : 126.809626 37.583493,G : 126.809626 37.583493; G : 126.807385 37.584643,G : 126.807385 37.584643; G : 126.805027 37.585634,G : 126.805027 37.585634; G : 126.802569 37.586457,G : 126.802569 37.586457; G : 126.800030 37.587107,G : 126.800030 37.587107; G : 126.797430 37.587578,G : 126.797430 37.587578; G : 126.794788 37.587867,G : 126.794788 37.587867; G : 126.792124 37.587971,G : 126.792124 37.587971; G : 126.789459 37.587891,G : 126.789459 37.587891; G : 126.786813 37.587626,G : 126.786813 37.587626; G : 126.784207 37.587178,G : 126.784207 37.587178; G : 126.781659 37.586551,G : 126.781659 37.586551; G : 126.779189 37.585750,H : 126.779189 37.585750; H : 126.779032 37.585692,I : 126.779032 37.585692; I : 126.897210 37.690392,J : 126.897210 37.690392; J : 126.897210 37.690392,K : 126.897210 37.690392; K : 126.896946 37.690879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
