LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101
7-1,UAM0045,6인승,6,봉천,1,1,06:42:39,수서·문정,2,1,07:00:35,A : 126.881808 37.546910; A : 126.881907 37.546674,B : 126.881907 37.546674; B : 126.881907 37.546674,C : 126.881907 37.546674; C : 126.926695 37.485023,E : 126.926695 37.485023; E : 126.926994 37.486098,E : 126.926994 37.486098; E : 126.927409 37.487147,E : 126.927409 37.487147; E : 126.927938 37.488164,E : 126.927938 37.488164; E : 126.928575 37.489140,E : 126.928575 37.489140; E : 126.929317 37.490068,E : 126.929317 37.490068; E : 126.930158 37.490941,E : 126.930158 37.490941; E : 126.931091 37.491752,E : 126.931091 37.491752; E : 126.932109 37.492496,E : 126.932109 37.492496; E : 126.933205 37.493166,E : 126.933205 37.493166; E : 126.934370 37.493757,E : 126.934370 37.493757; E : 126.935595 37.494265,E : 126.935595 37.494265; E : 126.936871 37.494686,E : 126.936871 37.494686; E : 126.938188 37.495017,E : 126.938188 37.495017; E : 126.939536 37.495255,E : 126.939536 37.495255; E : 126.940905 37.495399,E : 126.940905 37.495399; E : 126.942285 37.495447,E : 126.942285 37.495447; E : 126.943665 37.495399,E : 126.943665 37.495399; E : 126.945034 37.495255,E : 126.945034 37.495255; E : 126.946383 37.495017,E : 126.946383 37.495017; E : 126.947700 37.494686,E : 126.947700 37.494686; E : 126.948976 37.494265,E : 126.948976 37.494265; E : 126.950201 37.493757,E : 126.950201 37.493757; E : 126.951365 37.493166,E : 126.951365 37.493166; E : 126.952461 37.492496,E : 126.952461 37.492496; E : 126.953479 37.491752,E : 126.953479 37.491752; E : 126.954412 37.490941,E : 126.954412 37.490941; E : 126.955253 37.490068,E : 126.955253 37.490068; E : 126.955995 37.489140,E : 126.955995 37.489140; E : 126.956633 37.488164,E : 126.956633 37.488164; E : 126.957161 37.487147,E : 126.957161 37.487147; E : 126.957576 37.486098,E : 126.957576 37.486098; E : 126.957875 37.485023,E : 126.957875 37.485023; E : 126.958056 37.483932,E : 126.958056 37.483932; E : 126.958116 37.482833,E : 126.958116 37.482833; E : 126.958056 37.481733,E : 126.958056 37.481733; E : 126.957875 37.480642,E : 126.957875 37.480642; E : 126.957577 37.479568,F : 126.957577 37.479568 L-1000; F : 126.957291 37.478814 L-1000,F : 126.957291 37.478814 L-1000; F : 126.985947 37.471139 L-1000,F : 126.985947 37.471139 R-1000; F : 127.031956 37.471410 R-1000,G : 127.031956 37.471410; G : 127.071332 37.480637,G : 127.071332 37.480637; G : 127.072194 37.478629,G : 127.072194 37.478629; G : 127.073272 37.476689,G : 127.073272 37.476689; G : 127.074559 37.474830,G : 127.074559 37.474830; G : 127.076043 37.473068,G : 127.076043 37.473068; G : 127.077715 37.471416,G : 127.077715 37.471416; G : 127.079560 37.469887,G : 127.079560 37.469887; G : 127.081566 37.468491,G : 127.081566 37.468491; G : 127.083717 37.467240,G : 127.083717 37.467240; G : 127.085997 37.466143,G : 127.085997 37.466143; G : 127.088387 37.465209,G : 127.088387 37.465209; G : 127.090871 37.464445,G : 127.090871 37.464445; G : 127.093429 37.463855,G : 127.093429 37.463855; G : 127.096041 37.463446,G : 127.096041 37.463446; G : 127.098689 37.463220,G : 127.098689 37.463220; G : 127.101351 37.463179,G : 127.101351 37.463179; G : 127.104007 37.463323,G : 127.104007 37.463323; G : 127.106637 37.463650,G : 127.106637 37.463650; G : 127.109222 37.464160,G : 127.109222 37.464160; G : 127.111741 37.464846,G : 127.111741 37.464846; G : 127.114175 37.465706,G : 127.114175 37.465706; G : 127.116507 37.466731,G : 127.116507 37.466731; G : 127.118717 37.467914,G : 127.118717 37.467914; G : 127.120790 37.469246,G : 127.120790 37.469246; G : 127.122709 37.470718,G : 127.122709 37.470718; G : 127.124460 37.472317,G : 127.124460 37.472317; G : 127.126029 37.474031,G : 127.126029 37.474031; G : 127.127405 37.475848,G : 127.127405 37.475848; G : 127.128577 37.477754,G : 127.128577 37.477754; G : 127.129537 37.479733,G : 127.129537 37.479733; G : 127.130276 37.481772,G : 127.130276 37.481772; G : 127.130789 37.483855,G : 127.130789 37.483855; G : 127.131073 37.485965,G : 127.131073 37.485965; G : 127.131125 37.488087,G : 127.131125 37.488087; G : 127.130945 37.490204,G : 127.130945 37.490204; G : 127.130533 37.492301,G : 127.130533 37.492301; G : 127.129894 37.494362,G : 127.129894 37.494362; G : 127.129032 37.496370,G : 127.129032 37.496370; G : 127.127954 37.498310,G : 127.127954 37.498310; G : 127.126667 37.500169,G : 127.126667 37.500169; G : 127.125182 37.501931,G : 127.125182 37.501931; G : 127.123510 37.503583,G : 127.123510 37.503583; G : 127.121663 37.505112,G : 127.121663 37.505112; G : 127.119656 37.506508,G : 127.119656 37.506508; G : 127.117504 37.507759,H : 127.117504 37.507759; H : 127.115867 37.508568,I : 127.115867 37.508568; I : 126.952633 37.444074,J : 126.952633 37.444074; J : 126.952633 37.444074,K : 126.952633 37.444074; K : 126.952964 37.443752,,,,,,,,,
7-2,UAM0083,6인승,6,봉천,1,1,06:53:18,강남,2,1,07:17:36,A : 126.881808 37.546910; A : 126.881907 37.546674,B : 126.881907 37.546674; B : 126.881907 37.546674,C : 126.881907 37.546674; C : 126.926695 37.485023,E : 126.926695 37.485023; E : 126.926994 37.486098,E : 126.926994 37.486098; E : 126.927409 37.487147,E : 126.927409 37.487147; E : 126.927938 37.488164,E : 126.927938 37.488164; E : 126.928575 37.489140,E : 126.928575 37.489140; E : 126.929317 37.490068,E : 126.929317 37.490068; E : 126.930158 37.490941,E : 126.930158 37.490941; E : 126.931091 37.491752,E : 126.931091 37.491752; E : 126.932109 37.492496,E : 126.932109 37.492496; E : 126.933205 37.493166,E : 126.933205 37.493166; E : 126.934370 37.493757,E : 126.934370 37.493757; E : 126.935595 37.494265,E : 126.935595 37.494265; E : 126.936871 37.494686,E : 126.936871 37.494686; E : 126.938188 37.495017,E : 126.938188 37.495017; E : 126.939536 37.495255,E : 126.939536 37.495255; E : 126.940905 37.495399,E : 126.940905 37.495399; E : 126.942285 37.495447,E : 126.942285 37.495447; E : 126.943665 37.495399,E : 126.943665 37.495399; E : 126.945034 37.495255,E : 126.945034 37.495255; E : 126.946383 37.495017,E : 126.946383 37.495017; E : 126.947700 37.494686,E : 126.947700 37.494686; E : 126.948976 37.494265,E : 126.948976 37.494265; E : 126.950201 37.493757,E : 126.950201 37.493757; E : 126.951365 37.493166,E : 126.951365 37.493166; E : 126.952461 37.492496,E : 126.952461 37.492496; E : 126.953479 37.491752,E : 126.953479 37.491752; E : 126.954412 37.490941,E : 126.954412 37.490941; E : 126.955253 37.490068,E : 126.955253 37.490068; E : 126.955995 37.489140,E : 126.955995 37.489140; E : 126.956633 37.488164,E : 126.956633 37.488164; E : 126.957161 37.487147,E : 126.957161 37.487147; E : 126.957576 37.486098,E : 126.957576 37.486098; E : 126.957875 37.485023,E : 126.957875 37.485023; E : 126.958056 37.483932,E : 126.958056 37.483932; E : 126.958116 37.482833,E : 126.958116 37.482833; E : 126.958056 37.481733,E : 126.958056 37.481733; E : 126.957875 37.480642,E : 126.957875 37.480642; E : 126.957577 37.479568,F : 126.957577 37.479568 L-1000; F : 126.957291 37.478814 L-1000,F : 126.957291 37.478814 L-1000; F : 126.985947 37.471139 L-1000,G : 126.985947 37.471139; G : 127.000007 37.480601,G : 127.000007 37.480601; G : 127.001812 37.479040,G : 127.001812 37.479040; G : 127.003780 37.477611,G : 127.003780 37.477611; G : 127.005898 37.476325,G : 127.005898 37.476325; G : 127.008148 37.475190,G : 127.008148 37.475190; G : 127.010514 37.474215,G : 127.010514 37.474215; G : 127.012977 37.473409,G : 127.012977 37.473409; G : 127.015519 37.472777,G : 127.015519 37.472777; G : 127.018120 37.472324,G : 127.018120 37.472324; G : 127.020761 37.472053,G : 127.020761 37.472053; G : 127.023422 37.471967,G : 127.023422 37.471967; G : 127.026082 37.472066,G : 127.026082 37.472066; G : 127.028720 37.472350,G : 127.028720 37.472350; G : 127.031318 37.472815,G : 127.031318 37.472815; G : 127.033855 37.473460,G : 127.033855 37.473460; G : 127.036312 37.474278,G : 127.036312 37.474278; G : 127.038671 37.475264,G : 127.038671 37.475264; G : 127.040912 37.476409,G : 127.040912 37.476409; G : 127.043020 37.477706,G : 127.043020 37.477706; G : 127.044977 37.479145,G : 127.044977 37.479145; G : 127.046771 37.480714,G : 127.046771 37.480714; G : 127.048385 37.482402,G : 127.048385 37.482402; G : 127.049809 37.484195,G : 127.049809 37.484195; G : 127.051032 37.486081,G : 127.051032 37.486081; G : 127.052044 37.488044,G : 127.052044 37.488044; G : 127.052837 37.490070,G : 127.052837 37.490070; G : 127.053405 37.492143,G : 127.053405 37.492143; G : 127.053745 37.494248,G : 127.053745 37.494248; G : 127.053853 37.496369,G : 127.053853 37.496369; G : 127.053729 37.498489,G : 127.053729 37.498489; G : 127.053373 37.500592,G : 127.053373 37.500592; G : 127.052789 37.502663,G : 127.052789 37.502663; G : 127.051980 37.504685,G : 127.051980 37.504685; G : 127.050953 37.506643,G : 127.050953 37.506643; G : 127.049716 37.508523,G : 127.049716 37.508523; G : 127.048278 37.510309,G : 127.048278 37.510309; G : 127.046649 37.511989,G : 127.046649 37.511989; G : 127.044843 37.513549,G : 127.044843 37.513549; G : 127.042874 37.514978,G : 127.042874 37.514978; G : 127.040755 37.516265,G : 127.040755 37.516265; G : 127.038504 37.517400,G : 127.038504 37.517400; G : 127.036137 37.518374,G : 127.036137 37.518374; G : 127.033672 37.519181,G : 127.033672 37.519181; G : 127.031129 37.519813,G : 127.031129 37.519813; G : 127.028526 37.520266,G : 127.028526 37.520266; G : 127.025883 37.520536,G : 127.025883 37.520536; G : 127.023221 37.520623,G : 127.023221 37.520623; G : 127.020559 37.520524,G : 127.020559 37.520524; G : 127.017919 37.520240,G : 127.017919 37.520240; G : 127.015319 37.519774,G : 127.015319 37.519774; G : 127.012781 37.519130,G : 127.012781 37.519130; G : 127.010322 37.518312,G : 127.010322 37.518312; G : 127.007963 37.517326,G : 127.007963 37.517326; G : 127.005720 37.516181,G : 127.005720 37.516181; G : 127.003611 37.514883,H : 127.003611 37.514883; H : 127.001718 37.513497,I : 127.001718 37.513497; I : 126.928105 37.498907,J : 126.928105 37.498907; J : 126.928105 37.498907,K : 126.928105 37.498907; K : 126.927981 37.499338
7-3,UAM0088,6인승,6,봉천,1,1,06:54:53,미아,2,1,07:13:49,A : 126.881808 37.546910; A : 126.881907 37.546674,B : 126.881907 37.546674; B : 126.881907 37.546674,C : 126.881907 37.546674; C : 126.926695 37.485023,E : 126.926695 37.485023; E : 126.926994 37.486098,E : 126.926994 37.486098; E : 126.927409 37.487147,E : 126.927409 37.487147; E : 126.927938 37.488164,E : 126.927938 37.488164; E : 126.928575 37.489140,E : 126.928575 37.489140; E : 126.929317 37.490068,E : 126.929317 37.490068; E : 126.930158 37.490941,E : 126.930158 37.490941; E : 126.931091 37.491752,E : 126.931091 37.491752; E : 126.932109 37.492496,F : 126.932109 37.492496 R-1000; F : 126.932269 37.492601 R-1000,F : 126.932269 37.492601 R-1000; F : 126.908269 37.516010 R-1000,F : 126.908269 37.516010 R-1000; F : 126.903066 37.542410 R-1000,F : 126.903066 37.542410 R-1000; F : 126.892090 37.552682 R-1000,F : 126.892090 37.552682 R-1000; F : 126.923921 37.557202 R-1000,F : 126.923921 37.557202 R-1000; F : 126.976470 37.570044 R-1000,F : 126.976470 37.570044 R-1000; F : 127.023717 37.575838 R-1000,G : 127.023717 37.575838; G : 127.025564 37.617609,G : 127.025564 37.617609; G : 127.026947 37.617618,G : 127.026947 37.617618; G : 127.028324 37.617723,G : 127.028324 37.617723; G : 127.029685 37.617924,G : 127.029685 37.617924; G : 127.031018 37.618217,G : 127.031018 37.618217; G : 127.032314 37.618603,G : 127.032314 37.618603; G : 127.033562 37.619076,G : 127.033562 37.619076; G : 127.034754 37.619634,G : 127.034754 37.619634; G : 127.035881 37.620273,G : 127.035881 37.620273; G : 127.036933 37.620987,G : 127.036933 37.620987; G : 127.037903 37.621772,G : 127.037903 37.621772; G : 127.038783 37.622621,G : 127.038783 37.622621; G : 127.039567 37.623528,G : 127.039567 37.623528; G : 127.040249 37.624485,G : 127.040249 37.624485; G : 127.040823 37.625487,G : 127.040823 37.625487; G : 127.041285 37.626524,G : 127.041285 37.626524; G : 127.041632 37.627589,G : 127.041632 37.627589; G : 127.041861 37.628674,G : 127.041861 37.628674; G : 127.041970 37.629771,G : 127.041970 37.629771; G : 127.041958 37.630872,G : 127.041958 37.630872; G : 127.041826 37.631967,G : 127.041826 37.631967; G : 127.041574 37.633049,G : 127.041574 37.633049; G : 127.041204 37.634110,G : 127.041204 37.634110; G : 127.040720 37.635141,G : 127.040720 37.635141; G : 127.040125 37.636134,G : 127.040125 37.636134; G : 127.039423 37.637082,G : 127.039423 37.637082; G : 127.038620 37.637978,G : 127.038620 37.637978; G : 127.037721 37.638815,G : 127.037721 37.638815; G : 127.037334 37.639135,I : 127.037334 37.639135; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059095 37.567035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-4,UAM0093,6인승,6,봉천,1,1,06:58:05,상암·수색,2,3,07:15:49,A : 126.881808 37.546910; A : 126.881907 37.546674,B : 126.881907 37.546674; B : 126.881907 37.546674,C : 126.881907 37.546674; C : 126.926695 37.485023,E : 126.926695 37.485023; E : 126.926994 37.486098,E : 126.926994 37.486098; E : 126.927409 37.487147,E : 126.927409 37.487147; E : 126.927938 37.488164,E : 126.927938 37.488164; E : 126.928575 37.489140,E : 126.928575 37.489140; E : 126.929317 37.490068,E : 126.929317 37.490068; E : 126.930158 37.490941,E : 126.930158 37.490941; E : 126.931091 37.491752,E : 126.931091 37.491752; E : 126.932109 37.492496,F : 126.932109 37.492496 R-1000; F : 126.932269 37.492601 R-1000,F : 126.932269 37.492601 R-1000; F : 126.908269 37.516010 R-1000,F : 126.908269 37.516010 R-1000; F : 126.903066 37.542410 R-1000,F : 126.903066 37.542410 R-1000; F : 126.892090 37.552682 R-1000,F : 126.892090 37.552682 R-1000; F : 126.923921 37.557202 R-1000,G : 126.923921 37.557202; G : 126.905835 37.559949,G : 126.905835 37.559949; G : 126.905517 37.558878,G : 126.905517 37.558878; G : 126.905083 37.557833,G : 126.905083 37.557833; G : 126.904537 37.556822,G : 126.904537 37.556822; G : 126.903881 37.555853,G : 126.903881 37.555853; G : 126.903123 37.554933,G : 126.903123 37.554933; G : 126.902266 37.554070,G : 126.902266 37.554070; G : 126.901318 37.553269,G : 126.901318 37.553269; G : 126.900286 37.552537,G : 126.900286 37.552537; G : 126.899178 37.551879,G : 126.899178 37.551879; G : 126.898002 37.551301,G : 126.898002 37.551301; G : 126.896767 37.550806,G : 126.896767 37.550806; G : 126.895483 37.550400,G : 126.895483 37.550400; G : 126.894159 37.550083,G : 126.894159 37.550083; G : 126.892806 37.549860,G : 126.892806 37.549860; G : 126.891433 37.549732,G : 126.891433 37.549732; G : 126.890052 37.549699,G : 126.890052 37.549699; G : 126.888672 37.549762,G : 126.888672 37.549762; G : 126.887304 37.549921,G : 126.887304 37.549921; G : 126.885959 37.550174,G : 126.885959 37.550174; G : 126.884647 37.550520,G : 126.884647 37.550520; G : 126.883378 37.550955,G : 126.883378 37.550955; G : 126.882161 37.551477,G : 126.882161 37.551477; G : 126.881006 37.552081,G : 126.881006 37.552081; G : 126.879921 37.552763,G : 126.879921 37.552763; G : 126.878915 37.553518,G : 126.878915 37.553518; G : 126.877996 37.554339,G : 126.877996 37.554339; G : 126.877169 37.555221,G : 126.877169 37.555221; G : 126.876443 37.556158,G : 126.876443 37.556158; G : 126.875822 37.557141,G : 126.875822 37.557141; G : 126.875311 37.558163,G : 126.875311 37.558163; G : 126.874914 37.559217,G : 126.874914 37.559217; G : 126.874633 37.560295,G : 126.874633 37.560295; G : 126.874472 37.561388,G : 126.874472 37.561388; G : 126.874431 37.562488,G : 126.874431 37.562488; G : 126.874511 37.563586,G : 126.874511 37.563586; G : 126.874710 37.564675,G : 126.874710 37.564675; G : 126.875028 37.565746,G : 126.875028 37.565746; G : 126.875462 37.566791,G : 126.875462 37.566791; G : 126.876009 37.567802,G : 126.876009 37.567802; G : 126.876664 37.568771,G : 126.876664 37.568771; G : 126.877423 37.569691,G : 126.877423 37.569691; G : 126.878280 37.570554,G : 126.878280 37.570554; G : 126.879228 37.571355,G : 126.879228 37.571355; G : 126.880260 37.572087,G : 126.880260 37.572087; G : 126.881369 37.572745,G : 126.881369 37.572745; G : 126.882545 37.573323,G : 126.882545 37.573323; G : 126.883780 37.573818,G : 126.883780 37.573818; G : 126.885065 37.574224,G : 126.885065 37.574224; G : 126.886389 37.574541,G : 126.886389 37.574541; G : 126.887743 37.574764,G : 126.887743 37.574764; G : 126.889116 37.574892,G : 126.889116 37.574892; G : 126.890277 37.574926,I : 126.890277 37.574926; I : 126.937164 37.623128,J : 126.937164 37.623128; J : 126.937164 37.623128,K : 126.937164 37.623128; K : 126.936863 37.623730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-5,UAM0094,6인승,6,봉천,1,2,06:58:30,성수,2,1,07:17:12,A : 126.881749 37.547050; A : 126.881907 37.546674,B : 126.881907 37.546674; B : 126.881907 37.546674,C : 126.881907 37.546674; C : 126.926695 37.485023,E : 126.926695 37.485023; E : 126.926994 37.486098,E : 126.926994 37.486098; E : 126.927409 37.487147,E : 126.927409 37.487147; E : 126.927938 37.488164,E : 126.927938 37.488164; E : 126.928575 37.489140,E : 126.928575 37.489140; E : 126.929317 37.490068,E : 126.929317 37.490068; E : 126.930158 37.490941,E : 126.930158 37.490941; E : 126.931091 37.491752,E : 126.931091 37.491752; E : 126.932109 37.492496,E : 126.932109 37.492496; E : 126.933205 37.493166,E : 126.933205 37.493166; E : 126.934370 37.493757,E : 126.934370 37.493757; E : 126.935595 37.494265,E : 126.935595 37.494265; E : 126.936871 37.494686,E : 126.936871 37.494686; E : 126.938188 37.495017,E : 126.938188 37.495017; E : 126.939536 37.495255,E : 126.939536 37.495255; E : 126.940905 37.495399,E : 126.940905 37.495399; E : 126.942285 37.495447,E : 126.942285 37.495447; E : 126.943665 37.495399,E : 126.943665 37.495399; E : 126.945034 37.495255,E : 126.945034 37.495255; E : 126.946383 37.495017,E : 126.946383 37.495017; E : 126.947700 37.494686,E : 126.947700 37.494686; E : 126.948976 37.494265,E : 126.948976 37.494265; E : 126.950201 37.493757,E : 126.950201 37.493757; E : 126.951365 37.493166,E : 126.951365 37.493166; E : 126.952461 37.492496,E : 126.952461 37.492496; E : 126.953479 37.491752,E : 126.953479 37.491752; E : 126.954412 37.490941,E : 126.954412 37.490941; E : 126.955253 37.490068,E : 126.955253 37.490068; E : 126.955995 37.489140,E : 126.955995 37.489140; E : 126.956633 37.488164,E : 126.956633 37.488164; E : 126.957161 37.487147,E : 126.957161 37.487147; E : 126.957576 37.486098,E : 126.957576 37.486098; E : 126.957875 37.485023,E : 126.957875 37.485023; E : 126.958056 37.483932,E : 126.958056 37.483932; E : 126.958116 37.482833,E : 126.958116 37.482833; E : 126.958056 37.481733,E : 126.958056 37.481733; E : 126.957875 37.480642,E : 126.957875 37.480642; E : 126.957577 37.479568,F : 126.957577 37.479568 L-1000; F : 126.957291 37.478814 L-1000,F : 126.957291 37.478814 L-1000; F : 126.985947 37.471139 L-1000,F : 126.985947 37.471139 R-1000; F : 127.031956 37.471410 R-1000,F : 127.031956 37.471410 R-1000; F : 127.073556 37.497720 R-1000,F : 127.073556 37.497720 R-1000; F : 127.064057 37.526462 R-1000,G : 127.064057 37.526462; G : 127.054591 37.531717,G : 127.054591 37.531717; G : 127.053752 37.530843,G : 127.053752 37.530843; G : 127.052821 37.530030,G : 127.052821 37.530030; G : 127.051804 37.529285,G : 127.051804 37.529285; G : 127.050709 37.528613,G : 127.050709 37.528613; G : 127.049546 37.528020,G : 127.049546 37.528020; G : 127.048322 37.527509,G : 127.048322 37.527509; G : 127.047046 37.527086,G : 127.047046 37.527086; G : 127.045729 37.526753,G : 127.045729 37.526753; G : 127.044381 37.526512,G : 127.044381 37.526512; G : 127.043012 37.526367,G : 127.043012 37.526367; G : 127.041631 37.526316,G : 127.041631 37.526316; G : 127.040251 37.526362,G : 127.040251 37.526362; G : 127.038881 37.526503,G : 127.038881 37.526503; G : 127.037531 37.526739,G : 127.037531 37.526739; G : 127.036213 37.527068,G : 127.036213 37.527068; G : 127.034935 37.527487,G : 127.034935 37.527487; G : 127.033708 37.527993,G : 127.033708 37.527993; G : 127.032541 37.528582,G : 127.032541 37.528582; G : 127.031443 37.529250,G : 127.031443 37.529250; G : 127.030422 37.529992,G : 127.030422 37.529992; G : 127.030398 37.530011,I : 127.030398 37.530011; I : 126.978918 37.509924,J : 126.978918 37.509924; J : 126.978918 37.509924,K : 126.978918 37.509924; K : 126.978655 37.509527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-6,UAM0101,6인승,6,봉천,1,1,07:00:49,광화문,2,1,07:19:34,A : 126.881808 37.546910; A : 126.881907 37.546674,B : 126.881907 37.546674; B : 126.881907 37.546674,C : 126.881907 37.546674; C : 126.926695 37.485023,E : 126.926695 37.485023; E : 126.926994 37.486098,E : 126.926994 37.486098; E : 126.927409 37.487147,E : 126.927409 37.487147; E : 126.927938 37.488164,E : 126.927938 37.488164; E : 126.928575 37.489140,E : 126.928575 37.489140; E : 126.929317 37.490068,E : 126.929317 37.490068; E : 126.930158 37.490941,E : 126.930158 37.490941; E : 126.931091 37.491752,E : 126.931091 37.491752; E : 126.932109 37.492496,F : 126.932109 37.492496 R-1000; F : 126.932269 37.492601 R-1000,F : 126.932269 37.492601 R-1000; F : 126.908269 37.516010 R-1000,F : 126.908269 37.516010 R-1000; F : 126.903066 37.542410 R-1000,F : 126.903066 37.542410 R-1000; F : 126.892090 37.552682 R-1000,F : 126.892090 37.552682 R-1000; F : 126.923921 37.557202 R-1000,G : 126.923921 37.557202; G : 126.947258 37.562906,G : 126.947258 37.562906; G : 126.948151 37.560906,G : 126.948151 37.560906; G : 126.949259 37.558976,G : 126.949259 37.558976; G : 126.950575 37.557130,G : 126.950575 37.557130; G : 126.952087 37.555382,G : 126.952087 37.555382; G : 126.953785 37.553746,G : 126.953785 37.553746; G : 126.955655 37.552234,G : 126.955655 37.552234; G : 126.957684 37.550857,G : 126.957684 37.550857; G : 126.959856 37.549627,G : 126.959856 37.549627; G : 126.962154 37.548552,G : 126.962154 37.548552; G : 126.964561 37.547640,G : 126.964561 37.547640; G : 126.967059 37.546899,G : 126.967059 37.546899; G : 126.969628 37.546334,G : 126.969628 37.546334; G : 126.972249 37.545950,G : 126.972249 37.545950; G : 126.974903 37.545749,G : 126.974903 37.545749; G : 126.977568 37.545733,G : 126.977568 37.545733; G : 126.980225 37.545901,G : 126.980225 37.545901; G : 126.982853 37.546254,G : 126.982853 37.546254; G : 126.985433 37.546788,G : 126.985433 37.546788; G : 126.987944 37.547498,G : 126.987944 37.547498; G : 126.990368 37.548381,G : 126.990368 37.548381; G : 126.992687 37.549428,G : 126.992687 37.549428; G : 126.994882 37.550632,G : 126.994882 37.550632; G : 126.996937 37.551984,G : 126.996937 37.551984; G : 126.998836 37.553473,G : 126.998836 37.553473; G : 127.000565 37.555088,G : 127.000565 37.555088; G : 127.002110 37.556817,G : 127.002110 37.556817; G : 127.003461 37.558647,G : 127.003461 37.558647; G : 127.004606 37.560564,G : 127.004606 37.560564; G : 127.005536 37.562552,G : 127.005536 37.562552; G : 127.006246 37.564598,G : 127.006246 37.564598; G : 127.006729 37.566685,G : 127.006729 37.566685; G : 127.006981 37.568798,G : 127.006981 37.568798; G : 127.007002 37.570920,G : 127.007002 37.570920; G : 127.006790 37.573036,G : 127.006790 37.573036; G : 127.006347 37.575129,G : 127.006347 37.575129; G : 127.005676 37.577183,G : 127.005676 37.577183; G : 127.004783 37.579183,G : 127.004783 37.579183; G : 127.003675 37.581113,G : 127.003675 37.581113; G : 127.002359 37.582959,G : 127.002359 37.582959; G : 127.000846 37.584707,G : 127.000846 37.584707; G : 126.999148 37.586343,H : 126.999148 37.586343; H : 126.998069 37.587246,I : 126.998069 37.587246; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977705 37.571541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
