LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134,Seg135,Seg136,Seg137,Seg138,Seg139,Seg140,Seg141,Seg142,Seg143,Seg144,Seg145,Seg146
1-1,UAM0010,6인승,6,영등포·여의도,1,1,06:33:48,강남,2,1,06:51:46,A : 126.916759 37.583079; A : 126.917020 37.582989,B : 126.917020 37.582989; B : 126.917020 37.582989,C : 126.917020 37.582989; C : 126.925602 37.514091,E : 126.925602 37.514091; E : 126.924232 37.513947,E : 126.924232 37.513947; E : 126.922852 37.513899,E : 126.922852 37.513899; E : 126.921472 37.513947,E : 126.921472 37.513947; E : 126.920102 37.514091,E : 126.920102 37.514091; E : 126.918754 37.514329,E : 126.918754 37.514329; E : 126.917436 37.514660,E : 126.917436 37.514660; E : 126.916160 37.515081,E : 126.916160 37.515081; E : 126.914934 37.515589,E : 126.914934 37.515589; E : 126.913769 37.516181,E : 126.913769 37.516181; E : 126.912673 37.516851,E : 126.912673 37.516851; E : 126.911655 37.517594,E : 126.911655 37.517594; E : 126.910721 37.518405,E : 126.910721 37.518405; E : 126.909880 37.519278,E : 126.909880 37.519278; E : 126.909138 37.520207,E : 126.909138 37.520207; E : 126.908500 37.521183,E : 126.908500 37.521183; E : 126.907971 37.522199,E : 126.907971 37.522199; E : 126.907556 37.523249,E : 126.907556 37.523249; E : 126.907257 37.524323,E : 126.907257 37.524323; E : 126.907077 37.525414,E : 126.907077 37.525414; E : 126.907016 37.526514,E : 126.907016 37.526514; E : 126.907077 37.527613,E : 126.907077 37.527613; E : 126.907257 37.528704,E : 126.907257 37.528704; E : 126.907556 37.529779,E : 126.907556 37.529779; E : 126.907971 37.530828,E : 126.907971 37.530828; E : 126.908500 37.531845,E : 126.908500 37.531845; E : 126.909138 37.532821,E : 126.909138 37.532821; E : 126.909881 37.533749,E : 126.909881 37.533749; E : 126.910722 37.534622,E : 126.910722 37.534622; E : 126.911655 37.535433,E : 126.911655 37.535433; E : 126.912674 37.536177,E : 126.912674 37.536177; E : 126.913771 37.536847,E : 126.913771 37.536847; E : 126.914936 37.537438,E : 126.914936 37.537438; E : 126.916162 37.537946,E : 126.916162 37.537946; E : 126.917438 37.538367,E : 126.917438 37.538367; E : 126.918756 37.538698,E : 126.918756 37.538698; E : 126.920105 37.538936,E : 126.920105 37.538936; E : 126.921476 37.539080,E : 126.921476 37.539080; E : 126.922856 37.539128,E : 126.922856 37.539128; E : 126.924237 37.539080,E : 126.924237 37.539080; E : 126.925607 37.538936,E : 126.925607 37.538936; E : 126.926956 37.538698,E : 126.926956 37.538698; E : 126.928274 37.538367,E : 126.928274 37.538367; E : 126.929551 37.537946,E : 126.929551 37.537946; E : 126.930776 37.537438,E : 126.930776 37.537438; E : 126.931942 37.536847,E : 126.931942 37.536847; E : 126.933038 37.536177,E : 126.933038 37.536177; E : 126.934057 37.535433,E : 126.934057 37.535433; E : 126.934990 37.534622,E : 126.934990 37.534622; E : 126.935832 37.533749,E : 126.935832 37.533749; E : 126.936574 37.532821,E : 126.936574 37.532821; E : 126.937212 37.531845,E : 126.937212 37.531845; E : 126.937741 37.530828,E : 126.937741 37.530828; E : 126.938156 37.529779,E : 126.938156 37.529779; E : 126.938455 37.528704,E : 126.938455 37.528704; E : 126.938636 37.527613,E : 126.938636 37.527613; E : 126.938696 37.526514,E : 126.938696 37.526514; E : 126.938636 37.525414,E : 126.938636 37.525414; E : 126.938455 37.524323,E : 126.938455 37.524323; E : 126.938156 37.523249,E : 126.938156 37.523249; E : 126.937741 37.522199,E : 126.937741 37.522199; E : 126.937212 37.521183,E : 126.937212 37.521183; E : 126.936574 37.520207,E : 126.936574 37.520207; E : 126.935832 37.519278,F : 126.935832 37.519278 L-2000; F : 126.935469 37.518882 L-2000,F : 126.935469 37.518882 L-2000; F : 126.952436 37.508614 L-2000,F : 126.952436 37.508614 L-2000; F : 126.983878 37.497711 L-2000,G : 126.983878 37.497711; G : 126.992806 37.497389,G : 126.992806 37.497389; G : 126.992802 37.495266,G : 126.992802 37.495266; G : 126.993030 37.493152,G : 126.993030 37.493152; G : 126.993488 37.491061,G : 126.993488 37.491061; G : 126.994173 37.489010,G : 126.994173 37.489010; G : 126.995079 37.487015,G : 126.995079 37.487015; G : 126.996201 37.485090,G : 126.996201 37.485090; G : 126.997529 37.483250,G : 126.997529 37.483250; G : 126.999052 37.481509,G : 126.999052 37.481509; G : 127.000761 37.479881,G : 127.000761 37.479881; G : 127.002641 37.478378,G : 127.002641 37.478378; G : 127.004678 37.477011,G : 127.004678 37.477011; G : 127.006856 37.475791,G : 127.006856 37.475791; G : 127.009160 37.474726,G : 127.009160 37.474726; G : 127.011572 37.473826,G : 127.011572 37.473826; G : 127.014072 37.473097,G : 127.014072 37.473097; G : 127.016643 37.472544,G : 127.016643 37.472544; G : 127.019265 37.472172,G : 127.019265 37.472172; G : 127.021917 37.471984,G : 127.021917 37.471984; G : 127.024580 37.471980,G : 127.024580 37.471980; G : 127.027233 37.472162,G : 127.027233 37.472162; G : 127.029856 37.472527,G : 127.029856 37.472527; G : 127.032429 37.473072,G : 127.032429 37.473072; G : 127.034932 37.473795,G : 127.034932 37.473795; G : 127.037348 37.474689,G : 127.037348 37.474689; G : 127.039656 37.475747,G : 127.039656 37.475747; G : 127.041840 37.476961,G : 127.041840 37.476961; G : 127.043882 37.478323,G : 127.043882 37.478323; G : 127.045769 37.479821,G : 127.045769 37.479821; G : 127.047484 37.481444,G : 127.047484 37.481444; G : 127.049015 37.483181,G : 127.049015 37.483181; G : 127.050350 37.485017,G : 127.050350 37.485017; G : 127.051480 37.486939,G : 127.051480 37.486939; G : 127.052395 37.488932,G : 127.052395 37.488932; G : 127.053089 37.490981,G : 127.053089 37.490981; G : 127.053556 37.493070,G : 127.053556 37.493070; G : 127.053792 37.495184,G : 127.053792 37.495184; G : 127.053797 37.497307,G : 127.053797 37.497307; G : 127.053569 37.499421,G : 127.053569 37.499421; G : 127.053111 37.501512,G : 127.053111 37.501512; G : 127.052426 37.503563,G : 127.052426 37.503563; G : 127.051519 37.505558,G : 127.051519 37.505558; G : 127.050397 37.507483,G : 127.050397 37.507483; G : 127.049069 37.509323,G : 127.049069 37.509323; G : 127.047545 37.511064,G : 127.047545 37.511064; G : 127.045836 37.512692,G : 127.045836 37.512692; G : 127.043955 37.514195,G : 127.043955 37.514195; G : 127.041917 37.515562,G : 127.041917 37.515562; G : 127.039737 37.516782,G : 127.039737 37.516782; G : 127.037432 37.517846,G : 127.037432 37.517846; G : 127.035019 37.518747,G : 127.035019 37.518747; G : 127.032517 37.519476,G : 127.032517 37.519476; G : 127.029945 37.520029,G : 127.029945 37.520029; G : 127.027321 37.520401,G : 127.027321 37.520401; G : 127.024668 37.520589,G : 127.024668 37.520589; G : 127.022003 37.520593,G : 127.022003 37.520593; G : 127.019348 37.520411,G : 127.019348 37.520411; G : 127.016724 37.520046,G : 127.016724 37.520046; G : 127.014149 37.519500,G : 127.014149 37.519500; G : 127.011644 37.518778,G : 127.011644 37.518778; G : 127.009227 37.517884,G : 127.009227 37.517884; G : 127.006917 37.516826,G : 127.006917 37.516826; G : 127.004732 37.515612,G : 127.004732 37.515612; G : 127.002689 37.514250,H : 127.002689 37.514250; H : 127.001688 37.513489,I : 127.001688 37.513489; I : 126.928105 37.498907,J : 126.928105 37.498907; J : 126.928105 37.498907,K : 126.928105 37.498907; K : 126.927981 37.499338,,,,,,,,,
1-2,UAM0064,6인승,6,영등포·여의도,1,1,06:47:31,잠실,2,2,07:05:45,A : 126.916759 37.583079; A : 126.917020 37.582989,B : 126.917020 37.582989; B : 126.917020 37.582989,C : 126.917020 37.582989; C : 126.925602 37.514091,E : 126.925602 37.514091; E : 126.924232 37.513947,E : 126.924232 37.513947; E : 126.922852 37.513899,E : 126.922852 37.513899; E : 126.921472 37.513947,E : 126.921472 37.513947; E : 126.920102 37.514091,E : 126.920102 37.514091; E : 126.918754 37.514329,E : 126.918754 37.514329; E : 126.917436 37.514660,E : 126.917436 37.514660; E : 126.916160 37.515081,E : 126.916160 37.515081; E : 126.914934 37.515589,E : 126.914934 37.515589; E : 126.913769 37.516181,E : 126.913769 37.516181; E : 126.912673 37.516851,E : 126.912673 37.516851; E : 126.911655 37.517594,E : 126.911655 37.517594; E : 126.910721 37.518405,E : 126.910721 37.518405; E : 126.909880 37.519278,E : 126.909880 37.519278; E : 126.909138 37.520207,E : 126.909138 37.520207; E : 126.908500 37.521183,E : 126.908500 37.521183; E : 126.907971 37.522199,E : 126.907971 37.522199; E : 126.907556 37.523249,E : 126.907556 37.523249; E : 126.907257 37.524323,E : 126.907257 37.524323; E : 126.907077 37.525414,E : 126.907077 37.525414; E : 126.907016 37.526514,E : 126.907016 37.526514; E : 126.907077 37.527613,E : 126.907077 37.527613; E : 126.907257 37.528704,E : 126.907257 37.528704; E : 126.907556 37.529779,E : 126.907556 37.529779; E : 126.907971 37.530828,E : 126.907971 37.530828; E : 126.908500 37.531845,E : 126.908500 37.531845; E : 126.909138 37.532821,E : 126.909138 37.532821; E : 126.909881 37.533749,E : 126.909881 37.533749; E : 126.910722 37.534622,E : 126.910722 37.534622; E : 126.911655 37.535433,E : 126.911655 37.535433; E : 126.912674 37.536177,E : 126.912674 37.536177; E : 126.913771 37.536847,E : 126.913771 37.536847; E : 126.914936 37.537438,E : 126.914936 37.537438; E : 126.916162 37.537946,E : 126.916162 37.537946; E : 126.917438 37.538367,E : 126.917438 37.538367; E : 126.918756 37.538698,E : 126.918756 37.538698; E : 126.920105 37.538936,E : 126.920105 37.538936; E : 126.921476 37.539080,E : 126.921476 37.539080; E : 126.922856 37.539128,E : 126.922856 37.539128; E : 126.924237 37.539080,E : 126.924237 37.539080; E : 126.925607 37.538936,E : 126.925607 37.538936; E : 126.926956 37.538698,E : 126.926956 37.538698; E : 126.928274 37.538367,E : 126.928274 37.538367; E : 126.929551 37.537946,E : 126.929551 37.537946; E : 126.930776 37.537438,E : 126.930776 37.537438; E : 126.931942 37.536847,E : 126.931942 37.536847; E : 126.933038 37.536177,E : 126.933038 37.536177; E : 126.934057 37.535433,E : 126.934057 37.535433; E : 126.934990 37.534622,E : 126.934990 37.534622; E : 126.935832 37.533749,E : 126.935832 37.533749; E : 126.936574 37.532821,E : 126.936574 37.532821; E : 126.937212 37.531845,E : 126.937212 37.531845; E : 126.937741 37.530828,E : 126.937741 37.530828; E : 126.938156 37.529779,E : 126.938156 37.529779; E : 126.938455 37.528704,E : 126.938455 37.528704; E : 126.938636 37.527613,E : 126.938636 37.527613; E : 126.938696 37.526514,E : 126.938696 37.526514; E : 126.938636 37.525414,E : 126.938636 37.525414; E : 126.938455 37.524323,E : 126.938455 37.524323; E : 126.938156 37.523249,E : 126.938156 37.523249; E : 126.937741 37.522199,E : 126.937741 37.522199; E : 126.937212 37.521183,E : 126.937212 37.521183; E : 126.936574 37.520207,E : 126.936574 37.520207; E : 126.935832 37.519278,F : 126.935832 37.519278 L-2000; F : 126.935469 37.518882 L-2000,F : 126.935469 37.518882 L-2000; F : 126.952436 37.508614 L-2000,F : 126.952436 37.508614 L-2000; F : 126.983878 37.497711 L-2000,F : 126.983878 37.497711 R-2000; F : 127.015994 37.509425 R-2000,F : 127.015994 37.509425 R-2000; F : 127.034316 37.535374 R-2000,F : 127.034316 37.535374 L-2000; F : 127.064072 37.526454 L-2000,F : 127.064072 37.526454 R-2000; F : 127.069204 37.540219 R-2000,G : 127.069204 37.540219; G : 127.069037 37.524103,G : 127.069037 37.524103; G : 127.068051 37.524075,G : 127.068051 37.524075; G : 127.067071 37.523979,G : 127.067071 37.523979; G : 127.066106 37.523815,G : 127.066106 37.523815; G : 127.065162 37.523585,G : 127.065162 37.523585; G : 127.064248 37.523290,G : 127.064248 37.523290; G : 127.063368 37.522933,G : 127.063368 37.522933; G : 127.062532 37.522516,G : 127.062532 37.522516; G : 127.061744 37.522043,G : 127.061744 37.522043; G : 127.061011 37.521517,G : 127.061011 37.521517; G : 127.060338 37.520942,G : 127.060338 37.520942; G : 127.059731 37.520322,G : 127.059731 37.520322; G : 127.059194 37.519663,G : 127.059194 37.519663; G : 127.058731 37.518968,G : 127.058731 37.518968; G : 127.058346 37.518245,G : 127.058346 37.518245; G : 127.058041 37.517497,G : 127.058041 37.517497; G : 127.057820 37.516731,G : 127.057820 37.516731; G : 127.057683 37.515953,G : 127.057683 37.515953; G : 127.057632 37.515168,G : 127.057632 37.515168; G : 127.057667 37.514382,G : 127.057667 37.514382; G : 127.057787 37.513602,G : 127.057787 37.513602; G : 127.057993 37.512833,G : 127.057993 37.512833; G : 127.058282 37.512082,G : 127.058282 37.512082; G : 127.058652 37.511353,G : 127.058652 37.511353; G : 127.059100 37.510653,G : 127.059100 37.510653; G : 127.059623 37.509986,G : 127.059623 37.509986; G : 127.060218 37.509359,G : 127.060218 37.509359; G : 127.060878 37.508775,G : 127.060878 37.508775; G : 127.061600 37.508239,G : 127.061600 37.508239; G : 127.062378 37.507755,G : 127.062378 37.507755; G : 127.063206 37.507328,G : 127.063206 37.507328; G : 127.064077 37.506959,G : 127.064077 37.506959; G : 127.064985 37.506652,G : 127.064985 37.506652; G : 127.065924 37.506410,G : 127.065924 37.506410; G : 127.066885 37.506233,G : 127.066885 37.506233; G : 127.067862 37.506124,G : 127.067862 37.506124; G : 127.068848 37.506083,G : 127.068848 37.506083; G : 127.069834 37.506111,G : 127.069834 37.506111; G : 127.070813 37.506207,G : 127.070813 37.506207; G : 127.071778 37.506371,G : 127.071778 37.506371; G : 127.072721 37.506601,G : 127.072721 37.506601; G : 127.073636 37.506896,G : 127.073636 37.506896; G : 127.074515 37.507253,G : 127.074515 37.507253; G : 127.075351 37.507670,G : 127.075351 37.507670; G : 127.076139 37.508143,G : 127.076139 37.508143; G : 127.076872 37.508669,G : 127.076872 37.508669; G : 127.077545 37.509245,G : 127.077545 37.509245; G : 127.078152 37.509864,G : 127.078152 37.509864; G : 127.078689 37.510524,G : 127.078689 37.510524; G : 127.079151 37.511218,G : 127.079151 37.511218; G : 127.079537 37.511942,G : 127.079537 37.511942; G : 127.079841 37.512689,G : 127.079841 37.512689; G : 127.080063 37.513455,G : 127.080063 37.513455; G : 127.080200 37.514234,G : 127.080200 37.514234; G : 127.080251 37.515019,G : 127.080251 37.515019; G : 127.080216 37.515804,G : 127.080216 37.515804; G : 127.080095 37.516584,G : 127.080095 37.516584; G : 127.079890 37.517353,G : 127.079890 37.517353; G : 127.079601 37.518105,G : 127.079601 37.518105; G : 127.079230 37.518833,G : 127.079230 37.518833; G : 127.078782 37.519534,G : 127.078782 37.519534; G : 127.078259 37.520200,G : 127.078259 37.520200; G : 127.077665 37.520828,G : 127.077665 37.520828; G : 127.077004 37.521411,G : 127.077004 37.521411; G : 127.076938 37.521464,I : 127.076938 37.521464; I : 126.965207 37.477966,J : 126.965207 37.477966; J : 126.965207 37.477966,K : 126.965207 37.477966; K : 126.965342 37.478511,,,,,
1-3,UAM0096,6인승,6,영등포·여의도,1,2,06:58:38,망우,2,1,07:19:42,A : 126.916604 37.583133; A : 126.917020 37.582989,B : 126.917020 37.582989; B : 126.917020 37.582989,C : 126.917020 37.582989; C : 126.925602 37.514091,E : 126.925602 37.514091; E : 126.924232 37.513947,E : 126.924232 37.513947; E : 126.922852 37.513899,E : 126.922852 37.513899; E : 126.921472 37.513947,E : 126.921472 37.513947; E : 126.920102 37.514091,E : 126.920102 37.514091; E : 126.918754 37.514329,E : 126.918754 37.514329; E : 126.917436 37.514660,E : 126.917436 37.514660; E : 126.916160 37.515081,E : 126.916160 37.515081; E : 126.914934 37.515589,E : 126.914934 37.515589; E : 126.913769 37.516181,E : 126.913769 37.516181; E : 126.912673 37.516851,E : 126.912673 37.516851; E : 126.911655 37.517594,E : 126.911655 37.517594; E : 126.910721 37.518405,E : 126.910721 37.518405; E : 126.909880 37.519278,E : 126.909880 37.519278; E : 126.909138 37.520207,E : 126.909138 37.520207; E : 126.908500 37.521183,E : 126.908500 37.521183; E : 126.907971 37.522199,E : 126.907971 37.522199; E : 126.907556 37.523249,E : 126.907556 37.523249; E : 126.907257 37.524323,E : 126.907257 37.524323; E : 126.907077 37.525414,E : 126.907077 37.525414; E : 126.907016 37.526514,E : 126.907016 37.526514; E : 126.907077 37.527613,E : 126.907077 37.527613; E : 126.907257 37.528704,E : 126.907257 37.528704; E : 126.907556 37.529779,E : 126.907556 37.529779; E : 126.907971 37.530828,E : 126.907971 37.530828; E : 126.908500 37.531845,E : 126.908500 37.531845; E : 126.909138 37.532821,E : 126.909138 37.532821; E : 126.909881 37.533749,E : 126.909881 37.533749; E : 126.910722 37.534622,E : 126.910722 37.534622; E : 126.911655 37.535433,E : 126.911655 37.535433; E : 126.912674 37.536177,E : 126.912674 37.536177; E : 126.913771 37.536847,E : 126.913771 37.536847; E : 126.914936 37.537438,E : 126.914936 37.537438; E : 126.916162 37.537946,E : 126.916162 37.537946; E : 126.917438 37.538367,E : 126.917438 37.538367; E : 126.918756 37.538698,E : 126.918756 37.538698; E : 126.920105 37.538936,E : 126.920105 37.538936; E : 126.921476 37.539080,E : 126.921476 37.539080; E : 126.922856 37.539128,E : 126.922856 37.539128; E : 126.924237 37.539080,E : 126.924237 37.539080; E : 126.925607 37.538936,E : 126.925607 37.538936; E : 126.926956 37.538698,E : 126.926956 37.538698; E : 126.928274 37.538367,E : 126.928274 37.538367; E : 126.929551 37.537946,E : 126.929551 37.537946; E : 126.930776 37.537438,E : 126.930776 37.537438; E : 126.931942 37.536847,E : 126.931942 37.536847; E : 126.933038 37.536177,E : 126.933038 37.536177; E : 126.934057 37.535433,E : 126.934057 37.535433; E : 126.934990 37.534622,E : 126.934990 37.534622; E : 126.935832 37.533749,E : 126.935832 37.533749; E : 126.936574 37.532821,E : 126.936574 37.532821; E : 126.937212 37.531845,E : 126.937212 37.531845; E : 126.937741 37.530828,E : 126.937741 37.530828; E : 126.938156 37.529779,E : 126.938156 37.529779; E : 126.938455 37.528704,E : 126.938455 37.528704; E : 126.938636 37.527613,E : 126.938636 37.527613; E : 126.938696 37.526514,E : 126.938696 37.526514; E : 126.938636 37.525414,E : 126.938636 37.525414; E : 126.938455 37.524323,E : 126.938455 37.524323; E : 126.938156 37.523249,E : 126.938156 37.523249; E : 126.937741 37.522199,E : 126.937741 37.522199; E : 126.937212 37.521183,E : 126.937212 37.521183; E : 126.936574 37.520207,E : 126.936574 37.520207; E : 126.935832 37.519278,F : 126.935832 37.519278 L-2000; F : 126.935469 37.518882 L-2000,F : 126.935469 37.518882 L-2000; F : 126.952436 37.508614 L-2000,F : 126.952436 37.508614 L-2000; F : 126.983878 37.497711 L-2000,F : 126.983878 37.497711 R-2000; F : 127.015994 37.509425 R-2000,F : 127.015994 37.509425 R-2000; F : 127.034316 37.535374 R-2000,F : 127.034316 37.535374 R-2000; F : 127.038276 37.562044 R-2000,F : 127.038276 37.562044 R-2000; F : 127.049115 37.581396 R-2000,G : 127.049115 37.581396; G : 127.057968 37.585260,G : 127.057968 37.585260; G : 127.056789 37.587163,G : 127.056789 37.587163; G : 127.055823 37.589141,G : 127.055823 37.589141; G : 127.055077 37.591179,G : 127.055077 37.591179; G : 127.054557 37.593261,G : 127.054557 37.593261; G : 127.054267 37.595370,G : 127.054267 37.595370; G : 127.054210 37.597492,G : 127.054210 37.597492; G : 127.054385 37.599610,G : 127.054385 37.599610; G : 127.054791 37.601707,G : 127.054791 37.601707; G : 127.055426 37.603769,G : 127.055426 37.603769; G : 127.056283 37.605778,G : 127.056283 37.605778; G : 127.057358 37.607720,G : 127.057358 37.607720; G : 127.058642 37.609581,G : 127.058642 37.609581; G : 127.060124 37.611345,G : 127.060124 37.611345; G : 127.061795 37.613000,G : 127.061795 37.613000; G : 127.063640 37.614533,G : 127.063640 37.614533; G : 127.065646 37.615932,G : 127.065646 37.615932; G : 127.067798 37.617186,G : 127.067798 37.617186; G : 127.070079 37.618287,G : 127.070079 37.618287; G : 127.072472 37.619225,G : 127.072472 37.619225; G : 127.074958 37.619994,G : 127.074958 37.619994; G : 127.077520 37.620588,G : 127.077520 37.620588; G : 127.080137 37.621001,G : 127.080137 37.621001; G : 127.082789 37.621232,G : 127.082789 37.621232; G : 127.085456 37.621278,G : 127.085456 37.621278; G : 127.088119 37.621138,G : 127.088119 37.621138; G : 127.090756 37.620815,G : 127.090756 37.620815; G : 127.093347 37.620310,G : 127.093347 37.620310; G : 127.095873 37.619628,G : 127.095873 37.619628; G : 127.098315 37.618773,G : 127.098315 37.618773; G : 127.100654 37.617751,G : 127.100654 37.617751; G : 127.102872 37.616572,G : 127.102872 37.616572; G : 127.104952 37.615243,G : 127.104952 37.615243; G : 127.106879 37.613775,G : 127.106879 37.613775; G : 127.108637 37.612179,G : 127.108637 37.612179; G : 127.110214 37.610468,G : 127.110214 37.610468; G : 127.111598 37.608653,G : 127.111598 37.608653; G : 127.112777 37.606749,G : 127.112777 37.606749; G : 127.113743 37.604771,G : 127.113743 37.604771; G : 127.114489 37.602734,G : 127.114489 37.602734; G : 127.115009 37.600652,G : 127.115009 37.600652; G : 127.115299 37.598542,G : 127.115299 37.598542; G : 127.115357 37.596421,G : 127.115357 37.596421; G : 127.115182 37.594303,G : 127.115182 37.594303; G : 127.114775 37.592205,G : 127.114775 37.592205; G : 127.114141 37.590144,G : 127.114141 37.590144; G : 127.113283 37.588134,G : 127.113283 37.588134; G : 127.112209 37.586192,G : 127.112209 37.586192; G : 127.110925 37.584332,G : 127.110925 37.584332; G : 127.109443 37.582567,G : 127.109443 37.582567; G : 127.107774 37.580912,G : 127.107774 37.580912; G : 127.105929 37.579380,G : 127.105929 37.579380; G : 127.103924 37.577981,G : 127.103924 37.577981; G : 127.101774 37.576726,G : 127.101774 37.576726; G : 127.099494 37.575625,G : 127.099494 37.575625; G : 127.097102 37.574687,G : 127.097102 37.574687; G : 127.094617 37.573918,G : 127.094617 37.573918; G : 127.092057 37.573325,G : 127.092057 37.573325; G : 127.089442 37.572911,G : 127.089442 37.572911; G : 127.086791 37.572681,G : 127.086791 37.572681; G : 127.084125 37.572635,G : 127.084125 37.572635; G : 127.081465 37.572774,G : 127.081465 37.572774; G : 127.078830 37.573097,G : 127.078830 37.573097; G : 127.076240 37.573602,G : 127.076240 37.573602; G : 127.073715 37.574285,G : 127.073715 37.574285; G : 127.071275 37.575140,G : 127.071275 37.575140; G : 127.068938 37.576161,G : 127.068938 37.576161; G : 127.066721 37.577341,G : 127.066721 37.577341; G : 127.064642 37.578669,H : 127.064642 37.578669; H : 127.063187 37.579754,I : 127.063187 37.579754; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052557 37.509856
1-4,UAM0001,6인승,6,영등포·여의도,1,3,07:09:45,사당·이수,2,2,07:23:40,A : 126.916450 37.583186; A : 126.917020 37.582989,B : 126.917020 37.582989; B : 126.917020 37.582989,C : 126.917020 37.582989; C : 126.925602 37.514091,E : 126.925602 37.514091; E : 126.924232 37.513947,E : 126.924232 37.513947; E : 126.922852 37.513899,E : 126.922852 37.513899; E : 126.921472 37.513947,E : 126.921472 37.513947; E : 126.920102 37.514091,E : 126.920102 37.514091; E : 126.918754 37.514329,E : 126.918754 37.514329; E : 126.917436 37.514660,E : 126.917436 37.514660; E : 126.916160 37.515081,E : 126.916160 37.515081; E : 126.914934 37.515589,E : 126.914934 37.515589; E : 126.913769 37.516181,E : 126.913769 37.516181; E : 126.912673 37.516851,E : 126.912673 37.516851; E : 126.911655 37.517594,F : 126.911655 37.517594 R-2000; F : 126.911086 37.518072 R-2000,F : 126.911086 37.518072 L-2000; F : 126.908201 37.516002 L-2000,F : 126.908201 37.516002 L-2000; F : 126.939872 37.492756 L-2000,G : 126.939872 37.492756; G : 126.968037 37.481435,G : 126.968037 37.481435; G : 126.967470 37.480432,G : 126.967470 37.480432; G : 126.967014 37.479393,G : 126.967014 37.479393; G : 126.966674 37.478326,G : 126.966674 37.478326; G : 126.966452 37.477240,G : 126.966452 37.477240; G : 126.966349 37.476143,G : 126.966349 37.476143; G : 126.966366 37.475042,G : 126.966366 37.475042; G : 126.966504 37.473947,G : 126.966504 37.473947; G : 126.966762 37.472866,G : 126.966762 37.472866; G : 126.967136 37.471807,G : 126.967136 37.471807; G : 126.967625 37.470778,G : 126.967625 37.470778; G : 126.968224 37.469786,G : 126.968224 37.469786; G : 126.968930 37.468840,G : 126.968930 37.468840; G : 126.969736 37.467947,G : 126.969736 37.467947; G : 126.970637 37.467113,G : 126.970637 37.467113; G : 126.971625 37.466345,G : 126.971625 37.466345; G : 126.972694 37.465649,G : 126.972694 37.465649; G : 126.973835 37.465029,G : 126.973835 37.465029; G : 126.975039 37.464491,G : 126.975039 37.464491; G : 126.976298 37.464039,G : 126.976298 37.464039; G : 126.977601 37.463675,G : 126.977601 37.463675; G : 126.978939 37.463404,G : 126.978939 37.463404; G : 126.980302 37.463227,G : 126.980302 37.463227; G : 126.981678 37.463145,G : 126.981678 37.463145; G : 126.983059 37.463159,G : 126.983059 37.463159; G : 126.984432 37.463269,G : 126.984432 37.463269; G : 126.985789 37.463474,G : 126.985789 37.463474; G : 126.987117 37.463772,G : 126.987117 37.463772; G : 126.988408 37.464162,G : 126.988408 37.464162; G : 126.989652 37.464640,G : 126.989652 37.464640; G : 126.990839 37.465202,G : 126.990839 37.465202; G : 126.991959 37.465845,G : 126.991959 37.465845; G : 126.993006 37.466563,G : 126.993006 37.466563; G : 126.993356 37.466834,I : 126.993356 37.466834; I : 126.892137 37.516088,J : 126.892137 37.516088; J : 126.892137 37.516088,K : 126.892137 37.516088; K : 126.891603 37.516335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
