LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134,Seg135,Seg136,Seg137,Seg138,Seg139,Seg140
9-1,UAM0015,6인승,6,성수,1,1,06:34:49,마곡,2,1,06:53:34,A : 126.978655 37.509527; A : 126.978939 37.509556,B : 126.978939 37.509556; B : 126.978939 37.509556,C : 126.978939 37.509556; C : 127.052807 37.547837,E : 127.052807 37.547837; E : 127.053741 37.547025,E : 127.053741 37.547025; E : 127.054582 37.546152,E : 127.054582 37.546152; E : 127.055324 37.545224,E : 127.055324 37.545224; E : 127.055963 37.544248,E : 127.055963 37.544248; E : 127.056492 37.543232,E : 127.056492 37.543232; E : 127.056907 37.542182,E : 127.056907 37.542182; E : 127.057206 37.541108,E : 127.057206 37.541108; E : 127.057387 37.540017,E : 127.057387 37.540017; E : 127.057447 37.538917,E : 127.057447 37.538917; E : 127.057387 37.537818,E : 127.057387 37.537818; E : 127.057206 37.536727,E : 127.057206 37.536727; E : 127.056907 37.535652,E : 127.056907 37.535652; E : 127.056492 37.534603,E : 127.056492 37.534603; E : 127.055963 37.533586,E : 127.055963 37.533586; E : 127.055325 37.532610,E : 127.055325 37.532610; E : 127.054582 37.531682,E : 127.054582 37.531682; E : 127.053741 37.530809,E : 127.053741 37.530809; E : 127.052808 37.529998,E : 127.052808 37.529998; E : 127.051789 37.529254,E : 127.051789 37.529254; E : 127.050693 37.528584,E : 127.050693 37.528584; E : 127.049527 37.527993,E : 127.049527 37.527993; E : 127.048302 37.527485,E : 127.048302 37.527485; E : 127.047025 37.527064,E : 127.047025 37.527064; E : 127.045708 37.526733,E : 127.045708 37.526733; E : 127.044359 37.526495,E : 127.044359 37.526495; E : 127.042989 37.526351,E : 127.042989 37.526351; E : 127.041608 37.526303,E : 127.041608 37.526303; E : 127.040228 37.526351,E : 127.040228 37.526351; E : 127.038858 37.526495,E : 127.038858 37.526495; E : 127.037509 37.526733,E : 127.037509 37.526733; E : 127.036192 37.527064,E : 127.036192 37.527064; E : 127.034915 37.527485,E : 127.034915 37.527485; E : 127.033690 37.527993,F : 127.033690 37.527993 R-1000; F : 127.032598 37.528543 R-1000,F : 127.032598 37.528543 L-1000; F : 127.015988 37.509420 L-1000,F : 127.015988 37.509420 L-1000; F : 126.983867 37.497707 L-1000,F : 126.983867 37.497707 R-1000; F : 126.952430 37.508609 R-1000,F : 126.952430 37.508609 R-1000; F : 126.940555 37.519331 R-1000,F : 126.940555 37.519331 R-1000; F : 126.925397 37.536991 R-1000,F : 126.925397 37.536991 R-1000; F : 126.902995 37.542397 R-1000,F : 126.902995 37.542397 R-1000; F : 126.892019 37.552669 R-1000,F : 126.892019 37.552669 R-1000; F : 126.861691 37.569518 R-1000,F : 126.861691 37.569518 L-1000; F : 126.831921 37.566274 L-1000,G : 126.831921 37.566274; G : 126.822315 37.565649,G : 126.822315 37.565649; G : 126.821982 37.567755,G : 126.821982 37.567755; G : 126.821420 37.569829,G : 126.821420 37.569829; G : 126.820633 37.571857,G : 126.820633 37.571857; G : 126.819626 37.573822,G : 126.819626 37.573822; G : 126.818409 37.575710,G : 126.818409 37.575710; G : 126.816989 37.577507,G : 126.816989 37.577507; G : 126.815378 37.579198,G : 126.815378 37.579198; G : 126.813587 37.580771,G : 126.813587 37.580771; G : 126.811632 37.582213,G : 126.811632 37.582213; G : 126.809525 37.583515,G : 126.809525 37.583515; G : 126.807284 37.584665,G : 126.807284 37.584665; G : 126.804926 37.585656,G : 126.804926 37.585656; G : 126.802468 37.586479,G : 126.802468 37.586479; G : 126.799929 37.587129,G : 126.799929 37.587129; G : 126.797329 37.587600,G : 126.797329 37.587600; G : 126.794687 37.587889,G : 126.794687 37.587889; G : 126.792024 37.587993,G : 126.792024 37.587993; G : 126.789359 37.587913,G : 126.789359 37.587913; G : 126.786713 37.587648,G : 126.786713 37.587648; G : 126.784106 37.587200,G : 126.784106 37.587200; G : 126.781558 37.586574,G : 126.781558 37.586574; G : 126.779088 37.585773,H : 126.779088 37.585773; H : 126.778931 37.585715,I : 126.778931 37.585715; I : 126.897210 37.690392,J : 126.897210 37.690392; J : 126.897210 37.690392,K : 126.897210 37.690392; K : 126.896897 37.690731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-2,UAM0021,6인승,6,성수,1,1,06:36:48,망우,2,1,06:54:34,A : 126.978655 37.509527; A : 126.978939 37.509556,B : 126.978939 37.509556; B : 126.978939 37.509556,C : 126.978939 37.509556; C : 127.052807 37.547837,E : 127.052807 37.547837; E : 127.053741 37.547025,E : 127.053741 37.547025; E : 127.054582 37.546152,E : 127.054582 37.546152; E : 127.055324 37.545224,E : 127.055324 37.545224; E : 127.055963 37.544248,E : 127.055963 37.544248; E : 127.056492 37.543232,E : 127.056492 37.543232; E : 127.056907 37.542182,E : 127.056907 37.542182; E : 127.057206 37.541108,E : 127.057206 37.541108; E : 127.057387 37.540017,E : 127.057387 37.540017; E : 127.057447 37.538917,E : 127.057447 37.538917; E : 127.057387 37.537818,E : 127.057387 37.537818; E : 127.057206 37.536727,E : 127.057206 37.536727; E : 127.056907 37.535652,E : 127.056907 37.535652; E : 127.056492 37.534603,E : 127.056492 37.534603; E : 127.055963 37.533586,E : 127.055963 37.533586; E : 127.055325 37.532610,E : 127.055325 37.532610; E : 127.054582 37.531682,E : 127.054582 37.531682; E : 127.053741 37.530809,E : 127.053741 37.530809; E : 127.052808 37.529998,E : 127.052808 37.529998; E : 127.051789 37.529254,E : 127.051789 37.529254; E : 127.050693 37.528584,E : 127.050693 37.528584; E : 127.049527 37.527993,E : 127.049527 37.527993; E : 127.048302 37.527485,E : 127.048302 37.527485; E : 127.047025 37.527064,E : 127.047025 37.527064; E : 127.045708 37.526733,E : 127.045708 37.526733; E : 127.044359 37.526495,E : 127.044359 37.526495; E : 127.042989 37.526351,E : 127.042989 37.526351; E : 127.041608 37.526303,E : 127.041608 37.526303; E : 127.040228 37.526351,E : 127.040228 37.526351; E : 127.038858 37.526495,E : 127.038858 37.526495; E : 127.037509 37.526733,E : 127.037509 37.526733; E : 127.036192 37.527064,E : 127.036192 37.527064; E : 127.034915 37.527485,E : 127.034915 37.527485; E : 127.033690 37.527993,E : 127.033690 37.527993; E : 127.032524 37.528584,E : 127.032524 37.528584; E : 127.031428 37.529254,E : 127.031428 37.529254; E : 127.030409 37.529998,E : 127.030409 37.529998; E : 127.029476 37.530809,E : 127.029476 37.530809; E : 127.028635 37.531682,E : 127.028635 37.531682; E : 127.027892 37.532610,E : 127.027892 37.532610; E : 127.027254 37.533586,E : 127.027254 37.533586; E : 127.026726 37.534603,E : 127.026726 37.534603; E : 127.026310 37.535652,E : 127.026310 37.535652; E : 127.026011 37.536727,E : 127.026011 37.536727; E : 127.025831 37.537818,E : 127.025831 37.537818; E : 127.025770 37.538917,E : 127.025770 37.538917; E : 127.025831 37.540017,E : 127.025831 37.540017; E : 127.026011 37.541108,E : 127.026011 37.541108; E : 127.026310 37.542182,E : 127.026310 37.542182; E : 127.026726 37.543232,E : 127.026726 37.543232; E : 127.027254 37.544248,E : 127.027254 37.544248; E : 127.027893 37.545224,E : 127.027893 37.545224; E : 127.028635 37.546152,E : 127.028635 37.546152; E : 127.029476 37.547026,E : 127.029476 37.547026; E : 127.030410 37.547837,E : 127.030410 37.547837; E : 127.031429 37.548580,E : 127.031429 37.548580; E : 127.032526 37.549250,E : 127.032526 37.549250; E : 127.033691 37.549841,E : 127.033691 37.549841; E : 127.034917 37.550350,E : 127.034917 37.550350; E : 127.036194 37.550771,E : 127.036194 37.550771; E : 127.037512 37.551102,E : 127.037512 37.551102; E : 127.038862 37.551340,F : 127.038862 37.551340 R-1000; F : 127.039805 37.551449 R-1000,F : 127.039805 37.551449 R-1000; F : 127.038278 37.562040 R-1000,F : 127.038278 37.562040 R-1000; F : 127.049117 37.581391 R-1000,G : 127.049117 37.581391; G : 127.057969 37.585255,G : 127.057969 37.585255; G : 127.056790 37.587158,G : 127.056790 37.587158; G : 127.055824 37.589137,G : 127.055824 37.589137; G : 127.055079 37.591174,G : 127.055079 37.591174; G : 127.054559 37.593256,G : 127.054559 37.593256; G : 127.054269 37.595365,G : 127.054269 37.595365; G : 127.054212 37.597487,G : 127.054212 37.597487; G : 127.054387 37.599605,G : 127.054387 37.599605; G : 127.054793 37.601703,G : 127.054793 37.601703; G : 127.055427 37.603764,G : 127.055427 37.603764; G : 127.056285 37.605773,G : 127.056285 37.605773; G : 127.057360 37.607716,G : 127.057360 37.607716; G : 127.058644 37.609576,G : 127.058644 37.609576; G : 127.060126 37.611341,G : 127.060126 37.611341; G : 127.061796 37.612995,G : 127.061796 37.612995; G : 127.063641 37.614528,G : 127.063641 37.614528; G : 127.065648 37.615927,G : 127.065648 37.615927; G : 127.067799 37.617182,G : 127.067799 37.617182; G : 127.070080 37.618282,G : 127.070080 37.618282; G : 127.072473 37.619221,G : 127.072473 37.619221; G : 127.074960 37.619989,G : 127.074960 37.619989; G : 127.077522 37.620583,G : 127.077522 37.620583; G : 127.080139 37.620996,G : 127.080139 37.620996; G : 127.082791 37.621227,G : 127.082791 37.621227; G : 127.085458 37.621273,G : 127.085458 37.621273; G : 127.088121 37.621134,G : 127.088121 37.621134; G : 127.090757 37.620810,G : 127.090757 37.620810; G : 127.093349 37.620306,G : 127.093349 37.620306; G : 127.095875 37.619623,G : 127.095875 37.619623; G : 127.098317 37.618768,G : 127.098317 37.618768; G : 127.100656 37.617747,G : 127.100656 37.617747; G : 127.102874 37.616567,G : 127.102874 37.616567; G : 127.104954 37.615238,G : 127.104954 37.615238; G : 127.106881 37.613771,G : 127.106881 37.613771; G : 127.108639 37.612175,G : 127.108639 37.612175; G : 127.110216 37.610463,G : 127.110216 37.610463; G : 127.111600 37.608648,G : 127.111600 37.608648; G : 127.112779 37.606745,G : 127.112779 37.606745; G : 127.113745 37.604767,G : 127.113745 37.604767; G : 127.114491 37.602729,G : 127.114491 37.602729; G : 127.115011 37.600647,G : 127.115011 37.600647; G : 127.115301 37.598538,G : 127.115301 37.598538; G : 127.115358 37.596416,G : 127.115358 37.596416; G : 127.115183 37.594298,G : 127.115183 37.594298; G : 127.114777 37.592201,G : 127.114777 37.592201; G : 127.114143 37.590139,G : 127.114143 37.590139; G : 127.113285 37.588130,G : 127.113285 37.588130; G : 127.112210 37.586187,G : 127.112210 37.586187; G : 127.110927 37.584327,G : 127.110927 37.584327; G : 127.109445 37.582563,G : 127.109445 37.582563; G : 127.107776 37.580908,G : 127.107776 37.580908; G : 127.105931 37.579375,G : 127.105931 37.579375; G : 127.103926 37.577976,G : 127.103926 37.577976; G : 127.101775 37.576721,G : 127.101775 37.576721; G : 127.099496 37.575621,G : 127.099496 37.575621; G : 127.097104 37.574682,G : 127.097104 37.574682; G : 127.094619 37.573914,G : 127.094619 37.573914; G : 127.092059 37.573320,G : 127.092059 37.573320; G : 127.089443 37.572907,G : 127.089443 37.572907; G : 127.086793 37.572676,G : 127.086793 37.572676; G : 127.084127 37.572630,G : 127.084127 37.572630; G : 127.081467 37.572769,G : 127.081467 37.572769; G : 127.078832 37.573093,G : 127.078832 37.573093; G : 127.076242 37.573597,G : 127.076242 37.573597; G : 127.073717 37.574280,G : 127.073717 37.574280; G : 127.071277 37.575135,G : 127.071277 37.575135; G : 127.068939 37.576156,G : 127.068939 37.576156; G : 127.066723 37.577336,G : 127.066723 37.577336; G : 127.064644 37.578665,H : 127.064644 37.578665; H : 127.063188 37.579750,I : 127.063188 37.579750; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052557 37.509856
9-3,UAM0040,6인승,6,성수,1,1,06:41:34,연신내·불광,2,1,06:58:39,A : 126.978655 37.509527; A : 126.978939 37.509556,B : 126.978939 37.509556; B : 126.978939 37.509556,C : 126.978939 37.509556; C : 127.052807 37.547837,E : 127.052807 37.547837; E : 127.053741 37.547025,E : 127.053741 37.547025; E : 127.054582 37.546152,E : 127.054582 37.546152; E : 127.055324 37.545224,E : 127.055324 37.545224; E : 127.055963 37.544248,E : 127.055963 37.544248; E : 127.056492 37.543232,E : 127.056492 37.543232; E : 127.056907 37.542182,E : 127.056907 37.542182; E : 127.057206 37.541108,E : 127.057206 37.541108; E : 127.057387 37.540017,E : 127.057387 37.540017; E : 127.057447 37.538917,E : 127.057447 37.538917; E : 127.057387 37.537818,E : 127.057387 37.537818; E : 127.057206 37.536727,E : 127.057206 37.536727; E : 127.056907 37.535652,E : 127.056907 37.535652; E : 127.056492 37.534603,E : 127.056492 37.534603; E : 127.055963 37.533586,E : 127.055963 37.533586; E : 127.055325 37.532610,E : 127.055325 37.532610; E : 127.054582 37.531682,E : 127.054582 37.531682; E : 127.053741 37.530809,E : 127.053741 37.530809; E : 127.052808 37.529998,E : 127.052808 37.529998; E : 127.051789 37.529254,E : 127.051789 37.529254; E : 127.050693 37.528584,E : 127.050693 37.528584; E : 127.049527 37.527993,E : 127.049527 37.527993; E : 127.048302 37.527485,E : 127.048302 37.527485; E : 127.047025 37.527064,E : 127.047025 37.527064; E : 127.045708 37.526733,E : 127.045708 37.526733; E : 127.044359 37.526495,E : 127.044359 37.526495; E : 127.042989 37.526351,E : 127.042989 37.526351; E : 127.041608 37.526303,E : 127.041608 37.526303; E : 127.040228 37.526351,E : 127.040228 37.526351; E : 127.038858 37.526495,E : 127.038858 37.526495; E : 127.037509 37.526733,E : 127.037509 37.526733; E : 127.036192 37.527064,E : 127.036192 37.527064; E : 127.034915 37.527485,E : 127.034915 37.527485; E : 127.033690 37.527993,E : 127.033690 37.527993; E : 127.032524 37.528584,E : 127.032524 37.528584; E : 127.031428 37.529254,E : 127.031428 37.529254; E : 127.030409 37.529998,E : 127.030409 37.529998; E : 127.029476 37.530809,E : 127.029476 37.530809; E : 127.028635 37.531682,E : 127.028635 37.531682; E : 127.027892 37.532610,E : 127.027892 37.532610; E : 127.027254 37.533586,E : 127.027254 37.533586; E : 127.026726 37.534603,E : 127.026726 37.534603; E : 127.026310 37.535652,E : 127.026310 37.535652; E : 127.026011 37.536727,E : 127.026011 37.536727; E : 127.025831 37.537818,E : 127.025831 37.537818; E : 127.025770 37.538917,E : 127.025770 37.538917; E : 127.025831 37.540017,E : 127.025831 37.540017; E : 127.026011 37.541108,E : 127.026011 37.541108; E : 127.026310 37.542182,E : 127.026310 37.542182; E : 127.026726 37.543232,E : 127.026726 37.543232; E : 127.027254 37.544248,E : 127.027254 37.544248; E : 127.027893 37.545224,E : 127.027893 37.545224; E : 127.028635 37.546152,E : 127.028635 37.546152; E : 127.029476 37.547026,E : 127.029476 37.547026; E : 127.030410 37.547837,E : 127.030410 37.547837; E : 127.031429 37.548580,E : 127.031429 37.548580; E : 127.032526 37.549250,E : 127.032526 37.549250; E : 127.033691 37.549841,E : 127.033691 37.549841; E : 127.034917 37.550350,E : 127.034917 37.550350; E : 127.036194 37.550771,E : 127.036194 37.550771; E : 127.037512 37.551102,E : 127.037512 37.551102; E : 127.038862 37.551340,F : 127.038862 37.551340 R-1000; F : 127.039805 37.551449 R-1000,F : 127.039805 37.551449 R-1000; F : 127.038278 37.562040 R-1000,F : 127.038278 37.562040 R-1000; F : 127.049117 37.581391 R-1000,F : 127.049117 37.581391 L-1000; F : 127.023558 37.575825 L-1000,F : 127.023558 37.575825 L-1000; F : 126.976307 37.570031 L-1000,F : 126.976307 37.570031 R-1000; F : 126.952016 37.570239 R-1000,G : 126.952016 37.570239; G : 126.930572 37.600184,G : 126.930572 37.600184; G : 126.929342 37.599682,G : 126.929342 37.599682; G : 126.928061 37.599266,G : 126.928061 37.599266; G : 126.926740 37.598941,G : 126.926740 37.598941; G : 126.925388 37.598709,G : 126.925388 37.598709; G : 126.924016 37.598571,G : 126.924016 37.598571; G : 126.922634 37.598529,G : 126.922634 37.598529; G : 126.921252 37.598583,G : 126.921252 37.598583; G : 126.919882 37.598733,G : 126.919882 37.598733; G : 126.918534 37.598977,G : 126.918534 37.598977; G : 126.917217 37.599314,G : 126.917217 37.599314; G : 126.915942 37.599740,G : 126.915942 37.599740; G : 126.914719 37.600254,G : 126.914719 37.600254; G : 126.913557 37.600850,G : 126.913557 37.600850; G : 126.912464 37.601525,G : 126.912464 37.601525; G : 126.911449 37.602273,G : 126.911449 37.602273; G : 126.910521 37.603088,G : 126.910521 37.603088; G : 126.909685 37.603965,G : 126.909685 37.603965; G : 126.908948 37.604896,G : 126.908948 37.604896; G : 126.908316 37.605875,G : 126.908316 37.605875; G : 126.907794 37.606894,G : 126.907794 37.606894; G : 126.907408 37.607878,I : 126.907408 37.607878; I : 126.998206 37.626370,J : 126.998206 37.626370; J : 126.998206 37.626370,K : 126.998206 37.626370; K : 126.997881 37.626699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-4,UAM0084,6인승,6,성수,1,1,06:53:39,미아,2,2,07:09:53,A : 126.978655 37.509527; A : 126.978939 37.509556,B : 126.978939 37.509556; B : 126.978939 37.509556,C : 126.978939 37.509556; C : 127.052807 37.547837,E : 127.052807 37.547837; E : 127.053741 37.547025,E : 127.053741 37.547025; E : 127.054582 37.546152,E : 127.054582 37.546152; E : 127.055324 37.545224,E : 127.055324 37.545224; E : 127.055963 37.544248,E : 127.055963 37.544248; E : 127.056492 37.543232,E : 127.056492 37.543232; E : 127.056907 37.542182,E : 127.056907 37.542182; E : 127.057206 37.541108,E : 127.057206 37.541108; E : 127.057387 37.540017,E : 127.057387 37.540017; E : 127.057447 37.538917,E : 127.057447 37.538917; E : 127.057387 37.537818,E : 127.057387 37.537818; E : 127.057206 37.536727,E : 127.057206 37.536727; E : 127.056907 37.535652,E : 127.056907 37.535652; E : 127.056492 37.534603,E : 127.056492 37.534603; E : 127.055963 37.533586,E : 127.055963 37.533586; E : 127.055325 37.532610,E : 127.055325 37.532610; E : 127.054582 37.531682,E : 127.054582 37.531682; E : 127.053741 37.530809,E : 127.053741 37.530809; E : 127.052808 37.529998,E : 127.052808 37.529998; E : 127.051789 37.529254,E : 127.051789 37.529254; E : 127.050693 37.528584,E : 127.050693 37.528584; E : 127.049527 37.527993,E : 127.049527 37.527993; E : 127.048302 37.527485,E : 127.048302 37.527485; E : 127.047025 37.527064,E : 127.047025 37.527064; E : 127.045708 37.526733,E : 127.045708 37.526733; E : 127.044359 37.526495,E : 127.044359 37.526495; E : 127.042989 37.526351,E : 127.042989 37.526351; E : 127.041608 37.526303,E : 127.041608 37.526303; E : 127.040228 37.526351,E : 127.040228 37.526351; E : 127.038858 37.526495,E : 127.038858 37.526495; E : 127.037509 37.526733,E : 127.037509 37.526733; E : 127.036192 37.527064,E : 127.036192 37.527064; E : 127.034915 37.527485,E : 127.034915 37.527485; E : 127.033690 37.527993,E : 127.033690 37.527993; E : 127.032524 37.528584,E : 127.032524 37.528584; E : 127.031428 37.529254,E : 127.031428 37.529254; E : 127.030409 37.529998,E : 127.030409 37.529998; E : 127.029476 37.530809,E : 127.029476 37.530809; E : 127.028635 37.531682,E : 127.028635 37.531682; E : 127.027892 37.532610,E : 127.027892 37.532610; E : 127.027254 37.533586,E : 127.027254 37.533586; E : 127.026726 37.534603,E : 127.026726 37.534603; E : 127.026310 37.535652,E : 127.026310 37.535652; E : 127.026011 37.536727,E : 127.026011 37.536727; E : 127.025831 37.537818,E : 127.025831 37.537818; E : 127.025770 37.538917,E : 127.025770 37.538917; E : 127.025831 37.540017,E : 127.025831 37.540017; E : 127.026011 37.541108,E : 127.026011 37.541108; E : 127.026310 37.542182,E : 127.026310 37.542182; E : 127.026726 37.543232,E : 127.026726 37.543232; E : 127.027254 37.544248,E : 127.027254 37.544248; E : 127.027893 37.545224,E : 127.027893 37.545224; E : 127.028635 37.546152,E : 127.028635 37.546152; E : 127.029476 37.547026,E : 127.029476 37.547026; E : 127.030410 37.547837,E : 127.030410 37.547837; E : 127.031429 37.548580,E : 127.031429 37.548580; E : 127.032526 37.549250,E : 127.032526 37.549250; E : 127.033691 37.549841,E : 127.033691 37.549841; E : 127.034917 37.550350,E : 127.034917 37.550350; E : 127.036194 37.550771,E : 127.036194 37.550771; E : 127.037512 37.551102,E : 127.037512 37.551102; E : 127.038862 37.551340,F : 127.038862 37.551340 R-1000; F : 127.039805 37.551449 R-1000,F : 127.039805 37.551449 R-1000; F : 127.038278 37.562040 R-1000,F : 127.038278 37.562040 R-1000; F : 127.049117 37.581391 R-1000,F : 127.049117 37.581391 L-1000; F : 127.023558 37.575825 L-1000,G : 127.023558 37.575825; G : 127.025405 37.617596,G : 127.025405 37.617596; G : 127.026788 37.617605,G : 127.026788 37.617605; G : 127.028165 37.617710,G : 127.028165 37.617710; G : 127.029526 37.617910,G : 127.029526 37.617910; G : 127.030859 37.618204,G : 127.030859 37.618204; G : 127.032155 37.618589,G : 127.032155 37.618589; G : 127.033403 37.619063,G : 127.033403 37.619063; G : 127.034595 37.619621,G : 127.034595 37.619621; G : 127.035722 37.620260,G : 127.035722 37.620260; G : 127.036774 37.620974,G : 127.036774 37.620974; G : 127.037744 37.621759,G : 127.037744 37.621759; G : 127.038624 37.622608,G : 127.038624 37.622608; G : 127.039408 37.623515,G : 127.039408 37.623515; G : 127.040090 37.624472,G : 127.040090 37.624472; G : 127.040664 37.625474,G : 127.040664 37.625474; G : 127.041126 37.626511,G : 127.041126 37.626511; G : 127.041473 37.627576,G : 127.041473 37.627576; G : 127.041702 37.628661,G : 127.041702 37.628661; G : 127.041811 37.629758,G : 127.041811 37.629758; G : 127.041799 37.630859,G : 127.041799 37.630859; G : 127.041667 37.631954,G : 127.041667 37.631954; G : 127.041415 37.633036,G : 127.041415 37.633036; G : 127.041045 37.634097,G : 127.041045 37.634097; G : 127.040561 37.635128,G : 127.040561 37.635128; G : 127.039966 37.636121,G : 127.039966 37.636121; G : 127.039264 37.637069,G : 127.039264 37.637069; G : 127.038461 37.637965,G : 127.038461 37.637965; G : 127.037562 37.638802,G : 127.037562 37.638802; G : 127.037175 37.639122,I : 127.037175 37.639122; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059216 37.567146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
