LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103
11-1,UAM0005,6인승,6,천호·길동,1,1,06:31:34,광화문,2,2,06:49:12,A : 127.015910 37.460766; A : 127.015629 37.460715,B : 127.015629 37.460715; B : 127.015629 37.460715,C : 127.015629 37.460715; C : 127.119113 37.558349,E : 127.119113 37.558349; E : 127.117732 37.558301,E : 127.117732 37.558301; E : 127.116361 37.558157,E : 127.116361 37.558157; E : 127.115012 37.557919,E : 127.115012 37.557919; E : 127.113693 37.557588,E : 127.113693 37.557588; E : 127.112416 37.557167,E : 127.112416 37.557167; E : 127.111190 37.556659,E : 127.111190 37.556659; E : 127.110025 37.556067,E : 127.110025 37.556067; E : 127.108928 37.555398,E : 127.108928 37.555398; E : 127.107909 37.554654,E : 127.107909 37.554654; E : 127.106975 37.553843,E : 127.106975 37.553843; E : 127.106134 37.552970,E : 127.106134 37.552970; E : 127.105391 37.552042,E : 127.105391 37.552042; E : 127.104753 37.551065,E : 127.104753 37.551065; E : 127.104224 37.550049,E : 127.104224 37.550049; E : 127.103808 37.548999,E : 127.103808 37.548999; E : 127.103509 37.547925,E : 127.103509 37.547925; E : 127.103329 37.546834,E : 127.103329 37.546834; E : 127.103269 37.545734,E : 127.103269 37.545734; E : 127.103329 37.544635,E : 127.103329 37.544635; E : 127.103509 37.543544,E : 127.103509 37.543544; E : 127.103808 37.542470,E : 127.103808 37.542470; E : 127.104224 37.541420,E : 127.104224 37.541420; E : 127.104753 37.540403,E : 127.104753 37.540403; E : 127.105391 37.539427,E : 127.105391 37.539427; E : 127.106133 37.538499,E : 127.106133 37.538499; E : 127.106975 37.537626,F : 127.106975 37.537626 L-1000; F : 127.107717 37.536970 L-1000,F : 127.107717 37.536970 L-1000; F : 127.091147 37.524221 L-1000,F : 127.091147 37.524221 R-1000; F : 127.063997 37.526383 R-1000,F : 127.063997 37.526383 R-1000; F : 127.034245 37.535303 R-1000,F : 127.034245 37.535303 R-1000; F : 127.038205 37.561974 R-1000,F : 127.038205 37.561974 R-1000; F : 127.049044 37.581326 R-1000,F : 127.049044 37.581326 L-1000; F : 127.023485 37.575759 L-1000,G : 127.023485 37.575759; G : 127.006443 37.573669,G : 127.006443 37.573669; G : 127.005922 37.575751,G : 127.005922 37.575751; G : 127.005176 37.577788,G : 127.005176 37.577788; G : 127.004209 37.579766,G : 127.004209 37.579766; G : 127.003029 37.581669,G : 127.003029 37.581669; G : 127.001645 37.583484,G : 127.001645 37.583484; G : 127.000068 37.585195,G : 127.000068 37.585195; G : 126.998310 37.586790,H : 126.998310 37.586790; H : 126.997846 37.587167,I : 126.997846 37.587167; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977871 37.571518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-2,UAM0025,6인승,6,천호·길동,1,1,06:38:38,영등포·여의도,2,1,06:57:33,A : 127.015910 37.460766; A : 127.015629 37.460715,B : 127.015629 37.460715; B : 127.015629 37.460715,C : 127.015629 37.460715; C : 127.119113 37.558349,E : 127.119113 37.558349; E : 127.117732 37.558301,E : 127.117732 37.558301; E : 127.116361 37.558157,E : 127.116361 37.558157; E : 127.115012 37.557919,E : 127.115012 37.557919; E : 127.113693 37.557588,E : 127.113693 37.557588; E : 127.112416 37.557167,E : 127.112416 37.557167; E : 127.111190 37.556659,E : 127.111190 37.556659; E : 127.110025 37.556067,E : 127.110025 37.556067; E : 127.108928 37.555398,E : 127.108928 37.555398; E : 127.107909 37.554654,E : 127.107909 37.554654; E : 127.106975 37.553843,E : 127.106975 37.553843; E : 127.106134 37.552970,E : 127.106134 37.552970; E : 127.105391 37.552042,E : 127.105391 37.552042; E : 127.104753 37.551065,E : 127.104753 37.551065; E : 127.104224 37.550049,E : 127.104224 37.550049; E : 127.103808 37.548999,E : 127.103808 37.548999; E : 127.103509 37.547925,E : 127.103509 37.547925; E : 127.103329 37.546834,E : 127.103329 37.546834; E : 127.103269 37.545734,E : 127.103269 37.545734; E : 127.103329 37.544635,E : 127.103329 37.544635; E : 127.103509 37.543544,E : 127.103509 37.543544; E : 127.103808 37.542470,E : 127.103808 37.542470; E : 127.104224 37.541420,E : 127.104224 37.541420; E : 127.104753 37.540403,E : 127.104753 37.540403; E : 127.105391 37.539427,E : 127.105391 37.539427; E : 127.106133 37.538499,E : 127.106133 37.538499; E : 127.106975 37.537626,F : 127.106975 37.537626 L-1000; F : 127.107717 37.536970 L-1000,F : 127.107717 37.536970 L-1000; F : 127.091147 37.524221 L-1000,F : 127.091147 37.524221 R-1000; F : 127.063997 37.526383 R-1000,F : 127.063997 37.526383 R-1000; F : 127.034245 37.535303 R-1000,F : 127.034245 37.535303 L-1000; F : 127.015916 37.509354 L-1000,F : 127.015916 37.509354 L-1000; F : 126.983796 37.497641 L-1000,F : 126.983796 37.497641 R-1000; F : 126.952359 37.508543 R-1000,G : 126.952359 37.508543; G : 126.935394 37.518812,G : 126.935394 37.518812; G : 126.934511 37.517965,G : 126.934511 37.517965; G : 126.933539 37.517184,G : 126.933539 37.517184; G : 126.932485 37.516472,G : 126.932485 37.516472; G : 126.931357 37.515837,G : 126.931357 37.515837; G : 126.930164 37.515282,G : 126.930164 37.515282; G : 126.928915 37.514812,G : 126.928915 37.514812; G : 126.927619 37.514431,G : 126.927619 37.514431; G : 126.926286 37.514141,G : 126.926286 37.514141; G : 126.924927 37.513945,G : 126.924927 37.513945; G : 126.923551 37.513844,G : 126.923551 37.513844; G : 126.922170 37.513838,G : 126.922170 37.513838; G : 126.920793 37.513929,G : 126.920793 37.513929; G : 126.919431 37.514115,G : 126.919431 37.514115; G : 126.918095 37.514395,G : 126.918095 37.514395; G : 126.916795 37.514766,G : 126.916795 37.514766; G : 126.915540 37.515227,G : 126.915540 37.515227; G : 126.914341 37.515772,G : 126.914341 37.515772; G : 126.913205 37.516399,G : 126.913205 37.516399; G : 126.912143 37.517103,G : 126.912143 37.517103; G : 126.911161 37.517877,G : 126.911161 37.517877; G : 126.910268 37.518717,G : 126.910268 37.518717; G : 126.909470 37.519615,G : 126.909470 37.519615; G : 126.908774 37.520565,G : 126.908774 37.520565; G : 126.908184 37.521561,G : 126.908184 37.521561; G : 126.907705 37.522593,G : 126.907705 37.522593; G : 126.907341 37.523654,G : 126.907341 37.523654; G : 126.907095 37.524737,G : 126.907095 37.524737; G : 126.906968 37.525833,G : 126.906968 37.525833; G : 126.906961 37.526934,G : 126.906961 37.526934; G : 126.907075 37.528030,G : 126.907075 37.528030; G : 126.907309 37.529115,G : 126.907309 37.529115; G : 126.907660 37.530179,G : 126.907660 37.530179; G : 126.908126 37.531215,G : 126.908126 37.531215; G : 126.908704 37.532215,G : 126.908704 37.532215; G : 126.909390 37.533170,G : 126.909390 37.533170; G : 126.910177 37.534075,G : 126.910177 37.534075; G : 126.911060 37.534921,G : 126.911060 37.534921; G : 126.912032 37.535703,G : 126.912032 37.535703; G : 126.913087 37.536414,G : 126.913087 37.536414; G : 126.914215 37.537050,G : 126.914215 37.537050; G : 126.915408 37.537604,G : 126.915408 37.537604; G : 126.916658 37.538074,G : 126.916658 37.538074; G : 126.917954 37.538456,G : 126.917954 37.538456; G : 126.919287 37.538745,G : 126.919287 37.538745; G : 126.920647 37.538942,G : 126.920647 37.538942; G : 126.922023 37.539043,G : 126.922023 37.539043; G : 126.922789 37.539058,I : 126.922789 37.539058; I : 126.917188 37.583335,J : 126.917188 37.583335; J : 126.917188 37.583335,K : 126.917188 37.583335; K : 126.916759 37.583079,,,,,,,,,,,,,,,,
11-3,UAM0030,6인승,6,천호·길동,1,2,06:39:27,미아,2,1,06:58:14,A : 127.016077 37.460796; A : 127.015629 37.460715,B : 127.015629 37.460715; B : 127.015629 37.460715,C : 127.015629 37.460715; C : 127.119113 37.558349,E : 127.119113 37.558349; E : 127.117732 37.558301,E : 127.117732 37.558301; E : 127.116361 37.558157,E : 127.116361 37.558157; E : 127.115012 37.557919,E : 127.115012 37.557919; E : 127.113693 37.557588,E : 127.113693 37.557588; E : 127.112416 37.557167,E : 127.112416 37.557167; E : 127.111190 37.556659,E : 127.111190 37.556659; E : 127.110025 37.556067,E : 127.110025 37.556067; E : 127.108928 37.555398,E : 127.108928 37.555398; E : 127.107909 37.554654,E : 127.107909 37.554654; E : 127.106975 37.553843,E : 127.106975 37.553843; E : 127.106134 37.552970,E : 127.106134 37.552970; E : 127.105391 37.552042,E : 127.105391 37.552042; E : 127.104753 37.551065,E : 127.104753 37.551065; E : 127.104224 37.550049,E : 127.104224 37.550049; E : 127.103808 37.548999,E : 127.103808 37.548999; E : 127.103509 37.547925,E : 127.103509 37.547925; E : 127.103329 37.546834,E : 127.103329 37.546834; E : 127.103269 37.545734,E : 127.103269 37.545734; E : 127.103329 37.544635,E : 127.103329 37.544635; E : 127.103509 37.543544,E : 127.103509 37.543544; E : 127.103808 37.542470,E : 127.103808 37.542470; E : 127.104224 37.541420,E : 127.104224 37.541420; E : 127.104753 37.540403,E : 127.104753 37.540403; E : 127.105391 37.539427,E : 127.105391 37.539427; E : 127.106133 37.538499,E : 127.106133 37.538499; E : 127.106975 37.537626,F : 127.106975 37.537626 L-1000; F : 127.107717 37.536970 L-1000,F : 127.107717 37.536970 L-1000; F : 127.091147 37.524221 L-1000,F : 127.091147 37.524221 R-1000; F : 127.111736 37.542782 R-1000,F : 127.111736 37.542782 R-1000; F : 127.096800 37.547467 R-1000,F : 127.096800 37.547467 R-1000; F : 127.084982 37.596565 R-1000,F : 127.084982 37.596565 R-1000; F : 127.070990 37.616485 R-1000,G : 127.070990 37.616485; G : 127.040649 37.625656,G : 127.040649 37.625656; G : 127.041083 37.626701,G : 127.041083 37.626701; G : 127.041402 37.627772,G : 127.041402 37.627772; G : 127.041602 37.628860,G : 127.041602 37.628860; G : 127.041681 37.629959,G : 127.041681 37.629959; G : 127.041640 37.631059,G : 127.041640 37.631059; G : 127.041479 37.632152,G : 127.041479 37.632152; G : 127.041199 37.633230,G : 127.041199 37.633230; G : 127.040801 37.634284,G : 127.040801 37.634284; G : 127.040290 37.635306,G : 127.040290 37.635306; G : 127.039668 37.636289,G : 127.039668 37.636289; G : 127.038941 37.637226,G : 127.038941 37.637226; G : 127.038114 37.638108,G : 127.038114 37.638108; G : 127.037194 37.638930,G : 127.037194 37.638930; G : 127.037037 37.639056,I : 127.037037 37.639056; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059095 37.567035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-4,UAM0033,6인승,6,천호·길동,1,1,06:40:23,마곡,2,2,07:04:34,A : 127.015910 37.460766; A : 127.015629 37.460715,B : 127.015629 37.460715; B : 127.015629 37.460715,C : 127.015629 37.460715; C : 127.119113 37.558349,E : 127.119113 37.558349; E : 127.117732 37.558301,E : 127.117732 37.558301; E : 127.116361 37.558157,E : 127.116361 37.558157; E : 127.115012 37.557919,E : 127.115012 37.557919; E : 127.113693 37.557588,E : 127.113693 37.557588; E : 127.112416 37.557167,E : 127.112416 37.557167; E : 127.111190 37.556659,E : 127.111190 37.556659; E : 127.110025 37.556067,E : 127.110025 37.556067; E : 127.108928 37.555398,E : 127.108928 37.555398; E : 127.107909 37.554654,E : 127.107909 37.554654; E : 127.106975 37.553843,E : 127.106975 37.553843; E : 127.106134 37.552970,E : 127.106134 37.552970; E : 127.105391 37.552042,E : 127.105391 37.552042; E : 127.104753 37.551065,E : 127.104753 37.551065; E : 127.104224 37.550049,E : 127.104224 37.550049; E : 127.103808 37.548999,E : 127.103808 37.548999; E : 127.103509 37.547925,E : 127.103509 37.547925; E : 127.103329 37.546834,E : 127.103329 37.546834; E : 127.103269 37.545734,E : 127.103269 37.545734; E : 127.103329 37.544635,E : 127.103329 37.544635; E : 127.103509 37.543544,E : 127.103509 37.543544; E : 127.103808 37.542470,E : 127.103808 37.542470; E : 127.104224 37.541420,E : 127.104224 37.541420; E : 127.104753 37.540403,E : 127.104753 37.540403; E : 127.105391 37.539427,E : 127.105391 37.539427; E : 127.106133 37.538499,E : 127.106133 37.538499; E : 127.106975 37.537626,F : 127.106975 37.537626 L-1000; F : 127.107717 37.536970 L-1000,F : 127.107717 37.536970 L-1000; F : 127.091147 37.524221 L-1000,F : 127.091147 37.524221 R-1000; F : 127.063997 37.526383 R-1000,F : 127.063997 37.526383 R-1000; F : 127.034245 37.535303 R-1000,F : 127.034245 37.535303 L-1000; F : 127.015916 37.509354 L-1000,F : 127.015916 37.509354 L-1000; F : 126.983796 37.497641 L-1000,F : 126.983796 37.497641 R-1000; F : 126.952359 37.508543 R-1000,F : 126.952359 37.508543 R-1000; F : 126.940483 37.519265 R-1000,F : 126.940483 37.519265 R-1000; F : 126.925326 37.536925 R-1000,F : 126.925326 37.536925 R-1000; F : 126.902923 37.542332 R-1000,F : 126.902923 37.542332 R-1000; F : 126.891948 37.552603 R-1000,F : 126.891948 37.552603 R-1000; F : 126.861619 37.569452 R-1000,F : 126.861619 37.569452 L-1000; F : 126.831850 37.566209 L-1000,G : 126.831850 37.566209; G : 126.822244 37.565583,G : 126.822244 37.565583; G : 126.821911 37.567689,G : 126.821911 37.567689; G : 126.821349 37.569763,G : 126.821349 37.569763; G : 126.820561 37.571791,G : 126.820561 37.571791; G : 126.819555 37.573756,G : 126.819555 37.573756; G : 126.818337 37.575644,G : 126.818337 37.575644; G : 126.816917 37.577441,G : 126.816917 37.577441; G : 126.815306 37.579132,G : 126.815306 37.579132; G : 126.813516 37.580705,G : 126.813516 37.580705; G : 126.811560 37.582147,G : 126.811560 37.582147; G : 126.809454 37.583449,G : 126.809454 37.583449; G : 126.807213 37.584599,G : 126.807213 37.584599; G : 126.804855 37.585590,G : 126.804855 37.585590; G : 126.802397 37.586413,G : 126.802397 37.586413; G : 126.799858 37.587063,G : 126.799858 37.587063; G : 126.797258 37.587534,G : 126.797258 37.587534; G : 126.794616 37.587823,G : 126.794616 37.587823; G : 126.791952 37.587928,G : 126.791952 37.587928; G : 126.789287 37.587847,G : 126.789287 37.587847; G : 126.786641 37.587582,G : 126.786641 37.587582; G : 126.784034 37.587134,G : 126.784034 37.587134; G : 126.781487 37.586508,G : 126.781487 37.586508; G : 126.779017 37.585707,H : 126.779017 37.585707; H : 126.778859 37.585649,I : 126.778859 37.585649; I : 126.897210 37.690392,J : 126.897210 37.690392; J : 126.897210 37.690392,K : 126.897210 37.690392; K : 126.896946 37.690879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-5,UAM0035,6인승,6,천호·길동,1,3,06:40:36,사당·이수,2,2,07:03:19,A : 127.016243 37.460826; A : 127.015629 37.460715,B : 127.015629 37.460715; B : 127.015629 37.460715,C : 127.015629 37.460715; C : 127.119113 37.558349,E : 127.119113 37.558349; E : 127.117732 37.558301,E : 127.117732 37.558301; E : 127.116361 37.558157,E : 127.116361 37.558157; E : 127.115012 37.557919,E : 127.115012 37.557919; E : 127.113693 37.557588,E : 127.113693 37.557588; E : 127.112416 37.557167,E : 127.112416 37.557167; E : 127.111190 37.556659,E : 127.111190 37.556659; E : 127.110025 37.556067,E : 127.110025 37.556067; E : 127.108928 37.555398,E : 127.108928 37.555398; E : 127.107909 37.554654,E : 127.107909 37.554654; E : 127.106975 37.553843,E : 127.106975 37.553843; E : 127.106134 37.552970,E : 127.106134 37.552970; E : 127.105391 37.552042,E : 127.105391 37.552042; E : 127.104753 37.551065,E : 127.104753 37.551065; E : 127.104224 37.550049,E : 127.104224 37.550049; E : 127.103808 37.548999,E : 127.103808 37.548999; E : 127.103509 37.547925,E : 127.103509 37.547925; E : 127.103329 37.546834,E : 127.103329 37.546834; E : 127.103269 37.545734,E : 127.103269 37.545734; E : 127.103329 37.544635,E : 127.103329 37.544635; E : 127.103509 37.543544,E : 127.103509 37.543544; E : 127.103808 37.542470,E : 127.103808 37.542470; E : 127.104224 37.541420,E : 127.104224 37.541420; E : 127.104753 37.540403,E : 127.104753 37.540403; E : 127.105391 37.539427,E : 127.105391 37.539427; E : 127.106133 37.538499,E : 127.106133 37.538499; E : 127.106975 37.537626,F : 127.106975 37.537626 L-1000; F : 127.107717 37.536970 L-1000,F : 127.107717 37.536970 L-1000; F : 127.091147 37.524221 L-1000,F : 127.091147 37.524221 R-1000; F : 127.063997 37.526383 R-1000,F : 127.063997 37.526383 L-1000; F : 127.073500 37.497641 L-1000,F : 127.073500 37.497641 L-1000; F : 127.031885 37.471331 L-1000,G : 127.031885 37.471331; G : 126.997887 37.474306,G : 126.997887 37.474306; G : 126.997978 37.475404,G : 126.997978 37.475404; G : 126.997948 37.476505,G : 126.997948 37.476505; G : 126.997798 37.477599,G : 126.997798 37.477599; G : 126.997529 37.478678,G : 126.997529 37.478678; G : 126.997143 37.479735,G : 126.997143 37.479735; G : 126.996643 37.480760,G : 126.996643 37.480760; G : 126.996033 37.481747,G : 126.996033 37.481747; G : 126.995317 37.482688,G : 126.995317 37.482688; G : 126.994500 37.483576,G : 126.994500 37.483576; G : 126.993590 37.484404,G : 126.993590 37.484404; G : 126.992593 37.485165,G : 126.992593 37.485165; G : 126.991516 37.485854,G : 126.991516 37.485854; G : 126.990368 37.486466,G : 126.990368 37.486466; G : 126.989158 37.486995,G : 126.989158 37.486995; G : 126.987894 37.487439,G : 126.987894 37.487439; G : 126.986586 37.487793,G : 126.986586 37.487793; G : 126.985245 37.488054,G : 126.985245 37.488054; G : 126.983880 37.488222,G : 126.983880 37.488222; G : 126.982502 37.488294,G : 126.982502 37.488294; G : 126.981122 37.488271,G : 126.981122 37.488271; G : 126.979749 37.488151,G : 126.979749 37.488151; G : 126.978394 37.487937,G : 126.978394 37.487937; G : 126.977069 37.487629,G : 126.977069 37.487629; G : 126.975781 37.487231,G : 126.975781 37.487231; G : 126.974543 37.486744,G : 126.974543 37.486744; G : 126.973362 37.486174,G : 126.973362 37.486174; G : 126.972248 37.485523,G : 126.972248 37.485523; G : 126.971210 37.484798,G : 126.971210 37.484798; G : 126.970254 37.484003,G : 126.970254 37.484003; G : 126.969390 37.483145,G : 126.969390 37.483145; G : 126.968622 37.482230,G : 126.968622 37.482230; G : 126.967958 37.481266,G : 126.967958 37.481266; G : 126.967401 37.480258,G : 126.967401 37.480258; G : 126.966957 37.479216,G : 126.966957 37.479216; G : 126.966628 37.478148,G : 126.966628 37.478148; G : 126.966418 37.477060,G : 126.966418 37.477060; G : 126.966327 37.475962,G : 126.966327 37.475962; G : 126.966357 37.474862,G : 126.966357 37.474862; G : 126.966507 37.473768,G : 126.966507 37.473768; G : 126.966776 37.472688,G : 126.966776 37.472688; G : 126.967162 37.471632,G : 126.967162 37.471632; G : 126.967662 37.470606,G : 126.967662 37.470606; G : 126.968272 37.469619,G : 126.968272 37.469619; G : 126.968988 37.468678,G : 126.968988 37.468678; G : 126.969804 37.467790,G : 126.969804 37.467790; G : 126.970714 37.466963,G : 126.970714 37.466963; G : 126.971711 37.466201,G : 126.971711 37.466201; G : 126.972788 37.465512,G : 126.972788 37.465512; G : 126.973935 37.464901,G : 126.973935 37.464901; G : 126.975145 37.464371,G : 126.975145 37.464371; G : 126.976409 37.463928,G : 126.976409 37.463928; G : 126.977716 37.463574,G : 126.977716 37.463574; G : 126.979057 37.463312,G : 126.979057 37.463312; G : 126.980421 37.463144,G : 126.980421 37.463144; G : 126.981799 37.463072,G : 126.981799 37.463072; G : 126.983179 37.463095,G : 126.983179 37.463095; G : 126.984551 37.463215,G : 126.984551 37.463215; G : 126.985905 37.463429,G : 126.985905 37.463429; G : 126.987231 37.463737,G : 126.987231 37.463737; G : 126.988518 37.464136,G : 126.988518 37.464136; G : 126.989756 37.464622,G : 126.989756 37.464622; G : 126.990936 37.465193,G : 126.990936 37.465193; G : 126.992050 37.465843,G : 126.992050 37.465843; G : 126.993088 37.466568,G : 126.993088 37.466568; G : 126.993338 37.466763,I : 126.993338 37.466763; I : 126.892137 37.516088,J : 126.892137 37.516088; J : 126.892137 37.516088,K : 126.892137 37.516088; K : 126.891603 37.516335
11-6,UAM0046,6인승,6,천호·길동,1,1,06:42:41,상암·수색,2,1,07:07:25,A : 127.015910 37.460766; A : 127.015629 37.460715,B : 127.015629 37.460715; B : 127.015629 37.460715,C : 127.015629 37.460715; C : 127.119113 37.558349,E : 127.119113 37.558349; E : 127.117732 37.558301,E : 127.117732 37.558301; E : 127.116361 37.558157,E : 127.116361 37.558157; E : 127.115012 37.557919,E : 127.115012 37.557919; E : 127.113693 37.557588,E : 127.113693 37.557588; E : 127.112416 37.557167,E : 127.112416 37.557167; E : 127.111190 37.556659,E : 127.111190 37.556659; E : 127.110025 37.556067,E : 127.110025 37.556067; E : 127.108928 37.555398,E : 127.108928 37.555398; E : 127.107909 37.554654,E : 127.107909 37.554654; E : 127.106975 37.553843,E : 127.106975 37.553843; E : 127.106134 37.552970,E : 127.106134 37.552970; E : 127.105391 37.552042,E : 127.105391 37.552042; E : 127.104753 37.551065,E : 127.104753 37.551065; E : 127.104224 37.550049,E : 127.104224 37.550049; E : 127.103808 37.548999,E : 127.103808 37.548999; E : 127.103509 37.547925,E : 127.103509 37.547925; E : 127.103329 37.546834,E : 127.103329 37.546834; E : 127.103269 37.545734,E : 127.103269 37.545734; E : 127.103329 37.544635,E : 127.103329 37.544635; E : 127.103509 37.543544,E : 127.103509 37.543544; E : 127.103808 37.542470,E : 127.103808 37.542470; E : 127.104224 37.541420,E : 127.104224 37.541420; E : 127.104753 37.540403,E : 127.104753 37.540403; E : 127.105391 37.539427,E : 127.105391 37.539427; E : 127.106133 37.538499,E : 127.106133 37.538499; E : 127.106975 37.537626,F : 127.106975 37.537626 L-1000; F : 127.107717 37.536970 L-1000,F : 127.107717 37.536970 L-1000; F : 127.091147 37.524221 L-1000,F : 127.091147 37.524221 R-1000; F : 127.063997 37.526383 R-1000,F : 127.063997 37.526383 R-1000; F : 127.034245 37.535303 R-1000,F : 127.034245 37.535303 R-1000; F : 127.038205 37.561974 R-1000,F : 127.038205 37.561974 R-1000; F : 127.049044 37.581326 R-1000,F : 127.049044 37.581326 L-1000; F : 127.023485 37.575759 L-1000,F : 127.023485 37.575759 L-1000; F : 126.976235 37.569965 L-1000,F : 126.976235 37.569965 R-1000; F : 126.951944 37.570173 R-1000,F : 126.951944 37.570173 L-1000; F : 126.923676 37.557123 L-1000,G : 126.923676 37.557123; G : 126.905591 37.559870,G : 126.905591 37.559870; G : 126.905273 37.558799,G : 126.905273 37.558799; G : 126.904839 37.557754,G : 126.904839 37.557754; G : 126.904292 37.556743,G : 126.904292 37.556743; G : 126.903637 37.555774,G : 126.903637 37.555774; G : 126.902878 37.554854,G : 126.902878 37.554854; G : 126.902022 37.553991,G : 126.902022 37.553991; G : 126.901074 37.553190,G : 126.901074 37.553190; G : 126.900042 37.552458,G : 126.900042 37.552458; G : 126.898934 37.551800,G : 126.898934 37.551800; G : 126.897758 37.551222,G : 126.897758 37.551222; G : 126.896523 37.550727,G : 126.896523 37.550727; G : 126.895239 37.550321,G : 126.895239 37.550321; G : 126.893915 37.550004,G : 126.893915 37.550004; G : 126.892562 37.549781,G : 126.892562 37.549781; G : 126.891189 37.549653,G : 126.891189 37.549653; G : 126.889808 37.549620,G : 126.889808 37.549620; G : 126.888428 37.549683,G : 126.888428 37.549683; G : 126.887060 37.549842,G : 126.887060 37.549842; G : 126.885715 37.550095,G : 126.885715 37.550095; G : 126.884403 37.550441,G : 126.884403 37.550441; G : 126.883134 37.550876,G : 126.883134 37.550876; G : 126.881917 37.551398,G : 126.881917 37.551398; G : 126.880761 37.552002,G : 126.880761 37.552002; G : 126.879677 37.552684,G : 126.879677 37.552684; G : 126.878671 37.553439,G : 126.878671 37.553439; G : 126.877751 37.554260,G : 126.877751 37.554260; G : 126.876925 37.555142,G : 126.876925 37.555142; G : 126.876199 37.556079,G : 126.876199 37.556079; G : 126.875578 37.557062,G : 126.875578 37.557062; G : 126.875067 37.558084,G : 126.875067 37.558084; G : 126.874669 37.559138,G : 126.874669 37.559138; G : 126.874389 37.560216,G : 126.874389 37.560216; G : 126.874228 37.561309,G : 126.874228 37.561309; G : 126.874187 37.562409,G : 126.874187 37.562409; G : 126.874266 37.563507,G : 126.874266 37.563507; G : 126.874466 37.564596,G : 126.874466 37.564596; G : 126.874784 37.565667,G : 126.874784 37.565667; G : 126.875218 37.566712,G : 126.875218 37.566712; G : 126.875765 37.567723,G : 126.875765 37.567723; G : 126.876420 37.568692,G : 126.876420 37.568692; G : 126.877179 37.569611,G : 126.877179 37.569611; G : 126.878036 37.570475,G : 126.878036 37.570475; G : 126.878984 37.571276,G : 126.878984 37.571276; G : 126.880016 37.572008,G : 126.880016 37.572008; G : 126.881124 37.572666,G : 126.881124 37.572666; G : 126.882301 37.573244,G : 126.882301 37.573244; G : 126.883536 37.573739,G : 126.883536 37.573739; G : 126.884820 37.574145,G : 126.884820 37.574145; G : 126.886144 37.574462,G : 126.886144 37.574462; G : 126.887498 37.574685,G : 126.887498 37.574685; G : 126.888871 37.574813,G : 126.888871 37.574813; G : 126.890033 37.574847,I : 126.890033 37.574847; I : 126.937164 37.623128,J : 126.937164 37.623128; J : 126.937164 37.623128,K : 126.937164 37.623128; K : 126.936806 37.623428,,,,,,,,
