LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102
6-1,UAM0011,6인승,6,미아,1,1,06:34:16,천호·길동,2,2,06:53:20,A : 127.059095 37.567035; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,E : 127.024707 37.617641; E : 127.026089 37.617593,E : 127.026089 37.617593; E : 127.027471 37.617641,E : 127.027471 37.617641; E : 127.028842 37.617785,E : 127.028842 37.617785; E : 127.030193 37.618023,E : 127.030193 37.618023; E : 127.031512 37.618354,E : 127.031512 37.618354; E : 127.032790 37.618775,E : 127.032790 37.618775; E : 127.034017 37.619283,E : 127.034017 37.619283; E : 127.035184 37.619875,E : 127.035184 37.619875; E : 127.036281 37.620545,E : 127.036281 37.620545; E : 127.037301 37.621288,E : 127.037301 37.621288; E : 127.038236 37.622099,E : 127.038236 37.622099; E : 127.039078 37.622972,E : 127.039078 37.622972; E : 127.039822 37.623901,E : 127.039822 37.623901; E : 127.040460 37.624877,F : 127.040460 37.624877 R-2000; F : 127.040912 37.625727 R-2000,F : 127.040912 37.625727 L-2000; F : 127.071257 37.616556 L-2000,F : 127.071257 37.616556 L-2000; F : 127.085253 37.596637 L-2000,F : 127.085253 37.596637 L-2000; F : 127.097078 37.547539 L-2000,F : 127.097078 37.547539 L-2000; F : 127.112015 37.542854 L-2000,F : 127.112015 37.542854 L-2000; F : 127.091422 37.524293 L-2000,G : 127.091422 37.524293; G : 127.107989 37.537042,G : 127.107989 37.537042; G : 127.108991 37.536284,G : 127.108991 37.536284; G : 127.110073 37.535599,G : 127.110073 37.535599; G : 127.111225 37.534992,G : 127.111225 37.534992; G : 127.112440 37.534467,G : 127.112440 37.534467; G : 127.113707 37.534029,G : 127.113707 37.534029; G : 127.115018 37.533680,G : 127.115018 37.533680; G : 127.116361 37.533423,G : 127.116361 37.533423; G : 127.117728 37.533261,G : 127.117728 37.533261; G : 127.119107 37.533194,G : 127.119107 37.533194; G : 127.120489 37.533223,G : 127.120489 37.533223; G : 127.121862 37.533348,G : 127.121862 37.533348; G : 127.123216 37.533568,G : 127.123216 37.533568; G : 127.123480 37.533622,I : 127.123480 37.533622; I : 127.015686 37.460352,J : 127.015686 37.460352; J : 127.015686 37.460352,K : 127.015686 37.460352; K : 127.016077 37.460796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-2,UAM0034,6인승,6,미아,1,1,06:40:33,광화문,2,1,06:57:21,A : 127.059095 37.567035; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,F : 127.024707 37.617641 L-2000; F : 127.025531 37.617601 L-2000,F : 127.025531 37.617601 L-2000; F : 127.023682 37.575831 L-2000,G : 127.023682 37.575831; G : 127.006640 37.573741,G : 127.006640 37.573741; G : 127.006120 37.575823,G : 127.006120 37.575823; G : 127.005373 37.577860,G : 127.005373 37.577860; G : 127.004406 37.579838,G : 127.004406 37.579838; G : 127.003227 37.581741,G : 127.003227 37.581741; G : 127.001843 37.583555,G : 127.001843 37.583555; G : 127.000266 37.585267,G : 127.000266 37.585267; G : 126.998507 37.586862,H : 126.998507 37.586862; H : 126.998044 37.587239,I : 126.998044 37.587239; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977705 37.571541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-3,UAM0049,6인승,6,미아,1,1,06:43:46,상암·수색,2,1,07:00:35,A : 127.059095 37.567035; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,F : 127.024707 37.617641 L-2000; F : 127.025531 37.617601 L-2000,F : 127.025531 37.617601 L-2000; F : 127.023682 37.575831 L-2000,F : 127.023682 37.575831 L-2000; F : 126.976432 37.570037 L-2000,F : 126.976432 37.570037 R-2000; F : 126.952141 37.570245 R-2000,F : 126.952141 37.570245 L-2000; F : 126.923874 37.557195 L-2000,G : 126.923874 37.557195; G : 126.905788 37.559941,G : 126.905788 37.559941; G : 126.905470 37.558870,G : 126.905470 37.558870; G : 126.905036 37.557826,G : 126.905036 37.557826; G : 126.904490 37.556815,G : 126.904490 37.556815; G : 126.903835 37.555846,G : 126.903835 37.555846; G : 126.903076 37.554926,G : 126.903076 37.554926; G : 126.902219 37.554063,G : 126.902219 37.554063; G : 126.901271 37.553262,G : 126.901271 37.553262; G : 126.900239 37.552530,G : 126.900239 37.552530; G : 126.899131 37.551872,G : 126.899131 37.551872; G : 126.897955 37.551294,G : 126.897955 37.551294; G : 126.896720 37.550799,G : 126.896720 37.550799; G : 126.895436 37.550392,G : 126.895436 37.550392; G : 126.894112 37.550076,G : 126.894112 37.550076; G : 126.892759 37.549853,G : 126.892759 37.549853; G : 126.891386 37.549724,G : 126.891386 37.549724; G : 126.890005 37.549692,G : 126.890005 37.549692; G : 126.888625 37.549755,G : 126.888625 37.549755; G : 126.887258 37.549914,G : 126.887258 37.549914; G : 126.885912 37.550167,G : 126.885912 37.550167; G : 126.884600 37.550512,G : 126.884600 37.550512; G : 126.883331 37.550948,G : 126.883331 37.550948; G : 126.882114 37.551469,G : 126.882114 37.551469; G : 126.880959 37.552074,G : 126.880959 37.552074; G : 126.879874 37.552756,G : 126.879874 37.552756; G : 126.878868 37.553510,G : 126.878868 37.553510; G : 126.877949 37.554332,G : 126.877949 37.554332; G : 126.877123 37.555214,G : 126.877123 37.555214; G : 126.876396 37.556150,G : 126.876396 37.556150; G : 126.875775 37.557134,G : 126.875775 37.557134; G : 126.875264 37.558156,G : 126.875264 37.558156; G : 126.874867 37.559210,G : 126.874867 37.559210; G : 126.874586 37.560288,G : 126.874586 37.560288; G : 126.874425 37.561380,G : 126.874425 37.561380; G : 126.874384 37.562480,G : 126.874384 37.562480; G : 126.874464 37.563579,G : 126.874464 37.563579; G : 126.874663 37.564668,G : 126.874663 37.564668; G : 126.874981 37.565739,G : 126.874981 37.565739; G : 126.875415 37.566784,G : 126.875415 37.566784; G : 126.875962 37.567794,G : 126.875962 37.567794; G : 126.876617 37.568763,G : 126.876617 37.568763; G : 126.877376 37.569683,G : 126.877376 37.569683; G : 126.878233 37.570547,G : 126.878233 37.570547; G : 126.879181 37.571348,G : 126.879181 37.571348; G : 126.880213 37.572080,G : 126.880213 37.572080; G : 126.881322 37.572737,G : 126.881322 37.572737; G : 126.882498 37.573316,G : 126.882498 37.573316; G : 126.883733 37.573810,G : 126.883733 37.573810; G : 126.885018 37.574217,G : 126.885018 37.574217; G : 126.886342 37.574533,G : 126.886342 37.574533; G : 126.887696 37.574757,G : 126.887696 37.574757; G : 126.889069 37.574885,G : 126.889069 37.574885; G : 126.890230 37.574919,I : 126.890230 37.574919; I : 126.937164 37.623128,J : 126.937164 37.623128; J : 126.937164 37.623128,K : 126.937164 37.623128; K : 126.936806 37.623428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-4,UAM0058,6인승,6,미아,1,1,06:45:39,목동,2,1,07:02:49,A : 127.059095 37.567035; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,F : 127.024707 37.617641 L-2000; F : 127.025531 37.617601 L-2000,F : 127.025531 37.617601 L-2000; F : 127.023682 37.575831 L-2000,F : 127.023682 37.575831 L-2000; F : 126.976432 37.570037 L-2000,F : 126.976432 37.570037 R-2000; F : 126.952141 37.570245 R-2000,F : 126.952141 37.570245 L-2000; F : 126.923874 37.557195 L-2000,F : 126.923874 37.557195 L-2000; F : 126.892041 37.552675 L-2000,G : 126.892041 37.552675; G : 126.881142 37.534507,G : 126.881142 37.534507; G : 126.882013 37.534137,G : 126.882013 37.534137; G : 126.882841 37.533709,G : 126.882841 37.533709; G : 126.883618 37.533224,G : 126.883618 37.533224; G : 126.884340 37.532688,G : 126.884340 37.532688; G : 126.885000 37.532104,G : 126.885000 37.532104; G : 126.885594 37.531476,G : 126.885594 37.531476; G : 126.886116 37.530809,G : 126.886116 37.530809; G : 126.886564 37.530108,G : 126.886564 37.530108; G : 126.886933 37.529379,G : 126.886933 37.529379; G : 126.887221 37.528628,G : 126.887221 37.528628; G : 126.887426 37.527859,G : 126.887426 37.527859; G : 126.887545 37.527078,G : 126.887545 37.527078; G : 126.887579 37.526293,G : 126.887579 37.526293; G : 126.887527 37.525508,G : 126.887527 37.525508; G : 126.887389 37.524729,G : 126.887389 37.524729; G : 126.887167 37.523964,G : 126.887167 37.523964; G : 126.886861 37.523216,G : 126.886861 37.523216; G : 126.886475 37.522493,G : 126.886475 37.522493; G : 126.886011 37.521799,G : 126.886011 37.521799; G : 126.885474 37.521140,G : 126.885474 37.521140; G : 126.884866 37.520521,G : 126.884866 37.520521; G : 126.884192 37.519946,G : 126.884192 37.519946; G : 126.883459 37.519421,G : 126.883459 37.519421; G : 126.882670 37.518948,G : 126.882670 37.518948; G : 126.881833 37.518532,G : 126.881833 37.518532; G : 126.880953 37.518175,G : 126.880953 37.518175; G : 126.880038 37.517881,G : 126.880038 37.517881; G : 126.879095 37.517652,G : 126.879095 37.517652; G : 126.878129 37.517489,G : 126.878129 37.517489; G : 126.877150 37.517393,G : 126.877150 37.517393; G : 126.876164 37.517366,G : 126.876164 37.517366; G : 126.875178 37.517408,G : 126.875178 37.517408; G : 126.874201 37.517518,G : 126.874201 37.517518; G : 126.873240 37.517695,G : 126.873240 37.517695; G : 126.872301 37.517938,G : 126.872301 37.517938; G : 126.871393 37.518246,G : 126.871393 37.518246; G : 126.870522 37.518615,G : 126.870522 37.518615; G : 126.869695 37.519044,G : 126.869695 37.519044; G : 126.868917 37.519528,G : 126.868917 37.519528; G : 126.868196 37.520064,G : 126.868196 37.520064; G : 126.867536 37.520649,G : 126.867536 37.520649; G : 126.866943 37.521277,G : 126.866943 37.521277; G : 126.866420 37.521943,G : 126.866420 37.521943; G : 126.865973 37.522644,G : 126.865973 37.522644; G : 126.865603 37.523373,G : 126.865603 37.523373; G : 126.865315 37.524125,G : 126.865315 37.524125; G : 126.865111 37.524894,G : 126.865111 37.524894; G : 126.864991 37.525674,G : 126.864991 37.525674; G : 126.864957 37.526376,I : 126.864957 37.526376; I : 126.896941 37.614081,J : 126.896941 37.614081; J : 126.896941 37.614081,K : 126.896941 37.614081; K : 126.896459 37.614187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-5,UAM0074,6인승,6,미아,1,1,06:50:20,강남,2,2,07:15:36,A : 127.059095 37.567035; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,E : 127.024707 37.617641; E : 127.026089 37.617593,E : 127.026089 37.617593; E : 127.027471 37.617641,E : 127.027471 37.617641; E : 127.028842 37.617785,E : 127.028842 37.617785; E : 127.030193 37.618023,E : 127.030193 37.618023; E : 127.031512 37.618354,E : 127.031512 37.618354; E : 127.032790 37.618775,E : 127.032790 37.618775; E : 127.034017 37.619283,E : 127.034017 37.619283; E : 127.035184 37.619875,E : 127.035184 37.619875; E : 127.036281 37.620545,E : 127.036281 37.620545; E : 127.037301 37.621288,E : 127.037301 37.621288; E : 127.038236 37.622099,E : 127.038236 37.622099; E : 127.039078 37.622972,E : 127.039078 37.622972; E : 127.039822 37.623901,E : 127.039822 37.623901; E : 127.040460 37.624877,F : 127.040460 37.624877 R-2000; F : 127.040912 37.625727 R-2000,F : 127.040912 37.625727 L-2000; F : 127.071257 37.616556 L-2000,F : 127.071257 37.616556 L-2000; F : 127.085253 37.596637 L-2000,F : 127.085253 37.596637 L-2000; F : 127.077262 37.580967 L-2000,F : 127.077262 37.580967 L-2000; F : 127.069380 37.540221 L-2000,F : 127.069380 37.540221 L-2000; F : 127.064246 37.526455 L-2000,G : 127.064246 37.526455; G : 127.045860 37.512848,G : 127.045860 37.512848; G : 127.043963 37.514338,G : 127.043963 37.514338; G : 127.041910 37.515691,G : 127.041910 37.515691; G : 127.039717 37.516896,G : 127.039717 37.516896; G : 127.037401 37.517944,G : 127.037401 37.517944; G : 127.034978 37.518828,G : 127.034978 37.518828; G : 127.032468 37.519540,G : 127.032468 37.519540; G : 127.029890 37.520075,G : 127.029890 37.520075; G : 127.027263 37.520429,G : 127.027263 37.520429; G : 127.024607 37.520599,G : 127.024607 37.520599; G : 127.021942 37.520584,G : 127.021942 37.520584; G : 127.019290 37.520385,G : 127.019290 37.520385; G : 127.016669 37.520002,G : 127.016669 37.520002; G : 127.014100 37.519438,G : 127.014100 37.519438; G : 127.011603 37.518698,G : 127.011603 37.518698; G : 127.009196 37.517788,G : 127.009196 37.517788; G : 127.006898 37.516714,G : 127.006898 37.516714; G : 127.004726 37.515485,G : 127.004726 37.515485; G : 127.002697 37.514109,H : 127.002697 37.514109; H : 127.001891 37.513490,I : 127.001891 37.513490; I : 126.928105 37.498907,J : 126.928105 37.498907; J : 126.928105 37.498907,K : 126.928105 37.498907; K : 126.928091 37.499459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-6,UAM0087,6인승,6,미아,1,1,06:54:44,봉천,2,1,07:13:12,A : 127.059095 37.567035; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,F : 127.024707 37.617641 L-2000; F : 127.025531 37.617601 L-2000,F : 127.025531 37.617601 L-2000; F : 127.023682 37.575831 L-2000,F : 127.023682 37.575831 L-2000; F : 126.976432 37.570037 L-2000,F : 126.976432 37.570037 R-2000; F : 126.952141 37.570245 R-2000,F : 126.952141 37.570245 L-2000; F : 126.923874 37.557195 L-2000,F : 126.923874 37.557195 L-2000; F : 126.892041 37.552675 L-2000,F : 126.892041 37.552675 L-2000; F : 126.903018 37.542403 L-2000,F : 126.903018 37.542403 L-2000; F : 126.908223 37.516003 L-2000,G : 126.908223 37.516003; G : 126.932231 37.492594,G : 126.932231 37.492594; G : 126.933338 37.493253,G : 126.933338 37.493253; G : 126.934512 37.493832,G : 126.934512 37.493832; G : 126.935746 37.494327,G : 126.935746 37.494327; G : 126.937028 37.494735,G : 126.937028 37.494735; G : 126.938351 37.495052,G : 126.938351 37.495052; G : 126.939703 37.495276,G : 126.939703 37.495276; G : 126.941075 37.495405,G : 126.941075 37.495405; G : 126.942455 37.495439,G : 126.942455 37.495439; G : 126.943834 37.495376,G : 126.943834 37.495376; G : 126.945201 37.495219,G : 126.945201 37.495219; G : 126.946545 37.494966,G : 126.946545 37.494966; G : 126.947857 37.494622,G : 126.947857 37.494622; G : 126.949125 37.494187,G : 126.949125 37.494187; G : 126.950342 37.493666,G : 126.950342 37.493666; G : 126.951497 37.493063,G : 126.951497 37.493063; G : 126.952581 37.492382,G : 126.952581 37.492382; G : 126.953587 37.491627,G : 126.953587 37.491627; G : 126.954507 37.490806,G : 126.954507 37.490806; G : 126.955333 37.489925,G : 126.955333 37.489925; G : 126.956060 37.488989,G : 126.956060 37.488989; G : 126.956681 37.488006,G : 126.956681 37.488006; G : 126.957193 37.486984,G : 126.957193 37.486984; G : 126.957591 37.485930,G : 126.957591 37.485930; G : 126.957872 37.484853,G : 126.957872 37.484853; G : 126.958034 37.483760,G : 126.958034 37.483760; G : 126.958076 37.482660,G : 126.958076 37.482660; G : 126.957998 37.481561,G : 126.957998 37.481561; G : 126.957800 37.480472,G : 126.957800 37.480472; G : 126.957483 37.479401,G : 126.957483 37.479401; G : 126.957051 37.478356,G : 126.957051 37.478356; G : 126.956506 37.477345,G : 126.956506 37.477345; G : 126.955852 37.476376,G : 126.955852 37.476376; G : 126.955095 37.475455,G : 126.955095 37.475455; G : 126.954240 37.474591,G : 126.954240 37.474591; G : 126.953442 37.473906,I : 126.953442 37.473906; I : 126.882294 37.546820,J : 126.882294 37.546820; J : 126.882294 37.546820,K : 126.882294 37.546820; K : 126.881808 37.546910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-7,UAM0104,6인승,6,미아,1,2,07:02:05,잠실,2,1,07:18:34,A : 127.059216 37.567146; A : 127.058892 37.566846,B : 127.058892 37.566846; B : 127.058892 37.566846,C : 127.058892 37.566846; C : 127.014876 37.621288,E : 127.014876 37.621288; E : 127.015896 37.620545,E : 127.015896 37.620545; E : 127.016993 37.619875,E : 127.016993 37.619875; E : 127.018160 37.619283,E : 127.018160 37.619283; E : 127.019387 37.618775,E : 127.019387 37.618775; E : 127.020665 37.618354,E : 127.020665 37.618354; E : 127.021985 37.618023,E : 127.021985 37.618023; E : 127.023335 37.617785,E : 127.023335 37.617785; E : 127.024707 37.617641,E : 127.024707 37.617641; E : 127.026089 37.617593,E : 127.026089 37.617593; E : 127.027471 37.617641,E : 127.027471 37.617641; E : 127.028842 37.617785,E : 127.028842 37.617785; E : 127.030193 37.618023,E : 127.030193 37.618023; E : 127.031512 37.618354,E : 127.031512 37.618354; E : 127.032790 37.618775,E : 127.032790 37.618775; E : 127.034017 37.619283,E : 127.034017 37.619283; E : 127.035184 37.619875,E : 127.035184 37.619875; E : 127.036281 37.620545,E : 127.036281 37.620545; E : 127.037301 37.621288,E : 127.037301 37.621288; E : 127.038236 37.622099,E : 127.038236 37.622099; E : 127.039078 37.622972,E : 127.039078 37.622972; E : 127.039822 37.623901,E : 127.039822 37.623901; E : 127.040460 37.624877,F : 127.040460 37.624877 R-2000; F : 127.040912 37.625727 R-2000,F : 127.040912 37.625727 L-2000; F : 127.071257 37.616556 L-2000,F : 127.071257 37.616556 L-2000; F : 127.085253 37.596637 L-2000,F : 127.085253 37.596637 L-2000; F : 127.077262 37.580967 L-2000,F : 127.077262 37.580967 L-2000; F : 127.069380 37.540221 L-2000,G : 127.069380 37.540221; G : 127.069212 37.524104,G : 127.069212 37.524104; G : 127.068226 37.524077,G : 127.068226 37.524077; G : 127.067246 37.523980,G : 127.067246 37.523980; G : 127.066281 37.523817,G : 127.066281 37.523817; G : 127.065338 37.523586,G : 127.065338 37.523586; G : 127.064423 37.523292,G : 127.064423 37.523292; G : 127.063544 37.522934,G : 127.063544 37.522934; G : 127.062707 37.522518,G : 127.062707 37.522518; G : 127.061919 37.522044,G : 127.061919 37.522044; G : 127.061186 37.521518,G : 127.061186 37.521518; G : 127.060513 37.520943,G : 127.060513 37.520943; G : 127.059906 37.520323,G : 127.059906 37.520323; G : 127.059369 37.519664,G : 127.059369 37.519664; G : 127.058906 37.518970,G : 127.058906 37.518970; G : 127.058521 37.518246,G : 127.058521 37.518246; G : 127.058217 37.517498,G : 127.058217 37.517498; G : 127.057995 37.516732,G : 127.057995 37.516732; G : 127.057858 37.515954,G : 127.057858 37.515954; G : 127.057807 37.515169,G : 127.057807 37.515169; G : 127.057842 37.514383,G : 127.057842 37.514383; G : 127.057963 37.513603,G : 127.057963 37.513603; G : 127.058168 37.512834,G : 127.058168 37.512834; G : 127.058457 37.512083,G : 127.058457 37.512083; G : 127.058827 37.511354,G : 127.058827 37.511354; G : 127.059275 37.510654,G : 127.059275 37.510654; G : 127.059799 37.509988,G : 127.059799 37.509988; G : 127.060393 37.509360,G : 127.060393 37.509360; G : 127.061053 37.508776,G : 127.061053 37.508776; G : 127.061775 37.508240,G : 127.061775 37.508240; G : 127.062553 37.507757,G : 127.062553 37.507757; G : 127.063381 37.507329,G : 127.063381 37.507329; G : 127.064252 37.506960,G : 127.064252 37.506960; G : 127.065161 37.506653,G : 127.065161 37.506653; G : 127.066099 37.506411,G : 127.066099 37.506411; G : 127.067061 37.506234,G : 127.067061 37.506234; G : 127.068038 37.506125,G : 127.068038 37.506125; G : 127.069023 37.506084,G : 127.069023 37.506084; G : 127.070009 37.506112,G : 127.070009 37.506112; G : 127.070988 37.506208,G : 127.070988 37.506208; G : 127.071953 37.506372,G : 127.071953 37.506372; G : 127.072897 37.506602,G : 127.072897 37.506602; G : 127.073811 37.506897,G : 127.073811 37.506897; G : 127.074690 37.507254,G : 127.074690 37.507254; G : 127.075527 37.507671,G : 127.075527 37.507671; G : 127.076314 37.508144,G : 127.076314 37.508144; G : 127.077047 37.508671,G : 127.077047 37.508671; G : 127.077720 37.509246,G : 127.077720 37.509246; G : 127.078327 37.509865,G : 127.078327 37.509865; G : 127.078864 37.510525,G : 127.078864 37.510525; G : 127.079327 37.511219,G : 127.079327 37.511219; G : 127.079712 37.511943,G : 127.079712 37.511943; G : 127.080016 37.512690,G : 127.080016 37.512690; G : 127.080238 37.513456,G : 127.080238 37.513456; G : 127.080375 37.514235,G : 127.080375 37.514235; G : 127.080426 37.515020,G : 127.080426 37.515020; G : 127.080391 37.515805,G : 127.080391 37.515805; G : 127.080270 37.516586,G : 127.080270 37.516586; G : 127.080065 37.517354,G : 127.080065 37.517354; G : 127.079776 37.518106,G : 127.079776 37.518106; G : 127.079406 37.518835,G : 127.079406 37.518835; G : 127.078957 37.519535,G : 127.078957 37.519535; G : 127.078434 37.520201,G : 127.078434 37.520201; G : 127.077840 37.520829,G : 127.077840 37.520829; G : 127.077179 37.521413,G : 127.077179 37.521413; G : 127.077113 37.521466,I : 127.077113 37.521466; I : 126.965207 37.477966,J : 126.965207 37.477966; J : 126.965207 37.477966,K : 126.965207 37.477966; K : 126.965204 37.478417,,,,
