LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104
2-1,UAM0007,6인승,6,잠실,1,1,06:32:36,망우,2,1,06:46:52,A : 126.965204 37.478417; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,E : 127.070855 37.506198; E : 127.071818 37.506368,E : 127.071818 37.506368; E : 127.072759 37.506604,E : 127.072759 37.506604; E : 127.073671 37.506905,E : 127.073671 37.506905; E : 127.074546 37.507268,E : 127.074546 37.507268; E : 127.075378 37.507690,E : 127.075378 37.507690; E : 127.076161 37.508169,E : 127.076161 37.508169; E : 127.076888 37.508700,E : 127.076888 37.508700; E : 127.077555 37.509280,E : 127.077555 37.509280; E : 127.078155 37.509903,E : 127.078155 37.509903; E : 127.078686 37.510566,E : 127.078686 37.510566; E : 127.079141 37.511263,E : 127.079141 37.511263; E : 127.079519 37.511989,E : 127.079519 37.511989; E : 127.079815 37.512739,E : 127.079815 37.512739; E : 127.080029 37.513507,E : 127.080029 37.513507; E : 127.080158 37.514286,E : 127.080158 37.514286; E : 127.080201 37.515071,E : 127.080201 37.515071; E : 127.080158 37.515856,E : 127.080158 37.515856; E : 127.080029 37.516636,E : 127.080029 37.516636; E : 127.079815 37.517403,E : 127.079815 37.517403; E : 127.079519 37.518153,E : 127.079519 37.518153; E : 127.079141 37.518879,E : 127.079141 37.518879; E : 127.078685 37.519576,E : 127.078685 37.519576; E : 127.078155 37.520239,E : 127.078155 37.520239; E : 127.077554 37.520863,E : 127.077554 37.520863; E : 127.076888 37.521442,E : 127.076888 37.521442; E : 127.076160 37.521973,E : 127.076160 37.521973; E : 127.075377 37.522452,E : 127.075377 37.522452; E : 127.074545 37.522874,E : 127.074545 37.522874; E : 127.073670 37.523237,E : 127.073670 37.523237; E : 127.072758 37.523538,E : 127.072758 37.523538; E : 127.071817 37.523774,E : 127.071817 37.523774; E : 127.070853 37.523945,E : 127.070853 37.523945; E : 127.069875 37.524047,F : 127.069875 37.524047 R-2000; F : 127.068982 37.524081 R-2000,F : 127.068982 37.524081 R-2000; F : 127.069150 37.540197 R-2000,G : 127.069150 37.540197; G : 127.078179 37.573166,G : 127.078179 37.573166; G : 127.075602 37.573708,G : 127.075602 37.573708; G : 127.073093 37.574427,G : 127.073093 37.574427; G : 127.070673 37.575317,G : 127.070673 37.575317; G : 127.068359 37.576372,G : 127.068359 37.576372; G : 127.066169 37.577584,G : 127.066169 37.577584; G : 127.064121 37.578942,H : 127.064121 37.578942; H : 127.063080 37.579732,I : 127.063080 37.579732; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052557 37.509856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-2,UAM0026,6인승,6,잠실,1,1,06:38:40,사당·이수,2,2,06:54:19,A : 126.965204 37.478417; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,F : 127.070855 37.506198 R-2000; F : 127.071239 37.506257 R-2000,F : 127.071239 37.506257 L-2000; F : 127.073521 37.497689 L-2000,F : 127.073521 37.497689 L-2000; F : 127.031906 37.471379 L-2000,G : 127.031906 37.471379; G : 126.997908 37.474355,G : 126.997908 37.474355; G : 126.997998 37.475453,G : 126.997998 37.475453; G : 126.997969 37.476553,G : 126.997969 37.476553; G : 126.997819 37.477647,G : 126.997819 37.477647; G : 126.997550 37.478727,G : 126.997550 37.478727; G : 126.997164 37.479783,G : 126.997164 37.479783; G : 126.996664 37.480809,G : 126.996664 37.480809; G : 126.996053 37.481796,G : 126.996053 37.481796; G : 126.995337 37.482737,G : 126.995337 37.482737; G : 126.994521 37.483625,G : 126.994521 37.483625; G : 126.993611 37.484452,G : 126.993611 37.484452; G : 126.992614 37.485213,G : 126.992614 37.485213; G : 126.991537 37.485902,G : 126.991537 37.485902; G : 126.990389 37.486514,G : 126.990389 37.486514; G : 126.989179 37.487044,G : 126.989179 37.487044; G : 126.987915 37.487487,G : 126.987915 37.487487; G : 126.986607 37.487841,G : 126.986607 37.487841; G : 126.985266 37.488103,G : 126.985266 37.488103; G : 126.983901 37.488271,G : 126.983901 37.488271; G : 126.982523 37.488343,G : 126.982523 37.488343; G : 126.981142 37.488319,G : 126.981142 37.488319; G : 126.979770 37.488200,G : 126.979770 37.488200; G : 126.978415 37.487986,G : 126.978415 37.487986; G : 126.977089 37.487678,G : 126.977089 37.487678; G : 126.975802 37.487279,G : 126.975802 37.487279; G : 126.974563 37.486793,G : 126.974563 37.486793; G : 126.973383 37.486222,G : 126.973383 37.486222; G : 126.972269 37.485572,G : 126.972269 37.485572; G : 126.971230 37.484846,G : 126.971230 37.484846; G : 126.970275 37.484052,G : 126.970275 37.484052; G : 126.969410 37.483194,G : 126.969410 37.483194; G : 126.968643 37.482279,G : 126.968643 37.482279; G : 126.967978 37.481314,G : 126.967978 37.481314; G : 126.967422 37.480307,G : 126.967422 37.480307; G : 126.966978 37.479265,G : 126.966978 37.479265; G : 126.966649 37.478196,G : 126.966649 37.478196; G : 126.966439 37.477109,G : 126.966439 37.477109; G : 126.966348 37.476011,G : 126.966348 37.476011; G : 126.966378 37.474910,G : 126.966378 37.474910; G : 126.966528 37.473816,G : 126.966528 37.473816; G : 126.966797 37.472737,G : 126.966797 37.472737; G : 126.967183 37.471680,G : 126.967183 37.471680; G : 126.967683 37.470655,G : 126.967683 37.470655; G : 126.968293 37.469667,G : 126.968293 37.469667; G : 126.969009 37.468727,G : 126.969009 37.468727; G : 126.969825 37.467839,G : 126.969825 37.467839; G : 126.970735 37.467011,G : 126.970735 37.467011; G : 126.971732 37.466250,G : 126.971732 37.466250; G : 126.972808 37.465561,G : 126.972808 37.465561; G : 126.973956 37.464949,G : 126.973956 37.464949; G : 126.975166 37.464420,G : 126.975166 37.464420; G : 126.976430 37.463976,G : 126.976430 37.463976; G : 126.977737 37.463622,G : 126.977737 37.463622; G : 126.979077 37.463360,G : 126.979077 37.463360; G : 126.980442 37.463193,G : 126.980442 37.463193; G : 126.981819 37.463120,G : 126.981819 37.463120; G : 126.983200 37.463144,G : 126.983200 37.463144; G : 126.984572 37.463264,G : 126.984572 37.463264; G : 126.985926 37.463478,G : 126.985926 37.463478; G : 126.987251 37.463786,G : 126.987251 37.463786; G : 126.988538 37.464184,G : 126.988538 37.464184; G : 126.989777 37.464671,G : 126.989777 37.464671; G : 126.990957 37.465241,G : 126.990957 37.465241; G : 126.992071 37.465892,G : 126.992071 37.465892; G : 126.993109 37.466617,G : 126.993109 37.466617; G : 126.993359 37.466812,I : 126.993359 37.466812; I : 126.892137 37.516088,J : 126.892137 37.516088; J : 126.892137 37.516088,K : 126.892137 37.516088; K : 126.891603 37.516335,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3,UAM0039,6인승,6,잠실,1,1,06:41:30,미아,2,3,07:00:14,A : 126.965204 37.478417; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,E : 127.070855 37.506198; E : 127.071818 37.506368,E : 127.071818 37.506368; E : 127.072759 37.506604,E : 127.072759 37.506604; E : 127.073671 37.506905,E : 127.073671 37.506905; E : 127.074546 37.507268,E : 127.074546 37.507268; E : 127.075378 37.507690,E : 127.075378 37.507690; E : 127.076161 37.508169,E : 127.076161 37.508169; E : 127.076888 37.508700,E : 127.076888 37.508700; E : 127.077555 37.509280,E : 127.077555 37.509280; E : 127.078155 37.509903,E : 127.078155 37.509903; E : 127.078686 37.510566,E : 127.078686 37.510566; E : 127.079141 37.511263,E : 127.079141 37.511263; E : 127.079519 37.511989,E : 127.079519 37.511989; E : 127.079815 37.512739,E : 127.079815 37.512739; E : 127.080029 37.513507,E : 127.080029 37.513507; E : 127.080158 37.514286,E : 127.080158 37.514286; E : 127.080201 37.515071,E : 127.080201 37.515071; E : 127.080158 37.515856,E : 127.080158 37.515856; E : 127.080029 37.516636,E : 127.080029 37.516636; E : 127.079815 37.517403,E : 127.079815 37.517403; E : 127.079519 37.518153,E : 127.079519 37.518153; E : 127.079141 37.518879,E : 127.079141 37.518879; E : 127.078685 37.519576,E : 127.078685 37.519576; E : 127.078155 37.520239,E : 127.078155 37.520239; E : 127.077554 37.520863,E : 127.077554 37.520863; E : 127.076888 37.521442,E : 127.076888 37.521442; E : 127.076160 37.521973,E : 127.076160 37.521973; E : 127.075377 37.522452,E : 127.075377 37.522452; E : 127.074545 37.522874,E : 127.074545 37.522874; E : 127.073670 37.523237,E : 127.073670 37.523237; E : 127.072758 37.523538,E : 127.072758 37.523538; E : 127.071817 37.523774,E : 127.071817 37.523774; E : 127.070853 37.523945,E : 127.070853 37.523945; E : 127.069875 37.524047,F : 127.069875 37.524047 R-2000; F : 127.068982 37.524081 R-2000,F : 127.068982 37.524081 R-2000; F : 127.069150 37.540197 R-2000,F : 127.069150 37.540197 R-2000; F : 127.077028 37.580944 R-2000,F : 127.077028 37.580944 R-2000; F : 127.085017 37.596614 R-2000,F : 127.085017 37.596614 R-2000; F : 127.071025 37.616534 R-2000,G : 127.071025 37.616534; G : 127.040684 37.625705,G : 127.040684 37.625705; G : 127.041118 37.626749,G : 127.041118 37.626749; G : 127.041437 37.627820,G : 127.041437 37.627820; G : 127.041637 37.628909,G : 127.041637 37.628909; G : 127.041716 37.630008,G : 127.041716 37.630008; G : 127.041675 37.631108,G : 127.041675 37.631108; G : 127.041514 37.632201,G : 127.041514 37.632201; G : 127.041234 37.633278,G : 127.041234 37.633278; G : 127.040836 37.634332,G : 127.040836 37.634332; G : 127.040325 37.635355,G : 127.040325 37.635355; G : 127.039703 37.636338,G : 127.039703 37.636338; G : 127.038976 37.637274,G : 127.038976 37.637274; G : 127.038149 37.638157,G : 127.038149 37.638157; G : 127.037229 37.638978,G : 127.037229 37.638978; G : 127.037072 37.639104,I : 127.037072 37.639104; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059336 37.567258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4,UAM0091,6인승,6,잠실,1,1,06:57:03,망우,2,2,07:11:19,A : 126.965204 37.478417; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,E : 127.070855 37.506198; E : 127.071818 37.506368,E : 127.071818 37.506368; E : 127.072759 37.506604,E : 127.072759 37.506604; E : 127.073671 37.506905,E : 127.073671 37.506905; E : 127.074546 37.507268,E : 127.074546 37.507268; E : 127.075378 37.507690,E : 127.075378 37.507690; E : 127.076161 37.508169,E : 127.076161 37.508169; E : 127.076888 37.508700,E : 127.076888 37.508700; E : 127.077555 37.509280,E : 127.077555 37.509280; E : 127.078155 37.509903,E : 127.078155 37.509903; E : 127.078686 37.510566,E : 127.078686 37.510566; E : 127.079141 37.511263,E : 127.079141 37.511263; E : 127.079519 37.511989,E : 127.079519 37.511989; E : 127.079815 37.512739,E : 127.079815 37.512739; E : 127.080029 37.513507,E : 127.080029 37.513507; E : 127.080158 37.514286,E : 127.080158 37.514286; E : 127.080201 37.515071,E : 127.080201 37.515071; E : 127.080158 37.515856,E : 127.080158 37.515856; E : 127.080029 37.516636,E : 127.080029 37.516636; E : 127.079815 37.517403,E : 127.079815 37.517403; E : 127.079519 37.518153,E : 127.079519 37.518153; E : 127.079141 37.518879,E : 127.079141 37.518879; E : 127.078685 37.519576,E : 127.078685 37.519576; E : 127.078155 37.520239,E : 127.078155 37.520239; E : 127.077554 37.520863,E : 127.077554 37.520863; E : 127.076888 37.521442,E : 127.076888 37.521442; E : 127.076160 37.521973,E : 127.076160 37.521973; E : 127.075377 37.522452,E : 127.075377 37.522452; E : 127.074545 37.522874,E : 127.074545 37.522874; E : 127.073670 37.523237,E : 127.073670 37.523237; E : 127.072758 37.523538,E : 127.072758 37.523538; E : 127.071817 37.523774,E : 127.071817 37.523774; E : 127.070853 37.523945,E : 127.070853 37.523945; E : 127.069875 37.524047,F : 127.069875 37.524047 R-2000; F : 127.068982 37.524081 R-2000,F : 127.068982 37.524081 R-2000; F : 127.069150 37.540197 R-2000,G : 127.069150 37.540197; G : 127.078179 37.573166,G : 127.078179 37.573166; G : 127.075602 37.573708,G : 127.075602 37.573708; G : 127.073093 37.574427,G : 127.073093 37.574427; G : 127.070673 37.575317,G : 127.070673 37.575317; G : 127.068359 37.576372,G : 127.068359 37.576372; G : 127.066169 37.577584,G : 127.066169 37.577584; G : 127.064121 37.578942,H : 127.064121 37.578942; H : 127.063080 37.579732,I : 127.063080 37.579732; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052440 37.509959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-5,UAM0100,6인승,6,잠실,1,1,07:00:01,목동,2,1,07:17:08,A : 126.965204 37.478417; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,F : 127.070855 37.506198 R-2000; F : 127.071239 37.506257 R-2000,F : 127.071239 37.506257 L-2000; F : 127.073521 37.497689 L-2000,F : 127.073521 37.497689 L-2000; F : 127.031906 37.471379 L-2000,F : 127.031906 37.471379 L-2000; F : 126.985897 37.471109 L-2000,F : 126.985897 37.471109 R-2000; F : 126.939889 37.492734 R-2000,F : 126.939889 37.492734 R-2000; F : 126.908228 37.515980 R-2000,G : 126.908228 37.515980; G : 126.886758 37.522952,G : 126.886758 37.522952; G : 126.886346 37.522238,G : 126.886346 37.522238; G : 126.885858 37.521555,G : 126.885858 37.521555; G : 126.885296 37.520908,G : 126.885296 37.520908; G : 126.884666 37.520303,G : 126.884666 37.520303; G : 126.883972 37.519744,G : 126.883972 37.519744; G : 126.883220 37.519236,G : 126.883220 37.519236; G : 126.882415 37.518781,G : 126.882415 37.518781; G : 126.881563 37.518384,G : 126.881563 37.518384; G : 126.880671 37.518048,G : 126.880671 37.518048; G : 126.879746 37.517775,G : 126.879746 37.517775; G : 126.878794 37.517568,G : 126.878794 37.517568; G : 126.877823 37.517427,G : 126.877823 37.517427; G : 126.876841 37.517354,G : 126.876841 37.517354; G : 126.875854 37.517349,G : 126.875854 37.517349; G : 126.874870 37.517414,G : 126.874870 37.517414; G : 126.873898 37.517546,G : 126.873898 37.517546; G : 126.872943 37.517745,G : 126.872943 37.517745; G : 126.872014 37.518010,G : 126.872014 37.518010; G : 126.871117 37.518338,G : 126.871117 37.518338; G : 126.870260 37.518727,G : 126.870260 37.518727; G : 126.869448 37.519174,G : 126.869448 37.519174; G : 126.868689 37.519676,G : 126.868689 37.519676; G : 126.867987 37.520229,G : 126.867987 37.520229; G : 126.867349 37.520828,G : 126.867349 37.520828; G : 126.866778 37.521469,G : 126.866778 37.521469; G : 126.866280 37.522148,G : 126.866280 37.522148; G : 126.865858 37.522858,G : 126.865858 37.522858; G : 126.865515 37.523596,G : 126.865515 37.523596; G : 126.865254 37.524354,G : 126.865254 37.524354; G : 126.865077 37.525127,G : 126.865077 37.525127; G : 126.864986 37.525910,G : 126.864986 37.525910; G : 126.864972 37.526353,I : 126.864972 37.526353; I : 126.896941 37.614081,J : 126.896941 37.614081; J : 126.896941 37.614081,K : 126.896941 37.614081; K : 126.896459 37.614187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-6,UAM0112,6인승,6,잠실,1,2,07:08:05,연신내·불광,2,1,07:26:49,A : 126.965342 37.478511; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,E : 127.070855 37.506198; E : 127.071818 37.506368,E : 127.071818 37.506368; E : 127.072759 37.506604,E : 127.072759 37.506604; E : 127.073671 37.506905,E : 127.073671 37.506905; E : 127.074546 37.507268,E : 127.074546 37.507268; E : 127.075378 37.507690,E : 127.075378 37.507690; E : 127.076161 37.508169,E : 127.076161 37.508169; E : 127.076888 37.508700,E : 127.076888 37.508700; E : 127.077555 37.509280,E : 127.077555 37.509280; E : 127.078155 37.509903,E : 127.078155 37.509903; E : 127.078686 37.510566,E : 127.078686 37.510566; E : 127.079141 37.511263,E : 127.079141 37.511263; E : 127.079519 37.511989,E : 127.079519 37.511989; E : 127.079815 37.512739,E : 127.079815 37.512739; E : 127.080029 37.513507,E : 127.080029 37.513507; E : 127.080158 37.514286,E : 127.080158 37.514286; E : 127.080201 37.515071,E : 127.080201 37.515071; E : 127.080158 37.515856,E : 127.080158 37.515856; E : 127.080029 37.516636,E : 127.080029 37.516636; E : 127.079815 37.517403,E : 127.079815 37.517403; E : 127.079519 37.518153,E : 127.079519 37.518153; E : 127.079141 37.518879,E : 127.079141 37.518879; E : 127.078685 37.519576,E : 127.078685 37.519576; E : 127.078155 37.520239,E : 127.078155 37.520239; E : 127.077554 37.520863,E : 127.077554 37.520863; E : 127.076888 37.521442,E : 127.076888 37.521442; E : 127.076160 37.521973,E : 127.076160 37.521973; E : 127.075377 37.522452,E : 127.075377 37.522452; E : 127.074545 37.522874,E : 127.074545 37.522874; E : 127.073670 37.523237,E : 127.073670 37.523237; E : 127.072758 37.523538,E : 127.072758 37.523538; E : 127.071817 37.523774,E : 127.071817 37.523774; E : 127.070853 37.523945,E : 127.070853 37.523945; E : 127.069875 37.524047,F : 127.069875 37.524047 R-2000; F : 127.068982 37.524081 R-2000,F : 127.068982 37.524081 R-2000; F : 127.069150 37.540197 R-2000,F : 127.069150 37.540197 L-2000; F : 127.064016 37.526432 L-2000,F : 127.064016 37.526432 R-2000; F : 127.034264 37.535352 R-2000,F : 127.034264 37.535352 R-2000; F : 127.038224 37.562022 R-2000,F : 127.038224 37.562022 R-2000; F : 127.049063 37.581374 R-2000,F : 127.049063 37.581374 L-2000; F : 127.023504 37.575808 L-2000,F : 127.023504 37.575808 L-2000; F : 126.976254 37.570014 L-2000,F : 126.976254 37.570014 R-2000; F : 126.951962 37.570222 R-2000,G : 126.951962 37.570222; G : 126.930518 37.600167,G : 126.930518 37.600167; G : 126.929288 37.599664,G : 126.929288 37.599664; G : 126.928007 37.599249,G : 126.928007 37.599249; G : 126.926686 37.598924,G : 126.926686 37.598924; G : 126.925334 37.598692,G : 126.925334 37.598692; G : 126.923962 37.598554,G : 126.923962 37.598554; G : 126.922580 37.598512,G : 126.922580 37.598512; G : 126.921199 37.598566,G : 126.921199 37.598566; G : 126.919828 37.598716,G : 126.919828 37.598716; G : 126.918480 37.598960,G : 126.918480 37.598960; G : 126.917163 37.599297,G : 126.917163 37.599297; G : 126.915888 37.599723,G : 126.915888 37.599723; G : 126.914665 37.600237,G : 126.914665 37.600237; G : 126.913503 37.600833,G : 126.913503 37.600833; G : 126.912410 37.601508,G : 126.912410 37.601508; G : 126.911396 37.602256,G : 126.911396 37.602256; G : 126.910467 37.603071,G : 126.910467 37.603071; G : 126.909631 37.603948,G : 126.909631 37.603948; G : 126.908894 37.604879,G : 126.908894 37.604879; G : 126.908263 37.605858,G : 126.908263 37.605858; G : 126.907740 37.606877,G : 126.907740 37.606877; G : 126.907354 37.607861,I : 126.907354 37.607861; I : 126.998206 37.626370,J : 126.998206 37.626370; J : 126.998206 37.626370,K : 126.998206 37.626370; K : 126.997881 37.626699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-7,UAM0016,6인승,6,잠실,1,3,07:13:47,가산·대림,2,1,07:32:34,A : 126.965479 37.478606; A : 126.964972 37.478257,B : 126.964972 37.478257; B : 126.964972 37.478257,C : 126.964972 37.478257; C : 127.068891 37.506061,E : 127.068891 37.506061; E : 127.069877 37.506095,E : 127.069877 37.506095; E : 127.070855 37.506198,F : 127.070855 37.506198 R-2000; F : 127.071239 37.506257 R-2000,F : 127.071239 37.506257 L-2000; F : 127.073521 37.497689 L-2000,F : 127.073521 37.497689 L-2000; F : 127.031906 37.471379 L-2000,F : 127.031906 37.471379 L-2000; F : 126.985897 37.471109 L-2000,F : 126.985897 37.471109 R-2000; F : 126.939889 37.492734 R-2000,G : 126.939889 37.492734; G : 126.909255 37.490910,G : 126.909255 37.490910; G : 126.909337 37.488789,G : 126.909337 37.488789; G : 126.909187 37.486670,G : 126.909187 37.486670; G : 126.908806 37.484570,G : 126.908806 37.484570; G : 126.908197 37.482504,G : 126.908197 37.482504; G : 126.907364 37.480488,G : 126.907364 37.480488; G : 126.906314 37.478537,G : 126.906314 37.478537; G : 126.905054 37.476668,G : 126.905054 37.476668; G : 126.903595 37.474892,G : 126.903595 37.474892; G : 126.901947 37.473225,G : 126.901947 37.473225; G : 126.900123 37.471679,G : 126.900123 37.471679; G : 126.898138 37.470265,G : 126.898138 37.470265; G : 126.896005 37.468994,G : 126.896005 37.468994; G : 126.893741 37.467877,G : 126.893741 37.467877; G : 126.891364 37.466921,G : 126.891364 37.466921; G : 126.888891 37.466134,G : 126.888891 37.466134; G : 126.886342 37.465521,G : 126.886342 37.465521; G : 126.883736 37.465088,G : 126.883736 37.465088; G : 126.881092 37.464838,G : 126.881092 37.464838; G : 126.878431 37.464772,G : 126.878431 37.464772; G : 126.875772 37.464892,G : 126.875772 37.464892; G : 126.873137 37.465196,G : 126.873137 37.465196; G : 126.870545 37.465681,G : 126.870545 37.465681; G : 126.868017 37.466345,G : 126.868017 37.466345; G : 126.865570 37.467182,G : 126.865570 37.467182; G : 126.863224 37.468186,G : 126.863224 37.468186; G : 126.860997 37.469349,G : 126.860997 37.469349; G : 126.858905 37.470662,G : 126.858905 37.470662; G : 126.856965 37.472116,G : 126.856965 37.472116; G : 126.855191 37.473699,G : 126.855191 37.473699; G : 126.853597 37.475399,G : 126.853597 37.475399; G : 126.852195 37.477203,G : 126.852195 37.477203; G : 126.850996 37.479098,G : 126.850996 37.479098; G : 126.850008 37.481069,G : 126.850008 37.481069; G : 126.849239 37.483101,G : 126.849239 37.483101; G : 126.848696 37.485178,G : 126.848696 37.485178; G : 126.848382 37.487286,G : 126.848382 37.487286; G : 126.848300 37.489407,G : 126.848300 37.489407; G : 126.848450 37.491526,G : 126.848450 37.491526; G : 126.848831 37.493627,G : 126.848831 37.493627; G : 126.849440 37.495693,G : 126.849440 37.495693; G : 126.850274 37.497708,G : 126.850274 37.497708; G : 126.851324 37.499659,G : 126.851324 37.499659; G : 126.852584 37.501529,G : 126.852584 37.501529; G : 126.854044 37.503304,G : 126.854044 37.503304; G : 126.855692 37.504971,G : 126.855692 37.504971; G : 126.857516 37.506518,G : 126.857516 37.506518; G : 126.859503 37.507931,G : 126.859503 37.507931; G : 126.861637 37.509202,G : 126.861637 37.509202; G : 126.863902 37.510319,H : 126.863902 37.510319; H : 126.865928 37.511147,I : 126.865928 37.511147; I : 126.860300 37.593190,J : 126.860300 37.593190; J : 126.860300 37.593190,K : 126.860300 37.593190; K : 126.860331 37.593642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
