LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105
4-1,UAM0020,6인승,6,용산,1,1,06:36:32,천호·길동,2,3,06:55:20,A : 126.932595 37.560378; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,F : 126.955660 37.516674 R-2000; F : 126.954829 37.516809 R-2000,F : 126.954829 37.516809 L-2000; F : 126.952444 37.508624 L-2000,F : 126.952444 37.508624 L-2000; F : 126.983886 37.497722 L-2000,F : 126.983886 37.497722 R-2000; F : 127.016002 37.509435 R-2000,F : 127.016002 37.509435 R-2000; F : 127.034324 37.535385 R-2000,F : 127.034324 37.535385 L-2000; F : 127.064080 37.526465 L-2000,F : 127.064080 37.526465 L-2000; F : 127.091231 37.524302 L-2000,G : 127.091231 37.524302; G : 127.107798 37.537051,G : 127.107798 37.537051; G : 127.108800 37.536294,G : 127.108800 37.536294; G : 127.109882 37.535609,G : 127.109882 37.535609; G : 127.111034 37.535002,G : 127.111034 37.535002; G : 127.112249 37.534477,G : 127.112249 37.534477; G : 127.113516 37.534038,G : 127.113516 37.534038; G : 127.114827 37.533689,G : 127.114827 37.533689; G : 127.116170 37.533433,G : 127.116170 37.533433; G : 127.117537 37.533270,G : 127.117537 37.533270; G : 127.118916 37.533204,G : 127.118916 37.533204; G : 127.120298 37.533233,G : 127.120298 37.533233; G : 127.121671 37.533357,G : 127.121671 37.533357; G : 127.123025 37.533577,G : 127.123025 37.533577; G : 127.123289 37.533631,I : 127.123289 37.533631; I : 127.015686 37.460352,J : 127.015686 37.460352; J : 127.015686 37.460352,K : 127.015686 37.460352; K : 127.016243 37.460826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-2,UAM0117,6인승,6,용산,1,1,07:11:35,미아,2,2,07:30:31,A : 126.932595 37.560378; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,E : 126.955660 37.516674; E : 126.954311 37.516912,E : 126.954311 37.516912; E : 126.952994 37.517243,E : 126.952994 37.517243; E : 126.951718 37.517664,E : 126.951718 37.517664; E : 126.950492 37.518172,E : 126.950492 37.518172; E : 126.949327 37.518763,E : 126.949327 37.518763; E : 126.948231 37.519433,E : 126.948231 37.519433; E : 126.947212 37.520177,E : 126.947212 37.520177; E : 126.946279 37.520988,E : 126.946279 37.520988; E : 126.945438 37.521861,E : 126.945438 37.521861; E : 126.944696 37.522789,E : 126.944696 37.522789; E : 126.944058 37.523765,E : 126.944058 37.523765; E : 126.943529 37.524782,E : 126.943529 37.524782; E : 126.943113 37.525831,E : 126.943113 37.525831; E : 126.942814 37.526906,E : 126.942814 37.526906; E : 126.942634 37.527997,E : 126.942634 37.527997; E : 126.942574 37.529096,E : 126.942574 37.529096; E : 126.942634 37.530196,E : 126.942634 37.530196; E : 126.942814 37.531287,E : 126.942814 37.531287; E : 126.943114 37.532361,F : 126.943114 37.532361 R-2000; F : 126.943246 37.532731 R-2000,F : 126.943246 37.532731 R-2000; F : 126.925406 37.537007 R-2000,F : 126.925406 37.537007 R-2000; F : 126.903004 37.542413 R-2000,F : 126.903004 37.542413 R-2000; F : 126.892029 37.552684 R-2000,F : 126.892029 37.552684 R-2000; F : 126.923859 37.557205 R-2000,F : 126.923859 37.557205 R-2000; F : 126.976409 37.570046 R-2000,F : 126.976409 37.570046 R-2000; F : 127.023655 37.575841 R-2000,G : 127.023655 37.575841; G : 127.025503 37.617611,G : 127.025503 37.617611; G : 127.026886 37.617620,G : 127.026886 37.617620; G : 127.028263 37.617726,G : 127.028263 37.617726; G : 127.029623 37.617926,G : 127.029623 37.617926; G : 127.030956 37.618220,G : 127.030956 37.618220; G : 127.032252 37.618605,G : 127.032252 37.618605; G : 127.033501 37.619078,G : 127.033501 37.619078; G : 127.034693 37.619637,G : 127.034693 37.619637; G : 127.035820 37.620275,G : 127.035820 37.620275; G : 127.036872 37.620990,G : 127.036872 37.620990; G : 127.037842 37.621774,G : 127.037842 37.621774; G : 127.038722 37.622623,G : 127.038722 37.622623; G : 127.039506 37.623530,G : 127.039506 37.623530; G : 127.040187 37.624488,G : 127.040187 37.624488; G : 127.040761 37.625489,G : 127.040761 37.625489; G : 127.041224 37.626526,G : 127.041224 37.626526; G : 127.041570 37.627591,G : 127.041570 37.627591; G : 127.041799 37.628677,G : 127.041799 37.628677; G : 127.041908 37.629774,G : 127.041908 37.629774; G : 127.041896 37.630874,G : 127.041896 37.630874; G : 127.041764 37.631970,G : 127.041764 37.631970; G : 127.041512 37.633052,G : 127.041512 37.633052; G : 127.041143 37.634112,G : 127.041143 37.634112; G : 127.040659 37.635143,G : 127.040659 37.635143; G : 127.040064 37.636136,G : 127.040064 37.636136; G : 127.039362 37.637085,G : 127.039362 37.637085; G : 127.038558 37.637981,G : 127.038558 37.637981; G : 127.037660 37.638818,G : 127.037660 37.638818; G : 127.037272 37.639137,I : 127.037272 37.639137; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059216 37.567146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3,UAM0121,6인승,6,용산,1,2,07:15:18,목동,2,2,07:29:31,A : 126.932719 37.560486; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,E : 126.955660 37.516674; E : 126.954311 37.516912,E : 126.954311 37.516912; E : 126.952994 37.517243,E : 126.952994 37.517243; E : 126.951718 37.517664,E : 126.951718 37.517664; E : 126.950492 37.518172,E : 126.950492 37.518172; E : 126.949327 37.518763,E : 126.949327 37.518763; E : 126.948231 37.519433,E : 126.948231 37.519433; E : 126.947212 37.520177,E : 126.947212 37.520177; E : 126.946279 37.520988,E : 126.946279 37.520988; E : 126.945438 37.521861,E : 126.945438 37.521861; E : 126.944696 37.522789,E : 126.944696 37.522789; E : 126.944058 37.523765,E : 126.944058 37.523765; E : 126.943529 37.524782,E : 126.943529 37.524782; E : 126.943113 37.525831,E : 126.943113 37.525831; E : 126.942814 37.526906,E : 126.942814 37.526906; E : 126.942634 37.527997,E : 126.942634 37.527997; E : 126.942574 37.529096,E : 126.942574 37.529096; E : 126.942634 37.530196,E : 126.942634 37.530196; E : 126.942814 37.531287,E : 126.942814 37.531287; E : 126.943114 37.532361,F : 126.943114 37.532361 R-2000; F : 126.943246 37.532731 R-2000,F : 126.943246 37.532731 R-2000; F : 126.925406 37.537007 R-2000,F : 126.925406 37.537007 R-2000; F : 126.903004 37.542413 R-2000,F : 126.903004 37.542413 R-2000; F : 126.892029 37.552684 R-2000,G : 126.892029 37.552684; G : 126.881130 37.534516,G : 126.881130 37.534516; G : 126.882001 37.534147,G : 126.882001 37.534147; G : 126.882828 37.533718,G : 126.882828 37.533718; G : 126.883606 37.533234,G : 126.883606 37.533234; G : 126.884327 37.532698,G : 126.884327 37.532698; G : 126.884987 37.532113,G : 126.884987 37.532113; G : 126.885581 37.531485,G : 126.885581 37.531485; G : 126.886103 37.530818,G : 126.886103 37.530818; G : 126.886551 37.530118,G : 126.886551 37.530118; G : 126.886920 37.529389,G : 126.886920 37.529389; G : 126.887208 37.528637,G : 126.887208 37.528637; G : 126.887413 37.527868,G : 126.887413 37.527868; G : 126.887533 37.527088,G : 126.887533 37.527088; G : 126.887567 37.526302,G : 126.887567 37.526302; G : 126.887515 37.525517,G : 126.887515 37.525517; G : 126.887377 37.524739,G : 126.887377 37.524739; G : 126.887154 37.523973,G : 126.887154 37.523973; G : 126.886849 37.523226,G : 126.886849 37.523226; G : 126.886463 37.522502,G : 126.886463 37.522502; G : 126.885999 37.521809,G : 126.885999 37.521809; G : 126.885461 37.521150,G : 126.885461 37.521150; G : 126.884853 37.520530,G : 126.884853 37.520530; G : 126.884180 37.519956,G : 126.884180 37.519956; G : 126.883446 37.519430,G : 126.883446 37.519430; G : 126.882658 37.518957,G : 126.882658 37.518957; G : 126.881820 37.518541,G : 126.881820 37.518541; G : 126.880941 37.518185,G : 126.880941 37.518185; G : 126.880026 37.517891,G : 126.880026 37.517891; G : 126.879082 37.517661,G : 126.879082 37.517661; G : 126.878117 37.517498,G : 126.878117 37.517498; G : 126.877137 37.517403,G : 126.877137 37.517403; G : 126.876151 37.517376,G : 126.876151 37.517376; G : 126.875166 37.517417,G : 126.875166 37.517417; G : 126.874188 37.517527,G : 126.874188 37.517527; G : 126.873227 37.517704,G : 126.873227 37.517704; G : 126.872289 37.517948,G : 126.872289 37.517948; G : 126.871381 37.518255,G : 126.871381 37.518255; G : 126.870510 37.518625,G : 126.870510 37.518625; G : 126.869682 37.519053,G : 126.869682 37.519053; G : 126.868905 37.519537,G : 126.868905 37.519537; G : 126.868184 37.520074,G : 126.868184 37.520074; G : 126.867524 37.520658,G : 126.867524 37.520658; G : 126.866930 37.521286,G : 126.866930 37.521286; G : 126.866408 37.521953,G : 126.866408 37.521953; G : 126.865960 37.522654,G : 126.865960 37.522654; G : 126.865591 37.523383,G : 126.865591 37.523383; G : 126.865303 37.524134,G : 126.865303 37.524134; G : 126.865098 37.524903,G : 126.865098 37.524903; G : 126.864978 37.525684,G : 126.864978 37.525684; G : 126.864944 37.526386,I : 126.864944 37.526386; I : 126.896941 37.614081,J : 126.896941 37.614081; J : 126.896941 37.614081,K : 126.896941 37.614081; K : 126.896406 37.614328,,,,,,,,,,
4-4,UAM0061,6인승,6,용산,1,1,07:19:23,연신내·불광,2,3,07:33:52,A : 126.932595 37.560378; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,E : 126.955660 37.516674; E : 126.954311 37.516912,E : 126.954311 37.516912; E : 126.952994 37.517243,E : 126.952994 37.517243; E : 126.951718 37.517664,E : 126.951718 37.517664; E : 126.950492 37.518172,E : 126.950492 37.518172; E : 126.949327 37.518763,E : 126.949327 37.518763; E : 126.948231 37.519433,E : 126.948231 37.519433; E : 126.947212 37.520177,E : 126.947212 37.520177; E : 126.946279 37.520988,E : 126.946279 37.520988; E : 126.945438 37.521861,E : 126.945438 37.521861; E : 126.944696 37.522789,E : 126.944696 37.522789; E : 126.944058 37.523765,E : 126.944058 37.523765; E : 126.943529 37.524782,E : 126.943529 37.524782; E : 126.943113 37.525831,E : 126.943113 37.525831; E : 126.942814 37.526906,E : 126.942814 37.526906; E : 126.942634 37.527997,E : 126.942634 37.527997; E : 126.942574 37.529096,E : 126.942574 37.529096; E : 126.942634 37.530196,E : 126.942634 37.530196; E : 126.942814 37.531287,E : 126.942814 37.531287; E : 126.943114 37.532361,F : 126.943114 37.532361 R-2000; F : 126.943246 37.532731 R-2000,F : 126.943246 37.532731 R-2000; F : 126.925406 37.537007 R-2000,F : 126.925406 37.537007 R-2000; F : 126.903004 37.542413 R-2000,F : 126.903004 37.542413 R-2000; F : 126.892029 37.552684 R-2000,F : 126.892029 37.552684 R-2000; F : 126.886936 37.586473 R-2000,G : 126.886936 37.586473; G : 126.910855 37.602913,G : 126.910855 37.602913; G : 126.909998 37.603777,G : 126.909998 37.603777; G : 126.909238 37.604696,G : 126.909238 37.604696; G : 126.908582 37.605665,G : 126.908582 37.605665; G : 126.908034 37.606676,G : 126.908034 37.606676; G : 126.907600 37.607720,G : 126.907600 37.607720; G : 126.907540 37.607894,I : 126.907540 37.607894; I : 126.998206 37.626370,J : 126.998206 37.626370; J : 126.998206 37.626370,K : 126.998206 37.626370; K : 126.997966 37.626996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-5,UAM0068,6인승,6,용산,1,1,07:29:18,마곡,2,1,07:49:07,A : 126.932595 37.560378; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,E : 126.955660 37.516674; E : 126.954311 37.516912,E : 126.954311 37.516912; E : 126.952994 37.517243,E : 126.952994 37.517243; E : 126.951718 37.517664,E : 126.951718 37.517664; E : 126.950492 37.518172,E : 126.950492 37.518172; E : 126.949327 37.518763,E : 126.949327 37.518763; E : 126.948231 37.519433,E : 126.948231 37.519433; E : 126.947212 37.520177,E : 126.947212 37.520177; E : 126.946279 37.520988,E : 126.946279 37.520988; E : 126.945438 37.521861,E : 126.945438 37.521861; E : 126.944696 37.522789,E : 126.944696 37.522789; E : 126.944058 37.523765,E : 126.944058 37.523765; E : 126.943529 37.524782,E : 126.943529 37.524782; E : 126.943113 37.525831,E : 126.943113 37.525831; E : 126.942814 37.526906,E : 126.942814 37.526906; E : 126.942634 37.527997,E : 126.942634 37.527997; E : 126.942574 37.529096,E : 126.942574 37.529096; E : 126.942634 37.530196,E : 126.942634 37.530196; E : 126.942814 37.531287,E : 126.942814 37.531287; E : 126.943114 37.532361,F : 126.943114 37.532361 R-2000; F : 126.943246 37.532731 R-2000,F : 126.943246 37.532731 R-2000; F : 126.925406 37.537007 R-2000,F : 126.925406 37.537007 R-2000; F : 126.903004 37.542413 R-2000,F : 126.903004 37.542413 R-2000; F : 126.892029 37.552684 R-2000,F : 126.892029 37.552684 R-2000; F : 126.861700 37.569533 R-2000,F : 126.861700 37.569533 L-2000; F : 126.831931 37.566290 L-2000,G : 126.831931 37.566290; G : 126.822325 37.565664,G : 126.822325 37.565664; G : 126.821992 37.567770,G : 126.821992 37.567770; G : 126.821429 37.569845,G : 126.821429 37.569845; G : 126.820642 37.571872,G : 126.820642 37.571872; G : 126.819636 37.573838,G : 126.819636 37.573838; G : 126.818418 37.575726,G : 126.818418 37.575726; G : 126.816998 37.577522,G : 126.816998 37.577522; G : 126.815387 37.579213,G : 126.815387 37.579213; G : 126.813597 37.580786,G : 126.813597 37.580786; G : 126.811641 37.582229,G : 126.811641 37.582229; G : 126.809535 37.583530,G : 126.809535 37.583530; G : 126.807294 37.584681,G : 126.807294 37.584681; G : 126.804935 37.585671,G : 126.804935 37.585671; G : 126.802477 37.586494,G : 126.802477 37.586494; G : 126.799939 37.587144,G : 126.799939 37.587144; G : 126.797338 37.587615,G : 126.797338 37.587615; G : 126.794696 37.587904,G : 126.794696 37.587904; G : 126.792033 37.588009,G : 126.792033 37.588009; G : 126.789368 37.587928,G : 126.789368 37.587928; G : 126.786722 37.587663,G : 126.786722 37.587663; G : 126.784115 37.587216,G : 126.784115 37.587216; G : 126.781567 37.586589,G : 126.781567 37.586589; G : 126.779098 37.585788,H : 126.779098 37.585788; H : 126.778940 37.585730,I : 126.778940 37.585730; I : 126.897210 37.690392,J : 126.897210 37.690392; J : 126.897210 37.690392,K : 126.897210 37.690392; K : 126.896897 37.690731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-6,UAM0144,6인승,6,용산,1,2,07:51:57,성수,2,2,08:11:37,A : 126.932719 37.560486; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,F : 126.955660 37.516674 R-2000; F : 126.954829 37.516809 R-2000,F : 126.954829 37.516809 L-2000; F : 126.952444 37.508624 L-2000,F : 126.952444 37.508624 L-2000; F : 126.983886 37.497722 L-2000,F : 126.983886 37.497722 R-2000; F : 127.016002 37.509435 R-2000,G : 127.016002 37.509435; G : 127.032608 37.528559,G : 127.032608 37.528559; G : 127.031507 37.529224,G : 127.031507 37.529224; G : 127.030483 37.529962,G : 127.030483 37.529962; G : 127.030419 37.530013,I : 127.030419 37.530013; I : 126.978918 37.509924,J : 126.978918 37.509924; J : 126.978918 37.509924,K : 126.978918 37.509924; K : 126.978486 37.509510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-7,UAM0133,6인승,6,용산,1,1,07:58:12,망우,2,1,08:17:11,A : 126.932595 37.560378; A : 126.932384 37.560195,B : 126.932384 37.560195; B : 126.932384 37.560195,C : 126.932384 37.560195; C : 126.973291 37.524782,E : 126.973291 37.524782; E : 126.972762 37.523765,E : 126.972762 37.523765; E : 126.972124 37.522789,E : 126.972124 37.522789; E : 126.971382 37.521861,E : 126.971382 37.521861; E : 126.970541 37.520988,E : 126.970541 37.520988; E : 126.969608 37.520177,E : 126.969608 37.520177; E : 126.968589 37.519433,E : 126.968589 37.519433; E : 126.967493 37.518763,E : 126.967493 37.518763; E : 126.966328 37.518172,E : 126.966328 37.518172; E : 126.965102 37.517664,E : 126.965102 37.517664; E : 126.963826 37.517243,E : 126.963826 37.517243; E : 126.962509 37.516912,E : 126.962509 37.516912; E : 126.961160 37.516674,E : 126.961160 37.516674; E : 126.959790 37.516530,E : 126.959790 37.516530; E : 126.958410 37.516482,E : 126.958410 37.516482; E : 126.957030 37.516530,E : 126.957030 37.516530; E : 126.955660 37.516674,F : 126.955660 37.516674 R-2000; F : 126.954829 37.516809 R-2000,F : 126.954829 37.516809 L-2000; F : 126.952444 37.508624 L-2000,F : 126.952444 37.508624 L-2000; F : 126.983886 37.497722 L-2000,F : 126.983886 37.497722 R-2000; F : 127.016002 37.509435 R-2000,F : 127.016002 37.509435 R-2000; F : 127.034324 37.535385 R-2000,F : 127.034324 37.535385 R-2000; F : 127.038284 37.562055 R-2000,F : 127.038284 37.562055 R-2000; F : 127.049124 37.581407 R-2000,G : 127.049124 37.581407; G : 127.057976 37.585270,G : 127.057976 37.585270; G : 127.056797 37.587174,G : 127.056797 37.587174; G : 127.055831 37.589152,G : 127.055831 37.589152; G : 127.055085 37.591190,G : 127.055085 37.591190; G : 127.054565 37.593271,G : 127.054565 37.593271; G : 127.054276 37.595381,G : 127.054276 37.595381; G : 127.054218 37.597503,G : 127.054218 37.597503; G : 127.054393 37.599621,G : 127.054393 37.599621; G : 127.054799 37.601718,G : 127.054799 37.601718; G : 127.055434 37.603779,G : 127.055434 37.603779; G : 127.056292 37.605789,G : 127.056292 37.605789; G : 127.057367 37.607731,G : 127.057367 37.607731; G : 127.058650 37.609592,G : 127.058650 37.609592; G : 127.060133 37.611356,G : 127.060133 37.611356; G : 127.061803 37.613011,G : 127.061803 37.613011; G : 127.063648 37.614544,G : 127.063648 37.614544; G : 127.065654 37.615943,G : 127.065654 37.615943; G : 127.067806 37.617197,G : 127.067806 37.617197; G : 127.070087 37.618298,G : 127.070087 37.618298; G : 127.072480 37.619236,G : 127.072480 37.619236; G : 127.074967 37.620005,G : 127.074967 37.620005; G : 127.077528 37.620598,G : 127.077528 37.620598; G : 127.080145 37.621012,G : 127.080145 37.621012; G : 127.082797 37.621243,G : 127.082797 37.621243; G : 127.085465 37.621288,G : 127.085465 37.621288; G : 127.088127 37.621149,G : 127.088127 37.621149; G : 127.090764 37.620826,G : 127.090764 37.620826; G : 127.093355 37.620321,G : 127.093355 37.620321; G : 127.095881 37.619638,G : 127.095881 37.619638; G : 127.098323 37.618783,G : 127.098323 37.618783; G : 127.100662 37.617762,G : 127.100662 37.617762; G : 127.102880 37.616583,G : 127.102880 37.616583; G : 127.104960 37.615254,G : 127.104960 37.615254; G : 127.106887 37.613786,G : 127.106887 37.613786; G : 127.108646 37.612190,G : 127.108646 37.612190; G : 127.110223 37.610478,G : 127.110223 37.610478; G : 127.111606 37.608664,G : 127.111606 37.608664; G : 127.112785 37.606760,G : 127.112785 37.606760; G : 127.113752 37.604782,G : 127.113752 37.604782; G : 127.114498 37.602744,G : 127.114498 37.602744; G : 127.115017 37.600663,G : 127.115017 37.600663; G : 127.115307 37.598553,G : 127.115307 37.598553; G : 127.115365 37.596431,G : 127.115365 37.596431; G : 127.115190 37.594314,G : 127.115190 37.594314; G : 127.114784 37.592216,G : 127.114784 37.592216; G : 127.114149 37.590155,G : 127.114149 37.590155; G : 127.113291 37.588145,G : 127.113291 37.588145; G : 127.112217 37.586203,G : 127.112217 37.586203; G : 127.110934 37.584342,G : 127.110934 37.584342; G : 127.109452 37.582578,G : 127.109452 37.582578; G : 127.107782 37.580923,G : 127.107782 37.580923; G : 127.105938 37.579390,G : 127.105938 37.579390; G : 127.103933 37.577991,G : 127.103933 37.577991; G : 127.101782 37.576737,G : 127.101782 37.576737; G : 127.099502 37.575636,G : 127.099502 37.575636; G : 127.097110 37.574698,G : 127.097110 37.574698; G : 127.094625 37.573929,G : 127.094625 37.573929; G : 127.092065 37.573336,G : 127.092065 37.573336; G : 127.089450 37.572922,G : 127.089450 37.572922; G : 127.086799 37.572692,G : 127.086799 37.572692; G : 127.084134 37.572646,G : 127.084134 37.572646; G : 127.081473 37.572785,G : 127.081473 37.572785; G : 127.078838 37.573108,G : 127.078838 37.573108; G : 127.076248 37.573613,G : 127.076248 37.573613; G : 127.073724 37.574296,G : 127.073724 37.574296; G : 127.071283 37.575151,G : 127.071283 37.575151; G : 127.068946 37.576172,G : 127.068946 37.576172; G : 127.066729 37.577351,G : 127.066729 37.577351; G : 127.064650 37.578680,H : 127.064650 37.578680; H : 127.063195 37.579765,I : 127.063195 37.579765; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052557 37.509856,,,,,,
