LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100
8-1,UAM0043,6인승,6,사당·이수,1,1,06:42:30,광화문,2,1,07:04:51,A : 126.891656 37.516193; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,F : 126.968522 37.482074 L-1000; F : 126.968097 37.481448 L-1000,F : 126.968097 37.481448 R-1000; F : 126.939936 37.492769 R-1000,F : 126.939936 37.492769 R-1000; F : 126.908275 37.516016 R-1000,F : 126.908275 37.516016 R-1000; F : 126.903072 37.542416 R-1000,F : 126.903072 37.542416 R-1000; F : 126.892096 37.552687 R-1000,F : 126.892096 37.552687 R-1000; F : 126.923927 37.557208 R-1000,G : 126.923927 37.557208; G : 126.947265 37.562911,G : 126.947265 37.562911; G : 126.948157 37.560911,G : 126.948157 37.560911; G : 126.949266 37.558981,G : 126.949266 37.558981; G : 126.950581 37.557135,G : 126.950581 37.557135; G : 126.952093 37.555387,G : 126.952093 37.555387; G : 126.953791 37.553751,G : 126.953791 37.553751; G : 126.955662 37.552239,G : 126.955662 37.552239; G : 126.957690 37.550862,G : 126.957690 37.550862; G : 126.959862 37.549632,G : 126.959862 37.549632; G : 126.962160 37.548557,G : 126.962160 37.548557; G : 126.964567 37.547645,G : 126.964567 37.547645; G : 126.967065 37.546904,G : 126.967065 37.546904; G : 126.969634 37.546339,G : 126.969634 37.546339; G : 126.972256 37.545955,G : 126.972256 37.545955; G : 126.974909 37.545754,G : 126.974909 37.545754; G : 126.977574 37.545738,G : 126.977574 37.545738; G : 126.980231 37.545907,G : 126.980231 37.545907; G : 126.982859 37.546259,G : 126.982859 37.546259; G : 126.985439 37.546793,G : 126.985439 37.546793; G : 126.987950 37.547504,G : 126.987950 37.547504; G : 126.990375 37.548386,G : 126.990375 37.548386; G : 126.992693 37.549433,G : 126.992693 37.549433; G : 126.994888 37.550637,G : 126.994888 37.550637; G : 126.996943 37.551989,G : 126.996943 37.551989; G : 126.998842 37.553478,G : 126.998842 37.553478; G : 127.000571 37.555093,G : 127.000571 37.555093; G : 127.002116 37.556823,G : 127.002116 37.556823; G : 127.003467 37.558652,G : 127.003467 37.558652; G : 127.004612 37.560569,G : 127.004612 37.560569; G : 127.005543 37.562558,G : 127.005543 37.562558; G : 127.006252 37.564603,G : 127.006252 37.564603; G : 127.006735 37.566691,G : 127.006735 37.566691; G : 127.006988 37.568803,G : 127.006988 37.568803; G : 127.007008 37.570926,G : 127.007008 37.570926; G : 127.006796 37.573041,G : 127.006796 37.573041; G : 127.006353 37.575134,G : 127.006353 37.575134; G : 127.005682 37.577188,G : 127.005682 37.577188; G : 127.004789 37.579188,G : 127.004789 37.579188; G : 127.003681 37.581118,G : 127.003681 37.581118; G : 127.002365 37.582964,G : 127.002365 37.582964; G : 127.000852 37.584712,G : 127.000852 37.584712; G : 126.999154 37.586348,H : 126.999154 37.586348; H : 126.998075 37.587251,I : 126.998075 37.587251; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977705 37.571541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-2,UAM0059,6인승,6,사당·이수,1,1,06:45:40,천호·길동,2,3,07:06:23,A : 126.891656 37.516193; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,E : 126.968522 37.482074; E : 126.967884 37.481098,E : 126.967884 37.481098; E : 126.967356 37.480082,E : 126.967356 37.480082; E : 126.966941 37.479032,E : 126.966941 37.479032; E : 126.966642 37.477958,E : 126.966642 37.477958; E : 126.966462 37.476867,E : 126.966462 37.476867; E : 126.966401 37.475767,E : 126.966401 37.475767; E : 126.966462 37.474668,E : 126.966462 37.474668; E : 126.966642 37.473577,E : 126.966642 37.473577; E : 126.966941 37.472502,E : 126.966941 37.472502; E : 126.967356 37.471453,E : 126.967356 37.471453; E : 126.967884 37.470436,E : 126.967884 37.470436; E : 126.968522 37.469460,E : 126.968522 37.469460; E : 126.969263 37.468532,E : 126.969263 37.468532; E : 126.970104 37.467659,E : 126.970104 37.467659; E : 126.971037 37.466847,E : 126.971037 37.466847; E : 126.972054 37.466104,E : 126.972054 37.466104; E : 126.973150 37.465434,E : 126.973150 37.465434; E : 126.974314 37.464843,E : 126.974314 37.464843; E : 126.975539 37.464335,E : 126.975539 37.464335; E : 126.976814 37.463914,E : 126.976814 37.463914; E : 126.978131 37.463583,E : 126.978131 37.463583; E : 126.979478 37.463344,E : 126.979478 37.463344; E : 126.980847 37.463201,E : 126.980847 37.463201; E : 126.982226 37.463153,E : 126.982226 37.463153; E : 126.983606 37.463201,E : 126.983606 37.463201; E : 126.984974 37.463344,E : 126.984974 37.463344; E : 126.986322 37.463583,E : 126.986322 37.463583; E : 126.987639 37.463914,E : 126.987639 37.463914; E : 126.988914 37.464335,E : 126.988914 37.464335; E : 126.990139 37.464843,E : 126.990139 37.464843; E : 126.991303 37.465434,E : 126.991303 37.465434; E : 126.992398 37.466104,E : 126.992398 37.466104; E : 126.993416 37.466847,E : 126.993416 37.466847; E : 126.994349 37.467659,E : 126.994349 37.467659; E : 126.995189 37.468532,E : 126.995189 37.468532; E : 126.995931 37.469460,E : 126.995931 37.469460; E : 126.996568 37.470436,E : 126.996568 37.470436; E : 126.997097 37.471453,E : 126.997097 37.471453; E : 126.997512 37.472502,E : 126.997512 37.472502; E : 126.997811 37.473577,F : 126.997811 37.473577 R-1000; F : 126.997957 37.474390 R-1000,F : 126.997957 37.474390 L-1000; F : 127.031956 37.471415 L-1000,F : 127.031956 37.471415 R-1000; F : 127.073557 37.497725 R-1000,F : 127.073557 37.497725 R-1000; F : 127.064058 37.526468 R-1000,F : 127.064058 37.526468 L-1000; F : 127.091208 37.524305 L-1000,G : 127.091208 37.524305; G : 127.107775 37.537054,G : 127.107775 37.537054; G : 127.108778 37.536297,G : 127.108778 37.536297; G : 127.109859 37.535612,G : 127.109859 37.535612; G : 127.111012 37.535005,G : 127.111012 37.535005; G : 127.112226 37.534480,G : 127.112226 37.534480; G : 127.113494 37.534041,G : 127.113494 37.534041; G : 127.114804 37.533692,G : 127.114804 37.533692; G : 127.116148 37.533436,G : 127.116148 37.533436; G : 127.117515 37.533273,G : 127.117515 37.533273; G : 127.118894 37.533206,G : 127.118894 37.533206; G : 127.120275 37.533235,G : 127.120275 37.533235; G : 127.121648 37.533360,G : 127.121648 37.533360; G : 127.123002 37.533580,G : 127.123002 37.533580; G : 127.123266 37.533634,I : 127.123266 37.533634; I : 127.015686 37.460352,J : 127.015686 37.460352; J : 127.015686 37.460352,K : 127.015686 37.460352; K : 127.016243 37.460826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-3,UAM0066,6인승,6,사당·이수,1,1,06:48:05,미아,2,3,07:07:53,A : 126.891656 37.516193; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,E : 126.968522 37.482074; E : 126.967884 37.481098,E : 126.967884 37.481098; E : 126.967356 37.480082,E : 126.967356 37.480082; E : 126.966941 37.479032,E : 126.966941 37.479032; E : 126.966642 37.477958,E : 126.966642 37.477958; E : 126.966462 37.476867,E : 126.966462 37.476867; E : 126.966401 37.475767,E : 126.966401 37.475767; E : 126.966462 37.474668,E : 126.966462 37.474668; E : 126.966642 37.473577,E : 126.966642 37.473577; E : 126.966941 37.472502,E : 126.966941 37.472502; E : 126.967356 37.471453,E : 126.967356 37.471453; E : 126.967884 37.470436,E : 126.967884 37.470436; E : 126.968522 37.469460,E : 126.968522 37.469460; E : 126.969263 37.468532,E : 126.969263 37.468532; E : 126.970104 37.467659,E : 126.970104 37.467659; E : 126.971037 37.466847,E : 126.971037 37.466847; E : 126.972054 37.466104,E : 126.972054 37.466104; E : 126.973150 37.465434,E : 126.973150 37.465434; E : 126.974314 37.464843,E : 126.974314 37.464843; E : 126.975539 37.464335,E : 126.975539 37.464335; E : 126.976814 37.463914,E : 126.976814 37.463914; E : 126.978131 37.463583,E : 126.978131 37.463583; E : 126.979478 37.463344,E : 126.979478 37.463344; E : 126.980847 37.463201,E : 126.980847 37.463201; E : 126.982226 37.463153,E : 126.982226 37.463153; E : 126.983606 37.463201,E : 126.983606 37.463201; E : 126.984974 37.463344,E : 126.984974 37.463344; E : 126.986322 37.463583,E : 126.986322 37.463583; E : 126.987639 37.463914,E : 126.987639 37.463914; E : 126.988914 37.464335,E : 126.988914 37.464335; E : 126.990139 37.464843,E : 126.990139 37.464843; E : 126.991303 37.465434,E : 126.991303 37.465434; E : 126.992398 37.466104,E : 126.992398 37.466104; E : 126.993416 37.466847,E : 126.993416 37.466847; E : 126.994349 37.467659,E : 126.994349 37.467659; E : 126.995189 37.468532,E : 126.995189 37.468532; E : 126.995931 37.469460,E : 126.995931 37.469460; E : 126.996568 37.470436,E : 126.996568 37.470436; E : 126.997097 37.471453,E : 126.997097 37.471453; E : 126.997512 37.472502,E : 126.997512 37.472502; E : 126.997811 37.473577,F : 126.997811 37.473577 R-1000; F : 126.997957 37.474390 R-1000,F : 126.997957 37.474390 L-1000; F : 127.031956 37.471415 L-1000,F : 127.031956 37.471415 R-1000; F : 127.073557 37.497725 R-1000,F : 127.073557 37.497725 R-1000; F : 127.064058 37.526468 R-1000,F : 127.064058 37.526468 R-1000; F : 127.069190 37.540233 R-1000,F : 127.069190 37.540233 R-1000; F : 127.077069 37.580979 R-1000,F : 127.077069 37.580979 R-1000; F : 127.085057 37.596650 R-1000,F : 127.085057 37.596650 R-1000; F : 127.071066 37.616569 R-1000,G : 127.071066 37.616569; G : 127.040724 37.625740,G : 127.040724 37.625740; G : 127.041159 37.626785,G : 127.041159 37.626785; G : 127.041477 37.627856,G : 127.041477 37.627856; G : 127.041677 37.628945,G : 127.041677 37.628945; G : 127.041757 37.630043,G : 127.041757 37.630043; G : 127.041716 37.631143,G : 127.041716 37.631143; G : 127.041554 37.632236,G : 127.041554 37.632236; G : 127.041274 37.633314,G : 127.041274 37.633314; G : 127.040876 37.634368,G : 127.040876 37.634368; G : 127.040365 37.635390,G : 127.040365 37.635390; G : 127.039743 37.636374,G : 127.039743 37.636374; G : 127.039016 37.637310,G : 127.039016 37.637310; G : 127.038189 37.638192,G : 127.038189 37.638192; G : 127.037269 37.639014,G : 127.037269 37.639014; G : 127.037113 37.639140,I : 127.037113 37.639140; I : 127.059176 37.566593,J : 127.059176 37.566593; J : 127.059176 37.566593,K : 127.059176 37.566593; K : 127.059336 37.567258,,,,,,,,,,,,,,,,,,,,,,,,,
8-4,UAM0085,6인승,6,사당·이수,1,1,06:53:50,잠실,2,1,07:09:26,A : 126.891656 37.516193; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,E : 126.968522 37.482074; E : 126.967884 37.481098,E : 126.967884 37.481098; E : 126.967356 37.480082,E : 126.967356 37.480082; E : 126.966941 37.479032,E : 126.966941 37.479032; E : 126.966642 37.477958,E : 126.966642 37.477958; E : 126.966462 37.476867,E : 126.966462 37.476867; E : 126.966401 37.475767,E : 126.966401 37.475767; E : 126.966462 37.474668,E : 126.966462 37.474668; E : 126.966642 37.473577,E : 126.966642 37.473577; E : 126.966941 37.472502,E : 126.966941 37.472502; E : 126.967356 37.471453,E : 126.967356 37.471453; E : 126.967884 37.470436,E : 126.967884 37.470436; E : 126.968522 37.469460,E : 126.968522 37.469460; E : 126.969263 37.468532,E : 126.969263 37.468532; E : 126.970104 37.467659,E : 126.970104 37.467659; E : 126.971037 37.466847,E : 126.971037 37.466847; E : 126.972054 37.466104,E : 126.972054 37.466104; E : 126.973150 37.465434,E : 126.973150 37.465434; E : 126.974314 37.464843,E : 126.974314 37.464843; E : 126.975539 37.464335,E : 126.975539 37.464335; E : 126.976814 37.463914,E : 126.976814 37.463914; E : 126.978131 37.463583,E : 126.978131 37.463583; E : 126.979478 37.463344,E : 126.979478 37.463344; E : 126.980847 37.463201,E : 126.980847 37.463201; E : 126.982226 37.463153,E : 126.982226 37.463153; E : 126.983606 37.463201,E : 126.983606 37.463201; E : 126.984974 37.463344,E : 126.984974 37.463344; E : 126.986322 37.463583,E : 126.986322 37.463583; E : 126.987639 37.463914,E : 126.987639 37.463914; E : 126.988914 37.464335,E : 126.988914 37.464335; E : 126.990139 37.464843,E : 126.990139 37.464843; E : 126.991303 37.465434,E : 126.991303 37.465434; E : 126.992398 37.466104,E : 126.992398 37.466104; E : 126.993416 37.466847,E : 126.993416 37.466847; E : 126.994349 37.467659,E : 126.994349 37.467659; E : 126.995189 37.468532,E : 126.995189 37.468532; E : 126.995931 37.469460,E : 126.995931 37.469460; E : 126.996568 37.470436,E : 126.996568 37.470436; E : 126.997097 37.471453,E : 126.997097 37.471453; E : 126.997512 37.472502,E : 126.997512 37.472502; E : 126.997811 37.473577,F : 126.997811 37.473577 R-1000; F : 126.997957 37.474390 R-1000,F : 126.997957 37.474390 L-1000; F : 127.031956 37.471415 L-1000,F : 127.031956 37.471415 R-1000; F : 127.073557 37.497725 R-1000,G : 127.073557 37.497725; G : 127.071275 37.506293,G : 127.071275 37.506293; G : 127.072230 37.506489,G : 127.072230 37.506489; G : 127.073160 37.506751,G : 127.073160 37.506751; G : 127.074058 37.507077,G : 127.074058 37.507077; G : 127.074917 37.507464,G : 127.074917 37.507464; G : 127.075730 37.507909,G : 127.075730 37.507909; G : 127.076492 37.508409,G : 127.076492 37.508409; G : 127.077196 37.508960,G : 127.077196 37.508960; G : 127.077837 37.509557,G : 127.077837 37.509557; G : 127.078410 37.510197,G : 127.078410 37.510197; G : 127.078911 37.510874,G : 127.078911 37.510874; G : 127.079336 37.511583,G : 127.079336 37.511583; G : 127.079682 37.512320,G : 127.079682 37.512320; G : 127.079946 37.513077,G : 127.079946 37.513077; G : 127.080126 37.513850,G : 127.080126 37.513850; G : 127.080221 37.514632,G : 127.080221 37.514632; G : 127.080230 37.515418,G : 127.080230 37.515418; G : 127.080153 37.516202,G : 127.080153 37.516202; G : 127.079990 37.516977,G : 127.079990 37.516977; G : 127.079744 37.517738,G : 127.079744 37.517738; G : 127.079415 37.518479,G : 127.079415 37.518479; G : 127.079006 37.519195,G : 127.079006 37.519195; G : 127.078520 37.519879,G : 127.078520 37.519879; G : 127.077961 37.520527,G : 127.077961 37.520527; G : 127.077334 37.521134,G : 127.077334 37.521134; G : 127.076924 37.521478,I : 127.076924 37.521478; I : 126.965207 37.477966,J : 126.965207 37.477966; J : 126.965207 37.477966,K : 126.965207 37.477966; K : 126.965204 37.478417,,,,,,,,,,,,,,,,,,,
8-5,UAM0095,6인승,6,사당·이수,1,2,06:58:32,성수,2,2,07:15:05,A : 126.891603 37.516335; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,E : 126.968522 37.482074; E : 126.967884 37.481098,E : 126.967884 37.481098; E : 126.967356 37.480082,E : 126.967356 37.480082; E : 126.966941 37.479032,E : 126.966941 37.479032; E : 126.966642 37.477958,E : 126.966642 37.477958; E : 126.966462 37.476867,E : 126.966462 37.476867; E : 126.966401 37.475767,E : 126.966401 37.475767; E : 126.966462 37.474668,E : 126.966462 37.474668; E : 126.966642 37.473577,E : 126.966642 37.473577; E : 126.966941 37.472502,E : 126.966941 37.472502; E : 126.967356 37.471453,E : 126.967356 37.471453; E : 126.967884 37.470436,E : 126.967884 37.470436; E : 126.968522 37.469460,E : 126.968522 37.469460; E : 126.969263 37.468532,E : 126.969263 37.468532; E : 126.970104 37.467659,E : 126.970104 37.467659; E : 126.971037 37.466847,E : 126.971037 37.466847; E : 126.972054 37.466104,E : 126.972054 37.466104; E : 126.973150 37.465434,E : 126.973150 37.465434; E : 126.974314 37.464843,E : 126.974314 37.464843; E : 126.975539 37.464335,E : 126.975539 37.464335; E : 126.976814 37.463914,E : 126.976814 37.463914; E : 126.978131 37.463583,E : 126.978131 37.463583; E : 126.979478 37.463344,E : 126.979478 37.463344; E : 126.980847 37.463201,E : 126.980847 37.463201; E : 126.982226 37.463153,E : 126.982226 37.463153; E : 126.983606 37.463201,E : 126.983606 37.463201; E : 126.984974 37.463344,E : 126.984974 37.463344; E : 126.986322 37.463583,E : 126.986322 37.463583; E : 126.987639 37.463914,E : 126.987639 37.463914; E : 126.988914 37.464335,E : 126.988914 37.464335; E : 126.990139 37.464843,E : 126.990139 37.464843; E : 126.991303 37.465434,E : 126.991303 37.465434; E : 126.992398 37.466104,E : 126.992398 37.466104; E : 126.993416 37.466847,E : 126.993416 37.466847; E : 126.994349 37.467659,E : 126.994349 37.467659; E : 126.995189 37.468532,E : 126.995189 37.468532; E : 126.995931 37.469460,E : 126.995931 37.469460; E : 126.996568 37.470436,E : 126.996568 37.470436; E : 126.997097 37.471453,E : 126.997097 37.471453; E : 126.997512 37.472502,E : 126.997512 37.472502; E : 126.997811 37.473577,F : 126.997811 37.473577 R-1000; F : 126.997957 37.474390 R-1000,F : 126.997957 37.474390 L-1000; F : 127.031956 37.471415 L-1000,F : 127.031956 37.471415 R-1000; F : 127.073557 37.497725 R-1000,F : 127.073557 37.497725 R-1000; F : 127.064058 37.526468 R-1000,G : 127.064058 37.526468; G : 127.054592 37.531723,G : 127.054592 37.531723; G : 127.053753 37.530848,G : 127.053753 37.530848; G : 127.052821 37.530035,G : 127.052821 37.530035; G : 127.051805 37.529290,G : 127.051805 37.529290; G : 127.050710 37.528618,G : 127.050710 37.528618; G : 127.049547 37.528025,G : 127.049547 37.528025; G : 127.048322 37.527515,G : 127.048322 37.527515; G : 127.047047 37.527091,G : 127.047047 37.527091; G : 127.045730 37.526758,G : 127.045730 37.526758; G : 127.044382 37.526518,G : 127.044382 37.526518; G : 127.043013 37.526372,G : 127.043013 37.526372; G : 127.041632 37.526321,G : 127.041632 37.526321; G : 127.040252 37.526367,G : 127.040252 37.526367; G : 127.038882 37.526508,G : 127.038882 37.526508; G : 127.037532 37.526744,G : 127.037532 37.526744; G : 127.036213 37.527073,G : 127.036213 37.527073; G : 127.034936 37.527492,G : 127.034936 37.527492; G : 127.033709 37.527998,G : 127.033709 37.527998; G : 127.032542 37.528587,G : 127.032542 37.528587; G : 127.031444 37.529255,G : 127.031444 37.529255; G : 127.030423 37.529997,G : 127.030423 37.529997; G : 127.030399 37.530016,I : 127.030399 37.530016; I : 126.978918 37.509924,J : 126.978918 37.509924; J : 126.978918 37.509924,K : 126.978918 37.509924; K : 126.978486 37.509510,,,,,,,,,,,,,,,,,,,,,,
8-6,UAM0098,6인승,6,사당·이수,1,3,06:59:02,목동,2,2,07:15:06,A : 126.891550 37.516476; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,F : 126.968522 37.482074 L-1000; F : 126.968097 37.481448 L-1000,F : 126.968097 37.481448 R-1000; F : 126.939936 37.492769 R-1000,F : 126.939936 37.492769 R-1000; F : 126.908275 37.516016 R-1000,G : 126.908275 37.516016; G : 126.886806 37.522987,G : 126.886806 37.522987; G : 126.886394 37.522273,G : 126.886394 37.522273; G : 126.885905 37.521590,G : 126.885905 37.521590; G : 126.885344 37.520944,G : 126.885344 37.520944; G : 126.884714 37.520339,G : 126.884714 37.520339; G : 126.884020 37.519780,G : 126.884020 37.519780; G : 126.883267 37.519271,G : 126.883267 37.519271; G : 126.882462 37.518817,G : 126.882462 37.518817; G : 126.881610 37.518420,G : 126.881610 37.518420; G : 126.880718 37.518084,G : 126.880718 37.518084; G : 126.879793 37.517811,G : 126.879793 37.517811; G : 126.878841 37.517603,G : 126.878841 37.517603; G : 126.877871 37.517462,G : 126.877871 37.517462; G : 126.876888 37.517389,G : 126.876888 37.517389; G : 126.875901 37.517385,G : 126.875901 37.517385; G : 126.874918 37.517449,G : 126.874918 37.517449; G : 126.873945 37.517581,G : 126.873945 37.517581; G : 126.872990 37.517780,G : 126.872990 37.517780; G : 126.872061 37.518045,G : 126.872061 37.518045; G : 126.871165 37.518373,G : 126.871165 37.518373; G : 126.870307 37.518762,G : 126.870307 37.518762; G : 126.869496 37.519210,G : 126.869496 37.519210; G : 126.868736 37.519711,G : 126.868736 37.519711; G : 126.868035 37.520264,G : 126.868035 37.520264; G : 126.867396 37.520863,G : 126.867396 37.520863; G : 126.866825 37.521505,G : 126.866825 37.521505; G : 126.866327 37.522183,G : 126.866327 37.522183; G : 126.865905 37.522894,G : 126.865905 37.522894; G : 126.865562 37.523631,G : 126.865562 37.523631; G : 126.865302 37.524389,G : 126.865302 37.524389; G : 126.865125 37.525162,G : 126.865125 37.525162; G : 126.865033 37.525945,G : 126.865033 37.525945; G : 126.865020 37.526389,I : 126.865020 37.526389; I : 126.896941 37.614081,J : 126.896941 37.614081; J : 126.896941 37.614081,K : 126.896941 37.614081; K : 126.896406 37.614328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-7,UAM0014,6인승,6,사당·이수,1,1,07:12:15,영등포·여의도,2,3,07:29:49,A : 126.891656 37.516193; A : 126.891746 37.515954,B : 126.891746 37.515954; B : 126.891746 37.515954,C : 126.891746 37.515954; C : 126.974316 37.486692,E : 126.974316 37.486692; E : 126.973151 37.486100,E : 126.973151 37.486100; E : 126.972055 37.485430,E : 126.972055 37.485430; E : 126.971037 37.484687,E : 126.971037 37.484687; E : 126.970104 37.483876,E : 126.970104 37.483876; E : 126.969264 37.483003,E : 126.969264 37.483003; E : 126.968522 37.482074,F : 126.968522 37.482074 L-1000; F : 126.968097 37.481448 L-1000,F : 126.968097 37.481448 R-1000; F : 126.939936 37.492769 R-1000,F : 126.939936 37.492769 R-1000; F : 126.908275 37.516016 R-1000,G : 126.908275 37.516016; G : 126.911160 37.518085,G : 126.911160 37.518085; G : 126.910281 37.518934,G : 126.910281 37.518934; G : 126.909498 37.519841,G : 126.909498 37.519841; G : 126.908818 37.520799,G : 126.908818 37.520799; G : 126.908244 37.521800,G : 126.908244 37.521800; G : 126.907783 37.522837,G : 126.907783 37.522837; G : 126.907437 37.523903,G : 126.907437 37.523903; G : 126.907209 37.524988,G : 126.907209 37.524988; G : 126.907100 37.526085,G : 126.907100 37.526085; G : 126.907112 37.527186,G : 126.907112 37.527186; G : 126.907244 37.528281,G : 126.907244 37.528281; G : 126.907496 37.529363,G : 126.907496 37.529363; G : 126.907865 37.530424,G : 126.907865 37.530424; G : 126.908348 37.531454,G : 126.908348 37.531454; G : 126.908943 37.532448,G : 126.908943 37.532448; G : 126.909644 37.533396,G : 126.909644 37.533396; G : 126.910446 37.534292,G : 126.910446 37.534292; G : 126.911344 37.535129,G : 126.911344 37.535129; G : 126.912329 37.535900,G : 126.912329 37.535900; G : 126.913395 37.536600,G : 126.913395 37.536600; G : 126.914534 37.537224,G : 126.914534 37.537224; G : 126.915737 37.537766,G : 126.915737 37.537766; G : 126.916994 37.538222,G : 126.916994 37.538222; G : 126.918297 37.538590,G : 126.918297 37.538590; G : 126.919634 37.538866,G : 126.919634 37.538866; G : 126.920997 37.539047,G : 126.920997 37.539047; G : 126.922375 37.539134,G : 126.922375 37.539134; G : 126.922930 37.539142,I : 126.922930 37.539142; I : 126.917188 37.583335,J : 126.917188 37.583335; J : 126.917188 37.583335,K : 126.917188 37.583335; K : 126.916450 37.583186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
