LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115
16-1,UAM0031,6인승,6,망우,1,1,06:39:33,마곡,2,1,07:00:27,A : 127.052557 37.509856; A : 127.052756 37.509683,B : 127.052756 37.509683; B : 127.052756 37.509683,C : 127.052756 37.509683; C : 127.096013 37.605840,D : 127.096013 37.605840; D : 127.106423 37.614122,E : 127.106423 37.614122; E : 127.108225 37.612558,E : 127.108225 37.612558; E : 127.109849 37.610874,E : 127.109849 37.610874; E : 127.111283 37.609084,E : 127.111283 37.609084; E : 127.112515 37.607202,E : 127.112515 37.607202; E : 127.113535 37.605241,E : 127.113535 37.605241; E : 127.114337 37.603217,E : 127.114337 37.603217; E : 127.114915 37.601145,E : 127.114915 37.601145; E : 127.115263 37.599041,E : 127.115263 37.599041; E : 127.115379 37.596920,E : 127.115379 37.596920; E : 127.115263 37.594800,E : 127.115263 37.594800; E : 127.114915 37.592696,E : 127.114915 37.592696; E : 127.114338 37.590624,E : 127.114338 37.590624; E : 127.113536 37.588600,E : 127.113536 37.588600; E : 127.112515 37.586639,E : 127.112515 37.586639; E : 127.111284 37.584757,E : 127.111284 37.584757; E : 127.109851 37.582967,E : 127.109851 37.582967; E : 127.108228 37.581283,E : 127.108228 37.581283; E : 127.106426 37.579718,E : 127.106426 37.579718; E : 127.104460 37.578285,E : 127.104460 37.578285; E : 127.102345 37.576993,E : 127.102345 37.576993; E : 127.100096 37.575852,E : 127.100096 37.575852; E : 127.097731 37.574872,E : 127.097731 37.574872; E : 127.095267 37.574060,E : 127.095267 37.574060; E : 127.092724 37.573422,E : 127.092724 37.573422; E : 127.090121 37.572963,E : 127.090121 37.572963; E : 127.087478 37.572686,E : 127.087478 37.572686; E : 127.084814 37.572593,E : 127.084814 37.572593; E : 127.082150 37.572686,E : 127.082150 37.572686; E : 127.079507 37.572963,E : 127.079507 37.572963; E : 127.076904 37.573422,E : 127.076904 37.573422; E : 127.074361 37.574060,E : 127.074361 37.574060; E : 127.071897 37.574872,E : 127.071897 37.574872; E : 127.069532 37.575852,E : 127.069532 37.575852; E : 127.067283 37.576993,E : 127.067283 37.576993; E : 127.065168 37.578285,E : 127.065168 37.578285; E : 127.063202 37.579718,E : 127.063202 37.579718; E : 127.061401 37.581283,E : 127.061401 37.581283; E : 127.059777 37.582967,E : 127.059777 37.582967; E : 127.058344 37.584757,F : 127.058344 37.584757 R-1000; F : 127.058014 37.585224 R-1000,F : 127.058014 37.585224 L-1000; F : 127.049161 37.581360 L-1000,F : 127.049161 37.581360 L-1000; F : 127.023602 37.575794 L-1000,F : 127.023602 37.575794 L-1000; F : 126.976352 37.570000 L-1000,F : 126.976352 37.570000 R-1000; F : 126.952061 37.570208 R-1000,F : 126.952061 37.570208 L-1000; F : 126.923793 37.557158 L-1000,F : 126.923793 37.557158 L-1000; F : 126.891961 37.552638 L-1000,F : 126.891961 37.552638 R-1000; F : 126.861632 37.569487 R-1000,F : 126.861632 37.569487 L-1000; F : 126.831863 37.566243 L-1000,G : 126.831863 37.566243; G : 126.822257 37.565618,G : 126.822257 37.565618; G : 126.821924 37.567724,G : 126.821924 37.567724; G : 126.821362 37.569798,G : 126.821362 37.569798; G : 126.820574 37.571826,G : 126.820574 37.571826; G : 126.819568 37.573791,G : 126.819568 37.573791; G : 126.818350 37.575679,G : 126.818350 37.575679; G : 126.816930 37.577476,G : 126.816930 37.577476; G : 126.815319 37.579167,G : 126.815319 37.579167; G : 126.813529 37.580740,G : 126.813529 37.580740; G : 126.811573 37.582182,G : 126.811573 37.582182; G : 126.809467 37.583484,G : 126.809467 37.583484; G : 126.807226 37.584634,G : 126.807226 37.584634; G : 126.804867 37.585625,G : 126.804867 37.585625; G : 126.802410 37.586448,G : 126.802410 37.586448; G : 126.799871 37.587098,G : 126.799871 37.587098; G : 126.797271 37.587569,G : 126.797271 37.587569; G : 126.794629 37.587858,G : 126.794629 37.587858; G : 126.791965 37.587962,G : 126.791965 37.587962; G : 126.789300 37.587882,G : 126.789300 37.587882; G : 126.786654 37.587617,G : 126.786654 37.587617; G : 126.784047 37.587169,G : 126.784047 37.587169; G : 126.781499 37.586543,G : 126.781499 37.586543; G : 126.779030 37.585742,H : 126.779030 37.585742; H : 126.778872 37.585683,I : 126.778872 37.585683; I : 126.897210 37.690392,J : 126.897210 37.690392; J : 126.897210 37.690392,K : 126.897210 37.690392; K : 126.896897 37.690731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-2,UAM0047,6인승,6,망우,1,1,06:42:55,사당·이수,2,1,07:05:19,A : 127.052557 37.509856; A : 127.052756 37.509683,B : 127.052756 37.509683; B : 127.052756 37.509683,C : 127.052756 37.509683; C : 127.096013 37.605840,D : 127.096013 37.605840; D : 127.106423 37.614122,E : 127.106423 37.614122; E : 127.108225 37.612558,E : 127.108225 37.612558; E : 127.109849 37.610874,E : 127.109849 37.610874; E : 127.111283 37.609084,E : 127.111283 37.609084; E : 127.112515 37.607202,E : 127.112515 37.607202; E : 127.113535 37.605241,E : 127.113535 37.605241; E : 127.114337 37.603217,E : 127.114337 37.603217; E : 127.114915 37.601145,E : 127.114915 37.601145; E : 127.115263 37.599041,E : 127.115263 37.599041; E : 127.115379 37.596920,E : 127.115379 37.596920; E : 127.115263 37.594800,E : 127.115263 37.594800; E : 127.114915 37.592696,E : 127.114915 37.592696; E : 127.114338 37.590624,E : 127.114338 37.590624; E : 127.113536 37.588600,E : 127.113536 37.588600; E : 127.112515 37.586639,E : 127.112515 37.586639; E : 127.111284 37.584757,E : 127.111284 37.584757; E : 127.109851 37.582967,E : 127.109851 37.582967; E : 127.108228 37.581283,E : 127.108228 37.581283; E : 127.106426 37.579718,E : 127.106426 37.579718; E : 127.104460 37.578285,E : 127.104460 37.578285; E : 127.102345 37.576993,E : 127.102345 37.576993; E : 127.100096 37.575852,E : 127.100096 37.575852; E : 127.097731 37.574872,E : 127.097731 37.574872; E : 127.095267 37.574060,E : 127.095267 37.574060; E : 127.092724 37.573422,E : 127.092724 37.573422; E : 127.090121 37.572963,E : 127.090121 37.572963; E : 127.087478 37.572686,E : 127.087478 37.572686; E : 127.084814 37.572593,E : 127.084814 37.572593; E : 127.082150 37.572686,E : 127.082150 37.572686; E : 127.079507 37.572963,F : 127.079507 37.572963 R-1000; F : 127.078301 37.573152 R-1000,F : 127.078301 37.573152 L-1000; F : 127.069268 37.540184 L-1000,F : 127.069268 37.540184 L-1000; F : 127.064134 37.526418 L-1000,F : 127.064134 37.526418 L-1000; F : 127.073637 37.497676 L-1000,F : 127.073637 37.497676 L-1000; F : 127.032022 37.471366 L-1000,G : 127.032022 37.471366; G : 126.998024 37.474341,G : 126.998024 37.474341; G : 126.998114 37.475439,G : 126.998114 37.475439; G : 126.998085 37.476540,G : 126.998085 37.476540; G : 126.997935 37.477634,G : 126.997935 37.477634; G : 126.997666 37.478713,G : 126.997666 37.478713; G : 126.997280 37.479770,G : 126.997280 37.479770; G : 126.996780 37.480795,G : 126.996780 37.480795; G : 126.996169 37.481782,G : 126.996169 37.481782; G : 126.995453 37.482723,G : 126.995453 37.482723; G : 126.994637 37.483611,G : 126.994637 37.483611; G : 126.993727 37.484439,G : 126.993727 37.484439; G : 126.992730 37.485200,G : 126.992730 37.485200; G : 126.991653 37.485889,G : 126.991653 37.485889; G : 126.990505 37.486501,G : 126.990505 37.486501; G : 126.989294 37.487030,G : 126.989294 37.487030; G : 126.988031 37.487474,G : 126.988031 37.487474; G : 126.986723 37.487828,G : 126.986723 37.487828; G : 126.985382 37.488089,G : 126.985382 37.488089; G : 126.984017 37.488257,G : 126.984017 37.488257; G : 126.982639 37.488329,G : 126.982639 37.488329; G : 126.981258 37.488306,G : 126.981258 37.488306; G : 126.979886 37.488186,G : 126.979886 37.488186; G : 126.978531 37.487972,G : 126.978531 37.487972; G : 126.977205 37.487664,G : 126.977205 37.487664; G : 126.975918 37.487266,G : 126.975918 37.487266; G : 126.974679 37.486779,G : 126.974679 37.486779; G : 126.973498 37.486209,G : 126.973498 37.486209; G : 126.972385 37.485558,G : 126.972385 37.485558; G : 126.971346 37.484833,G : 126.971346 37.484833; G : 126.970391 37.484038,G : 126.970391 37.484038; G : 126.969526 37.483180,G : 126.969526 37.483180; G : 126.968759 37.482265,G : 126.968759 37.482265; G : 126.968094 37.481301,G : 126.968094 37.481301; G : 126.967538 37.480293,G : 126.967538 37.480293; G : 126.967094 37.479251,G : 126.967094 37.479251; G : 126.966765 37.478183,G : 126.966765 37.478183; G : 126.966555 37.477095,G : 126.966555 37.477095; G : 126.966464 37.475997,G : 126.966464 37.475997; G : 126.966494 37.474897,G : 126.966494 37.474897; G : 126.966644 37.473803,G : 126.966644 37.473803; G : 126.966912 37.472723,G : 126.966912 37.472723; G : 126.967298 37.471667,G : 126.967298 37.471667; G : 126.967799 37.470641,G : 126.967799 37.470641; G : 126.968409 37.469654,G : 126.968409 37.469654; G : 126.969125 37.468713,G : 126.969125 37.468713; G : 126.969941 37.467825,G : 126.969941 37.467825; G : 126.970851 37.466998,G : 126.970851 37.466998; G : 126.971848 37.466236,G : 126.971848 37.466236; G : 126.972924 37.465547,G : 126.972924 37.465547; G : 126.974072 37.464936,G : 126.974072 37.464936; G : 126.975282 37.464406,G : 126.975282 37.464406; G : 126.976545 37.463963,G : 126.976545 37.463963; G : 126.977853 37.463609,G : 126.977853 37.463609; G : 126.979193 37.463347,G : 126.979193 37.463347; G : 126.980558 37.463179,G : 126.980558 37.463179; G : 126.981935 37.463107,G : 126.981935 37.463107; G : 126.983315 37.463131,G : 126.983315 37.463131; G : 126.984688 37.463250,G : 126.984688 37.463250; G : 126.986042 37.463464,G : 126.986042 37.463464; G : 126.987367 37.463772,G : 126.987367 37.463772; G : 126.988654 37.464171,G : 126.988654 37.464171; G : 126.989892 37.464657,G : 126.989892 37.464657; G : 126.991073 37.465228,G : 126.991073 37.465228; G : 126.992186 37.465878,G : 126.992186 37.465878; G : 126.993225 37.466603,G : 126.993225 37.466603; G : 126.993475 37.466798,I : 126.993475 37.466798; I : 126.892137 37.516088,J : 126.892137 37.516088; J : 126.892137 37.516088,K : 126.892137 37.516088; K : 126.891656 37.516193,,,,,,,,
16-3,UAM0081,6인승,6,망우,1,1,06:52:33,광화문,2,1,07:10:51,A : 127.052557 37.509856; A : 127.052756 37.509683,B : 127.052756 37.509683; B : 127.052756 37.509683,C : 127.052756 37.509683; C : 127.096013 37.605840,D : 127.096013 37.605840; D : 127.106423 37.614122,E : 127.106423 37.614122; E : 127.108225 37.612558,E : 127.108225 37.612558; E : 127.109849 37.610874,E : 127.109849 37.610874; E : 127.111283 37.609084,E : 127.111283 37.609084; E : 127.112515 37.607202,E : 127.112515 37.607202; E : 127.113535 37.605241,E : 127.113535 37.605241; E : 127.114337 37.603217,E : 127.114337 37.603217; E : 127.114915 37.601145,E : 127.114915 37.601145; E : 127.115263 37.599041,E : 127.115263 37.599041; E : 127.115379 37.596920,E : 127.115379 37.596920; E : 127.115263 37.594800,E : 127.115263 37.594800; E : 127.114915 37.592696,E : 127.114915 37.592696; E : 127.114338 37.590624,E : 127.114338 37.590624; E : 127.113536 37.588600,E : 127.113536 37.588600; E : 127.112515 37.586639,E : 127.112515 37.586639; E : 127.111284 37.584757,E : 127.111284 37.584757; E : 127.109851 37.582967,E : 127.109851 37.582967; E : 127.108228 37.581283,E : 127.108228 37.581283; E : 127.106426 37.579718,E : 127.106426 37.579718; E : 127.104460 37.578285,E : 127.104460 37.578285; E : 127.102345 37.576993,E : 127.102345 37.576993; E : 127.100096 37.575852,E : 127.100096 37.575852; E : 127.097731 37.574872,E : 127.097731 37.574872; E : 127.095267 37.574060,E : 127.095267 37.574060; E : 127.092724 37.573422,E : 127.092724 37.573422; E : 127.090121 37.572963,E : 127.090121 37.572963; E : 127.087478 37.572686,E : 127.087478 37.572686; E : 127.084814 37.572593,E : 127.084814 37.572593; E : 127.082150 37.572686,E : 127.082150 37.572686; E : 127.079507 37.572963,E : 127.079507 37.572963; E : 127.076904 37.573422,E : 127.076904 37.573422; E : 127.074361 37.574060,E : 127.074361 37.574060; E : 127.071897 37.574872,E : 127.071897 37.574872; E : 127.069532 37.575852,E : 127.069532 37.575852; E : 127.067283 37.576993,E : 127.067283 37.576993; E : 127.065168 37.578285,E : 127.065168 37.578285; E : 127.063202 37.579718,E : 127.063202 37.579718; E : 127.061401 37.581283,E : 127.061401 37.581283; E : 127.059777 37.582967,E : 127.059777 37.582967; E : 127.058344 37.584757,F : 127.058344 37.584757 R-1000; F : 127.058014 37.585224 R-1000,F : 127.058014 37.585224 L-1000; F : 127.049161 37.581360 L-1000,F : 127.049161 37.581360 L-1000; F : 127.023602 37.575794 L-1000,G : 127.023602 37.575794; G : 127.006560 37.573704,G : 127.006560 37.573704; G : 127.006039 37.575786,G : 127.006039 37.575786; G : 127.005293 37.577823,G : 127.005293 37.577823; G : 127.004326 37.579801,G : 127.004326 37.579801; G : 127.003146 37.581704,G : 127.003146 37.581704; G : 127.001762 37.583518,G : 127.001762 37.583518; G : 127.000185 37.585230,G : 127.000185 37.585230; G : 126.998427 37.586825,H : 126.998427 37.586825; H : 126.997963 37.587202,I : 126.997963 37.587202; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.977705 37.571541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-4,UAM0082,6인승,6,망우,1,2,06:52:45,상암·수색,2,1,07:13:49,A : 127.052440 37.509959; A : 127.052756 37.509683,B : 127.052756 37.509683; B : 127.052756 37.509683,C : 127.052756 37.509683; C : 127.096013 37.605840,D : 127.096013 37.605840; D : 127.106423 37.614122,E : 127.106423 37.614122; E : 127.108225 37.612558,E : 127.108225 37.612558; E : 127.109849 37.610874,E : 127.109849 37.610874; E : 127.111283 37.609084,E : 127.111283 37.609084; E : 127.112515 37.607202,E : 127.112515 37.607202; E : 127.113535 37.605241,E : 127.113535 37.605241; E : 127.114337 37.603217,E : 127.114337 37.603217; E : 127.114915 37.601145,E : 127.114915 37.601145; E : 127.115263 37.599041,E : 127.115263 37.599041; E : 127.115379 37.596920,E : 127.115379 37.596920; E : 127.115263 37.594800,E : 127.115263 37.594800; E : 127.114915 37.592696,E : 127.114915 37.592696; E : 127.114338 37.590624,E : 127.114338 37.590624; E : 127.113536 37.588600,E : 127.113536 37.588600; E : 127.112515 37.586639,E : 127.112515 37.586639; E : 127.111284 37.584757,E : 127.111284 37.584757; E : 127.109851 37.582967,E : 127.109851 37.582967; E : 127.108228 37.581283,E : 127.108228 37.581283; E : 127.106426 37.579718,E : 127.106426 37.579718; E : 127.104460 37.578285,E : 127.104460 37.578285; E : 127.102345 37.576993,E : 127.102345 37.576993; E : 127.100096 37.575852,E : 127.100096 37.575852; E : 127.097731 37.574872,E : 127.097731 37.574872; E : 127.095267 37.574060,E : 127.095267 37.574060; E : 127.092724 37.573422,E : 127.092724 37.573422; E : 127.090121 37.572963,E : 127.090121 37.572963; E : 127.087478 37.572686,E : 127.087478 37.572686; E : 127.084814 37.572593,E : 127.084814 37.572593; E : 127.082150 37.572686,E : 127.082150 37.572686; E : 127.079507 37.572963,E : 127.079507 37.572963; E : 127.076904 37.573422,E : 127.076904 37.573422; E : 127.074361 37.574060,E : 127.074361 37.574060; E : 127.071897 37.574872,E : 127.071897 37.574872; E : 127.069532 37.575852,E : 127.069532 37.575852; E : 127.067283 37.576993,E : 127.067283 37.576993; E : 127.065168 37.578285,E : 127.065168 37.578285; E : 127.063202 37.579718,E : 127.063202 37.579718; E : 127.061401 37.581283,E : 127.061401 37.581283; E : 127.059777 37.582967,E : 127.059777 37.582967; E : 127.058344 37.584757,F : 127.058344 37.584757 R-1000; F : 127.058014 37.585224 R-1000,F : 127.058014 37.585224 L-1000; F : 127.049161 37.581360 L-1000,F : 127.049161 37.581360 L-1000; F : 127.023602 37.575794 L-1000,F : 127.023602 37.575794 L-1000; F : 126.976352 37.570000 L-1000,F : 126.976352 37.570000 R-1000; F : 126.952061 37.570208 R-1000,F : 126.952061 37.570208 L-1000; F : 126.923793 37.557158 L-1000,G : 126.923793 37.557158; G : 126.905708 37.559904,G : 126.905708 37.559904; G : 126.905390 37.558834,G : 126.905390 37.558834; G : 126.904956 37.557789,G : 126.904956 37.557789; G : 126.904409 37.556778,G : 126.904409 37.556778; G : 126.903754 37.555809,G : 126.903754 37.555809; G : 126.902995 37.554889,G : 126.902995 37.554889; G : 126.902139 37.554026,G : 126.902139 37.554026; G : 126.901191 37.553225,G : 126.901191 37.553225; G : 126.900159 37.552493,G : 126.900159 37.552493; G : 126.899051 37.551835,G : 126.899051 37.551835; G : 126.897875 37.551257,G : 126.897875 37.551257; G : 126.896640 37.550762,G : 126.896640 37.550762; G : 126.895356 37.550355,G : 126.895356 37.550355; G : 126.894032 37.550039,G : 126.894032 37.550039; G : 126.892679 37.549816,G : 126.892679 37.549816; G : 126.891306 37.549687,G : 126.891306 37.549687; G : 126.889925 37.549655,G : 126.889925 37.549655; G : 126.888545 37.549718,G : 126.888545 37.549718; G : 126.887177 37.549877,G : 126.887177 37.549877; G : 126.885832 37.550130,G : 126.885832 37.550130; G : 126.884520 37.550476,G : 126.884520 37.550476; G : 126.883250 37.550911,G : 126.883250 37.550911; G : 126.882033 37.551432,G : 126.882033 37.551432; G : 126.880878 37.552037,G : 126.880878 37.552037; G : 126.879794 37.552719,G : 126.879794 37.552719; G : 126.878788 37.553473,G : 126.878788 37.553473; G : 126.877868 37.554295,G : 126.877868 37.554295; G : 126.877042 37.555177,G : 126.877042 37.555177; G : 126.876316 37.556114,G : 126.876316 37.556114; G : 126.875695 37.557097,G : 126.875695 37.557097; G : 126.875184 37.558119,G : 126.875184 37.558119; G : 126.874786 37.559173,G : 126.874786 37.559173; G : 126.874506 37.560251,G : 126.874506 37.560251; G : 126.874345 37.561344,G : 126.874345 37.561344; G : 126.874304 37.562444,G : 126.874304 37.562444; G : 126.874383 37.563542,G : 126.874383 37.563542; G : 126.874583 37.564631,G : 126.874583 37.564631; G : 126.874901 37.565702,G : 126.874901 37.565702; G : 126.875335 37.566747,G : 126.875335 37.566747; G : 126.875881 37.567758,G : 126.875881 37.567758; G : 126.876537 37.568727,G : 126.876537 37.568727; G : 126.877296 37.569646,G : 126.877296 37.569646; G : 126.878153 37.570510,G : 126.878153 37.570510; G : 126.879101 37.571311,G : 126.879101 37.571311; G : 126.880133 37.572043,G : 126.880133 37.572043; G : 126.881241 37.572701,G : 126.881241 37.572701; G : 126.882418 37.573279,G : 126.882418 37.573279; G : 126.883653 37.573773,G : 126.883653 37.573773; G : 126.884937 37.574180,G : 126.884937 37.574180; G : 126.886261 37.574497,G : 126.886261 37.574497; G : 126.887615 37.574720,G : 126.887615 37.574720; G : 126.888988 37.574848,G : 126.888988 37.574848; G : 126.890149 37.574882,I : 126.890149 37.574882; I : 126.937164 37.623128,J : 126.937164 37.623128; J : 126.937164 37.623128,K : 126.937164 37.623128; K : 126.936806 37.623428,,,,,,,,,,
16-5,UAM0007,6인승,6,망우,1,2,07:06:04,영등포·여의도,2,1,07:25:49,A : 127.052440 37.509959; A : 127.052756 37.509683,B : 127.052756 37.509683; B : 127.052756 37.509683,C : 127.052756 37.509683; C : 127.096013 37.605840,D : 127.096013 37.605840; D : 127.106423 37.614122,E : 127.106423 37.614122; E : 127.108225 37.612558,E : 127.108225 37.612558; E : 127.109849 37.610874,E : 127.109849 37.610874; E : 127.111283 37.609084,E : 127.111283 37.609084; E : 127.112515 37.607202,E : 127.112515 37.607202; E : 127.113535 37.605241,E : 127.113535 37.605241; E : 127.114337 37.603217,E : 127.114337 37.603217; E : 127.114915 37.601145,E : 127.114915 37.601145; E : 127.115263 37.599041,E : 127.115263 37.599041; E : 127.115379 37.596920,E : 127.115379 37.596920; E : 127.115263 37.594800,E : 127.115263 37.594800; E : 127.114915 37.592696,E : 127.114915 37.592696; E : 127.114338 37.590624,E : 127.114338 37.590624; E : 127.113536 37.588600,E : 127.113536 37.588600; E : 127.112515 37.586639,E : 127.112515 37.586639; E : 127.111284 37.584757,E : 127.111284 37.584757; E : 127.109851 37.582967,E : 127.109851 37.582967; E : 127.108228 37.581283,E : 127.108228 37.581283; E : 127.106426 37.579718,E : 127.106426 37.579718; E : 127.104460 37.578285,E : 127.104460 37.578285; E : 127.102345 37.576993,E : 127.102345 37.576993; E : 127.100096 37.575852,E : 127.100096 37.575852; E : 127.097731 37.574872,E : 127.097731 37.574872; E : 127.095267 37.574060,E : 127.095267 37.574060; E : 127.092724 37.573422,E : 127.092724 37.573422; E : 127.090121 37.572963,E : 127.090121 37.572963; E : 127.087478 37.572686,E : 127.087478 37.572686; E : 127.084814 37.572593,E : 127.084814 37.572593; E : 127.082150 37.572686,E : 127.082150 37.572686; E : 127.079507 37.572963,E : 127.079507 37.572963; E : 127.076904 37.573422,E : 127.076904 37.573422; E : 127.074361 37.574060,E : 127.074361 37.574060; E : 127.071897 37.574872,E : 127.071897 37.574872; E : 127.069532 37.575852,E : 127.069532 37.575852; E : 127.067283 37.576993,E : 127.067283 37.576993; E : 127.065168 37.578285,E : 127.065168 37.578285; E : 127.063202 37.579718,E : 127.063202 37.579718; E : 127.061401 37.581283,E : 127.061401 37.581283; E : 127.059777 37.582967,E : 127.059777 37.582967; E : 127.058344 37.584757,F : 127.058344 37.584757 R-1000; F : 127.058014 37.585224 R-1000,F : 127.058014 37.585224 L-1000; F : 127.049161 37.581360 L-1000,F : 127.049161 37.581360 L-1000; F : 127.038319 37.562009 L-1000,F : 127.038319 37.562009 L-1000; F : 127.034358 37.535338 L-1000,F : 127.034358 37.535338 L-1000; F : 127.016029 37.509389 L-1000,F : 127.016029 37.509389 L-1000; F : 126.983909 37.497676 L-1000,F : 126.983909 37.497676 R-1000; F : 126.952471 37.508578 R-1000,G : 126.952471 37.508578; G : 126.935507 37.518847,G : 126.935507 37.518847; G : 126.934624 37.518000,G : 126.934624 37.518000; G : 126.933651 37.517219,G : 126.933651 37.517219; G : 126.932597 37.516507,G : 126.932597 37.516507; G : 126.931470 37.515872,G : 126.931470 37.515872; G : 126.930276 37.515317,G : 126.930276 37.515317; G : 126.929027 37.514847,G : 126.929027 37.514847; G : 126.927731 37.514466,G : 126.927731 37.514466; G : 126.926399 37.514176,G : 126.926399 37.514176; G : 126.925039 37.513980,G : 126.925039 37.513980; G : 126.923664 37.513879,G : 126.923664 37.513879; G : 126.922282 37.513873,G : 126.922282 37.513873; G : 126.920906 37.513964,G : 126.920906 37.513964; G : 126.919544 37.514150,G : 126.919544 37.514150; G : 126.918208 37.514430,G : 126.918208 37.514430; G : 126.916908 37.514801,G : 126.916908 37.514801; G : 126.915653 37.515262,G : 126.915653 37.515262; G : 126.914453 37.515807,G : 126.914453 37.515807; G : 126.913318 37.516434,G : 126.913318 37.516434; G : 126.912255 37.517138,G : 126.912255 37.517138; G : 126.911274 37.517912,G : 126.911274 37.517912; G : 126.910381 37.518752,G : 126.910381 37.518752; G : 126.909583 37.519650,G : 126.909583 37.519650; G : 126.908887 37.520600,G : 126.908887 37.520600; G : 126.908297 37.521596,G : 126.908297 37.521596; G : 126.907818 37.522628,G : 126.907818 37.522628; G : 126.907454 37.523689,G : 126.907454 37.523689; G : 126.907208 37.524772,G : 126.907208 37.524772; G : 126.907081 37.525868,G : 126.907081 37.525868; G : 126.907074 37.526968,G : 126.907074 37.526968; G : 126.907188 37.528065,G : 126.907188 37.528065; G : 126.907422 37.529150,G : 126.907422 37.529150; G : 126.907773 37.530214,G : 126.907773 37.530214; G : 126.908239 37.531250,G : 126.908239 37.531250; G : 126.908817 37.532250,G : 126.908817 37.532250; G : 126.909502 37.533205,G : 126.909502 37.533205; G : 126.910290 37.534110,G : 126.910290 37.534110; G : 126.911173 37.534956,G : 126.911173 37.534956; G : 126.912145 37.535738,G : 126.912145 37.535738; G : 126.913199 37.536449,G : 126.913199 37.536449; G : 126.914328 37.537085,G : 126.914328 37.537085; G : 126.915521 37.537639,G : 126.915521 37.537639; G : 126.916771 37.538109,G : 126.916771 37.538109; G : 126.918067 37.538491,G : 126.918067 37.538491; G : 126.919400 37.538780,G : 126.919400 37.538780; G : 126.920760 37.538977,G : 126.920760 37.538977; G : 126.922136 37.539078,G : 126.922136 37.539078; G : 126.922902 37.539093,I : 126.922902 37.539093; I : 126.917188 37.583335,J : 126.917188 37.583335; J : 126.917188 37.583335,K : 126.917188 37.583335; K : 126.916759 37.583079,,,,,,,,,,,,,,
