LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112
13-1,UAM0017,6인승,6,강남,1,1,06:34:59,광화문,2,3,06:53:21,A : 126.927981 37.499338; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,F : 127.046693 37.511929 R-2000; F : 127.045671 37.512851 R-2000,F : 127.045671 37.512851 R-2000; F : 127.064054 37.526458 R-2000,F : 127.064054 37.526458 R-2000; F : 127.034301 37.535379 R-2000,F : 127.034301 37.535379 R-2000; F : 127.038261 37.562049 R-2000,F : 127.038261 37.562049 R-2000; F : 127.049101 37.581401 R-2000,F : 127.049101 37.581401 L-2000; F : 127.023541 37.575834 L-2000,G : 127.023541 37.575834; G : 127.006499 37.573745,G : 127.006499 37.573745; G : 127.005978 37.575826,G : 127.005978 37.575826; G : 127.005232 37.577863,G : 127.005232 37.577863; G : 127.004265 37.579841,G : 127.004265 37.579841; G : 127.003085 37.581745,G : 127.003085 37.581745; G : 127.001702 37.583559,G : 127.001702 37.583559; G : 127.000125 37.585270,G : 127.000125 37.585270; G : 126.998366 37.586866,H : 126.998366 37.586866; H : 126.997903 37.587242,I : 126.997903 37.587242; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.978035 37.571495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-2,UAM0024,6인승,6,강남,1,1,06:38:27,망우,2,3,06:56:34,A : 126.927981 37.499338; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,F : 127.046693 37.511929 R-2000; F : 127.045671 37.512851 R-2000,F : 127.045671 37.512851 R-2000; F : 127.064054 37.526458 R-2000,F : 127.064054 37.526458 R-2000; F : 127.069186 37.540224 R-2000,G : 127.069186 37.540224; G : 127.078216 37.573192,G : 127.078216 37.573192; G : 127.075638 37.573734,G : 127.075638 37.573734; G : 127.073129 37.574453,G : 127.073129 37.574453; G : 127.070709 37.575344,G : 127.070709 37.575344; G : 127.068395 37.576399,G : 127.068395 37.576399; G : 127.066206 37.577610,G : 127.066206 37.577610; G : 127.064157 37.578969,H : 127.064157 37.578969; H : 127.063117 37.579759,I : 127.063117 37.579759; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052322 37.510062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-3,UAM0032,6인승,6,강남,1,1,06:39:42,봉천,2,2,06:56:33,A : 126.927981 37.499338; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,E : 127.046693 37.511929; E : 127.044893 37.513493,E : 127.044893 37.513493; E : 127.042929 37.514927,E : 127.042929 37.514927; E : 127.040815 37.516219,E : 127.040815 37.516219; E : 127.038568 37.517359,E : 127.038568 37.517359; E : 127.036205 37.518339,E : 127.036205 37.518339; E : 127.033743 37.519152,E : 127.033743 37.519152; E : 127.031202 37.519790,E : 127.031202 37.519790; E : 127.028601 37.520249,E : 127.028601 37.520249; E : 127.025960 37.520526,E : 127.025960 37.520526; E : 127.023298 37.520619,E : 127.023298 37.520619; E : 127.020636 37.520526,E : 127.020636 37.520526; E : 127.017994 37.520249,E : 127.017994 37.520249; E : 127.015393 37.519790,E : 127.015393 37.519790; E : 127.012852 37.519152,E : 127.012852 37.519152; E : 127.010390 37.518339,E : 127.010390 37.518339; E : 127.008027 37.517359,E : 127.008027 37.517359; E : 127.005780 37.516219,E : 127.005780 37.516219; E : 127.003666 37.514927,E : 127.003666 37.514927; E : 127.001702 37.513493,E : 127.001702 37.513493; E : 126.999902 37.511929,E : 126.999902 37.511929; E : 126.998280 37.510245,E : 126.998280 37.510245; E : 126.996849 37.508455,E : 126.996849 37.508455; E : 126.995619 37.506572,E : 126.995619 37.506572; E : 126.994599 37.504612,E : 126.994599 37.504612; E : 126.993798 37.502587,E : 126.993798 37.502587; E : 126.993222 37.500515,E : 126.993222 37.500515; E : 126.992874 37.498411,E : 126.992874 37.498411; E : 126.992758 37.496291,E : 126.992758 37.496291; E : 126.992874 37.494171,E : 126.992874 37.494171; E : 126.993222 37.492067,E : 126.993222 37.492067; E : 126.993798 37.489995,E : 126.993798 37.489995; E : 126.994599 37.487970,E : 126.994599 37.487970; E : 126.995618 37.486010,E : 126.995618 37.486010; E : 126.996848 37.484127,E : 126.996848 37.484127; E : 126.998279 37.482337,E : 126.998279 37.482337; E : 126.999900 37.480653,F : 126.999900 37.480653 L-2000; F : 126.999960 37.480597 L-2000,F : 126.999960 37.480597 L-2000; F : 126.985898 37.471135 L-2000,G : 126.985898 37.471135; G : 126.957245 37.478810,G : 126.957245 37.478810; G : 126.956749 37.477784,G : 126.956749 37.477784; G : 126.956142 37.476795,G : 126.956142 37.476795; G : 126.955429 37.475853,G : 126.955429 37.475853; G : 126.954616 37.474963,G : 126.954616 37.474963; G : 126.953709 37.474134,G : 126.953709 37.474134; G : 126.953434 37.473909,I : 126.953434 37.473909; I : 126.882294 37.546820,J : 126.882294 37.546820; J : 126.882294 37.546820,K : 126.882294 37.546820; K : 126.881749 37.547050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-4,UAM0042,6인승,6,강남,1,1,06:42:08,영등포·여의도,2,2,06:59:33,A : 126.927981 37.499338; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,E : 127.046693 37.511929; E : 127.044893 37.513493,E : 127.044893 37.513493; E : 127.042929 37.514927,E : 127.042929 37.514927; E : 127.040815 37.516219,E : 127.040815 37.516219; E : 127.038568 37.517359,E : 127.038568 37.517359; E : 127.036205 37.518339,E : 127.036205 37.518339; E : 127.033743 37.519152,E : 127.033743 37.519152; E : 127.031202 37.519790,E : 127.031202 37.519790; E : 127.028601 37.520249,E : 127.028601 37.520249; E : 127.025960 37.520526,E : 127.025960 37.520526; E : 127.023298 37.520619,E : 127.023298 37.520619; E : 127.020636 37.520526,E : 127.020636 37.520526; E : 127.017994 37.520249,E : 127.017994 37.520249; E : 127.015393 37.519790,E : 127.015393 37.519790; E : 127.012852 37.519152,E : 127.012852 37.519152; E : 127.010390 37.518339,E : 127.010390 37.518339; E : 127.008027 37.517359,E : 127.008027 37.517359; E : 127.005780 37.516219,E : 127.005780 37.516219; E : 127.003666 37.514927,E : 127.003666 37.514927; E : 127.001702 37.513493,E : 127.001702 37.513493; E : 126.999902 37.511929,E : 126.999902 37.511929; E : 126.998280 37.510245,E : 126.998280 37.510245; E : 126.996849 37.508455,E : 126.996849 37.508455; E : 126.995619 37.506572,E : 126.995619 37.506572; E : 126.994599 37.504612,E : 126.994599 37.504612; E : 126.993798 37.502587,E : 126.993798 37.502587; E : 126.993222 37.500515,E : 126.993222 37.500515; E : 126.992874 37.498411,F : 126.992874 37.498411 L-2000; F : 126.992789 37.497393 L-2000,F : 126.992789 37.497393 R-2000; F : 126.983861 37.497716 R-2000,F : 126.983861 37.497716 R-2000; F : 126.952423 37.508618 R-2000,G : 126.952423 37.508618; G : 126.935459 37.518887,G : 126.935459 37.518887; G : 126.934576 37.518041,G : 126.934576 37.518041; G : 126.933603 37.517259,G : 126.933603 37.517259; G : 126.932549 37.516547,G : 126.932549 37.516547; G : 126.931422 37.515912,G : 126.931422 37.515912; G : 126.930228 37.515357,G : 126.930228 37.515357; G : 126.928979 37.514887,G : 126.928979 37.514887; G : 126.927683 37.514506,G : 126.927683 37.514506; G : 126.926351 37.514216,G : 126.926351 37.514216; G : 126.924991 37.514020,G : 126.924991 37.514020; G : 126.923616 37.513919,G : 126.923616 37.513919; G : 126.922234 37.513913,G : 126.922234 37.513913; G : 126.920858 37.514004,G : 126.920858 37.514004; G : 126.919496 37.514190,G : 126.919496 37.514190; G : 126.918160 37.514470,G : 126.918160 37.514470; G : 126.916860 37.514841,G : 126.916860 37.514841; G : 126.915605 37.515302,G : 126.915605 37.515302; G : 126.914405 37.515847,G : 126.914405 37.515847; G : 126.913270 37.516474,G : 126.913270 37.516474; G : 126.912207 37.517178,G : 126.912207 37.517178; G : 126.911226 37.517952,G : 126.911226 37.517952; G : 126.910333 37.518792,G : 126.910333 37.518792; G : 126.909535 37.519690,G : 126.909535 37.519690; G : 126.908839 37.520640,G : 126.908839 37.520640; G : 126.908249 37.521636,G : 126.908249 37.521636; G : 126.907770 37.522668,G : 126.907770 37.522668; G : 126.907406 37.523729,G : 126.907406 37.523729; G : 126.907160 37.524812,G : 126.907160 37.524812; G : 126.907033 37.525908,G : 126.907033 37.525908; G : 126.907026 37.527009,G : 126.907026 37.527009; G : 126.907140 37.528105,G : 126.907140 37.528105; G : 126.907373 37.529190,G : 126.907373 37.529190; G : 126.907725 37.530254,G : 126.907725 37.530254; G : 126.908191 37.531290,G : 126.908191 37.531290; G : 126.908769 37.532290,G : 126.908769 37.532290; G : 126.909454 37.533245,G : 126.909454 37.533245; G : 126.910241 37.534150,G : 126.910241 37.534150; G : 126.911125 37.534996,G : 126.911125 37.534996; G : 126.912097 37.535778,G : 126.912097 37.535778; G : 126.913151 37.536489,G : 126.913151 37.536489; G : 126.914280 37.537125,G : 126.914280 37.537125; G : 126.915473 37.537679,G : 126.915473 37.537679; G : 126.916723 37.538149,G : 126.916723 37.538149; G : 126.918019 37.538531,G : 126.918019 37.538531; G : 126.919352 37.538820,G : 126.919352 37.538820; G : 126.920712 37.539017,G : 126.920712 37.539017; G : 126.922088 37.539118,G : 126.922088 37.539118; G : 126.922854 37.539133,I : 126.922854 37.539133; I : 126.917188 37.583335,J : 126.917188 37.583335; J : 126.917188 37.583335,K : 126.917188 37.583335; K : 126.916604 37.583133,,,,,,,,,,,,
13-5,UAM0051,6인승,6,강남,1,1,06:43:58,광화문,2,3,07:06:51,A : 126.927981 37.499338; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,F : 127.046693 37.511929 R-2000; F : 127.045671 37.512851 R-2000,F : 127.045671 37.512851 R-2000; F : 127.064054 37.526458 R-2000,F : 127.064054 37.526458 R-2000; F : 127.034301 37.535379 R-2000,F : 127.034301 37.535379 R-2000; F : 127.038261 37.562049 R-2000,F : 127.038261 37.562049 R-2000; F : 127.049101 37.581401 R-2000,F : 127.049101 37.581401 L-2000; F : 127.023541 37.575834 L-2000,G : 127.023541 37.575834; G : 127.006499 37.573745,G : 127.006499 37.573745; G : 127.005978 37.575826,G : 127.005978 37.575826; G : 127.005232 37.577863,G : 127.005232 37.577863; G : 127.004265 37.579841,G : 127.004265 37.579841; G : 127.003085 37.581745,G : 127.003085 37.581745; G : 127.001702 37.583559,G : 127.001702 37.583559; G : 127.000125 37.585270,G : 127.000125 37.585270; G : 126.998366 37.586866,H : 126.998366 37.586866; H : 126.997903 37.587242,I : 126.997903 37.587242; I : 126.977341 37.571213,J : 126.977341 37.571213; J : 126.977341 37.571213,K : 126.977341 37.571213; K : 126.978035 37.571495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-6,UAM0056,6인승,6,강남,1,2,06:45:07,마곡,2,1,07:06:34,A : 126.928091 37.499459; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,E : 127.046693 37.511929; E : 127.044893 37.513493,E : 127.044893 37.513493; E : 127.042929 37.514927,E : 127.042929 37.514927; E : 127.040815 37.516219,E : 127.040815 37.516219; E : 127.038568 37.517359,E : 127.038568 37.517359; E : 127.036205 37.518339,E : 127.036205 37.518339; E : 127.033743 37.519152,E : 127.033743 37.519152; E : 127.031202 37.519790,E : 127.031202 37.519790; E : 127.028601 37.520249,E : 127.028601 37.520249; E : 127.025960 37.520526,E : 127.025960 37.520526; E : 127.023298 37.520619,E : 127.023298 37.520619; E : 127.020636 37.520526,E : 127.020636 37.520526; E : 127.017994 37.520249,E : 127.017994 37.520249; E : 127.015393 37.519790,E : 127.015393 37.519790; E : 127.012852 37.519152,E : 127.012852 37.519152; E : 127.010390 37.518339,E : 127.010390 37.518339; E : 127.008027 37.517359,E : 127.008027 37.517359; E : 127.005780 37.516219,E : 127.005780 37.516219; E : 127.003666 37.514927,E : 127.003666 37.514927; E : 127.001702 37.513493,E : 127.001702 37.513493; E : 126.999902 37.511929,E : 126.999902 37.511929; E : 126.998280 37.510245,E : 126.998280 37.510245; E : 126.996849 37.508455,E : 126.996849 37.508455; E : 126.995619 37.506572,E : 126.995619 37.506572; E : 126.994599 37.504612,E : 126.994599 37.504612; E : 126.993798 37.502587,E : 126.993798 37.502587; E : 126.993222 37.500515,E : 126.993222 37.500515; E : 126.992874 37.498411,F : 126.992874 37.498411 L-2000; F : 126.992789 37.497393 L-2000,F : 126.992789 37.497393 R-2000; F : 126.983861 37.497716 R-2000,F : 126.983861 37.497716 R-2000; F : 126.952423 37.508618 R-2000,F : 126.952423 37.508618 R-2000; F : 126.940548 37.519340 R-2000,F : 126.940548 37.519340 R-2000; F : 126.925390 37.537000 R-2000,F : 126.925390 37.537000 R-2000; F : 126.902988 37.542407 R-2000,F : 126.902988 37.542407 R-2000; F : 126.892012 37.552678 R-2000,F : 126.892012 37.552678 R-2000; F : 126.861684 37.569527 R-2000,F : 126.861684 37.569527 L-2000; F : 126.831914 37.566284 L-2000,G : 126.831914 37.566284; G : 126.822308 37.565658,G : 126.822308 37.565658; G : 126.821975 37.567764,G : 126.821975 37.567764; G : 126.821413 37.569838,G : 126.821413 37.569838; G : 126.820626 37.571866,G : 126.820626 37.571866; G : 126.819620 37.573831,G : 126.819620 37.573831; G : 126.818402 37.575720,G : 126.818402 37.575720; G : 126.816982 37.577516,G : 126.816982 37.577516; G : 126.815371 37.579207,G : 126.815371 37.579207; G : 126.813580 37.580780,G : 126.813580 37.580780; G : 126.811625 37.582222,G : 126.811625 37.582222; G : 126.809518 37.583524,G : 126.809518 37.583524; G : 126.807278 37.584674,G : 126.807278 37.584674; G : 126.804919 37.585665,G : 126.804919 37.585665; G : 126.802461 37.586488,G : 126.802461 37.586488; G : 126.799922 37.587138,G : 126.799922 37.587138; G : 126.797322 37.587609,G : 126.797322 37.587609; G : 126.794680 37.587898,G : 126.794680 37.587898; G : 126.792017 37.588003,G : 126.792017 37.588003; G : 126.789352 37.587922,G : 126.789352 37.587922; G : 126.786706 37.587657,G : 126.786706 37.587657; G : 126.784099 37.587209,G : 126.784099 37.587209; G : 126.781551 37.586583,G : 126.781551 37.586583; G : 126.779081 37.585782,H : 126.779081 37.585782; H : 126.778924 37.585724,I : 126.778924 37.585724; I : 126.897210 37.690392,J : 126.897210 37.690392; J : 126.897210 37.690392,K : 126.897210 37.690392; K : 126.896897 37.690731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-7,UAM0075,6인승,6,강남,1,1,06:50:26,천호·길동,2,2,07:08:23,A : 126.927981 37.499338; A : 126.927795 37.499135,B : 126.927795 37.499135; B : 126.927795 37.499135,C : 126.927795 37.499135; C : 127.036275 37.489056,D : 127.036275 37.489056; D : 127.048316 37.482337,E : 127.048316 37.482337; E : 127.049747 37.484127,E : 127.049747 37.484127; E : 127.050977 37.486010,E : 127.050977 37.486010; E : 127.051996 37.487970,E : 127.051996 37.487970; E : 127.052797 37.489995,E : 127.052797 37.489995; E : 127.053373 37.492067,E : 127.053373 37.492067; E : 127.053721 37.494171,E : 127.053721 37.494171; E : 127.053837 37.496291,E : 127.053837 37.496291; E : 127.053721 37.498411,E : 127.053721 37.498411; E : 127.053373 37.500515,E : 127.053373 37.500515; E : 127.052797 37.502587,E : 127.052797 37.502587; E : 127.051996 37.504612,E : 127.051996 37.504612; E : 127.050976 37.506572,E : 127.050976 37.506572; E : 127.049746 37.508455,E : 127.049746 37.508455; E : 127.048315 37.510245,E : 127.048315 37.510245; E : 127.046693 37.511929,F : 127.046693 37.511929 R-2000; F : 127.045671 37.512851 R-2000,F : 127.045671 37.512851 R-2000; F : 127.064054 37.526458 R-2000,F : 127.064054 37.526458 L-2000; F : 127.091204 37.524296 L-2000,G : 127.091204 37.524296; G : 127.107771 37.537045,G : 127.107771 37.537045; G : 127.108774 37.536288,G : 127.108774 37.536288; G : 127.109856 37.535603,G : 127.109856 37.535603; G : 127.111008 37.534996,G : 127.111008 37.534996; G : 127.112223 37.534471,G : 127.112223 37.534471; G : 127.113490 37.534032,G : 127.113490 37.534032; G : 127.114800 37.533683,G : 127.114800 37.533683; G : 127.116144 37.533426,G : 127.116144 37.533426; G : 127.117511 37.533264,G : 127.117511 37.533264; G : 127.118890 37.533197,G : 127.118890 37.533197; G : 127.120271 37.533226,G : 127.120271 37.533226; G : 127.121644 37.533351,G : 127.121644 37.533351; G : 127.122998 37.533571,G : 127.122998 37.533571; G : 127.123262 37.533625,I : 127.123262 37.533625; I : 127.015686 37.460352,J : 127.015686 37.460352; J : 127.015686 37.460352,K : 127.015686 37.460352; K : 127.016077 37.460796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
