LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114
12-1,UAM0013,6인승,6,광화문,1,1,06:34:21,망우,2,2,06:51:16,A : 126.977705 37.571541; A : 126.977426 37.571579,B : 126.977426 37.571579; B : 126.977426 37.571579,C : 126.977426 37.571579; C : 126.960878 37.566612,D : 126.960878 37.566612; D : 126.946665 37.563581,E : 126.946665 37.563581; E : 126.947466 37.561557,E : 126.947466 37.561557; E : 126.948487 37.559596,E : 126.948487 37.559596; E : 126.949717 37.557713,E : 126.949717 37.557713; E : 126.951150 37.555923,E : 126.951150 37.555923; E : 126.952773 37.554240,E : 126.952773 37.554240; E : 126.954573 37.552675,E : 126.954573 37.552675; E : 126.956539 37.551241,E : 126.956539 37.551241; E : 126.958653 37.549949,E : 126.958653 37.549949; E : 126.960901 37.548809,E : 126.960901 37.548809; E : 126.963266 37.547829,E : 126.963266 37.547829; E : 126.965728 37.547017,E : 126.965728 37.547017; E : 126.968270 37.546378,E : 126.968270 37.546378; E : 126.970872 37.545919,E : 126.970872 37.545919; E : 126.973515 37.545642,E : 126.973515 37.545642; E : 126.976178 37.545550,E : 126.976178 37.545550; E : 126.978840 37.545642,E : 126.978840 37.545642; E : 126.981483 37.545919,E : 126.981483 37.545919; E : 126.984085 37.546378,E : 126.984085 37.546378; E : 126.986627 37.547017,E : 126.986627 37.547017; E : 126.989090 37.547829,E : 126.989090 37.547829; E : 126.991454 37.548809,E : 126.991454 37.548809; E : 126.993702 37.549949,E : 126.993702 37.549949; E : 126.995817 37.551241,E : 126.995817 37.551241; E : 126.997782 37.552675,E : 126.997782 37.552675; E : 126.999583 37.554240,E : 126.999583 37.554240; E : 127.001205 37.555923,E : 127.001205 37.555923; E : 127.002638 37.557713,E : 127.002638 37.557713; E : 127.003869 37.559596,E : 127.003869 37.559596; E : 127.004889 37.561557,E : 127.004889 37.561557; E : 127.005690 37.563581,E : 127.005690 37.563581; E : 127.006267 37.565653,E : 127.006267 37.565653; E : 127.006615 37.567757,E : 127.006615 37.567757; E : 127.006732 37.569877,E : 127.006732 37.569877; E : 127.006615 37.571997,F : 127.006615 37.571997 R-2000; F : 127.006375 37.573581 R-2000,F : 127.006375 37.573581 R-2000; F : 127.023417 37.575671 R-2000,F : 127.023417 37.575671 R-2000; F : 127.048975 37.581237 R-2000,G : 127.048975 37.581237; G : 127.057827 37.585101,G : 127.057827 37.585101; G : 127.056648 37.587004,G : 127.056648 37.587004; G : 127.055682 37.588982,G : 127.055682 37.588982; G : 127.054936 37.591020,G : 127.054936 37.591020; G : 127.054416 37.593102,G : 127.054416 37.593102; G : 127.054127 37.595211,G : 127.054127 37.595211; G : 127.054069 37.597333,G : 127.054069 37.597333; G : 127.054244 37.599451,G : 127.054244 37.599451; G : 127.054650 37.601548,G : 127.054650 37.601548; G : 127.055285 37.603610,G : 127.055285 37.603610; G : 127.056143 37.605619,G : 127.056143 37.605619; G : 127.057218 37.607562,G : 127.057218 37.607562; G : 127.058501 37.609422,G : 127.058501 37.609422; G : 127.059984 37.611186,G : 127.059984 37.611186; G : 127.061654 37.612841,G : 127.061654 37.612841; G : 127.063499 37.614374,G : 127.063499 37.614374; G : 127.065505 37.615773,G : 127.065505 37.615773; G : 127.067657 37.617028,G : 127.067657 37.617028; G : 127.069938 37.618128,G : 127.069938 37.618128; G : 127.072331 37.619067,G : 127.072331 37.619067; G : 127.074818 37.619835,G : 127.074818 37.619835; G : 127.077379 37.620429,G : 127.077379 37.620429; G : 127.079996 37.620842,G : 127.079996 37.620842; G : 127.082648 37.621073,G : 127.082648 37.621073; G : 127.085316 37.621119,G : 127.085316 37.621119; G : 127.087978 37.620980,G : 127.087978 37.620980; G : 127.090615 37.620656,G : 127.090615 37.620656; G : 127.093206 37.620151,G : 127.093206 37.620151; G : 127.095732 37.619469,G : 127.095732 37.619469; G : 127.098174 37.618614,G : 127.098174 37.618614; G : 127.100513 37.617593,G : 127.100513 37.617593; G : 127.102731 37.616413,G : 127.102731 37.616413; G : 127.104811 37.615084,G : 127.104811 37.615084; G : 127.106738 37.613616,G : 127.106738 37.613616; G : 127.108496 37.612021,G : 127.108496 37.612021; G : 127.110073 37.610309,G : 127.110073 37.610309; G : 127.111457 37.608494,G : 127.111457 37.608494; G : 127.112636 37.606591,G : 127.112636 37.606591; G : 127.113603 37.604612,G : 127.113603 37.604612; G : 127.114348 37.602575,G : 127.114348 37.602575; G : 127.114868 37.600493,G : 127.114868 37.600493; G : 127.115158 37.598384,G : 127.115158 37.598384; G : 127.115216 37.596262,G : 127.115216 37.596262; G : 127.115041 37.594144,G : 127.115041 37.594144; G : 127.114634 37.592047,G : 127.114634 37.592047; G : 127.114000 37.589985,G : 127.114000 37.589985; G : 127.113142 37.587976,G : 127.113142 37.587976; G : 127.112068 37.586033,G : 127.112068 37.586033; G : 127.110785 37.584173,G : 127.110785 37.584173; G : 127.109303 37.582408,G : 127.109303 37.582408; G : 127.107633 37.580754,G : 127.107633 37.580754; G : 127.105789 37.579221,G : 127.105789 37.579221; G : 127.103783 37.577822,G : 127.103783 37.577822; G : 127.101633 37.576567,G : 127.101633 37.576567; G : 127.099353 37.575467,G : 127.099353 37.575467; G : 127.096961 37.574528,G : 127.096961 37.574528; G : 127.094476 37.573760,G : 127.094476 37.573760; G : 127.091916 37.573166,G : 127.091916 37.573166; G : 127.089301 37.572752,G : 127.089301 37.572752; G : 127.086650 37.572522,G : 127.086650 37.572522; G : 127.083985 37.572476,G : 127.083985 37.572476; G : 127.081324 37.572615,G : 127.081324 37.572615; G : 127.078689 37.572939,G : 127.078689 37.572939; G : 127.076099 37.573443,G : 127.076099 37.573443; G : 127.073575 37.574126,G : 127.073575 37.574126; G : 127.071134 37.574981,G : 127.071134 37.574981; G : 127.068797 37.576002,G : 127.068797 37.576002; G : 127.066580 37.577182,G : 127.066580 37.577182; G : 127.064501 37.578511,H : 127.064501 37.578511; H : 127.063046 37.579595,I : 127.063046 37.579595; I : 127.053051 37.509954,J : 127.053051 37.509954; J : 127.053051 37.509954,K : 127.053051 37.509954; K : 127.052440 37.509959
12-2,UAM0029,6인승,6,광화문,1,1,06:39:25,천호·길동,2,1,06:57:20,A : 126.977705 37.571541; A : 126.977426 37.571579,B : 126.977426 37.571579; B : 126.977426 37.571579,C : 126.977426 37.571579; C : 126.960878 37.566612,D : 126.960878 37.566612; D : 126.946665 37.563581,E : 126.946665 37.563581; E : 126.947466 37.561557,E : 126.947466 37.561557; E : 126.948487 37.559596,E : 126.948487 37.559596; E : 126.949717 37.557713,E : 126.949717 37.557713; E : 126.951150 37.555923,E : 126.951150 37.555923; E : 126.952773 37.554240,E : 126.952773 37.554240; E : 126.954573 37.552675,E : 126.954573 37.552675; E : 126.956539 37.551241,E : 126.956539 37.551241; E : 126.958653 37.549949,E : 126.958653 37.549949; E : 126.960901 37.548809,E : 126.960901 37.548809; E : 126.963266 37.547829,E : 126.963266 37.547829; E : 126.965728 37.547017,E : 126.965728 37.547017; E : 126.968270 37.546378,E : 126.968270 37.546378; E : 126.970872 37.545919,E : 126.970872 37.545919; E : 126.973515 37.545642,E : 126.973515 37.545642; E : 126.976178 37.545550,E : 126.976178 37.545550; E : 126.978840 37.545642,E : 126.978840 37.545642; E : 126.981483 37.545919,E : 126.981483 37.545919; E : 126.984085 37.546378,E : 126.984085 37.546378; E : 126.986627 37.547017,E : 126.986627 37.547017; E : 126.989090 37.547829,E : 126.989090 37.547829; E : 126.991454 37.548809,E : 126.991454 37.548809; E : 126.993702 37.549949,E : 126.993702 37.549949; E : 126.995817 37.551241,E : 126.995817 37.551241; E : 126.997782 37.552675,E : 126.997782 37.552675; E : 126.999583 37.554240,E : 126.999583 37.554240; E : 127.001205 37.555923,E : 127.001205 37.555923; E : 127.002638 37.557713,E : 127.002638 37.557713; E : 127.003869 37.559596,E : 127.003869 37.559596; E : 127.004889 37.561557,E : 127.004889 37.561557; E : 127.005690 37.563581,E : 127.005690 37.563581; E : 127.006267 37.565653,E : 127.006267 37.565653; E : 127.006615 37.567757,E : 127.006615 37.567757; E : 127.006732 37.569877,E : 127.006732 37.569877; E : 127.006615 37.571997,F : 127.006615 37.571997 R-2000; F : 127.006375 37.573581 R-2000,F : 127.006375 37.573581 R-2000; F : 127.023417 37.575671 R-2000,F : 127.023417 37.575671 R-2000; F : 127.048975 37.581237 R-2000,F : 127.048975 37.581237 L-2000; F : 127.038132 37.561886 L-2000,F : 127.038132 37.561886 L-2000; F : 127.034171 37.535215 L-2000,F : 127.034171 37.535215 L-2000; F : 127.063927 37.526295 L-2000,F : 127.063927 37.526295 L-2000; F : 127.091077 37.524133 L-2000,G : 127.091077 37.524133; G : 127.107644 37.536882,G : 127.107644 37.536882; G : 127.108647 37.536124,G : 127.108647 37.536124; G : 127.109729 37.535440,G : 127.109729 37.535440; G : 127.110881 37.534832,G : 127.110881 37.534832; G : 127.112096 37.534308,G : 127.112096 37.534308; G : 127.113363 37.533869,G : 127.113363 37.533869; G : 127.114673 37.533520,G : 127.114673 37.533520; G : 127.116017 37.533263,G : 127.116017 37.533263; G : 127.117384 37.533101,G : 127.117384 37.533101; G : 127.118763 37.533034,G : 127.118763 37.533034; G : 127.120144 37.533063,G : 127.120144 37.533063; G : 127.121517 37.533188,G : 127.121517 37.533188; G : 127.122871 37.533408,G : 127.122871 37.533408; G : 127.123135 37.533462,I : 127.123135 37.533462; I : 127.015686 37.460352,J : 127.015686 37.460352; J : 127.015686 37.460352,K : 127.015686 37.460352; K : 127.015910 37.460766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-3,UAM0060,6인승,6,광화문,1,1,06:45:43,목동,2,2,06:58:13,A : 126.977705 37.571541; A : 126.977426 37.571579,B : 126.977426 37.571579; B : 126.977426 37.571579,C : 126.977426 37.571579; C : 126.960878 37.566612,D : 126.960878 37.566612; D : 126.946665 37.563581,F : 126.946665 37.563581 L-2000; F : 126.946969 37.562738 L-2000,F : 126.946969 37.562738 L-2000; F : 126.923629 37.557035 L-2000,F : 126.923629 37.557035 L-2000; F : 126.891797 37.552515 L-2000,G : 126.891797 37.552515; G : 126.880898 37.534347,G : 126.880898 37.534347; G : 126.881769 37.533977,G : 126.881769 37.533977; G : 126.882597 37.533549,G : 126.882597 37.533549; G : 126.883374 37.533065,G : 126.883374 37.533065; G : 126.884095 37.532528,G : 126.884095 37.532528; G : 126.884755 37.531944,G : 126.884755 37.531944; G : 126.885349 37.531316,G : 126.885349 37.531316; G : 126.885872 37.530649,G : 126.885872 37.530649; G : 126.886319 37.529948,G : 126.886319 37.529948; G : 126.886688 37.529219,G : 126.886688 37.529219; G : 126.886976 37.528468,G : 126.886976 37.528468; G : 126.887181 37.527699,G : 126.887181 37.527699; G : 126.887301 37.526918,G : 126.887301 37.526918; G : 126.887335 37.526133,G : 126.887335 37.526133; G : 126.887283 37.525348,G : 126.887283 37.525348; G : 126.887145 37.524570,G : 126.887145 37.524570; G : 126.886922 37.523804,G : 126.886922 37.523804; G : 126.886617 37.523056,G : 126.886617 37.523056; G : 126.886231 37.522333,G : 126.886231 37.522333; G : 126.885767 37.521639,G : 126.885767 37.521639; G : 126.885229 37.520980,G : 126.885229 37.520980; G : 126.884621 37.520361,G : 126.884621 37.520361; G : 126.883948 37.519786,G : 126.883948 37.519786; G : 126.883214 37.519261,G : 126.883214 37.519261; G : 126.882426 37.518788,G : 126.882426 37.518788; G : 126.881588 37.518372,G : 126.881588 37.518372; G : 126.880709 37.518015,G : 126.880709 37.518015; G : 126.879794 37.517721,G : 126.879794 37.517721; G : 126.878850 37.517492,G : 126.878850 37.517492; G : 126.877885 37.517329,G : 126.877885 37.517329; G : 126.876905 37.517233,G : 126.876905 37.517233; G : 126.875919 37.517206,G : 126.875919 37.517206; G : 126.874934 37.517248,G : 126.874934 37.517248; G : 126.873957 37.517358,G : 126.873957 37.517358; G : 126.872995 37.517535,G : 126.872995 37.517535; G : 126.872057 37.517778,G : 126.872057 37.517778; G : 126.871149 37.518086,G : 126.871149 37.518086; G : 126.870278 37.518455,G : 126.870278 37.518455; G : 126.869450 37.518884,G : 126.869450 37.518884; G : 126.868673 37.519368,G : 126.868673 37.519368; G : 126.867952 37.519904,G : 126.867952 37.519904; G : 126.867292 37.520489,G : 126.867292 37.520489; G : 126.866698 37.521117,G : 126.866698 37.521117; G : 126.866176 37.521784,G : 126.866176 37.521784; G : 126.865728 37.522484,G : 126.865728 37.522484; G : 126.865359 37.523213,G : 126.865359 37.523213; G : 126.865071 37.523965,G : 126.865071 37.523965; G : 126.864866 37.524734,G : 126.864866 37.524734; G : 126.864747 37.525514,G : 126.864747 37.525514; G : 126.864712 37.526216,I : 126.864712 37.526216; I : 126.896941 37.614081,J : 126.896941 37.614081; J : 126.896941 37.614081,K : 126.896941 37.614081; K : 126.896406 37.614328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-4,UAM0067,6인승,6,광화문,1,1,06:48:45,수서·문정,2,2,07:09:21,A : 126.977705 37.571541; A : 126.977426 37.571579,B : 126.977426 37.571579; B : 126.977426 37.571579,C : 126.977426 37.571579; C : 126.960878 37.566612,D : 126.960878 37.566612; D : 126.946665 37.563581,E : 126.946665 37.563581; E : 126.947466 37.561557,E : 126.947466 37.561557; E : 126.948487 37.559596,E : 126.948487 37.559596; E : 126.949717 37.557713,E : 126.949717 37.557713; E : 126.951150 37.555923,E : 126.951150 37.555923; E : 126.952773 37.554240,E : 126.952773 37.554240; E : 126.954573 37.552675,E : 126.954573 37.552675; E : 126.956539 37.551241,E : 126.956539 37.551241; E : 126.958653 37.549949,E : 126.958653 37.549949; E : 126.960901 37.548809,E : 126.960901 37.548809; E : 126.963266 37.547829,E : 126.963266 37.547829; E : 126.965728 37.547017,E : 126.965728 37.547017; E : 126.968270 37.546378,E : 126.968270 37.546378; E : 126.970872 37.545919,E : 126.970872 37.545919; E : 126.973515 37.545642,E : 126.973515 37.545642; E : 126.976178 37.545550,E : 126.976178 37.545550; E : 126.978840 37.545642,E : 126.978840 37.545642; E : 126.981483 37.545919,E : 126.981483 37.545919; E : 126.984085 37.546378,E : 126.984085 37.546378; E : 126.986627 37.547017,E : 126.986627 37.547017; E : 126.989090 37.547829,E : 126.989090 37.547829; E : 126.991454 37.548809,E : 126.991454 37.548809; E : 126.993702 37.549949,E : 126.993702 37.549949; E : 126.995817 37.551241,E : 126.995817 37.551241; E : 126.997782 37.552675,E : 126.997782 37.552675; E : 126.999583 37.554240,E : 126.999583 37.554240; E : 127.001205 37.555923,E : 127.001205 37.555923; E : 127.002638 37.557713,E : 127.002638 37.557713; E : 127.003869 37.559596,E : 127.003869 37.559596; E : 127.004889 37.561557,E : 127.004889 37.561557; E : 127.005690 37.563581,E : 127.005690 37.563581; E : 127.006267 37.565653,E : 127.006267 37.565653; E : 127.006615 37.567757,E : 127.006615 37.567757; E : 127.006732 37.569877,E : 127.006732 37.569877; E : 127.006615 37.571997,F : 127.006615 37.571997 R-2000; F : 127.006375 37.573581 R-2000,F : 127.006375 37.573581 R-2000; F : 127.023417 37.575671 R-2000,F : 127.023417 37.575671 R-2000; F : 127.048975 37.581237 R-2000,F : 127.048975 37.581237 L-2000; F : 127.038132 37.561886 L-2000,F : 127.038132 37.561886 L-2000; F : 127.034171 37.535215 L-2000,F : 127.034171 37.535215 L-2000; F : 127.063927 37.526295 L-2000,F : 127.063927 37.526295 L-2000; F : 127.091077 37.524133 L-2000,G : 127.091077 37.524133; G : 127.094400 37.511169,G : 127.094400 37.511169; G : 127.091815 37.510654,G : 127.091815 37.510654; G : 127.089297 37.509962,G : 127.089297 37.509962; G : 127.086864 37.509097,G : 127.086864 37.509097; G : 127.084534 37.508067,G : 127.084534 37.508067; G : 127.082327 37.506879,G : 127.082327 37.506879; G : 127.080258 37.505543,G : 127.080258 37.505543; G : 127.078343 37.504067,G : 127.078343 37.504067; G : 127.076596 37.502465,G : 127.076596 37.502465; G : 127.075032 37.500747,G : 127.075032 37.500747; G : 127.073661 37.498927,G : 127.073661 37.498927; G : 127.072495 37.497019,G : 127.072495 37.497019; G : 127.071542 37.495037,G : 127.071542 37.495037; G : 127.070810 37.492997,G : 127.070810 37.492997; G : 127.070303 37.490913,G : 127.070303 37.490913; G : 127.070027 37.488802,G : 127.070027 37.488802; G : 127.069982 37.486680,G : 127.069982 37.486680; G : 127.070169 37.484563,G : 127.070169 37.484563; G : 127.070588 37.482467,G : 127.070588 37.482467; G : 127.071233 37.480408,G : 127.071233 37.480408; G : 127.072102 37.478402,G : 127.072102 37.478402; G : 127.073187 37.476464,G : 127.073187 37.476464; G : 127.074479 37.474608,G : 127.074479 37.474608; G : 127.075970 37.472849,G : 127.075970 37.472849; G : 127.077647 37.471201,G : 127.077647 37.471201; G : 127.079498 37.469675,G : 127.079498 37.469675; G : 127.081508 37.468284,G : 127.081508 37.468284; G : 127.083663 37.467037,G : 127.083663 37.467037; G : 127.085946 37.465945,G : 127.085946 37.465945; G : 127.088340 37.465016,G : 127.088340 37.465016; G : 127.090826 37.464257,G : 127.090826 37.464257; G : 127.093386 37.463673,G : 127.093386 37.463673; G : 127.096000 37.463270,G : 127.096000 37.463270; G : 127.098648 37.463049,G : 127.098648 37.463049; G : 127.101310 37.463013,G : 127.101310 37.463013; G : 127.103966 37.463163,G : 127.103966 37.463163; G : 127.106595 37.463496,G : 127.106595 37.463496; G : 127.109178 37.464011,G : 127.109178 37.464011; G : 127.111695 37.464703,G : 127.111695 37.464703; G : 127.114126 37.465568,G : 127.114126 37.465568; G : 127.116454 37.466598,G : 127.116454 37.466598; G : 127.118661 37.467786,G : 127.118661 37.467786; G : 127.120729 37.469122,G : 127.120729 37.469122; G : 127.122643 37.470598,G : 127.122643 37.470598; G : 127.124388 37.472200,G : 127.124388 37.472200; G : 127.125952 37.473918,G : 127.125952 37.473918; G : 127.127322 37.475738,G : 127.127322 37.475738; G : 127.128488 37.477646,G : 127.128488 37.477646; G : 127.129441 37.479628,G : 127.129441 37.479628; G : 127.130173 37.481668,G : 127.130173 37.481668; G : 127.130679 37.483752,G : 127.130679 37.483752; G : 127.130956 37.485863,G : 127.130956 37.485863; G : 127.131001 37.487985,G : 127.131001 37.487985; G : 127.130813 37.490102,G : 127.130813 37.490102; G : 127.130395 37.492198,G : 127.130395 37.492198; G : 127.129749 37.494257,G : 127.129749 37.494257; G : 127.128880 37.496263,G : 127.128880 37.496263; G : 127.127795 37.498201,G : 127.127795 37.498201; G : 127.126503 37.500057,G : 127.126503 37.500057; G : 127.125012 37.501816,G : 127.125012 37.501816; G : 127.123334 37.503464,G : 127.123334 37.503464; G : 127.121482 37.504990,G : 127.121482 37.504990; G : 127.119471 37.506381,G : 127.119471 37.506381; G : 127.117315 37.507628,H : 127.117315 37.507628; H : 127.115745 37.508401,I : 127.115745 37.508401; I : 126.952633 37.444074,J : 126.952633 37.444074; J : 126.952633 37.444074,K : 126.952633 37.444074; K : 126.952924 37.443602,
12-5,UAM0070,6인승,6,광화문,1,2,06:49:17,강남,2,3,07:13:36,A : 126.977871 37.571518; A : 126.977426 37.571579,B : 126.977426 37.571579; B : 126.977426 37.571579,C : 126.977426 37.571579; C : 126.960878 37.566612,D : 126.960878 37.566612; D : 126.946665 37.563581,E : 126.946665 37.563581; E : 126.947466 37.561557,E : 126.947466 37.561557; E : 126.948487 37.559596,E : 126.948487 37.559596; E : 126.949717 37.557713,E : 126.949717 37.557713; E : 126.951150 37.555923,E : 126.951150 37.555923; E : 126.952773 37.554240,E : 126.952773 37.554240; E : 126.954573 37.552675,E : 126.954573 37.552675; E : 126.956539 37.551241,E : 126.956539 37.551241; E : 126.958653 37.549949,E : 126.958653 37.549949; E : 126.960901 37.548809,E : 126.960901 37.548809; E : 126.963266 37.547829,E : 126.963266 37.547829; E : 126.965728 37.547017,E : 126.965728 37.547017; E : 126.968270 37.546378,E : 126.968270 37.546378; E : 126.970872 37.545919,E : 126.970872 37.545919; E : 126.973515 37.545642,E : 126.973515 37.545642; E : 126.976178 37.545550,E : 126.976178 37.545550; E : 126.978840 37.545642,E : 126.978840 37.545642; E : 126.981483 37.545919,E : 126.981483 37.545919; E : 126.984085 37.546378,E : 126.984085 37.546378; E : 126.986627 37.547017,E : 126.986627 37.547017; E : 126.989090 37.547829,E : 126.989090 37.547829; E : 126.991454 37.548809,E : 126.991454 37.548809; E : 126.993702 37.549949,E : 126.993702 37.549949; E : 126.995817 37.551241,E : 126.995817 37.551241; E : 126.997782 37.552675,E : 126.997782 37.552675; E : 126.999583 37.554240,E : 126.999583 37.554240; E : 127.001205 37.555923,E : 127.001205 37.555923; E : 127.002638 37.557713,E : 127.002638 37.557713; E : 127.003869 37.559596,E : 127.003869 37.559596; E : 127.004889 37.561557,E : 127.004889 37.561557; E : 127.005690 37.563581,E : 127.005690 37.563581; E : 127.006267 37.565653,E : 127.006267 37.565653; E : 127.006615 37.567757,E : 127.006615 37.567757; E : 127.006732 37.569877,E : 127.006732 37.569877; E : 127.006615 37.571997,F : 127.006615 37.571997 R-2000; F : 127.006375 37.573581 R-2000,F : 127.006375 37.573581 R-2000; F : 127.023417 37.575671 R-2000,F : 127.023417 37.575671 R-2000; F : 127.048975 37.581237 R-2000,F : 127.048975 37.581237 L-2000; F : 127.038132 37.561886 L-2000,F : 127.038132 37.561886 L-2000; F : 127.034171 37.535215 L-2000,F : 127.034171 37.535215 L-2000; F : 127.063927 37.526295 L-2000,G : 127.063927 37.526295; G : 127.045540 37.512688,G : 127.045540 37.512688; G : 127.043644 37.514178,G : 127.043644 37.514178; G : 127.041591 37.515531,G : 127.041591 37.515531; G : 127.039398 37.516736,G : 127.039398 37.516736; G : 127.037081 37.517784,G : 127.037081 37.517784; G : 127.034659 37.518668,G : 127.034659 37.518668; G : 127.032149 37.519380,G : 127.032149 37.519380; G : 127.029571 37.519915,G : 127.029571 37.519915; G : 127.026943 37.520269,G : 127.026943 37.520269; G : 127.024288 37.520439,G : 127.024288 37.520439; G : 127.021623 37.520425,G : 127.021623 37.520425; G : 127.018971 37.520225,G : 127.018971 37.520225; G : 127.016350 37.519842,G : 127.016350 37.519842; G : 127.013781 37.519278,G : 127.013781 37.519278; G : 127.011284 37.518539,G : 127.011284 37.518539; G : 127.008877 37.517628,G : 127.008877 37.517628; G : 127.006579 37.516554,G : 127.006579 37.516554; G : 127.004407 37.515325,G : 127.004407 37.515325; G : 127.002378 37.513950,H : 127.002378 37.513950; H : 127.001572 37.513330,I : 127.001572 37.513330; I : 126.928105 37.498907,J : 126.928105 37.498907; J : 126.928105 37.498907,K : 126.928105 37.498907; K : 126.928200 37.499579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
