LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124
10-1,UAM0002,6인승,6,연신내·불광,1,1,06:30:33,목동,2,1,06:45:54,A : 126.997881 37.626699; A : 126.997809 37.626447,B : 126.997809 37.626447; B : 126.997809 37.626447,C : 126.997809 37.626447; C : 126.922732 37.623759,E : 126.922732 37.623759; E : 126.924114 37.623711,E : 126.924114 37.623711; E : 126.925485 37.623567,E : 126.925485 37.623567; E : 126.926836 37.623329,E : 126.926836 37.623329; E : 126.928155 37.622998,E : 126.928155 37.622998; E : 126.929434 37.622577,E : 126.929434 37.622577; E : 126.930661 37.622069,E : 126.930661 37.622069; E : 126.931828 37.621478,E : 126.931828 37.621478; E : 126.932925 37.620808,E : 126.932925 37.620808; E : 126.933945 37.620065,E : 126.933945 37.620065; E : 126.934880 37.619253,E : 126.934880 37.619253; E : 126.935722 37.618380,E : 126.935722 37.618380; E : 126.936465 37.617452,E : 126.936465 37.617452; E : 126.937104 37.616476,E : 126.937104 37.616476; E : 126.937633 37.615459,E : 126.937633 37.615459; E : 126.938049 37.614410,E : 126.938049 37.614410; E : 126.938349 37.613335,E : 126.938349 37.613335; E : 126.938529 37.612244,E : 126.938529 37.612244; E : 126.938589 37.611145,E : 126.938589 37.611145; E : 126.938529 37.610046,E : 126.938529 37.610046; E : 126.938349 37.608955,E : 126.938349 37.608955; E : 126.938049 37.607880,E : 126.938049 37.607880; E : 126.937633 37.606831,E : 126.937633 37.606831; E : 126.937104 37.605814,E : 126.937104 37.605814; E : 126.936465 37.604838,E : 126.936465 37.604838; E : 126.935722 37.603910,E : 126.935722 37.603910; E : 126.934880 37.603037,E : 126.934880 37.603037; E : 126.933946 37.602225,E : 126.933946 37.602225; E : 126.932926 37.601482,E : 126.932926 37.601482; E : 126.931829 37.600812,E : 126.931829 37.600812; E : 126.930662 37.600221,E : 126.930662 37.600221; E : 126.929436 37.599713,E : 126.929436 37.599713; E : 126.928158 37.599292,E : 126.928158 37.599292; E : 126.926839 37.598961,E : 126.926839 37.598961; E : 126.925489 37.598723,E : 126.925489 37.598723; E : 126.924117 37.598579,E : 126.924117 37.598579; E : 126.922736 37.598531,E : 126.922736 37.598531; E : 126.921354 37.598579,E : 126.921354 37.598579; E : 126.919983 37.598723,E : 126.919983 37.598723; E : 126.918633 37.598961,E : 126.918633 37.598961; E : 126.917314 37.599292,E : 126.917314 37.599292; E : 126.916036 37.599713,E : 126.916036 37.599713; E : 126.914809 37.600221,E : 126.914809 37.600221; E : 126.913643 37.600812,E : 126.913643 37.600812; E : 126.912546 37.601482,E : 126.912546 37.601482; E : 126.911526 37.602225,F : 126.911526 37.602225 R-1000; F : 126.910738 37.602900 R-1000,F : 126.910738 37.602900 L-1000; F : 126.886814 37.586459 L-1000,F : 126.886814 37.586459 L-1000; F : 126.891908 37.552671 L-1000,G : 126.891908 37.552671; G : 126.881010 37.534503,G : 126.881010 37.534503; G : 126.881881 37.534133,G : 126.881881 37.534133; G : 126.882708 37.533705,G : 126.882708 37.533705; G : 126.883486 37.533221,G : 126.883486 37.533221; G : 126.884207 37.532684,G : 126.884207 37.532684; G : 126.884867 37.532100,G : 126.884867 37.532100; G : 126.885461 37.531472,G : 126.885461 37.531472; G : 126.885983 37.530805,G : 126.885983 37.530805; G : 126.886431 37.530105,G : 126.886431 37.530105; G : 126.886800 37.529376,G : 126.886800 37.529376; G : 126.887088 37.528624,G : 126.887088 37.528624; G : 126.887293 37.527855,G : 126.887293 37.527855; G : 126.887413 37.527075,G : 126.887413 37.527075; G : 126.887447 37.526289,G : 126.887447 37.526289; G : 126.887394 37.525504,G : 126.887394 37.525504; G : 126.887257 37.524726,G : 126.887257 37.524726; G : 126.887034 37.523960,G : 126.887034 37.523960; G : 126.886729 37.523213,G : 126.886729 37.523213; G : 126.886343 37.522489,G : 126.886343 37.522489; G : 126.885879 37.521795,G : 126.885879 37.521795; G : 126.885341 37.521136,G : 126.885341 37.521136; G : 126.884733 37.520517,G : 126.884733 37.520517; G : 126.884060 37.519943,G : 126.884060 37.519943; G : 126.883326 37.519417,G : 126.883326 37.519417; G : 126.882537 37.518944,G : 126.882537 37.518944; G : 126.881700 37.518528,G : 126.881700 37.518528; G : 126.880821 37.518171,G : 126.880821 37.518171; G : 126.879906 37.517877,G : 126.879906 37.517877; G : 126.878962 37.517648,G : 126.878962 37.517648; G : 126.877996 37.517485,G : 126.877996 37.517485; G : 126.877017 37.517390,G : 126.877017 37.517390; G : 126.876031 37.517363,G : 126.876031 37.517363; G : 126.875045 37.517404,G : 126.875045 37.517404; G : 126.874068 37.517514,G : 126.874068 37.517514; G : 126.873107 37.517691,G : 126.873107 37.517691; G : 126.872169 37.517934,G : 126.872169 37.517934; G : 126.871260 37.518242,G : 126.871260 37.518242; G : 126.870389 37.518611,G : 126.870389 37.518611; G : 126.869562 37.519040,G : 126.869562 37.519040; G : 126.868785 37.519524,G : 126.868785 37.519524; G : 126.868063 37.520060,G : 126.868063 37.520060; G : 126.867404 37.520645,G : 126.867404 37.520645; G : 126.866810 37.521273,G : 126.866810 37.521273; G : 126.866288 37.521940,G : 126.866288 37.521940; G : 126.865840 37.522640,G : 126.865840 37.522640; G : 126.865471 37.523369,G : 126.865471 37.523369; G : 126.865183 37.524121,G : 126.865183 37.524121; G : 126.864978 37.524890,G : 126.864978 37.524890; G : 126.864858 37.525670,G : 126.864858 37.525670; G : 126.864824 37.526372,I : 126.864824 37.526372; I : 126.896941 37.614081,J : 126.896941 37.614081; J : 126.896941 37.614081,K : 126.896941 37.614081; K : 126.896459 37.614187,,,,,,,,,,,,,,,,,,,,
10-2,UAM0008,6인승,6,연신내·불광,1,1,06:33:08,천호·길동,2,1,06:51:20,A : 126.997881 37.626699; A : 126.997809 37.626447,B : 126.997809 37.626447; B : 126.997809 37.626447,C : 126.997809 37.626447; C : 126.922732 37.623759,E : 126.922732 37.623759; E : 126.924114 37.623711,E : 126.924114 37.623711; E : 126.925485 37.623567,E : 126.925485 37.623567; E : 126.926836 37.623329,E : 126.926836 37.623329; E : 126.928155 37.622998,E : 126.928155 37.622998; E : 126.929434 37.622577,E : 126.929434 37.622577; E : 126.930661 37.622069,E : 126.930661 37.622069; E : 126.931828 37.621478,E : 126.931828 37.621478; E : 126.932925 37.620808,E : 126.932925 37.620808; E : 126.933945 37.620065,E : 126.933945 37.620065; E : 126.934880 37.619253,E : 126.934880 37.619253; E : 126.935722 37.618380,E : 126.935722 37.618380; E : 126.936465 37.617452,E : 126.936465 37.617452; E : 126.937104 37.616476,E : 126.937104 37.616476; E : 126.937633 37.615459,E : 126.937633 37.615459; E : 126.938049 37.614410,E : 126.938049 37.614410; E : 126.938349 37.613335,E : 126.938349 37.613335; E : 126.938529 37.612244,E : 126.938529 37.612244; E : 126.938589 37.611145,E : 126.938589 37.611145; E : 126.938529 37.610046,E : 126.938529 37.610046; E : 126.938349 37.608955,E : 126.938349 37.608955; E : 126.938049 37.607880,E : 126.938049 37.607880; E : 126.937633 37.606831,E : 126.937633 37.606831; E : 126.937104 37.605814,E : 126.937104 37.605814; E : 126.936465 37.604838,E : 126.936465 37.604838; E : 126.935722 37.603910,E : 126.935722 37.603910; E : 126.934880 37.603037,E : 126.934880 37.603037; E : 126.933946 37.602225,E : 126.933946 37.602225; E : 126.932926 37.601482,E : 126.932926 37.601482; E : 126.931829 37.600812,E : 126.931829 37.600812; E : 126.930662 37.600221,F : 126.930662 37.600221 L-1000; F : 126.930587 37.600186 L-1000,F : 126.930587 37.600186 L-1000; F : 126.952040 37.570241 L-1000,F : 126.952040 37.570241 L-1000; F : 126.976331 37.570033 L-1000,F : 126.976331 37.570033 R-1000; F : 127.023577 37.575827 R-1000,F : 127.023577 37.575827 R-1000; F : 127.049135 37.581394 R-1000,F : 127.049135 37.581394 L-1000; F : 127.038293 37.562042 L-1000,F : 127.038293 37.562042 L-1000; F : 127.034331 37.535372 L-1000,F : 127.034331 37.535372 L-1000; F : 127.064087 37.526451 L-1000,F : 127.064087 37.526451 L-1000; F : 127.091238 37.524289 L-1000,G : 127.091238 37.524289; G : 127.107805 37.537038,G : 127.107805 37.537038; G : 127.108808 37.536281,G : 127.108808 37.536281; G : 127.109889 37.535596,G : 127.109889 37.535596; G : 127.111042 37.534989,G : 127.111042 37.534989; G : 127.112256 37.534464,G : 127.112256 37.534464; G : 127.113524 37.534025,G : 127.113524 37.534025; G : 127.114834 37.533676,G : 127.114834 37.533676; G : 127.116178 37.533420,G : 127.116178 37.533420; G : 127.117544 37.533257,G : 127.117544 37.533257; G : 127.118924 37.533190,G : 127.118924 37.533190; G : 127.120305 37.533219,G : 127.120305 37.533219; G : 127.121678 37.533344,G : 127.121678 37.533344; G : 127.123032 37.533564,G : 127.123032 37.533564; G : 127.123296 37.533618,I : 127.123296 37.533618; I : 127.015686 37.460352,J : 127.015686 37.460352; J : 127.015686 37.460352,K : 127.015686 37.460352; K : 127.015910 37.460766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-3,UAM0050,6인승,6,연신내·불광,1,1,06:43:53,가산·대림,2,1,07:02:37,A : 126.997881 37.626699; A : 126.997809 37.626447,B : 126.997809 37.626447; B : 126.997809 37.626447,C : 126.997809 37.626447; C : 126.922732 37.623759,E : 126.922732 37.623759; E : 126.924114 37.623711,E : 126.924114 37.623711; E : 126.925485 37.623567,E : 126.925485 37.623567; E : 126.926836 37.623329,E : 126.926836 37.623329; E : 126.928155 37.622998,E : 126.928155 37.622998; E : 126.929434 37.622577,E : 126.929434 37.622577; E : 126.930661 37.622069,E : 126.930661 37.622069; E : 126.931828 37.621478,E : 126.931828 37.621478; E : 126.932925 37.620808,E : 126.932925 37.620808; E : 126.933945 37.620065,E : 126.933945 37.620065; E : 126.934880 37.619253,E : 126.934880 37.619253; E : 126.935722 37.618380,E : 126.935722 37.618380; E : 126.936465 37.617452,E : 126.936465 37.617452; E : 126.937104 37.616476,E : 126.937104 37.616476; E : 126.937633 37.615459,E : 126.937633 37.615459; E : 126.938049 37.614410,E : 126.938049 37.614410; E : 126.938349 37.613335,E : 126.938349 37.613335; E : 126.938529 37.612244,E : 126.938529 37.612244; E : 126.938589 37.611145,E : 126.938589 37.611145; E : 126.938529 37.610046,E : 126.938529 37.610046; E : 126.938349 37.608955,E : 126.938349 37.608955; E : 126.938049 37.607880,E : 126.938049 37.607880; E : 126.937633 37.606831,E : 126.937633 37.606831; E : 126.937104 37.605814,E : 126.937104 37.605814; E : 126.936465 37.604838,E : 126.936465 37.604838; E : 126.935722 37.603910,E : 126.935722 37.603910; E : 126.934880 37.603037,E : 126.934880 37.603037; E : 126.933946 37.602225,E : 126.933946 37.602225; E : 126.932926 37.601482,E : 126.932926 37.601482; E : 126.931829 37.600812,E : 126.931829 37.600812; E : 126.930662 37.600221,E : 126.930662 37.600221; E : 126.929436 37.599713,E : 126.929436 37.599713; E : 126.928158 37.599292,E : 126.928158 37.599292; E : 126.926839 37.598961,E : 126.926839 37.598961; E : 126.925489 37.598723,E : 126.925489 37.598723; E : 126.924117 37.598579,E : 126.924117 37.598579; E : 126.922736 37.598531,E : 126.922736 37.598531; E : 126.921354 37.598579,E : 126.921354 37.598579; E : 126.919983 37.598723,E : 126.919983 37.598723; E : 126.918633 37.598961,E : 126.918633 37.598961; E : 126.917314 37.599292,E : 126.917314 37.599292; E : 126.916036 37.599713,E : 126.916036 37.599713; E : 126.914809 37.600221,E : 126.914809 37.600221; E : 126.913643 37.600812,E : 126.913643 37.600812; E : 126.912546 37.601482,E : 126.912546 37.601482; E : 126.911526 37.602225,F : 126.911526 37.602225 R-1000; F : 126.910738 37.602900 R-1000,F : 126.910738 37.602900 L-1000; F : 126.886814 37.586459 L-1000,F : 126.886814 37.586459 L-1000; F : 126.891908 37.552671 L-1000,F : 126.891908 37.552671 L-1000; F : 126.902886 37.542399 L-1000,F : 126.902886 37.542399 L-1000; F : 126.908091 37.516000 L-1000,G : 126.908091 37.516000; G : 126.898735 37.507453,G : 126.898735 37.507453; G : 126.900664 37.505990,G : 126.900664 37.505990; G : 126.902426 37.504398,G : 126.902426 37.504398; G : 126.904008 37.502690,G : 126.904008 37.502690; G : 126.905396 37.500879,G : 126.905396 37.500879; G : 126.906581 37.498978,G : 126.906581 37.498978; G : 126.907553 37.497002,G : 126.907553 37.497002; G : 126.908306 37.494966,G : 126.908306 37.494966; G : 126.908833 37.492886,G : 126.908833 37.492886; G : 126.909130 37.490777,G : 126.909130 37.490777; G : 126.909196 37.488655,G : 126.909196 37.488655; G : 126.909029 37.486537,G : 126.909029 37.486537; G : 126.908631 37.484439,G : 126.908631 37.484439; G : 126.908006 37.482376,G : 126.908006 37.482376; G : 126.907157 37.480364,G : 126.907157 37.480364; G : 126.906091 37.478419,G : 126.906091 37.478419; G : 126.904817 37.476555,G : 126.904817 37.476555; G : 126.903344 37.474788,G : 126.903344 37.474788; G : 126.901683 37.473129,G : 126.901683 37.473129; G : 126.899847 37.471591,G : 126.899847 37.471591; G : 126.897850 37.470188,G : 126.897850 37.470188; G : 126.895707 37.468928,G : 126.895707 37.468928; G : 126.893435 37.467822,G : 126.893435 37.467822; G : 126.891050 37.466878,G : 126.891050 37.466878; G : 126.888571 37.466103,G : 126.888571 37.466103; G : 126.886017 37.465503,G : 126.886017 37.465503; G : 126.883407 37.465083,G : 126.883407 37.465083; G : 126.880762 37.464846,G : 126.880762 37.464846; G : 126.878100 37.464794,G : 126.878100 37.464794; G : 126.875443 37.464927,G : 126.875443 37.464927; G : 126.872810 37.465244,G : 126.872810 37.465244; G : 126.870222 37.465743,G : 126.870222 37.465743; G : 126.867699 37.466419,G : 126.867699 37.466419; G : 126.865259 37.467268,G : 126.865259 37.467268; G : 126.862921 37.468284,G : 126.862921 37.468284; G : 126.860703 37.469458,G : 126.860703 37.469458; G : 126.858621 37.470782,G : 126.858621 37.470782; G : 126.856693 37.472245,G : 126.856693 37.472245; G : 126.854932 37.473837,G : 126.854932 37.473837; G : 126.853351 37.475545,G : 126.853351 37.475545; G : 126.851963 37.477356,G : 126.851963 37.477356; G : 126.850779 37.479257,G : 126.850779 37.479257; G : 126.849807 37.481233,G : 126.849807 37.481233; G : 126.849054 37.483269,G : 126.849054 37.483269; G : 126.848527 37.485349,G : 126.848527 37.485349; G : 126.848230 37.487458,G : 126.848230 37.487458; G : 126.848164 37.489580,G : 126.848164 37.489580; G : 126.848331 37.491698,G : 126.848331 37.491698; G : 126.848729 37.493796,G : 126.848729 37.493796; G : 126.849355 37.495859,G : 126.849355 37.495859; G : 126.850204 37.497871,G : 126.850204 37.497871; G : 126.851270 37.499816,G : 126.851270 37.499816; G : 126.852544 37.501679,G : 126.852544 37.501679; G : 126.854018 37.503447,G : 126.854018 37.503447; G : 126.855679 37.505106,G : 126.855679 37.505106; G : 126.857516 37.506644,G : 126.857516 37.506644; G : 126.859514 37.508047,G : 126.859514 37.508047; G : 126.861658 37.509307,G : 126.861658 37.509307; G : 126.863931 37.510413,H : 126.863931 37.510413; H : 126.865789 37.511166,I : 126.865789 37.511166; I : 126.860300 37.593190,J : 126.860300 37.593190; J : 126.860300 37.593190,K : 126.860300 37.593190; K : 126.860331 37.593642,,,,,,,,
10-4,UAM0053,6인승,6,연신내·불광,1,2,06:44:29,수서·문정,2,1,07:07:21,A : 126.997924 37.626848; A : 126.997809 37.626447,B : 126.997809 37.626447; B : 126.997809 37.626447,C : 126.997809 37.626447; C : 126.922732 37.623759,E : 126.922732 37.623759; E : 126.924114 37.623711,E : 126.924114 37.623711; E : 126.925485 37.623567,E : 126.925485 37.623567; E : 126.926836 37.623329,E : 126.926836 37.623329; E : 126.928155 37.622998,E : 126.928155 37.622998; E : 126.929434 37.622577,E : 126.929434 37.622577; E : 126.930661 37.622069,E : 126.930661 37.622069; E : 126.931828 37.621478,E : 126.931828 37.621478; E : 126.932925 37.620808,E : 126.932925 37.620808; E : 126.933945 37.620065,E : 126.933945 37.620065; E : 126.934880 37.619253,E : 126.934880 37.619253; E : 126.935722 37.618380,E : 126.935722 37.618380; E : 126.936465 37.617452,E : 126.936465 37.617452; E : 126.937104 37.616476,E : 126.937104 37.616476; E : 126.937633 37.615459,E : 126.937633 37.615459; E : 126.938049 37.614410,E : 126.938049 37.614410; E : 126.938349 37.613335,E : 126.938349 37.613335; E : 126.938529 37.612244,E : 126.938529 37.612244; E : 126.938589 37.611145,E : 126.938589 37.611145; E : 126.938529 37.610046,E : 126.938529 37.610046; E : 126.938349 37.608955,E : 126.938349 37.608955; E : 126.938049 37.607880,E : 126.938049 37.607880; E : 126.937633 37.606831,E : 126.937633 37.606831; E : 126.937104 37.605814,E : 126.937104 37.605814; E : 126.936465 37.604838,E : 126.936465 37.604838; E : 126.935722 37.603910,E : 126.935722 37.603910; E : 126.934880 37.603037,E : 126.934880 37.603037; E : 126.933946 37.602225,E : 126.933946 37.602225; E : 126.932926 37.601482,E : 126.932926 37.601482; E : 126.931829 37.600812,E : 126.931829 37.600812; E : 126.930662 37.600221,F : 126.930662 37.600221 L-1000; F : 126.930587 37.600186 L-1000,F : 126.930587 37.600186 L-1000; F : 126.952040 37.570241 L-1000,F : 126.952040 37.570241 L-1000; F : 126.976331 37.570033 L-1000,F : 126.976331 37.570033 R-1000; F : 127.023577 37.575827 R-1000,F : 127.023577 37.575827 R-1000; F : 127.049135 37.581394 R-1000,F : 127.049135 37.581394 L-1000; F : 127.038293 37.562042 L-1000,F : 127.038293 37.562042 L-1000; F : 127.034331 37.535372 L-1000,F : 127.034331 37.535372 L-1000; F : 127.064087 37.526451 L-1000,F : 127.064087 37.526451 L-1000; F : 127.091238 37.524289 L-1000,G : 127.091238 37.524289; G : 127.094560 37.511325,G : 127.094560 37.511325; G : 127.091976 37.510810,G : 127.091976 37.510810; G : 127.089457 37.510118,G : 127.089457 37.510118; G : 127.087024 37.509253,G : 127.087024 37.509253; G : 127.084695 37.508223,G : 127.084695 37.508223; G : 127.082487 37.507035,G : 127.082487 37.507035; G : 127.080418 37.505699,G : 127.080418 37.505699; G : 127.078503 37.504223,G : 127.078503 37.504223; G : 127.076757 37.502621,G : 127.076757 37.502621; G : 127.075192 37.500903,G : 127.075192 37.500903; G : 127.073822 37.499083,G : 127.073822 37.499083; G : 127.072656 37.497175,G : 127.072656 37.497175; G : 127.071703 37.495193,G : 127.071703 37.495193; G : 127.070970 37.493153,G : 127.070970 37.493153; G : 127.070464 37.491069,G : 127.070464 37.491069; G : 127.070187 37.488958,G : 127.070187 37.488958; G : 127.070142 37.486836,G : 127.070142 37.486836; G : 127.070330 37.484719,G : 127.070330 37.484719; G : 127.070748 37.482623,G : 127.070748 37.482623; G : 127.071394 37.480564,G : 127.071394 37.480564; G : 127.072263 37.478558,G : 127.072263 37.478558; G : 127.073347 37.476620,G : 127.073347 37.476620; G : 127.074640 37.474764,G : 127.074640 37.474764; G : 127.076130 37.473005,G : 127.076130 37.473005; G : 127.077807 37.471357,G : 127.077807 37.471357; G : 127.079658 37.469831,G : 127.079658 37.469831; G : 127.081669 37.468440,G : 127.081669 37.468440; G : 127.083824 37.467193,G : 127.083824 37.467193; G : 127.086107 37.466102,G : 127.086107 37.466102; G : 127.088501 37.465172,G : 127.088501 37.465172; G : 127.090987 37.464413,G : 127.090987 37.464413; G : 127.093547 37.463829,G : 127.093547 37.463829; G : 127.096160 37.463426,G : 127.096160 37.463426; G : 127.098808 37.463205,G : 127.098808 37.463205; G : 127.101470 37.463170,G : 127.101470 37.463170; G : 127.104126 37.463319,G : 127.104126 37.463319; G : 127.106756 37.463652,G : 127.106756 37.463652; G : 127.109339 37.464167,G : 127.109339 37.464167; G : 127.111855 37.464859,G : 127.111855 37.464859; G : 127.114287 37.465724,G : 127.114287 37.465724; G : 127.116615 37.466754,G : 127.116615 37.466754; G : 127.118821 37.467942,G : 127.118821 37.467942; G : 127.120889 37.469278,G : 127.120889 37.469278; G : 127.122803 37.470754,G : 127.122803 37.470754; G : 127.124549 37.472356,G : 127.124549 37.472356; G : 127.126113 37.474074,G : 127.126113 37.474074; G : 127.127483 37.475894,G : 127.127483 37.475894; G : 127.128648 37.477802,G : 127.128648 37.477802; G : 127.129601 37.479784,G : 127.129601 37.479784; G : 127.130334 37.481825,G : 127.130334 37.481825; G : 127.130840 37.483908,G : 127.130840 37.483908; G : 127.131117 37.486019,G : 127.131117 37.486019; G : 127.131161 37.488141,G : 127.131161 37.488141; G : 127.130974 37.490258,G : 127.130974 37.490258; G : 127.130556 37.492354,G : 127.130556 37.492354; G : 127.129910 37.494413,G : 127.129910 37.494413; G : 127.129041 37.496419,G : 127.129041 37.496419; G : 127.127956 37.498358,G : 127.127956 37.498358; G : 127.126663 37.500213,G : 127.126663 37.500213; G : 127.125172 37.501972,G : 127.125172 37.501972; G : 127.123494 37.503620,G : 127.123494 37.503620; G : 127.121643 37.505146,G : 127.121643 37.505146; G : 127.119631 37.506537,G : 127.119631 37.506537; G : 127.117475 37.507784,H : 127.117475 37.507784; H : 127.115905 37.508557,I : 127.115905 37.508557; I : 126.952633 37.444074,J : 126.952633 37.444074; J : 126.952633 37.444074,K : 126.952633 37.444074; K : 126.952964 37.443752,,,,,,,,,,,,,,
