"LocalID","ID","Type","Pax","From","DepFATO_No","DepGate_No","STD","To","ArrFATO_No","ArrGate_No","STA","DepGateIn","DepGateOut","DepFATOIn","DepFATOOut","ArrFATOIn","ArrFATOOut","ArrGateIn","ArrGateOut"
"9-76","UAM0259","6인승","6","성수","1","3","09:09:08","여의도","2","2","09:56:47","09:14:38","09:15:38","09:35:08","09:37:08","09:56:47","09:58:47","10:03:47","10:09:47"
"9-77","UAM0107","6인승","6","성수","1","2","09:09:35","마곡","2","4","11:44:42","09:26:38","09:27:38","09:37:08","09:39:08","11:44:42","11:46:42","11:51:42","11:57:42"
"9-78","UAM0685","6인승","6","성수","1","4","09:09:40","가산","2","4","09:56:39","09:08:40","09:09:40","09:39:08","09:41:08","09:56:39","09:58:39","10:03:39","10:09:39"
"9-79","UAM0693","6인승","6","성수","1","5","09:10:45","망우","2","3","10:06:52","09:09:45","09:10:45","09:41:08","09:43:08","10:06:52","10:08:52","10:13:52","10:19:52"
"9-80","UAM0454","6인승","6","성수","1","1","09:14:05","수서","2","3","09:58:43","09:21:08","09:22:08","09:43:08","09:45:08","09:58:43","10:00:43","10:05:43","10:11:43"
"9-81","UAM0292","6인승","6","성수","1","3","09:19:14","사당","2","4","10:01:39","09:37:08","09:38:08","09:45:08","09:47:08","10:01:39","10:03:39","10:08:39","10:14:39"
"9-82","UAM0291","6인승","6","성수","1","2","09:22:26","목동","2","1","12:36:55","09:35:08","09:36:08","09:47:08","09:49:08","12:36:55","12:38:55","12:43:55","12:49:55"
"9-83","UAM0321","6인승","6","성수","1","4","09:22:34","상암","2","3","10:07:01","09:26:38","09:27:38","09:49:08","09:51:08","10:07:01","10:09:01","10:14:01","10:20:01"
"9-84","UAM0125","6인승","6","성수","1","1","09:23:59","연신내","2","2","10:03:13","09:22:59","09:23:59","09:51:08","09:53:08","10:03:13","10:05:13","10:10:13","10:16:13"
"9-85","UAM0343","6인승","6","성수","1","2","09:28:30","수서","2","3","10:13:41","09:43:38","09:44:38","09:53:08","09:55:08","10:13:41","10:15:41","10:20:41","10:26:41"
"9-86","UAM0064","6인승","6","성수","1","3","09:28:34","여의도","2","1","10:05:51","09:45:38","09:46:38","09:55:08","09:57:08","10:05:51","10:07:51","10:12:51","10:18:51"
"9-87","UAM0106","6인승","6","성수","1","4","09:29:06","가산","2","3","10:36:39","09:28:08","09:29:08","09:57:08","09:59:08","10:36:39","10:38:39","10:43:39","10:49:39"
"9-88","UAM0143","6인승","6","성수","1","5","09:29:35","망우","2","1","10:27:58","09:28:38","09:29:38","09:59:08","10:01:08","10:27:58","10:29:58","10:34:58","10:40:58"
"9-89","UAM0750","6인승","6","성수","1","6","09:29:58","봉천","2","4","10:12:37","09:28:58","09:29:58","10:01:08","10:03:08","10:12:37","10:14:37","10:19:37","10:25:37"
"9-90","UAM0505","6인승","6","성수","1","1","09:36:56","목동","2","2","13:04:55","09:47:08","09:48:08","10:03:08","10:05:08","13:04:55","13:06:55","13:11:55","13:17:55"
"9-91","UAM0551","6인승","6","성수","1","3","09:38:54","미아","2","5","10:16:12","09:47:08","09:48:08","10:05:08","10:07:08","10:16:12","10:18:12","10:23:12","10:29:12"
"9-92","UAM0165","6인승","6","성수","1","3","09:42:16","사당","2","3","10:18:33","09:48:38","09:49:38","10:07:08","10:09:08","10:18:33","10:20:33","10:25:33","10:31:33"
"9-93","UAM0282","6인승","6","성수","1","1","09:45:53","마곡","2","4","12:50:42","09:48:38","09:49:38","10:09:08","10:11:08","12:50:42","12:52:42","12:57:42","13:03:42"
"9-94","UAM0119","6인승","6","성수","1","2","09:47:33","상암","2","4","10:24:26","09:46:33","09:47:33","10:11:08","10:13:08","10:24:26","10:26:26","10:31:26","10:37:26"
"9-95","UAM0562","6인승","6","성수","1","1","09:48:02","봉천","2","3","10:27:44","09:50:08","09:51:08","10:13:08","10:15:08","10:27:44","10:29:44","10:34:44","10:40:44"
"9-96","UAM0380","6인승","6","성수","1","2","09:50:08","사당","2","6","10:43:39","10:01:45","10:02:45","10:15:08","10:17:08","10:43:39","10:45:39","10:50:39","10:56:39"
"9-97","UAM0566","6인승","6","성수","1","4","09:51:01","목동","2","4","13:40:55","09:50:01","09:51:01","10:17:08","10:19:08","13:40:55","13:42:55","13:47:55","13:53:55"
"9-98","UAM0537","6인승","6","성수","1","2","09:56:43","마곡","2","1","13:06:42","10:03:15","10:04:15","10:19:08","10:21:08","13:06:42","13:08:42","13:13:42","13:19:42"
"9-99","UAM0189","6인승","6","성수","1","3","09:57:30","여의도","2","5","10:31:51","09:59:45","10:00:45","10:21:08","10:23:08","10:31:51","10:33:51","10:38:51","10:44:51"
"9-100","UAM0511","6인승","6","성수","1","1","09:58:48","가산","2","4","10:54:35","09:58:15","09:59:15","10:23:08","10:25:08","10:54:35","10:56:35","11:01:35","11:07:35"
"9-101","UAM0386","6인승","6","성수","1","3","10:01:20","연신내","2","1","10:37:13","10:15:08","10:16:08","10:25:08","10:27:08","10:37:13","10:39:13","10:44:13","10:50:13"
"9-102","UAM0028","6인승","6","성수","1","5","10:03:34","목동","2","3","14:06:55","10:05:45","10:06:45","10:27:08","10:29:08","14:06:55","14:08:55","14:13:55","14:19:55"
"9-103","UAM0390","6인승","6","성수","1","4","10:04:03","미아","2","2","10:44:12","10:03:45","10:04:45","10:29:08","10:31:08","10:44:12","10:46:12","10:51:12","10:57:12"
"9-104","UAM0255","6인승","6","성수","1","2","10:06:49","여의도","2","4","10:45:42","10:12:38","10:13:38","10:31:08","10:33:08","10:45:42","10:47:42","10:52:42","10:58:42"
"9-105","UAM0260","6인승","6","성수","1","5","10:06:55","수서","2","2","10:50:02","10:07:15","10:08:15","10:33:08","10:35:08","10:50:02","10:52:02","10:57:02","11:03:02"
"9-106","UAM0309","6인승","6","성수","1","3","10:07:19","용산","2","3","10:45:06","10:23:45","10:24:45","10:35:08","10:37:08","10:45:06","10:47:06","10:52:06","10:58:06"
"9-107","UAM0856","6인승","6","성수","1","4","10:09:38","가산","2","4","11:05:41","10:08:38","10:09:38","10:37:08","10:39:08","11:05:41","11:07:41","11:12:41","11:18:41"
"9-108","UAM0588","6인승","6","성수","1","1","10:12:08","목동","2","4","14:18:55","10:11:08","10:12:08","10:39:08","10:41:08","14:18:55","14:20:55","14:25:55","14:31:55"
"9-109","UAM0352","6인승","6","성수","1","2","10:13:48","사당","2","4","11:07:22","10:14:08","10:15:08","10:41:08","10:43:08","11:07:22","11:09:22","11:14:22","11:20:22"
"9-110","UAM0405","6인승","6","성수","1","3","10:17:11","망우","2","3","10:56:52","10:32:15","10:33:15","10:43:08","10:45:08","10:56:52","10:58:52","11:03:52","11:09:52"
"9-111","UAM0218","6인승","6","성수","1","4","10:20:19","봉천","2","1","10:55:21","10:25:45","10:26:45","10:45:08","10:47:08","10:55:21","10:57:21","11:02:21","11:08:21"
"9-112","UAM0082","6인승","6","성수","1","1","10:20:22","마곡","2","1","13:40:42","10:19:45","10:20:45","10:47:08","10:49:08","13:40:42","13:42:42","13:47:42","13:53:42"
"9-113","UAM0633","6인승","6","성수","1","2","10:25:52","사당","2","4","11:18:33","10:29:45","10:30:45","10:49:08","10:51:08","11:18:33","11:20:33","11:25:33","11:31:33"
"9-114","UAM0639","6인승","6","성수","1","3","10:28:05","목동","2","2","14:40:55","10:40:38","10:41:38","10:51:08","10:53:08","14:40:55","14:42:55","14:47:55","14:53:55"
"9-115","UAM0640","6인승","6","성수","1","4","10:29:24","가산","2","2","11:32:39","10:34:15","10:35:15","10:53:08","10:55:08","11:32:39","11:34:39","11:39:39","11:45:39"
"9-116","UAM0681","6인승","6","성수","1","3","10:32:36","용산","2","3","11:08:02","10:42:08","10:43:08","10:55:08","10:57:08","11:08:02","11:10:02","11:15:02","11:21:02"
"9-117","UAM0277","6인승","6","성수","1","1","10:33:59","수서","2","3","11:08:22","10:36:38","10:37:38","10:57:08","10:59:08","11:08:22","11:10:22","11:15:22","11:21:22"
"9-118","UAM0554","6인승","6","성수","1","4","10:35:19","여의도","2","1","11:09:51","10:42:38","10:43:38","10:59:08","11:01:08","11:09:51","11:11:51","11:16:51","11:22:51"
"9-119","UAM0384","6인승","6","성수","1","1","10:36:24","망우","2","2","11:19:58","10:38:08","10:39:08","11:01:08","11:03:08","11:19:58","11:21:58","11:26:58","11:32:58"
"9-120","UAM0025","6인승","6","성수","1","2","10:37:39","연신내","2","2","11:39:22","10:38:38","10:39:38","11:03:08","11:05:08","11:39:22","11:41:22","11:46:22","11:52:22"
"9-121","UAM0715","6인승","6","성수","1","4","10:44:19","마곡","2","4","14:32:42","10:44:08","10:45:08","11:05:08","11:07:08","14:32:42","14:34:42","14:39:42","14:45:42"
"9-122","UAM0483","6인승","6","성수","1","3","10:44:51","목동","2","3","15:08:55","10:57:45","10:58:45","11:07:08","11:09:08","15:08:55","15:10:55","15:15:55","15:21:55"
"9-123","UAM0724","6인승","6","성수","1","5","10:45:50","봉천","2","2","11:21:44","10:44:50","10:45:50","11:09:08","11:11:08","11:21:44","11:23:44","11:28:44","11:34:44"
"9-124","UAM0057","6인승","6","성수","1","2","10:46:19","상암","2","2","11:31:47","10:45:19","10:46:19","11:11:08","11:13:08","11:31:47","11:33:47","11:38:47","11:44:47"
"9-125","UAM0932","6인승","6","성수","1","4","10:46:44","미아","2","1","11:24:12","10:45:44","10:46:44","11:13:08","11:15:08","11:24:12","11:26:12","11:31:12","11:37:12"
"9-126","UAM0613","6인승","6","성수","1","1","10:50:44","사당","2","5","11:28:41","10:55:45","10:56:45","11:15:08","11:17:08","11:28:41","11:30:41","11:35:41","11:41:41"
"9-127","UAM0584","6인승","6","성수","1","3","10:51:37","연신내","2","2","11:46:19","11:13:45","11:14:45","11:19:45","11:21:45","11:46:19","11:48:19","11:53:19","11:59:19"
"9-128","UAM0355","6인승","6","성수","1","2","10:53:21","가산","2","4","11:58:35","10:53:45","10:54:45","11:21:45","11:23:45","11:58:35","12:00:35","12:05:35","12:11:35"
"9-129","UAM0942","6인승","6","성수","1","5","10:53:22","여의도","2","2","11:34:28","10:52:22","10:53:22","11:23:45","11:25:45","11:34:28","11:36:28","11:41:28","11:47:28"
"9-130","UAM0689","6인승","6","성수","1","1","10:56:29","목동","2","5","15:28:55","11:11:45","11:12:45","11:25:45","11:27:45","15:28:55","15:30:55","15:35:55","15:41:55"
"9-131","UAM0741","6인승","6","성수","1","4","10:59:33","망우","2","5","11:43:46","10:59:45","11:00:45","11:27:45","11:29:45","11:43:46","11:45:46","11:50:46","11:56:46"
"9-132","UAM0509","6인승","6","성수","1","3","11:04:22","수서","2","3","11:40:59","11:15:15","11:16:15","11:29:45","11:31:45","11:40:59","11:42:59","11:47:59","11:53:59"
"9-133","UAM0743","6인승","6","성수","1","1","11:06:50","여의도","2","1","11:53:40","11:13:15","11:14:15","11:31:45","11:33:45","11:53:40","11:55:40","12:00:40","12:06:40"
"9-134","UAM0768","6인승","6","성수","1","4","11:07:45","마곡","2","3","15:06:42","11:15:45","11:16:45","11:33:45","11:35:45","15:06:42","15:08:42","15:13:42","15:19:42"
"9-135","UAM0777","6인승","6","성수","1","1","11:11:44","봉천","2","3","11:47:44","11:14:45","11:15:45","11:35:45","11:37:45","11:47:44","11:49:44","11:54:44","12:00:44"
"9-136","UAM0308","6인승","6","성수","1","2","11:11:56","용산","2","2","11:56:46","11:10:56","11:11:56","11:37:45","11:39:45","11:56:46","11:58:46","12:03:46","12:09:46"
"9-137","UAM0617","6인승","6","성수","1","3","11:13:58","가산","2","3","12:21:54","11:16:45","11:17:45","11:39:45","11:41:45","12:21:54","12:23:54","12:28:54","12:34:54"
"9-138","UAM0037","6인승","6","성수","1","3","11:14:24","미아","2","1","11:52:42","11:18:15","11:19:15","11:41:45","11:43:45","11:52:42","11:54:42","11:59:42","12:05:42"
"9-139","UAM0492","6인승","6","성수","1","4","11:18:32","목동","2","1","16:18:55","11:17:32","11:18:32","11:43:45","11:45:45","16:18:55","16:20:55","16:25:55","16:31:55"
"9-140","UAM0581","6인승","6","성수","1","6","11:25:52","수서","2","3","12:15:41","11:24:52","11:25:52","11:45:45","11:47:45","12:15:41","12:17:41","12:22:41","12:28:41"
"9-141","UAM0691","6인승","6","성수","1","1","11:27:46","가산","2","2","12:42:35","11:26:46","11:27:46","11:47:45","11:49:45","12:42:35","12:44:35","12:49:35","12:55:35"
"9-142","UAM0430","6인승","6","성수","1","5","11:28:25","상암","2","2","12:02:54","11:33:45","11:34:45","11:49:45","11:51:45","12:02:54","12:04:54","12:09:54","12:15:54"
"9-143","UAM0016","6인승","6","성수","1","2","11:28:54","연신내","2","2","12:04:02","11:29:45","11:30:45","11:51:45","11:53:45","12:04:02","12:06:02","12:11:02","12:17:02"
"9-144","UAM0220","6인승","6","성수","1","2","11:31:43","목동","2","4","16:42:55","11:31:15","11:32:15","11:53:45","11:55:45","16:42:55","16:44:55","16:49:55","16:55:55"
"9-145","UAM0486","6인승","6","성수","1","2","11:33:09","망우","2","4","12:25:41","11:32:45","11:33:45","11:55:45","11:57:45","12:25:41","12:27:41","12:32:41","12:38:41"
"9-146","UAM0461","6인승","6","성수","1","5","11:33:32","사당","2","3","12:22:33","11:35:15","11:36:15","11:57:45","11:59:45","12:22:33","12:24:33","12:29:33","12:35:33"
