LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128
3-1,UAM0013,6인승,6,상암·수색,1,1,06:31:22,천호·길동,2,1,06:50:31,06:30:22,06:31:22,06:36:22,06:38:22,06:50:31,06:52:31,06:57:31,07:03:31,A : 126.890865 37.561699; A : 126.891121 37.561540,B : 126.891121 37.561540; B : 126.891121 37.561540,C : 126.891121 37.561540; C : 126.878952 37.553362,E : 126.878952 37.553362; E : 126.878018 37.554174,E : 126.878018 37.554174; E : 126.877177 37.555047,E : 126.877177 37.555047; E : 126.876434 37.555975,E : 126.876434 37.555975; E : 126.875796 37.556951,E : 126.875796 37.556951; E : 126.875267 37.557968,E : 126.875267 37.557968; E : 126.874851 37.559017,E : 126.874851 37.559017; E : 126.874552 37.560092,E : 126.874552 37.560092; E : 126.874371 37.561183,E : 126.874371 37.561183; E : 126.874311 37.562282,E : 126.874311 37.562282; E : 126.874372 37.563381,E : 126.874372 37.563381; E : 126.874552 37.564472,E : 126.874552 37.564472; E : 126.874851 37.565547,E : 126.874851 37.565547; E : 126.875267 37.566596,E : 126.875267 37.566596; E : 126.875796 37.567613,E : 126.875796 37.567613; E : 126.876434 37.568589,E : 126.876434 37.568589; E : 126.877177 37.569517,E : 126.877177 37.569517; E : 126.878019 37.570390,E : 126.878019 37.570390; E : 126.878953 37.571202,E : 126.878953 37.571202; E : 126.879972 37.571945,E : 126.879972 37.571945; E : 126.881069 37.572615,E : 126.881069 37.572615; E : 126.882235 37.573206,E : 126.882235 37.573206; E : 126.883461 37.573714,E : 126.883461 37.573714; E : 126.884738 37.574135,E : 126.884738 37.574135; E : 126.886057 37.574466,E : 126.886057 37.574466; E : 126.887407 37.574705,E : 126.887407 37.574705; E : 126.888777 37.574848,E : 126.888777 37.574848; E : 126.890159 37.574896,E : 126.890159 37.574896; E : 126.891540 37.574848,E : 126.891540 37.574848; E : 126.892911 37.574705,E : 126.892911 37.574705; E : 126.894260 37.574466,E : 126.894260 37.574466; E : 126.895579 37.574135,E : 126.895579 37.574135; E : 126.896856 37.573714,E : 126.896856 37.573714; E : 126.898083 37.573206,E : 126.898083 37.573206; E : 126.899249 37.572615,E : 126.899249 37.572615; E : 126.900345 37.571945,E : 126.900345 37.571945; E : 126.901365 37.571202,E : 126.901365 37.571202; E : 126.902299 37.570390,E : 126.902299 37.570390; E : 126.903140 37.569517,E : 126.903140 37.569517; E : 126.903883 37.568589,E : 126.903883 37.568589; E : 126.904521 37.567613,E : 126.904521 37.567613; E : 126.905050 37.566596,E : 126.905050 37.566596; E : 126.905466 37.565547,E : 126.905466 37.565547; E : 126.905765 37.564472,E : 126.905765 37.564472; E : 126.905946 37.563381,E : 126.905946 37.563381; E : 126.906006 37.562282,E : 126.906006 37.562282; E : 126.905946 37.561183,E : 126.905946 37.561183; E : 126.905765 37.560092,F : 126.905765 37.560092 L-2000; F : 126.905725 37.559919 L-2000,F : 126.905725 37.559919 L-2000; F : 126.923812 37.557172 L-2000,F : 126.923812 37.557172 R-2000; F : 126.976361 37.570014 R-2000,F : 126.976361 37.570014 R-2000; F : 127.023607 37.575808 R-2000,F : 127.023607 37.575808 R-2000; F : 127.049165 37.581375 R-2000,F : 127.049165 37.581375 L-2000; F : 127.038323 37.562023 L-2000,F : 127.038323 37.562023 L-2000; F : 127.034361 37.535353 L-2000,F : 127.034361 37.535353 L-2000; F : 127.064117 37.526433 L-2000,F : 127.064117 37.526433 L-2000; F : 127.091268 37.524270 L-2000,G : 127.091268 37.524270; G : 127.107835 37.537019,G : 127.107835 37.537019; G : 127.108837 37.536262,G : 127.108837 37.536262; G : 127.109919 37.535577,G : 127.109919 37.535577; G : 127.111072 37.534970,G : 127.111072 37.534970; G : 127.112286 37.534445,G : 127.112286 37.534445; G : 127.113553 37.534006,G : 127.113553 37.534006; G : 127.114864 37.533657,G : 127.114864 37.533657; G : 127.116208 37.533401,G : 127.116208 37.533401; G : 127.117574 37.533238,G : 127.117574 37.533238; G : 127.118954 37.533171,G : 127.118954 37.533171; G : 127.120335 37.533200,G : 127.120335 37.533200; G : 127.121708 37.533325,G : 127.121708 37.533325; G : 127.123062 37.533545,G : 127.123062 37.533545; G : 127.123326 37.533599,I : 127.123326 37.533599; I : 127.119049 37.544743,J : 127.119049 37.544743; J : 127.119049 37.544743,K : 127.119049 37.544743; K : 127.118722 37.545115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-2,UAM0080,6인승,6,상암·수색,1,1,06:41:20,가산·대림,2,3,07:00:00,06:40:20,06:41:20,06:46:20,06:48:20,07:00:00,07:02:00,07:07:00,07:13:00,A : 126.890865 37.561699; A : 126.891121 37.561540,B : 126.891121 37.561540; B : 126.891121 37.561540,C : 126.891121 37.561540; C : 126.878952 37.553362,E : 126.878952 37.553362; E : 126.878018 37.554174,E : 126.878018 37.554174; E : 126.877177 37.555047,E : 126.877177 37.555047; E : 126.876434 37.555975,E : 126.876434 37.555975; E : 126.875796 37.556951,E : 126.875796 37.556951; E : 126.875267 37.557968,E : 126.875267 37.557968; E : 126.874851 37.559017,E : 126.874851 37.559017; E : 126.874552 37.560092,E : 126.874552 37.560092; E : 126.874371 37.561183,E : 126.874371 37.561183; E : 126.874311 37.562282,E : 126.874311 37.562282; E : 126.874372 37.563381,E : 126.874372 37.563381; E : 126.874552 37.564472,E : 126.874552 37.564472; E : 126.874851 37.565547,E : 126.874851 37.565547; E : 126.875267 37.566596,E : 126.875267 37.566596; E : 126.875796 37.567613,E : 126.875796 37.567613; E : 126.876434 37.568589,E : 126.876434 37.568589; E : 126.877177 37.569517,E : 126.877177 37.569517; E : 126.878019 37.570390,E : 126.878019 37.570390; E : 126.878953 37.571202,E : 126.878953 37.571202; E : 126.879972 37.571945,E : 126.879972 37.571945; E : 126.881069 37.572615,E : 126.881069 37.572615; E : 126.882235 37.573206,E : 126.882235 37.573206; E : 126.883461 37.573714,E : 126.883461 37.573714; E : 126.884738 37.574135,E : 126.884738 37.574135; E : 126.886057 37.574466,E : 126.886057 37.574466; E : 126.887407 37.574705,E : 126.887407 37.574705; E : 126.888777 37.574848,E : 126.888777 37.574848; E : 126.890159 37.574896,E : 126.890159 37.574896; E : 126.891540 37.574848,E : 126.891540 37.574848; E : 126.892911 37.574705,E : 126.892911 37.574705; E : 126.894260 37.574466,E : 126.894260 37.574466; E : 126.895579 37.574135,E : 126.895579 37.574135; E : 126.896856 37.573714,E : 126.896856 37.573714; E : 126.898083 37.573206,E : 126.898083 37.573206; E : 126.899249 37.572615,E : 126.899249 37.572615; E : 126.900345 37.571945,E : 126.900345 37.571945; E : 126.901365 37.571202,E : 126.901365 37.571202; E : 126.902299 37.570390,E : 126.902299 37.570390; E : 126.903140 37.569517,E : 126.903140 37.569517; E : 126.903883 37.568589,E : 126.903883 37.568589; E : 126.904521 37.567613,E : 126.904521 37.567613; E : 126.905050 37.566596,E : 126.905050 37.566596; E : 126.905466 37.565547,E : 126.905466 37.565547; E : 126.905765 37.564472,E : 126.905765 37.564472; E : 126.905946 37.563381,E : 126.905946 37.563381; E : 126.906006 37.562282,E : 126.906006 37.562282; E : 126.905946 37.561183,E : 126.905946 37.561183; E : 126.905765 37.560092,F : 126.905765 37.560092 L-2000; F : 126.905725 37.559919 L-2000,F : 126.905725 37.559919 L-2000; F : 126.923812 37.557172 L-2000,F : 126.923812 37.557172 L-2000; F : 126.891979 37.552652 L-2000,F : 126.891979 37.552652 L-2000; F : 126.902956 37.542381 L-2000,F : 126.902956 37.542381 L-2000; F : 126.908161 37.515981 L-2000,G : 126.908161 37.515981; G : 126.898805 37.507434,G : 126.898805 37.507434; G : 126.900735 37.505971,G : 126.900735 37.505971; G : 126.902497 37.504379,G : 126.902497 37.504379; G : 126.904078 37.502671,G : 126.904078 37.502671; G : 126.905466 37.500860,G : 126.905466 37.500860; G : 126.906651 37.498959,G : 126.906651 37.498959; G : 126.907624 37.496983,G : 126.907624 37.496983; G : 126.908376 37.494947,G : 126.908376 37.494947; G : 126.908903 37.492867,G : 126.908903 37.492867; G : 126.909201 37.490758,G : 126.909201 37.490758; G : 126.909266 37.488636,G : 126.909266 37.488636; G : 126.909100 37.486518,G : 126.909100 37.486518; G : 126.908702 37.484420,G : 126.908702 37.484420; G : 126.908076 37.482357,G : 126.908076 37.482357; G : 126.907227 37.480345,G : 126.907227 37.480345; G : 126.906162 37.478400,G : 126.906162 37.478400; G : 126.904887 37.476537,G : 126.904887 37.476537; G : 126.903414 37.474769,G : 126.903414 37.474769; G : 126.901753 37.473110,G : 126.901753 37.473110; G : 126.899917 37.471572,G : 126.899917 37.471572; G : 126.897920 37.470169,G : 126.897920 37.470169; G : 126.895778 37.468909,G : 126.895778 37.468909; G : 126.893505 37.467803,G : 126.893505 37.467803; G : 126.891120 37.466859,G : 126.891120 37.466859; G : 126.888642 37.466084,G : 126.888642 37.466084; G : 126.886088 37.465484,G : 126.886088 37.465484; G : 126.883478 37.465064,G : 126.883478 37.465064; G : 126.880832 37.464827,G : 126.880832 37.464827; G : 126.878170 37.464775,G : 126.878170 37.464775; G : 126.875513 37.464908,G : 126.875513 37.464908; G : 126.872881 37.465225,G : 126.872881 37.465225; G : 126.870293 37.465724,G : 126.870293 37.465724; G : 126.867769 37.466400,G : 126.867769 37.466400; G : 126.865329 37.467249,G : 126.865329 37.467249; G : 126.862991 37.468265,G : 126.862991 37.468265; G : 126.860773 37.469439,G : 126.860773 37.469439; G : 126.858692 37.470763,G : 126.858692 37.470763; G : 126.856763 37.472226,G : 126.856763 37.472226; G : 126.855002 37.473818,G : 126.855002 37.473818; G : 126.853421 37.475526,G : 126.853421 37.475526; G : 126.852034 37.477337,G : 126.852034 37.477337; G : 126.850849 37.479238,G : 126.850849 37.479238; G : 126.849877 37.481214,G : 126.849877 37.481214; G : 126.849125 37.483250,G : 126.849125 37.483250; G : 126.848598 37.485330,G : 126.848598 37.485330; G : 126.848300 37.487439,G : 126.848300 37.487439; G : 126.848235 37.489561,G : 126.848235 37.489561; G : 126.848401 37.491679,G : 126.848401 37.491679; G : 126.848799 37.493777,G : 126.848799 37.493777; G : 126.849425 37.495840,G : 126.849425 37.495840; G : 126.850274 37.497852,G : 126.850274 37.497852; G : 126.851340 37.499797,G : 126.851340 37.499797; G : 126.852615 37.501661,G : 126.852615 37.501661; G : 126.854088 37.503428,G : 126.854088 37.503428; G : 126.855750 37.505087,G : 126.855750 37.505087; G : 126.857586 37.506625,G : 126.857586 37.506625; G : 126.859584 37.508028,G : 126.859584 37.508028; G : 126.861728 37.509288,G : 126.861728 37.509288; G : 126.864002 37.510394,H : 126.864002 37.510394; H : 126.865860 37.511147,I : 126.865860 37.511147; I : 126.879164 37.488096,J : 126.879164 37.488096; J : 126.879164 37.488096,K : 126.879164 37.488096; K : 126.878660 37.488641,,,,,,,,,,
3-3,UAM0086,6인승,6,상암·수색,1,2,06:41:42,수서·문정,2,1,07:04:39,06:40:42,06:41:42,06:48:20,06:50:20,07:04:39,07:06:39,07:11:39,07:17:39,A : 126.890714 37.561793; A : 126.891121 37.561540,B : 126.891121 37.561540; B : 126.891121 37.561540,C : 126.891121 37.561540; C : 126.878952 37.553362,E : 126.878952 37.553362; E : 126.878018 37.554174,E : 126.878018 37.554174; E : 126.877177 37.555047,E : 126.877177 37.555047; E : 126.876434 37.555975,E : 126.876434 37.555975; E : 126.875796 37.556951,E : 126.875796 37.556951; E : 126.875267 37.557968,E : 126.875267 37.557968; E : 126.874851 37.559017,E : 126.874851 37.559017; E : 126.874552 37.560092,E : 126.874552 37.560092; E : 126.874371 37.561183,E : 126.874371 37.561183; E : 126.874311 37.562282,E : 126.874311 37.562282; E : 126.874372 37.563381,E : 126.874372 37.563381; E : 126.874552 37.564472,E : 126.874552 37.564472; E : 126.874851 37.565547,E : 126.874851 37.565547; E : 126.875267 37.566596,E : 126.875267 37.566596; E : 126.875796 37.567613,E : 126.875796 37.567613; E : 126.876434 37.568589,E : 126.876434 37.568589; E : 126.877177 37.569517,E : 126.877177 37.569517; E : 126.878019 37.570390,E : 126.878019 37.570390; E : 126.878953 37.571202,E : 126.878953 37.571202; E : 126.879972 37.571945,E : 126.879972 37.571945; E : 126.881069 37.572615,E : 126.881069 37.572615; E : 126.882235 37.573206,E : 126.882235 37.573206; E : 126.883461 37.573714,E : 126.883461 37.573714; E : 126.884738 37.574135,E : 126.884738 37.574135; E : 126.886057 37.574466,E : 126.886057 37.574466; E : 126.887407 37.574705,E : 126.887407 37.574705; E : 126.888777 37.574848,E : 126.888777 37.574848; E : 126.890159 37.574896,E : 126.890159 37.574896; E : 126.891540 37.574848,E : 126.891540 37.574848; E : 126.892911 37.574705,E : 126.892911 37.574705; E : 126.894260 37.574466,E : 126.894260 37.574466; E : 126.895579 37.574135,E : 126.895579 37.574135; E : 126.896856 37.573714,E : 126.896856 37.573714; E : 126.898083 37.573206,E : 126.898083 37.573206; E : 126.899249 37.572615,E : 126.899249 37.572615; E : 126.900345 37.571945,E : 126.900345 37.571945; E : 126.901365 37.571202,E : 126.901365 37.571202; E : 126.902299 37.570390,E : 126.902299 37.570390; E : 126.903140 37.569517,E : 126.903140 37.569517; E : 126.903883 37.568589,E : 126.903883 37.568589; E : 126.904521 37.567613,E : 126.904521 37.567613; E : 126.905050 37.566596,E : 126.905050 37.566596; E : 126.905466 37.565547,E : 126.905466 37.565547; E : 126.905765 37.564472,E : 126.905765 37.564472; E : 126.905946 37.563381,E : 126.905946 37.563381; E : 126.906006 37.562282,E : 126.906006 37.562282; E : 126.905946 37.561183,E : 126.905946 37.561183; E : 126.905765 37.560092,F : 126.905765 37.560092 L-2000; F : 126.905725 37.559919 L-2000,F : 126.905725 37.559919 L-2000; F : 126.923812 37.557172 L-2000,F : 126.923812 37.557172 R-2000; F : 126.976361 37.570014 R-2000,F : 126.976361 37.570014 R-2000; F : 127.023607 37.575808 R-2000,F : 127.023607 37.575808 R-2000; F : 127.049165 37.581375 R-2000,F : 127.049165 37.581375 L-2000; F : 127.038323 37.562023 L-2000,F : 127.038323 37.562023 L-2000; F : 127.034361 37.535353 L-2000,F : 127.034361 37.535353 L-2000; F : 127.064117 37.526433 L-2000,F : 127.064117 37.526433 L-2000; F : 127.091268 37.524270 L-2000,G : 127.091268 37.524270; G : 127.094590 37.511306,G : 127.094590 37.511306; G : 127.092006 37.510791,G : 127.092006 37.510791; G : 127.089487 37.510099,G : 127.089487 37.510099; G : 127.087054 37.509235,G : 127.087054 37.509235; G : 127.084725 37.508204,G : 127.084725 37.508204; G : 127.082517 37.507016,G : 127.082517 37.507016; G : 127.080448 37.505680,G : 127.080448 37.505680; G : 127.078533 37.504205,G : 127.078533 37.504205; G : 127.076787 37.502602,G : 127.076787 37.502602; G : 127.075222 37.500884,G : 127.075222 37.500884; G : 127.073852 37.499064,G : 127.073852 37.499064; G : 127.072686 37.497156,G : 127.072686 37.497156; G : 127.071733 37.495174,G : 127.071733 37.495174; G : 127.071000 37.493134,G : 127.071000 37.493134; G : 127.070494 37.491050,G : 127.070494 37.491050; G : 127.070217 37.488939,G : 127.070217 37.488939; G : 127.070172 37.486817,G : 127.070172 37.486817; G : 127.070360 37.484700,G : 127.070360 37.484700; G : 127.070778 37.482604,G : 127.070778 37.482604; G : 127.071424 37.480545,G : 127.071424 37.480545; G : 127.072292 37.478539,G : 127.072292 37.478539; G : 127.073377 37.476601,G : 127.073377 37.476601; G : 127.074670 37.474745,G : 127.074670 37.474745; G : 127.076160 37.472987,G : 127.076160 37.472987; G : 127.077837 37.471338,G : 127.077837 37.471338; G : 127.079688 37.469812,G : 127.079688 37.469812; G : 127.081699 37.468421,G : 127.081699 37.468421; G : 127.083854 37.467175,G : 127.083854 37.467175; G : 127.086137 37.466083,G : 127.086137 37.466083; G : 127.088531 37.465153,G : 127.088531 37.465153; G : 127.091017 37.464394,G : 127.091017 37.464394; G : 127.093577 37.463810,G : 127.093577 37.463810; G : 127.096190 37.463407,G : 127.096190 37.463407; G : 127.098838 37.463186,G : 127.098838 37.463186; G : 127.101500 37.463151,G : 127.101500 37.463151; G : 127.104156 37.463300,G : 127.104156 37.463300; G : 127.106786 37.463633,G : 127.106786 37.463633; G : 127.109368 37.464148,G : 127.109368 37.464148; G : 127.111885 37.464840,G : 127.111885 37.464840; G : 127.114317 37.465705,G : 127.114317 37.465705; G : 127.116645 37.466735,G : 127.116645 37.466735; G : 127.118851 37.467923,G : 127.118851 37.467923; G : 127.120919 37.469260,G : 127.120919 37.469260; G : 127.122833 37.470735,G : 127.122833 37.470735; G : 127.124579 37.472338,G : 127.124579 37.472338; G : 127.126143 37.474055,G : 127.126143 37.474055; G : 127.127513 37.475875,G : 127.127513 37.475875; G : 127.128678 37.477783,G : 127.128678 37.477783; G : 127.129631 37.479765,G : 127.129631 37.479765; G : 127.130363 37.481806,G : 127.130363 37.481806; G : 127.130870 37.483889,G : 127.130870 37.483889; G : 127.131147 37.486000,G : 127.131147 37.486000; G : 127.131191 37.488122,G : 127.131191 37.488122; G : 127.131004 37.490239,G : 127.131004 37.490239; G : 127.130586 37.492335,G : 127.130586 37.492335; G : 127.129940 37.494394,G : 127.129940 37.494394; G : 127.129071 37.496400,G : 127.129071 37.496400; G : 127.127986 37.498339,G : 127.127986 37.498339; G : 127.126693 37.500194,G : 127.126693 37.500194; G : 127.125202 37.501953,G : 127.125202 37.501953; G : 127.123524 37.503601,G : 127.123524 37.503601; G : 127.121673 37.505127,G : 127.121673 37.505127; G : 127.119661 37.506519,G : 127.119661 37.506519; G : 127.117505 37.507765,H : 127.117505 37.507765; H : 127.115935 37.508538,I : 127.115935 37.508538; I : 127.099527 37.488115,J : 127.099527 37.488115; J : 127.099527 37.488115,K : 127.099527 37.488115; K : 127.100082 37.488217,
3-4,UAM0110,6인승,6,상암·수색,1,1,06:44:18,망우,2,3,07:05:23,06:43:18,06:44:18,06:50:20,06:52:20,07:05:23,07:07:23,07:12:23,07:18:23,A : 126.890865 37.561699; A : 126.891121 37.561540,B : 126.891121 37.561540; B : 126.891121 37.561540,C : 126.891121 37.561540; C : 126.878952 37.553362,E : 126.878952 37.553362; E : 126.878018 37.554174,E : 126.878018 37.554174; E : 126.877177 37.555047,E : 126.877177 37.555047; E : 126.876434 37.555975,E : 126.876434 37.555975; E : 126.875796 37.556951,E : 126.875796 37.556951; E : 126.875267 37.557968,E : 126.875267 37.557968; E : 126.874851 37.559017,E : 126.874851 37.559017; E : 126.874552 37.560092,E : 126.874552 37.560092; E : 126.874371 37.561183,E : 126.874371 37.561183; E : 126.874311 37.562282,E : 126.874311 37.562282; E : 126.874372 37.563381,E : 126.874372 37.563381; E : 126.874552 37.564472,E : 126.874552 37.564472; E : 126.874851 37.565547,E : 126.874851 37.565547; E : 126.875267 37.566596,E : 126.875267 37.566596; E : 126.875796 37.567613,E : 126.875796 37.567613; E : 126.876434 37.568589,E : 126.876434 37.568589; E : 126.877177 37.569517,E : 126.877177 37.569517; E : 126.878019 37.570390,E : 126.878019 37.570390; E : 126.878953 37.571202,E : 126.878953 37.571202; E : 126.879972 37.571945,E : 126.879972 37.571945; E : 126.881069 37.572615,E : 126.881069 37.572615; E : 126.882235 37.573206,E : 126.882235 37.573206; E : 126.883461 37.573714,E : 126.883461 37.573714; E : 126.884738 37.574135,E : 126.884738 37.574135; E : 126.886057 37.574466,E : 126.886057 37.574466; E : 126.887407 37.574705,E : 126.887407 37.574705; E : 126.888777 37.574848,E : 126.888777 37.574848; E : 126.890159 37.574896,E : 126.890159 37.574896; E : 126.891540 37.574848,E : 126.891540 37.574848; E : 126.892911 37.574705,E : 126.892911 37.574705; E : 126.894260 37.574466,E : 126.894260 37.574466; E : 126.895579 37.574135,E : 126.895579 37.574135; E : 126.896856 37.573714,E : 126.896856 37.573714; E : 126.898083 37.573206,E : 126.898083 37.573206; E : 126.899249 37.572615,E : 126.899249 37.572615; E : 126.900345 37.571945,E : 126.900345 37.571945; E : 126.901365 37.571202,E : 126.901365 37.571202; E : 126.902299 37.570390,E : 126.902299 37.570390; E : 126.903140 37.569517,E : 126.903140 37.569517; E : 126.903883 37.568589,E : 126.903883 37.568589; E : 126.904521 37.567613,E : 126.904521 37.567613; E : 126.905050 37.566596,E : 126.905050 37.566596; E : 126.905466 37.565547,E : 126.905466 37.565547; E : 126.905765 37.564472,E : 126.905765 37.564472; E : 126.905946 37.563381,E : 126.905946 37.563381; E : 126.906006 37.562282,E : 126.906006 37.562282; E : 126.905946 37.561183,E : 126.905946 37.561183; E : 126.905765 37.560092,F : 126.905765 37.560092 L-2000; F : 126.905725 37.559919 L-2000,F : 126.905725 37.559919 L-2000; F : 126.923812 37.557172 L-2000,F : 126.923812 37.557172 R-2000; F : 126.976361 37.570014 R-2000,F : 126.976361 37.570014 R-2000; F : 127.023607 37.575808 R-2000,F : 127.023607 37.575808 R-2000; F : 127.049165 37.581375 R-2000,G : 127.049165 37.581375; G : 127.058017 37.585238,G : 127.058017 37.585238; G : 127.056838 37.587142,G : 127.056838 37.587142; G : 127.055872 37.589120,G : 127.055872 37.589120; G : 127.055127 37.591157,G : 127.055127 37.591157; G : 127.054607 37.593239,G : 127.054607 37.593239; G : 127.054317 37.595349,G : 127.054317 37.595349; G : 127.054259 37.597470,G : 127.054259 37.597470; G : 127.054434 37.599588,G : 127.054434 37.599588; G : 127.054841 37.601686,G : 127.054841 37.601686; G : 127.055475 37.603747,G : 127.055475 37.603747; G : 127.056333 37.605757,G : 127.056333 37.605757; G : 127.057408 37.607699,G : 127.057408 37.607699; G : 127.058692 37.609559,G : 127.058692 37.609559; G : 127.060174 37.611324,G : 127.060174 37.611324; G : 127.061844 37.612979,G : 127.061844 37.612979; G : 127.063689 37.614511,G : 127.063689 37.614511; G : 127.065695 37.615910,G : 127.065695 37.615910; G : 127.067847 37.617165,G : 127.067847 37.617165; G : 127.070128 37.618266,G : 127.070128 37.618266; G : 127.072521 37.619204,G : 127.072521 37.619204; G : 127.075008 37.619973,G : 127.075008 37.619973; G : 127.077570 37.620566,G : 127.077570 37.620566; G : 127.080186 37.620980,G : 127.080186 37.620980; G : 127.082839 37.621210,G : 127.082839 37.621210; G : 127.085506 37.621256,G : 127.085506 37.621256; G : 127.088168 37.621117,G : 127.088168 37.621117; G : 127.090805 37.620794,G : 127.090805 37.620794; G : 127.093397 37.620289,G : 127.093397 37.620289; G : 127.095923 37.619606,G : 127.095923 37.619606; G : 127.098365 37.618751,G : 127.098365 37.618751; G : 127.100703 37.617730,G : 127.100703 37.617730; G : 127.102921 37.616550,G : 127.102921 37.616550; G : 127.105002 37.615222,G : 127.105002 37.615222; G : 127.106928 37.613754,G : 127.106928 37.613754; G : 127.108687 37.612158,G : 127.108687 37.612158; G : 127.110264 37.610446,G : 127.110264 37.610446; G : 127.111647 37.608631,G : 127.111647 37.608631; G : 127.112827 37.606728,G : 127.112827 37.606728; G : 127.113793 37.604750,G : 127.113793 37.604750; G : 127.114539 37.602712,G : 127.114539 37.602712; G : 127.115059 37.600630,G : 127.115059 37.600630; G : 127.115349 37.598521,G : 127.115349 37.598521; G : 127.115406 37.596399,G : 127.115406 37.596399; G : 127.115231 37.594281,G : 127.115231 37.594281; G : 127.114825 37.592184,G : 127.114825 37.592184; G : 127.114191 37.590122,G : 127.114191 37.590122; G : 127.113333 37.588113,G : 127.113333 37.588113; G : 127.112258 37.586171,G : 127.112258 37.586171; G : 127.110975 37.584310,G : 127.110975 37.584310; G : 127.109493 37.582546,G : 127.109493 37.582546; G : 127.107823 37.580891,G : 127.107823 37.580891; G : 127.105979 37.579358,G : 127.105979 37.579358; G : 127.103974 37.577959,G : 127.103974 37.577959; G : 127.101823 37.576704,G : 127.101823 37.576704; G : 127.099543 37.575604,G : 127.099543 37.575604; G : 127.097152 37.574666,G : 127.097152 37.574666; G : 127.094666 37.573897,G : 127.094666 37.573897; G : 127.092107 37.573303,G : 127.092107 37.573303; G : 127.089491 37.572890,G : 127.089491 37.572890; G : 127.086841 37.572659,G : 127.086841 37.572659; G : 127.084175 37.572613,G : 127.084175 37.572613; G : 127.081515 37.572753,G : 127.081515 37.572753; G : 127.078879 37.573076,G : 127.078879 37.573076; G : 127.076290 37.573581,G : 127.076290 37.573581; G : 127.073765 37.574263,G : 127.073765 37.574263; G : 127.071325 37.575118,G : 127.071325 37.575118; G : 127.068987 37.576140,G : 127.068987 37.576140; G : 127.066771 37.577319,G : 127.066771 37.577319; G : 127.064691 37.578648,H : 127.064691 37.578648; H : 127.063236 37.579733,I : 127.063236 37.579733; I : 127.086147 37.597467,J : 127.086147 37.597467; J : 127.086147 37.597467,K : 127.086147 37.597467; K : 127.085592 37.596953
