LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103
11-1,UAM0003,6인승,6,천호·길동,1,1,06:30:39,목동,2,2,06:51:00,06:29:39,06:30:39,06:35:39,06:37:39,06:51:00,06:53:00,06:58:00,07:04:00,A : 127.118722 37.545115; A : 127.118611 37.544873,B : 127.118611 37.544873; B : 127.118611 37.544873,C : 127.118611 37.544873; C : 127.119230 37.558347,E : 127.119230 37.558347; E : 127.117849 37.558299,E : 127.117849 37.558299; E : 127.116479 37.558156,E : 127.116479 37.558156; E : 127.115129 37.557917,E : 127.115129 37.557917; E : 127.113811 37.557587,E : 127.113811 37.557587; E : 127.112534 37.557165,E : 127.112534 37.557165; E : 127.111308 37.556657,E : 127.111308 37.556657; E : 127.110142 37.556066,E : 127.110142 37.556066; E : 127.109045 37.555396,E : 127.109045 37.555396; E : 127.108026 37.554653,E : 127.108026 37.554653; E : 127.107093 37.553841,E : 127.107093 37.553841; E : 127.106251 37.552968,E : 127.106251 37.552968; E : 127.105509 37.552040,E : 127.105509 37.552040; E : 127.104870 37.551064,E : 127.104870 37.551064; E : 127.104341 37.550047,E : 127.104341 37.550047; E : 127.103926 37.548998,E : 127.103926 37.548998; E : 127.103627 37.547923,E : 127.103627 37.547923; E : 127.103446 37.546832,E : 127.103446 37.546832; E : 127.103386 37.545733,E : 127.103386 37.545733; E : 127.103446 37.544634,E : 127.103446 37.544634; E : 127.103627 37.543543,E : 127.103627 37.543543; E : 127.103926 37.542468,E : 127.103926 37.542468; E : 127.104341 37.541419,E : 127.104341 37.541419; E : 127.104870 37.540402,E : 127.104870 37.540402; E : 127.105508 37.539426,E : 127.105508 37.539426; E : 127.106251 37.538498,E : 127.106251 37.538498; E : 127.107092 37.537625,F : 127.107092 37.537625 L-1000; F : 127.107834 37.536968 L-1000,F : 127.107834 37.536968 L-1000; F : 127.091264 37.524219 L-1000,F : 127.091264 37.524219 R-1000; F : 127.064115 37.526382 R-1000,F : 127.064115 37.526382 R-1000; F : 127.034363 37.535302 R-1000,F : 127.034363 37.535302 L-1000; F : 127.016034 37.509353 L-1000,F : 127.016034 37.509353 L-1000; F : 126.983913 37.497639 L-1000,F : 126.983913 37.497639 R-1000; F : 126.952476 37.508542 R-1000,F : 126.952476 37.508542 R-1000; F : 126.940601 37.519264 R-1000,F : 126.940601 37.519264 R-1000; F : 126.925443 37.536924 R-1000,F : 126.925443 37.536924 R-1000; F : 126.903041 37.542330 R-1000,F : 126.903041 37.542330 R-1000; F : 126.892065 37.552602 R-1000,G : 126.892065 37.552602; G : 126.881166 37.534433,G : 126.881166 37.534433; G : 126.882038 37.534064,G : 126.882038 37.534064; G : 126.882865 37.533636,G : 126.882865 37.533636; G : 126.883642 37.533151,G : 126.883642 37.533151; G : 126.884364 37.532615,G : 126.884364 37.532615; G : 126.885024 37.532031,G : 126.885024 37.532031; G : 126.885618 37.531403,G : 126.885618 37.531403; G : 126.886140 37.530736,G : 126.886140 37.530736; G : 126.886588 37.530035,G : 126.886588 37.530035; G : 126.886957 37.529306,G : 126.886957 37.529306; G : 126.887245 37.528554,G : 126.887245 37.528554; G : 126.887450 37.527785,G : 126.887450 37.527785; G : 126.887569 37.527005,G : 126.887569 37.527005; G : 126.887603 37.526220,G : 126.887603 37.526220; G : 126.887551 37.525435,G : 126.887551 37.525435; G : 126.887413 37.524656,G : 126.887413 37.524656; G : 126.887191 37.523891,G : 126.887191 37.523891; G : 126.886885 37.523143,G : 126.886885 37.523143; G : 126.886499 37.522420,G : 126.886499 37.522420; G : 126.886036 37.521726,G : 126.886036 37.521726; G : 126.885498 37.521067,G : 126.885498 37.521067; G : 126.884890 37.520448,G : 126.884890 37.520448; G : 126.884216 37.519873,G : 126.884216 37.519873; G : 126.883483 37.519348,G : 126.883483 37.519348; G : 126.882694 37.518875,G : 126.882694 37.518875; G : 126.881857 37.518459,G : 126.881857 37.518459; G : 126.880978 37.518102,G : 126.880978 37.518102; G : 126.880062 37.517808,G : 126.880062 37.517808; G : 126.879119 37.517579,G : 126.879119 37.517579; G : 126.878153 37.517416,G : 126.878153 37.517416; G : 126.877174 37.517320,G : 126.877174 37.517320; G : 126.876188 37.517293,G : 126.876188 37.517293; G : 126.875202 37.517335,G : 126.875202 37.517335; G : 126.874225 37.517445,G : 126.874225 37.517445; G : 126.873264 37.517622,G : 126.873264 37.517622; G : 126.872325 37.517865,G : 126.872325 37.517865; G : 126.871417 37.518173,G : 126.871417 37.518173; G : 126.870546 37.518542,G : 126.870546 37.518542; G : 126.869719 37.518970,G : 126.869719 37.518970; G : 126.868942 37.519455,G : 126.868942 37.519455; G : 126.868220 37.519991,G : 126.868220 37.519991; G : 126.867560 37.520576,G : 126.867560 37.520576; G : 126.866967 37.521204,G : 126.866967 37.521204; G : 126.866444 37.521870,G : 126.866444 37.521870; G : 126.865997 37.522571,G : 126.865997 37.522571; G : 126.865628 37.523300,G : 126.865628 37.523300; G : 126.865340 37.524052,G : 126.865340 37.524052; G : 126.865135 37.524821,G : 126.865135 37.524821; G : 126.865015 37.525601,G : 126.865015 37.525601; G : 126.864981 37.526303,I : 126.864981 37.526303; I : 126.877654 37.526397,J : 126.877654 37.526397; J : 126.877654 37.526397,K : 126.877654 37.526397; K : 126.877062 37.526101,,,,,,,,,,
11-2,UAM0026,6인승,6,천호·길동,1,1,06:33:43,영등포·여의도,2,2,06:52:37,06:32:43,06:33:43,06:38:43,06:40:43,06:52:37,06:54:37,06:59:37,07:05:37,A : 127.118722 37.545115; A : 127.118611 37.544873,B : 127.118611 37.544873; B : 127.118611 37.544873,C : 127.118611 37.544873; C : 127.119230 37.558347,E : 127.119230 37.558347; E : 127.117849 37.558299,E : 127.117849 37.558299; E : 127.116479 37.558156,E : 127.116479 37.558156; E : 127.115129 37.557917,E : 127.115129 37.557917; E : 127.113811 37.557587,E : 127.113811 37.557587; E : 127.112534 37.557165,E : 127.112534 37.557165; E : 127.111308 37.556657,E : 127.111308 37.556657; E : 127.110142 37.556066,E : 127.110142 37.556066; E : 127.109045 37.555396,E : 127.109045 37.555396; E : 127.108026 37.554653,E : 127.108026 37.554653; E : 127.107093 37.553841,E : 127.107093 37.553841; E : 127.106251 37.552968,E : 127.106251 37.552968; E : 127.105509 37.552040,E : 127.105509 37.552040; E : 127.104870 37.551064,E : 127.104870 37.551064; E : 127.104341 37.550047,E : 127.104341 37.550047; E : 127.103926 37.548998,E : 127.103926 37.548998; E : 127.103627 37.547923,E : 127.103627 37.547923; E : 127.103446 37.546832,E : 127.103446 37.546832; E : 127.103386 37.545733,E : 127.103386 37.545733; E : 127.103446 37.544634,E : 127.103446 37.544634; E : 127.103627 37.543543,E : 127.103627 37.543543; E : 127.103926 37.542468,E : 127.103926 37.542468; E : 127.104341 37.541419,E : 127.104341 37.541419; E : 127.104870 37.540402,E : 127.104870 37.540402; E : 127.105508 37.539426,E : 127.105508 37.539426; E : 127.106251 37.538498,E : 127.106251 37.538498; E : 127.107092 37.537625,F : 127.107092 37.537625 L-1000; F : 127.107834 37.536968 L-1000,F : 127.107834 37.536968 L-1000; F : 127.091264 37.524219 L-1000,F : 127.091264 37.524219 R-1000; F : 127.064115 37.526382 R-1000,F : 127.064115 37.526382 R-1000; F : 127.034363 37.535302 R-1000,F : 127.034363 37.535302 L-1000; F : 127.016034 37.509353 L-1000,F : 127.016034 37.509353 L-1000; F : 126.983913 37.497639 L-1000,F : 126.983913 37.497639 R-1000; F : 126.952476 37.508542 R-1000,G : 126.952476 37.508542; G : 126.935511 37.518810,G : 126.935511 37.518810; G : 126.934628 37.517964,G : 126.934628 37.517964; G : 126.933656 37.517182,G : 126.933656 37.517182; G : 126.932602 37.516471,G : 126.932602 37.516471; G : 126.931474 37.515835,G : 126.931474 37.515835; G : 126.930281 37.515281,G : 126.930281 37.515281; G : 126.929032 37.514811,G : 126.929032 37.514811; G : 126.927736 37.514430,G : 126.927736 37.514430; G : 126.926403 37.514140,G : 126.926403 37.514140; G : 126.925044 37.513943,G : 126.925044 37.513943; G : 126.923669 37.513842,G : 126.923669 37.513842; G : 126.922287 37.513837,G : 126.922287 37.513837; G : 126.920910 37.513928,G : 126.920910 37.513928; G : 126.919549 37.514114,G : 126.919549 37.514114; G : 126.918213 37.514393,G : 126.918213 37.514393; G : 126.916912 37.514765,G : 126.916912 37.514765; G : 126.915658 37.515225,G : 126.915658 37.515225; G : 126.914458 37.515771,G : 126.914458 37.515771; G : 126.913323 37.516398,G : 126.913323 37.516398; G : 126.912260 37.517101,G : 126.912260 37.517101; G : 126.911279 37.517876,G : 126.911279 37.517876; G : 126.910386 37.518715,G : 126.910386 37.518715; G : 126.909588 37.519614,G : 126.909588 37.519614; G : 126.908891 37.520564,G : 126.908891 37.520564; G : 126.908301 37.521559,G : 126.908301 37.521559; G : 126.907823 37.522591,G : 126.907823 37.522591; G : 126.907459 37.523653,G : 126.907459 37.523653; G : 126.907212 37.524736,G : 126.907212 37.524736; G : 126.907085 37.525832,G : 126.907085 37.525832; G : 126.907079 37.526932,G : 126.907079 37.526932; G : 126.907193 37.528029,G : 126.907193 37.528029; G : 126.907426 37.529113,G : 126.907426 37.529113; G : 126.907777 37.530178,G : 126.907777 37.530178; G : 126.908244 37.531214,G : 126.908244 37.531214; G : 126.908822 37.532213,G : 126.908822 37.532213; G : 126.909507 37.533169,G : 126.909507 37.533169; G : 126.910294 37.534073,G : 126.910294 37.534073; G : 126.911177 37.534920,G : 126.911177 37.534920; G : 126.912150 37.535701,G : 126.912150 37.535701; G : 126.913204 37.536413,G : 126.913204 37.536413; G : 126.914332 37.537048,G : 126.914332 37.537048; G : 126.915526 37.537603,G : 126.915526 37.537603; G : 126.916775 37.538073,G : 126.916775 37.538073; G : 126.918072 37.538454,G : 126.918072 37.538454; G : 126.919405 37.538744,G : 126.919405 37.538744; G : 126.920764 37.538940,G : 126.920764 37.538940; G : 126.922140 37.539041,G : 126.922140 37.539041; G : 126.922907 37.539056,I : 126.922907 37.539056; I : 126.923811 37.527378,J : 126.923811 37.527378; J : 126.923811 37.527378,K : 126.923811 37.527378; K : 126.923690 37.526830,,,,,,,,,,,,,,,,
11-3,UAM0030,6인승,6,천호·길동,1,2,06:34:36,봉천,2,1,06:53:34,06:33:36,06:34:36,06:40:43,06:42:43,06:53:34,06:55:34,07:00:34,07:06:34,A : 127.118788 37.545259; A : 127.118611 37.544873,B : 127.118611 37.544873; B : 127.118611 37.544873,C : 127.118611 37.544873; C : 127.119230 37.558347,E : 127.119230 37.558347; E : 127.117849 37.558299,E : 127.117849 37.558299; E : 127.116479 37.558156,E : 127.116479 37.558156; E : 127.115129 37.557917,E : 127.115129 37.557917; E : 127.113811 37.557587,E : 127.113811 37.557587; E : 127.112534 37.557165,E : 127.112534 37.557165; E : 127.111308 37.556657,E : 127.111308 37.556657; E : 127.110142 37.556066,E : 127.110142 37.556066; E : 127.109045 37.555396,E : 127.109045 37.555396; E : 127.108026 37.554653,E : 127.108026 37.554653; E : 127.107093 37.553841,E : 127.107093 37.553841; E : 127.106251 37.552968,E : 127.106251 37.552968; E : 127.105509 37.552040,E : 127.105509 37.552040; E : 127.104870 37.551064,E : 127.104870 37.551064; E : 127.104341 37.550047,E : 127.104341 37.550047; E : 127.103926 37.548998,E : 127.103926 37.548998; E : 127.103627 37.547923,E : 127.103627 37.547923; E : 127.103446 37.546832,E : 127.103446 37.546832; E : 127.103386 37.545733,E : 127.103386 37.545733; E : 127.103446 37.544634,E : 127.103446 37.544634; E : 127.103627 37.543543,E : 127.103627 37.543543; E : 127.103926 37.542468,E : 127.103926 37.542468; E : 127.104341 37.541419,E : 127.104341 37.541419; E : 127.104870 37.540402,E : 127.104870 37.540402; E : 127.105508 37.539426,E : 127.105508 37.539426; E : 127.106251 37.538498,E : 127.106251 37.538498; E : 127.107092 37.537625,F : 127.107092 37.537625 L-1000; F : 127.107834 37.536968 L-1000,F : 127.107834 37.536968 L-1000; F : 127.091264 37.524219 L-1000,F : 127.091264 37.524219 R-1000; F : 127.064115 37.526382 R-1000,F : 127.064115 37.526382 L-1000; F : 127.073618 37.497639 L-1000,F : 127.073618 37.497639 L-1000; F : 127.032003 37.471329 L-1000,F : 127.032003 37.471329 L-1000; F : 126.985994 37.471059 L-1000,G : 126.985994 37.471059; G : 126.957341 37.478734,G : 126.957341 37.478734; G : 126.956845 37.477707,G : 126.956845 37.477707; G : 126.956238 37.476719,G : 126.956238 37.476719; G : 126.955525 37.475776,G : 126.955525 37.475776; G : 126.954712 37.474887,G : 126.954712 37.474887; G : 126.953805 37.474057,G : 126.953805 37.474057; G : 126.953530 37.473833,I : 126.953530 37.473833; I : 126.943672 37.482945,J : 126.943672 37.482945; J : 126.943672 37.482945,K : 126.943672 37.482945; K : 126.943284 37.482613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-4,UAM0034,6인승,6,천호·길동,1,3,06:35:06,사당·이수,2,3,06:56:23,06:34:06,06:35:06,06:42:43,06:44:43,06:56:23,06:58:23,07:03:23,07:09:23,A : 127.118854 37.545402; A : 127.118611 37.544873,B : 127.118611 37.544873; B : 127.118611 37.544873,C : 127.118611 37.544873; C : 127.119230 37.558347,E : 127.119230 37.558347; E : 127.117849 37.558299,E : 127.117849 37.558299; E : 127.116479 37.558156,E : 127.116479 37.558156; E : 127.115129 37.557917,E : 127.115129 37.557917; E : 127.113811 37.557587,E : 127.113811 37.557587; E : 127.112534 37.557165,E : 127.112534 37.557165; E : 127.111308 37.556657,E : 127.111308 37.556657; E : 127.110142 37.556066,E : 127.110142 37.556066; E : 127.109045 37.555396,E : 127.109045 37.555396; E : 127.108026 37.554653,E : 127.108026 37.554653; E : 127.107093 37.553841,E : 127.107093 37.553841; E : 127.106251 37.552968,E : 127.106251 37.552968; E : 127.105509 37.552040,E : 127.105509 37.552040; E : 127.104870 37.551064,E : 127.104870 37.551064; E : 127.104341 37.550047,E : 127.104341 37.550047; E : 127.103926 37.548998,E : 127.103926 37.548998; E : 127.103627 37.547923,E : 127.103627 37.547923; E : 127.103446 37.546832,E : 127.103446 37.546832; E : 127.103386 37.545733,E : 127.103386 37.545733; E : 127.103446 37.544634,E : 127.103446 37.544634; E : 127.103627 37.543543,E : 127.103627 37.543543; E : 127.103926 37.542468,E : 127.103926 37.542468; E : 127.104341 37.541419,E : 127.104341 37.541419; E : 127.104870 37.540402,E : 127.104870 37.540402; E : 127.105508 37.539426,E : 127.105508 37.539426; E : 127.106251 37.538498,E : 127.106251 37.538498; E : 127.107092 37.537625,F : 127.107092 37.537625 L-1000; F : 127.107834 37.536968 L-1000,F : 127.107834 37.536968 L-1000; F : 127.091264 37.524219 L-1000,F : 127.091264 37.524219 R-1000; F : 127.064115 37.526382 R-1000,F : 127.064115 37.526382 L-1000; F : 127.073618 37.497639 L-1000,F : 127.073618 37.497639 L-1000; F : 127.032003 37.471329 L-1000,G : 127.032003 37.471329; G : 126.998004 37.474305,G : 126.998004 37.474305; G : 126.998095 37.475403,G : 126.998095 37.475403; G : 126.998065 37.476503,G : 126.998065 37.476503; G : 126.997916 37.477597,G : 126.997916 37.477597; G : 126.997647 37.478677,G : 126.997647 37.478677; G : 126.997261 37.479733,G : 126.997261 37.479733; G : 126.996760 37.480759,G : 126.996760 37.480759; G : 126.996150 37.481746,G : 126.996150 37.481746; G : 126.995434 37.482687,G : 126.995434 37.482687; G : 126.994618 37.483575,G : 126.994618 37.483575; G : 126.993708 37.484402,G : 126.993708 37.484402; G : 126.992710 37.485163,G : 126.992710 37.485163; G : 126.991634 37.485852,G : 126.991634 37.485852; G : 126.990486 37.486464,G : 126.990486 37.486464; G : 126.989275 37.486994,G : 126.989275 37.486994; G : 126.988011 37.487437,G : 126.988011 37.487437; G : 126.986704 37.487791,G : 126.986704 37.487791; G : 126.985363 37.488053,G : 126.985363 37.488053; G : 126.983998 37.488221,G : 126.983998 37.488221; G : 126.982620 37.488293,G : 126.982620 37.488293; G : 126.981239 37.488269,G : 126.981239 37.488269; G : 126.979866 37.488150,G : 126.979866 37.488150; G : 126.978512 37.487935,G : 126.978512 37.487935; G : 126.977186 37.487628,G : 126.977186 37.487628; G : 126.975899 37.487229,G : 126.975899 37.487229; G : 126.974660 37.486743,G : 126.974660 37.486743; G : 126.973479 37.486172,G : 126.973479 37.486172; G : 126.972365 37.485522,G : 126.972365 37.485522; G : 126.971327 37.484796,G : 126.971327 37.484796; G : 126.970372 37.484002,G : 126.970372 37.484002; G : 126.969507 37.483144,G : 126.969507 37.483144; G : 126.968740 37.482229,G : 126.968740 37.482229; G : 126.968075 37.481264,G : 126.968075 37.481264; G : 126.967519 37.480257,G : 126.967519 37.480257; G : 126.967074 37.479215,G : 126.967074 37.479215; G : 126.966746 37.478146,G : 126.966746 37.478146; G : 126.966535 37.477059,G : 126.966535 37.477059; G : 126.966445 37.475960,G : 126.966445 37.475960; G : 126.966474 37.474860,G : 126.966474 37.474860; G : 126.966624 37.473766,G : 126.966624 37.473766; G : 126.966893 37.472687,G : 126.966893 37.472687; G : 126.967279 37.471630,G : 126.967279 37.471630; G : 126.967779 37.470605,G : 126.967779 37.470605; G : 126.968390 37.469617,G : 126.968390 37.469617; G : 126.969106 37.468677,G : 126.969106 37.468677; G : 126.969922 37.467789,G : 126.969922 37.467789; G : 126.970832 37.466961,G : 126.970832 37.466961; G : 126.971829 37.466200,G : 126.971829 37.466200; G : 126.972905 37.465511,G : 126.972905 37.465511; G : 126.974053 37.464899,G : 126.974053 37.464899; G : 126.975263 37.464370,G : 126.975263 37.464370; G : 126.976526 37.463926,G : 126.976526 37.463926; G : 126.977833 37.463572,G : 126.977833 37.463572; G : 126.979174 37.463310,G : 126.979174 37.463310; G : 126.980539 37.463143,G : 126.980539 37.463143; G : 126.981916 37.463070,G : 126.981916 37.463070; G : 126.983296 37.463094,G : 126.983296 37.463094; G : 126.984669 37.463214,G : 126.984669 37.463214; G : 126.986023 37.463428,G : 126.986023 37.463428; G : 126.987348 37.463736,G : 126.987348 37.463736; G : 126.988635 37.464134,G : 126.988635 37.464134; G : 126.989873 37.464621,G : 126.989873 37.464621; G : 126.991054 37.465191,G : 126.991054 37.465191; G : 126.992167 37.465842,G : 126.992167 37.465842; G : 126.993205 37.466567,G : 126.993205 37.466567; G : 126.993455 37.466762,I : 126.993455 37.466762; I : 126.983610 37.475839,J : 126.983610 37.475839; J : 126.983610 37.475839,K : 126.983610 37.475839; K : 126.982831 37.475571
11-5,UAM0054,6인승,6,천호·길동,1,1,06:37:20,미아,2,3,06:59:33,06:36:20,06:37:20,06:44:43,06:46:43,06:59:33,07:01:33,07:06:33,07:12:33,A : 127.118722 37.545115; A : 127.118611 37.544873,B : 127.118611 37.544873; B : 127.118611 37.544873,C : 127.118611 37.544873; C : 127.119230 37.558347,E : 127.119230 37.558347; E : 127.117849 37.558299,E : 127.117849 37.558299; E : 127.116479 37.558156,E : 127.116479 37.558156; E : 127.115129 37.557917,E : 127.115129 37.557917; E : 127.113811 37.557587,E : 127.113811 37.557587; E : 127.112534 37.557165,E : 127.112534 37.557165; E : 127.111308 37.556657,E : 127.111308 37.556657; E : 127.110142 37.556066,E : 127.110142 37.556066; E : 127.109045 37.555396,E : 127.109045 37.555396; E : 127.108026 37.554653,E : 127.108026 37.554653; E : 127.107093 37.553841,E : 127.107093 37.553841; E : 127.106251 37.552968,E : 127.106251 37.552968; E : 127.105509 37.552040,E : 127.105509 37.552040; E : 127.104870 37.551064,E : 127.104870 37.551064; E : 127.104341 37.550047,E : 127.104341 37.550047; E : 127.103926 37.548998,E : 127.103926 37.548998; E : 127.103627 37.547923,E : 127.103627 37.547923; E : 127.103446 37.546832,E : 127.103446 37.546832; E : 127.103386 37.545733,E : 127.103386 37.545733; E : 127.103446 37.544634,E : 127.103446 37.544634; E : 127.103627 37.543543,E : 127.103627 37.543543; E : 127.103926 37.542468,E : 127.103926 37.542468; E : 127.104341 37.541419,E : 127.104341 37.541419; E : 127.104870 37.540402,E : 127.104870 37.540402; E : 127.105508 37.539426,E : 127.105508 37.539426; E : 127.106251 37.538498,E : 127.106251 37.538498; E : 127.107092 37.537625,F : 127.107092 37.537625 L-1000; F : 127.107834 37.536968 L-1000,F : 127.107834 37.536968 L-1000; F : 127.091264 37.524219 L-1000,F : 127.091264 37.524219 R-1000; F : 127.111853 37.542780 R-1000,F : 127.111853 37.542780 R-1000; F : 127.096917 37.547466 R-1000,F : 127.096917 37.547466 R-1000; F : 127.085099 37.596564 R-1000,F : 127.085099 37.596564 R-1000; F : 127.071108 37.616484 R-1000,G : 127.071108 37.616484; G : 127.040766 37.625655,G : 127.040766 37.625655; G : 127.041201 37.626699,G : 127.041201 37.626699; G : 127.041519 37.627770,G : 127.041519 37.627770; G : 127.041719 37.628859,G : 127.041719 37.628859; G : 127.041799 37.629958,G : 127.041799 37.629958; G : 127.041758 37.631058,G : 127.041758 37.631058; G : 127.041596 37.632151,G : 127.041596 37.632151; G : 127.041316 37.633228,G : 127.041316 37.633228; G : 127.040918 37.634282,G : 127.040918 37.634282; G : 127.040407 37.635305,G : 127.040407 37.635305; G : 127.039785 37.636288,G : 127.039785 37.636288; G : 127.039058 37.637224,G : 127.039058 37.637224; G : 127.038232 37.638106,G : 127.038232 37.638106; G : 127.037311 37.638928,G : 127.037311 37.638928; G : 127.037155 37.639054,I : 127.037155 37.639054; I : 127.026717 37.629316,J : 127.026717 37.629316; J : 127.026717 37.629316,K : 127.026717 37.629316; K : 127.026072 37.629757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-6,UAM0085,6인승,6,천호·길동,1,1,06:41:40,연신내·불광,2,1,07:01:26,06:40:40,06:41:40,06:46:43,06:48:43,07:01:26,07:03:26,07:08:26,07:14:26,A : 127.118722 37.545115; A : 127.118611 37.544873,B : 127.118611 37.544873; B : 127.118611 37.544873,C : 127.118611 37.544873; C : 127.119230 37.558347,E : 127.119230 37.558347; E : 127.117849 37.558299,E : 127.117849 37.558299; E : 127.116479 37.558156,E : 127.116479 37.558156; E : 127.115129 37.557917,E : 127.115129 37.557917; E : 127.113811 37.557587,E : 127.113811 37.557587; E : 127.112534 37.557165,E : 127.112534 37.557165; E : 127.111308 37.556657,E : 127.111308 37.556657; E : 127.110142 37.556066,E : 127.110142 37.556066; E : 127.109045 37.555396,E : 127.109045 37.555396; E : 127.108026 37.554653,E : 127.108026 37.554653; E : 127.107093 37.553841,E : 127.107093 37.553841; E : 127.106251 37.552968,E : 127.106251 37.552968; E : 127.105509 37.552040,E : 127.105509 37.552040; E : 127.104870 37.551064,E : 127.104870 37.551064; E : 127.104341 37.550047,E : 127.104341 37.550047; E : 127.103926 37.548998,E : 127.103926 37.548998; E : 127.103627 37.547923,E : 127.103627 37.547923; E : 127.103446 37.546832,E : 127.103446 37.546832; E : 127.103386 37.545733,E : 127.103386 37.545733; E : 127.103446 37.544634,E : 127.103446 37.544634; E : 127.103627 37.543543,E : 127.103627 37.543543; E : 127.103926 37.542468,E : 127.103926 37.542468; E : 127.104341 37.541419,E : 127.104341 37.541419; E : 127.104870 37.540402,E : 127.104870 37.540402; E : 127.105508 37.539426,E : 127.105508 37.539426; E : 127.106251 37.538498,E : 127.106251 37.538498; E : 127.107092 37.537625,F : 127.107092 37.537625 L-1000; F : 127.107834 37.536968 L-1000,F : 127.107834 37.536968 L-1000; F : 127.091264 37.524219 L-1000,F : 127.091264 37.524219 R-1000; F : 127.064115 37.526382 R-1000,F : 127.064115 37.526382 R-1000; F : 127.034363 37.535302 R-1000,F : 127.034363 37.535302 R-1000; F : 127.038322 37.561972 R-1000,F : 127.038322 37.561972 R-1000; F : 127.049162 37.581324 R-1000,F : 127.049162 37.581324 L-1000; F : 127.023602 37.575758 L-1000,F : 127.023602 37.575758 L-1000; F : 126.976352 37.569964 L-1000,F : 126.976352 37.569964 R-1000; F : 126.952061 37.570172 R-1000,G : 126.952061 37.570172; G : 126.930617 37.600117,G : 126.930617 37.600117; G : 126.929386 37.599614,G : 126.929386 37.599614; G : 126.928106 37.599199,G : 126.928106 37.599199; G : 126.926784 37.598874,G : 126.926784 37.598874; G : 126.925433 37.598641,G : 126.925433 37.598641; G : 126.924061 37.598504,G : 126.924061 37.598504; G : 126.922679 37.598462,G : 126.922679 37.598462; G : 126.921297 37.598516,G : 126.921297 37.598516; G : 126.919927 37.598666,G : 126.919927 37.598666; G : 126.918578 37.598910,G : 126.918578 37.598910; G : 126.917262 37.599246,G : 126.917262 37.599246; G : 126.915987 37.599673,G : 126.915987 37.599673; G : 126.914764 37.600187,G : 126.914764 37.600187; G : 126.913601 37.600783,G : 126.913601 37.600783; G : 126.912509 37.601458,G : 126.912509 37.601458; G : 126.911494 37.602206,G : 126.911494 37.602206; G : 126.910566 37.603021,G : 126.910566 37.603021; G : 126.909730 37.603898,G : 126.909730 37.603898; G : 126.908993 37.604829,G : 126.908993 37.604829; G : 126.908361 37.605808,G : 126.908361 37.605808; G : 126.907839 37.606827,G : 126.907839 37.606827; G : 126.907453 37.607811,I : 126.907453 37.607811; I : 126.923943 37.610615,J : 126.923943 37.610615; J : 126.923943 37.610615,K : 126.923943 37.610615; K : 126.923384 37.610520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
