LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134,Seg135
17-1,UAM0009,6인승,6,수서·문정,1,1,06:31:03,사당·이수,2,1,06:50:54,06:30:03,06:31:03,06:36:03,06:38:03,06:50:54,06:52:54,06:57:54,07:03:54,A : 127.100082 37.488217; A : 127.099842 37.488390,B : 127.099842 37.488390; B : 127.099842 37.488390,C : 127.099842 37.488390; C : 127.096506 37.475256,D : 127.096506 37.475256; D : 127.092702 37.463942,E : 127.092702 37.463942; E : 127.095302 37.463483,E : 127.095302 37.463483; E : 127.097941 37.463206,E : 127.097941 37.463206; E : 127.100601 37.463113,E : 127.100601 37.463113; E : 127.103261 37.463206,E : 127.103261 37.463206; E : 127.105901 37.463483,E : 127.105901 37.463483; E : 127.108500 37.463942,E : 127.108500 37.463942; E : 127.111039 37.464580,E : 127.111039 37.464580; E : 127.113499 37.465393,E : 127.113499 37.465393; E : 127.115860 37.466373,E : 127.115860 37.466373; E : 127.118106 37.467513,E : 127.118106 37.467513; E : 127.120218 37.468805,E : 127.120218 37.468805; E : 127.122181 37.470239,E : 127.122181 37.470239; E : 127.123980 37.471803,E : 127.123980 37.471803; E : 127.125601 37.473487,E : 127.125601 37.473487; E : 127.127032 37.475277,E : 127.127032 37.475277; E : 127.128261 37.477160,E : 127.128261 37.477160; E : 127.129280 37.479120,E : 127.129280 37.479120; E : 127.130081 37.481145,E : 127.130081 37.481145; E : 127.130658 37.483217,E : 127.130658 37.483217; E : 127.131005 37.485321,E : 127.131005 37.485321; E : 127.131121 37.487441,E : 127.131121 37.487441; E : 127.131005 37.489561,E : 127.131005 37.489561; E : 127.130658 37.491666,E : 127.130658 37.491666; E : 127.130081 37.493738,E : 127.130081 37.493738; E : 127.129280 37.495762,E : 127.129280 37.495762; E : 127.128261 37.497722,E : 127.128261 37.497722; E : 127.127031 37.499605,E : 127.127031 37.499605; E : 127.125600 37.501395,E : 127.125600 37.501395; E : 127.123978 37.503079,E : 127.123978 37.503079; E : 127.122179 37.504643,E : 127.122179 37.504643; E : 127.120215 37.506077,E : 127.120215 37.506077; E : 127.118101 37.507369,E : 127.118101 37.507369; E : 127.115854 37.508509,E : 127.115854 37.508509; E : 127.113491 37.509489,E : 127.113491 37.509489; E : 127.111030 37.510302,E : 127.111030 37.510302; E : 127.108489 37.510940,E : 127.108489 37.510940; E : 127.105888 37.511399,E : 127.105888 37.511399; E : 127.103247 37.511676,E : 127.103247 37.511676; E : 127.100586 37.511769,E : 127.100586 37.511769; E : 127.097924 37.511676,E : 127.097924 37.511676; E : 127.095283 37.511399,E : 127.095283 37.511399; E : 127.092682 37.510940,E : 127.092682 37.510940; E : 127.090141 37.510302,E : 127.090141 37.510302; E : 127.087680 37.509489,E : 127.087680 37.509489; E : 127.085317 37.508509,E : 127.085317 37.508509; E : 127.083070 37.507369,E : 127.083070 37.507369; E : 127.080956 37.506077,E : 127.080956 37.506077; E : 127.078992 37.504643,E : 127.078992 37.504643; E : 127.077193 37.503079,E : 127.077193 37.503079; E : 127.075571 37.501395,E : 127.075571 37.501395; E : 127.074140 37.499605,E : 127.074140 37.499605; E : 127.072910 37.497722,E : 127.072910 37.497722; E : 127.071890 37.495762,E : 127.071890 37.495762; E : 127.071090 37.493738,E : 127.071090 37.493738; E : 127.070513 37.491666,E : 127.070513 37.491666; E : 127.070165 37.489561,E : 127.070165 37.489561; E : 127.070049 37.487441,E : 127.070049 37.487441; E : 127.070165 37.485321,E : 127.070165 37.485321; E : 127.070513 37.483217,E : 127.070513 37.483217; E : 127.071089 37.481145,F : 127.071089 37.481145 L-2000; F : 127.071289 37.480579 L-2000,F : 127.071289 37.480579 L-2000; F : 127.031907 37.471351 L-2000,G : 127.031907 37.471351; G : 126.997909 37.474327,G : 126.997909 37.474327; G : 126.998000 37.475425,G : 126.998000 37.475425; G : 126.997970 37.476525,G : 126.997970 37.476525; G : 126.997820 37.477619,G : 126.997820 37.477619; G : 126.997551 37.478698,G : 126.997551 37.478698; G : 126.997165 37.479755,G : 126.997165 37.479755; G : 126.996665 37.480781,G : 126.996665 37.480781; G : 126.996054 37.481768,G : 126.996054 37.481768; G : 126.995338 37.482709,G : 126.995338 37.482709; G : 126.994522 37.483596,G : 126.994522 37.483596; G : 126.993612 37.484424,G : 126.993612 37.484424; G : 126.992615 37.485185,G : 126.992615 37.485185; G : 126.991538 37.485874,G : 126.991538 37.485874; G : 126.990390 37.486486,G : 126.990390 37.486486; G : 126.989180 37.487016,G : 126.989180 37.487016; G : 126.987916 37.487459,G : 126.987916 37.487459; G : 126.986608 37.487813,G : 126.986608 37.487813; G : 126.985267 37.488075,G : 126.985267 37.488075; G : 126.983902 37.488243,G : 126.983902 37.488243; G : 126.982524 37.488315,G : 126.982524 37.488315; G : 126.981144 37.488291,G : 126.981144 37.488291; G : 126.979771 37.488172,G : 126.979771 37.488172; G : 126.978416 37.487957,G : 126.978416 37.487957; G : 126.977090 37.487650,G : 126.977090 37.487650; G : 126.975803 37.487251,G : 126.975803 37.487251; G : 126.974564 37.486765,G : 126.974564 37.486765; G : 126.973384 37.486194,G : 126.973384 37.486194; G : 126.972270 37.485544,G : 126.972270 37.485544; G : 126.971231 37.484818,G : 126.971231 37.484818; G : 126.970276 37.484024,G : 126.970276 37.484024; G : 126.969412 37.483165,G : 126.969412 37.483165; G : 126.968644 37.482251,G : 126.968644 37.482251; G : 126.967980 37.481286,G : 126.967980 37.481286; G : 126.967423 37.480279,G : 126.967423 37.480279; G : 126.966979 37.479237,G : 126.966979 37.479237; G : 126.966650 37.478168,G : 126.966650 37.478168; G : 126.966440 37.477080,G : 126.966440 37.477080; G : 126.966349 37.475982,G : 126.966349 37.475982; G : 126.966379 37.474882,G : 126.966379 37.474882; G : 126.966529 37.473788,G : 126.966529 37.473788; G : 126.966798 37.472709,G : 126.966798 37.472709; G : 126.967184 37.471652,G : 126.967184 37.471652; G : 126.967684 37.470626,G : 126.967684 37.470626; G : 126.968294 37.469639,G : 126.968294 37.469639; G : 126.969010 37.468698,G : 126.969010 37.468698; G : 126.969826 37.467811,G : 126.969826 37.467811; G : 126.970736 37.466983,G : 126.970736 37.466983; G : 126.971733 37.466222,G : 126.971733 37.466222; G : 126.972809 37.465533,G : 126.972809 37.465533; G : 126.973957 37.464921,G : 126.973957 37.464921; G : 126.975167 37.464392,G : 126.975167 37.464392; G : 126.976431 37.463948,G : 126.976431 37.463948; G : 126.977738 37.463594,G : 126.977738 37.463594; G : 126.979079 37.463332,G : 126.979079 37.463332; G : 126.980443 37.463165,G : 126.980443 37.463165; G : 126.981821 37.463092,G : 126.981821 37.463092; G : 126.983201 37.463116,G : 126.983201 37.463116; G : 126.984573 37.463235,G : 126.984573 37.463235; G : 126.985927 37.463450,G : 126.985927 37.463450; G : 126.987253 37.463757,G : 126.987253 37.463757; G : 126.988539 37.464156,G : 126.988539 37.464156; G : 126.989778 37.464642,G : 126.989778 37.464642; G : 126.990958 37.465213,G : 126.990958 37.465213; G : 126.992072 37.465864,G : 126.992072 37.465864; G : 126.993110 37.466589,G : 126.993110 37.466589; G : 126.993360 37.466784,I : 126.993360 37.466784; I : 126.983610 37.475839,J : 126.983610 37.475839; J : 126.983610 37.475839,K : 126.983610 37.475839; K : 126.983207 37.475518
17-2,UAM0016,6인승,6,수서·문정,1,2,06:31:56,망우,2,1,06:51:13,06:30:56,06:31:56,06:38:03,06:40:03,06:51:13,06:53:13,06:58:13,07:04:13,A : 127.100225 37.488114; A : 127.099842 37.488390,B : 127.099842 37.488390; B : 127.099842 37.488390,C : 127.099842 37.488390; C : 127.096506 37.475256,D : 127.096506 37.475256; D : 127.092702 37.463942,E : 127.092702 37.463942; E : 127.095302 37.463483,E : 127.095302 37.463483; E : 127.097941 37.463206,E : 127.097941 37.463206; E : 127.100601 37.463113,E : 127.100601 37.463113; E : 127.103261 37.463206,E : 127.103261 37.463206; E : 127.105901 37.463483,E : 127.105901 37.463483; E : 127.108500 37.463942,E : 127.108500 37.463942; E : 127.111039 37.464580,E : 127.111039 37.464580; E : 127.113499 37.465393,E : 127.113499 37.465393; E : 127.115860 37.466373,E : 127.115860 37.466373; E : 127.118106 37.467513,E : 127.118106 37.467513; E : 127.120218 37.468805,E : 127.120218 37.468805; E : 127.122181 37.470239,E : 127.122181 37.470239; E : 127.123980 37.471803,E : 127.123980 37.471803; E : 127.125601 37.473487,E : 127.125601 37.473487; E : 127.127032 37.475277,E : 127.127032 37.475277; E : 127.128261 37.477160,E : 127.128261 37.477160; E : 127.129280 37.479120,E : 127.129280 37.479120; E : 127.130081 37.481145,E : 127.130081 37.481145; E : 127.130658 37.483217,E : 127.130658 37.483217; E : 127.131005 37.485321,E : 127.131005 37.485321; E : 127.131121 37.487441,E : 127.131121 37.487441; E : 127.131005 37.489561,E : 127.131005 37.489561; E : 127.130658 37.491666,E : 127.130658 37.491666; E : 127.130081 37.493738,E : 127.130081 37.493738; E : 127.129280 37.495762,E : 127.129280 37.495762; E : 127.128261 37.497722,E : 127.128261 37.497722; E : 127.127031 37.499605,E : 127.127031 37.499605; E : 127.125600 37.501395,E : 127.125600 37.501395; E : 127.123978 37.503079,E : 127.123978 37.503079; E : 127.122179 37.504643,E : 127.122179 37.504643; E : 127.120215 37.506077,E : 127.120215 37.506077; E : 127.118101 37.507369,E : 127.118101 37.507369; E : 127.115854 37.508509,E : 127.115854 37.508509; E : 127.113491 37.509489,E : 127.113491 37.509489; E : 127.111030 37.510302,E : 127.111030 37.510302; E : 127.108489 37.510940,E : 127.108489 37.510940; E : 127.105888 37.511399,E : 127.105888 37.511399; E : 127.103247 37.511676,E : 127.103247 37.511676; E : 127.100586 37.511769,E : 127.100586 37.511769; E : 127.097924 37.511676,E : 127.097924 37.511676; E : 127.095283 37.511399,F : 127.095283 37.511399 L-2000; F : 127.094478 37.511277 L-2000,F : 127.094478 37.511277 R-2000; F : 127.091156 37.524241 R-2000,F : 127.091156 37.524241 R-2000; F : 127.111745 37.542802 R-2000,F : 127.111745 37.542802 R-2000; F : 127.096809 37.547488 R-2000,G : 127.096809 37.547488; G : 127.090533 37.573031,G : 127.090533 37.573031; G : 127.087897 37.572715,G : 127.087897 37.572715; G : 127.085236 37.572583,G : 127.085236 37.572583; G : 127.082570 37.572636,G : 127.082570 37.572636; G : 127.079921 37.572874,G : 127.079921 37.572874; G : 127.077307 37.573294,G : 127.077307 37.573294; G : 127.074750 37.573895,G : 127.074750 37.573895; G : 127.072268 37.574670,G : 127.072268 37.574670; G : 127.069880 37.575615,G : 127.069880 37.575615; G : 127.067605 37.576722,G : 127.067605 37.576722; G : 127.065460 37.577982,G : 127.065460 37.577982; G : 127.063461 37.579386,H : 127.063461 37.579386; H : 127.063054 37.579704,I : 127.063054 37.579704; I : 127.086147 37.597467,J : 127.086147 37.597467; J : 127.086147 37.597467,K : 127.086147 37.597467; K : 127.085960 37.597037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-3,UAM0084,6인승,6,수서·문정,1,1,06:41:34,가산·대림,2,1,07:06:28,06:40:34,06:41:34,06:46:34,06:48:34,07:06:28,07:08:28,07:13:28,07:19:28,A : 127.100082 37.488217; A : 127.099842 37.488390,B : 127.099842 37.488390; B : 127.099842 37.488390,C : 127.099842 37.488390; C : 127.096506 37.475256,D : 127.096506 37.475256; D : 127.092702 37.463942,E : 127.092702 37.463942; E : 127.095302 37.463483,E : 127.095302 37.463483; E : 127.097941 37.463206,E : 127.097941 37.463206; E : 127.100601 37.463113,E : 127.100601 37.463113; E : 127.103261 37.463206,E : 127.103261 37.463206; E : 127.105901 37.463483,E : 127.105901 37.463483; E : 127.108500 37.463942,E : 127.108500 37.463942; E : 127.111039 37.464580,E : 127.111039 37.464580; E : 127.113499 37.465393,E : 127.113499 37.465393; E : 127.115860 37.466373,E : 127.115860 37.466373; E : 127.118106 37.467513,E : 127.118106 37.467513; E : 127.120218 37.468805,E : 127.120218 37.468805; E : 127.122181 37.470239,E : 127.122181 37.470239; E : 127.123980 37.471803,E : 127.123980 37.471803; E : 127.125601 37.473487,E : 127.125601 37.473487; E : 127.127032 37.475277,E : 127.127032 37.475277; E : 127.128261 37.477160,E : 127.128261 37.477160; E : 127.129280 37.479120,E : 127.129280 37.479120; E : 127.130081 37.481145,E : 127.130081 37.481145; E : 127.130658 37.483217,E : 127.130658 37.483217; E : 127.131005 37.485321,E : 127.131005 37.485321; E : 127.131121 37.487441,E : 127.131121 37.487441; E : 127.131005 37.489561,E : 127.131005 37.489561; E : 127.130658 37.491666,E : 127.130658 37.491666; E : 127.130081 37.493738,E : 127.130081 37.493738; E : 127.129280 37.495762,E : 127.129280 37.495762; E : 127.128261 37.497722,E : 127.128261 37.497722; E : 127.127031 37.499605,E : 127.127031 37.499605; E : 127.125600 37.501395,E : 127.125600 37.501395; E : 127.123978 37.503079,E : 127.123978 37.503079; E : 127.122179 37.504643,E : 127.122179 37.504643; E : 127.120215 37.506077,E : 127.120215 37.506077; E : 127.118101 37.507369,E : 127.118101 37.507369; E : 127.115854 37.508509,E : 127.115854 37.508509; E : 127.113491 37.509489,E : 127.113491 37.509489; E : 127.111030 37.510302,E : 127.111030 37.510302; E : 127.108489 37.510940,E : 127.108489 37.510940; E : 127.105888 37.511399,E : 127.105888 37.511399; E : 127.103247 37.511676,E : 127.103247 37.511676; E : 127.100586 37.511769,E : 127.100586 37.511769; E : 127.097924 37.511676,E : 127.097924 37.511676; E : 127.095283 37.511399,E : 127.095283 37.511399; E : 127.092682 37.510940,E : 127.092682 37.510940; E : 127.090141 37.510302,E : 127.090141 37.510302; E : 127.087680 37.509489,E : 127.087680 37.509489; E : 127.085317 37.508509,E : 127.085317 37.508509; E : 127.083070 37.507369,E : 127.083070 37.507369; E : 127.080956 37.506077,E : 127.080956 37.506077; E : 127.078992 37.504643,E : 127.078992 37.504643; E : 127.077193 37.503079,E : 127.077193 37.503079; E : 127.075571 37.501395,E : 127.075571 37.501395; E : 127.074140 37.499605,E : 127.074140 37.499605; E : 127.072910 37.497722,E : 127.072910 37.497722; E : 127.071890 37.495762,E : 127.071890 37.495762; E : 127.071090 37.493738,E : 127.071090 37.493738; E : 127.070513 37.491666,E : 127.070513 37.491666; E : 127.070165 37.489561,E : 127.070165 37.489561; E : 127.070049 37.487441,E : 127.070049 37.487441; E : 127.070165 37.485321,E : 127.070165 37.485321; E : 127.070513 37.483217,E : 127.070513 37.483217; E : 127.071089 37.481145,F : 127.071089 37.481145 L-2000; F : 127.071289 37.480579 L-2000,F : 127.071289 37.480579 L-2000; F : 127.031907 37.471351 L-2000,F : 127.031907 37.471351 L-2000; F : 126.985899 37.471081 L-2000,F : 126.985899 37.471081 R-2000; F : 126.939890 37.492706 R-2000,G : 126.939890 37.492706; G : 126.909256 37.490882,G : 126.909256 37.490882; G : 126.909339 37.488761,G : 126.909339 37.488761; G : 126.909189 37.486642,G : 126.909189 37.486642; G : 126.908807 37.484541,G : 126.908807 37.484541; G : 126.908198 37.482475,G : 126.908198 37.482475; G : 126.907365 37.480460,G : 126.907365 37.480460; G : 126.906315 37.478509,G : 126.906315 37.478509; G : 126.905055 37.476639,G : 126.905055 37.476639; G : 126.903596 37.474864,G : 126.903596 37.474864; G : 126.901948 37.473197,G : 126.901948 37.473197; G : 126.900125 37.471650,G : 126.900125 37.471650; G : 126.898139 37.470237,G : 126.898139 37.470237; G : 126.896006 37.468966,G : 126.896006 37.468966; G : 126.893742 37.467849,G : 126.893742 37.467849; G : 126.891365 37.466893,G : 126.891365 37.466893; G : 126.888893 37.466105,G : 126.888893 37.466105; G : 126.886343 37.465493,G : 126.886343 37.465493; G : 126.883737 37.465060,G : 126.883737 37.465060; G : 126.881093 37.464810,G : 126.881093 37.464810; G : 126.878432 37.464744,G : 126.878432 37.464744; G : 126.875774 37.464864,G : 126.875774 37.464864; G : 126.873139 37.465167,G : 126.873139 37.465167; G : 126.870547 37.465653,G : 126.870547 37.465653; G : 126.868018 37.466317,G : 126.868018 37.466317; G : 126.865571 37.467154,G : 126.865571 37.467154; G : 126.863225 37.468158,G : 126.863225 37.468158; G : 126.860998 37.469321,G : 126.860998 37.469321; G : 126.858906 37.470634,G : 126.858906 37.470634; G : 126.856966 37.472088,G : 126.856966 37.472088; G : 126.855192 37.473670,G : 126.855192 37.473670; G : 126.853598 37.475370,G : 126.853598 37.475370; G : 126.852196 37.477175,G : 126.852196 37.477175; G : 126.850997 37.479070,G : 126.850997 37.479070; G : 126.850009 37.481040,G : 126.850009 37.481040; G : 126.849241 37.483073,G : 126.849241 37.483073; G : 126.848697 37.485150,G : 126.848697 37.485150; G : 126.848383 37.487258,G : 126.848383 37.487258; G : 126.848301 37.489379,G : 126.848301 37.489379; G : 126.848451 37.491498,G : 126.848451 37.491498; G : 126.848832 37.493598,G : 126.848832 37.493598; G : 126.849442 37.495664,G : 126.849442 37.495664; G : 126.850275 37.497680,G : 126.850275 37.497680; G : 126.851325 37.499631,G : 126.851325 37.499631; G : 126.852585 37.501501,G : 126.852585 37.501501; G : 126.854045 37.503276,G : 126.854045 37.503276; G : 126.855693 37.504943,G : 126.855693 37.504943; G : 126.857518 37.506489,G : 126.857518 37.506489; G : 126.859504 37.507903,G : 126.859504 37.507903; G : 126.861638 37.509174,G : 126.861638 37.509174; G : 126.863903 37.510291,H : 126.863903 37.510291; H : 126.865929 37.511118,I : 126.865929 37.511118; I : 126.879164 37.488096,J : 126.879164 37.488096; J : 126.879164 37.488096,K : 126.879164 37.488096; K : 126.878680 37.488337,,,,,,,,,,,,,
17-4,UAM0106,6인승,6,수서·문정,1,1,06:43:55,영등포·여의도,2,3,07:05:40,06:42:55,06:43:55,06:48:55,06:50:55,07:05:40,07:07:40,07:12:40,07:18:40,A : 127.100082 37.488217; A : 127.099842 37.488390,B : 127.099842 37.488390; B : 127.099842 37.488390,C : 127.099842 37.488390; C : 127.096506 37.475256,D : 127.096506 37.475256; D : 127.092702 37.463942,E : 127.092702 37.463942; E : 127.095302 37.463483,E : 127.095302 37.463483; E : 127.097941 37.463206,E : 127.097941 37.463206; E : 127.100601 37.463113,E : 127.100601 37.463113; E : 127.103261 37.463206,E : 127.103261 37.463206; E : 127.105901 37.463483,E : 127.105901 37.463483; E : 127.108500 37.463942,E : 127.108500 37.463942; E : 127.111039 37.464580,E : 127.111039 37.464580; E : 127.113499 37.465393,E : 127.113499 37.465393; E : 127.115860 37.466373,E : 127.115860 37.466373; E : 127.118106 37.467513,E : 127.118106 37.467513; E : 127.120218 37.468805,E : 127.120218 37.468805; E : 127.122181 37.470239,E : 127.122181 37.470239; E : 127.123980 37.471803,E : 127.123980 37.471803; E : 127.125601 37.473487,E : 127.125601 37.473487; E : 127.127032 37.475277,E : 127.127032 37.475277; E : 127.128261 37.477160,E : 127.128261 37.477160; E : 127.129280 37.479120,E : 127.129280 37.479120; E : 127.130081 37.481145,E : 127.130081 37.481145; E : 127.130658 37.483217,E : 127.130658 37.483217; E : 127.131005 37.485321,E : 127.131005 37.485321; E : 127.131121 37.487441,E : 127.131121 37.487441; E : 127.131005 37.489561,E : 127.131005 37.489561; E : 127.130658 37.491666,E : 127.130658 37.491666; E : 127.130081 37.493738,E : 127.130081 37.493738; E : 127.129280 37.495762,E : 127.129280 37.495762; E : 127.128261 37.497722,E : 127.128261 37.497722; E : 127.127031 37.499605,E : 127.127031 37.499605; E : 127.125600 37.501395,E : 127.125600 37.501395; E : 127.123978 37.503079,E : 127.123978 37.503079; E : 127.122179 37.504643,E : 127.122179 37.504643; E : 127.120215 37.506077,E : 127.120215 37.506077; E : 127.118101 37.507369,E : 127.118101 37.507369; E : 127.115854 37.508509,E : 127.115854 37.508509; E : 127.113491 37.509489,E : 127.113491 37.509489; E : 127.111030 37.510302,E : 127.111030 37.510302; E : 127.108489 37.510940,E : 127.108489 37.510940; E : 127.105888 37.511399,E : 127.105888 37.511399; E : 127.103247 37.511676,E : 127.103247 37.511676; E : 127.100586 37.511769,E : 127.100586 37.511769; E : 127.097924 37.511676,E : 127.097924 37.511676; E : 127.095283 37.511399,E : 127.095283 37.511399; E : 127.092682 37.510940,E : 127.092682 37.510940; E : 127.090141 37.510302,E : 127.090141 37.510302; E : 127.087680 37.509489,E : 127.087680 37.509489; E : 127.085317 37.508509,E : 127.085317 37.508509; E : 127.083070 37.507369,E : 127.083070 37.507369; E : 127.080956 37.506077,E : 127.080956 37.506077; E : 127.078992 37.504643,E : 127.078992 37.504643; E : 127.077193 37.503079,E : 127.077193 37.503079; E : 127.075571 37.501395,E : 127.075571 37.501395; E : 127.074140 37.499605,E : 127.074140 37.499605; E : 127.072910 37.497722,E : 127.072910 37.497722; E : 127.071890 37.495762,E : 127.071890 37.495762; E : 127.071090 37.493738,E : 127.071090 37.493738; E : 127.070513 37.491666,E : 127.070513 37.491666; E : 127.070165 37.489561,E : 127.070165 37.489561; E : 127.070049 37.487441,E : 127.070049 37.487441; E : 127.070165 37.485321,E : 127.070165 37.485321; E : 127.070513 37.483217,E : 127.070513 37.483217; E : 127.071089 37.481145,F : 127.071089 37.481145 L-2000; F : 127.071289 37.480579 L-2000,F : 127.071289 37.480579 L-2000; F : 127.031907 37.471351 L-2000,F : 127.031907 37.471351 L-2000; F : 126.985899 37.471081 L-2000,F : 126.985899 37.471081 R-2000; F : 126.939890 37.492706 R-2000,F : 126.939890 37.492706 R-2000; F : 126.908229 37.515952 R-2000,G : 126.908229 37.515952; G : 126.911113 37.518022,G : 126.911113 37.518022; G : 126.910234 37.518871,G : 126.910234 37.518871; G : 126.909452 37.519778,G : 126.909452 37.519778; G : 126.908771 37.520735,G : 126.908771 37.520735; G : 126.908198 37.521737,G : 126.908198 37.521737; G : 126.907737 37.522774,G : 126.907737 37.522774; G : 126.907391 37.523839,G : 126.907391 37.523839; G : 126.907162 37.524925,G : 126.907162 37.524925; G : 126.907054 37.526022,G : 126.907054 37.526022; G : 126.907066 37.527122,G : 126.907066 37.527122; G : 126.907198 37.528217,G : 126.907198 37.528217; G : 126.907449 37.529300,G : 126.907449 37.529300; G : 126.907818 37.530360,G : 126.907818 37.530360; G : 126.908302 37.531391,G : 126.908302 37.531391; G : 126.908897 37.532384,G : 126.908897 37.532384; G : 126.909598 37.533332,G : 126.909598 37.533332; G : 126.910400 37.534228,G : 126.910400 37.534228; G : 126.911297 37.535065,G : 126.911297 37.535065; G : 126.912283 37.535837,G : 126.912283 37.535837; G : 126.913349 37.536537,G : 126.913349 37.536537; G : 126.914488 37.537160,G : 126.914488 37.537160; G : 126.915690 37.537702,G : 126.915690 37.537702; G : 126.916948 37.538159,G : 126.916948 37.538159; G : 126.918250 37.538526,G : 126.918250 37.538526; G : 126.919588 37.538802,G : 126.919588 37.538802; G : 126.920951 37.538984,G : 126.920951 37.538984; G : 126.922329 37.539070,G : 126.922329 37.539070; G : 126.922884 37.539078,I : 126.922884 37.539078; I : 126.923811 37.527378,J : 126.923811 37.527378; J : 126.923811 37.527378,K : 126.923811 37.527378; K : 126.923540 37.526736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
