"LocalID","ID","Type","Pax","From","DepFATO_No","DepGate_No","STD","To","ArrFATO_No","ArrGate_No","STA","DepGateIn","DepGateOut","DepFATOIn","DepFATOOut","ArrFATOIn","ArrFATOOut","ArrGateIn","ArrGateOut"
"1-44","UAM0067","6인승","6","여의도","1","3","08:10:13","마곡","2","4","09:38:42","08:09:13","08:10:13","08:21:40","08:23:40","09:38:42","09:40:42","09:45:42","09:51:42"
"1-45","UAM0111","6인승","6","여의도","1","1","08:10:28","천호","2","3","09:33:23","08:09:28","08:10:28","08:23:40","08:25:40","09:33:23","09:35:23","09:40:23","09:46:23"
"1-46","UAM0175","6인승","6","여의도","1","2","08:12:16","강남","2","2","09:34:49","08:11:16","08:12:16","08:25:40","08:27:40","09:34:49","09:36:49","09:41:49","09:47:49"
"1-47","UAM0497","6인승","6","여의도","1","2","08:13:57","잠실","2","2","08:51:23","08:12:57","08:13:57","08:27:40","08:29:40","08:51:23","08:53:23","08:58:23","09:04:23"
"1-48","UAM0165","6인승","6","여의도","1","1","08:22:55","성수","2","3","09:17:08","08:21:55","08:22:55","08:29:40","08:31:40","09:17:08","09:19:08","09:24:08","09:30:08"
"1-49","UAM0232","6인승","6","여의도","1","2","08:25:14","연신내","2","2","08:58:29","08:35:10","08:36:10","08:41:10","08:43:10","08:58:29","09:00:29","09:05:29","09:11:29"
"1-50","UAM0538","6인승","6","여의도","1","1","08:26:39","천호","2","2","09:57:23","08:25:39","08:26:39","08:43:10","08:45:10","09:57:23","09:59:23","10:04:23","10:10:23"
"1-51","UAM0375","6인승","6","여의도","1","2","08:26:42","사당","2","3","08:58:41","08:43:21","08:44:21","08:49:21","08:51:21","08:58:41","09:00:41","09:05:41","09:11:41"
"1-52","UAM0542","6인승","6","여의도","1","4","08:27:16","마곡","2","3","10:18:42","08:26:16","08:27:16","08:51:21","08:53:21","10:18:42","10:20:42","10:25:42","10:31:42"
"1-53","UAM0265","6인승","6","여의도","1","3","08:30:35","강남","2","2","10:02:49","08:29:35","08:30:35","08:53:21","08:55:21","10:02:49","10:04:49","10:09:49","10:15:49"
"1-54","UAM0558","6인승","6","여의도","1","4","08:31:16","수서","2","4","09:10:12","08:30:16","08:31:16","08:55:21","08:57:21","09:10:12","09:12:12","09:17:12","09:23:12"
"1-55","UAM0562","6인승","6","여의도","1","5","08:31:37","성수","2","1","09:33:38","08:30:37","08:31:37","08:57:21","08:59:21","09:33:38","09:35:38","09:40:38","09:46:38"
"1-56","UAM0079","6인승","6","여의도","1","1","08:34:46","잠실","2","3","09:21:54","08:40:51","08:41:51","08:59:21","09:01:21","09:21:54","09:23:54","09:28:54","09:34:54"
"1-57","UAM0155","6인승","6","여의도","1","2","08:41:34","강남","2","4","10:14:49","08:44:51","08:45:51","09:01:21","09:03:21","10:14:49","10:16:49","10:21:49","10:27:49"
"1-58","UAM0390","6인승","6","여의도","1","1","08:42:13","성수","2","4","09:50:15","08:42:21","08:43:21","09:03:21","09:05:21","09:50:15","09:52:15","09:57:15","10:03:15"
"1-59","UAM0449","6인승","6","여의도","1","2","08:45:53","마곡","2","2","10:52:42","08:46:21","08:47:21","09:05:21","09:07:21","10:52:42","10:54:42","10:59:42","11:05:42"
"1-60","UAM0248","6인승","6","여의도","1","3","08:46:47","잠실","2","2","09:27:54","08:47:10","08:48:10","09:07:21","09:09:21","09:27:54","09:29:54","09:34:54","09:40:54"
"1-61","UAM0290","6인승","6","여의도","1","3","08:47:05","사당","2","1","09:19:22","08:48:40","08:49:40","09:09:21","09:11:21","09:19:22","09:21:22","09:26:22","09:32:22"
"1-62","UAM0614","6인승","6","여의도","1","1","08:47:17","망우","2","3","09:33:46","08:46:17","08:47:17","09:11:21","09:13:21","09:33:46","09:35:46","09:40:46","09:46:46"
"1-63","UAM0615","6인승","6","여의도","1","4","08:48:43","강남","2","2","10:28:49","08:47:43","08:48:43","09:13:21","09:15:21","10:28:49","10:30:49","10:35:49","10:41:49"
"1-64","UAM0633","6인승","6","여의도","1","4","08:53:11","성수","2","2","10:08:15","08:52:11","08:53:11","09:15:21","09:17:21","10:08:15","10:10:15","10:15:15","10:21:15"
"1-65","UAM0409","6인승","6","여의도","1","2","08:54:56","수서","2","5","09:37:41","08:54:34","08:55:34","09:17:21","09:19:21","09:37:41","09:39:41","09:44:41","09:50:41"
"1-66","UAM0342","6인승","6","여의도","1","3","08:56:37","미아","2","3","09:35:04","08:57:04","08:58:04","09:19:21","09:21:21","09:35:04","09:37:04","09:42:04","09:48:04"
"1-67","UAM0369","6인승","6","여의도","1","1","09:00:24","마곡","2","2","11:22:42","08:59:24","09:00:24","09:21:21","09:23:21","11:22:42","11:24:42","11:29:42","11:35:42"
"1-68","UAM0341","6인승","6","여의도","1","4","09:03:21","천호","2","2","10:54:27","09:02:21","09:03:21","09:23:21","09:25:21","10:54:27","10:56:27","11:01:27","11:07:27"
"1-69","UAM0014","6인승","6","여의도","1","2","09:04:44","강남","2","2","10:44:49","09:03:44","09:04:44","09:25:21","09:27:21","10:44:49","10:46:49","10:51:49","10:57:49"
"1-70","UAM0675","6인승","6","여의도","1","2","09:07:09","연신내","2","2","09:53:22","09:06:09","09:07:09","09:27:21","09:29:21","09:53:22","09:55:22","10:00:22","10:06:22"
"1-71","UAM0679","6인승","6","여의도","1","3","09:07:23","천호","2","2","11:01:23","09:06:23","09:07:23","09:29:21","09:31:21","11:01:23","11:03:23","11:08:23","11:14:23"
"1-72","UAM0682","6인승","6","여의도","1","2","09:09:06","망우","2","2","10:04:52","09:08:06","09:09:06","09:31:21","09:33:21","10:04:52","10:06:52","10:11:52","10:17:52"
"1-73","UAM0554","6인승","6","여의도","1","1","09:12:24","성수","2","4","10:20:15","09:11:36","09:12:36","09:33:21","09:35:21","10:20:15","10:22:15","10:27:15","10:33:15"
"1-74","UAM0706","6인승","6","여의도","1","4","09:15:35","잠실","2","2","09:48:34","09:14:35","09:15:35","09:35:21","09:37:21","09:48:34","09:50:34","09:55:34","10:01:34"
"1-75","UAM0283","6인승","6","여의도","1","2","09:15:51","수서","2","4","10:00:43","09:16:17","09:17:17","09:37:21","09:39:21","10:00:43","10:02:43","10:07:43","10:13:43"
"1-76","UAM0242","6인승","6","여의도","1","1","09:19:01","마곡","2","2","12:02:42","09:26:34","09:27:34","09:39:21","09:41:21","12:02:42","12:04:42","12:09:42","12:15:42"
