vertiport_id,vertiport,phase,resource_type,resource_id,fpl_id,aircraft_id,state,description,start_sec,end_sec,start_time,end_time,duration_sec
가산,가산,arrival,fato,fato-3,FPL1714001,UAM0131,procedure,engine stop,24882.33,25062.33,06:54:42,06:57:42,180
천호,천호,arrival,fato,fato-3,FPL0511002,UAM0034,procedure,engine stop,24886.48,25066.48,06:54:46,06:57:46,180
미아,미아,arrival,fato,fato-3,FPL0706001,UAM0051,fatoLock,fato lock,24890.69,24950.69,06:54:50,06:55:50,60
천호,천호,arrival,fato,fato-4,FPL1411001,UAM0106,fatoLock,fato lock,24906.54,24966.54,06:55:06,06:56:06,60
연신내,연신내,arrival,fato,fato-4,FPL0510001,UAM0038,fatoLock,fato lock,24906.74,24966.74,06:55:06,06:56:06,60
연신내,연신내,arrival,fato,fato-3,FPL1510001,UAM0117,fatoLock,fato lock,24913.71,24973.71,06:55:13,06:56:13,60
성수,성수,arrival,fato,fato-4,FPL1509001,UAM0116,procedure,engine stop,24915.63,25095.63,06:55:15,06:58:15,180
목동,목동,arrival,gate,gate-7,FPL0205001,UAM0009,handling,turnaround,24916.74,25516.74,06:55:16,07:05:16,600
강남,강남,arrival,fato,fato-4,FPL0513001,UAM0036,procedure,engine stop,24919.06,25099.06,06:55:19,06:58:19,180
마곡,마곡,arrival,gate,gate-3,FPL0715001,UAM0050,handling,turnaround,24919.49,25519.49,06:55:19,07:05:19,600
망우,망우,arrival,fato,fato-3,FPL0416001,UAM0028,fatoLock,fato lock,24919.61,24979.61,06:55:19,06:56:19,60
수서,수서,arrival,fato,fato-3,FPL1017001,UAM0076,fatoLock,fato lock,24939.51,24999.51,06:55:39,06:56:39,60
마곡,마곡,arrival,fato,fato-4,FPL0915002,UAM0068,procedure,engine stop,24941.98,25121.98,06:55:41,06:58:41,180
사당,사당,arrival,fato,fato-4,FPL0308001,UAM0022,fatoLock,fato lock,24950.18,25010.18,06:55:50,06:56:50,60
미아,미아,arrival,fato,fato-3,FPL0706001,UAM0051,procedure,engine stop,24950.69,25130.69,06:55:50,06:58:50,180
광화문,광화문,arrival,fato,fato-3,FPL1712001,UAM0132,fatoLock,fato lock,24951.05,25011.05,06:55:51,06:56:51,60
가산,가산,arrival,fato,fato-4,FPL0914001,UAM0067,fatoLock,fato lock,24954.29,25014.29,06:55:54,06:56:54,60
강남,강남,arrival,fato,fato-3,FPL0613001,UAM0043,fatoLock,fato lock,24965.2,25025.2,06:56:05,06:57:05,60
광화문,광화문,arrival,gate,gate-3,FPL1612001,UAM0124,handling,turnaround,24965.95,25565.95,06:56:05,07:06:05,600
천호,천호,arrival,fato,fato-4,FPL1411001,UAM0106,procedure,engine stop,24966.54,25146.54,06:56:06,06:59:06,180
연신내,연신내,arrival,fato,fato-4,FPL0510001,UAM0038,procedure,engine stop,24966.74,25146.74,06:56:06,06:59:06,180
수서,수서,arrival,fato,fato-4,FPL0717002,UAM0054,fatoLock,fato lock,24969.05,25029.05,06:56:09,06:57:09,60
가산,가산,arrival,gate,gate-3,FPL1614001,UAM0121,handling,turnaround,24972.33,25572.33,06:56:12,07:06:12,600
연신내,연신내,arrival,fato,fato-3,FPL1510001,UAM0117,procedure,engine stop,24973.71,25153.71,06:56:13,06:59:13,180
천호,천호,arrival,gate,gate-3,FPL0411002,UAM0026,handling,turnaround,24976.48,25576.48,06:56:16,07:06:16,600
망우,망우,arrival,fato,fato-4,FPL0516001,UAM0035,fatoLock,fato lock,24976.65,25036.65,06:56:16,06:57:16,60
강남,강남,arrival,gate,gate-8,FPL1413001,UAM0107,handling,turnaround,24979.06,25579.06,06:56:19,07:06:19,600
망우,망우,arrival,fato,fato-3,FPL0416001,UAM0028,procedure,engine stop,24979.61,25159.61,06:56:19,06:59:19,180
수서,수서,arrival,fato,fato-3,FPL1017001,UAM0076,procedure,engine stop,24999.51,25179.51,06:56:39,06:59:39,180
잠실,잠실,arrival,fato,fato-3,FPL0602001,UAM0046,fatoLock,fato lock,25000.14,25060.14,06:56:40,06:57:40,60
사당,사당,arrival,fato,fato-4,FPL0308001,UAM0022,procedure,engine stop,25010.18,25190.18,06:56:50,06:59:50,180
광화문,광화문,arrival,fato,fato-3,FPL1712001,UAM0132,procedure,engine stop,25011.05,25191.05,06:56:51,06:59:51,180
가산,가산,arrival,fato,fato-4,FPL0914001,UAM0067,procedure,engine stop,25014.29,25194.29,06:56:54,06:59:54,180
목동,목동,arrival,fato,fato-3,FPL1605002,UAM0123,fatoLock,fato lock,25016.74,25076.74,06:56:56,06:57:56,60
강남,강남,arrival,fato,fato-3,FPL0613001,UAM0043,procedure,engine stop,25025.2,25205.2,06:57:05,07:00:05,180
봉천,봉천,arrival,gate,gate-4,FPL0207001,UAM0012,handling,turnaround,25026.36,25626.36,06:57:06,07:07:06,600
수서,수서,arrival,fato,fato-4,FPL0717002,UAM0054,procedure,engine stop,25029.05,25209.05,06:57:09,07:00:09,180
마곡,마곡,arrival,gate,gate-7,FPL0915001,UAM0066,handling,turnaround,25031.98,25631.98,06:57:11,07:07:11,600
연신내,연신내,arrival,gate,gate-8,FPL1110001,UAM0082,handling,turnaround,25033.71,25633.71,06:57:13,07:07:13,600
망우,망우,arrival,fato,fato-4,FPL0516001,UAM0035,procedure,engine stop,25036.65,25216.65,06:57:16,07:00:16,180
망우,망우,arrival,gate,gate-8,FPL1016001,UAM0074,handling,turnaround,25039.61,25639.61,06:57:19,07:07:19,600
상암,상암,arrival,fato,fato-3,FPL0903001,UAM0070,fatoLock,fato lock,25051.35,25111.35,06:57:31,06:58:31,60
목동,목동,arrival,fato,fato-4,FPL0905001,UAM0069,fatoLock,fato lock,25052.84,25112.84,06:57:32,06:58:32,60
잠실,잠실,arrival,fato,fato-4,FPL1402001,UAM0109,fatoLock,fato lock,25054.29,25114.29,06:57:34,06:58:34,60
천호,천호,arrival,gate,gate-7,FPL0511001,UAM0033,handling,turnaround,25056.54,25656.54,06:57:36,07:07:36,600
마곡,마곡,arrival,fato,fato-3,FPL0115002,UAM0005,fatoLock,fato lock,25059.49,25119.49,06:57:39,06:58:39,60
잠실,잠실,arrival,fato,fato-3,FPL0602001,UAM0046,procedure,engine stop,25060.14,25240.14,06:57:40,07:00:40,180
성수,성수,arrival,fato,fato-3,FPL0709001,UAM0053,fatoLock,fato lock,25067.49,25127.49,06:57:47,06:58:47,60
목동,목동,arrival,fato,fato-3,FPL1605002,UAM0123,procedure,engine stop,25076.74,25256.74,06:57:56,07:00:56,180
사당,사당,arrival,gate,gate-8,FPL1208001,UAM0091,handling,turnaround,25091.89,25691.89,06:58:11,07:08:11,600
봉천,봉천,arrival,gate,gate-3,FPL1507001,UAM0115,handling,turnaround,25096.36,25696.36,06:58:16,07:08:16,600
광화문,광화문,arrival,gate,gate-7,FPL0212001,UAM0011,handling,turnaround,25101.05,25701.05,06:58:21,07:08:21,600
가산,가산,arrival,gate,gate-7,FPL1014001,UAM0075,handling,turnaround,25104.29,25704.29,06:58:24,07:08:24,600
광화문,광화문,arrival,fato,fato-4,FPL1412001,UAM0110,fatoLock,fato lock,25105.95,25165.95,06:58:25,06:59:25,60
상암,상암,arrival,fato,fato-3,FPL0903001,UAM0070,procedure,engine stop,25111.35,25291.35,06:58:31,07:01:31,180
가산,가산,arrival,fato,fato-3,FPL1114001,UAM0083,fatoLock,fato lock,25112.33,25172.33,06:58:32,06:59:32,60
목동,목동,arrival,fato,fato-4,FPL0905001,UAM0069,procedure,engine stop,25112.84,25292.84,06:58:32,07:01:32,180
잠실,잠실,arrival,fato,fato-4,FPL1402001,UAM0109,procedure,engine stop,25114.29,25294.29,06:58:34,07:01:34,180
강남,강남,arrival,gate,gate-3,FPL0313001,UAM0019,handling,turnaround,25115.2,25715.2,06:58:35,07:08:35,600
천호,천호,arrival,fato,fato-3,FPL1311001,UAM0100,fatoLock,fato lock,25116.48,25176.48,06:58:36,06:59:36,60
잠실,잠실,arrival,gate,gate-3,FPL0102002,UAM0003,handling,turnaround,25117.33,25717.33,06:58:37,07:08:37,600
