hour,hour_label,vertiport_id,vertiport,requested,processed,unserved,processing_rate,flight_count,avg_load_factor,avg_gate_to_gate_sec,avg_departure_wait_sec,avg_arrival_wait_sec
10,10:00,잠실,잠실,43,39,4,0.907,10,0.9208300000000001,1537.0989999999997,102,59.18
10,10:00,천호,천호,71,68,3,0.9577,17,0.8504882352941178,1793.309411764706,204.91428571428568,175.0975
11,11:00,가산,가산,38,38,0,1,11,0.5871181818181818,1740.0172727272727,152.2,237.75
11,11:00,강남,강남,60,57,3,0.95,14,0.8422571428571429,1449.7628571428572,62.1125,75.7525
11,11:00,광화문,광화문,25,25,0,1,7,0.6726142857142856,1904.5128571428572,33,254.33249999999998
11,11:00,마곡,마곡,52,52,0,1,15,0.6166733333333334,2114.748666666667,521.8471428571428,172.955
11,11:00,망우,망우,39,39,0,1,12,0.7222166666666667,2305.5083333333337,458.1818181818182,317.83166666666665
11,11:00,목동,목동,67,59,8,0.8806,14,0.9642857142857143,1545.107142857143,69.52545454545454,80.49000000000001
11,11:00,미아,미아,23,23,0,1,12,0.5868083333333333,2167.7575,513.8181818181819,179.86999999999998
11,11:00,봉천,봉천,28,28,0,1,8,0.7760374999999999,2651.5525,69.01666666666667,155.13
11,11:00,사당,사당,33,31,2,0.9394,8,0.7552125000000001,2729.0812499999997,50,207.53999999999996
11,11:00,상암,상암,21,21,0,1,11,0.6704545454545454,1616.8118181818186,200.1425,136.78333333333333
11,11:00,성수,성수,33,33,0,1,13,0.5897461538461538,1738.8153846153848,196.618,138.70499999999998
11,11:00,수서,수서,56,56,0,1,15,0.7805533333333334,1935.9506666666666,97.79583333333335,271.118
11,11:00,여의도,여의도,37,37,0,1,8,0.625,1729.1999999999998,92.71,99.005
11,11:00,연신내,연신내,41,38,3,0.9268,11,0.8030272727272728,2287.091818181818,90.195,187.16500000000002
11,11:00,용산,용산,16,10,6,0.625,4,1,1667.0725,58.13,204.39
11,11:00,잠실,잠실,43,41,2,0.9535,14,0.7708357142857143,1552.5135714285711,65.022,86.56333333333333
11,11:00,천호,천호,58,58,0,1,16,0.7317750000000001,1874.7093749999997,333.86250000000007,71.325
12,12:00,가산,가산,48,43,5,0.8958,12,0.875,1958.3508333333332,58.24428571428571,170.65285714285713
12,12:00,강남,강남,64,64,0,1,14,0.8035714285714286,1542.215,68.2575,163.36888888888888
12,12:00,광화문,광화문,34,34,0,1,8,0.833325,1660.9074999999998,10,157.985
12,12:00,마곡,마곡,49,49,0,1,18,0.6805555555555556,2095.7655555555557,570,119.0175
12,12:00,망우,망우,32,32,0,1,13,0.5256461538461538,1972.4415384615384,524.5833333333334,55.707499999999996
12,12:00,목동,목동,59,59,0,1,14,0.794642857142857,1616.2957142857144,144.92222222222225,119.816
12,12:00,미아,미아,36,36,0,1,14,0.5506,2116.345714285714,491.6666666666667,230.91500000000002
12,12:00,봉천,봉천,30,27,3,0.9,8,0.6875,1695.73375,0,249.8075
12,12:00,사당,사당,22,22,0,1,11,0.6401545454545454,1632.8727272727274,55.15,153.48833333333332
12,12:00,상암,상암,16,16,0,1,8,0.5364625000000001,1583.96125,94.28666666666665,135.3166666666667
12,12:00,성수,성수,31,31,0,1,9,0.7083222222222223,1725.4199999999998,78.07,149.118
12,12:00,수서,수서,39,38,1,0.9744,14,0.7291714285714285,1546.8899999999999,80.10625,217.1833333333333
12,12:00,여의도,여의도,23,23,0,1,9,0.5416666666666665,1519.1611111111113,43.666666666666664,114.348
12,12:00,연신내,연신내,32,32,0,1,12,0.6423583333333334,1535.1825,70.09333333333333,108.824
12,12:00,용산,용산,13,9,4,0.6923,3,0.7083333333333334,1566.6666666666667,0,184
12,12:00,잠실,잠실,36,32,4,0.8889,9,0.7685222222222223,1740.3144444444445,96.75375,503.475
12,12:00,천호,천호,60,60,0,1,19,0.7412263157894736,2064.485263157894,319.8444444444445,218.334
13,13:00,가산,가산,47,45,2,0.9574,12,0.90625,1777.4783333333332,91.485,197.83333333333334
13,13:00,강남,강남,57,53,4,0.9298,11,0.7803000000000001,1639.3436363636363,108.17777777777776,91.39625
13,13:00,광화문,광화문,30,30,0,1,8,0.7447874999999999,1909.39625,40,156.358
13,13:00,마곡,마곡,72,72,0,1,21,0.7281761904761905,2145.7104761904766,584.4736842105264,145.24777777777774
13,13:00,망우,망우,36,36,0,1,11,0.7007545454545455,2009.5118181818186,615,80
13,13:00,목동,목동,71,71,0,1,18,0.7986111111111112,1702.1883333333333,178.57066666666677,153.0542857142857
13,13:00,미아,미아,29,29,0,1,10,0.6250000000000001,1901.8229999999999,276.21,84.07333333333334
13,13:00,봉천,봉천,32,32,0,1,10,0.6541699999999999,1747.7359999999996,64.175,356.1366666666667
13,13:00,사당,사당,43,43,0,1,12,0.7118083333333333,1484.6266666666663,189.11666666666667,112
13,13:00,상암,상암,18,18,0,1,8,0.4375,1539.19,50.24666666666667,118.94
13,13:00,성수,성수,32,32,0,1,10,0.62917,1812.507,147.20000000000002,201.416
13,13:00,수서,수서,42,36,6,0.8571,10,0.825,1535.593,81.9925,76.95
13,13:00,여의도,여의도,25,23,2,0.92,8,0.8854124999999999,1792.73625,70,378.27
13,13:00,연신내,연신내,39,39,0,1,13,0.7051307692307692,1776.3361538461538,194.305,131.98
13,13:00,용산,용산,8,8,0,1,4,0.385425,1553.8474999999999,0,113.19666666666667
13,13:00,잠실,잠실,49,36,13,0.7347,9,0.967588888888889,1498.8166666666666,60.150000000000006,102.67
13,13:00,천호,천호,52,52,0,1,17,0.7181411764705883,1569.0758823529413,154.24615384615385,41.075
14,14:00,가산,가산,41,41,0,1,12,0.7256999999999999,2036.7899999999997,117.7775,387.18333333333334
14,14:00,강남,강남,82,70,12,0.8537,13,1,1626.8461538461536,175,261.71166666666664
14,14:00,광화문,광화문,42,42,0,1,12,0.8819416666666666,1661.2658333333331,114.15833333333335,179.96166666666667
14,14:00,마곡,마곡,62,62,0,1,19,0.7368421052631579,2327.858947368421,652.6842105263158,143.715
