vertiport,vertiport_class,vertiport_lat_deg,vertiport_lon_deg,vertiport_angle_deg,s_id,node_id,semantic_id,display_id,node_type,source_layout_marker,local_x_cm,local_y_cm,local_z_cm,actor_x_cm,actor_y_cm,actor_z_cm,marker_x_cm,marker_y_cm,marker_z_cm,label_u_x_cm,label_u_y_cm,label_u_z_cm,airsim_x_m,airsim_y_m,airsim_z_m,lla_lon_deg,lla_lat_deg,lla_height_m,unreal_label_text,source_component_marker,source_component_label,trace_status,extraction_source
용산,port,37.529096000000,126.958391000000,76.000000,S24,24,,S24,connector,Cube24,10015.000000,-15.000000,160.000000,-173327.776164,415125.079609,-29159.091332,-170892.442676,424839.573253,-29004.773318,-170892,424840,-29005,-1708.924427,4248.395733,-290.047733,126.958666746045,37.528220785617,61.600791,24 | U -170892 / +424840 / -29005,GroundNodeMarker_23,GroundNodeLabel_23,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
용산,port,37.529096000000,126.958391000000,76.000000,S25,25,F2,S25 F2,pad,Cube25,11860.000000,-2050.000000,160.000000,-173327.776164,415125.079609,-29159.091332,-168471.815702,426137.962646,-29004.964103,-168472,426138,-29005,-1684.718157,4261.379626,-290.049641,126.958940624058,37.528103846158,61.601142,25 F2 | U -168472 / +426138 / -29005,GroundNodeMarker_24,GroundNodeLabel_24,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
용산,port,37.529096000000,126.958391000000,76.000000,S26,26,F1,S26 F1,pad,Cube26,11860.000000,2020.000000,160.000000,-173327.776164,415125.079609,-29159.091332,-172421.124353,427121.760516,-29006.678360,-172421,427122,-29007,-1724.211244,4271.217605,-290.066784,126.958493858116,37.528015133618,61.601142,26 F1 | U -172421 / +427122 / -29007,GroundNodeMarker_25,GroundNodeLabel_25,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
용산,port,37.529096000000,126.958391000000,76.000000,S27,27,,S27,branch,Cube27,11060.000000,-15.000000,160.000000,-173327.776164,415125.079609,-29159.091332,-170639.845702,425853.584799,-29005.366852,-170640,425854,-29005,-1706.398457,4258.535848,-290.053669,126.958695346170,37.528129428538,61.600965,27 | U -170640 / +425854 / -29005,GroundNodeMarker_26,GroundNodeLabel_26,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
용산,port,37.529096000000,126.958391000000,76.000000,S28,28,,S28,branch,Cube28,11860.000000,-655.000000,160.000000,-173327.776164,415125.079609,-29159.091332,-169825.448520,426475.161179,-29005.551668,-169825,426475,-29006,-1698.254485,4264.751612,-290.055517,126.958787494089,37.528073439962,61.601112,28 | U -169825 / +426475 / -29006,GroundNodeMarker_27,GroundNodeLabel_27,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
용산,port,37.529096000000,126.958391000000,76.000000,S29,29,,S29,branch,Cube29,11860.000000,625.000000,160.000000,-173327.776164,415125.079609,-29159.091332,-171067.491535,426784.561983,-29006.090795,-171067,426785,-29006,-1710.674915,4267.845620,-290.060908,126.958646987846,37.528045540195,61.601112,29 | U -171067 / +426785 / -29006,GroundNodeMarker_28,GroundNodeLabel_28,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S01,1,G8,S01 G8,gate,Cube,3900.000000,-2050.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-895284.624989,443874.372006,-29622.535747,-895285,443874,-29623,-8952.846250,4438.743720,-296.225357,126.876717769521,37.526463878838,61.600152,1 G8 | U -895285 / +443874 / -29623,GroundNodeMarker_0,GroundNodeLabel_0,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S02,2,G7,S02 G7,gate,Cube2,5600.000000,-2050.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-893610.773800,444171.386443,-29620.386123,-893611,444171,-29620,-8936.107738,4441.713864,-296.203861,126.876907165932,37.526437280430,61.600278,2 G7 | U -893611 / +444171 / -29620,GroundNodeMarker_1,GroundNodeLabel_1,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S03,3,G6,S03 G6,gate,Cube3,7285.000000,-2050.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-891951.691886,444465.780164,-29618.255466,-891952,444466,-29618,-8919.516919,4444.657802,-296.182555,126.877094891065,37.526410916413,61.600448,3 G6 | U -891952 / +444466 / -29618,GroundNodeMarker_2,GroundNodeLabel_2,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S04,4,G5,S04 G5,gate,Cube4,8970.000000,-2050.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-890292.609972,444760.173886,-29616.124809,-890293,444760,-29616,-8902.926100,4447.601739,-296.161248,126.877282616066,37.526384552099,61.600663,4 G5 | U -890293 / +444760 / -29616,GroundNodeMarker_3,GroundNodeLabel_3,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S05,5,,S05,taxi,Cube5,3900.000000,-805.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-895502.143014,445100.222549,-29623.700532,-895502,445100,-29624,-8955.021430,4451.002225,-296.237005,126.876693311389,37.526353409431,61.600124,5 | U -895502 / +445100 / -29624,GroundNodeMarker_4,GroundNodeLabel_4,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S06,6,,S06,taxi,Cube6,5600.000000,-805.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-893828.291825,445397.236985,-29621.550908,-893828,445397,-29622,-8938.282918,4453.972370,-296.215509,126.876882707529,37.526326811061,61.600251,6 | U -893828 / +445397 / -29622,GroundNodeMarker_5,GroundNodeLabel_5,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S07,7,,S07,taxi,Cube7,7285.000000,-805.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-892169.209911,445691.630707,-29619.420251,-892169,445692,-29619,-8921.692099,4456.916307,-296.194203,126.877070432394,37.526300447083,61.600421,7 | U -892169 / +445692 / -29619,GroundNodeMarker_6,GroundNodeLabel_6,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S08,8,,S08,taxi,Cube8,8970.000000,-805.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-890510.127997,445986.024428,-29617.289593,-890510,445986,-29617,-8905.101280,4459.860244,-296.172896,126.877258157127,37.526274082807,61.600635,8 | U -890510 / +445986 / -29617,GroundNodeMarker_7,GroundNodeLabel_7,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S09,9,,S09,taxi,Cube9,3900.000000,775.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-895778.189986,446655.920426,-29625.178733,-895778,446656,-29625,-8957.781900,4466.559204,-296.251787,126.876662272258,37.526213215313,61.600124,9 | U -895778 / +446656 / -29625,GroundNodeMarker_8,GroundNodeLabel_8,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S10,10,,S10,taxi,Cube10,5600.000000,775.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-894104.338796,446952.934862,-29623.029108,-894104,446953,-29623,-8941.043388,4469.529349,-296.230291,126.876851668055,37.526186616993,61.600251,10 | U -894104 / +446953 / -29623,GroundNodeMarker_9,GroundNodeLabel_9,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S11,11,,S11,taxi,Cube11,7285.000000,775.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-892445.256883,447247.328584,-29620.898451,-892445,447247,-29621,-8924.452569,4472.473286,-296.208985,126.877039392579,37.526160253064,61.600421,11 | U -892445 / +447247 / -29621,GroundNodeMarker_10,GroundNodeLabel_10,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S12,12,,S12,taxi,Cube12,8970.000000,775.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-890786.174969,447541.722305,-29618.767794,-890786,447542,-29619,-8907.861750,4475.417223,-296.187678,126.877227116972,37.526133888836,61.600636,12 | U -890786 / +447542 / -29619,GroundNodeMarker_11,GroundNodeLabel_11,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S13,13,G4,S13 G4,gate,Cube13,3900.000000,2020.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-895995.708011,447881.770968,-29626.343518,-895996,447882,-29626,-8959.957080,4478.817710,-296.263435,126.876637814290,37.526102745890,61.600152,13 G4 | U -895996 / +447882 / -29626,GroundNodeMarker_12,GroundNodeLabel_12,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S14,14,G3,S14 G3,gate,Cube14,5600.000000,2020.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-894321.856821,448178.785405,-29624.193893,-894322,448179,-29624,-8943.218568,4481.787854,-296.241939,126.876827209816,37.526076147608,61.600279,14 G3 | U -894322 / +448179 / -29624,GroundNodeMarker_13,GroundNodeLabel_13,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S15,15,G2,S15 G2,gate,Cube15,7285.000000,2020.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-892662.774907,448473.179126,-29622.063236,-892663,448473,-29622,-8926.627749,4484.731791,-296.220632,126.877014934072,37.526049783717,61.600449,15 G2 | U -892663 / +448473 / -29622,GroundNodeMarker_14,GroundNodeLabel_14,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S16,16,G1,S16 G1,gate,Cube16,8970.000000,2020.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-891003.692993,448767.572847,-29619.932579,-891004,448768,-29620,-8910.036930,4487.675728,-296.199326,126.877202658197,37.526023419528,61.600663,16 G1 | U -891004 / +448768 / -29620,GroundNodeMarker_15,GroundNodeLabel_15,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S17,17,,S17,connector,Cube17,3900.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-895640.166500,445878.071487,-29624.439632,-895640,445878,-29624,-8956.401665,4458.780715,-296.244396,126.876677791809,37.526283312374,61.600119,17 | U -895640 / +445878 / -29624,GroundNodeMarker_16,GroundNodeLabel_16,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S18,18,,S18,connector,Cube18,5600.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-893966.315311,446175.085924,-29622.290008,-893966,446175,-29622,-8939.663153,4461.750859,-296.222900,126.876867187778,37.526256714029,61.600246,18 | U -893966 / +446175 / -29622,GroundNodeMarker_17,GroundNodeLabel_17,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S19,19,,S19,connector,Cube19,7285.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-892307.233397,446469.479645,-29620.159351,-892307,446469,-29620,-8923.072334,4464.694796,-296.201594,126.877054912472,37.526230350075,61.600416,19 | U -892307 / +446469 / -29620,GroundNodeMarker_18,GroundNodeLabel_18,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S20,20,,S20,connector,Cube20,8970.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-890648.151483,446763.873366,-29618.028694,-890648,446764,-29618,-8906.481515,4467.638734,-296.180287,126.877242637035,37.526203985823,61.600631,20 | U -890648 / +446764 / -29618,GroundNodeMarker_19,GroundNodeLabel_19,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S21,21,,S21,connector,Cube21,4750.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-894803.240905,446026.578706,-29623.364820,-894803,446027,-29623,-8948.032409,4460.265787,-296.233648,126.876772489810,37.526270013239,61.600177,21 | U -894803 / +446027 / -29623,GroundNodeMarker_20,GroundNodeLabel_20,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S22,22,,S22,connector,Cube22,6443.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-893136.282045,446322.370142,-29621.224047,-893136,446322,-29621,-8931.362820,4463.223701,-296.212240,126.876961105846,37.526243524266,61.600325,22 | U -893136 / +446322 / -29621,GroundNodeMarker_21,GroundNodeLabel_21,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S23,23,,S23,connector,Cube23,8128.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-891477.200131,446616.763863,-29619.093390,-891477,446617,-29619,-8914.772001,4466.167639,-296.190934,126.877148830475,37.526217160163,61.600518,23 | U -891477 / +446617 / -29619,GroundNodeMarker_22,GroundNodeLabel_22,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S24,24,,S24,connector,Cube24,10015.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-889619.225311,446946.449888,-29616.707307,-889619,446946,-29617,-8896.192253,4469.464499,-296.167073,126.877359059620,37.526187635143,61.600786,24 | U -889619 / +446946 / -29617,GroundNodeMarker_23,GroundNodeLabel_23,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S25,25,F2,S25 F2,pad,Cube25,11860.000000,-2050.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-887447.062951,445265.098428,-29612.470447,-887447,445265,-29612,-8874.470630,4452.650984,-296.124704,126.877604589202,37.526339333083,61.601134,25 F2 | U -887447 / +445265 / -29612,GroundNodeMarker_24,GroundNodeLabel_24,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S26,26,F1,S26 F1,pad,Cube26,11860.000000,2020.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-888158.145972,449272.497390,-29616.278217,-888158,449272,-29616,-8881.581460,4492.724974,-296.162782,126.877524629829,37.525978200728,61.601135,26 F1 | U -888158 / +449272 / -29616,GroundNodeMarker_25,GroundNodeLabel_25,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S27,27,,S27,branch,Cube27,11060.000000,-15.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-888590.299139,447129.026409,-29615.385920,-888590,447129,-29615,-8885.902991,4471.290264,-296.153859,126.877475482154,37.526171284347,61.600958,27 | U -888590 / +447129 / -29615,GroundNodeMarker_26,GroundNodeLabel_26,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S28,28,,S28,branch,Cube28,11860.000000,-655.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-887690.787967,446638.641807,-29613.775568,-887691,446639,-29614,-8876.907880,4466.386418,-296.137756,126.877577182893,37.526215554311,61.601105,28 | U -887691 / +446639 / -29614,GroundNodeMarker_27,GroundNodeLabel_27,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
목동,port,37.526343000000,126.876243000000,10.000000,S29,29,,S29,branch,Cube29,11860.000000,625.000000,160.000000,-899482.573392,445211.342669,-29789.384959,-887914.420956,447898.954011,-29614.973097,-887914,447899,-29615,-8879.144210,4478.989540,-296.149731,126.877552035964,37.526101979516,61.601105,29 | U -887914 / +447899 / -29615,GroundNodeMarker_28,GroundNodeLabel_28,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S01,1,G8,S01 G8,gate,Cube,3900.000000,-2050.000000,160.000000,424175.800179,-707191.900473,-29533.968058,427223.107903,-704009.774022,-29372.453709,427223,-704010,-29372,4272.231079,-7040.097740,-293.724537,127.026398017945,37.629920140511,61.600153,1 G8 | U +427223 / -704010 / -29372,GroundNodeMarker_0,GroundNodeLabel_0,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S02,2,G7,S02 G7,gate,Cube2,5600.000000,-2050.000000,160.000000,424175.800179,-707191.900473,-29533.968058,427692.528038,-702375.869964,-29370.948733,427693,-702376,-29371,4276.925280,-7023.758700,-293.709487,127.026451100689,37.629772907561,61.600281,2 G7 | U +427693 / -702376 / -29371,GroundNodeMarker_1,GroundNodeLabel_1,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S03,3,G6,S03 G6,gate,Cube3,7285.000000,-2050.000000,160.000000,424175.800179,-707191.900473,-29533.968058,428157.806230,-700756.382706,-29369.457036,428158,-700756,-29369,4281.578062,-7007.563827,-293.694570,127.026503714848,37.629626973699,61.600452,3 G6 | U +428158 / -700756 / -29369,GroundNodeMarker_2,GroundNodeLabel_2,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S04,4,G5,S04 G5,gate,Cube4,8970.000000,-2050.000000,160.000000,424175.800179,-707191.900473,-29533.968058,428623.084422,-699136.895448,-29367.965339,428623,-699137,-29368,4286.230844,-6991.368954,-293.679653,127.026556328802,37.629481039809,61.600667,4 G5 | U +428623 / -699137 / -29368,GroundNodeMarker_3,GroundNodeLabel_3,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S05,5,,S05,taxi,Cube5,3900.000000,-805.000000,160.000000,424175.800179,-707191.900473,-29533.968058,426026.513238,-703665.993826,-29371.276663,426027,-703666,-29371,4260.265132,-7036.659938,-293.712767,127.026262441558,37.629889222118,61.600126,5 | U +426027 / -703666 / -29371,GroundNodeMarker_4,GroundNodeLabel_4,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S06,6,,S06,taxi,Cube6,5600.000000,-805.000000,160.000000,424175.800179,-707191.900473,-29533.968058,426495.933373,-702032.089768,-29369.771687,426496,-702032,-29370,4264.959334,-7020.320898,-293.697717,127.026315524547,37.629741989229,61.600253,6 | U +426496 / -702032 / -29370,GroundNodeMarker_5,GroundNodeLabel_5,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S07,7,,S07,taxi,Cube7,7285.000000,-805.000000,160.000000,424175.800179,-707191.900473,-29533.968058,426961.211565,-700412.602510,-29368.279990,426961,-700413,-29368,4269.612116,-7004.126025,-293.682800,127.026368138950,37.629596055426,61.600424,7 | U +426961 / -700413 / -29368,GroundNodeMarker_6,GroundNodeLabel_6,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S08,8,,S08,taxi,Cube8,8970.000000,-805.000000,160.000000,424175.800179,-707191.900473,-29533.968058,427426.489757,-698793.115252,-29366.788293,427426,-698793,-29367,4274.264898,-6987.931153,-293.667883,127.026420753147,37.629450121596,61.600640,8 | U +427426 / -698793 / -29367,GroundNodeMarker_7,GroundNodeLabel_7,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S09,9,,S09,taxi,Cube9,3900.000000,775.000000,160.000000,424175.800179,-707191.900473,-29533.968058,424507.943303,-703229.710526,-29369.782901,424508,-703230,-29370,4245.079433,-7032.297105,-293.697829,127.026090384940,37.629849984094,61.600126,9 | U +424508 / -703230 / -29370,GroundNodeMarker_8,GroundNodeLabel_8,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S10,10,,S10,taxi,Cube10,5600.000000,775.000000,160.000000,424175.800179,-707191.900473,-29533.968058,424977.363437,-701595.806467,-29368.277925,424977,-701596,-29368,4249.773634,-7015.958065,-293.682779,127.026143468240,37.629702751281,61.600253,10 | U +424977 / -701596 / -29368,GroundNodeMarker_9,GroundNodeLabel_9,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S11,11,,S11,taxi,Cube11,7285.000000,775.000000,160.000000,424175.800179,-707191.900473,-29533.968058,425442.641629,-699976.319209,-29366.786228,425443,-699976,-29367,4254.426416,-6999.763192,-293.667862,127.026196082952,37.629556817554,61.600424,11 | U +425443 / -699976 / -29367,GroundNodeMarker_10,GroundNodeLabel_10,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S12,12,,S12,taxi,Cube12,8970.000000,775.000000,160.000000,424175.800179,-707191.900473,-29533.968058,425907.919821,-698356.831951,-29365.294531,425908,-698357,-29365,4259.079198,-6983.568320,-293.652945,127.026248697458,37.629410883800,61.600640,12 | U +425908 / -698357 / -29365,GroundNodeMarker_11,GroundNodeLabel_11,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S13,13,G4,S13 G4,gate,Cube13,3900.000000,2020.000000,160.000000,424175.800179,-707191.900473,-29533.968058,423311.348638,-702885.930330,-29368.605854,423311,-702886,-29369,4233.113486,-7028.859303,-293.686059,127.025954808807,37.629819065347,61.600153,13 G4 | U +423311 / -702886 / -29369,GroundNodeMarker_12,GroundNodeLabel_12,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S14,14,G3,S14 G3,gate,Cube14,5600.000000,2020.000000,160.000000,424175.800179,-707191.900473,-29533.968058,423780.768772,-701252.026272,-29367.100878,423781,-701252,-29367,4237.807688,-7012.520263,-293.671009,127.026007892353,37.629671832595,61.600280,14 G3 | U +423781 / -701252 / -29367,GroundNodeMarker_13,GroundNodeLabel_13,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S15,15,G2,S15 G2,gate,Cube15,7285.000000,2020.000000,160.000000,424175.800179,-707191.900473,-29533.968058,424246.046964,-699632.539014,-29365.609181,424246,-699633,-29366,4242.460470,-6996.325390,-293.656092,127.026060507309,37.629525898927,61.600452,15 G2 | U +424246 / -699633 / -29366,GroundNodeMarker_14,GroundNodeLabel_14,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
미아,port,37.630207000000,127.026053000000,74.000000,S16,16,G1,S16 G1,gate,Cube16,8970.000000,2020.000000,160.000000,424175.800179,-707191.900473,-29533.968058,424711.325156,-698013.051756,-29364.117484,424711,-698013,-29364,4247.113252,-6980.130518,-293.641175,127.026113122058,37.629379965233,61.600668,16 G1 | U +424711 / -698013 / -29364,GroundNodeMarker_15,GroundNodeLabel_15,NO_HIT_COMMANDLET_FALLBACK_H60,UnrealEditor spawned ADTAMVisualizationVertiportPreviewActor -> GroundNodeMarker.get_world_location()
