sim_time,gid,Lmax_1s,Lmax_w
11:30:04,4053,65.1,65.1
11:30:04,6554,65.2,65.2
11:30:04,4948,66,66
11:30:04,5352,65.9,65.9
11:30:04,4551,59,59
11:30:04,5242,61.7,61.7
11:30:04,5453,66,66
11:30:04,6355,66,66
11:30:04,5545,59.4,59.4
11:30:04,4650,64.8,64.8
11:30:04,4645,59.3,59.3
11:30:04,4451,59,59
11:30:04,5055,62,62
11:30:04,4845,60.3,60.3
11:30:04,4540,59.4,59.4
11:30:04,6550,60.2,60.2
11:30:04,4943,59.6,59.6
11:30:04,5347,64.7,64.7
11:30:04,6650,65.3,65.3
11:30:04,3851,65.2,65.2
11:30:04,6442,65.9,65.9
11:30:04,5844,65.6,65.6
11:30:04,6246,66,66
11:30:16,3852,66,66
11:30:16,6153,65.9,65.9
11:30:16,6055,66,66
11:30:16,4543,66,66
11:30:16,4054,65,65
11:30:16,6553,64.2,64.2
11:30:16,4948,66,66
11:30:16,5352,65.9,65.9
11:30:16,4451,59,59
11:30:16,5143,60.4,60.4
11:30:16,5453,66,66
11:30:16,6355,66,66
11:30:16,5544,59.5,59.5
11:30:16,4549,65.2,65.2
11:30:16,4745,59.4,59.4
11:30:16,4551,59,59
11:30:16,5054,60.8,60.8
11:30:16,4845,59.7,59.7
11:30:16,4540,59.5,59.5
11:30:16,6550,61.7,61.7
11:30:16,4943,60.3,60.3
11:30:16,5347,59.7,59.7
11:30:16,6650,65.2,65.2
11:30:16,3851,65.1,65.1
11:30:16,6442,65.9,65.9
11:30:16,5844,65.7,65.7
11:30:16,6246,65.8,65.8
11:30:25,3852,66,66
11:30:25,6254,66,66
11:30:25,6056,66,66
11:30:25,3954,65,65
11:30:25,6553,65.5,65.5
11:30:25,4948,66,66
11:30:25,4451,59,59
11:30:25,5143,61.7,61.7
11:30:25,5452,66,66
11:30:25,5444,59.5,59.5
11:30:25,4549,65.1,65.1
11:30:25,4744,59.5,59.5
11:30:25,4650,59,59
11:30:25,5153,63,63
11:30:25,4746,59.7,59.7
11:30:25,6549,60.1,60.1
11:30:25,5044,61.5,61.5
11:30:25,4943,60.4,60.4
11:30:25,5346,59.6,59.6
11:30:25,6650,65,65
11:30:25,3850,65.1,65.1
11:30:25,4542,65.1,65.1
11:30:25,6442,66,66
11:30:25,4543,65.3,65.3
11:30:25,5844,65.7,65.7
11:30:25,3851,65.3,65.3
11:30:25,6246,66,66
11:30:36,3852,66,66
11:30:36,6254,66,66
11:30:36,6056,65.4,65.4
11:30:36,3854,65.1,65.1
11:30:36,6453,64.9,64.9
11:30:36,4352,59,59
11:30:36,5043,62.6,62.6
11:30:36,5352,65.9,65.9
11:30:36,5344,60.9,60.9
11:30:36,4548,65.6,65.6
11:30:36,4744,59.5,59.5
11:30:36,4650,59,59
11:30:36,5153,65.9,65.9
11:30:36,4747,59.4,59.4
11:30:36,6549,59.8,59.8
11:30:36,5044,62.3,62.3
11:30:36,5246,59.1,59.1
11:30:36,6650,60.4,60.4
11:30:36,3850,65.1,65.1
11:30:36,4542,65.1,65.1
11:30:36,6442,66,66
11:30:36,5844,65.7,65.7
11:30:36,3851,65.3,65.3
11:30:36,6246,66,66
11:30:46,3852,66,66
11:30:46,6254,66,66
11:30:46,6157,65.3,65.3
11:30:46,3854,65.1,65.1
11:30:46,6452,66,66
11:30:46,4352,59.4,59.4
11:30:46,5044,61.7,61.7
11:30:46,5352,65.9,65.9
11:30:46,5344,60.6,60.6
11:30:46,4548,65.2,65.2
11:30:46,4743,60,60
11:30:46,4749,59.3,59.3
11:30:46,5152,64.2,64.2
11:30:46,4747,59.5,59.5
11:30:46,6548,59.1,59.1
11:30:46,5143,62.3,62.3
11:30:46,5246,59.5,59.5
11:30:46,6550,60.2,60.2
11:30:46,3950,65.1,65.1
11:30:46,6650,59.1,59.1
11:30:46,4542,65.1,65.1
11:30:46,6442,66,66
11:30:46,5844,65.7,65.7
11:30:46,3851,65.2,65.2
11:30:46,6246,65.8,65.8
11:30:46,4447,66,66
11:30:56,3852,66,66
11:30:56,6355,66,66
11:30:56,6157,65.8,65.8
11:30:56,3754,65,65
11:30:56,6352,66,66
11:30:56,4252,59.4,59.4
11:30:56,4944,60,60
11:30:56,5352,65.9,65.9
11:30:56,5245,60.4,60.4
11:30:56,4547,65.1,65.1
11:30:56,4843,60,60
11:30:56,4749,59,59
11:30:56,5252,61.6,61.6
11:30:56,4748,59.7,59.7
11:30:56,6548,59.1,59.1
11:30:56,5143,62.6,62.6
11:30:56,5146,59.4,59.4
11:30:56,6550,61.7,61.7
11:30:56,3949,65.1,65.1
11:30:56,4542,65.2,65.2
11:30:56,6441,66,66
11:30:56,5844,65.5,65.5
11:30:56,3851,65.3,65.3
11:30:56,6245,65.4,65.4
11:30:56,6246,65.8,65.8
11:30:56,4447,66,66
11:31:06,6355,66,66
11:31:06,6257,65.3,65.3
11:31:06,3754,66,66
11:31:06,6252,65.2,65.2
11:31:06,4152,59.2,59.2
11:31:06,4945,60.2,60.2
11:31:06,5352,65.9,65.9
11:31:06,5245,60.7,60.7
11:31:06,4547,65.2,65.2
11:31:06,4943,60.1,60.1
11:31:06,4849,59,59
11:31:06,5252,60.8,60.8
11:31:06,4749,59.2,59.2
11:31:06,4242,59.7,59.7
11:31:06,6447,59.1,59.1
11:31:06,5242,60.8,60.8
11:31:06,5143,62,62
11:31:06,5145,61.2,61.2
11:31:06,6549,60.1,60.1
11:31:06,3949,59.4,59.4
11:31:06,6550,61.7,61.7
11:31:06,4541,65.3,65.3
11:31:06,6441,66,66
11:31:06,4542,65.3,65.3
11:31:06,5843,65.4,65.4
11:31:06,3851,65.2,65.2
11:31:06,6245,65.4,65.4
11:31:06,6246,65.4,65.4
11:31:06,4447,65.3,65.3
11:31:15,6355,66,66
11:31:15,6258,65.6,65.6
11:31:15,3753,66,66
11:31:15,6252,65.1,65.1
11:31:15,4152,62,62
11:31:15,4845,60.2,60.2
11:31:15,5352,65.9,65.9
11:31:15,5145,60.6,60.6
11:31:15,4546,65.2,65.2
11:31:15,4943,60.5,60.5
11:31:15,4848,59,59
11:31:15,4649,59.2,59.2
11:31:15,4242,59.9,59.9
11:31:15,6447,59.1,59.1
11:31:15,5142,60.2,60.2
11:31:15,5242,60.9,60.9
11:31:15,5245,60.2,60.2
11:31:15,6549,59.9,59.9
11:31:15,3949,59.4,59.4
11:31:15,4641,65.2,65.2
11:31:15,6441,65.9,65.9
11:31:15,4541,65.2,65.2
11:31:15,5943,65.6,65.6
11:31:15,3851,65.3,65.3
11:31:15,6245,65.6,65.6
11:31:15,4447,65.5,65.5
11:31:26,6355,66,66
11:31:26,6358,65.6,65.6
11:31:26,3753,66,66
11:31:26,6153,65.7,65.7
11:31:26,4152,65,65
11:31:26,4846,59.7,59.7
11:31:26,5352,65.9,65.9
11:31:26,5046,59.6,59.6
11:31:26,4446,65.4,65.4
11:31:26,5043,65.5,65.5
11:31:26,4948,59.6,59.6
11:31:26,5452,60.4,60.4
11:31:26,4650,59,59
11:31:26,4243,61.8,61.8
11:31:26,6347,59.1,59.1
11:31:26,5242,60.5,60.5
11:31:26,5245,61.1,61.1
11:31:26,6548,59.1,59.1
11:31:26,4050,59.6,59.6
11:31:26,6549,59.7,59.7
11:31:26,4641,65.2,65.2
11:31:26,6440,64.6,64.6
11:31:26,5943,65.8,65.8
11:31:26,3850,65.1,65.1
11:31:26,6245,65.3,65.3
11:31:26,3851,65.2,65.2
11:31:26,4547,65.3,65.3
11:31:37,6355,66,66
11:31:37,6457,65.6,65.6
11:31:37,3752,66,66
11:31:37,6153,65.9,65.9
11:31:37,4053,65,65
11:31:37,4746,64.9,64.9
11:31:37,5046,60.1,60.1
11:31:37,4447,65.3,65.3
11:31:37,5043,66,66
11:31:37,4947,59.8,59.8
11:31:37,5552,59.8,59.8
11:31:37,4650,59.1,59.1
11:31:37,4243,61.1,61.1
11:31:37,6247,59.1,59.1
11:31:37,5341,61.2,61.2
11:31:37,5242,60.7,60.7
11:31:37,5344,59.8,59.8
11:31:37,6548,59.1,59.1
11:31:37,4050,59.2,59.2
11:31:37,4540,59.4,59.4
11:31:37,6440,61.4,61.4
11:31:37,4641,59.5,59.5
11:31:37,5943,66,66
11:31:37,3850,65.4,65.4
11:31:37,6245,65.4,65.4
11:31:37,3851,65.2,65.2
11:31:37,4547,65.2,65.2
11:31:44,6355,66,66
11:31:44,6457,65.9,65.9
11:31:44,3852,66,66
11:31:44,6153,66,66
11:31:44,4053,65.1,65.1
11:31:44,4746,65.3,65.3
11:31:44,5047,59.6,59.6
11:31:44,4347,65.1,65.1
11:31:44,5143,66,66
11:31:44,5552,59.8,59.8
11:31:44,4750,59.3,59.3
11:31:44,4244,59.6,59.6
11:31:44,6247,59.1,59.1
11:31:44,5341,61.1,61.1
11:31:44,5444,60.9,60.9
11:31:44,6447,59.1,59.1
11:31:44,4051,59.2,59.2
11:31:44,6548,59.1,59.1
11:31:44,4540,59.6,59.6
11:31:44,6540,59.5,59.5
11:31:44,6043,65.5,65.5
11:31:44,3950,65.2,65.2
11:31:44,6345,59.5,59.5
11:31:44,3851,65.1,65.1
11:31:44,6245,60.4,60.4
11:31:44,4548,65.3,65.3
11:31:55,6557,65.6,65.6
11:31:55,3852,66,66
11:31:55,6254,66,66
11:31:55,4054,65,65
11:31:55,4646,65.2,65.2
11:31:55,4948,59.3,59.3
11:31:55,4447,66,66
11:31:55,5243,66,66
11:31:55,5046,59.6,59.6
11:31:55,5652,60,60
11:31:55,4750,59.3,59.3
11:31:55,4245,60.5,60.5
11:31:55,6147,59.1,59.1
11:31:55,5441,61.8,61.8
11:31:55,5341,60.8,60.8
11:31:55,5444,59.5,59.5
11:31:55,6447,59.1,59.1
11:31:55,4052,59.2,59.2
11:31:55,6540,60.1,60.1
11:31:55,4540,59.5,59.5
11:31:55,6042,65.6,65.6
11:31:55,3949,65.1,65.1
11:31:55,6346,59.5,59.5
11:31:55,3950,65.1,65.1
11:31:55,3850,65.2,65.2
11:31:55,6244,59.5,59.5
11:31:55,4548,65.3,65.3
11:32:05,6556,65.7,65.7
11:32:05,3852,66,66
11:32:05,6254,66,66
11:32:05,3954,65.1,65.1
11:32:05,4647,65.1,65.1
11:32:05,4948,59,59
11:32:05,4447,66,66
11:32:05,5242,66,66
11:32:05,5146,59.8,59.8
11:32:05,5752,60.3,60.3
11:32:05,4850,59.4,59.4
11:32:05,4345,59.6,59.6
11:32:05,6047,59.1,59.1
11:32:05,5441,66,66
11:32:05,5544,59.5,59.5
11:32:05,6447,59.1,59.1
11:32:05,4152,59.2,59.2
11:32:05,6640,59.5,59.5
11:32:05,6043,60.1,60.1
11:32:05,3949,65.1,65.1
11:32:05,6346,59.5,59.5
11:32:05,3850,65.1,65.1
11:32:05,6244,59.5,59.5
11:32:05,4548,64.2,64.2
11:32:15,6556,66,66
11:32:15,3852,66,66
11:32:15,6355,66,66
11:32:15,3854,65.1,65.1
11:32:15,4546,65.2,65.2
11:32:15,4848,59,59
11:32:15,4447,66,66
11:32:15,5242,66,66
11:32:15,5145,61.2,61.2
11:32:15,5752,59.7,59.7
11:32:15,4951,59.7,59.7
11:32:15,4345,59.8,59.8
11:32:15,6048,59.1,59.1
11:32:15,5542,66,66
11:32:15,5541,61.7,61.7
11:32:15,5545,59.5,59.5
11:32:15,6448,59.1,59.1
11:32:15,4252,59.3,59.3
11:32:15,6347,59.1,59.1
11:32:15,6641,59.4,59.4
11:32:15,6043,59.9,59.9
11:32:15,3949,59.4,59.4
11:32:15,3950,65.1,65.1
11:32:15,6244,59.6,59.6
11:32:15,4548,59.5,59.5
11:32:15,5844,66,66
11:32:25,6555,66,66
11:32:25,3852,66,66
11:32:25,6355,66,66
11:32:25,3854,65.2,65.2
11:32:25,4546,65.4,65.4
11:32:25,4849,59,59
11:32:25,4447,66,66
11:32:25,5241,66,66
11:32:25,5245,60.2,60.2
11:32:25,5853,59.5,59.5
11:32:25,5051,59.9,59.9
11:32:25,4446,59.6,59.6
11:32:25,5948,59.1,59.1
11:32:25,5542,65.8,65.8
11:32:25,5641,64.5,64.5
11:32:25,5645,59.4,59.4
11:32:25,6548,59.1,59.1
11:32:25,4252,59.5,59.5
11:32:25,6247,59.1,59.1
11:32:25,4241,60.2,60.2
11:32:25,6741,59.5,59.5
11:32:25,6044,59.8,59.8
11:32:25,4050,59.6,59.6
11:32:25,6347,59.1,59.1
11:32:25,3949,65.2,65.2
11:32:25,6143,59.7,59.7
11:32:25,4548,59.3,59.3
11:32:25,5844,66,66
11:32:25,5859,65.6,65.6
11:32:35,6555,64.2,64.2
11:32:35,3852,66,66
11:32:35,6355,66,66
11:32:35,3754,65,65
11:32:35,4446,65.1,65.1
11:32:35,4749,59.2,59.2
11:32:35,4447,66,66
11:32:35,5241,66,66
11:32:35,5245,61.6,61.6
11:32:35,5953,59.7,59.7
11:32:35,5051,60.3,60.3
11:32:35,4546,59.2,59.2
11:32:35,5848,59.4,59.4
11:32:35,5642,65.9,65.9
11:32:35,5641,66,66
11:32:35,5745,59.8,59.8
11:32:35,6549,59.1,59.1
11:32:35,4352,59,59
11:32:35,6247,59.1,59.1
11:32:35,4242,59.7,59.7
11:32:35,6742,59.8,59.8
11:32:35,4241,59.8,59.8
11:32:35,6044,60.1,60.1
11:32:35,4050,59.5,59.5
11:32:35,6347,59.1,59.1
11:32:35,3949,59.4,59.4
11:32:35,6143,59.8,59.8
11:32:35,4547,59.3,59.3
11:32:35,5844,65.6,65.6
11:32:35,5859,65.9,65.9
11:32:35,6246,66,66
11:32:35,6443,66,66
11:32:46,6554,65,65
11:32:46,6355,66,66
11:32:46,3754,66,66
11:32:46,4447,66,66
11:32:46,4649,59,59
11:32:46,5340,64.8,64.8
11:32:46,5344,59.6,59.6
11:32:46,5953,59.6,59.6
11:32:46,5151,61.8,61.8
11:32:46,4546,59.5,59.5
11:32:46,5847,60,60
11:32:46,5642,66,66
11:32:46,5741,63.6,63.6
11:32:46,5746,60.2,60.2
11:32:46,6549,59.5,59.5
11:32:46,4351,59,59
11:32:46,6147,59.1,59.1
11:32:46,4242,60.4,60.4
11:32:46,6743,59.9,59.9
11:32:46,6045,61,61
11:32:46,4051,59.2,59.2
11:32:46,6247,59.1,59.1
11:32:46,4049,59.5,59.5
11:32:46,6043,59.8,59.8
11:32:46,4547,59.3,59.3
11:32:46,5844,65.7,65.7
11:32:46,5859,66,66
11:32:46,6246,66,66
11:32:46,6443,66,66
11:32:56,6553,63.7,63.7
11:32:56,6355,66,66
11:32:56,3753,66,66
11:32:56,4447,66,66
11:32:56,4650,59,59
11:32:56,5340,65.9,65.9
11:32:56,5444,60.8,60.8
11:32:56,6053,59.7,59.7
11:32:56,5251,62.7,62.7
11:32:56,4645,59.3,59.3
11:32:56,5847,59.5,59.5
11:32:56,5741,65.7,65.7
11:32:56,5841,60.1,60.1
11:32:56,5746,59.8,59.8
11:32:56,6449,60.4,60.4
11:32:56,4451,59.9,59.9
11:32:56,6047,59.1,59.1
11:32:56,4243,61.6,61.6
11:32:56,6743,60.4,60.4
11:32:56,6045,60,60
11:32:56,4052,59.2,59.2
11:32:56,6147,59.1,59.1
11:32:56,4051,59.2,59.2
11:32:56,4050,59.5,59.5
11:32:56,6042,59.8,59.8
11:32:56,4647,59.4,59.4
11:32:56,5844,65.7,65.7
11:32:56,5859,66,66
11:32:56,6246,65.8,65.8
11:32:56,6443,65.9,65.9
11:33:06,6553,65.3,65.3
11:33:06,6355,66,66
11:33:06,3753,66,66
11:33:06,4447,66,66
11:33:06,4550,59,59
11:33:06,5440,66,66
11:33:06,5444,65.4,65.4
11:33:06,5952,59.5,59.5
11:33:06,5252,60.6,60.6
11:33:06,4645,59.6,59.6
11:33:06,5746,59.9,59.9
11:33:06,5741,66,66
11:33:06,5841,59.6,59.6
11:33:06,5847,59.9,59.9
11:33:06,6450,61.9,61.9
11:33:06,4450,59.8,59.8
11:33:06,6048,59.1,59.1
11:33:06,4244,59.7,59.7
11:33:06,6744,60.2,60.2
11:33:06,4243,61.2,61.2
11:33:06,6046,60.3,60.3
11:33:06,4152,59.2,59.2
11:33:06,6147,59.1,59.1
11:33:06,4050,59.3,59.3
11:33:06,5942,59.7,59.7
11:33:06,4646,59.3,59.3
11:33:06,5844,65.8,65.8
11:33:06,5858,66,66
11:33:06,6246,65.8,65.8
11:33:06,6443,66,66
11:33:06,6649,66,66
11:33:06,4947,66,66
11:33:15,6453,65.2,65.2
11:33:15,6355,66,66
11:33:15,3752,66,66
11:33:15,4447,66,66
11:33:15,4551,59,59
11:33:15,5541,66,66
11:33:15,5544,65.8,65.8
11:33:15,5952,59.6,59.6
11:33:15,5352,60.6,60.6
11:33:15,4745,59.5,59.5
11:33:15,5746,60.2,60.2
11:33:15,5841,65.8,65.8
11:33:15,5942,59.6,59.6
11:33:15,5848,59.8,59.8
11:33:15,6450,61.5,61.5
11:33:15,4550,59.6,59.6
11:33:15,5948,59.1,59.1
11:33:15,4244,59.8,59.8
11:33:15,6644,60,60
11:33:15,6046,60,60
11:33:15,4252,59.3,59.3
11:33:15,6047,59.1,59.1
11:33:15,4152,59.3,59.3
11:33:15,4051,59.2,59.2
11:33:15,5941,59.9,59.9
11:33:15,4746,59.8,59.8
11:33:15,5844,65.8,65.8
11:33:15,5858,66,66
11:33:15,6246,65.7,65.7
11:33:15,6443,66,66
11:33:15,6649,65.9,65.9
11:33:15,4947,66,66
11:33:25,6352,66,66
11:33:25,3852,66,66
11:33:25,4447,66,66
11:33:25,4451,59,59
11:33:25,5441,65.8,65.8
11:33:25,5543,65.9,65.9
11:33:25,5951,61.6,61.6
11:33:25,5452,60.6,60.6
11:33:25,4744,59.4,59.4
11:33:25,5745,59.7,59.7
11:33:25,5941,65.5,65.5
11:33:25,5942,59.7,59.7
11:33:25,5948,59.4,59.4
11:33:25,6451,64.5,64.5
11:33:25,4549,60.5,60.5
11:33:25,5848,59.1,59.1
11:33:25,4345,59.9,59.9
11:33:25,6645,59.9,59.9
11:33:25,4244,60.1,60.1
11:33:25,6147,59.1,59.1
11:33:25,4252,59.5,59.5
11:33:25,4052,59.3,59.3
11:33:25,5841,59.7,59.7
11:33:25,4846,59.8,59.8
11:33:25,5844,65.4,65.4
11:33:25,5858,66,66
11:33:25,6245,65.5,65.5
11:33:25,6443,65.9,65.9
11:33:25,4547,65.4,65.4
11:33:25,6649,65.3,65.3
11:33:25,4947,65.3,65.3
11:33:25,4956,66,66
11:33:36,6352,65.9,65.9
11:33:36,3852,66,66
11:33:36,4447,66,66
11:33:36,4452,59,59
11:33:36,5441,66,66
11:33:36,5543,65.9,65.9
11:33:36,5950,65.6,65.6
11:33:36,5452,60.4,60.4
11:33:36,4743,59.8,59.8
11:33:36,5645,59.8,59.8
11:33:36,5942,65.5,65.5
11:33:36,6042,60.1,60.1
11:33:36,5948,59.5,59.5
11:33:36,4548,59.6,59.6
11:33:36,5949,59.4,59.4
11:33:36,4345,59.8,59.8
11:33:36,6645,59.8,59.8
11:33:36,6147,59.1,59.1
11:33:36,4352,59.2,59.2
11:33:36,4152,59.2,59.2
11:33:36,5841,65.7,65.7
11:33:36,4845,60.2,60.2
11:33:36,5943,65.5,65.5
11:33:36,5858,66,66
11:33:36,6245,65.3,65.3
11:33:36,6442,65.9,65.9
11:33:36,4547,65.3,65.3
11:33:36,6649,65.3,65.3
11:33:36,4947,65.8,65.8
11:33:36,4956,65.9,65.9
11:33:36,4651,66,66
11:33:44,6252,65.2,65.2
11:33:44,3852,66,66
11:33:44,4447,66,66
11:33:44,4352,59,59
11:33:44,5441,66,66
11:33:44,5542,66,66
11:33:44,5950,65.1,65.1
11:33:44,5552,60,60
11:33:44,4843,60.3,60.3
11:33:44,5544,59.4,59.4
11:33:44,6042,65.5,65.5
11:33:44,6043,59.7,59.7
11:33:44,6047,59.1,59.1
11:33:44,6353,62.8,62.8
11:33:44,4548,65.3,65.3
11:33:44,4446,59.5,59.5
11:33:44,6545,59.7,59.7
11:33:44,4345,59.7,59.7
11:33:44,6247,59.1,59.1
11:33:44,4351,59,59
11:33:44,5849,59.4,59.4
11:33:44,4252,59.4,59.4
11:33:44,5741,66,66
11:33:44,4945,60,60
11:33:44,5943,65.7,65.7
11:33:44,5858,65.7,65.7
11:33:44,6245,65.4,65.4
11:33:44,6442,66,66
11:33:44,6649,65.2,65.2
11:33:44,4947,66,66
11:33:44,4956,65.6,65.6
11:33:44,4651,65.5,65.5
11:33:55,6252,65.2,65.2
11:33:55,3852,66,66
11:33:55,4447,66,66
11:33:55,4252,59.4,59.4
11:33:55,5441,66,66
11:33:55,5642,66,66
11:33:55,5950,65.2,65.2
11:33:55,5652,59.8,59.8
11:33:55,4843,59.7,59.7
11:33:55,5544,59.6,59.6
11:33:55,6043,65.8,65.8
11:33:55,6143,59.7,59.7
11:33:55,6047,59.1,59.1
11:33:55,6353,59.8,59.8
11:33:55,4547,65.1,65.1
11:33:55,4446,59.5,59.5
11:33:55,6445,60.1,60.1
11:33:55,6347,59.1,59.1
11:33:55,4451,59.9,59.9
11:33:55,5949,59.5,59.5
11:33:55,5641,64.5,64.5
11:33:55,4944,60,60
11:33:55,5943,66,66
11:33:55,5858,65.7,65.7
11:33:55,6245,61.3,61.3
11:33:55,6442,66,66
11:33:55,4548,65.2,65.2
11:33:55,6649,65.2,65.2
11:33:55,4947,65.9,65.9
11:33:55,4956,65.7,65.7
11:33:55,4651,65.3,65.3
11:34:04,6153,65.9,65.9
11:34:04,3852,66,66
11:34:04,4252,59.4,59.4
11:34:04,5441,66,66
11:34:04,5642,66,66
11:34:04,6049,65.2,65.2
11:34:04,5652,60.4,60.4
11:34:04,4943,60.3,60.3
11:34:04,5444,59.8,59.8
11:34:04,6043,65.4,65.4
11:34:04,6244,59.6,59.6
11:34:04,6147,59.1,59.1
11:34:04,6354,59.7,59.7
11:34:04,4547,65.1,65.1
11:34:04,5951,59.7,59.7
11:34:04,4546,59.3,59.3
11:34:04,6445,59.9,59.9
11:34:04,4446,59.5,59.5
11:34:04,6347,64.4,64.4
11:34:04,4450,59.8,59.8
11:34:04,5950,59.8,59.8
11:34:04,4451,59,59
11:34:04,4352,59,59
11:34:04,5641,66,66
11:34:04,5044,60.8,60.8
11:34:04,5943,65.5,65.5
11:34:04,5758,65.8,65.8
11:34:04,6245,59.5,59.5
11:34:04,6442,66,66
11:34:04,4548,65.1,65.1
11:34:04,6649,66,66
11:34:04,4947,66,66
11:34:04,4956,65.7,65.7
11:34:04,4651,65.3,65.3
11:34:15,6153,65.9,65.9
11:34:15,3852,66,66
11:34:15,4152,59.2,59.2
11:34:15,5441,66,66
11:34:15,5741,66,66
11:34:15,6049,65.3,65.3
11:34:15,5752,60.6,60.6
11:34:15,5043,63.2,63.2
11:34:15,5344,60.2,60.2
11:34:15,6044,65.5,65.5
11:34:15,6244,65.3,65.3
11:34:15,6247,59.1,59.1
11:34:15,6355,59.5,59.5
11:34:15,4546,65.3,65.3
11:34:15,5952,59.5,59.5
11:34:15,6446,59.8,59.8
11:34:15,6447,64.9,64.9
11:34:15,4550,59.6,59.6
11:34:15,5951,59.8,59.8
11:34:15,4551,59,59
11:34:15,4451,59,59
11:34:15,5541,66,66
11:34:15,6042,65.6,65.6
11:34:15,5758,60.2,60.2
11:34:15,6441,66,66
11:34:15,4548,59.4,59.4
11:34:15,6650,65.2,65.2
11:34:15,4947,65.7,65.7
11:34:15,4956,65.9,65.9
11:34:15,4651,65.2,65.2
11:34:15,6649,65.9,65.9
11:34:15,5948,66,66
11:34:25,6154,66,66
11:34:25,4152,63.3,63.3
11:34:25,5441,66,66
11:34:25,5841,66,66
11:34:25,6048,65.2,65.2
11:34:25,5753,65.6,65.6
11:34:25,5043,61.8,61.8
11:34:25,5344,61,61
11:34:25,6044,65.6,65.6
11:34:25,6245,65.3,65.3
11:34:25,6347,59.1,59.1
11:34:25,6355,59.8,59.8
11:34:25,4546,65.3,65.3
11:34:25,5952,59.5,59.5
11:34:25,4645,59.3,59.3
11:34:25,4646,59.4,59.4
11:34:25,6448,64.9,64.9
11:34:25,4549,60.5,60.5
11:34:25,5951,59.6,59.6
11:34:25,4650,59,59
11:34:25,4451,59.5,59.5
11:34:25,5542,66,66
11:34:25,5143,61.5,61.5
11:34:25,6042,60.2,60.2
11:34:25,5857,60,60
11:34:25,6244,59.7,59.7
11:34:25,6441,65.8,65.8
11:34:25,4548,59.5,59.5
11:34:25,6650,65.2,65.2
11:34:25,4946,65.3,65.3
11:34:25,4957,65.9,65.9
11:34:25,4651,65.3,65.3
11:34:25,6649,65.3,65.3
11:34:25,5948,65.6,65.6
11:34:35,6254,66,66
11:34:35,4152,65,65
11:34:35,5841,65.4,65.4
11:34:35,6048,65.2,65.2
11:34:35,5853,65.7,65.7
11:34:35,5143,61.8,61.8
11:34:35,5245,59.8,59.8
11:34:35,6045,66,66
11:34:35,6245,65.3,65.3
11:34:35,6347,59.1,59.1
11:34:35,6256,59.6,59.6
11:34:35,4645,65.1,65.1
11:34:35,6053,59.7,59.7
11:34:35,4745,59.7,59.7
11:34:35,6447,59.1,59.1
11:34:35,6548,64.9,64.9
11:34:35,4548,59.6,59.6
11:34:35,5952,59.6,59.6
11:34:35,4650,59,59
11:34:35,4450,59.8,59.8
11:34:35,5542,65.5,65.5
11:34:35,6043,59.5,59.5
11:34:35,5857,60.9,60.9
11:34:35,6143,59.8,59.8
11:34:35,6441,66,66
11:34:35,4547,59.4,59.4
11:34:35,6650,65,65
11:34:35,4946,65.4,65.4
11:34:35,4957,66,66
11:34:35,4651,65.2,65.2
11:34:35,6649,65.3,65.3
11:34:35,5948,65.2,65.2
11:34:35,5844,66,66
11:34:46,6254,66,66
11:34:46,4053,65,65
11:34:46,5941,65.4,65.4
11:34:46,6047,65.3,65.3
11:34:46,5854,66,66
11:34:46,5242,61.7,61.7
11:34:46,5145,61.2,61.2
11:34:46,6045,65.7,65.7
11:34:46,6345,65.2,65.2
11:34:46,6347,64.9,64.9
11:34:46,6256,59.5,59.5
11:34:46,4645,65.3,65.3
11:34:46,5953,59.6,59.6
11:34:46,4746,59.5,59.5
11:34:46,6448,59.1,59.1
11:34:46,4745,59.8,59.8
11:34:46,6548,65.4,65.4
11:34:46,4548,59.4,59.4
11:34:46,4649,59.3,59.3
11:34:46,4549,59.6,59.6
11:34:46,5443,65.5,65.5
11:34:46,6043,59.8,59.8
11:34:46,5957,62,62
11:34:46,6143,59.7,59.7
11:34:46,6440,65.9,65.9
11:34:46,4547,59.4,59.4
11:34:46,6650,60.4,60.4
11:34:46,4946,63,63
11:34:46,4957,65.9,65.9
11:34:46,4551,65.2,65.2
11:34:46,6649,65.2,65.2
11:34:46,5949,65.2,65.2
11:34:46,5844,65.9,65.9
11:34:46,4947,66,66
11:34:56,6355,66,66
11:34:56,4053,65.1,65.1
11:34:56,5942,65.4,65.4
11:34:56,5947,65.7,65.7
11:34:56,5855,66,66
11:34:56,5242,61.6,61.6
11:34:56,5145,60.1,60.1
11:34:56,5946,65.8,65.8
11:34:56,6346,65.3,65.3
11:34:56,6257,61.2,61.2
11:34:56,4745,65.2,65.2
11:34:56,5953,59.7,59.7
11:34:56,4746,59.8,59.8
11:34:56,6548,59.1,59.1
11:34:56,6648,65.3,65.3
11:34:56,4647,59.5,59.5
11:34:56,6053,59.6,59.6
11:34:56,4749,59,59
11:34:56,4549,59.6,59.6
11:34:56,5443,65.3,65.3
11:34:56,5342,61.9,61.9
11:34:56,6044,59.9,59.9
11:34:56,5958,60.4,60.4
11:34:56,6043,59.8,59.8
11:34:56,6440,61.6,61.6
11:34:56,6650,59.1,59.1
11:34:56,4846,59.6,59.6
11:34:56,4957,66,66
11:34:56,4551,64.8,64.8
11:34:56,6649,65.2,65.2
11:34:56,5949,65.2,65.2
