sim_time,gid,Lmax_1s,Lmax_w
10:52:47,4549,60.2,60.2
10:52:47,6246,66,66
10:52:47,6540,65.8,65.8
10:52:47,5143,61.8,61.8
10:52:47,6147,59.1,59.1
10:52:47,6059,66,66
10:52:47,4645,65.2,65.2
10:52:47,5544,59.9,59.9
10:52:47,5853,59.6,59.6
10:52:47,6445,60.1,60.1
10:52:47,5948,65.2,65.2
10:52:47,5646,59.6,59.6
10:52:47,4647,59.6,59.6
10:52:47,5152,64.1,64.1
10:52:47,4650,59.3,59.3
10:52:47,5048,59,59
10:52:47,5055,62.4,62.4
10:52:47,6048,59.1,59.1
10:52:47,5242,61.5,61.5
10:52:47,6650,65.2,65.2
10:52:57,4650,65.2,65.2
10:52:57,5844,66,66
10:52:57,6153,66,66
10:52:57,6649,66,66
10:52:57,4956,66,66
10:52:57,5441,66,66
10:52:57,6347,64.9,64.9
10:52:57,5542,65.9,65.9
10:52:57,5541,61.7,61.7
10:52:57,5753,65.8,65.8
10:52:57,6042,65.6,65.6
10:52:57,4550,59.7,59.7
10:52:57,6246,66,66
10:52:57,6641,65.2,65.2
10:52:57,5043,62.8,62.8
10:52:57,6147,59.3,59.3
10:52:57,5959,66,66
10:52:57,4745,65.2,65.2
10:52:57,5444,59.7,59.7
10:52:57,5853,59.7,59.7
10:52:57,6445,59.8,59.8
10:52:57,5948,59.3,59.3
10:52:57,5646,59.5,59.5
10:52:57,4648,59.8,59.8
10:52:57,5152,63.6,63.6
10:52:57,4649,59.1,59.1
10:52:57,5047,59,59
10:52:57,4955,63.5,63.5
10:52:57,6047,59.7,59.7
10:52:57,5241,60.9,60.9
10:52:57,6650,65.3,65.3
10:52:57,5949,65.2,65.2
10:53:05,4650,64.8,64.8
10:53:05,5844,66,66
10:53:05,6153,66,66
10:53:05,6649,66,66
10:53:05,4956,66,66
10:53:05,5441,66,66
10:53:05,6347,64.9,64.9
10:53:05,5642,66,66
10:53:05,6447,64.9,64.9
10:53:05,5641,64.9,64.9
10:53:05,5854,66,66
10:53:05,6043,65.3,65.3
10:53:05,4450,59.5,59.5
10:53:05,6246,66,66
10:53:05,6641,65.2,65.2
10:53:05,5044,61,61
10:53:05,6148,59.5,59.5
10:53:05,5959,66,66
10:53:05,4744,65.2,65.2
10:53:05,5444,60.7,60.7
10:53:05,5953,59.5,59.5
10:53:05,6345,59.5,59.5
10:53:05,5849,59.5,59.5
10:53:05,5545,59.6,59.6
10:53:05,4548,59.4,59.4
10:53:05,5252,60.4,60.4
10:53:05,4749,59.4,59.4
10:53:05,5047,59.5,59.5
10:53:05,4551,59,59
10:53:05,4955,61,61
10:53:05,5947,60.3,60.3
10:53:05,5341,62.5,62.5
10:53:05,6550,61.2,61.2
10:53:05,6650,65.1,65.1
10:53:05,5949,65.2,65.2
10:53:17,4551,64.8,64.8
10:53:17,5844,66,66
10:53:17,6254,66,66
10:53:17,4956,66,66
10:53:17,5441,66,66
10:53:17,6447,64.9,64.9
10:53:17,5642,66,66
10:53:17,6448,64.9,64.9
10:53:17,5641,66,66
10:53:17,5855,66,66
10:53:17,6044,65.7,65.7
10:53:17,4451,59,59
10:53:17,6741,65.2,65.2
10:53:17,4944,59.9,59.9
10:53:17,6149,64.6,64.6
10:53:17,5959,66,66
10:53:17,4744,65.3,65.3
10:53:17,5344,59.5,59.5
10:53:17,6053,59.6,59.6
10:53:17,6345,59.5,59.5
10:53:17,5949,65.2,65.2
10:53:17,5545,59.5,59.5
10:53:17,4549,59.4,59.4
10:53:17,5352,60.7,60.7
10:53:17,4748,59.7,59.7
10:53:17,5046,59.6,59.6
10:53:17,4855,59.6,59.6
10:53:17,5947,59.6,59.6
10:53:17,5340,66,66
10:53:17,6550,61.3,61.3
10:53:17,6650,64.9,64.9
10:53:25,4551,64.8,64.8
10:53:25,5844,66,66
10:53:25,6254,66,66
10:53:25,4956,66,66
10:53:25,6448,64.9,64.9
10:53:25,5741,65.9,65.9
10:53:25,6548,64.9,64.9
10:53:25,5855,66,66
10:53:25,6044,65.6,65.6
10:53:25,4451,59,59
10:53:25,6742,65.5,65.5
10:53:25,4945,60.1,60.1
10:53:25,6249,65.4,65.4
10:53:25,5859,65.9,65.9
10:53:25,4743,65.5,65.5
10:53:25,5245,61.4,61.4
10:53:25,5952,59.5,59.5
10:53:25,6244,59.4,59.4
10:53:25,5950,59.8,59.8
10:53:25,5544,59.7,59.7
10:53:25,4549,59.6,59.6
10:53:25,5452,61,61
10:53:25,4747,59.4,59.4
10:53:25,5046,59.8,59.8
10:53:25,4855,59.8,59.8
10:53:25,5847,59.7,59.7
10:53:25,5440,64.5,64.5
10:53:25,6549,59.6,59.6
10:53:25,6650,59.1,59.1
10:53:25,5949,65.1,65.1
10:53:36,4552,66,66
10:53:36,5844,66,66
10:53:36,6254,66,66
10:53:36,4956,66,66
10:53:36,6548,65.3,65.3
10:53:36,5741,66,66
10:53:36,5841,60.1,60.1
10:53:36,5856,65.6,65.6
10:53:36,6045,65.9,65.9
10:53:36,4352,59,59
10:53:36,6743,65.6,65.6
10:53:36,4845,60.1,60.1
10:53:36,6250,65.4,65.4
10:53:36,5859,65.9,65.9
10:53:36,4742,65.2,65.2
10:53:36,5245,59.7,59.7
10:53:36,5952,59.5,59.5
10:53:36,6244,59.5,59.5
10:53:36,5951,59.8,59.8
10:53:36,5444,59.7,59.7
10:53:36,4450,59.6,59.6
10:53:36,5452,60.4,60.4
10:53:36,4747,59.5,59.5
10:53:36,5145,60.1,60.1
10:53:36,4755,61,61
10:53:36,5847,59.7,59.7
10:53:36,5440,60.7,60.7
10:53:36,6549,59.1,59.1
10:53:36,6650,59.1,59.1
10:53:36,6049,65.2,65.2
10:53:36,6649,66,66
10:53:36,4947,66,66
10:53:49,4552,66,66
10:53:49,6355,66,66
10:53:49,6548,65.4,65.4
10:53:49,5841,65.5,65.5
10:53:49,6648,65.2,65.2
10:53:49,5856,65.7,65.7
10:53:49,6045,65.6,65.6
10:53:49,4252,59.4,59.4
10:53:49,6743,65.8,65.8
10:53:49,4846,59.8,59.8
10:53:49,6251,65.2,65.2
10:53:49,5859,65.9,65.9
10:53:49,4742,65.5,65.5
10:53:49,5145,61.2,61.2
10:53:49,5951,59.7,59.7
10:53:49,6243,59.7,59.7
10:53:49,5444,60.8,60.8
10:53:49,4451,59.3,59.3
10:53:49,5552,60,60
10:53:49,4746,59.7,59.7
10:53:49,4352,59.4,59.4
10:53:49,4754,62.5,62.5
10:53:49,5746,60.2,60.2
10:53:49,5541,62.7,62.7
10:53:49,6550,60.9,60.9
10:53:49,6049,65.3,65.3
10:53:49,6649,65.8,65.8
10:53:49,4947,66,66
10:53:56,4553,65.8,65.8
10:53:56,6355,66,66
10:53:56,6648,66,66
10:53:56,5941,65.5,65.5
10:53:56,5857,65.6,65.6
10:53:56,6046,65.9,65.9
10:53:56,4252,59.4,59.4
10:53:56,6744,65.8,65.8
10:53:56,4746,63.9,63.9
10:53:56,6251,65.2,65.2
10:53:56,5859,65.9,65.9
10:53:56,4741,65.6,65.6
10:53:56,5145,65.7,65.7
10:53:56,5950,59.8,59.8
10:53:56,6243,59.8,59.8
10:53:56,5952,59.6,59.6
10:53:56,5344,59.6,59.6
10:53:56,4451,59,59
10:53:56,5652,59.9,59.9
10:53:56,4846,59.7,59.7
10:53:56,5245,59.7,59.7
10:53:56,4654,62.8,62.8
10:53:56,5745,60,60
10:53:56,5541,61,61
10:53:56,6448,59.1,59.1
10:53:56,6550,61.5,61.5
10:53:56,6049,65.3,65.3
10:53:56,6649,65.3,65.3
10:53:56,4947,65.4,65.4
10:54:04,4653,65.2,65.2
10:54:04,6355,66,66
10:54:04,6648,66,66
10:54:04,5942,65.6,65.6
10:54:04,5941,65.3,65.3
10:54:04,5857,66,66
10:54:04,5946,65.8,65.8
10:54:04,4152,59.3,59.3
10:54:04,6644,65.6,65.6
10:54:04,4746,65.3,65.3
10:54:04,6252,65.2,65.2
10:54:04,5859,65.9,65.9
10:54:04,4641,65.5,65.5
10:54:04,5046,65.4,65.4
10:54:04,5950,59.6,59.6
10:54:04,6242,62.8,62.8
10:54:04,5953,59.6,59.6
10:54:04,5245,61.5,61.5
10:54:04,4352,59,59
10:54:04,5652,60.3,60.3
10:54:04,4845,60.4,60.4
10:54:04,5344,61,61
10:54:04,4554,59.6,59.6
10:54:04,5645,59.7,59.7
10:54:04,5541,61.8,61.8
10:54:04,6447,59.1,59.1
10:54:04,6549,59.6,59.6
10:54:04,6049,59.5,59.5
10:54:04,6649,65.2,65.2
10:54:04,4947,65.8,65.8
10:54:04,5844,66,66
10:54:17,4653,66,66
10:54:17,6355,66,66
10:54:17,6648,66,66
10:54:17,6042,65.8,65.8
10:54:17,6649,66,66
10:54:17,5957,66,66
10:54:17,5846,65.7,65.7
10:54:17,4152,64.9,64.9
10:54:17,6645,65.5,65.5
10:54:17,4646,65.2,65.2
10:54:17,6252,65.2,65.2
10:54:17,5859,65.9,65.9
10:54:17,4641,65.3,65.3
10:54:17,5046,66,66
10:54:17,5849,59.5,59.5
10:54:17,6142,60.2,60.2
10:54:17,6053,59.6,59.6
10:54:17,5245,59.7,59.7
10:54:17,4352,59.2,59.2
10:54:17,5752,60.5,60.5
10:54:17,4945,59.9,59.9
10:54:17,5344,60.1,60.1
10:54:17,4052,59.2,59.2
10:54:17,4553,59.8,59.8
10:54:17,5645,59.8,59.8
10:54:17,5641,65.5,65.5
10:54:17,6347,59.1,59.1
10:54:17,6549,59.5,59.5
10:54:17,6049,59.6,59.6
10:54:17,4947,66,66
10:54:17,5844,66,66
10:54:28,4652,66,66
10:54:28,6355,66,66
10:54:28,6649,66,66
10:54:28,6043,66,66
10:54:28,6142,65.6,65.6
10:54:28,5958,66,66
10:54:28,5847,65.6,65.6
10:54:28,4152,65,65
10:54:28,6545,66,66
10:54:28,4647,65.1,65.1
10:54:28,6252,65.2,65.2
10:54:28,4540,65.1,65.1
10:54:28,4946,65.3,65.3
10:54:28,5848,59.3,59.3
10:54:28,6042,60.2,60.2
10:54:28,5953,59.5,59.5
10:54:28,5145,61.2,61.2
10:54:28,4252,59.5,59.5
10:54:28,5853,60,60
10:54:28,4944,59.8,59.8
10:54:28,5444,59.9,59.9
10:54:28,4552,59.5,59.5
10:54:28,5544,59.5,59.5
10:54:28,5741,65.2,65.2
10:54:28,6347,59.1,59.1
10:54:28,6548,59.2,59.2
10:54:28,6049,59.4,59.4
10:54:28,4947,65.9,65.9
10:54:28,5844,65.6,65.6
10:54:28,5859,66,66
10:54:36,4652,66,66
10:54:36,6355,66,66
10:54:36,6649,66,66
10:54:36,6043,65.4,65.4
10:54:36,6142,66,66
10:54:36,6058,65.7,65.7
10:54:36,5747,65.3,65.3
10:54:36,4053,65,65
10:54:36,6544,66,66
10:54:36,4546,65.2,65.2
10:54:36,6153,65.7,65.7
10:54:36,4540,65.3,65.3
10:54:36,4946,65.3,65.3
10:54:36,5948,66,66
10:54:36,6041,59.8,59.8
10:54:36,5853,59.8,59.8
10:54:36,5146,65.8,65.8
10:54:36,4152,59.3,59.3
10:54:36,5044,61.3,61.3
10:54:36,5544,59.6,59.6
10:54:36,5741,60.5,60.5
10:54:36,6247,59.1,59.1
10:54:36,6548,59.1,59.1
10:54:36,6048,59.6,59.6
10:54:36,6650,65.2,65.2
10:54:36,4947,65.9,65.9
10:54:36,5844,65.7,65.7
10:54:36,5859,66,66
10:54:47,4652,66,66
10:54:47,6649,66,66
10:54:47,6044,65.7,65.7
10:54:47,6242,66,66
10:54:47,6059,66,66
10:54:47,5746,65.5,65.5
10:54:47,4053,65.1,65.1
10:54:47,6544,66,66
10:54:47,4546,65.4,65.4
10:54:47,6153,65.9,65.9
10:54:47,4846,65.3,65.3
10:54:47,5948,66,66
10:54:47,5941,59.8,59.8
10:54:47,5853,59.8,59.8
10:54:47,5146,64.8,64.8
10:54:47,4152,59.2,59.2
10:54:47,5953,59.6,59.6
10:54:47,5043,65.9,65.9
10:54:47,5545,59.5,59.5
10:54:47,4651,59.5,59.5
10:54:47,5444,59.9,59.9
10:54:47,5841,59.6,59.6
10:54:47,6147,59.1,59.1
10:54:47,6447,59.1,59.1
10:54:47,6048,59.1,59.1
10:54:47,6650,65.3,65.3
10:54:47,4947,65.8,65.8
10:54:47,5844,65.7,65.7
10:54:47,5859,66,66
10:54:56,4652,66,66
10:54:56,6649,66,66
10:54:56,6044,65.7,65.7
10:54:56,6241,65.7,65.7
10:54:56,5960,66,66
10:54:56,5646,65.3,65.3
10:54:56,4054,65.1,65.1
10:54:56,6543,66,66
10:54:56,4446,65.1,65.1
10:54:56,6154,66,66
10:54:56,4846,65.2,65.2
10:54:56,6047,60.1,60.1
10:54:56,5841,59.6,59.6
10:54:56,5752,60.6,60.6
10:54:56,5146,64.8,64.8
10:54:56,4152,65,65
10:54:56,6053,59.6,59.6
10:54:56,5143,66,66
10:54:56,5645,59.9,59.9
10:54:56,4650,59,59
10:54:56,5344,59.9,59.9
10:54:56,5941,59.6,59.6
10:54:56,6147,59.1,59.1
10:54:56,6347,59.1,59.1
10:54:56,6650,65.1,65.1
10:54:56,4946,65.4,65.4
10:54:56,5844,65.7,65.7
10:54:56,5858,66,66
10:54:56,5948,66,66
10:55:05,4652,66,66
10:55:05,6649,66,66
10:55:05,6045,65.5,65.5
10:55:05,6241,66,66
10:55:05,5959,66,66
10:55:05,5646,66,66
10:55:05,3954,65.1,65.1
10:55:05,6443,66,66
10:55:05,4447,65.3,65.3
10:55:05,6254,66,66
10:55:05,4747,65.1,65.1
10:55:05,6147,59.1,59.1
10:55:05,5841,60.2,60.2
10:55:05,5652,60.5,60.5
10:55:05,5047,64.8,64.8
10:55:05,4053,65.1,65.1
10:55:05,5952,59.5,59.5
10:55:05,5143,66,66
10:55:05,5645,59.7,59.7
10:55:05,4650,59,59
10:55:05,5344,61.3,61.3
10:55:05,5942,59.6,59.6
10:55:05,6146,59.6,59.6
10:55:05,6347,59.1,59.1
10:55:05,5947,60.2,60.2
10:55:05,6650,64.9,64.9
10:55:05,4946,65.3,65.3
10:55:05,5844,65.7,65.7
10:55:05,5858,66,66
10:55:05,5949,65.2,65.2
10:55:05,5948,66,66
10:55:16,4652,66,66
10:55:16,6649,66,66
10:55:16,6046,65.8,65.8
10:55:16,6340,65.8,65.8
10:55:16,5859,66,66
10:55:16,5645,66,66
10:55:16,3854,65,65
10:55:16,6443,66,66
10:55:16,4447,66,66
10:55:16,6254,66,66
10:55:16,4241,65.4,65.4
10:55:16,4747,65.2,65.2
10:55:16,6147,59.1,59.1
10:55:16,5741,63.7,63.7
10:55:16,5652,59.9,59.9
10:55:16,5048,64.8,64.8
10:55:16,4053,65,65
10:55:16,5952,59.5,59.5
10:55:16,5242,66,66
10:55:16,5746,60.2,60.2
10:55:16,3954,65.1,65.1
10:55:16,4649,59.3,59.3
10:55:16,5245,59.7,59.7
10:55:16,6042,59.8,59.8
10:55:16,6145,59.5,59.5
10:55:16,6247,59.1,59.1
10:55:16,5847,59.9,59.9
10:55:16,6650,59.1,59.1
10:55:16,4946,65,65
10:55:16,5844,65.4,65.4
10:55:16,5858,66,66
10:55:16,5949,65.2,65.2
10:55:16,5948,65.2,65.2
10:55:27,5946,65.8,65.8
10:55:27,6340,65.8,65.8
10:55:27,5859,66,66
10:55:27,5745,66,66
10:55:27,3854,65.6,65.6
10:55:27,6443,66,66
10:55:27,4447,66,66
10:55:27,6355,66,66
10:55:27,4242,65.5,65.5
10:55:27,4748,65.2,65.2
10:55:27,6247,59.1,59.1
10:55:27,5641,65.9,65.9
10:55:27,5552,59.9,59.9
10:55:27,5048,65.6,65.6
10:55:27,4054,65.1,65.1
10:55:27,5951,59.7,59.7
10:55:27,5242,66,66
10:55:27,5746,59.7,59.7
10:55:27,4749,59,59
10:55:27,5145,61.3,61.3
10:55:27,6043,59.7,59.7
10:55:27,6245,59.6,59.6
10:55:27,6147,59.1,59.1
10:55:27,5847,60,60
10:55:27,6650,59.1,59.1
10:55:27,4946,59.5,59.5
10:55:27,5843,65.3,65.3
10:55:27,5858,66,66
10:55:27,5949,65.2,65.2
10:55:27,5948,65.2,65.2
10:55:32,5946,65.8,65.8
10:55:32,6440,66,66
10:55:32,5859,66,66
10:55:32,5745,66,66
10:55:32,3754,65,65
10:55:32,6443,66,66
10:55:32,4447,66,66
10:55:32,6355,66,66
10:55:32,4243,66,66
10:55:32,4848,64.8,64.8
10:55:32,6347,59.1,59.1
10:55:32,5641,64.6,64.6
10:55:32,5452,60.1,60.1
10:55:32,5149,65.8,65.8
10:55:32,3954,65,65
10:55:32,5950,59.9,59.9
10:55:32,5242,66,66
10:55:32,5847,59.8,59.8
10:55:32,4849,59,59
10:55:32,5145,60.2,60.2
10:55:32,6143,59.8,59.8
10:55:32,6244,59.6,59.6
10:55:32,6147,64.9,64.9
10:55:32,5846,59.9,59.9
10:55:32,6550,60.9,60.9
10:55:32,4846,59.5,59.5
10:55:32,5943,65.6,65.6
10:55:32,5858,65.8,65.8
10:55:32,5949,65.2,65.2
10:55:47,5847,65.6,65.6
10:55:47,6540,65.3,65.3
10:55:47,5859,66,66
10:55:47,5744,66,66
10:55:47,3754,66,66
10:55:47,6443,66,66
10:55:47,4447,66,66
10:55:47,6355,66,66
10:55:47,4243,66,66
10:55:47,4849,64.8,64.8
10:55:47,6347,59.5,59.5
10:55:47,5541,61.7,61.7
10:55:47,5352,61.1,61.1
10:55:47,5148,65.8,65.8
10:55:47,3954,65.1,65.1
10:55:47,5950,59.6,59.6
10:55:47,5241,66,66
10:55:47,4848,59,59
10:55:47,5046,59.6,59.6
10:55:47,6144,59.6,59.6
10:55:47,6143,59.7,59.7
10:55:47,6047,64.9,64.9
10:55:47,5746,60.3,60.3
10:55:47,6550,61.5,61.5
10:55:47,4846,59.6,59.6
10:55:47,5943,66,66
10:55:47,5758,65.7,65.7
10:55:47,5949,65.2,65.2
10:55:57,5847,65.2,65.2
10:55:57,6540,65.7,65.7
10:55:57,5859,66,66
10:55:57,5844,66,66
10:55:57,3753,66,66
10:55:57,6443,66,66
10:55:57,4447,66,66
10:55:57,6355,66,66
10:55:57,4244,65.5,65.5
10:55:57,4948,66,66
10:55:57,6346,64.9,64.9
10:55:57,5441,61.3,61.3
10:55:57,5352,60.5,60.5
10:55:57,5148,66,66
10:55:57,3854,65.7,65.7
10:55:57,5849,59.5,59.5
10:55:57,5341,66,66
10:55:57,5848,59.3,59.3
10:55:57,5047,59.6,59.6
10:55:57,6244,59.7,59.7
10:55:57,6143,59.8,59.8
10:55:57,6047,65.3,65.3
10:55:57,5745,59.8,59.8
10:55:57,6549,59.6,59.6
10:55:57,4746,59.7,59.7
10:55:57,5943,65.9,65.9
10:55:57,5758,62.7,62.7
10:55:57,6049,65.3,65.3
10:55:57,5949,65.2,65.2
10:56:05,5747,65.4,65.4
10:56:05,6641,65.2,65.2
10:56:05,5859,66,66
10:56:05,5844,66,66
10:56:05,3753,66,66
10:56:05,4447,66,66
10:56:05,6355,66,66
10:56:05,4244,65.6,65.6
10:56:05,4948,66,66
10:56:05,6446,65.4,65.4
10:56:05,5441,60.3,60.3
10:56:05,5252,60.3,60.3
10:56:05,5148,66,66
10:56:05,3754,65,65
10:56:05,5848,59.2,59.2
10:56:05,5340,64.4,64.4
10:56:05,5948,59.1,59.1
10:56:05,4947,59.7,59.7
10:56:05,5047,59.4,59.4
10:56:05,6245,59.5,59.5
10:56:05,6043,65.6,65.6
10:56:05,5947,65.7,65.7
10:56:05,5645,59.6,59.6
10:56:05,6549,59.5,59.5
10:56:05,4746,59.5,59.5
10:56:05,5857,60.2,60.2
10:56:05,6049,65.2,65.2
10:56:05,5949,65.1,65.1
10:56:05,6649,66,66
10:56:05,3852,66,66
10:56:16,5646,65.5,65.5
10:56:16,6641,65.3,65.3
10:56:16,5844,66,66
10:56:16,3852,66,66
10:56:16,4447,66,66
10:56:16,6355,66,66
10:56:16,4345,65.5,65.5
10:56:16,4948,66,66
10:56:16,6345,65.3,65.3
10:56:16,5342,60.6,60.6
10:56:16,5152,63.5,63.5
10:56:16,5148,66,66
10:56:16,3754,65.2,65.2
10:56:16,5948,59.3,59.3
10:56:16,5440,66,66
10:56:16,6048,59.1,59.1
10:56:16,3752,66,66
10:56:16,5047,59.6,59.6
10:56:16,6145,59.6,59.6
10:56:16,6042,62,62
10:56:16,5947,65.4,65.4
10:56:16,5645,59.9,59.9
10:56:16,6548,59.2,59.2
10:56:16,4647,59.4,59.4
10:56:16,5857,59.9,59.9
10:56:16,6049,65.4,65.4
10:56:16,6649,65.9,65.9
10:56:27,5646,65.3,65.3
10:56:27,6741,65.2,65.2
10:56:27,5844,66,66
10:56:27,3852,66,66
10:56:27,6355,66,66
10:56:27,4345,65.5,65.5
10:56:27,4948,66,66
10:56:27,6345,65.2,65.2
10:56:27,5242,61.5,61.5
10:56:27,5152,66,66
10:56:27,5148,66,66
10:56:27,3754,66,66
10:56:27,5948,59.1,59.1
10:56:27,5440,65.9,65.9
10:56:27,6047,59.1,59.1
10:56:27,5046,60.9,60.9
10:56:27,6146,59.7,59.7
10:56:27,5942,59.7,59.7
10:56:27,5847,65.4,65.4
10:56:27,5544,59.5,59.5
10:56:27,6548,59.1,59.1
10:56:27,4647,59.5,59.5
10:56:27,6043,59.5,59.5
10:56:27,5857,59.9,59.9
10:56:27,6049,65.2,65.2
10:56:27,6649,65.3,65.3
10:56:27,5352,65.9,65.9
10:56:37,5646,66,66
10:56:37,6742,65.5,65.5
10:56:37,5844,66,66
10:56:37,3852,66,66
10:56:37,4445,66,66
10:56:37,4948,66,66
10:56:37,6245,65.2,65.2
10:56:37,5242,61.9,61.9
10:56:37,5153,65.9,65.9
10:56:37,5148,66,66
10:56:37,3753,66,66
10:56:37,6047,59.6,59.6
10:56:37,5541,65.8,65.8
10:56:37,6147,59.1,59.1
10:56:37,5146,59.8,59.8
10:56:37,4848,59,59
10:56:37,5941,59.6,59.6
10:56:37,5848,66,66
10:56:37,5444,59.5,59.5
10:56:37,6447,59.1,59.1
10:56:37,4548,59.3,59.3
10:56:37,6043,59.7,59.7
10:56:37,5856,60.1,60.1
10:56:37,6049,64.8,64.8
10:56:37,6649,65.3,65.3
10:56:37,3851,65.2,65.2
10:56:37,5352,66,66
10:56:47,5745,66,66
10:56:47,6743,65.5,65.5
10:56:47,5844,66,66
10:56:47,3852,66,66
10:56:47,4445,66,66
10:56:47,4948,66,66
10:56:47,6244,64.9,64.9
10:56:47,5143,61.7,61.7
10:56:47,5153,66,66
10:56:47,5148,66,66
10:56:47,3752,66,66
10:56:47,6147,59.4,59.4
10:56:47,5441,65.6,65.6
10:56:47,6247,59.1,59.1
10:56:47,5145,61.3,61.3
10:56:47,4749,59,59
10:56:47,5841,62,62
10:56:47,5948,66,66
10:56:47,5444,60.6,60.6
10:56:47,6347,59.1,59.1
10:56:47,4548,59.4,59.4
10:56:47,6044,59.9,59.9
10:56:47,5856,60.3,60.3
10:56:47,6048,59.4,59.4
10:56:47,6049,59.5,59.5
10:56:47,6649,65.2,65.2
10:56:47,3851,65.3,65.3
10:56:47,5352,65.8,65.8
10:56:56,5745,66,66
10:56:56,6743,65.8,65.8
10:56:56,3852,66,66
10:56:56,4444,66,66
10:56:56,4948,66,66
10:56:56,6244,65.5,65.5
10:56:56,5143,61.5,61.5
10:56:56,5054,65.9,65.9
10:56:56,6147,59.1,59.1
10:56:56,5441,66,66
10:56:56,6247,59.1,59.1
10:56:56,5245,60.1,60.1
10:56:56,4749,59.3,59.3
10:56:56,6148,59.5,59.5
10:56:56,5841,65.7,65.7
10:56:56,5948,66,66
10:56:56,5344,59.6,59.6
10:56:56,6347,59.1,59.1
10:56:56,4549,60.4,60.4
10:56:56,6045,60.1,60.1
10:56:56,5855,62.2,62.2
10:56:56,6048,59.6,59.6
10:56:56,6049,59.5,59.5
10:56:56,6649,65.2,65.2
10:56:56,3851,65.1,65.1
10:56:56,5352,65.8,65.8
10:56:56,6246,66,66
10:57:06,5744,66,66
10:57:06,6744,65.7,65.7
10:57:06,3852,66,66
10:57:06,4444,66,66
10:57:06,6243,65.5,65.5
10:57:06,5043,63.2,63.2
10:57:06,5055,66,66
10:57:06,6247,59.1,59.1
10:57:06,5441,66,66
10:57:06,6347,59.1,59.1
10:57:06,5245,61.5,61.5
10:57:06,4649,59,59
10:57:06,6149,59.4,59.4
10:57:06,5741,66,66
10:57:06,5948,66,66
10:57:06,4550,59.6,59.6
10:57:06,6045,59.9,59.9
10:57:06,5854,61.9,61.9
10:57:06,6047,59.1,59.1
10:57:06,6048,59.4,59.4
10:57:06,6650,65.3,65.3
10:57:06,3851,65.1,65.1
10:57:06,5352,65.8,65.8
10:57:06,6246,66,66
10:57:06,5844,66,66
10:57:12,5844,66,66
10:57:12,6644,65.7,65.7
10:57:12,3852,66,66
10:57:12,4443,66,66
10:57:12,6242,65.6,65.6
10:57:12,4944,60.3,60.3
10:57:12,5055,66,66
10:57:12,6347,64.9,64.9
10:57:12,5441,66,66
10:57:12,5344,59.7,59.7
10:57:12,4650,59,59
10:57:12,6250,59.5,59.5
10:57:12,5641,64.4,64.4
10:57:12,5948,66,66
10:57:12,5245,59.8,59.8
10:57:12,6147,59.1,59.1
10:57:12,4450,59.8,59.8
10:57:12,6046,60.3,60.3
10:57:12,5854,60.4,60.4
10:57:12,6048,59.5,59.5
10:57:12,6650,65.2,65.2
10:57:12,3851,65.1,65.1
10:57:12,5352,66,66
10:57:12,6246,65.8,65.8
10:57:12,6443,66,66
10:57:27,5844,66,66
10:57:27,6645,65.5,65.5
10:57:27,4543,66,66
10:57:27,6242,66,66
10:57:27,4944,60.5,60.5
10:57:27,4955,66,66
10:57:27,3852,66,66
10:57:27,6347,59.1,59.1
10:57:27,5441,66,66
10:57:27,6447,64.9,64.9
10:57:27,5444,60.9,60.9
10:57:27,4650,65,65
10:57:27,6250,59.6,59.6
10:57:27,5641,66,66
10:57:27,5948,66,66
10:57:27,5145,61.2,61.2
10:57:27,6147,59.1,59.1
10:57:27,4451,59.3,59.3
10:57:27,5946,60.4,60.4
10:57:27,5853,59.7,59.7
10:57:27,6247,59.1,59.1
10:57:27,6047,59.5,59.5
10:57:27,6650,65.2,65.2
10:57:27,3851,65.3,65.3
10:57:27,5352,65.9,65.9
10:57:27,6246,65.8,65.8
10:57:27,6443,66,66
10:57:35,5844,66,66
10:57:35,6545,66,66
10:57:35,4543,66,66
10:57:35,6241,65.4,65.4
10:57:35,4845,60.2,60.2
10:57:35,4955,66,66
10:57:35,3852,66,66
10:57:35,6346,64.9,64.9
10:57:35,5441,66,66
10:57:35,6448,64.9,64.9
10:57:35,5444,65.4,65.4
10:57:35,4549,65.3,65.3
10:57:35,6251,59.4,59.4
10:57:35,5541,66,66
10:57:35,5948,66,66
10:57:35,5146,59.9,59.9
10:57:35,6047,59.1,59.1
10:57:35,4451,59,59
10:57:35,5946,60.3,60.3
10:57:35,5752,59.8,59.8
10:57:35,6247,59.1,59.1
10:57:35,5947,60,60
10:57:35,6650,64.9,64.9
10:57:35,3851,65.2,65.2
10:57:35,5352,65.9,65.9
10:57:35,6246,65.4,65.4
10:57:35,6443,66,66
10:57:35,5859,65.8,65.8
10:57:47,5844,66,66
10:57:47,6544,66,66
10:57:47,4543,66,66
10:57:47,6241,66,66
10:57:47,4845,59.7,59.7
10:57:47,4856,65.3,65.3
10:57:47,3852,66,66
10:57:47,6446,65.4,65.4
10:57:47,5441,66,66
10:57:47,6548,64.9,64.9
10:57:47,5544,65.8,65.8
10:57:47,4548,65.3,65.3
10:57:47,6252,59.5,59.5
10:57:47,5542,66,66
10:57:47,5046,59.8,59.8
10:57:47,5948,59.1,59.1
10:57:47,4352,59,59
10:57:47,5847,59.9,59.9
10:57:47,5752,60.4,60.4
