time,tsec,edge_id,lane,density
06:35:30,23730,32,R-2000,0.0
06:35:40,23740,1,L-1000,0.0
06:35:40,23740,1,R-1000,0.0
06:35:40,23740,1,L-2000,3.921568627450982
06:35:40,23740,1,R-2000,3.921568627450982
06:35:40,23740,8,L-1000,0.0
06:35:40,23740,8,R-1000,0.0
06:35:40,23740,8,L-2000,7.843137254901964
06:35:40,23740,8,R-2000,7.843137254901964
06:35:40,23740,12,L-1000,10.0
06:35:40,23740,12,R-1000,10.0
06:35:40,23740,12,L-2000,0.0
06:35:40,23740,12,R-2000,0.0
06:35:40,23740,14,L-1000,0.0
06:35:40,23740,14,R-1000,0.0
06:35:40,23740,14,L-2000,3.921568627450982
06:35:40,23740,14,R-2000,3.921568627450982
06:35:40,23740,15,L-1000,7.843137254901964
06:35:40,23740,15,R-1000,7.843137254901964
06:35:40,23740,15,L-2000,0.0
06:35:40,23740,15,R-2000,0.0
06:35:40,23740,17,L-1000,0.0
06:35:40,23740,17,R-1000,0.0
06:35:40,23740,17,L-2000,3.921568627450982
06:35:40,23740,17,R-2000,3.921568627450982
06:35:40,23740,18,L-1000,3.921568627450982
06:35:40,23740,18,R-1000,3.921568627450982
06:35:40,23740,18,L-2000,0.0
06:35:40,23740,18,R-2000,0.0
06:35:40,23740,20,L-1000,0.0
06:35:40,23740,20,R-1000,0.0
06:35:40,23740,20,L-2000,3.921568627450982
06:35:40,23740,20,R-2000,3.921568627450982
06:35:40,23740,23,L-1000,7.843137254901964
06:35:40,23740,23,R-1000,7.843137254901964
06:35:40,23740,23,L-2000,0.0
06:35:40,23740,23,R-2000,0.0
06:35:40,23740,32,L-1000,3.921568627450982
06:35:40,23740,32,R-1000,3.921568627450982
06:35:40,23740,32,L-2000,0.0
06:35:40,23740,32,R-2000,0.0
06:35:50,23750,8,L-1000,0.0
06:35:50,23750,8,R-1000,0.0
06:35:50,23750,8,L-2000,3.921568627450982
06:35:50,23750,8,R-2000,3.921568627450982
06:35:50,23750,12,L-1000,10.0
06:35:50,23750,12,R-1000,10.0
06:35:50,23750,12,L-2000,0.0
06:35:50,23750,12,R-2000,0.0
06:35:50,23750,14,L-1000,0.0
06:35:50,23750,14,R-1000,0.0
06:35:50,23750,14,L-2000,3.921568627450982
06:35:50,23750,14,R-2000,3.921568627450982
06:35:50,23750,15,L-1000,7.843137254901964
06:35:50,23750,15,R-1000,7.843137254901964
06:35:50,23750,15,L-2000,0.0
06:35:50,23750,15,R-2000,0.0
06:35:50,23750,18,L-1000,3.921568627450982
06:35:50,23750,18,R-1000,3.921568627450982
06:35:50,23750,18,L-2000,3.921568627450982
06:35:50,23750,18,R-2000,3.921568627450982
06:35:50,23750,20,L-1000,0.0
06:35:50,23750,20,R-1000,0.0
06:35:50,23750,20,L-2000,3.921568627450982
06:35:50,23750,20,R-2000,3.921568627450982
06:35:50,23750,23,L-1000,7.843137254901964
06:35:50,23750,23,R-1000,7.843137254901964
06:35:50,23750,23,L-2000,0.0
06:35:50,23750,23,R-2000,0.0
06:35:50,23750,32,L-1000,3.921568627450982
06:35:50,23750,32,R-1000,3.921568627450982
06:35:50,23750,32,L-2000,0.0
06:35:50,23750,32,R-2000,0.0
06:35:50,23750,34,L-1000,0.0
06:35:50,23750,34,R-1000,0.0
06:35:50,23750,34,L-2000,3.921568627450982
06:35:50,23750,34,R-2000,3.921568627450982
06:36:00,23760,8,L-1000,0.0
06:36:00,23760,8,R-1000,0.0
06:36:00,23760,8,L-2000,5.0
06:36:00,23760,8,R-2000,5.0
06:36:00,23760,11,L-1000,5.0
06:36:00,23760,11,R-1000,5.0
06:36:00,23760,11,L-2000,0.0
06:36:00,23760,11,R-2000,0.0
06:36:00,23760,12,L-1000,10.0
06:36:00,23760,12,R-1000,10.0
06:36:00,23760,12,L-2000,0.0
06:36:00,23760,12,R-2000,0.0
06:36:00,23760,13,L-1000,5.0
06:36:00,23760,13,R-1000,5.0
06:36:00,23760,13,L-2000,0.0
06:36:00,23760,13,R-2000,0.0
06:36:00,23760,14,L-1000,5.0
06:36:00,23760,14,R-1000,5.0
06:36:00,23760,14,L-2000,5.0
06:36:00,23760,14,R-2000,5.0
06:36:00,23760,18,L-1000,0.0
06:36:00,23760,18,R-1000,0.0
06:36:00,23760,18,L-2000,5.0
06:36:00,23760,18,R-2000,5.0
06:36:00,23760,23,L-1000,10.0
06:36:00,23760,23,R-1000,10.0
06:36:00,23760,23,L-2000,5.0
06:36:00,23760,23,R-2000,5.0
06:36:00,23760,28,L-1000,5.0
