hour,hour_label,vertiport_id,vertiport,requested,processed,unserved,processing_rate,flight_count,avg_load_factor,avg_gate_to_gate_sec,avg_departure_wait_sec,avg_arrival_wait_sec
6,06:00,가산,가산,30,23,7,0.7667,8,0.6875,1828.9350000000002,529.7942857142856,129.03
6,06:00,강남,강남,50,36,14,0.72,8,0.9375,1883.1712500000003,529.7942857142856,177.07999999999998
6,06:00,광화문,광화문,23,22,1,0.9565,9,0.6527777777777778,1850.5366666666669,529.7942857142856,131.54166666666666
6,06:00,마곡,마곡,39,29,10,0.7436,8,0.8229125,2009.81125,529.7942857142856,69.15285714285714
6,06:00,망우,망우,23,17,6,0.7391,8,0.59375,1908.6325,529.7942857142856,88.4125
6,06:00,목동,목동,42,35,7,0.8333,9,0.9027777777777778,1893.2344444444445,529.7942857142856,82.19142857142857
6,06:00,미아,미아,19,16,3,0.8421,8,0.552075,2012.81625,529.7942857142856,65.744
6,06:00,봉천,봉천,16,16,0,1,8,0.5520875,1984.65625,529.7942857142856,134.135
6,06:00,사당,사당,21,19,2,0.9048,8,0.6041625,1885.84625,529.7942857142856,145.71
6,06:00,상암,상암,10,10,0,1,7,0.45834285714285716,1936.1128571428574,463.56999999999994,189.6475
6,06:00,성수,성수,31,29,2,0.9355,9,0.8055555555555556,1833.4411111111112,466.2049999999999,55.18333333333334
6,06:00,수서,수서,35,25,10,0.7143,8,0.75,1937.6637500000002,529.7942857142856,99.16714285714286
6,06:00,여의도,여의도,19,19,0,1,8,0.6354125,1874.1037500000002,529.7942857142856,122.4475
6,06:00,연신내,연신내,31,27,4,0.871,9,0.7731444444444445,1931.6577777777775,529.7942857142856,62.2225
6,06:00,용산,용산,8,8,0,1,5,0.58334,1783.8800000000003,300.7125,257.4766666666667
6,06:00,잠실,잠실,21,19,2,0.9048,8,0.6145750000000001,1916.16625,529.7942857142856,75.02
6,06:00,천호,천호,61,41,20,0.6721,9,0.9861111111111112,1872.5333333333333,529.7942857142856,177.01
7,07:00,가산,가산,71,67,4,0.9437,16,0.8749937499999999,1527.9356249999996,70.16375000000001,95.48
7,07:00,강남,강남,117,90,27,0.7692,16,1,1511.5725,114.70545454545457,133.19333333333336
7,07:00,광화문,광화문,68,61,7,0.8971,12,0.9895833333333334,1535.048333333333,72.02166666666666,82.40285714285713
7,07:00,마곡,마곡,103,97,6,0.9417,26,0.9038461538461539,1806.3899999999996,343.1676,114.93000000000002
7,07:00,망우,망우,51,49,2,0.9608,16,0.796875,1544.385625,124.16666666666669,115.71000000000001
7,07:00,목동,목동,105,92,13,0.8762,21,0.9642857142857143,1578.7104761904761,166.7055555555556,123.65799999999999
