Vertiport,Class,Angle_deg,Label,Category,X_cm,Y_cm,Z_cm,X_m,Y_m,Z_m,Yaw_deg,pt_lat_deg,pt_lon_deg,pt_h_m
사당·이수,port,10.0,FATO 1,FATO,45238.60769335869,1013447.2197992774,2303.892096000012,452.3860769335869,10134.472197992774,23.03892096000012,10.0,37.47547156801824,126.98352501641365,37.720418978482485
사당·이수,port,10.0,TAXI 5,TAXI,37712.877584827474,1010024.7325954039,2303.892086000023,377.12877584827476,10100.247325954038,23.038920860000232,10.0,37.47578013287297,126.98267461102718,37.63298912346363
사당·이수,port,10.0,TAXI 4,TAXI,39426.507123529685,1010326.8915941342,2303.892086000023,394.26507123529683,10103.268915941342,23.038920860000232,10.0,37.47575288417459,126.98286828160828,37.64663965720683
사당·이수,port,10.0,TAXI 3,TAXI,41102.57480618988,1010622.4275521424,2303.892086000023,411.02574806189875,10106.224275521425,23.038920860000232,10.0,37.47572623243495,126.98305770689552,37.6600368283689
사당·이수,port,10.0,TAXI 2,TAXI,42780.58142875048,1010918.3053792912,2303.892086000023,427.80581428750486,10109.183053792913,23.038920860000232,10.0,37.47569954956098,126.98324735118169,37.673494913615286
사당·이수,port,10.0,TAXI 1,TAXI,45609.645132404694,1011417.1456322651,2303.892086000023,456.09645132404694,10114.17145632265,23.038920860000232,10.0,37.47565456242677,126.98356708487285,37.69628769531846
성수,port,295.0,GATE 8,GATE,558742.8807887627,304182.90996209567,1419.264093000023,5587.428807887627,3041.8290996209566,14.19264093000023,385.0,37.53938024573885,127.0416540868765,33.40904387459159
성수,port,295.0,GATE 7,GATE,559485.5173596326,302590.32067514583,1419.264093000023,5594.8551735963265,3025.903206751458,14.19264093000023,385.0,37.53952375839368,127.04173831167071,33.416483170352876
성수,port,295.0,GATE 6,GATE,560199.1060813715,301060.0246590919,1419.264093000023,5601.991060813715,3010.600246590919,14.19264093000023,385.0,37.53966165756822,127.04181924235921,33.42367724329233
성수,port,295.0,GATE 5,GATE,560934.3456716995,299483.2981487248,1419.264093000023,5609.343456716995,2994.8329814872477,14.19264093000023,385.0,37.53980374066033,127.04190262886296,33.43113649729639
성수,port,295.0,GATE 4,GATE,562601.0024588133,305932.2425182739,1419.2641030000118,5626.010024588132,3059.3224251827387,14.192641030000118,205.0,37.539222313324196,127.04209030037657,33.465706017799675
성수,port,295.0,GATE 3,GATE,563324.2080713281,304381.3230654534,1419.2641030000118,5633.242080713281,3043.813230654534,14.192641030000118,205.0,37.53936207069477,127.04217232207932,33.47295105177909
성수,port,295.0,GATE 2,GATE,564038.0180527644,302850.5526227006,1419.2641030000118,5640.3801805276435,3028.5055262270057,14.192641030000118,205.0,37.5395000123264,127.04225327848526,33.48014713265002
성수,port,295.0,GATE 1,GATE,564755.1428767644,301312.6734889603,1419.2641030000118,5647.551428767644,3013.126734889603,14.192641030000118,205.0,37.539638594480856,127.04233461114256,33.48742181900889
성수,port,295.0,FATO 2,FATO,562232.0404076243,296947.2414555031,1419.264093000023,5622.320404076243,2969.472414555031,14.19264093000023,295.0,37.540032264167024,127.04204977317215,33.44483292847872
성수,port,295.0,FATO 1,FATO,565965.308845336,298717.4641896614,1419.2641030000118,5659.6530884533595,2987.1746418966136,14.192641030000118,295.0,37.539872455179186,127.04247186270605,33.499800741672516
성수,port,295.0,TAXI 5,TAXI,560711.6377845814,305100.95639319083,1419.264093000023,5607.116377845814,3051.0095639319084,14.19264093000023,295.0,37.53929736684355,127.0418766786351,33.437968742102385
성수,port,295.0,TAXI 4,TAXI,561447.0209259669,303523.92186858703,1419.264093000023,5614.470209259669,3035.23921868587,14.19264093000023,295.0,37.53943947765999,127.0419600811226,33.445335034281015
성수,port,295.0,TAXI 3,TAXI,562166.2849775575,301981.4551417422,1419.264093000023,5621.662849775575,3019.814551417422,14.19264093000023,295.0,37.53957847341871,127.04204165579128,33.45258593559265
성수,port,295.0,TAXI 2,TAXI,562886.3810839537,300437.2040250165,1419.264093000023,5628.863810839536,3004.3720402501654,14.19264093000023,295.0,37.53971762991347,127.0421233251299,33.459890868514776
성수,port,295.0,TAXI 1,TAXI,564100.4393338077,297833.6476873733,1419.264093000023,5641.004393338077,2978.336476873733,14.19264093000023,295.0,37.53995224302776,127.04226101762403,33.472310149110854
연신내·불광,port,43.0,GATE 8,GATE,-487574.8958385694,-491509.5751157317,1633.906528000023,-4875.748958385694,-4915.095751157317,16.33906528000023,133.0,37.611113917389424,126.92328447611108,32.04725013114512
연신내·불광,port,43.0,GATE 7,GATE,-486289.74074047705,-490311.14861103974,1633.906528000023,-4862.89740740477,-4903.111486110397,16.33906528000023,133.0,37.61100595463671,126.92343000839386,32.03116781730205
