sim_time,reg,phase,lat,lon,alt_m,x,y,z,lane
06:31:08.814,8-1,B,37.475473,126.983526,0.5061487502145994,461.9216396636254,-10151.938719999609,0.5061487502145994,-
06:31:08.814,17-1,A,37.48828395004936,127.09998912131881,0.0,10738.299091418934,-8725.823760505153,0.0,-
06:31:08.814,16-1,A,37.597050026166755,127.08601724174686,0.0,9505.45983238242,3382.0158328834136,0.0,-
06:31:08.814,14-1,A,37.48830876798918,126.87868186024878,0.0,-8789.229638849314,-8723.061027443739,0.0,-
06:31:09.814,12-1,C,37.56742767886331,126.96627176833938,137.16,-1060.543112926243,84.4561310642197,137.16,-
06:31:09.814,13-1,C,37.49458282801151,127.02506500192283,137.16,4127.20604810386,-8024.632665758525,137.16,-
06:31:09.814,11-1,C,37.54504310683109,127.11861881476388,137.16,12382.130713687864,-2407.394427563313,137.16,-
06:31:09.814,2-1,C,37.514055,127.068923,88.70472935444931,7997.1121386822315,-5856.99047999982,88.70472935444931,-
06:31:09.814,15-1,C,37.562717,126.792646,21.998825654175416,-16380.791364922143,-439.93663999979725,21.998825654175416,-
06:31:09.814,10-1,C,37.610344,126.923622,9.256892548198419,-4823.838418104582,4861.901000000039,9.256892548198419,-
06:31:09.814,7-1,C,37.482577,126.943604,5.2022181363276205,-3060.6830783223845,-9361.121439999808,5.2022181363276205,-
06:31:09.814,8-1,C,37.475473,126.983526,5.131147750214603,461.9216396636254,-10151.938719999609,5.131147750214603,-
06:31:09.814,17-1,A,37.48830567459923,127.09995898321493,0.0,10735.639790108942,-8723.405383612977,0.0,-
06:31:09.814,16-1,A,37.59705637826806,127.0860451552061,0.0,9507.922837321601,3382.7229488000535,0.0,-
06:31:09.814,14-1,A,37.48829039561749,126.87868307083141,0.0,-8789.122820451263,-8725.106239860528,0.0,-
06:31:09.843,12-1,C,37.567426581170736,126.96626450972359,137.16,-1061.183592717983,84.33393592628468,137.16,-
06:31:09.843,13-1,C,37.494581728089585,127.02506723208504,137.16,4127.402831329711,-8024.7551090674815,137.16,-
06:31:09.843,11-1,C,37.54504605229175,127.11861895007931,137.16,12382.142653540195,-2407.066538881988,137.16,-
06:31:09.843,2-1,C,37.514055,127.068923,88.97390735467275,7997.1121386822315,-5856.99047999982,88.97390735467275,-
06:31:09.843,15-1,C,37.562717,126.792646,22.13341465428714,-16380.791364922143,-439.93663999979725,22.13341465428714,-
06:31:09.843,10-1,C,37.610344,126.923622,9.375633048296852,-4823.838418104582,4861.901000000039,9.375633048296852,-
06:31:09.843,7-1,C,37.482577,126.943604,5.335922636438373,-3060.6830783223845,-9361.121439999808,5.335922636438373,-
06:31:09.843,8-1,C,37.475473,126.983526,5.264852250325355,461.9216396636254,-10151.938719999609,5.264852250325355,-
06:31:09.843,17-1,A,37.48830630715261,127.09995810568424,0.0,10735.562359274434,-8723.334967770961,0.0,-
06:31:09.843,16-1,A,37.597056563521356,127.08604596927694,0.0,9507.994668638,3382.7435711976505,0.0,-
06:31:09.843,14-1,A,37.48828985904645,126.87868310618687,0.0,-8789.11970078552,-8725.165970948312,0.0,-
06:31:10.843,12-1,C,37.56738788795532,126.96600864647932,137.16,-1083.7602439735947,80.02660718637853,137.16,-
06:31:10.843,13-1,C,37.494541893606794,127.02514799905238,137.16,4134.529480802006,-8029.189483691531,137.16,-
