Vertiport,Class,Angle_deg,Label,Category,X_cm,Y_cm,Z_cm,X_m,Y_m,Z_m,Yaw_deg,pt_lat_deg,pt_lon_deg,pt_h_m
미아,port,74,TAXI 4,TAXI,421864.5839788570 ,-698787.4448760870 ,2813.3809790000 ,4218.6458397886 ,-6987.8744487609 ,28.1338097900 ,74,37.629809973952300000 ,127.026296550979000000 ,44.268922545947100000 
미아,port,74,TAXI 3,TAXI,422333.6977314760 ,-697151.4507848880 ,2813.3809790000 ,4223.3369773148 ,-6971.5145078489 ,28.1338097900 ,74,37.629662481791300000 ,127.026349493678000000 ,44.251543761231000000 
미아,port,74,TAXI 2,TAXI,422803.3541894540 ,-695513.5641204830 ,2813.3809790000 ,4228.0335418945 ,-6955.1356412048 ,28.1338097900 ,74,37.629514818978000000 ,127.026402497416000000 ,44.234190512448500000 
미아,port,74,TAXI 1,TAXI,423595.1794401370 ,-692752.1413332770 ,2813.3809790000 ,4235.9517944014 ,-6927.5214133328 ,28.1338097900 ,74,37.629265864290800000 ,127.026491859491000000 ,44.205036906525400000 
봉천,port,8,GATE 8,GATE,-315360.3247257110 ,929358.4164460240 ,3163.7136640000 ,-3153.6032472571 ,9293.5841644603 ,31.6371366400 ,98,37.483055221549300000 ,126.942774911704000000 ,39.615512912161600000 
봉천,port,8,GATE 7,GATE,-313620.1980960900 ,929602.9752859510 ,3163.7136640000 ,-3136.2019809609 ,9296.0297528595 ,31.6371366400 ,98,37.483033231373300000 ,126.942971611649000000 ,39.618646448478100000 
봉천,port,8,GATE 6,GATE,-311948.1355868610 ,929837.9683194070 ,3163.7136640000 ,-3119.4813558686 ,9298.3796831941 ,31.6371366400 ,98,37.483012101024400000 ,126.943160617673000000 ,39.621702948585100000 
봉천,port,8,GATE 5,GATE,-310225.3412737400 ,930080.0912186930 ,3163.7136640000 ,-3102.2534127374 ,9300.8009121869 ,31.6371366400 ,98,37.482990329248400000 ,126.943355358189000000 ,39.624898861162300000 
봉천,port,8,GATE 4,GATE,-315905.2141592440 ,933559.4118897550 ,3163.7136740000 ,-3159.0521415924 ,9335.5941188976 ,31.6371367400 ,-82,37.482676514112200000 ,126.942713253559000000 ,39.664471793919800000 
봉천,port,8,GATE 3,GATE,-314210.6176526010 ,933797.5718922330 ,3163.7136740000 ,-3142.1061765260 ,9337.9757189223 ,31.6371367400 ,-82,37.482655099408300000 ,126.942904805934000000 ,39.667523966170800000 
봉천,port,8,GATE 2,GATE,-312538.0367567880 ,934032.6378084480 ,3163.7136740000 ,-3125.3803675679 ,9340.3263780845 ,31.6371367400 ,-82,37.482633962611600000 ,126.943093869619000000 ,39.670581432990700000 
봉천,port,8,GATE 1,GATE,-310857.6886198040 ,934268.7953442690 ,3163.7136740000 ,-3108.5768861980 ,9342.6879534427 ,31.6371367400 ,-82,37.482612727353300000 ,126.943283811183000000 ,39.673698061145800000 
봉천,port,8,FATO 2,FATO,-307420.6889744680 ,930579.6116477750 ,3163.7136640000 ,-3074.2068897447 ,9305.7961164778 ,31.6371366400 ,8,37.482945388058300000 ,126.943672387357000000 ,39.631431280635300000 
봉천,port,8,FATO 1,FATO,-308022.0593369360 ,934667.3170485700 ,3163.7136740000 ,-3080.2205933694 ,9346.6731704857 ,31.6371367400 ,8,37.482576891635300000 ,126.943604342054000000 ,39.679059646092300000 
봉천,port,8,TAXI 5,TAXI,-315662.6480549090 ,931509.5589245350 ,3163.7136640000 ,-3156.6264805491 ,9315.0955892454 ,31.6371366400 ,8,37.482861301619800000 ,126.942740704315000000 ,39.640543847344800000 
봉천,port,8,TAXI 4,TAXI,-313939.5172160420 ,931751.7290477320 ,3163.7136640000 ,-3139.3951721604 ,9317.5172904773 ,31.6371366400 ,8,37.482839526289300000 ,126.942935482601000000 ,39.643646560609300000 
봉천,port,8,TAXI 3,TAXI,-312254.1564923360 ,931988.5910546560 ,3163.7136640000 ,-3122.5415649234 ,9319.8859105466 ,31.6371366400 ,8,37.482818227940500000 ,126.943125991340000000 ,39.646727111190500000 
봉천,port,8,TAXI 2,TAXI,-310566.8460788190 ,932225.7270544360 ,3163.7136640000 ,-3105.6684607882 ,9322.2572705444 ,31.6371366400 ,8,37.482796904646900000 ,126.943316720359000000 ,39.649856639094600000 
봉천,port,8,TAXI 1,TAXI,-307722.0964905700 ,932625.5305280090 ,3163.7136640000 ,-3077.2209649057 ,9326.2553052801 ,31.6371366400 ,8,37.482760953580000000 ,126.943638282936000000 ,39.655235812999300000 
사당·이수,port,10,GATE 8,GATE,38090.0905366580 ,1007885.4514667900 ,2453.8920860000 ,380.9009053666 ,10078.8545146679 ,24.5389208600 ,100,37.475974377135300000 ,126.982718525765000000 ,38.305617309175400000 
사당·이수,port,10,GATE 7,GATE,39820.6221477249 ,1008190.5908716600 ,2453.8920860000 ,398.2062214772 ,10081.9059087166 ,24.5389208600 ,100,37.475946859593100000 ,126.982914107049000000 ,38.319402890279800000 
사당·이수,port,10,GATE 6,GATE,41483.4649430551 ,1008483.7948937300 ,2453.8920860000 ,414.8346494306 ,10084.8379489373 ,24.5389208600 ,100,37.475920418081400000 ,126.983102038140000000 ,38.332694789394700000 
사당·이수,port,10,GATE 5,GATE,43196.7598091036 ,1008785.8949527400 ,2453.8920860000 ,431.9675980910 ,10087.8589495274 ,24.5389208600 ,100,37.475893174001100000 ,126.983295671082000000 ,38.346436653286200000 
사당·이수,port,10,GATE 4,GATE,37398.9204084090 ,1012064.8714106200 ,2453.8920960000 ,373.9892040841 ,10120.6487141062 ,24.5389209600 ,-80,37.475597635915200000 ,126.982640139000000000 ,38.355639575980600000 
사당·이수,port,10,GATE 3,GATE,39084.1729484264 ,1012362.0268976500 ,2453.8920960000 ,390.8417294843 ,10123.6202689765 ,24.5389209600 ,-80,37.475570838494300000 ,126.982830602005000000 ,38.369065107777700000 
사당·이수,port,10,GATE 2,GATE,40747.5312709812 ,1012655.3218495200 ,2453.8920960000 ,407.4753127098 ,10126.5532184952 ,24.5389209600 ,-80,37.475544388914600000 ,126.983018590446000000 ,38.382361168041800000 
사당·이수,port,10,GATE 1,GATE,42418.6140061390 ,1012949.9788288200 ,2453.8920960000 ,424.1861400614 ,10129.4997882882 ,24.5389209600 ,-80,37.475517816204900000 ,126.983207451746000000 ,38.395763937383800000 
사당·이수,port,10,FATO 2,FATO,45982.2705784063 ,1009382.9920411400 ,2453.8920860000 ,459.8227057841 ,10093.8299204114 ,24.5389208600 ,10,37.475839329889800000 ,126.983610476459000000 ,38.370245874859300000 
사당·이수,port,10,FATO 1,FATO,45238.6076933586 ,1013447.2197992700 ,2453.8920960000 ,452.3860769336 ,10134.4721979927 ,24.5389209600 ,10,37.475472973412900000 ,126.983526159584000000 ,38.418483643792500000 
사당·이수,port,10,TAXI 5,TAXI,37712.8775848274 ,1010024.7325954000 ,2453.8920860000 ,377.1287758483 ,10100.2473259540 ,24.5389208600 ,10,37.475781538241900000 ,126.982675754279000000 ,38.331053436733700000 
사당·이수,port,10,TAXI 4,TAXI,39426.5071235296 ,1010326.8915941300 ,2453.8920860000 ,394.2650712353 ,10103.2689159413 ,24.5389208600 ,10,37.475754289544600000 ,126.982869424842000000 ,38.344704169780000000 
사당·이수,port,10,TAXI 3,TAXI,41102.5748061898 ,1010622.4275521400 ,2453.8920860000 ,411.0257480619 ,10106.2242755214 ,24.5389208600 ,10,37.475727637806100000 ,126.983058850112000000 ,38.358101532794500000 
사당·이수,port,10,TAXI 2,TAXI,42780.5814287504 ,1010918.3053792900 ,2453.8920860000 ,427.8058142875 ,10109.1830537929 ,24.5389208600 ,10,37.475700954933200000 ,126.983248494381000000 ,38.371559810824600000 
사당·이수,port,10,TAXI 1,TAXI,45609.6451324046 ,1011417.1456322600 ,2453.8920860000 ,456.0964513240 ,10114.1714563226 ,24.5389208600 ,10,37.475655967800900000 ,126.983568228042000000 ,38.394352919422000000 
