LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105
4-1,UAM0010,6인승,6,용산,1,1,06:32:06,수서·문정,2,1,06:50:54,06:31:06,06:32:06,06:37:06,06:39:06,06:50:54,06:52:54,06:57:54,07:03:54,A : 126.958452 37.528318; A : 126.958530 37.528068,B : 126.958530 37.528068; B : 126.958530 37.528068,C : 126.958530 37.528068; C : 126.973274 37.524782,E : 126.973274 37.524782; E : 126.972745 37.523765,E : 126.972745 37.523765; E : 126.972107 37.522789,E : 126.972107 37.522789; E : 126.971365 37.521861,E : 126.971365 37.521861; E : 126.970524 37.520988,E : 126.970524 37.520988; E : 126.969590 37.520176,E : 126.969590 37.520176; E : 126.968572 37.519433,E : 126.968572 37.519433; E : 126.967476 37.518763,E : 126.967476 37.518763; E : 126.966311 37.518172,E : 126.966311 37.518172; E : 126.965085 37.517664,E : 126.965085 37.517664; E : 126.963809 37.517242,E : 126.963809 37.517242; E : 126.962491 37.516912,E : 126.962491 37.516912; E : 126.961143 37.516673,E : 126.961143 37.516673; E : 126.959773 37.516530,E : 126.959773 37.516530; E : 126.958393 37.516482,E : 126.958393 37.516482; E : 126.957013 37.516530,E : 126.957013 37.516530; E : 126.955643 37.516673,F : 126.955643 37.516673 R-2000; F : 126.954812 37.516808 R-2000,F : 126.954812 37.516808 L-2000; F : 126.952427 37.508624 L-2000,F : 126.952427 37.508624 L-2000; F : 126.983869 37.497722 L-2000,F : 126.983869 37.497722 R-2000; F : 127.015985 37.509435 R-2000,F : 127.015985 37.509435 R-2000; F : 127.034307 37.535385 R-2000,F : 127.034307 37.535385 L-2000; F : 127.064063 37.526465 L-2000,F : 127.064063 37.526465 L-2000; F : 127.091213 37.524302 L-2000,G : 127.091213 37.524302; G : 127.094536 37.511338,G : 127.094536 37.511338; G : 127.091951 37.510823,G : 127.091951 37.510823; G : 127.089433 37.510131,G : 127.089433 37.510131; G : 127.087000 37.509267,G : 127.087000 37.509267; G : 127.084671 37.508236,G : 127.084671 37.508236; G : 127.082463 37.507049,G : 127.082463 37.507049; G : 127.080394 37.505712,G : 127.080394 37.505712; G : 127.078479 37.504237,G : 127.078479 37.504237; G : 127.076732 37.502634,G : 127.076732 37.502634; G : 127.075168 37.500916,G : 127.075168 37.500916; G : 127.073797 37.499096,G : 127.073797 37.499096; G : 127.072631 37.497188,G : 127.072631 37.497188; G : 127.071678 37.495206,G : 127.071678 37.495206; G : 127.070946 37.493166,G : 127.070946 37.493166; G : 127.070439 37.491082,G : 127.070439 37.491082; G : 127.070163 37.488971,G : 127.070163 37.488971; G : 127.070118 37.486849,G : 127.070118 37.486849; G : 127.070305 37.484732,G : 127.070305 37.484732; G : 127.070724 37.482636,G : 127.070724 37.482636; G : 127.071369 37.480577,G : 127.071369 37.480577; G : 127.072238 37.478571,G : 127.072238 37.478571; G : 127.073323 37.476633,G : 127.073323 37.476633; G : 127.074615 37.474777,G : 127.074615 37.474777; G : 127.076106 37.473019,G : 127.076106 37.473019; G : 127.077783 37.471370,G : 127.077783 37.471370; G : 127.079634 37.469844,G : 127.079634 37.469844; G : 127.081644 37.468453,G : 127.081644 37.468453; G : 127.083799 37.467207,G : 127.083799 37.467207; G : 127.086082 37.466115,G : 127.086082 37.466115; G : 127.088476 37.465185,G : 127.088476 37.465185; G : 127.090962 37.464426,G : 127.090962 37.464426; G : 127.093522 37.463843,G : 127.093522 37.463843; G : 127.096136 37.463439,G : 127.096136 37.463439; G : 127.098784 37.463218,G : 127.098784 37.463218; G : 127.101446 37.463183,G : 127.101446 37.463183; G : 127.104102 37.463332,G : 127.104102 37.463332; G : 127.106731 37.463665,G : 127.106731 37.463665; G : 127.109314 37.464180,G : 127.109314 37.464180; G : 127.111831 37.464872,G : 127.111831 37.464872; G : 127.114262 37.465737,G : 127.114262 37.465737; G : 127.116590 37.466767,G : 127.116590 37.466767; G : 127.118797 37.467955,G : 127.118797 37.467955; G : 127.120865 37.469292,G : 127.120865 37.469292; G : 127.122779 37.470767,G : 127.122779 37.470767; G : 127.124525 37.472370,G : 127.124525 37.472370; G : 127.126088 37.474087,G : 127.126088 37.474087; G : 127.127458 37.475907,G : 127.127458 37.475907; G : 127.128624 37.477815,G : 127.128624 37.477815; G : 127.129577 37.479797,G : 127.129577 37.479797; G : 127.130309 37.481838,G : 127.130309 37.481838; G : 127.130816 37.483921,G : 127.130816 37.483921; G : 127.131092 37.486032,G : 127.131092 37.486032; G : 127.131137 37.488154,G : 127.131137 37.488154; G : 127.130950 37.490271,G : 127.130950 37.490271; G : 127.130531 37.492367,G : 127.130531 37.492367; G : 127.129885 37.494426,G : 127.129885 37.494426; G : 127.129016 37.496432,G : 127.129016 37.496432; G : 127.127932 37.498371,G : 127.127932 37.498371; G : 127.126639 37.500226,G : 127.126639 37.500226; G : 127.125148 37.501985,G : 127.125148 37.501985; G : 127.123470 37.503633,G : 127.123470 37.503633; G : 127.121618 37.505159,G : 127.121618 37.505159; G : 127.119607 37.506551,G : 127.119607 37.506551; G : 127.117451 37.507797,H : 127.117451 37.507797; H : 127.115881 37.508570,I : 127.115881 37.508570; I : 127.099526 37.488114,J : 127.099526 37.488114; J : 127.099526 37.488114,K : 127.099526 37.488114; K : 127.100081 37.488216,,,,,,,,,,,
4-2,UAM0044,6인승,6,용산,1,1,06:39:21,미아,2,2,06:56:51,06:38:21,06:39:21,06:44:21,06:46:21,06:56:51,06:58:51,07:03:51,07:09:51,A : 126.958452 37.528318; A : 126.958530 37.528068,B : 126.958530 37.528068; B : 126.958530 37.528068,C : 126.958530 37.528068; C : 126.973274 37.524782,E : 126.973274 37.524782; E : 126.972745 37.523765,E : 126.972745 37.523765; E : 126.972107 37.522789,E : 126.972107 37.522789; E : 126.971365 37.521861,E : 126.971365 37.521861; E : 126.970524 37.520988,E : 126.970524 37.520988; E : 126.969590 37.520176,E : 126.969590 37.520176; E : 126.968572 37.519433,E : 126.968572 37.519433; E : 126.967476 37.518763,E : 126.967476 37.518763; E : 126.966311 37.518172,E : 126.966311 37.518172; E : 126.965085 37.517664,E : 126.965085 37.517664; E : 126.963809 37.517242,E : 126.963809 37.517242; E : 126.962491 37.516912,E : 126.962491 37.516912; E : 126.961143 37.516673,E : 126.961143 37.516673; E : 126.959773 37.516530,E : 126.959773 37.516530; E : 126.958393 37.516482,E : 126.958393 37.516482; E : 126.957013 37.516530,E : 126.957013 37.516530; E : 126.955643 37.516673,E : 126.955643 37.516673; E : 126.954294 37.516912,E : 126.954294 37.516912; E : 126.952977 37.517242,E : 126.952977 37.517242; E : 126.951700 37.517664,E : 126.951700 37.517664; E : 126.950475 37.518172,E : 126.950475 37.518172; E : 126.949310 37.518763,E : 126.949310 37.518763; E : 126.948214 37.519433,E : 126.948214 37.519433; E : 126.947195 37.520176,E : 126.947195 37.520176; E : 126.946262 37.520988,E : 126.946262 37.520988; E : 126.945421 37.521861,E : 126.945421 37.521861; E : 126.944678 37.522789,E : 126.944678 37.522789; E : 126.944040 37.523765,E : 126.944040 37.523765; E : 126.943512 37.524782,E : 126.943512 37.524782; E : 126.943096 37.525831,E : 126.943096 37.525831; E : 126.942797 37.526906,E : 126.942797 37.526906; E : 126.942617 37.527997,E : 126.942617 37.527997; E : 126.942557 37.529096,E : 126.942557 37.529096; E : 126.942617 37.530195,E : 126.942617 37.530195; E : 126.942797 37.531286,E : 126.942797 37.531286; E : 126.943096 37.532361,F : 126.943096 37.532361 R-2000; F : 126.943229 37.532731 R-2000,F : 126.943229 37.532731 R-2000; F : 126.925389 37.537006 R-2000,F : 126.925389 37.537006 R-2000; F : 126.902987 37.542413 R-2000,F : 126.902987 37.542413 R-2000; F : 126.892011 37.552684 R-2000,F : 126.892011 37.552684 R-2000; F : 126.923842 37.557204 R-2000,F : 126.923842 37.557204 R-2000; F : 126.976391 37.570046 R-2000,F : 126.976391 37.570046 R-2000; F : 127.023638 37.575840 R-2000,G : 127.023638 37.575840; G : 127.025485 37.617611,G : 127.025485 37.617611; G : 127.026869 37.617620,G : 127.026869 37.617620; G : 127.028246 37.617725,G : 127.028246 37.617725; G : 127.029606 37.617926,G : 127.029606 37.617926; G : 127.030939 37.618219,G : 127.030939 37.618219; G : 127.032235 37.618605,G : 127.032235 37.618605; G : 127.033484 37.619078,G : 127.033484 37.619078; G : 127.034676 37.619636,G : 127.034676 37.619636; G : 127.035802 37.620275,G : 127.035802 37.620275; G : 127.036855 37.620990,G : 127.036855 37.620990; G : 127.037824 37.621774,G : 127.037824 37.621774; G : 127.038705 37.622623,G : 127.038705 37.622623; G : 127.039489 37.623530,G : 127.039489 37.623530; G : 127.040170 37.624487,G : 127.040170 37.624487; G : 127.040744 37.625489,G : 127.040744 37.625489; G : 127.041206 37.626526,G : 127.041206 37.626526; G : 127.041553 37.627591,G : 127.041553 37.627591; G : 127.041782 37.628677,G : 127.041782 37.628677; G : 127.041891 37.629774,G : 127.041891 37.629774; G : 127.041879 37.630874,G : 127.041879 37.630874; G : 127.041747 37.631969,G : 127.041747 37.631969; G : 127.041495 37.633051,G : 127.041495 37.633051; G : 127.041126 37.634112,G : 127.041126 37.634112; G : 127.040642 37.635143,G : 127.040642 37.635143; G : 127.040046 37.636136,G : 127.040046 37.636136; G : 127.039344 37.637084,G : 127.039344 37.637084; G : 127.038541 37.637981,G : 127.038541 37.637981; G : 127.037643 37.638818,G : 127.037643 37.638818; G : 127.037255 37.639137,I : 127.037255 37.639137; I : 127.026716 37.629315,J : 127.026716 37.629315; J : 127.026716 37.629315,K : 127.026716 37.629315; K : 127.026124 37.629610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-3,UAM0100,6인승,6,용산,1,1,06:51:24,마곡,2,5,07:08:39,06:50:24,06:51:24,06:56:24,06:58:24,07:08:39,07:10:39,07:15:39,07:21:39,A : 126.958452 37.528318; A : 126.958530 37.528068,B : 126.958530 37.528068; B : 126.958530 37.528068,C : 126.958530 37.528068; C : 126.973274 37.524782,E : 126.973274 37.524782; E : 126.972745 37.523765,E : 126.972745 37.523765; E : 126.972107 37.522789,E : 126.972107 37.522789; E : 126.971365 37.521861,E : 126.971365 37.521861; E : 126.970524 37.520988,E : 126.970524 37.520988; E : 126.969590 37.520176,E : 126.969590 37.520176; E : 126.968572 37.519433,E : 126.968572 37.519433; E : 126.967476 37.518763,E : 126.967476 37.518763; E : 126.966311 37.518172,E : 126.966311 37.518172; E : 126.965085 37.517664,E : 126.965085 37.517664; E : 126.963809 37.517242,E : 126.963809 37.517242; E : 126.962491 37.516912,E : 126.962491 37.516912; E : 126.961143 37.516673,E : 126.961143 37.516673; E : 126.959773 37.516530,E : 126.959773 37.516530; E : 126.958393 37.516482,E : 126.958393 37.516482; E : 126.957013 37.516530,E : 126.957013 37.516530; E : 126.955643 37.516673,E : 126.955643 37.516673; E : 126.954294 37.516912,E : 126.954294 37.516912; E : 126.952977 37.517242,E : 126.952977 37.517242; E : 126.951700 37.517664,E : 126.951700 37.517664; E : 126.950475 37.518172,E : 126.950475 37.518172; E : 126.949310 37.518763,E : 126.949310 37.518763; E : 126.948214 37.519433,E : 126.948214 37.519433; E : 126.947195 37.520176,E : 126.947195 37.520176; E : 126.946262 37.520988,E : 126.946262 37.520988; E : 126.945421 37.521861,E : 126.945421 37.521861; E : 126.944678 37.522789,E : 126.944678 37.522789; E : 126.944040 37.523765,E : 126.944040 37.523765; E : 126.943512 37.524782,E : 126.943512 37.524782; E : 126.943096 37.525831,E : 126.943096 37.525831; E : 126.942797 37.526906,E : 126.942797 37.526906; E : 126.942617 37.527997,E : 126.942617 37.527997; E : 126.942557 37.529096,E : 126.942557 37.529096; E : 126.942617 37.530195,E : 126.942617 37.530195; E : 126.942797 37.531286,E : 126.942797 37.531286; E : 126.943096 37.532361,F : 126.943096 37.532361 R-2000; F : 126.943229 37.532731 R-2000,F : 126.943229 37.532731 R-2000; F : 126.925389 37.537006 R-2000,F : 126.925389 37.537006 R-2000; F : 126.902987 37.542413 R-2000,F : 126.902987 37.542413 R-2000; F : 126.892011 37.552684 R-2000,F : 126.892011 37.552684 R-2000; F : 126.861683 37.569533 R-2000,F : 126.861683 37.569533 L-2000; F : 126.831913 37.566290 L-2000,G : 126.831913 37.566290; G : 126.822307 37.565664,G : 126.822307 37.565664; G : 126.821974 37.567770,G : 126.821974 37.567770; G : 126.821412 37.569845,G : 126.821412 37.569845; G : 126.820625 37.571872,G : 126.820625 37.571872; G : 126.819619 37.573838,G : 126.819619 37.573838; G : 126.818401 37.575726,G : 126.818401 37.575726; G : 126.816981 37.577522,G : 126.816981 37.577522; G : 126.815370 37.579213,G : 126.815370 37.579213; G : 126.813579 37.580786,G : 126.813579 37.580786; G : 126.811624 37.582228,G : 126.811624 37.582228; G : 126.809517 37.583530,G : 126.809517 37.583530; G : 126.807276 37.584680,G : 126.807276 37.584680; G : 126.804918 37.585671,G : 126.804918 37.585671; G : 126.802460 37.586494,G : 126.802460 37.586494; G : 126.799921 37.587144,G : 126.799921 37.587144; G : 126.797321 37.587615,G : 126.797321 37.587615; G : 126.794679 37.587904,G : 126.794679 37.587904; G : 126.792016 37.588009,G : 126.792016 37.588009; G : 126.789351 37.587928,G : 126.789351 37.587928; G : 126.786705 37.587663,G : 126.786705 37.587663; G : 126.784098 37.587215,G : 126.784098 37.587215; G : 126.781550 37.586589,G : 126.781550 37.586589; G : 126.779080 37.585788,H : 126.779080 37.585788; H : 126.778923 37.585730,I : 126.778923 37.585730; I : 126.792977 37.562978,J : 126.792977 37.562978; J : 126.792977 37.562978,K : 126.792977 37.562978; K : 126.792757 37.563165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-4,UAM0003,6인승,6,용산,1,1,07:11:00,잠실,2,5,07:27:10,07:10:00,07:11:00,07:16:00,07:18:00,07:27:10,07:29:10,07:34:10,07:40:10,A : 126.958452 37.528318; A : 126.958530 37.528068,B : 126.958530 37.528068; B : 126.958530 37.528068,C : 126.958530 37.528068; C : 126.973274 37.524782,E : 126.973274 37.524782; E : 126.972745 37.523765,E : 126.972745 37.523765; E : 126.972107 37.522789,E : 126.972107 37.522789; E : 126.971365 37.521861,E : 126.971365 37.521861; E : 126.970524 37.520988,E : 126.970524 37.520988; E : 126.969590 37.520176,E : 126.969590 37.520176; E : 126.968572 37.519433,E : 126.968572 37.519433; E : 126.967476 37.518763,E : 126.967476 37.518763; E : 126.966311 37.518172,E : 126.966311 37.518172; E : 126.965085 37.517664,E : 126.965085 37.517664; E : 126.963809 37.517242,E : 126.963809 37.517242; E : 126.962491 37.516912,E : 126.962491 37.516912; E : 126.961143 37.516673,E : 126.961143 37.516673; E : 126.959773 37.516530,E : 126.959773 37.516530; E : 126.958393 37.516482,E : 126.958393 37.516482; E : 126.957013 37.516530,E : 126.957013 37.516530; E : 126.955643 37.516673,F : 126.955643 37.516673 R-2000; F : 126.954812 37.516808 R-2000,F : 126.954812 37.516808 L-2000; F : 126.952427 37.508624 L-2000,F : 126.952427 37.508624 L-2000; F : 126.983869 37.497722 L-2000,F : 126.983869 37.497722 R-2000; F : 127.015985 37.509435 R-2000,F : 127.015985 37.509435 R-2000; F : 127.034307 37.535385 R-2000,F : 127.034307 37.535385 L-2000; F : 127.064063 37.526465 L-2000,F : 127.064063 37.526465 R-2000; F : 127.069195 37.540230 R-2000,G : 127.069195 37.540230; G : 127.069028 37.524114,G : 127.069028 37.524114; G : 127.068042 37.524086,G : 127.068042 37.524086; G : 127.067062 37.523990,G : 127.067062 37.523990; G : 127.066097 37.523826,G : 127.066097 37.523826; G : 127.065153 37.523596,G : 127.065153 37.523596; G : 127.064239 37.523301,G : 127.064239 37.523301; G : 127.063359 37.522944,G : 127.063359 37.522944; G : 127.062523 37.522527,G : 127.062523 37.522527; G : 127.061735 37.522054,G : 127.061735 37.522054; G : 127.061002 37.521527,G : 127.061002 37.521527; G : 127.060329 37.520952,G : 127.060329 37.520952; G : 127.059722 37.520333,G : 127.059722 37.520333; G : 127.059185 37.519673,G : 127.059185 37.519673; G : 127.058722 37.518979,G : 127.058722 37.518979; G : 127.058337 37.518255,G : 127.058337 37.518255; G : 127.058032 37.517508,G : 127.058032 37.517508; G : 127.057811 37.516742,G : 127.057811 37.516742; G : 127.057674 37.515963,G : 127.057674 37.515963; G : 127.057623 37.515178,G : 127.057623 37.515178; G : 127.057658 37.514393,G : 127.057658 37.514393; G : 127.057778 37.513613,G : 127.057778 37.513613; G : 127.057984 37.512844,G : 127.057984 37.512844; G : 127.058273 37.512092,G : 127.058273 37.512092; G : 127.058643 37.511364,G : 127.058643 37.511364; G : 127.059091 37.510663,G : 127.059091 37.510663; G : 127.059614 37.509997,G : 127.059614 37.509997; G : 127.060209 37.509369,G : 127.060209 37.509369; G : 127.060869 37.508786,G : 127.060869 37.508786; G : 127.061591 37.508250,G : 127.061591 37.508250; G : 127.062369 37.507766,G : 127.062369 37.507766; G : 127.063197 37.507338,G : 127.063197 37.507338; G : 127.064068 37.506970,G : 127.064068 37.506970; G : 127.064976 37.506663,G : 127.064976 37.506663; G : 127.065915 37.506420,G : 127.065915 37.506420; G : 127.066876 37.506244,G : 127.066876 37.506244; G : 127.067853 37.506135,G : 127.067853 37.506135; G : 127.068839 37.506094,G : 127.068839 37.506094; G : 127.069825 37.506122,G : 127.069825 37.506122; G : 127.070804 37.506218,G : 127.070804 37.506218; G : 127.071769 37.506382,G : 127.071769 37.506382; G : 127.072712 37.506612,G : 127.072712 37.506612; G : 127.073627 37.506907,G : 127.073627 37.506907; G : 127.074506 37.507264,G : 127.074506 37.507264; G : 127.075342 37.507681,G : 127.075342 37.507681; G : 127.076130 37.508154,G : 127.076130 37.508154; G : 127.076863 37.508680,G : 127.076863 37.508680; G : 127.077536 37.509255,G : 127.077536 37.509255; G : 127.078143 37.509875,G : 127.078143 37.509875; G : 127.078680 37.510534,G : 127.078680 37.510534; G : 127.079143 37.511229,G : 127.079143 37.511229; G : 127.079528 37.511952,G : 127.079528 37.511952; G : 127.079832 37.512700,G : 127.079832 37.512700; G : 127.080054 37.513466,G : 127.080054 37.513466; G : 127.080191 37.514244,G : 127.080191 37.514244; G : 127.080242 37.515029,G : 127.080242 37.515029; G : 127.080207 37.515815,G : 127.080207 37.515815; G : 127.080086 37.516595,G : 127.080086 37.516595; G : 127.079881 37.517364,G : 127.079881 37.517364; G : 127.079592 37.518115,G : 127.079592 37.518115; G : 127.079222 37.518844,G : 127.079222 37.518844; G : 127.078773 37.519544,G : 127.078773 37.519544; G : 127.078250 37.520211,G : 127.078250 37.520211; G : 127.077656 37.520838,G : 127.077656 37.520838; G : 127.076995 37.521422,G : 127.076995 37.521422; G : 127.076929 37.521475,I : 127.076929 37.521475; I : 127.069386 37.514096,J : 127.069386 37.514096; J : 127.069386 37.514096,K : 127.069386 37.514096; K : 127.069359 37.514352,,,,,,,,,,,
4-5,UAM0181,6인승,6,용산,1,2,07:11:24,목동,2,2,07:34:56,07:10:24,07:11:24,07:18:00,07:20:00,07:34:56,07:36:56,07:41:56,07:47:56,A : 126.958406 37.528467; A : 126.958530 37.528068,B : 126.958530 37.528068; B : 126.958530 37.528068,C : 126.958530 37.528068; C : 126.973274 37.524782,E : 126.973274 37.524782; E : 126.972745 37.523765,E : 126.972745 37.523765; E : 126.972107 37.522789,E : 126.972107 37.522789; E : 126.971365 37.521861,E : 126.971365 37.521861; E : 126.970524 37.520988,E : 126.970524 37.520988; E : 126.969590 37.520176,E : 126.969590 37.520176; E : 126.968572 37.519433,E : 126.968572 37.519433; E : 126.967476 37.518763,E : 126.967476 37.518763; E : 126.966311 37.518172,E : 126.966311 37.518172; E : 126.965085 37.517664,E : 126.965085 37.517664; E : 126.963809 37.517242,E : 126.963809 37.517242; E : 126.962491 37.516912,E : 126.962491 37.516912; E : 126.961143 37.516673,E : 126.961143 37.516673; E : 126.959773 37.516530,E : 126.959773 37.516530; E : 126.958393 37.516482,E : 126.958393 37.516482; E : 126.957013 37.516530,E : 126.957013 37.516530; E : 126.955643 37.516673,E : 126.955643 37.516673; E : 126.954294 37.516912,E : 126.954294 37.516912; E : 126.952977 37.517242,E : 126.952977 37.517242; E : 126.951700 37.517664,E : 126.951700 37.517664; E : 126.950475 37.518172,E : 126.950475 37.518172; E : 126.949310 37.518763,E : 126.949310 37.518763; E : 126.948214 37.519433,E : 126.948214 37.519433; E : 126.947195 37.520176,E : 126.947195 37.520176; E : 126.946262 37.520988,E : 126.946262 37.520988; E : 126.945421 37.521861,E : 126.945421 37.521861; E : 126.944678 37.522789,E : 126.944678 37.522789; E : 126.944040 37.523765,E : 126.944040 37.523765; E : 126.943512 37.524782,E : 126.943512 37.524782; E : 126.943096 37.525831,E : 126.943096 37.525831; E : 126.942797 37.526906,E : 126.942797 37.526906; E : 126.942617 37.527997,E : 126.942617 37.527997; E : 126.942557 37.529096,E : 126.942557 37.529096; E : 126.942617 37.530195,E : 126.942617 37.530195; E : 126.942797 37.531286,E : 126.942797 37.531286; E : 126.943096 37.532361,F : 126.943096 37.532361 R-2000; F : 126.943229 37.532731 R-2000,F : 126.943229 37.532731 R-2000; F : 126.925389 37.537006 R-2000,F : 126.925389 37.537006 R-2000; F : 126.902987 37.542413 R-2000,F : 126.902987 37.542413 R-2000; F : 126.892011 37.552684 R-2000,G : 126.892011 37.552684; G : 126.881112 37.534516,G : 126.881112 37.534516; G : 126.881984 37.534147,G : 126.881984 37.534147; G : 126.882811 37.533718,G : 126.882811 37.533718; G : 126.883589 37.533234,G : 126.883589 37.533234; G : 126.884310 37.532697,G : 126.884310 37.532697; G : 126.884970 37.532113,G : 126.884970 37.532113; G : 126.885564 37.531485,G : 126.885564 37.531485; G : 126.886086 37.530818,G : 126.886086 37.530818; G : 126.886534 37.530118,G : 126.886534 37.530118; G : 126.886903 37.529389,G : 126.886903 37.529389; G : 126.887191 37.528637,G : 126.887191 37.528637; G : 126.887396 37.527868,G : 126.887396 37.527868; G : 126.887516 37.527088,G : 126.887516 37.527088; G : 126.887550 37.526302,G : 126.887550 37.526302; G : 126.887497 37.525517,G : 126.887497 37.525517; G : 126.887360 37.524739,G : 126.887360 37.524739; G : 126.887137 37.523973,G : 126.887137 37.523973; G : 126.886832 37.523226,G : 126.886832 37.523226; G : 126.886445 37.522502,G : 126.886445 37.522502; G : 126.885982 37.521808,G : 126.885982 37.521808; G : 126.885444 37.521149,G : 126.885444 37.521149; G : 126.884836 37.520530,G : 126.884836 37.520530; G : 126.884162 37.519956,G : 126.884162 37.519956; G : 126.883429 37.519430,G : 126.883429 37.519430; G : 126.882640 37.518957,G : 126.882640 37.518957; G : 126.881803 37.518541,G : 126.881803 37.518541; G : 126.880924 37.518185,G : 126.880924 37.518185; G : 126.880009 37.517891,G : 126.880009 37.517891; G : 126.879065 37.517661,G : 126.879065 37.517661; G : 126.878099 37.517498,G : 126.878099 37.517498; G : 126.877120 37.517403,G : 126.877120 37.517403; G : 126.876134 37.517376,G : 126.876134 37.517376; G : 126.875148 37.517417,G : 126.875148 37.517417; G : 126.874171 37.517527,G : 126.874171 37.517527; G : 126.873210 37.517704,G : 126.873210 37.517704; G : 126.872272 37.517948,G : 126.872272 37.517948; G : 126.871363 37.518255,G : 126.871363 37.518255; G : 126.870492 37.518624,G : 126.870492 37.518624; G : 126.869665 37.519053,G : 126.869665 37.519053; G : 126.868888 37.519537,G : 126.868888 37.519537; G : 126.868166 37.520074,G : 126.868166 37.520074; G : 126.867506 37.520658,G : 126.867506 37.520658; G : 126.866913 37.521286,G : 126.866913 37.521286; G : 126.866390 37.521953,G : 126.866390 37.521953; G : 126.865943 37.522653,G : 126.865943 37.522653; G : 126.865574 37.523382,G : 126.865574 37.523382; G : 126.865286 37.524134,G : 126.865286 37.524134; G : 126.865081 37.524903,G : 126.865081 37.524903; G : 126.864961 37.525683,G : 126.864961 37.525683; G : 126.864927 37.526386,I : 126.864927 37.526386; I : 126.877653 37.526395,J : 126.877653 37.526395; J : 126.877653 37.526395,K : 126.877653 37.526395; K : 126.877061 37.526100,,,,,,,,,,
4-6,UAM0191,6인승,6,용산,1,2,07:17:04,성수,2,4,07:38:54,07:16:04,07:17:04,07:22:04,07:24:04,07:38:54,07:40:54,07:45:54,07:51:54,A : 126.958406 37.528467; A : 126.958530 37.528068,B : 126.958530 37.528068; B : 126.958530 37.528068,C : 126.958530 37.528068; C : 126.973274 37.524782,E : 126.973274 37.524782; E : 126.972745 37.523765,E : 126.972745 37.523765; E : 126.972107 37.522789,E : 126.972107 37.522789; E : 126.971365 37.521861,E : 126.971365 37.521861; E : 126.970524 37.520988,E : 126.970524 37.520988; E : 126.969590 37.520176,E : 126.969590 37.520176; E : 126.968572 37.519433,E : 126.968572 37.519433; E : 126.967476 37.518763,E : 126.967476 37.518763; E : 126.966311 37.518172,E : 126.966311 37.518172; E : 126.965085 37.517664,E : 126.965085 37.517664; E : 126.963809 37.517242,E : 126.963809 37.517242; E : 126.962491 37.516912,E : 126.962491 37.516912; E : 126.961143 37.516673,E : 126.961143 37.516673; E : 126.959773 37.516530,E : 126.959773 37.516530; E : 126.958393 37.516482,E : 126.958393 37.516482; E : 126.957013 37.516530,E : 126.957013 37.516530; E : 126.955643 37.516673,F : 126.955643 37.516673 R-2000; F : 126.954812 37.516808 R-2000,F : 126.954812 37.516808 L-2000; F : 126.952427 37.508624 L-2000,F : 126.952427 37.508624 L-2000; F : 126.983869 37.497722 L-2000,F : 126.983869 37.497722 R-2000; F : 127.015985 37.509435 R-2000,G : 127.015985 37.509435; G : 127.032590 37.528559,G : 127.032590 37.528559; G : 127.031489 37.529223,G : 127.031489 37.529223; G : 127.030465 37.529962,G : 127.030465 37.529962; G : 127.030402 37.530013,I : 127.030402 37.530013; I : 127.042050 37.540032,J : 127.042050 37.540032; J : 127.042050 37.540032,K : 127.042050 37.540032; K : 127.042090 37.539222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
