LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100
8-1,UAM0001,6인승,6,사당·이수,1,1,06:30:07,마곡,2,1,06:47:38,06:29:07,06:30:07,06:35:07,06:37:07,06:47:38,06:49:38,06:54:38,07:00:38,A : 126.983206 37.475516; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,F : 126.968478 37.482074 L-1000; F : 126.968053 37.481448 L-1000,F : 126.968053 37.481448 R-1000; F : 126.939892 37.492769 R-1000,F : 126.939892 37.492769 R-1000; F : 126.908231 37.516015 R-1000,F : 126.908231 37.516015 R-1000; F : 126.888889 37.530702 R-1000,F : 126.888889 37.530702 R-1000; F : 126.876557 37.553949 R-1000,F : 126.876557 37.553949 R-1000; F : 126.861732 37.569536 R-1000,F : 126.861732 37.569536 L-1000; F : 126.831963 37.566292 L-1000,G : 126.831963 37.566292; G : 126.822357 37.565667,G : 126.822357 37.565667; G : 126.822024 37.567773,G : 126.822024 37.567773; G : 126.821462 37.569847,G : 126.821462 37.569847; G : 126.820674 37.571875,G : 126.820674 37.571875; G : 126.819668 37.573840,G : 126.819668 37.573840; G : 126.818450 37.575728,G : 126.818450 37.575728; G : 126.817030 37.577525,G : 126.817030 37.577525; G : 126.815419 37.579216,G : 126.815419 37.579216; G : 126.813629 37.580789,G : 126.813629 37.580789; G : 126.811673 37.582231,G : 126.811673 37.582231; G : 126.809567 37.583533,G : 126.809567 37.583533; G : 126.807326 37.584683,G : 126.807326 37.584683; G : 126.804968 37.585674,G : 126.804968 37.585674; G : 126.802510 37.586497,G : 126.802510 37.586497; G : 126.799971 37.587147,G : 126.799971 37.587147; G : 126.797371 37.587618,G : 126.797371 37.587618; G : 126.794729 37.587907,G : 126.794729 37.587907; G : 126.792065 37.588012,G : 126.792065 37.588012; G : 126.789400 37.587931,G : 126.789400 37.587931; G : 126.786754 37.587666,G : 126.786754 37.587666; G : 126.784147 37.587218,G : 126.784147 37.587218; G : 126.781599 37.586592,G : 126.781599 37.586592; G : 126.779130 37.585791,H : 126.779130 37.585791; H : 126.778972 37.585733,I : 126.778972 37.585733; I : 126.792977 37.562978,J : 126.792977 37.562978; J : 126.792977 37.562978,K : 126.792977 37.562978; K : 126.792415 37.562898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-2,UAM0014,6인승,6,사당·이수,1,1,06:33:54,영등포·여의도,2,2,06:51:08,06:32:54,06:33:54,06:38:54,06:40:54,06:51:08,06:53:08,06:58:08,07:04:08,A : 126.983206 37.475516; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,F : 126.968478 37.482074 L-1000; F : 126.968053 37.481448 L-1000,F : 126.968053 37.481448 R-1000; F : 126.939892 37.492769 R-1000,F : 126.939892 37.492769 R-1000; F : 126.908231 37.516015 R-1000,G : 126.908231 37.516015; G : 126.911115 37.518085,G : 126.911115 37.518085; G : 126.910237 37.518934,G : 126.910237 37.518934; G : 126.909454 37.519841,G : 126.909454 37.519841; G : 126.908773 37.520799,G : 126.908773 37.520799; G : 126.908200 37.521800,G : 126.908200 37.521800; G : 126.907739 37.522837,G : 126.907739 37.522837; G : 126.907393 37.523903,G : 126.907393 37.523903; G : 126.907164 37.524988,G : 126.907164 37.524988; G : 126.907056 37.526085,G : 126.907056 37.526085; G : 126.907068 37.527185,G : 126.907068 37.527185; G : 126.907200 37.528281,G : 126.907200 37.528281; G : 126.907452 37.529363,G : 126.907452 37.529363; G : 126.907821 37.530423,G : 126.907821 37.530423; G : 126.908304 37.531454,G : 126.908304 37.531454; G : 126.908899 37.532448,G : 126.908899 37.532448; G : 126.909600 37.533396,G : 126.909600 37.533396; G : 126.910402 37.534292,G : 126.910402 37.534292; G : 126.911300 37.535129,G : 126.911300 37.535129; G : 126.912285 37.535900,G : 126.912285 37.535900; G : 126.913351 37.536600,G : 126.913351 37.536600; G : 126.914490 37.537224,G : 126.914490 37.537224; G : 126.915692 37.537766,G : 126.915692 37.537766; G : 126.916950 37.538222,G : 126.916950 37.538222; G : 126.918252 37.538590,G : 126.918252 37.538590; G : 126.919590 37.538865,G : 126.919590 37.538865; G : 126.920953 37.539047,G : 126.920953 37.539047; G : 126.922331 37.539134,G : 126.922331 37.539134; G : 126.922886 37.539142,I : 126.922886 37.539142; I : 126.923810 37.527377,J : 126.923810 37.527377; J : 126.923810 37.527377,K : 126.923810 37.527377; K : 126.923689 37.526829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-3,UAM0057,6인승,6,사당·이수,1,1,06:42:30,성수,2,2,06:59:03,06:41:30,06:42:30,06:47:30,06:49:30,06:59:03,07:01:03,07:06:03,07:12:03,A : 126.983206 37.475516; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,E : 126.968478 37.482074; E : 126.967840 37.481098,E : 126.967840 37.481098; E : 126.967312 37.480081,E : 126.967312 37.480081; E : 126.966896 37.479032,E : 126.966896 37.479032; E : 126.966598 37.477957,E : 126.966598 37.477957; E : 126.966417 37.476866,E : 126.966417 37.476866; E : 126.966357 37.475767,E : 126.966357 37.475767; E : 126.966417 37.474668,E : 126.966417 37.474668; E : 126.966598 37.473577,E : 126.966598 37.473577; E : 126.966896 37.472502,E : 126.966896 37.472502; E : 126.967312 37.471453,E : 126.967312 37.471453; E : 126.967840 37.470436,E : 126.967840 37.470436; E : 126.968477 37.469460,E : 126.968477 37.469460; E : 126.969219 37.468532,E : 126.969219 37.468532; E : 126.970060 37.467659,E : 126.970060 37.467659; E : 126.970992 37.466847,E : 126.970992 37.466847; E : 126.972010 37.466104,E : 126.972010 37.466104; E : 126.973106 37.465434,E : 126.973106 37.465434; E : 126.974270 37.464843,E : 126.974270 37.464843; E : 126.975494 37.464334,E : 126.975494 37.464334; E : 126.976770 37.463913,E : 126.976770 37.463913; E : 126.978086 37.463582,E : 126.978086 37.463582; E : 126.979434 37.463344,E : 126.979434 37.463344; E : 126.980803 37.463201,E : 126.980803 37.463201; E : 126.982182 37.463153,E : 126.982182 37.463153; E : 126.983561 37.463201,E : 126.983561 37.463201; E : 126.984930 37.463344,E : 126.984930 37.463344; E : 126.986278 37.463582,E : 126.986278 37.463582; E : 126.987594 37.463913,E : 126.987594 37.463913; E : 126.988870 37.464334,E : 126.988870 37.464334; E : 126.990094 37.464843,E : 126.990094 37.464843; E : 126.991259 37.465434,E : 126.991259 37.465434; E : 126.992354 37.466104,E : 126.992354 37.466104; E : 126.993372 37.466847,E : 126.993372 37.466847; E : 126.994305 37.467659,E : 126.994305 37.467659; E : 126.995145 37.468532,E : 126.995145 37.468532; E : 126.995887 37.469460,E : 126.995887 37.469460; E : 126.996524 37.470436,E : 126.996524 37.470436; E : 126.997053 37.471453,E : 126.997053 37.471453; E : 126.997468 37.472502,E : 126.997468 37.472502; E : 126.997767 37.473577,F : 126.997767 37.473577 R-1000; F : 126.997912 37.474390 R-1000,F : 126.997912 37.474390 L-1000; F : 127.031912 37.471415 L-1000,F : 127.031912 37.471415 R-1000; F : 127.073512 37.497725 R-1000,F : 127.073512 37.497725 R-1000; F : 127.064013 37.526467 R-1000,G : 127.064013 37.526467; G : 127.054547 37.531722,G : 127.054547 37.531722; G : 127.053709 37.530848,G : 127.053709 37.530848; G : 127.052777 37.530035,G : 127.052777 37.530035; G : 127.051761 37.529290,G : 127.051761 37.529290; G : 127.050666 37.528618,G : 127.050666 37.528618; G : 127.049502 37.528025,G : 127.049502 37.528025; G : 127.048278 37.527514,G : 127.048278 37.527514; G : 127.047003 37.527091,G : 127.047003 37.527091; G : 127.045686 37.526758,G : 127.045686 37.526758; G : 127.044338 37.526517,G : 127.044338 37.526517; G : 127.042968 37.526371,G : 127.042968 37.526371; G : 127.041588 37.526321,G : 127.041588 37.526321; G : 127.040208 37.526367,G : 127.040208 37.526367; G : 127.038837 37.526508,G : 127.038837 37.526508; G : 127.037488 37.526744,G : 127.037488 37.526744; G : 127.036169 37.527073,G : 127.036169 37.527073; G : 127.034892 37.527491,G : 127.034892 37.527491; G : 127.033665 37.527998,G : 127.033665 37.527998; G : 127.032498 37.528587,G : 127.032498 37.528587; G : 127.031400 37.529255,G : 127.031400 37.529255; G : 127.030379 37.529997,G : 127.030379 37.529997; G : 127.030355 37.530016,I : 127.030355 37.530016; I : 127.042050 37.540032,J : 127.042050 37.540032; J : 127.042050 37.540032,K : 127.042050 37.540032; K : 127.042253 37.539500,,,,,,,,,,,,,,,,,,,,,,
8-4,UAM0076,6인승,6,사당·이수,1,1,06:46:54,목동,2,2,07:10:39,06:45:54,06:46:54,06:51:54,06:53:54,07:10:39,07:12:39,07:17:39,07:23:39,A : 126.983206 37.475516; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,F : 126.968478 37.482074 L-1000; F : 126.968053 37.481448 L-1000,F : 126.968053 37.481448 R-1000; F : 126.939892 37.492769 R-1000,F : 126.939892 37.492769 R-1000; F : 126.908231 37.516015 R-1000,G : 126.908231 37.516015; G : 126.886762 37.522987,G : 126.886762 37.522987; G : 126.886350 37.522273,G : 126.886350 37.522273; G : 126.885861 37.521590,G : 126.885861 37.521590; G : 126.885300 37.520944,G : 126.885300 37.520944; G : 126.884669 37.520339,G : 126.884669 37.520339; G : 126.883976 37.519780,G : 126.883976 37.519780; G : 126.883223 37.519271,G : 126.883223 37.519271; G : 126.882418 37.518817,G : 126.882418 37.518817; G : 126.881566 37.518420,G : 126.881566 37.518420; G : 126.880674 37.518084,G : 126.880674 37.518084; G : 126.879749 37.517811,G : 126.879749 37.517811; G : 126.878797 37.517603,G : 126.878797 37.517603; G : 126.877826 37.517462,G : 126.877826 37.517462; G : 126.876844 37.517389,G : 126.876844 37.517389; G : 126.875857 37.517385,G : 126.875857 37.517385; G : 126.874874 37.517449,G : 126.874874 37.517449; G : 126.873901 37.517581,G : 126.873901 37.517581; G : 126.872946 37.517780,G : 126.872946 37.517780; G : 126.872017 37.518045,G : 126.872017 37.518045; G : 126.871120 37.518373,G : 126.871120 37.518373; G : 126.870263 37.518762,G : 126.870263 37.518762; G : 126.869452 37.519209,G : 126.869452 37.519209; G : 126.868692 37.519711,G : 126.868692 37.519711; G : 126.867990 37.520264,G : 126.867990 37.520264; G : 126.867352 37.520863,G : 126.867352 37.520863; G : 126.866781 37.521505,G : 126.866781 37.521505; G : 126.866283 37.522183,G : 126.866283 37.522183; G : 126.865861 37.522894,G : 126.865861 37.522894; G : 126.865518 37.523631,G : 126.865518 37.523631; G : 126.865257 37.524389,G : 126.865257 37.524389; G : 126.865081 37.525162,G : 126.865081 37.525162; G : 126.864989 37.525945,G : 126.864989 37.525945; G : 126.864975 37.526388,I : 126.864975 37.526388; I : 126.877653 37.526395,J : 126.877653 37.526395; J : 126.877653 37.526395,K : 126.877653 37.526395; K : 126.877061 37.526100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-5,UAM0092,6인승,6,사당·이수,1,1,06:49:39,가산·대림,2,4,07:07:13,06:48:39,06:49:39,06:54:39,06:56:39,07:07:13,07:09:13,07:14:13,07:20:13,A : 126.983206 37.475516; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,F : 126.968478 37.482074 L-1000; F : 126.968053 37.481448 L-1000,F : 126.968053 37.481448 R-1000; F : 126.939892 37.492769 R-1000,G : 126.939892 37.492769; G : 126.909258 37.490946,G : 126.909258 37.490946; G : 126.909341 37.488824,G : 126.909341 37.488824; G : 126.909191 37.486705,G : 126.909191 37.486705; G : 126.908810 37.484605,G : 126.908810 37.484605; G : 126.908200 37.482539,G : 126.908200 37.482539; G : 126.907367 37.480523,G : 126.907367 37.480523; G : 126.906317 37.478573,G : 126.906317 37.478573; G : 126.905057 37.476703,G : 126.905057 37.476703; G : 126.903598 37.474927,G : 126.903598 37.474927; G : 126.901950 37.473260,G : 126.901950 37.473260; G : 126.900127 37.471714,G : 126.900127 37.471714; G : 126.898141 37.470300,G : 126.898141 37.470300; G : 126.896008 37.469029,G : 126.896008 37.469029; G : 126.893744 37.467912,G : 126.893744 37.467912; G : 126.891367 37.466956,G : 126.891367 37.466956; G : 126.888895 37.466169,G : 126.888895 37.466169; G : 126.886345 37.465556,G : 126.886345 37.465556; G : 126.883739 37.465123,G : 126.883739 37.465123; G : 126.881095 37.464873,G : 126.881095 37.464873; G : 126.878434 37.464807,G : 126.878434 37.464807; G : 126.875776 37.464927,G : 126.875776 37.464927; G : 126.873141 37.465231,G : 126.873141 37.465231; G : 126.870549 37.465716,G : 126.870549 37.465716; G : 126.868020 37.466380,G : 126.868020 37.466380; G : 126.865573 37.467217,G : 126.865573 37.467217; G : 126.863227 37.468221,G : 126.863227 37.468221; G : 126.861000 37.469384,G : 126.861000 37.469384; G : 126.858908 37.470697,G : 126.858908 37.470697; G : 126.856968 37.472151,G : 126.856968 37.472151; G : 126.855195 37.473734,G : 126.855195 37.473734; G : 126.853601 37.475434,G : 126.853601 37.475434; G : 126.852198 37.477238,G : 126.852198 37.477238; G : 126.850999 37.479133,G : 126.850999 37.479133; G : 126.850011 37.481104,G : 126.850011 37.481104; G : 126.849243 37.483136,G : 126.849243 37.483136; G : 126.848699 37.485214,G : 126.848699 37.485214; G : 126.848385 37.487321,G : 126.848385 37.487321; G : 126.848303 37.489442,G : 126.848303 37.489442; G : 126.848453 37.491561,G : 126.848453 37.491561; G : 126.848834 37.493662,G : 126.848834 37.493662; G : 126.849444 37.495728,G : 126.849444 37.495728; G : 126.850277 37.497744,G : 126.850277 37.497744; G : 126.851327 37.499694,G : 126.851327 37.499694; G : 126.852587 37.501564,G : 126.852587 37.501564; G : 126.854047 37.503339,G : 126.854047 37.503339; G : 126.855695 37.505006,G : 126.855695 37.505006; G : 126.857520 37.506553,G : 126.857520 37.506553; G : 126.859506 37.507967,G : 126.859506 37.507967; G : 126.861640 37.509237,G : 126.861640 37.509237; G : 126.863905 37.510355,H : 126.863905 37.510355; H : 126.865931 37.511182,I : 126.865931 37.511182; I : 126.879163 37.488095,J : 126.879163 37.488095; J : 126.879163 37.488095,K : 126.879163 37.488095; K : 126.878649 37.488794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-6,UAM0097,6인승,6,사당·이수,1,2,06:50:42,상암·수색,2,3,07:10:34,06:49:42,06:50:42,06:56:39,06:58:39,07:10:34,07:12:34,07:17:34,07:23:34,A : 126.983017 37.475543; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,F : 126.968478 37.482074 L-1000; F : 126.968053 37.481448 L-1000,F : 126.968053 37.481448 R-1000; F : 126.939892 37.492769 R-1000,F : 126.939892 37.492769 R-1000; F : 126.908231 37.516015 R-1000,F : 126.908231 37.516015 R-1000; F : 126.903028 37.542415 R-1000,F : 126.903028 37.542415 R-1000; F : 126.892052 37.552687 R-1000,F : 126.892052 37.552687 R-1000; F : 126.923883 37.557207 R-1000,G : 126.923883 37.557207; G : 126.905797 37.559954,G : 126.905797 37.559954; G : 126.905479 37.558883,G : 126.905479 37.558883; G : 126.905045 37.557838,G : 126.905045 37.557838; G : 126.904499 37.556827,G : 126.904499 37.556827; G : 126.903843 37.555858,G : 126.903843 37.555858; G : 126.903085 37.554938,G : 126.903085 37.554938; G : 126.902228 37.554075,G : 126.902228 37.554075; G : 126.901280 37.553274,G : 126.901280 37.553274; G : 126.900248 37.552542,G : 126.900248 37.552542; G : 126.899140 37.551884,G : 126.899140 37.551884; G : 126.897964 37.551306,G : 126.897964 37.551306; G : 126.896729 37.550811,G : 126.896729 37.550811; G : 126.895445 37.550405,G : 126.895445 37.550405; G : 126.894121 37.550088,G : 126.894121 37.550088; G : 126.892768 37.549865,G : 126.892768 37.549865; G : 126.891395 37.549737,G : 126.891395 37.549737; G : 126.890014 37.549704,G : 126.890014 37.549704; G : 126.888634 37.549767,G : 126.888634 37.549767; G : 126.887267 37.549926,G : 126.887267 37.549926; G : 126.885921 37.550179,G : 126.885921 37.550179; G : 126.884609 37.550525,G : 126.884609 37.550525; G : 126.883340 37.550960,G : 126.883340 37.550960; G : 126.882123 37.551482,G : 126.882123 37.551482; G : 126.880968 37.552086,G : 126.880968 37.552086; G : 126.879883 37.552768,G : 126.879883 37.552768; G : 126.878877 37.553523,G : 126.878877 37.553523; G : 126.877958 37.554344,G : 126.877958 37.554344; G : 126.877132 37.555226,G : 126.877132 37.555226; G : 126.876405 37.556163,G : 126.876405 37.556163; G : 126.875784 37.557146,G : 126.875784 37.557146; G : 126.875273 37.558168,G : 126.875273 37.558168; G : 126.874876 37.559222,G : 126.874876 37.559222; G : 126.874595 37.560300,G : 126.874595 37.560300; G : 126.874434 37.561393,G : 126.874434 37.561393; G : 126.874393 37.562493,G : 126.874393 37.562493; G : 126.874473 37.563591,G : 126.874473 37.563591; G : 126.874672 37.564680,G : 126.874672 37.564680; G : 126.874990 37.565751,G : 126.874990 37.565751; G : 126.875424 37.566796,G : 126.875424 37.566796; G : 126.875971 37.567807,G : 126.875971 37.567807; G : 126.876626 37.568776,G : 126.876626 37.568776; G : 126.877385 37.569695,G : 126.877385 37.569695; G : 126.878242 37.570559,G : 126.878242 37.570559; G : 126.879190 37.571360,G : 126.879190 37.571360; G : 126.880222 37.572092,G : 126.880222 37.572092; G : 126.881331 37.572750,G : 126.881331 37.572750; G : 126.882507 37.573328,G : 126.882507 37.573328; G : 126.883742 37.573823,G : 126.883742 37.573823; G : 126.885027 37.574229,G : 126.885027 37.574229; G : 126.886351 37.574546,G : 126.886351 37.574546; G : 126.887705 37.574769,G : 126.887705 37.574769; G : 126.889078 37.574897,G : 126.889078 37.574897; G : 126.890239 37.574931,I : 126.890239 37.574931; I : 126.891410 37.561831,J : 126.891410 37.561831; J : 126.891410 37.561831,K : 126.891410 37.561831; K : 126.890562 37.561885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-7,UAM0098,6인승,6,사당·이수,1,3,06:50:54,천호·길동,2,2,07:12:47,06:49:54,06:50:54,06:58:39,07:00:39,07:12:47,07:14:47,07:19:47,07:25:47,A : 126.982829 37.475569; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,E : 126.968478 37.482074; E : 126.967840 37.481098,E : 126.967840 37.481098; E : 126.967312 37.480081,E : 126.967312 37.480081; E : 126.966896 37.479032,E : 126.966896 37.479032; E : 126.966598 37.477957,E : 126.966598 37.477957; E : 126.966417 37.476866,E : 126.966417 37.476866; E : 126.966357 37.475767,E : 126.966357 37.475767; E : 126.966417 37.474668,E : 126.966417 37.474668; E : 126.966598 37.473577,E : 126.966598 37.473577; E : 126.966896 37.472502,E : 126.966896 37.472502; E : 126.967312 37.471453,E : 126.967312 37.471453; E : 126.967840 37.470436,E : 126.967840 37.470436; E : 126.968477 37.469460,E : 126.968477 37.469460; E : 126.969219 37.468532,E : 126.969219 37.468532; E : 126.970060 37.467659,E : 126.970060 37.467659; E : 126.970992 37.466847,E : 126.970992 37.466847; E : 126.972010 37.466104,E : 126.972010 37.466104; E : 126.973106 37.465434,E : 126.973106 37.465434; E : 126.974270 37.464843,E : 126.974270 37.464843; E : 126.975494 37.464334,E : 126.975494 37.464334; E : 126.976770 37.463913,E : 126.976770 37.463913; E : 126.978086 37.463582,E : 126.978086 37.463582; E : 126.979434 37.463344,E : 126.979434 37.463344; E : 126.980803 37.463201,E : 126.980803 37.463201; E : 126.982182 37.463153,E : 126.982182 37.463153; E : 126.983561 37.463201,E : 126.983561 37.463201; E : 126.984930 37.463344,E : 126.984930 37.463344; E : 126.986278 37.463582,E : 126.986278 37.463582; E : 126.987594 37.463913,E : 126.987594 37.463913; E : 126.988870 37.464334,E : 126.988870 37.464334; E : 126.990094 37.464843,E : 126.990094 37.464843; E : 126.991259 37.465434,E : 126.991259 37.465434; E : 126.992354 37.466104,E : 126.992354 37.466104; E : 126.993372 37.466847,E : 126.993372 37.466847; E : 126.994305 37.467659,E : 126.994305 37.467659; E : 126.995145 37.468532,E : 126.995145 37.468532; E : 126.995887 37.469460,E : 126.995887 37.469460; E : 126.996524 37.470436,E : 126.996524 37.470436; E : 126.997053 37.471453,E : 126.997053 37.471453; E : 126.997468 37.472502,E : 126.997468 37.472502; E : 126.997767 37.473577,F : 126.997767 37.473577 R-1000; F : 126.997912 37.474390 R-1000,F : 126.997912 37.474390 L-1000; F : 127.031912 37.471415 L-1000,F : 127.031912 37.471415 R-1000; F : 127.073512 37.497725 R-1000,F : 127.073512 37.497725 R-1000; F : 127.064013 37.526467 R-1000,F : 127.064013 37.526467 L-1000; F : 127.091164 37.524305 L-1000,G : 127.091164 37.524305; G : 127.107731 37.537054,G : 127.107731 37.537054; G : 127.108734 37.536297,G : 127.108734 37.536297; G : 127.109815 37.535612,G : 127.109815 37.535612; G : 127.110968 37.535005,G : 127.110968 37.535005; G : 127.112182 37.534480,G : 127.112182 37.534480; G : 127.113450 37.534041,G : 127.113450 37.534041; G : 127.114760 37.533692,G : 127.114760 37.533692; G : 127.116104 37.533436,G : 127.116104 37.533436; G : 127.117470 37.533273,G : 127.117470 37.533273; G : 127.118850 37.533206,G : 127.118850 37.533206; G : 127.120231 37.533235,G : 127.120231 37.533235; G : 127.121604 37.533360,G : 127.121604 37.533360; G : 127.122958 37.533580,G : 127.122958 37.533580; G : 127.123222 37.533634,I : 127.123222 37.533634; I : 127.119048 37.544741,J : 127.119048 37.544741; J : 127.119048 37.544741,K : 127.119048 37.544741; K : 127.118787 37.545258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-8,UAM0099,6인승,6,사당·이수,1,1,06:51:22,연신내·불광,2,3,07:11:56,06:50:22,06:51:22,07:00:39,07:02:39,07:11:56,07:13:56,07:18:56,07:24:56,A : 126.983206 37.475516; A : 126.983525 37.475472,B : 126.983525 37.475472; B : 126.983525 37.475472,C : 126.983525 37.475472; C : 126.974272 37.486691,E : 126.974272 37.486691; E : 126.973107 37.486100,E : 126.973107 37.486100; E : 126.972011 37.485430,E : 126.972011 37.485430; E : 126.970993 37.484687,E : 126.970993 37.484687; E : 126.970060 37.483875,E : 126.970060 37.483875; E : 126.969220 37.483002,E : 126.969220 37.483002; E : 126.968478 37.482074,F : 126.968478 37.482074 L-1000; F : 126.968053 37.481448 L-1000,F : 126.968053 37.481448 R-1000; F : 126.939892 37.492769 R-1000,F : 126.939892 37.492769 R-1000; F : 126.908231 37.516015 R-1000,F : 126.908231 37.516015 R-1000; F : 126.903028 37.542415 R-1000,F : 126.903028 37.542415 R-1000; F : 126.892052 37.552687 R-1000,F : 126.892052 37.552687 R-1000; F : 126.886960 37.586475 R-1000,G : 126.886960 37.586475; G : 126.910879 37.602916,G : 126.910879 37.602916; G : 126.910021 37.603780,G : 126.910021 37.603780; G : 126.909261 37.604699,G : 126.909261 37.604699; G : 126.908605 37.605668,G : 126.908605 37.605668; G : 126.908058 37.606678,G : 126.908058 37.606678; G : 126.907623 37.607723,G : 126.907623 37.607723; G : 126.907563 37.607897,I : 126.907563 37.607897; I : 126.923942 37.610614,J : 126.923942 37.610614; J : 126.923942 37.610614,K : 126.923942 37.610614; K : 126.923103 37.610727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
