LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101
7-1,UAM0013,6인승,6,봉천,1,1,06:33:44,천호·길동,2,2,06:51:26,06:32:44,06:33:44,06:38:44,06:40:44,06:51:26,06:53:26,06:58:26,07:04:26,A : 126.943283 37.482611; A : 126.943603 37.482575,B : 126.943603 37.482575; B : 126.943603 37.482575,C : 126.943603 37.482575; C : 126.926657 37.485022,E : 126.926657 37.485022; E : 126.926956 37.486097,E : 126.926956 37.486097; E : 126.927371 37.487146,E : 126.927371 37.487146; E : 126.927900 37.488163,E : 126.927900 37.488163; E : 126.928537 37.489139,E : 126.928537 37.489139; E : 126.929279 37.490067,E : 126.929279 37.490067; E : 126.930120 37.490940,E : 126.930120 37.490940; E : 126.931053 37.491752,E : 126.931053 37.491752; E : 126.932071 37.492495,E : 126.932071 37.492495; E : 126.933167 37.493165,E : 126.933167 37.493165; E : 126.934332 37.493756,E : 126.934332 37.493756; E : 126.935557 37.494265,E : 126.935557 37.494265; E : 126.936833 37.494686,E : 126.936833 37.494686; E : 126.938150 37.495017,E : 126.938150 37.495017; E : 126.939498 37.495255,E : 126.939498 37.495255; E : 126.940867 37.495398,E : 126.940867 37.495398; E : 126.942247 37.495446,E : 126.942247 37.495446; E : 126.943627 37.495398,E : 126.943627 37.495398; E : 126.944996 37.495255,E : 126.944996 37.495255; E : 126.946344 37.495017,E : 126.946344 37.495017; E : 126.947662 37.494686,E : 126.947662 37.494686; E : 126.948938 37.494265,E : 126.948938 37.494265; E : 126.950163 37.493756,E : 126.950163 37.493756; E : 126.951327 37.493165,E : 126.951327 37.493165; E : 126.952423 37.492495,E : 126.952423 37.492495; E : 126.953441 37.491752,E : 126.953441 37.491752; E : 126.954374 37.490940,E : 126.954374 37.490940; E : 126.955215 37.490067,E : 126.955215 37.490067; E : 126.955957 37.489139,E : 126.955957 37.489139; E : 126.956595 37.488163,E : 126.956595 37.488163; E : 126.957123 37.487146,E : 126.957123 37.487146; E : 126.957538 37.486097,E : 126.957538 37.486097; E : 126.957837 37.485022,E : 126.957837 37.485022; E : 126.958018 37.483931,E : 126.958018 37.483931; E : 126.958078 37.482832,E : 126.958078 37.482832; E : 126.958018 37.481733,E : 126.958018 37.481733; E : 126.957837 37.480642,E : 126.957837 37.480642; E : 126.957538 37.479567,F : 126.957538 37.479567 L-1000; F : 126.957253 37.478814 L-1000,F : 126.957253 37.478814 L-1000; F : 126.985909 37.471139 L-1000,F : 126.985909 37.471139 R-1000; F : 127.031917 37.471409 R-1000,F : 127.031917 37.471409 R-1000; F : 127.073518 37.497719 R-1000,F : 127.073518 37.497719 R-1000; F : 127.064019 37.526462 R-1000,F : 127.064019 37.526462 L-1000; F : 127.091169 37.524299 L-1000,G : 127.091169 37.524299; G : 127.107736 37.537048,G : 127.107736 37.537048; G : 127.108739 37.536291,G : 127.108739 37.536291; G : 127.109820 37.535606,G : 127.109820 37.535606; G : 127.110973 37.534999,G : 127.110973 37.534999; G : 127.112187 37.534474,G : 127.112187 37.534474; G : 127.113455 37.534035,G : 127.113455 37.534035; G : 127.114765 37.533686,G : 127.114765 37.533686; G : 127.116109 37.533430,G : 127.116109 37.533430; G : 127.117476 37.533267,G : 127.117476 37.533267; G : 127.118855 37.533201,G : 127.118855 37.533201; G : 127.120236 37.533230,G : 127.120236 37.533230; G : 127.121609 37.533354,G : 127.121609 37.533354; G : 127.122963 37.533574,G : 127.122963 37.533574; G : 127.123227 37.533628,I : 127.123227 37.533628; I : 127.119048 37.544741,J : 127.119048 37.544741; J : 127.119048 37.544741,K : 127.119048 37.544741; K : 127.118787 37.545258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-2,UAM0049,6인승,6,봉천,1,1,06:40:52,수서·문정,2,3,07:02:41,06:39:52,06:40:52,06:45:52,06:47:52,07:02:41,07:04:41,07:09:41,07:15:41,A : 126.943283 37.482611; A : 126.943603 37.482575,B : 126.943603 37.482575; B : 126.943603 37.482575,C : 126.943603 37.482575; C : 126.926657 37.485022,E : 126.926657 37.485022; E : 126.926956 37.486097,E : 126.926956 37.486097; E : 126.927371 37.487146,E : 126.927371 37.487146; E : 126.927900 37.488163,E : 126.927900 37.488163; E : 126.928537 37.489139,E : 126.928537 37.489139; E : 126.929279 37.490067,E : 126.929279 37.490067; E : 126.930120 37.490940,E : 126.930120 37.490940; E : 126.931053 37.491752,E : 126.931053 37.491752; E : 126.932071 37.492495,E : 126.932071 37.492495; E : 126.933167 37.493165,E : 126.933167 37.493165; E : 126.934332 37.493756,E : 126.934332 37.493756; E : 126.935557 37.494265,E : 126.935557 37.494265; E : 126.936833 37.494686,E : 126.936833 37.494686; E : 126.938150 37.495017,E : 126.938150 37.495017; E : 126.939498 37.495255,E : 126.939498 37.495255; E : 126.940867 37.495398,E : 126.940867 37.495398; E : 126.942247 37.495446,E : 126.942247 37.495446; E : 126.943627 37.495398,E : 126.943627 37.495398; E : 126.944996 37.495255,E : 126.944996 37.495255; E : 126.946344 37.495017,E : 126.946344 37.495017; E : 126.947662 37.494686,E : 126.947662 37.494686; E : 126.948938 37.494265,E : 126.948938 37.494265; E : 126.950163 37.493756,E : 126.950163 37.493756; E : 126.951327 37.493165,E : 126.951327 37.493165; E : 126.952423 37.492495,E : 126.952423 37.492495; E : 126.953441 37.491752,E : 126.953441 37.491752; E : 126.954374 37.490940,E : 126.954374 37.490940; E : 126.955215 37.490067,E : 126.955215 37.490067; E : 126.955957 37.489139,E : 126.955957 37.489139; E : 126.956595 37.488163,E : 126.956595 37.488163; E : 126.957123 37.487146,E : 126.957123 37.487146; E : 126.957538 37.486097,E : 126.957538 37.486097; E : 126.957837 37.485022,E : 126.957837 37.485022; E : 126.958018 37.483931,E : 126.958018 37.483931; E : 126.958078 37.482832,E : 126.958078 37.482832; E : 126.958018 37.481733,E : 126.958018 37.481733; E : 126.957837 37.480642,E : 126.957837 37.480642; E : 126.957538 37.479567,F : 126.957538 37.479567 L-1000; F : 126.957253 37.478814 L-1000,F : 126.957253 37.478814 L-1000; F : 126.985909 37.471139 L-1000,F : 126.985909 37.471139 R-1000; F : 127.031917 37.471409 R-1000,G : 127.031917 37.471409; G : 127.071294 37.480637,G : 127.071294 37.480637; G : 127.072156 37.478629,G : 127.072156 37.478629; G : 127.073234 37.476688,G : 127.073234 37.476688; G : 127.074521 37.474830,G : 127.074521 37.474830; G : 127.076005 37.473068,G : 127.076005 37.473068; G : 127.077677 37.471416,G : 127.077677 37.471416; G : 127.079522 37.469886,G : 127.079522 37.469886; G : 127.081528 37.468490,G : 127.081528 37.468490; G : 127.083679 37.467239,G : 127.083679 37.467239; G : 127.085959 37.466143,G : 127.085959 37.466143; G : 127.088349 37.465208,G : 127.088349 37.465208; G : 127.090833 37.464444,G : 127.090833 37.464444; G : 127.093391 37.463855,G : 127.093391 37.463855; G : 127.096003 37.463446,G : 127.096003 37.463446; G : 127.098651 37.463219,G : 127.098651 37.463219; G : 127.101312 37.463178,G : 127.101312 37.463178; G : 127.103969 37.463322,G : 127.103969 37.463322; G : 127.106599 37.463650,G : 127.106599 37.463650; G : 127.109184 37.464159,G : 127.109184 37.464159; G : 127.111703 37.464846,G : 127.111703 37.464846; G : 127.114137 37.465705,G : 127.114137 37.465705; G : 127.116469 37.466730,G : 127.116469 37.466730; G : 127.118679 37.467913,G : 127.118679 37.467913; G : 127.120752 37.469246,G : 127.120752 37.469246; G : 127.122671 37.470717,G : 127.122671 37.470717; G : 127.124422 37.472316,G : 127.124422 37.472316; G : 127.125991 37.474030,G : 127.125991 37.474030; G : 127.127367 37.475847,G : 127.127367 37.475847; G : 127.128539 37.477753,G : 127.128539 37.477753; G : 127.129499 37.479733,G : 127.129499 37.479733; G : 127.130238 37.481772,G : 127.130238 37.481772; G : 127.130751 37.483854,G : 127.130751 37.483854; G : 127.131035 37.485964,G : 127.131035 37.485964; G : 127.131087 37.488086,G : 127.131087 37.488086; G : 127.130906 37.490204,G : 127.130906 37.490204; G : 127.130495 37.492301,G : 127.130495 37.492301; G : 127.129856 37.494361,G : 127.129856 37.494361; G : 127.128994 37.496369,G : 127.128994 37.496369; G : 127.127916 37.498310,G : 127.127916 37.498310; G : 127.126629 37.500168,G : 127.126629 37.500168; G : 127.125144 37.501930,G : 127.125144 37.501930; G : 127.123472 37.503582,G : 127.123472 37.503582; G : 127.121625 37.505112,G : 127.121625 37.505112; G : 127.119618 37.506507,G : 127.119618 37.506507; G : 127.117466 37.507758,H : 127.117466 37.507758; H : 127.115829 37.508567,I : 127.115829 37.508567; I : 127.099526 37.488114,J : 127.099526 37.488114; J : 127.099526 37.488114,K : 127.099526 37.488114; K : 127.100365 37.488011,,,,,,,,,
7-3,UAM0051,6인승,6,봉천,1,2,06:41:28,목동,2,3,07:04:39,06:40:28,06:41:28,06:47:52,06:49:52,07:04:39,07:06:39,07:11:39,07:17:39,A : 126.943093 37.482633; A : 126.943603 37.482575,B : 126.943603 37.482575; B : 126.943603 37.482575,C : 126.943603 37.482575; C : 126.926657 37.485022,E : 126.926657 37.485022; E : 126.926956 37.486097,E : 126.926956 37.486097; E : 126.927371 37.487146,E : 126.927371 37.487146; E : 126.927900 37.488163,E : 126.927900 37.488163; E : 126.928537 37.489139,E : 126.928537 37.489139; E : 126.929279 37.490067,E : 126.929279 37.490067; E : 126.930120 37.490940,E : 126.930120 37.490940; E : 126.931053 37.491752,E : 126.931053 37.491752; E : 126.932071 37.492495,F : 126.932071 37.492495 R-1000; F : 126.932231 37.492601 R-1000,F : 126.932231 37.492601 R-1000; F : 126.908231 37.516010 R-1000,G : 126.908231 37.516010; G : 126.886762 37.522981,G : 126.886762 37.522981; G : 126.886349 37.522267,G : 126.886349 37.522267; G : 126.885861 37.521584,G : 126.885861 37.521584; G : 126.885299 37.520938,G : 126.885299 37.520938; G : 126.884669 37.520333,G : 126.884669 37.520333; G : 126.883975 37.519774,G : 126.883975 37.519774; G : 126.883223 37.519265,G : 126.883223 37.519265; G : 126.882418 37.518811,G : 126.882418 37.518811; G : 126.881566 37.518414,G : 126.881566 37.518414; G : 126.880674 37.518078,G : 126.880674 37.518078; G : 126.879749 37.517805,G : 126.879749 37.517805; G : 126.878797 37.517597,G : 126.878797 37.517597; G : 126.877826 37.517456,G : 126.877826 37.517456; G : 126.876844 37.517383,G : 126.876844 37.517383; G : 126.875857 37.517379,G : 126.875857 37.517379; G : 126.874873 37.517443,G : 126.874873 37.517443; G : 126.873901 37.517575,G : 126.873901 37.517575; G : 126.872946 37.517774,G : 126.872946 37.517774; G : 126.872017 37.518039,G : 126.872017 37.518039; G : 126.871120 37.518367,G : 126.871120 37.518367; G : 126.870263 37.518756,G : 126.870263 37.518756; G : 126.869451 37.519204,G : 126.869451 37.519204; G : 126.868692 37.519706,G : 126.868692 37.519706; G : 126.867990 37.520258,G : 126.867990 37.520258; G : 126.867352 37.520858,G : 126.867352 37.520858; G : 126.866781 37.521499,G : 126.866781 37.521499; G : 126.866283 37.522177,G : 126.866283 37.522177; G : 126.865861 37.522888,G : 126.865861 37.522888; G : 126.865518 37.523625,G : 126.865518 37.523625; G : 126.865257 37.524383,G : 126.865257 37.524383; G : 126.865081 37.525156,G : 126.865081 37.525156; G : 126.864989 37.525939,G : 126.864989 37.525939; G : 126.864975 37.526383,I : 126.864975 37.526383; I : 126.877653 37.526395,J : 126.877653 37.526395; J : 126.877653 37.526395,K : 126.877653 37.526395; K : 126.876873 37.526126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-4,UAM0082,6인승,6,봉천,1,1,06:47:56,강남,2,2,07:13:10,06:46:56,06:47:56,06:52:56,06:54:56,07:13:10,07:15:10,07:20:10,07:26:10,A : 126.943283 37.482611; A : 126.943603 37.482575,B : 126.943603 37.482575; B : 126.943603 37.482575,C : 126.943603 37.482575; C : 126.926657 37.485022,E : 126.926657 37.485022; E : 126.926956 37.486097,E : 126.926956 37.486097; E : 126.927371 37.487146,E : 126.927371 37.487146; E : 126.927900 37.488163,E : 126.927900 37.488163; E : 126.928537 37.489139,E : 126.928537 37.489139; E : 126.929279 37.490067,E : 126.929279 37.490067; E : 126.930120 37.490940,E : 126.930120 37.490940; E : 126.931053 37.491752,E : 126.931053 37.491752; E : 126.932071 37.492495,E : 126.932071 37.492495; E : 126.933167 37.493165,E : 126.933167 37.493165; E : 126.934332 37.493756,E : 126.934332 37.493756; E : 126.935557 37.494265,E : 126.935557 37.494265; E : 126.936833 37.494686,E : 126.936833 37.494686; E : 126.938150 37.495017,E : 126.938150 37.495017; E : 126.939498 37.495255,E : 126.939498 37.495255; E : 126.940867 37.495398,E : 126.940867 37.495398; E : 126.942247 37.495446,E : 126.942247 37.495446; E : 126.943627 37.495398,E : 126.943627 37.495398; E : 126.944996 37.495255,E : 126.944996 37.495255; E : 126.946344 37.495017,E : 126.946344 37.495017; E : 126.947662 37.494686,E : 126.947662 37.494686; E : 126.948938 37.494265,E : 126.948938 37.494265; E : 126.950163 37.493756,E : 126.950163 37.493756; E : 126.951327 37.493165,E : 126.951327 37.493165; E : 126.952423 37.492495,E : 126.952423 37.492495; E : 126.953441 37.491752,E : 126.953441 37.491752; E : 126.954374 37.490940,E : 126.954374 37.490940; E : 126.955215 37.490067,E : 126.955215 37.490067; E : 126.955957 37.489139,E : 126.955957 37.489139; E : 126.956595 37.488163,E : 126.956595 37.488163; E : 126.957123 37.487146,E : 126.957123 37.487146; E : 126.957538 37.486097,E : 126.957538 37.486097; E : 126.957837 37.485022,E : 126.957837 37.485022; E : 126.958018 37.483931,E : 126.958018 37.483931; E : 126.958078 37.482832,E : 126.958078 37.482832; E : 126.958018 37.481733,E : 126.958018 37.481733; E : 126.957837 37.480642,E : 126.957837 37.480642; E : 126.957538 37.479567,F : 126.957538 37.479567 L-1000; F : 126.957253 37.478814 L-1000,F : 126.957253 37.478814 L-1000; F : 126.985909 37.471139 L-1000,G : 126.985909 37.471139; G : 126.999969 37.480600,G : 126.999969 37.480600; G : 127.001774 37.479040,G : 127.001774 37.479040; G : 127.003742 37.477611,G : 127.003742 37.477611; G : 127.005860 37.476324,G : 127.005860 37.476324; G : 127.008110 37.475189,G : 127.008110 37.475189; G : 127.010476 37.474215,G : 127.010476 37.474215; G : 127.012939 37.473408,G : 127.012939 37.473408; G : 127.015481 37.472776,G : 127.015481 37.472776; G : 127.018082 37.472323,G : 127.018082 37.472323; G : 127.020723 37.472053,G : 127.020723 37.472053; G : 127.023384 37.471967,G : 127.023384 37.471967; G : 127.026044 37.472066,G : 127.026044 37.472066; G : 127.028682 37.472349,G : 127.028682 37.472349; G : 127.031280 37.472815,G : 127.031280 37.472815; G : 127.033817 37.473459,G : 127.033817 37.473459; G : 127.036274 37.474277,G : 127.036274 37.474277; G : 127.038632 37.475263,G : 127.038632 37.475263; G : 127.040874 37.476409,G : 127.040874 37.476409; G : 127.042982 37.477706,G : 127.042982 37.477706; G : 127.044939 37.479144,G : 127.044939 37.479144; G : 127.046732 37.480713,G : 127.046732 37.480713; G : 127.048347 37.482401,G : 127.048347 37.482401; G : 127.049771 37.484194,G : 127.049771 37.484194; G : 127.050994 37.486080,G : 127.050994 37.486080; G : 127.052005 37.488043,G : 127.052005 37.488043; G : 127.052799 37.490069,G : 127.052799 37.490069; G : 127.053367 37.492143,G : 127.053367 37.492143; G : 127.053707 37.494248,G : 127.053707 37.494248; G : 127.053815 37.496368,G : 127.053815 37.496368; G : 127.053691 37.498488,G : 127.053691 37.498488; G : 127.053335 37.500591,G : 127.053335 37.500591; G : 127.052750 37.502662,G : 127.052750 37.502662; G : 127.051942 37.504684,G : 127.051942 37.504684; G : 127.050915 37.506643,G : 127.050915 37.506643; G : 127.049678 37.508522,G : 127.049678 37.508522; G : 127.048239 37.510309,G : 127.048239 37.510309; G : 127.046611 37.511988,G : 127.046611 37.511988; G : 127.044805 37.513549,G : 127.044805 37.513549; G : 127.042836 37.514978,G : 127.042836 37.514978; G : 127.040717 37.516265,G : 127.040717 37.516265; G : 127.038466 37.517400,G : 127.038466 37.517400; G : 127.036099 37.518374,G : 127.036099 37.518374; G : 127.033634 37.519180,G : 127.033634 37.519180; G : 127.031091 37.519812,G : 127.031091 37.519812; G : 127.028488 37.520265,G : 127.028488 37.520265; G : 127.025845 37.520536,G : 127.025845 37.520536; G : 127.023183 37.520622,G : 127.023183 37.520622; G : 127.020521 37.520523,G : 127.020521 37.520523; G : 127.017881 37.520239,G : 127.017881 37.520239; G : 127.015281 37.519774,G : 127.015281 37.519774; G : 127.012743 37.519129,G : 127.012743 37.519129; G : 127.010284 37.518311,G : 127.010284 37.518311; G : 127.007924 37.517326,G : 127.007924 37.517326; G : 127.005682 37.516180,G : 127.005682 37.516180; G : 127.003573 37.514883,H : 127.003573 37.514883; H : 127.001680 37.513497,I : 127.001680 37.513497; I : 127.024055 37.495426,J : 127.024055 37.495426; J : 127.024055 37.495426,K : 127.024055 37.495426; K : 127.023433 37.495679
7-5,UAM0086,6인승,6,봉천,1,2,06:48:41,마곡,2,4,07:06:39,06:47:41,06:48:41,06:54:56,06:56:56,07:06:39,07:08:39,07:13:39,07:19:39,A : 126.943093 37.482633; A : 126.943603 37.482575,B : 126.943603 37.482575; B : 126.943603 37.482575,C : 126.943603 37.482575; C : 126.926657 37.485022,E : 126.926657 37.485022; E : 126.926956 37.486097,E : 126.926956 37.486097; E : 126.927371 37.487146,E : 126.927371 37.487146; E : 126.927900 37.488163,E : 126.927900 37.488163; E : 126.928537 37.489139,E : 126.928537 37.489139; E : 126.929279 37.490067,E : 126.929279 37.490067; E : 126.930120 37.490940,E : 126.930120 37.490940; E : 126.931053 37.491752,E : 126.931053 37.491752; E : 126.932071 37.492495,F : 126.932071 37.492495 R-1000; F : 126.932231 37.492601 R-1000,F : 126.932231 37.492601 R-1000; F : 126.908231 37.516010 R-1000,F : 126.908231 37.516010 R-1000; F : 126.888889 37.530697 R-1000,F : 126.888889 37.530697 R-1000; F : 126.876557 37.553943 R-1000,F : 126.876557 37.553943 R-1000; F : 126.861732 37.569530 R-1000,F : 126.861732 37.569530 L-1000; F : 126.831963 37.566287 L-1000,G : 126.831963 37.566287; G : 126.822357 37.565662,G : 126.822357 37.565662; G : 126.822024 37.567767,G : 126.822024 37.567767; G : 126.821461 37.569842,G : 126.821461 37.569842; G : 126.820674 37.571869,G : 126.820674 37.571869; G : 126.819668 37.573835,G : 126.819668 37.573835; G : 126.818450 37.575723,G : 126.818450 37.575723; G : 126.817030 37.577519,G : 126.817030 37.577519; G : 126.815419 37.579210,G : 126.815419 37.579210; G : 126.813629 37.580783,G : 126.813629 37.580783; G : 126.811673 37.582226,G : 126.811673 37.582226; G : 126.809567 37.583527,G : 126.809567 37.583527; G : 126.807326 37.584678,G : 126.807326 37.584678; G : 126.804967 37.585668,G : 126.804967 37.585668; G : 126.802510 37.586492,G : 126.802510 37.586492; G : 126.799971 37.587141,G : 126.799971 37.587141; G : 126.797370 37.587612,G : 126.797370 37.587612; G : 126.794729 37.587901,G : 126.794729 37.587901; G : 126.792065 37.588006,G : 126.792065 37.588006; G : 126.789400 37.587925,G : 126.789400 37.587925; G : 126.786754 37.587660,G : 126.786754 37.587660; G : 126.784147 37.587213,G : 126.784147 37.587213; G : 126.781599 37.586586,G : 126.781599 37.586586; G : 126.779130 37.585785,H : 126.779130 37.585785; H : 126.778972 37.585727,I : 126.778972 37.585727; I : 126.792977 37.562978,J : 126.792977 37.562978; J : 126.792977 37.562978,K : 126.792977 37.562978; K : 126.792007 37.563222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-6,UAM0093,6인승,6,봉천,1,1,06:49:58,성수,2,3,07:14:15,06:48:58,06:49:58,06:56:56,06:58:56,07:14:15,07:16:15,07:21:15,07:27:15,A : 126.943283 37.482611; A : 126.943603 37.482575,B : 126.943603 37.482575; B : 126.943603 37.482575,C : 126.943603 37.482575; C : 126.926657 37.485022,E : 126.926657 37.485022; E : 126.926956 37.486097,E : 126.926956 37.486097; E : 126.927371 37.487146,E : 126.927371 37.487146; E : 126.927900 37.488163,E : 126.927900 37.488163; E : 126.928537 37.489139,E : 126.928537 37.489139; E : 126.929279 37.490067,E : 126.929279 37.490067; E : 126.930120 37.490940,E : 126.930120 37.490940; E : 126.931053 37.491752,E : 126.931053 37.491752; E : 126.932071 37.492495,E : 126.932071 37.492495; E : 126.933167 37.493165,E : 126.933167 37.493165; E : 126.934332 37.493756,E : 126.934332 37.493756; E : 126.935557 37.494265,E : 126.935557 37.494265; E : 126.936833 37.494686,E : 126.936833 37.494686; E : 126.938150 37.495017,E : 126.938150 37.495017; E : 126.939498 37.495255,E : 126.939498 37.495255; E : 126.940867 37.495398,E : 126.940867 37.495398; E : 126.942247 37.495446,E : 126.942247 37.495446; E : 126.943627 37.495398,E : 126.943627 37.495398; E : 126.944996 37.495255,E : 126.944996 37.495255; E : 126.946344 37.495017,E : 126.946344 37.495017; E : 126.947662 37.494686,E : 126.947662 37.494686; E : 126.948938 37.494265,E : 126.948938 37.494265; E : 126.950163 37.493756,E : 126.950163 37.493756; E : 126.951327 37.493165,E : 126.951327 37.493165; E : 126.952423 37.492495,E : 126.952423 37.492495; E : 126.953441 37.491752,E : 126.953441 37.491752; E : 126.954374 37.490940,E : 126.954374 37.490940; E : 126.955215 37.490067,E : 126.955215 37.490067; E : 126.955957 37.489139,E : 126.955957 37.489139; E : 126.956595 37.488163,E : 126.956595 37.488163; E : 126.957123 37.487146,E : 126.957123 37.487146; E : 126.957538 37.486097,E : 126.957538 37.486097; E : 126.957837 37.485022,E : 126.957837 37.485022; E : 126.958018 37.483931,E : 126.958018 37.483931; E : 126.958078 37.482832,E : 126.958078 37.482832; E : 126.958018 37.481733,E : 126.958018 37.481733; E : 126.957837 37.480642,E : 126.957837 37.480642; E : 126.957538 37.479567,F : 126.957538 37.479567 L-1000; F : 126.957253 37.478814 L-1000,F : 126.957253 37.478814 L-1000; F : 126.985909 37.471139 L-1000,F : 126.985909 37.471139 R-1000; F : 127.031917 37.471409 R-1000,F : 127.031917 37.471409 R-1000; F : 127.073518 37.497719 R-1000,F : 127.073518 37.497719 R-1000; F : 127.064019 37.526462 R-1000,G : 127.064019 37.526462; G : 127.054553 37.531717,G : 127.054553 37.531717; G : 127.053714 37.530842,G : 127.053714 37.530842; G : 127.052782 37.530029,G : 127.052782 37.530029; G : 127.051766 37.529284,G : 127.051766 37.529284; G : 127.050671 37.528612,G : 127.050671 37.528612; G : 127.049508 37.528019,G : 127.049508 37.528019; G : 127.048283 37.527509,G : 127.048283 37.527509; G : 127.047008 37.527085,G : 127.047008 37.527085; G : 127.045691 37.526752,G : 127.045691 37.526752; G : 127.044343 37.526512,G : 127.044343 37.526512; G : 127.042974 37.526366,G : 127.042974 37.526366; G : 127.041593 37.526315,G : 127.041593 37.526315; G : 127.040213 37.526361,G : 127.040213 37.526361; G : 127.038843 37.526502,G : 127.038843 37.526502; G : 127.037493 37.526738,G : 127.037493 37.526738; G : 127.036174 37.527067,G : 127.036174 37.527067; G : 127.034897 37.527486,G : 127.034897 37.527486; G : 127.033670 37.527992,G : 127.033670 37.527992; G : 127.032503 37.528581,G : 127.032503 37.528581; G : 127.031405 37.529249,G : 127.031405 37.529249; G : 127.030384 37.529991,G : 127.030384 37.529991; G : 127.030360 37.530010,I : 127.030360 37.530010; I : 127.042050 37.540032,J : 127.042050 37.540032; J : 127.042050 37.540032,K : 127.042050 37.540032; K : 127.042172 37.539362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
