LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102
6-1,UAM0009,6인승,6,미아,1,1,06:31:34,영등포·여의도,2,1,06:49:08,06:30:34,06:31:34,06:36:34,06:38:34,06:49:08,06:51:08,06:56:08,07:02:08,A : 127.026176 37.629463; A : 127.026266 37.629214,B : 127.026266 37.629214; B : 127.026266 37.629214,C : 127.026266 37.629214; C : 127.014839 37.621287,E : 127.014839 37.621287; E : 127.015859 37.620544,E : 127.015859 37.620544; E : 127.016956 37.619874,E : 127.016956 37.619874; E : 127.018123 37.619283,E : 127.018123 37.619283; E : 127.019350 37.618775,E : 127.019350 37.618775; E : 127.020628 37.618354,E : 127.020628 37.618354; E : 127.021947 37.618023,E : 127.021947 37.618023; E : 127.023298 37.617785,E : 127.023298 37.617785; E : 127.024669 37.617641,F : 127.024669 37.617641 L-2000; F : 127.025494 37.617601 L-2000,F : 127.025494 37.617601 L-2000; F : 127.023645 37.575830 L-2000,F : 127.023645 37.575830 L-2000; F : 126.976395 37.570036 L-2000,F : 126.976395 37.570036 R-2000; F : 126.952104 37.570244 R-2000,F : 126.952104 37.570244 L-2000; F : 126.923837 37.557195 L-2000,F : 126.923837 37.557195 L-2000; F : 126.892004 37.552674 L-2000,F : 126.892004 37.552674 L-2000; F : 126.902981 37.542403 L-2000,F : 126.902981 37.542403 L-2000; F : 126.908186 37.516003 L-2000,G : 126.908186 37.516003; G : 126.911071 37.518072,G : 126.911071 37.518072; G : 126.910192 37.518921,G : 126.910192 37.518921; G : 126.909409 37.519828,G : 126.909409 37.519828; G : 126.908729 37.520786,G : 126.908729 37.520786; G : 126.908156 37.521787,G : 126.908156 37.521787; G : 126.907694 37.522825,G : 126.907694 37.522825; G : 126.907348 37.523890,G : 126.907348 37.523890; G : 126.907120 37.524975,G : 126.907120 37.524975; G : 126.907011 37.526072,G : 126.907011 37.526072; G : 126.907023 37.527173,G : 126.907023 37.527173; G : 126.907155 37.528268,G : 126.907155 37.528268; G : 126.907407 37.529350,G : 126.907407 37.529350; G : 126.907776 37.530411,G : 126.907776 37.530411; G : 126.908260 37.531441,G : 126.908260 37.531441; G : 126.908854 37.532435,G : 126.908854 37.532435; G : 126.909555 37.533383,G : 126.909555 37.533383; G : 126.910358 37.534279,G : 126.910358 37.534279; G : 126.911255 37.535116,G : 126.911255 37.535116; G : 126.912240 37.535887,G : 126.912240 37.535887; G : 126.913306 37.536588,G : 126.913306 37.536588; G : 126.914445 37.537211,G : 126.914445 37.537211; G : 126.915648 37.537753,G : 126.915648 37.537753; G : 126.916905 37.538209,G : 126.916905 37.538209; G : 126.918208 37.538577,G : 126.918208 37.538577; G : 126.919545 37.538853,G : 126.919545 37.538853; G : 126.920908 37.539034,G : 126.920908 37.539034; G : 126.922286 37.539121,G : 126.922286 37.539121; G : 126.922841 37.539129,I : 126.922841 37.539129; I : 126.923810 37.527377,J : 126.923810 37.527377; J : 126.923810 37.527377,K : 126.923810 37.527377; K : 126.923840 37.526923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-2,UAM0020,6인승,6,미아,1,1,06:34:36,목동,2,2,06:54:39,06:33:36,06:34:36,06:39:36,06:41:36,06:54:39,06:56:39,07:01:39,07:07:39,A : 127.026176 37.629463; A : 127.026266 37.629214,B : 127.026266 37.629214; B : 127.026266 37.629214,C : 127.026266 37.629214; C : 127.014839 37.621287,E : 127.014839 37.621287; E : 127.015859 37.620544,E : 127.015859 37.620544; E : 127.016956 37.619874,E : 127.016956 37.619874; E : 127.018123 37.619283,E : 127.018123 37.619283; E : 127.019350 37.618775,E : 127.019350 37.618775; E : 127.020628 37.618354,E : 127.020628 37.618354; E : 127.021947 37.618023,E : 127.021947 37.618023; E : 127.023298 37.617785,E : 127.023298 37.617785; E : 127.024669 37.617641,F : 127.024669 37.617641 L-2000; F : 127.025494 37.617601 L-2000,F : 127.025494 37.617601 L-2000; F : 127.023645 37.575830 L-2000,F : 127.023645 37.575830 L-2000; F : 126.976395 37.570036 L-2000,F : 126.976395 37.570036 R-2000; F : 126.952104 37.570244 R-2000,F : 126.952104 37.570244 L-2000; F : 126.923837 37.557195 L-2000,F : 126.923837 37.557195 L-2000; F : 126.892004 37.552674 L-2000,G : 126.892004 37.552674; G : 126.881105 37.534506,G : 126.881105 37.534506; G : 126.881976 37.534137,G : 126.881976 37.534137; G : 126.882804 37.533708,G : 126.882804 37.533708; G : 126.883581 37.533224,G : 126.883581 37.533224; G : 126.884303 37.532688,G : 126.884303 37.532688; G : 126.884963 37.532103,G : 126.884963 37.532103; G : 126.885556 37.531475,G : 126.885556 37.531475; G : 126.886079 37.530808,G : 126.886079 37.530808; G : 126.886527 37.530108,G : 126.886527 37.530108; G : 126.886896 37.529379,G : 126.886896 37.529379; G : 126.887184 37.528627,G : 126.887184 37.528627; G : 126.887388 37.527858,G : 126.887388 37.527858; G : 126.887508 37.527078,G : 126.887508 37.527078; G : 126.887542 37.526292,G : 126.887542 37.526292; G : 126.887490 37.525507,G : 126.887490 37.525507; G : 126.887352 37.524729,G : 126.887352 37.524729; G : 126.887130 37.523963,G : 126.887130 37.523963; G : 126.886824 37.523216,G : 126.886824 37.523216; G : 126.886438 37.522492,G : 126.886438 37.522492; G : 126.885974 37.521798,G : 126.885974 37.521798; G : 126.885436 37.521139,G : 126.885436 37.521139; G : 126.884828 37.520520,G : 126.884828 37.520520; G : 126.884155 37.519946,G : 126.884155 37.519946; G : 126.883421 37.519420,G : 126.883421 37.519420; G : 126.882633 37.518947,G : 126.882633 37.518947; G : 126.881796 37.518531,G : 126.881796 37.518531; G : 126.880916 37.518175,G : 126.880916 37.518175; G : 126.880001 37.517881,G : 126.880001 37.517881; G : 126.879057 37.517651,G : 126.879057 37.517651; G : 126.878092 37.517488,G : 126.878092 37.517488; G : 126.877113 37.517393,G : 126.877113 37.517393; G : 126.876126 37.517366,G : 126.876126 37.517366; G : 126.875141 37.517407,G : 126.875141 37.517407; G : 126.874164 37.517517,G : 126.874164 37.517517; G : 126.873202 37.517694,G : 126.873202 37.517694; G : 126.872264 37.517938,G : 126.872264 37.517938; G : 126.871356 37.518245,G : 126.871356 37.518245; G : 126.870485 37.518615,G : 126.870485 37.518615; G : 126.869658 37.519043,G : 126.869658 37.519043; G : 126.868880 37.519527,G : 126.868880 37.519527; G : 126.868159 37.520064,G : 126.868159 37.520064; G : 126.867499 37.520648,G : 126.867499 37.520648; G : 126.866906 37.521276,G : 126.866906 37.521276; G : 126.866383 37.521943,G : 126.866383 37.521943; G : 126.865936 37.522643,G : 126.865936 37.522643; G : 126.865566 37.523372,G : 126.865566 37.523372; G : 126.865278 37.524124,G : 126.865278 37.524124; G : 126.865074 37.524893,G : 126.865074 37.524893; G : 126.864954 37.525673,G : 126.864954 37.525673; G : 126.864919 37.526376,I : 126.864919 37.526376; I : 126.877653 37.526395,J : 126.877653 37.526395; J : 126.877653 37.526395,K : 126.877653 37.526395; K : 126.877061 37.526100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-3,UAM0021,6인승,6,미아,1,2,06:34:39,잠실,2,3,06:57:06,06:33:39,06:34:39,06:41:36,06:43:36,06:57:06,06:59:06,07:04:06,07:10:06,A : 127.026124 37.629610; A : 127.026266 37.629214,B : 127.026266 37.629214; B : 127.026266 37.629214,C : 127.026266 37.629214; C : 127.014839 37.621287,E : 127.014839 37.621287; E : 127.015859 37.620544,E : 127.015859 37.620544; E : 127.016956 37.619874,E : 127.016956 37.619874; E : 127.018123 37.619283,E : 127.018123 37.619283; E : 127.019350 37.618775,E : 127.019350 37.618775; E : 127.020628 37.618354,E : 127.020628 37.618354; E : 127.021947 37.618023,E : 127.021947 37.618023; E : 127.023298 37.617785,E : 127.023298 37.617785; E : 127.024669 37.617641,E : 127.024669 37.617641; E : 127.026051 37.617593,E : 127.026051 37.617593; E : 127.027433 37.617641,E : 127.027433 37.617641; E : 127.028805 37.617785,E : 127.028805 37.617785; E : 127.030156 37.618023,E : 127.030156 37.618023; E : 127.031475 37.618354,E : 127.031475 37.618354; E : 127.032753 37.618775,E : 127.032753 37.618775; E : 127.033980 37.619283,E : 127.033980 37.619283; E : 127.035147 37.619874,E : 127.035147 37.619874; E : 127.036244 37.620544,E : 127.036244 37.620544; E : 127.037264 37.621287,E : 127.037264 37.621287; E : 127.038199 37.622099,E : 127.038199 37.622099; E : 127.039041 37.622972,E : 127.039041 37.622972; E : 127.039784 37.623900,E : 127.039784 37.623900; E : 127.040423 37.624876,F : 127.040423 37.624876 R-2000; F : 127.040875 37.625727 R-2000,F : 127.040875 37.625727 L-2000; F : 127.071220 37.616556 L-2000,F : 127.071220 37.616556 L-2000; F : 127.085215 37.596636 L-2000,F : 127.085215 37.596636 L-2000; F : 127.077225 37.580966 L-2000,F : 127.077225 37.580966 L-2000; F : 127.069342 37.540220 L-2000,G : 127.069342 37.540220; G : 127.069175 37.524104,G : 127.069175 37.524104; G : 127.068189 37.524076,G : 127.068189 37.524076; G : 127.067209 37.523980,G : 127.067209 37.523980; G : 127.066244 37.523816,G : 127.066244 37.523816; G : 127.065300 37.523586,G : 127.065300 37.523586; G : 127.064386 37.523291,G : 127.064386 37.523291; G : 127.063506 37.522934,G : 127.063506 37.522934; G : 127.062670 37.522517,G : 127.062670 37.522517; G : 127.061882 37.522044,G : 127.061882 37.522044; G : 127.061149 37.521517,G : 127.061149 37.521517; G : 127.060476 37.520942,G : 127.060476 37.520942; G : 127.059869 37.520323,G : 127.059869 37.520323; G : 127.059332 37.519663,G : 127.059332 37.519663; G : 127.058869 37.518969,G : 127.058869 37.518969; G : 127.058484 37.518245,G : 127.058484 37.518245; G : 127.058179 37.517498,G : 127.058179 37.517498; G : 127.057958 37.516732,G : 127.057958 37.516732; G : 127.057821 37.515953,G : 127.057821 37.515953; G : 127.057770 37.515168,G : 127.057770 37.515168; G : 127.057805 37.514383,G : 127.057805 37.514383; G : 127.057925 37.513603,G : 127.057925 37.513603; G : 127.058131 37.512834,G : 127.058131 37.512834; G : 127.058420 37.512082,G : 127.058420 37.512082; G : 127.058790 37.511354,G : 127.058790 37.511354; G : 127.059238 37.510653,G : 127.059238 37.510653; G : 127.059762 37.509987,G : 127.059762 37.509987; G : 127.060356 37.509359,G : 127.060356 37.509359; G : 127.061016 37.508776,G : 127.061016 37.508776; G : 127.061738 37.508240,G : 127.061738 37.508240; G : 127.062516 37.507756,G : 127.062516 37.507756; G : 127.063344 37.507328,G : 127.063344 37.507328; G : 127.064215 37.506960,G : 127.064215 37.506960; G : 127.065123 37.506653,G : 127.065123 37.506653; G : 127.066062 37.506410,G : 127.066062 37.506410; G : 127.067023 37.506234,G : 127.067023 37.506234; G : 127.068000 37.506125,G : 127.068000 37.506125; G : 127.068986 37.506084,G : 127.068986 37.506084; G : 127.069972 37.506112,G : 127.069972 37.506112; G : 127.070951 37.506208,G : 127.070951 37.506208; G : 127.071916 37.506372,G : 127.071916 37.506372; G : 127.072859 37.506602,G : 127.072859 37.506602; G : 127.073774 37.506897,G : 127.073774 37.506897; G : 127.074653 37.507254,G : 127.074653 37.507254; G : 127.075489 37.507671,G : 127.075489 37.507671; G : 127.076277 37.508144,G : 127.076277 37.508144; G : 127.077010 37.508670,G : 127.077010 37.508670; G : 127.077683 37.509245,G : 127.077683 37.509245; G : 127.078290 37.509865,G : 127.078290 37.509865; G : 127.078827 37.510524,G : 127.078827 37.510524; G : 127.079290 37.511219,G : 127.079290 37.511219; G : 127.079675 37.511942,G : 127.079675 37.511942; G : 127.079979 37.512690,G : 127.079979 37.512690; G : 127.080201 37.513456,G : 127.080201 37.513456; G : 127.080338 37.514234,G : 127.080338 37.514234; G : 127.080389 37.515019,G : 127.080389 37.515019; G : 127.080354 37.515805,G : 127.080354 37.515805; G : 127.080233 37.516585,G : 127.080233 37.516585; G : 127.080028 37.517354,G : 127.080028 37.517354; G : 127.079739 37.518105,G : 127.079739 37.518105; G : 127.079369 37.518834,G : 127.079369 37.518834; G : 127.078920 37.519534,G : 127.078920 37.519534; G : 127.078397 37.520201,G : 127.078397 37.520201; G : 127.077803 37.520828,G : 127.077803 37.520828; G : 127.077142 37.521412,G : 127.077142 37.521412; G : 127.077076 37.521465,I : 127.077076 37.521465; I : 127.069386 37.514096,J : 127.069386 37.514096; J : 127.069386 37.514096,K : 127.069386 37.514096; K : 127.068837 37.514612,,,,
6-4,UAM0031,6인승,6,미아,1,1,06:36:33,성수,2,1,06:54:04,06:35:33,06:36:33,06:43:36,06:45:36,06:54:04,06:56:04,07:01:04,07:07:04,A : 127.026176 37.629463; A : 127.026266 37.629214,B : 127.026266 37.629214; B : 127.026266 37.629214,C : 127.026266 37.629214; C : 127.014839 37.621287,E : 127.014839 37.621287; E : 127.015859 37.620544,E : 127.015859 37.620544; E : 127.016956 37.619874,E : 127.016956 37.619874; E : 127.018123 37.619283,E : 127.018123 37.619283; E : 127.019350 37.618775,E : 127.019350 37.618775; E : 127.020628 37.618354,E : 127.020628 37.618354; E : 127.021947 37.618023,E : 127.021947 37.618023; E : 127.023298 37.617785,E : 127.023298 37.617785; E : 127.024669 37.617641,F : 127.024669 37.617641 L-2000; F : 127.025494 37.617601 L-2000,F : 127.025494 37.617601 L-2000; F : 127.023645 37.575830 L-2000,F : 127.023645 37.575830 R-2000; F : 127.049203 37.581397 R-2000,F : 127.049203 37.581397 L-2000; F : 127.038361 37.562045 L-2000,G : 127.038361 37.562045; G : 127.039888 37.551454,G : 127.039888 37.551454; G : 127.041267 37.551532,G : 127.041267 37.551532; G : 127.042649 37.551514,G : 127.042649 37.551514; G : 127.044024 37.551400,G : 127.044024 37.551400; G : 127.045381 37.551191,G : 127.045381 37.551191; G : 127.046710 37.550888,G : 127.046710 37.550888; G : 127.048000 37.550495,G : 127.048000 37.550495; G : 127.049243 37.550014,G : 127.049243 37.550014; G : 127.050428 37.549448,G : 127.050428 37.549448; G : 127.051547 37.548802,G : 127.051547 37.548802; G : 127.052591 37.548080,G : 127.052591 37.548080; G : 127.053552 37.547289,G : 127.053552 37.547289; G : 127.054423 37.546435,G : 127.054423 37.546435; G : 127.055197 37.545523,G : 127.055197 37.545523; G : 127.055868 37.544561,G : 127.055868 37.544561; G : 127.056431 37.543556,G : 127.056431 37.543556; G : 127.056882 37.542516,G : 127.056882 37.542516; G : 127.057218 37.541448,G : 127.057218 37.541448; G : 127.057435 37.540362,G : 127.057435 37.540362; G : 127.057533 37.539264,G : 127.057533 37.539264; G : 127.057510 37.538164,G : 127.057510 37.538164; G : 127.057366 37.537069,G : 127.057366 37.537069; G : 127.057104 37.535989,G : 127.057104 37.535989; G : 127.056724 37.534931,G : 127.056724 37.534931; G : 127.056230 37.533903,G : 127.056230 37.533903; G : 127.055626 37.532913,G : 127.055626 37.532913; G : 127.054915 37.531970,G : 127.054915 37.531970; G : 127.054104 37.531079,G : 127.054104 37.531079; G : 127.053198 37.530248,G : 127.053198 37.530248; G : 127.052205 37.529482,G : 127.052205 37.529482; G : 127.051132 37.528789,G : 127.051132 37.528789; G : 127.049987 37.528173,G : 127.049987 37.528173; G : 127.048779 37.527639,G : 127.048779 37.527639; G : 127.047518 37.527190,G : 127.047518 37.527190; G : 127.046212 37.526831,G : 127.046212 37.526831; G : 127.044871 37.526564,G : 127.044871 37.526564; G : 127.043507 37.526391,G : 127.043507 37.526391; G : 127.042129 37.526313,G : 127.042129 37.526313; G : 127.040747 37.526331,G : 127.040747 37.526331; G : 127.039373 37.526445,G : 127.039373 37.526445; G : 127.038017 37.526654,G : 127.038017 37.526654; G : 127.036688 37.526957,G : 127.036688 37.526957; G : 127.035398 37.527350,G : 127.035398 37.527350; G : 127.034155 37.527831,G : 127.034155 37.527831; G : 127.032970 37.528397,G : 127.032970 37.528397; G : 127.031852 37.529043,G : 127.031852 37.529043; G : 127.030808 37.529765,G : 127.030808 37.529765; G : 127.030501 37.530003,I : 127.030501 37.530003; I : 127.042050 37.540032,J : 127.042050 37.540032; J : 127.042050 37.540032,K : 127.042050 37.540032; K : 127.042335 37.539639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-5,UAM0035,6인승,6,미아,1,2,06:37:01,사당·이수,2,1,07:00:18,06:36:01,06:37:01,06:45:36,06:47:36,07:00:18,07:02:18,07:07:18,07:13:18,A : 127.026124 37.629610; A : 127.026266 37.629214,B : 127.026266 37.629214; B : 127.026266 37.629214,C : 127.026266 37.629214; C : 127.014839 37.621287,E : 127.014839 37.621287; E : 127.015859 37.620544,E : 127.015859 37.620544; E : 127.016956 37.619874,E : 127.016956 37.619874; E : 127.018123 37.619283,E : 127.018123 37.619283; E : 127.019350 37.618775,E : 127.019350 37.618775; E : 127.020628 37.618354,E : 127.020628 37.618354; E : 127.021947 37.618023,E : 127.021947 37.618023; E : 127.023298 37.617785,E : 127.023298 37.617785; E : 127.024669 37.617641,E : 127.024669 37.617641; E : 127.026051 37.617593,E : 127.026051 37.617593; E : 127.027433 37.617641,E : 127.027433 37.617641; E : 127.028805 37.617785,E : 127.028805 37.617785; E : 127.030156 37.618023,E : 127.030156 37.618023; E : 127.031475 37.618354,E : 127.031475 37.618354; E : 127.032753 37.618775,E : 127.032753 37.618775; E : 127.033980 37.619283,E : 127.033980 37.619283; E : 127.035147 37.619874,E : 127.035147 37.619874; E : 127.036244 37.620544,E : 127.036244 37.620544; E : 127.037264 37.621287,E : 127.037264 37.621287; E : 127.038199 37.622099,E : 127.038199 37.622099; E : 127.039041 37.622972,E : 127.039041 37.622972; E : 127.039784 37.623900,E : 127.039784 37.623900; E : 127.040423 37.624876,F : 127.040423 37.624876 R-2000; F : 127.040875 37.625727 R-2000,F : 127.040875 37.625727 L-2000; F : 127.071220 37.616556 L-2000,F : 127.071220 37.616556 L-2000; F : 127.085215 37.596636 L-2000,F : 127.085215 37.596636 L-2000; F : 127.077225 37.580966 L-2000,F : 127.077225 37.580966 L-2000; F : 127.069342 37.540220 L-2000,F : 127.069342 37.540220 L-2000; F : 127.064209 37.526455 L-2000,F : 127.064209 37.526455 L-2000; F : 127.073712 37.497712 L-2000,F : 127.073712 37.497712 L-2000; F : 127.032097 37.471402 L-2000,G : 127.032097 37.471402; G : 126.998099 37.474378,G : 126.998099 37.474378; G : 126.998189 37.475476,G : 126.998189 37.475476; G : 126.998159 37.476576,G : 126.998159 37.476576; G : 126.998010 37.477670,G : 126.998010 37.477670; G : 126.997741 37.478749,G : 126.997741 37.478749; G : 126.997355 37.479806,G : 126.997355 37.479806; G : 126.996854 37.480832,G : 126.996854 37.480832; G : 126.996244 37.481819,G : 126.996244 37.481819; G : 126.995528 37.482760,G : 126.995528 37.482760; G : 126.994712 37.483647,G : 126.994712 37.483647; G : 126.993802 37.484475,G : 126.993802 37.484475; G : 126.992804 37.485236,G : 126.992804 37.485236; G : 126.991728 37.485925,G : 126.991728 37.485925; G : 126.990580 37.486537,G : 126.990580 37.486537; G : 126.989369 37.487066,G : 126.989369 37.487066; G : 126.988105 37.487510,G : 126.988105 37.487510; G : 126.986798 37.487864,G : 126.986798 37.487864; G : 126.985457 37.488126,G : 126.985457 37.488126; G : 126.984092 37.488293,G : 126.984092 37.488293; G : 126.982714 37.488366,G : 126.982714 37.488366; G : 126.981333 37.488342,G : 126.981333 37.488342; G : 126.979960 37.488223,G : 126.979960 37.488223; G : 126.978606 37.488008,G : 126.978606 37.488008; G : 126.977280 37.487701,G : 126.977280 37.487701; G : 126.975993 37.487302,G : 126.975993 37.487302; G : 126.974754 37.486816,G : 126.974754 37.486816; G : 126.973573 37.486245,G : 126.973573 37.486245; G : 126.972459 37.485594,G : 126.972459 37.485594; G : 126.971421 37.484869,G : 126.971421 37.484869; G : 126.970466 37.484074,G : 126.970466 37.484074; G : 126.969601 37.483216,G : 126.969601 37.483216; G : 126.968834 37.482302,G : 126.968834 37.482302; G : 126.968169 37.481337,G : 126.968169 37.481337; G : 126.967613 37.480330,G : 126.967613 37.480330; G : 126.967168 37.479288,G : 126.967168 37.479288; G : 126.966840 37.478219,G : 126.966840 37.478219; G : 126.966629 37.477131,G : 126.966629 37.477131; G : 126.966539 37.476033,G : 126.966539 37.476033; G : 126.966568 37.474933,G : 126.966568 37.474933; G : 126.966718 37.473839,G : 126.966718 37.473839; G : 126.966987 37.472760,G : 126.966987 37.472760; G : 126.967373 37.471703,G : 126.967373 37.471703; G : 126.967873 37.470677,G : 126.967873 37.470677; G : 126.968484 37.469690,G : 126.968484 37.469690; G : 126.969200 37.468749,G : 126.969200 37.468749; G : 126.970016 37.467862,G : 126.970016 37.467862; G : 126.970926 37.467034,G : 126.970926 37.467034; G : 126.971923 37.466273,G : 126.971923 37.466273; G : 126.972999 37.465584,G : 126.972999 37.465584; G : 126.974147 37.464972,G : 126.974147 37.464972; G : 126.975357 37.464442,G : 126.975357 37.464442; G : 126.976620 37.463999,G : 126.976620 37.463999; G : 126.977927 37.463645,G : 126.977927 37.463645; G : 126.979268 37.463383,G : 126.979268 37.463383; G : 126.980633 37.463215,G : 126.980633 37.463215; G : 126.982010 37.463143,G : 126.982010 37.463143; G : 126.983390 37.463167,G : 126.983390 37.463167; G : 126.984763 37.463286,G : 126.984763 37.463286; G : 126.986117 37.463501,G : 126.986117 37.463501; G : 126.987442 37.463808,G : 126.987442 37.463808; G : 126.988729 37.464207,G : 126.988729 37.464207; G : 126.989967 37.464693,G : 126.989967 37.464693; G : 126.991148 37.465264,G : 126.991148 37.465264; G : 126.992261 37.465914,G : 126.992261 37.465914; G : 126.993299 37.466640,G : 126.993299 37.466640; G : 126.993550 37.466835,I : 126.993550 37.466835; I : 126.983609 37.475838,J : 126.983609 37.475838; J : 126.983609 37.475838,K : 126.983609 37.475838; K : 126.983206 37.475516
6-6,UAM0039,6인승,6,미아,1,3,06:37:41,연신내·불광,2,2,06:58:21,06:36:41,06:37:41,06:47:36,06:49:36,06:58:21,07:00:21,07:05:21,07:11:21,A : 127.026071 37.629756; A : 127.026266 37.629214,B : 127.026266 37.629214; B : 127.026266 37.629214,C : 127.026266 37.629214; C : 127.014839 37.621287,E : 127.014839 37.621287; E : 127.015859 37.620544,E : 127.015859 37.620544; E : 127.016956 37.619874,E : 127.016956 37.619874; E : 127.018123 37.619283,E : 127.018123 37.619283; E : 127.019350 37.618775,E : 127.019350 37.618775; E : 127.020628 37.618354,E : 127.020628 37.618354; E : 127.021947 37.618023,E : 127.021947 37.618023; E : 127.023298 37.617785,E : 127.023298 37.617785; E : 127.024669 37.617641,F : 127.024669 37.617641 L-2000; F : 127.025494 37.617601 L-2000,F : 127.025494 37.617601 L-2000; F : 127.023645 37.575830 L-2000,F : 127.023645 37.575830 L-2000; F : 126.976395 37.570036 L-2000,F : 126.976395 37.570036 R-2000; F : 126.952104 37.570244 R-2000,G : 126.952104 37.570244; G : 126.930659 37.600190,G : 126.930659 37.600190; G : 126.929429 37.599687,G : 126.929429 37.599687; G : 126.928149 37.599271,G : 126.928149 37.599271; G : 126.926827 37.598946,G : 126.926827 37.598946; G : 126.925475 37.598714,G : 126.925475 37.598714; G : 126.924103 37.598576,G : 126.924103 37.598576; G : 126.922721 37.598534,G : 126.922721 37.598534; G : 126.921340 37.598588,G : 126.921340 37.598588; G : 126.919970 37.598738,G : 126.919970 37.598738; G : 126.918621 37.598982,G : 126.918621 37.598982; G : 126.917305 37.599319,G : 126.917305 37.599319; G : 126.916030 37.599746,G : 126.916030 37.599746; G : 126.914807 37.600259,G : 126.914807 37.600259; G : 126.913644 37.600855,G : 126.913644 37.600855; G : 126.912552 37.601530,G : 126.912552 37.601530; G : 126.911537 37.602278,G : 126.911537 37.602278; G : 126.910608 37.603094,G : 126.910608 37.603094; G : 126.909772 37.603970,G : 126.909772 37.603970; G : 126.909036 37.604902,G : 126.909036 37.604902; G : 126.908404 37.605880,G : 126.908404 37.605880; G : 126.907882 37.606899,G : 126.907882 37.606899; G : 126.907495 37.607884,I : 126.907495 37.607884; I : 126.923942 37.610614,J : 126.923942 37.610614; J : 126.923942 37.610614,K : 126.923942 37.610614; K : 126.923243 37.610623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
