LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98
15-1,UAM0007,6인승,6,마곡,1,1,06:31:21,잠실,2,1,06:53:06,06:30:21,06:31:21,06:36:21,06:38:21,06:53:06,06:55:06,07:00:06,07:06:06,A : 126.792415 37.562898; A : 126.792645 37.562715,B : 126.792645 37.562715; B : 126.792645 37.562715,C : 126.792645 37.562715; C : 126.798502 37.552103,D : 126.798502 37.552103; D : 126.804719 37.541487,E : 126.804719 37.541487; E : 126.807083 37.542467,E : 126.807083 37.542467; E : 126.809331 37.543607,E : 126.809331 37.543607; E : 126.811445 37.544899,E : 126.811445 37.544899; E : 126.813410 37.546333,E : 126.813410 37.546333; E : 126.815211 37.547898,E : 126.815211 37.547898; E : 126.816834 37.549581,E : 126.816834 37.549581; E : 126.818266 37.551371,E : 126.818266 37.551371; E : 126.819497 37.553254,E : 126.819497 37.553254; E : 126.820517 37.555215,E : 126.820517 37.555215; E : 126.821318 37.557239,E : 126.821318 37.557239; E : 126.821895 37.559311,E : 126.821895 37.559311; E : 126.822243 37.561415,E : 126.822243 37.561415; E : 126.822359 37.563535,F : 126.822359 37.563535 R-2000; F : 126.822258 37.565518 R-2000,F : 126.822258 37.565518 R-2000; F : 126.831864 37.566143 R-2000,F : 126.831864 37.566143 R-2000; F : 126.861632 37.569387 R-2000,F : 126.861632 37.569387 L-2000; F : 126.876460 37.553799 L-2000,F : 126.876460 37.553799 L-2000; F : 126.888795 37.530553 L-2000,F : 126.888795 37.530553 L-2000; F : 126.908141 37.515866 L-2000,F : 126.908141 37.515866 L-2000; F : 126.939812 37.492620 L-2000,F : 126.939812 37.492620 L-2000; F : 126.985834 37.470995 L-2000,F : 126.985834 37.470995 R-2000; F : 127.031842 37.471265 R-2000,F : 127.031842 37.471265 R-2000; F : 127.073442 37.497575 R-2000,G : 127.073442 37.497575; G : 127.071160 37.506143,G : 127.071160 37.506143; G : 127.072116 37.506340,G : 127.072116 37.506340; G : 127.073046 37.506602,G : 127.073046 37.506602; G : 127.073944 37.506928,G : 127.073944 37.506928; G : 127.074803 37.507315,G : 127.074803 37.507315; G : 127.075616 37.507760,G : 127.075616 37.507760; G : 127.076378 37.508259,G : 127.076378 37.508259; G : 127.077082 37.508810,G : 127.077082 37.508810; G : 127.077723 37.509408,G : 127.077723 37.509408; G : 127.078296 37.510048,G : 127.078296 37.510048; G : 127.078797 37.510725,G : 127.078797 37.510725; G : 127.079222 37.511434,G : 127.079222 37.511434; G : 127.079568 37.512170,G : 127.079568 37.512170; G : 127.079832 37.512928,G : 127.079832 37.512928; G : 127.080012 37.513700,G : 127.080012 37.513700; G : 127.080107 37.514483,G : 127.080107 37.514483; G : 127.080116 37.515269,G : 127.080116 37.515269; G : 127.080039 37.516052,G : 127.080039 37.516052; G : 127.079876 37.516828,G : 127.079876 37.516828; G : 127.079629 37.517589,G : 127.079629 37.517589; G : 127.079300 37.518330,G : 127.079300 37.518330; G : 127.078891 37.519045,G : 127.078891 37.519045; G : 127.078406 37.519730,G : 127.078406 37.519730; G : 127.077847 37.520377,G : 127.077847 37.520377; G : 127.077220 37.520984,G : 127.077220 37.520984; G : 127.076809 37.521329,I : 127.076809 37.521329; I : 127.069386 37.514096,J : 127.069386 37.514096; J : 127.069386 37.514096,K : 127.069386 37.514096; K : 127.068883 37.514309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-2,UAM0041,6인승,6,마곡,1,1,06:38:19,상암·수색,2,2,06:56:54,06:37:19,06:38:19,06:43:19,06:45:19,06:56:54,06:58:54,07:03:54,07:09:54,A : 126.792415 37.562898; A : 126.792645 37.562715,B : 126.792645 37.562715; B : 126.792645 37.562715,C : 126.792645 37.562715; C : 126.798502 37.552103,D : 126.798502 37.552103; D : 126.804719 37.541487,E : 126.804719 37.541487; E : 126.807083 37.542467,E : 126.807083 37.542467; E : 126.809331 37.543607,E : 126.809331 37.543607; E : 126.811445 37.544899,E : 126.811445 37.544899; E : 126.813410 37.546333,E : 126.813410 37.546333; E : 126.815211 37.547898,E : 126.815211 37.547898; E : 126.816834 37.549581,E : 126.816834 37.549581; E : 126.818266 37.551371,E : 126.818266 37.551371; E : 126.819497 37.553254,E : 126.819497 37.553254; E : 126.820517 37.555215,E : 126.820517 37.555215; E : 126.821318 37.557239,E : 126.821318 37.557239; E : 126.821895 37.559311,E : 126.821895 37.559311; E : 126.822243 37.561415,E : 126.822243 37.561415; E : 126.822359 37.563535,F : 126.822359 37.563535 R-2000; F : 126.822258 37.565518 R-2000,F : 126.822258 37.565518 R-2000; F : 126.831864 37.566143 R-2000,F : 126.831864 37.566143 R-2000; F : 126.861632 37.569387 R-2000,F : 126.861632 37.569387 L-2000; F : 126.891967 37.552538 L-2000,F : 126.891967 37.552538 R-2000; F : 126.923798 37.557058 R-2000,G : 126.923798 37.557058; G : 126.905712 37.559804,G : 126.905712 37.559804; G : 126.905394 37.558733,G : 126.905394 37.558733; G : 126.904960 37.557688,G : 126.904960 37.557688; G : 126.904414 37.556678,G : 126.904414 37.556678; G : 126.903759 37.555709,G : 126.903759 37.555709; G : 126.903000 37.554789,G : 126.903000 37.554789; G : 126.902143 37.553925,G : 126.902143 37.553925; G : 126.901195 37.553124,G : 126.901195 37.553124; G : 126.900163 37.552392,G : 126.900163 37.552392; G : 126.899055 37.551735,G : 126.899055 37.551735; G : 126.897879 37.551156,G : 126.897879 37.551156; G : 126.896644 37.550662,G : 126.896644 37.550662; G : 126.895360 37.550255,G : 126.895360 37.550255; G : 126.894037 37.549939,G : 126.894037 37.549939; G : 126.892683 37.549716,G : 126.892683 37.549716; G : 126.891310 37.549587,G : 126.891310 37.549587; G : 126.889929 37.549554,G : 126.889929 37.549554; G : 126.888549 37.549618,G : 126.888549 37.549618; G : 126.887182 37.549777,G : 126.887182 37.549777; G : 126.885837 37.550030,G : 126.885837 37.550030; G : 126.884524 37.550375,G : 126.884524 37.550375; G : 126.883255 37.550811,G : 126.883255 37.550811; G : 126.882038 37.551332,G : 126.882038 37.551332; G : 126.880883 37.551936,G : 126.880883 37.551936; G : 126.879798 37.552618,G : 126.879798 37.552618; G : 126.878792 37.553373,G : 126.878792 37.553373; G : 126.877873 37.554195,G : 126.877873 37.554195; G : 126.877047 37.555077,G : 126.877047 37.555077; G : 126.876320 37.556013,G : 126.876320 37.556013; G : 126.875699 37.556996,G : 126.875699 37.556996; G : 126.875188 37.558019,G : 126.875188 37.558019; G : 126.874791 37.559073,G : 126.874791 37.559073; G : 126.874510 37.560150,G : 126.874510 37.560150; G : 126.874349 37.561243,G : 126.874349 37.561243; G : 126.874308 37.562343,G : 126.874308 37.562343; G : 126.874388 37.563442,G : 126.874388 37.563442; G : 126.874587 37.564531,G : 126.874587 37.564531; G : 126.874905 37.565602,G : 126.874905 37.565602; G : 126.875339 37.566647,G : 126.875339 37.566647; G : 126.875886 37.567657,G : 126.875886 37.567657; G : 126.876541 37.568626,G : 126.876541 37.568626; G : 126.877300 37.569546,G : 126.877300 37.569546; G : 126.878157 37.570410,G : 126.878157 37.570410; G : 126.879105 37.571211,G : 126.879105 37.571211; G : 126.880137 37.571943,G : 126.880137 37.571943; G : 126.881246 37.572600,G : 126.881246 37.572600; G : 126.882422 37.573179,G : 126.882422 37.573179; G : 126.883657 37.573673,G : 126.883657 37.573673; G : 126.884942 37.574080,G : 126.884942 37.574080; G : 126.886266 37.574396,G : 126.886266 37.574396; G : 126.887620 37.574619,G : 126.887620 37.574619; G : 126.888993 37.574748,G : 126.888993 37.574748; G : 126.890154 37.574782,I : 126.890154 37.574782; I : 126.891410 37.561831,J : 126.891410 37.561831; J : 126.891410 37.561831,K : 126.891410 37.561831; K : 126.890713 37.561792,,,,,,,,,,,,,,,,,,,,
15-3,UAM0045,6인승,6,마곡,1,2,06:39:23,광화문,2,1,07:00:02,06:38:23,06:39:23,06:45:19,06:47:19,07:00:02,07:02:02,07:07:02,07:13:02,A : 126.792279 37.563006; A : 126.792645 37.562715,B : 126.792645 37.562715; B : 126.792645 37.562715,C : 126.792645 37.562715; C : 126.798502 37.552103,D : 126.798502 37.552103; D : 126.804719 37.541487,E : 126.804719 37.541487; E : 126.807083 37.542467,E : 126.807083 37.542467; E : 126.809331 37.543607,E : 126.809331 37.543607; E : 126.811445 37.544899,E : 126.811445 37.544899; E : 126.813410 37.546333,E : 126.813410 37.546333; E : 126.815211 37.547898,E : 126.815211 37.547898; E : 126.816834 37.549581,E : 126.816834 37.549581; E : 126.818266 37.551371,E : 126.818266 37.551371; E : 126.819497 37.553254,E : 126.819497 37.553254; E : 126.820517 37.555215,E : 126.820517 37.555215; E : 126.821318 37.557239,E : 126.821318 37.557239; E : 126.821895 37.559311,E : 126.821895 37.559311; E : 126.822243 37.561415,E : 126.822243 37.561415; E : 126.822359 37.563535,F : 126.822359 37.563535 R-2000; F : 126.822258 37.565518 R-2000,F : 126.822258 37.565518 R-2000; F : 126.831864 37.566143 R-2000,F : 126.831864 37.566143 R-2000; F : 126.861632 37.569387 R-2000,F : 126.861632 37.569387 L-2000; F : 126.891967 37.552538 L-2000,F : 126.891967 37.552538 R-2000; F : 126.923798 37.557058 R-2000,G : 126.923798 37.557058; G : 126.947135 37.562761,G : 126.947135 37.562761; G : 126.948028 37.560761,G : 126.948028 37.560761; G : 126.949136 37.558831,G : 126.949136 37.558831; G : 126.950452 37.556985,G : 126.950452 37.556985; G : 126.951964 37.555237,G : 126.951964 37.555237; G : 126.953662 37.553601,G : 126.953662 37.553601; G : 126.955532 37.552089,G : 126.955532 37.552089; G : 126.957561 37.550713,G : 126.957561 37.550713; G : 126.959733 37.549482,G : 126.959733 37.549482; G : 126.962031 37.548407,G : 126.962031 37.548407; G : 126.964438 37.547496,G : 126.964438 37.547496; G : 126.966936 37.546755,G : 126.966936 37.546755; G : 126.969505 37.546190,G : 126.969505 37.546190; G : 126.972126 37.545805,G : 126.972126 37.545805; G : 126.974780 37.545604,G : 126.974780 37.545604; G : 126.977445 37.545588,G : 126.977445 37.545588; G : 126.980102 37.545757,G : 126.980102 37.545757; G : 126.982730 37.546110,G : 126.982730 37.546110; G : 126.985310 37.546643,G : 126.985310 37.546643; G : 126.987821 37.547354,G : 126.987821 37.547354; G : 126.990245 37.548236,G : 126.990245 37.548236; G : 126.992564 37.549283,G : 126.992564 37.549283; G : 126.994759 37.550487,G : 126.994759 37.550487; G : 126.996814 37.551839,G : 126.996814 37.551839; G : 126.998713 37.553328,G : 126.998713 37.553328; G : 127.000442 37.554944,G : 127.000442 37.554944; G : 127.001987 37.556673,G : 127.001987 37.556673; G : 127.003337 37.558503,G : 127.003337 37.558503; G : 127.004482 37.560419,G : 127.004482 37.560419; G : 127.005413 37.562408,G : 127.005413 37.562408; G : 127.006123 37.564454,G : 127.006123 37.564454; G : 127.006606 37.566541,G : 127.006606 37.566541; G : 127.006858 37.568654,G : 127.006858 37.568654; G : 127.006879 37.570776,G : 127.006879 37.570776; G : 127.006666 37.572891,G : 127.006666 37.572891; G : 127.006223 37.574984,G : 127.006223 37.574984; G : 127.005553 37.577038,G : 127.005553 37.577038; G : 127.004660 37.579038,G : 127.004660 37.579038; G : 127.003552 37.580968,G : 127.003552 37.580968; G : 127.002236 37.582814,G : 127.002236 37.582814; G : 127.000723 37.584562,G : 127.000723 37.584562; G : 126.999025 37.586198,H : 126.999025 37.586198; H : 126.997946 37.587102,I : 126.997946 37.587102; I : 126.972977 37.568146,J : 126.972977 37.568146; J : 126.972977 37.568146,K : 126.972977 37.568146; K : 126.972830 37.568585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-4,UAM0050,6인승,6,마곡,1,1,06:40:59,가산·대림,2,3,07:05:13,06:39:59,06:40:59,06:47:19,06:49:19,07:05:13,07:07:13,07:12:13,07:18:13,A : 126.792415 37.562898; A : 126.792645 37.562715,B : 126.792645 37.562715; B : 126.792645 37.562715,C : 126.792645 37.562715; C : 126.798502 37.552103,D : 126.798502 37.552103; D : 126.804719 37.541487,E : 126.804719 37.541487; E : 126.807083 37.542467,E : 126.807083 37.542467; E : 126.809331 37.543607,E : 126.809331 37.543607; E : 126.811445 37.544899,E : 126.811445 37.544899; E : 126.813410 37.546333,E : 126.813410 37.546333; E : 126.815211 37.547898,E : 126.815211 37.547898; E : 126.816834 37.549581,E : 126.816834 37.549581; E : 126.818266 37.551371,E : 126.818266 37.551371; E : 126.819497 37.553254,E : 126.819497 37.553254; E : 126.820517 37.555215,E : 126.820517 37.555215; E : 126.821318 37.557239,E : 126.821318 37.557239; E : 126.821895 37.559311,E : 126.821895 37.559311; E : 126.822243 37.561415,E : 126.822243 37.561415; E : 126.822359 37.563535,F : 126.822359 37.563535 R-2000; F : 126.822258 37.565518 R-2000,F : 126.822258 37.565518 R-2000; F : 126.831864 37.566143 R-2000,F : 126.831864 37.566143 R-2000; F : 126.861632 37.569387 R-2000,F : 126.861632 37.569387 L-2000; F : 126.876460 37.553799 L-2000,F : 126.876460 37.553799 L-2000; F : 126.888795 37.530553 L-2000,G : 126.888795 37.530553; G : 126.884504 37.512870,G : 126.884504 37.512870; G : 126.887095 37.512377,G : 126.887095 37.512377; G : 126.889623 37.511705,G : 126.889623 37.511705; G : 126.892067 37.510861,G : 126.892067 37.510861; G : 126.894410 37.509850,G : 126.894410 37.509850; G : 126.896633 37.508681,G : 126.896633 37.508681; G : 126.898719 37.507362,G : 126.898719 37.507362; G : 126.900654 37.505902,G : 126.900654 37.505902; G : 126.902421 37.504314,G : 126.902421 37.504314; G : 126.904008 37.502610,G : 126.904008 37.502610; G : 126.905402 37.500801,G : 126.905402 37.500801; G : 126.906593 37.498903,G : 126.906593 37.498903; G : 126.907572 37.496929,G : 126.907572 37.496929; G : 126.908331 37.494895,G : 126.908331 37.494895; G : 126.908865 37.492816,G : 126.908865 37.492816; G : 126.909169 37.490707,G : 126.909169 37.490707; G : 126.909242 37.488586,G : 126.909242 37.488586; G : 126.909082 37.486467,G : 126.909082 37.486467; G : 126.908692 37.484368,G : 126.908692 37.484368; G : 126.908073 37.482303,G : 126.908073 37.482303; G : 126.907230 37.480290,G : 126.907230 37.480290; G : 126.906171 37.478343,G : 126.906171 37.478343; G : 126.904903 37.476477,G : 126.904903 37.476477; G : 126.903436 37.474706,G : 126.903436 37.474706; G : 126.901780 37.473043,G : 126.901780 37.473043; G : 126.899949 37.471502,G : 126.899949 37.471502; G : 126.897957 37.470094,G : 126.897957 37.470094; G : 126.895818 37.468830,G : 126.895818 37.468830; G : 126.893550 37.467719,G : 126.893550 37.467719; G : 126.891168 37.466770,G : 126.891168 37.466770; G : 126.888692 37.465990,G : 126.888692 37.465990; G : 126.886140 37.465385,G : 126.886140 37.465385; G : 126.883531 37.464960,G : 126.883531 37.464960; G : 126.880886 37.464717,G : 126.880886 37.464717; G : 126.878225 37.464659,G : 126.878225 37.464659; G : 126.875567 37.464787,G : 126.875567 37.464787; G : 126.872934 37.465098,G : 126.872934 37.465098; G : 126.870344 37.465591,G : 126.870344 37.465591; G : 126.867818 37.466263,G : 126.867818 37.466263; G : 126.865375 37.467107,G : 126.865375 37.467107; G : 126.863034 37.468118,G : 126.863034 37.468118; G : 126.860812 37.469287,G : 126.860812 37.469287; G : 126.858727 37.470606,G : 126.858727 37.470606; G : 126.856793 37.472066,G : 126.856793 37.472066; G : 126.855027 37.473654,G : 126.855027 37.473654; G : 126.853441 37.475358,G : 126.853441 37.475358; G : 126.852047 37.477167,G : 126.852047 37.477167; G : 126.850856 37.479065,G : 126.850856 37.479065; G : 126.849878 37.481039,G : 126.849878 37.481039; G : 126.849118 37.483073,G : 126.849118 37.483073; G : 126.848585 37.485153,G : 126.848585 37.485153; G : 126.848280 37.487261,G : 126.848280 37.487261; G : 126.848208 37.489383,G : 126.848208 37.489383; G : 126.848368 37.491501,G : 126.848368 37.491501; G : 126.848758 37.493600,G : 126.848758 37.493600; G : 126.849377 37.495665,G : 126.849377 37.495665; G : 126.850220 37.497678,G : 126.850220 37.497678; G : 126.851279 37.499625,G : 126.851279 37.499625; G : 126.852548 37.501491,G : 126.852548 37.501491; G : 126.854016 37.503262,G : 126.854016 37.503262; G : 126.855672 37.504925,G : 126.855672 37.504925; G : 126.857503 37.506466,G : 126.857503 37.506466; G : 126.859497 37.507874,G : 126.859497 37.507874; G : 126.861636 37.509138,G : 126.861636 37.509138; G : 126.863906 37.510249,H : 126.863906 37.510249; H : 126.865834 37.511032,I : 126.865834 37.511032; I : 126.879163 37.488095,J : 126.879163 37.488095; J : 126.879163 37.488095,K : 126.879163 37.488095; K : 126.878659 37.488640,,,,,,,
15-5,UAM0061,6인승,6,마곡,1,1,06:43:19,망우,2,1,07:07:59,06:42:19,06:43:19,06:49:19,06:51:19,07:07:59,07:09:59,07:14:59,07:20:59,A : 126.792415 37.562898; A : 126.792645 37.562715,B : 126.792645 37.562715; B : 126.792645 37.562715,C : 126.792645 37.562715; C : 126.798502 37.552103,D : 126.798502 37.552103; D : 126.804719 37.541487,E : 126.804719 37.541487; E : 126.807083 37.542467,E : 126.807083 37.542467; E : 126.809331 37.543607,E : 126.809331 37.543607; E : 126.811445 37.544899,E : 126.811445 37.544899; E : 126.813410 37.546333,E : 126.813410 37.546333; E : 126.815211 37.547898,E : 126.815211 37.547898; E : 126.816834 37.549581,E : 126.816834 37.549581; E : 126.818266 37.551371,E : 126.818266 37.551371; E : 126.819497 37.553254,E : 126.819497 37.553254; E : 126.820517 37.555215,E : 126.820517 37.555215; E : 126.821318 37.557239,E : 126.821318 37.557239; E : 126.821895 37.559311,E : 126.821895 37.559311; E : 126.822243 37.561415,E : 126.822243 37.561415; E : 126.822359 37.563535,F : 126.822359 37.563535 R-2000; F : 126.822258 37.565518 R-2000,F : 126.822258 37.565518 R-2000; F : 126.831864 37.566143 R-2000,F : 126.831864 37.566143 R-2000; F : 126.861632 37.569387 R-2000,F : 126.861632 37.569387 L-2000; F : 126.891967 37.552538 L-2000,F : 126.891967 37.552538 R-2000; F : 126.923798 37.557058 R-2000,F : 126.923798 37.557058 R-2000; F : 126.976347 37.569900 R-2000,F : 126.976347 37.569900 R-2000; F : 127.023594 37.575694 R-2000,F : 127.023594 37.575694 R-2000; F : 127.049151 37.581260 R-2000,G : 127.049151 37.581260; G : 127.058003 37.585123,G : 127.058003 37.585123; G : 127.056824 37.587027,G : 127.056824 37.587027; G : 127.055858 37.589005,G : 127.055858 37.589005; G : 127.055113 37.591043,G : 127.055113 37.591043; G : 127.054593 37.593124,G : 127.054593 37.593124; G : 127.054303 37.595234,G : 127.054303 37.595234; G : 127.054245 37.597356,G : 127.054245 37.597356; G : 127.054420 37.599474,G : 127.054420 37.599474; G : 127.054827 37.601571,G : 127.054827 37.601571; G : 127.055461 37.603633,G : 127.055461 37.603633; G : 127.056319 37.605642,G : 127.056319 37.605642; G : 127.057394 37.607584,G : 127.057394 37.607584; G : 127.058678 37.609445,G : 127.058678 37.609445; G : 127.060160 37.611209,G : 127.060160 37.611209; G : 127.061830 37.612864,G : 127.061830 37.612864; G : 127.063675 37.614397,G : 127.063675 37.614397; G : 127.065682 37.615796,G : 127.065682 37.615796; G : 127.067833 37.617050,G : 127.067833 37.617050; G : 127.070114 37.618151,G : 127.070114 37.618151; G : 127.072507 37.619089,G : 127.072507 37.619089; G : 127.074994 37.619858,G : 127.074994 37.619858; G : 127.077556 37.620452,G : 127.077556 37.620452; G : 127.080173 37.620865,G : 127.080173 37.620865; G : 127.082825 37.621096,G : 127.082825 37.621096; G : 127.085492 37.621142,G : 127.085492 37.621142; G : 127.088154 37.621002,G : 127.088154 37.621002; G : 127.090791 37.620679,G : 127.090791 37.620679; G : 127.093383 37.620174,G : 127.093383 37.620174; G : 127.095909 37.619492,G : 127.095909 37.619492; G : 127.098351 37.618636,G : 127.098351 37.618636; G : 127.100689 37.617615,G : 127.100689 37.617615; G : 127.102907 37.616436,G : 127.102907 37.616436; G : 127.104988 37.615107,G : 127.104988 37.615107; G : 127.106914 37.613639,G : 127.106914 37.613639; G : 127.108673 37.612043,G : 127.108673 37.612043; G : 127.110250 37.610332,G : 127.110250 37.610332; G : 127.111633 37.608517,G : 127.111633 37.608517; G : 127.112813 37.606613,G : 127.112813 37.606613; G : 127.113779 37.604635,G : 127.113779 37.604635; G : 127.114525 37.602598,G : 127.114525 37.602598; G : 127.115045 37.600516,G : 127.115045 37.600516; G : 127.115335 37.598406,G : 127.115335 37.598406; G : 127.115392 37.596284,G : 127.115392 37.596284; G : 127.115217 37.594167,G : 127.115217 37.594167; G : 127.114811 37.592069,G : 127.114811 37.592069; G : 127.114176 37.590008,G : 127.114176 37.590008; G : 127.113319 37.587998,G : 127.113319 37.587998; G : 127.112244 37.586056,G : 127.112244 37.586056; G : 127.110961 37.584196,G : 127.110961 37.584196; G : 127.109479 37.582431,G : 127.109479 37.582431; G : 127.107809 37.580776,G : 127.107809 37.580776; G : 127.105965 37.579244,G : 127.105965 37.579244; G : 127.103960 37.577845,G : 127.103960 37.577845; G : 127.101809 37.576590,G : 127.101809 37.576590; G : 127.099529 37.575489,G : 127.099529 37.575489; G : 127.097138 37.574551,G : 127.097138 37.574551; G : 127.094652 37.573782,G : 127.094652 37.573782; G : 127.092093 37.573189,G : 127.092093 37.573189; G : 127.089477 37.572775,G : 127.089477 37.572775; G : 127.086827 37.572545,G : 127.086827 37.572545; G : 127.084161 37.572499,G : 127.084161 37.572499; G : 127.081501 37.572638,G : 127.081501 37.572638; G : 127.078865 37.572961,G : 127.078865 37.572961; G : 127.076276 37.573466,G : 127.076276 37.573466; G : 127.073751 37.574149,G : 127.073751 37.574149; G : 127.071311 37.575004,G : 127.071311 37.575004; G : 127.068973 37.576025,G : 127.068973 37.576025; G : 127.066757 37.577205,G : 127.066757 37.577205; G : 127.064677 37.578533,H : 127.064677 37.578533; H : 127.063222 37.579618,I : 127.063222 37.579618; I : 127.086146 37.597465,J : 127.086146 37.597465; J : 127.086146 37.597465,K : 127.086146 37.597465; K : 127.085959 37.597036
15-6,UAM0063,6인승,6,마곡,1,2,06:43:52,목동,2,4,07:06:39,06:42:52,06:43:52,06:51:19,06:53:19,07:06:39,07:08:39,07:13:39,07:19:39,A : 126.792279 37.563006; A : 126.792645 37.562715,B : 126.792645 37.562715; B : 126.792645 37.562715,C : 126.792645 37.562715; C : 126.798502 37.552103,D : 126.798502 37.552103; D : 126.804719 37.541487,E : 126.804719 37.541487; E : 126.807083 37.542467,E : 126.807083 37.542467; E : 126.809331 37.543607,E : 126.809331 37.543607; E : 126.811445 37.544899,E : 126.811445 37.544899; E : 126.813410 37.546333,E : 126.813410 37.546333; E : 126.815211 37.547898,E : 126.815211 37.547898; E : 126.816834 37.549581,E : 126.816834 37.549581; E : 126.818266 37.551371,E : 126.818266 37.551371; E : 126.819497 37.553254,E : 126.819497 37.553254; E : 126.820517 37.555215,E : 126.820517 37.555215; E : 126.821318 37.557239,E : 126.821318 37.557239; E : 126.821895 37.559311,E : 126.821895 37.559311; E : 126.822243 37.561415,E : 126.822243 37.561415; E : 126.822359 37.563535,F : 126.822359 37.563535 R-2000; F : 126.822258 37.565518 R-2000,F : 126.822258 37.565518 R-2000; F : 126.831864 37.566143 R-2000,F : 126.831864 37.566143 R-2000; F : 126.861632 37.569387 R-2000,F : 126.861632 37.569387 L-2000; F : 126.891967 37.552538 L-2000,G : 126.891967 37.552538; G : 126.881068 37.534369,G : 126.881068 37.534369; G : 126.881939 37.534000,G : 126.881939 37.534000; G : 126.882767 37.533572,G : 126.882767 37.533572; G : 126.883544 37.533087,G : 126.883544 37.533087; G : 126.884266 37.532551,G : 126.884266 37.532551; G : 126.884926 37.531966,G : 126.884926 37.531966; G : 126.885519 37.531338,G : 126.885519 37.531338; G : 126.886042 37.530672,G : 126.886042 37.530672; G : 126.886490 37.529971,G : 126.886490 37.529971; G : 126.886859 37.529242,G : 126.886859 37.529242; G : 126.887147 37.528490,G : 126.887147 37.528490; G : 126.887352 37.527721,G : 126.887352 37.527721; G : 126.887471 37.526941,G : 126.887471 37.526941; G : 126.887505 37.526156,G : 126.887505 37.526156; G : 126.887453 37.525371,G : 126.887453 37.525371; G : 126.887315 37.524592,G : 126.887315 37.524592; G : 126.887093 37.523827,G : 126.887093 37.523827; G : 126.886787 37.523079,G : 126.886787 37.523079; G : 126.886401 37.522356,G : 126.886401 37.522356; G : 126.885937 37.521662,G : 126.885937 37.521662; G : 126.885400 37.521003,G : 126.885400 37.521003; G : 126.884792 37.520384,G : 126.884792 37.520384; G : 126.884118 37.519809,G : 126.884118 37.519809; G : 126.883384 37.519283,G : 126.883384 37.519283; G : 126.882596 37.518811,G : 126.882596 37.518811; G : 126.881759 37.518395,G : 126.881759 37.518395; G : 126.880879 37.518038,G : 126.880879 37.518038; G : 126.879964 37.517744,G : 126.879964 37.517744; G : 126.879021 37.517515,G : 126.879021 37.517515; G : 126.878055 37.517352,G : 126.878055 37.517352; G : 126.877076 37.517256,G : 126.877076 37.517256; G : 126.876089 37.517229,G : 126.876089 37.517229; G : 126.875104 37.517271,G : 126.875104 37.517271; G : 126.874127 37.517380,G : 126.874127 37.517380; G : 126.873166 37.517558,G : 126.873166 37.517558; G : 126.872227 37.517801,G : 126.872227 37.517801; G : 126.871319 37.518109,G : 126.871319 37.518109; G : 126.870448 37.518478,G : 126.870448 37.518478; G : 126.869621 37.518906,G : 126.869621 37.518906; G : 126.868843 37.519391,G : 126.868843 37.519391; G : 126.868122 37.519927,G : 126.868122 37.519927; G : 126.867462 37.520511,G : 126.867462 37.520511; G : 126.866869 37.521139,G : 126.866869 37.521139; G : 126.866346 37.521806,G : 126.866346 37.521806; G : 126.865899 37.522507,G : 126.865899 37.522507; G : 126.865529 37.523236,G : 126.865529 37.523236; G : 126.865241 37.523988,G : 126.865241 37.523988; G : 126.865037 37.524757,G : 126.865037 37.524757; G : 126.864917 37.525537,G : 126.864917 37.525537; G : 126.864883 37.526239,I : 126.864883 37.526239; I : 126.877653 37.526395,J : 126.877653 37.526395; J : 126.877653 37.526395,K : 126.877653 37.526395; K : 126.876682 37.526153,,,,,,,,,,,,,,,,,,,,,,,,
