LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134
14-1,UAM0005,6인승,6,가산·대림,1,1,06:30:57,마곡,2,1,06:48:57,06:29:57,06:30:57,06:35:57,06:36:57,06:48:57,06:49:57,06:54:57,07:00:57,A : 126.878680 37.488337; A : 126.878697 37.488079,B : 126.878697 37.488079; B : 126.878697 37.488079,C : 126.878697 37.488079; C : 126.885499 37.477658,D : 126.885499 37.477658; D : 126.891710 37.467043,E : 126.891710 37.467043; E : 126.889250 37.466230,E : 126.889250 37.466230; E : 126.886711 37.465592,E : 126.886711 37.465592; E : 126.884112 37.465133,E : 126.884112 37.465133; E : 126.881472 37.464856,E : 126.881472 37.464856; E : 126.878812 37.464763,E : 126.878812 37.464763; E : 126.876152 37.464856,E : 126.876152 37.464856; E : 126.873512 37.465133,E : 126.873512 37.465133; E : 126.870913 37.465592,E : 126.870913 37.465592; E : 126.868374 37.466230,E : 126.868374 37.466230; E : 126.865914 37.467043,E : 126.865914 37.467043; E : 126.863552 37.468023,E : 126.863552 37.468023; E : 126.861307 37.469163,E : 126.861307 37.469163; E : 126.859194 37.470455,E : 126.859194 37.470455; E : 126.857231 37.471889,E : 126.857231 37.471889; E : 126.855432 37.473453,E : 126.855432 37.473453; E : 126.853811 37.475137,E : 126.853811 37.475137; E : 126.852381 37.476927,E : 126.852381 37.476927; E : 126.851151 37.478810,E : 126.851151 37.478810; E : 126.850132 37.480770,E : 126.850132 37.480770; E : 126.849331 37.482795,E : 126.849331 37.482795; E : 126.848755 37.484867,E : 126.848755 37.484867; E : 126.848407 37.486971,E : 126.848407 37.486971; E : 126.848291 37.489091,E : 126.848291 37.489091; E : 126.848407 37.491211,E : 126.848407 37.491211; E : 126.848755 37.493315,E : 126.848755 37.493315; E : 126.849331 37.495388,E : 126.849331 37.495388; E : 126.850132 37.497412,E : 126.850132 37.497412; E : 126.851152 37.499372,E : 126.851152 37.499372; E : 126.852381 37.501255,E : 126.852381 37.501255; E : 126.853813 37.503045,E : 126.853813 37.503045; E : 126.855434 37.504729,E : 126.855434 37.504729; E : 126.857234 37.506293,E : 126.857234 37.506293; E : 126.859198 37.507727,E : 126.859198 37.507727; E : 126.861312 37.509019,E : 126.861312 37.509019; E : 126.863558 37.510159,E : 126.863558 37.510159; E : 126.865921 37.511139,E : 126.865921 37.511139; E : 126.868383 37.511952,E : 126.868383 37.511952; E : 126.870923 37.512590,E : 126.870923 37.512590; E : 126.873524 37.513049,E : 126.873524 37.513049; E : 126.876166 37.513326,E : 126.876166 37.513326; E : 126.878828 37.513419,E : 126.878828 37.513419; E : 126.881489 37.513326,E : 126.881489 37.513326; E : 126.884131 37.513049,F : 126.884131 37.513049 L-2000; F : 126.884622 37.512977 L-2000,F : 126.884622 37.512977 R-2000; F : 126.888912 37.530660 R-2000,F : 126.888912 37.530660 R-2000; F : 126.876581 37.553906 R-2000,F : 126.876581 37.553906 R-2000; F : 126.861756 37.569494 R-2000,F : 126.861756 37.569494 L-2000; F : 126.831987 37.566250 L-2000,G : 126.831987 37.566250; G : 126.822381 37.565625,G : 126.822381 37.565625; G : 126.822048 37.567731,G : 126.822048 37.567731; G : 126.821485 37.569805,G : 126.821485 37.569805; G : 126.820698 37.571833,G : 126.820698 37.571833; G : 126.819692 37.573798,G : 126.819692 37.573798; G : 126.818474 37.575686,G : 126.818474 37.575686; G : 126.817054 37.577482,G : 126.817054 37.577482; G : 126.815443 37.579174,G : 126.815443 37.579174; G : 126.813653 37.580746,G : 126.813653 37.580746; G : 126.811697 37.582189,G : 126.811697 37.582189; G : 126.809591 37.583491,G : 126.809591 37.583491; G : 126.807350 37.584641,G : 126.807350 37.584641; G : 126.804991 37.585632,G : 126.804991 37.585632; G : 126.802533 37.586455,G : 126.802533 37.586455; G : 126.799995 37.587105,G : 126.799995 37.587105; G : 126.797394 37.587576,G : 126.797394 37.587576; G : 126.794752 37.587865,G : 126.794752 37.587865; G : 126.792089 37.587969,G : 126.792089 37.587969; G : 126.789424 37.587889,G : 126.789424 37.587889; G : 126.786778 37.587624,G : 126.786778 37.587624; G : 126.784171 37.587176,G : 126.784171 37.587176; G : 126.781623 37.586549,G : 126.781623 37.586549; G : 126.779154 37.585748,H : 126.779154 37.585748; H : 126.778996 37.585690,I : 126.778996 37.585690; I : 126.792978 37.562979,J : 126.792978 37.562979; J : 126.792978 37.562979,K : 126.792978 37.562979; K : 126.792416 37.562899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-2,UAM0013,6인승,6,가산·대림,1,2,06:32:23,강남,2,2,06:52:43,06:31:23,06:32:23,06:37:23,06:38:23,06:52:43,06:53:43,06:58:43,07:04:43,A : 126.878670 37.488489; A : 126.878697 37.488079,B : 126.878697 37.488079; B : 126.878697 37.488079,C : 126.878697 37.488079; C : 126.885499 37.477658,D : 126.885499 37.477658; D : 126.891710 37.467043,E : 126.891710 37.467043; E : 126.889250 37.466230,E : 126.889250 37.466230; E : 126.886711 37.465592,E : 126.886711 37.465592; E : 126.884112 37.465133,E : 126.884112 37.465133; E : 126.881472 37.464856,E : 126.881472 37.464856; E : 126.878812 37.464763,E : 126.878812 37.464763; E : 126.876152 37.464856,E : 126.876152 37.464856; E : 126.873512 37.465133,E : 126.873512 37.465133; E : 126.870913 37.465592,E : 126.870913 37.465592; E : 126.868374 37.466230,E : 126.868374 37.466230; E : 126.865914 37.467043,E : 126.865914 37.467043; E : 126.863552 37.468023,E : 126.863552 37.468023; E : 126.861307 37.469163,E : 126.861307 37.469163; E : 126.859194 37.470455,E : 126.859194 37.470455; E : 126.857231 37.471889,E : 126.857231 37.471889; E : 126.855432 37.473453,E : 126.855432 37.473453; E : 126.853811 37.475137,E : 126.853811 37.475137; E : 126.852381 37.476927,E : 126.852381 37.476927; E : 126.851151 37.478810,E : 126.851151 37.478810; E : 126.850132 37.480770,E : 126.850132 37.480770; E : 126.849331 37.482795,E : 126.849331 37.482795; E : 126.848755 37.484867,E : 126.848755 37.484867; E : 126.848407 37.486971,E : 126.848407 37.486971; E : 126.848291 37.489091,E : 126.848291 37.489091; E : 126.848407 37.491211,E : 126.848407 37.491211; E : 126.848755 37.493315,E : 126.848755 37.493315; E : 126.849331 37.495388,E : 126.849331 37.495388; E : 126.850132 37.497412,E : 126.850132 37.497412; E : 126.851152 37.499372,E : 126.851152 37.499372; E : 126.852381 37.501255,E : 126.852381 37.501255; E : 126.853813 37.503045,E : 126.853813 37.503045; E : 126.855434 37.504729,E : 126.855434 37.504729; E : 126.857234 37.506293,E : 126.857234 37.506293; E : 126.859198 37.507727,E : 126.859198 37.507727; E : 126.861312 37.509019,E : 126.861312 37.509019; E : 126.863558 37.510159,E : 126.863558 37.510159; E : 126.865921 37.511139,E : 126.865921 37.511139; E : 126.868383 37.511952,E : 126.868383 37.511952; E : 126.870923 37.512590,E : 126.870923 37.512590; E : 126.873524 37.513049,E : 126.873524 37.513049; E : 126.876166 37.513326,E : 126.876166 37.513326; E : 126.878828 37.513419,E : 126.878828 37.513419; E : 126.881489 37.513326,E : 126.881489 37.513326; E : 126.884131 37.513049,E : 126.884131 37.513049; E : 126.886732 37.512590,E : 126.886732 37.512590; E : 126.889272 37.511952,E : 126.889272 37.511952; E : 126.891734 37.511139,E : 126.891734 37.511139; E : 126.894097 37.510159,E : 126.894097 37.510159; E : 126.896344 37.509019,E : 126.896344 37.509019; E : 126.898457 37.507727,E : 126.898457 37.507727; E : 126.900421 37.506293,E : 126.900421 37.506293; E : 126.902221 37.504729,E : 126.902221 37.504729; E : 126.903843 37.503045,E : 126.903843 37.503045; E : 126.905274 37.501255,E : 126.905274 37.501255; E : 126.906504 37.499372,E : 126.906504 37.499372; E : 126.907523 37.497412,E : 126.907523 37.497412; E : 126.908324 37.495388,E : 126.908324 37.495388; E : 126.908901 37.493315,E : 126.908901 37.493315; E : 126.909248 37.491211,F : 126.909248 37.491211 L-2000; F : 126.909280 37.490903 L-2000,F : 126.909280 37.490903 R-2000; F : 126.939913 37.492727 R-2000,F : 126.939913 37.492727 L-2000; F : 126.985935 37.471102 L-2000,G : 126.985935 37.471102; G : 126.999994 37.480564,G : 126.999994 37.480564; G : 127.001799 37.479003,G : 127.001799 37.479003; G : 127.003768 37.477574,G : 127.003768 37.477574; G : 127.005886 37.476287,G : 127.005886 37.476287; G : 127.008136 37.475152,G : 127.008136 37.475152; G : 127.010502 37.474178,G : 127.010502 37.474178; G : 127.012965 37.473372,G : 127.012965 37.473372; G : 127.015507 37.472740,G : 127.015507 37.472740; G : 127.018108 37.472287,G : 127.018108 37.472287; G : 127.020749 37.472016,G : 127.020749 37.472016; G : 127.023409 37.471930,G : 127.023409 37.471930; G : 127.026069 37.472029,G : 127.026069 37.472029; G : 127.028708 37.472312,G : 127.028708 37.472312; G : 127.031306 37.472778,G : 127.031306 37.472778; G : 127.033843 37.473422,G : 127.033843 37.473422; G : 127.036300 37.474241,G : 127.036300 37.474241; G : 127.038658 37.475226,G : 127.038658 37.475226; G : 127.040900 37.476372,G : 127.040900 37.476372; G : 127.043007 37.477669,G : 127.043007 37.477669; G : 127.044965 37.479108,G : 127.044965 37.479108; G : 127.046758 37.480677,G : 127.046758 37.480677; G : 127.048373 37.482364,G : 127.048373 37.482364; G : 127.049797 37.484158,G : 127.049797 37.484158; G : 127.051019 37.486043,G : 127.051019 37.486043; G : 127.052031 37.488007,G : 127.052031 37.488007; G : 127.052824 37.490033,G : 127.052824 37.490033; G : 127.053393 37.492106,G : 127.053393 37.492106; G : 127.053732 37.494211,G : 127.053732 37.494211; G : 127.053841 37.496332,G : 127.053841 37.496332; G : 127.053716 37.498452,G : 127.053716 37.498452; G : 127.053361 37.500555,G : 127.053361 37.500555; G : 127.052776 37.502625,G : 127.052776 37.502625; G : 127.051967 37.504648,G : 127.051967 37.504648; G : 127.050941 37.506606,G : 127.050941 37.506606; G : 127.049703 37.508485,G : 127.049703 37.508485; G : 127.048265 37.510272,G : 127.048265 37.510272; G : 127.046637 37.511952,G : 127.046637 37.511952; G : 127.044831 37.513512,G : 127.044831 37.513512; G : 127.042861 37.514941,G : 127.042861 37.514941; G : 127.040743 37.516228,G : 127.040743 37.516228; G : 127.038491 37.517363,G : 127.038491 37.517363; G : 127.036124 37.518337,G : 127.036124 37.518337; G : 127.033660 37.519143,G : 127.033660 37.519143; G : 127.031116 37.519775,G : 127.031116 37.519775; G : 127.028513 37.520228,G : 127.028513 37.520228; G : 127.025871 37.520499,G : 127.025871 37.520499; G : 127.023208 37.520585,G : 127.023208 37.520585; G : 127.020547 37.520486,G : 127.020547 37.520486; G : 127.017906 37.520203,G : 127.017906 37.520203; G : 127.015307 37.519737,G : 127.015307 37.519737; G : 127.012768 37.519093,G : 127.012768 37.519093; G : 127.010310 37.518275,G : 127.010310 37.518275; G : 127.007950 37.517289,G : 127.007950 37.517289; G : 127.005708 37.516143,G : 127.005708 37.516143; G : 127.003599 37.514846,H : 127.003599 37.514846; H : 127.001705 37.513460,I : 127.001705 37.513460; I : 127.024056 37.495427,J : 127.024056 37.495427; J : 127.024056 37.495427,K : 127.024056 37.495427; K : 127.023435 37.495680,,,,,,,,,,
14-3,UAM0014,6인승,6,가산·대림,1,1,06:32:38,수서·문정,2,4,06:54:35,06:31:38,06:32:38,06:38:23,06:39:23,06:54:35,06:55:35,07:00:35,07:06:35,A : 126.878680 37.488337; A : 126.878697 37.488079,B : 126.878697 37.488079; B : 126.878697 37.488079,C : 126.878697 37.488079; C : 126.885499 37.477658,D : 126.885499 37.477658; D : 126.891710 37.467043,E : 126.891710 37.467043; E : 126.889250 37.466230,E : 126.889250 37.466230; E : 126.886711 37.465592,E : 126.886711 37.465592; E : 126.884112 37.465133,E : 126.884112 37.465133; E : 126.881472 37.464856,E : 126.881472 37.464856; E : 126.878812 37.464763,E : 126.878812 37.464763; E : 126.876152 37.464856,E : 126.876152 37.464856; E : 126.873512 37.465133,E : 126.873512 37.465133; E : 126.870913 37.465592,E : 126.870913 37.465592; E : 126.868374 37.466230,E : 126.868374 37.466230; E : 126.865914 37.467043,E : 126.865914 37.467043; E : 126.863552 37.468023,E : 126.863552 37.468023; E : 126.861307 37.469163,E : 126.861307 37.469163; E : 126.859194 37.470455,E : 126.859194 37.470455; E : 126.857231 37.471889,E : 126.857231 37.471889; E : 126.855432 37.473453,E : 126.855432 37.473453; E : 126.853811 37.475137,E : 126.853811 37.475137; E : 126.852381 37.476927,E : 126.852381 37.476927; E : 126.851151 37.478810,E : 126.851151 37.478810; E : 126.850132 37.480770,E : 126.850132 37.480770; E : 126.849331 37.482795,E : 126.849331 37.482795; E : 126.848755 37.484867,E : 126.848755 37.484867; E : 126.848407 37.486971,E : 126.848407 37.486971; E : 126.848291 37.489091,E : 126.848291 37.489091; E : 126.848407 37.491211,E : 126.848407 37.491211; E : 126.848755 37.493315,E : 126.848755 37.493315; E : 126.849331 37.495388,E : 126.849331 37.495388; E : 126.850132 37.497412,E : 126.850132 37.497412; E : 126.851152 37.499372,E : 126.851152 37.499372; E : 126.852381 37.501255,E : 126.852381 37.501255; E : 126.853813 37.503045,E : 126.853813 37.503045; E : 126.855434 37.504729,E : 126.855434 37.504729; E : 126.857234 37.506293,E : 126.857234 37.506293; E : 126.859198 37.507727,E : 126.859198 37.507727; E : 126.861312 37.509019,E : 126.861312 37.509019; E : 126.863558 37.510159,E : 126.863558 37.510159; E : 126.865921 37.511139,E : 126.865921 37.511139; E : 126.868383 37.511952,E : 126.868383 37.511952; E : 126.870923 37.512590,E : 126.870923 37.512590; E : 126.873524 37.513049,E : 126.873524 37.513049; E : 126.876166 37.513326,E : 126.876166 37.513326; E : 126.878828 37.513419,E : 126.878828 37.513419; E : 126.881489 37.513326,E : 126.881489 37.513326; E : 126.884131 37.513049,E : 126.884131 37.513049; E : 126.886732 37.512590,E : 126.886732 37.512590; E : 126.889272 37.511952,E : 126.889272 37.511952; E : 126.891734 37.511139,E : 126.891734 37.511139; E : 126.894097 37.510159,E : 126.894097 37.510159; E : 126.896344 37.509019,E : 126.896344 37.509019; E : 126.898457 37.507727,E : 126.898457 37.507727; E : 126.900421 37.506293,E : 126.900421 37.506293; E : 126.902221 37.504729,E : 126.902221 37.504729; E : 126.903843 37.503045,E : 126.903843 37.503045; E : 126.905274 37.501255,E : 126.905274 37.501255; E : 126.906504 37.499372,E : 126.906504 37.499372; E : 126.907523 37.497412,E : 126.907523 37.497412; E : 126.908324 37.495388,E : 126.908324 37.495388; E : 126.908901 37.493315,E : 126.908901 37.493315; E : 126.909248 37.491211,F : 126.909248 37.491211 L-2000; F : 126.909280 37.490903 L-2000,F : 126.909280 37.490903 R-2000; F : 126.939913 37.492727 R-2000,F : 126.939913 37.492727 L-2000; F : 126.985935 37.471102 L-2000,F : 126.985935 37.471102 R-2000; F : 127.031943 37.471372 R-2000,G : 127.031943 37.471372; G : 127.071320 37.480600,G : 127.071320 37.480600; G : 127.072182 37.478592,G : 127.072182 37.478592; G : 127.073260 37.476651,G : 127.073260 37.476651; G : 127.074546 37.474793,G : 127.074546 37.474793; G : 127.076031 37.473031,G : 127.076031 37.473031; G : 127.077702 37.471379,G : 127.077702 37.471379; G : 127.079548 37.469849,G : 127.079548 37.469849; G : 127.081554 37.468454,G : 127.081554 37.468454; G : 127.083705 37.467203,G : 127.083705 37.467203; G : 127.085984 37.466106,G : 127.085984 37.466106; G : 127.088375 37.465172,G : 127.088375 37.465172; G : 127.090859 37.464407,G : 127.090859 37.464407; G : 127.093417 37.463818,G : 127.093417 37.463818; G : 127.096029 37.463409,G : 127.096029 37.463409; G : 127.098676 37.463183,G : 127.098676 37.463183; G : 127.101338 37.463141,G : 127.101338 37.463141; G : 127.103994 37.463285,G : 127.103994 37.463285; G : 127.106625 37.463613,G : 127.106625 37.463613; G : 127.109209 37.464122,G : 127.109209 37.464122; G : 127.111729 37.464809,G : 127.111729 37.464809; G : 127.114163 37.465668,G : 127.114163 37.465668; G : 127.116494 37.466694,G : 127.116494 37.466694; G : 127.118705 37.467877,G : 127.118705 37.467877; G : 127.120777 37.469209,G : 127.120777 37.469209; G : 127.122696 37.470680,G : 127.122696 37.470680; G : 127.124447 37.472279,G : 127.124447 37.472279; G : 127.126017 37.473994,G : 127.126017 37.473994; G : 127.127393 37.475811,G : 127.127393 37.475811; G : 127.128565 37.477716,G : 127.128565 37.477716; G : 127.129524 37.479696,G : 127.129524 37.479696; G : 127.130263 37.481735,G : 127.130263 37.481735; G : 127.130777 37.483818,G : 127.130777 37.483818; G : 127.131061 37.485928,G : 127.131061 37.485928; G : 127.131113 37.488050,G : 127.131113 37.488050; G : 127.130932 37.490167,G : 127.130932 37.490167; G : 127.130521 37.492264,G : 127.130521 37.492264; G : 127.129882 37.494324,G : 127.129882 37.494324; G : 127.129020 37.496332,G : 127.129020 37.496332; G : 127.127941 37.498273,G : 127.127941 37.498273; G : 127.126655 37.500131,G : 127.126655 37.500131; G : 127.125170 37.501893,G : 127.125170 37.501893; G : 127.123497 37.503545,G : 127.123497 37.503545; G : 127.121651 37.505075,G : 127.121651 37.505075; G : 127.119644 37.506471,G : 127.119644 37.506471; G : 127.117492 37.507722,H : 127.117492 37.507722; H : 127.115854 37.508531,I : 127.115854 37.508531; I : 127.099527 37.488115,J : 127.099527 37.488115; J : 127.099527 37.488115,K : 127.099527 37.488115; K : 127.100510 37.487909,,,,,,,,,,,,,,,,,,,
14-4,UAM0034,6인승,6,가산·대림,1,1,06:35:37,천호·길동,2,1,06:56:35,06:34:37,06:35:37,06:40:37,06:41:37,06:56:35,06:57:35,07:02:35,07:08:35,A : 126.878680 37.488337; A : 126.878697 37.488079,B : 126.878697 37.488079; B : 126.878697 37.488079,C : 126.878697 37.488079; C : 126.885499 37.477658,D : 126.885499 37.477658; D : 126.891710 37.467043,E : 126.891710 37.467043; E : 126.889250 37.466230,E : 126.889250 37.466230; E : 126.886711 37.465592,E : 126.886711 37.465592; E : 126.884112 37.465133,E : 126.884112 37.465133; E : 126.881472 37.464856,E : 126.881472 37.464856; E : 126.878812 37.464763,E : 126.878812 37.464763; E : 126.876152 37.464856,E : 126.876152 37.464856; E : 126.873512 37.465133,E : 126.873512 37.465133; E : 126.870913 37.465592,E : 126.870913 37.465592; E : 126.868374 37.466230,E : 126.868374 37.466230; E : 126.865914 37.467043,E : 126.865914 37.467043; E : 126.863552 37.468023,E : 126.863552 37.468023; E : 126.861307 37.469163,E : 126.861307 37.469163; E : 126.859194 37.470455,E : 126.859194 37.470455; E : 126.857231 37.471889,E : 126.857231 37.471889; E : 126.855432 37.473453,E : 126.855432 37.473453; E : 126.853811 37.475137,E : 126.853811 37.475137; E : 126.852381 37.476927,E : 126.852381 37.476927; E : 126.851151 37.478810,E : 126.851151 37.478810; E : 126.850132 37.480770,E : 126.850132 37.480770; E : 126.849331 37.482795,E : 126.849331 37.482795; E : 126.848755 37.484867,E : 126.848755 37.484867; E : 126.848407 37.486971,E : 126.848407 37.486971; E : 126.848291 37.489091,E : 126.848291 37.489091; E : 126.848407 37.491211,E : 126.848407 37.491211; E : 126.848755 37.493315,E : 126.848755 37.493315; E : 126.849331 37.495388,E : 126.849331 37.495388; E : 126.850132 37.497412,E : 126.850132 37.497412; E : 126.851152 37.499372,E : 126.851152 37.499372; E : 126.852381 37.501255,E : 126.852381 37.501255; E : 126.853813 37.503045,E : 126.853813 37.503045; E : 126.855434 37.504729,E : 126.855434 37.504729; E : 126.857234 37.506293,E : 126.857234 37.506293; E : 126.859198 37.507727,E : 126.859198 37.507727; E : 126.861312 37.509019,E : 126.861312 37.509019; E : 126.863558 37.510159,E : 126.863558 37.510159; E : 126.865921 37.511139,E : 126.865921 37.511139; E : 126.868383 37.511952,E : 126.868383 37.511952; E : 126.870923 37.512590,E : 126.870923 37.512590; E : 126.873524 37.513049,E : 126.873524 37.513049; E : 126.876166 37.513326,E : 126.876166 37.513326; E : 126.878828 37.513419,E : 126.878828 37.513419; E : 126.881489 37.513326,E : 126.881489 37.513326; E : 126.884131 37.513049,E : 126.884131 37.513049; E : 126.886732 37.512590,E : 126.886732 37.512590; E : 126.889272 37.511952,E : 126.889272 37.511952; E : 126.891734 37.511139,E : 126.891734 37.511139; E : 126.894097 37.510159,E : 126.894097 37.510159; E : 126.896344 37.509019,E : 126.896344 37.509019; E : 126.898457 37.507727,E : 126.898457 37.507727; E : 126.900421 37.506293,E : 126.900421 37.506293; E : 126.902221 37.504729,E : 126.902221 37.504729; E : 126.903843 37.503045,E : 126.903843 37.503045; E : 126.905274 37.501255,E : 126.905274 37.501255; E : 126.906504 37.499372,E : 126.906504 37.499372; E : 126.907523 37.497412,E : 126.907523 37.497412; E : 126.908324 37.495388,E : 126.908324 37.495388; E : 126.908901 37.493315,E : 126.908901 37.493315; E : 126.909248 37.491211,F : 126.909248 37.491211 L-2000; F : 126.909280 37.490903 L-2000,F : 126.909280 37.490903 R-2000; F : 126.939913 37.492727 R-2000,F : 126.939913 37.492727 L-2000; F : 126.985935 37.471102 L-2000,F : 126.985935 37.471102 R-2000; F : 127.031943 37.471372 R-2000,F : 127.031943 37.471372 R-2000; F : 127.073543 37.497682 R-2000,F : 127.073543 37.497682 R-2000; F : 127.064044 37.526425 R-2000,F : 127.064044 37.526425 L-2000; F : 127.091195 37.524263 L-2000,G : 127.091195 37.524263; G : 127.107762 37.537012,G : 127.107762 37.537012; G : 127.108764 37.536254,G : 127.108764 37.536254; G : 127.109846 37.535569,G : 127.109846 37.535569; G : 127.110999 37.534962,G : 127.110999 37.534962; G : 127.112213 37.534437,G : 127.112213 37.534437; G : 127.113480 37.533999,G : 127.113480 37.533999; G : 127.114791 37.533650,G : 127.114791 37.533650; G : 127.116135 37.533393,G : 127.116135 37.533393; G : 127.117501 37.533231,G : 127.117501 37.533231; G : 127.118880 37.533164,G : 127.118880 37.533164; G : 127.120262 37.533193,G : 127.120262 37.533193; G : 127.121635 37.533318,G : 127.121635 37.533318; G : 127.122989 37.533537,G : 127.122989 37.533537; G : 127.123253 37.533592,I : 127.123253 37.533592; I : 127.119049 37.544743,J : 127.119049 37.544743; J : 127.119049 37.544743,K : 127.119049 37.544743; K : 127.118722 37.545115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
