LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134,Seg135,Seg136,Seg137,Seg138,Seg139,Seg140,Seg141,Seg142,Seg143,Seg144,Seg145,Seg146,Seg147,Seg148,Seg149,Seg150,Seg151,Seg152,Seg153
5-1,UAM0010,6인승,6,목동,1,1,06:32:16,천호·길동,2,2,06:51:03,06:31:16,06:32:16,06:37:16,06:38:16,06:51:03,06:52:03,06:57:03,07:03:03,A : 126.877251 37.526075; A : 126.877570 37.526030,B : 126.877570 37.526030; B : 126.877570 37.526030,C : 126.877570 37.526030; C : 126.881899 37.534146,E : 126.881899 37.534146; E : 126.882732 37.533724,E : 126.882732 37.533724; E : 126.883515 37.533245,E : 126.883515 37.533245; E : 126.884242 37.532714,E : 126.884242 37.532714; E : 126.884909 37.532135,E : 126.884909 37.532135; E : 126.885510 37.531511,E : 126.885510 37.531511; E : 126.886040 37.530848,E : 126.886040 37.530848; E : 126.886496 37.530151,E : 126.886496 37.530151; E : 126.886874 37.529425,E : 126.886874 37.529425; E : 126.887171 37.528675,E : 126.887171 37.528675; E : 126.887384 37.527908,E : 126.887384 37.527908; E : 126.887513 37.527128,E : 126.887513 37.527128; E : 126.887556 37.526343,E : 126.887556 37.526343; E : 126.887513 37.525558,E : 126.887513 37.525558; E : 126.887384 37.524778,E : 126.887384 37.524778; E : 126.887171 37.524011,E : 126.887171 37.524011; E : 126.886874 37.523261,E : 126.886874 37.523261; E : 126.886496 37.522535,E : 126.886496 37.522535; E : 126.886041 37.521838,E : 126.886041 37.521838; E : 126.885510 37.521175,E : 126.885510 37.521175; E : 126.884910 37.520551,E : 126.884910 37.520551; E : 126.884243 37.519972,E : 126.884243 37.519972; E : 126.883515 37.519441,E : 126.883515 37.519441; E : 126.882732 37.518962,E : 126.882732 37.518962; E : 126.881900 37.518540,E : 126.881900 37.518540; E : 126.881025 37.518177,E : 126.881025 37.518177; E : 126.880113 37.517876,E : 126.880113 37.517876; E : 126.879172 37.517640,E : 126.879172 37.517640; E : 126.878209 37.517470,E : 126.878209 37.517470; E : 126.877230 37.517367,E : 126.877230 37.517367; E : 126.876244 37.517333,E : 126.876244 37.517333; E : 126.875259 37.517367,E : 126.875259 37.517367; E : 126.874280 37.517470,E : 126.874280 37.517470; E : 126.873317 37.517640,E : 126.873317 37.517640; E : 126.872376 37.517876,E : 126.872376 37.517876; E : 126.871464 37.518177,E : 126.871464 37.518177; E : 126.870589 37.518540,E : 126.870589 37.518540; E : 126.869757 37.518962,E : 126.869757 37.518962; E : 126.868974 37.519441,E : 126.868974 37.519441; E : 126.868246 37.519972,E : 126.868246 37.519972; E : 126.867579 37.520551,E : 126.867579 37.520551; E : 126.866979 37.521175,E : 126.866979 37.521175; E : 126.866448 37.521838,E : 126.866448 37.521838; E : 126.865993 37.522535,E : 126.865993 37.522535; E : 126.865615 37.523261,E : 126.865615 37.523261; E : 126.865318 37.524011,E : 126.865318 37.524011; E : 126.865105 37.524778,E : 126.865105 37.524778; E : 126.864976 37.525558,E : 126.864976 37.525558; E : 126.864933 37.526343,E : 126.864933 37.526343; E : 126.864976 37.527128,E : 126.864976 37.527128; E : 126.865105 37.527908,E : 126.865105 37.527908; E : 126.865318 37.528675,E : 126.865318 37.528675; E : 126.865615 37.529425,E : 126.865615 37.529425; E : 126.865993 37.530151,E : 126.865993 37.530151; E : 126.866449 37.530848,E : 126.866449 37.530848; E : 126.866979 37.531511,E : 126.866979 37.531511; E : 126.867580 37.532135,E : 126.867580 37.532135; E : 126.868246 37.532714,E : 126.868246 37.532714; E : 126.868974 37.533245,E : 126.868974 37.533245; E : 126.869757 37.533724,E : 126.869757 37.533724; E : 126.870590 37.534146,E : 126.870590 37.534146; E : 126.871465 37.534509,E : 126.871465 37.534509; E : 126.872377 37.534810,E : 126.872377 37.534810; E : 126.873318 37.535046,E : 126.873318 37.535046; E : 126.874282 37.535216,E : 126.874282 37.535216; E : 126.875261 37.535319,E : 126.875261 37.535319; E : 126.876247 37.535353,E : 126.876247 37.535353; E : 126.877233 37.535319,E : 126.877233 37.535319; E : 126.878211 37.535216,E : 126.878211 37.535216; E : 126.879175 37.535046,E : 126.879175 37.535046; E : 126.880116 37.534810,E : 126.880116 37.534810; E : 126.881028 37.534509,F : 126.881028 37.534509 L-1000; F : 126.881123 37.534473 L-1000,F : 126.881123 37.534473 R-1000; F : 126.892019 37.552642 R-1000,F : 126.892019 37.552642 L-1000; F : 126.902996 37.542370 L-1000,F : 126.902996 37.542370 L-1000; F : 126.925400 37.536964 L-1000,F : 126.925400 37.536964 L-1000; F : 126.940561 37.519304 L-1000,F : 126.940561 37.519304 L-1000; F : 126.952438 37.508582 L-1000,F : 126.952438 37.508582 L-1000; F : 126.983880 37.497679 L-1000,F : 126.983880 37.497679 R-1000; F : 127.015996 37.509393 R-1000,F : 127.015996 37.509393 R-1000; F : 127.034318 37.535342 R-1000,F : 127.034318 37.535342 L-1000; F : 127.064074 37.526422 L-1000,F : 127.064074 37.526422 L-1000; F : 127.091224 37.524260 L-1000,G : 127.091224 37.524260; G : 127.107792 37.537009,G : 127.107792 37.537009; G : 127.108794 37.536251,G : 127.108794 37.536251; G : 127.109876 37.535566,G : 127.109876 37.535566; G : 127.111028 37.534959,G : 127.111028 37.534959; G : 127.112243 37.534434,G : 127.112243 37.534434; G : 127.113510 37.533996,G : 127.113510 37.533996; G : 127.114821 37.533647,G : 127.114821 37.533647; G : 127.116164 37.533390,G : 127.116164 37.533390; G : 127.117531 37.533228,G : 127.117531 37.533228; G : 127.118910 37.533161,G : 127.118910 37.533161; G : 127.120291 37.533190,G : 127.120291 37.533190; G : 127.121664 37.533315,G : 127.121664 37.533315; G : 127.123018 37.533534,G : 127.123018 37.533534; G : 127.123282 37.533589,I : 127.123282 37.533589; I : 127.119049 37.544743,J : 127.119049 37.544743; J : 127.119049 37.544743,K : 127.119049 37.544743; K : 127.118788 37.545259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-2,UAM0030,6인승,6,목동,1,1,06:35:19,수서·문정,2,5,06:56:35,06:34:19,06:35:19,06:40:19,06:41:19,06:56:35,06:57:35,07:02:35,07:08:35,A : 126.877251 37.526075; A : 126.877570 37.526030,B : 126.877570 37.526030; B : 126.877570 37.526030,C : 126.877570 37.526030; C : 126.881899 37.534146,E : 126.881899 37.534146; E : 126.882732 37.533724,E : 126.882732 37.533724; E : 126.883515 37.533245,E : 126.883515 37.533245; E : 126.884242 37.532714,E : 126.884242 37.532714; E : 126.884909 37.532135,E : 126.884909 37.532135; E : 126.885510 37.531511,E : 126.885510 37.531511; E : 126.886040 37.530848,E : 126.886040 37.530848; E : 126.886496 37.530151,E : 126.886496 37.530151; E : 126.886874 37.529425,E : 126.886874 37.529425; E : 126.887171 37.528675,E : 126.887171 37.528675; E : 126.887384 37.527908,E : 126.887384 37.527908; E : 126.887513 37.527128,E : 126.887513 37.527128; E : 126.887556 37.526343,E : 126.887556 37.526343; E : 126.887513 37.525558,E : 126.887513 37.525558; E : 126.887384 37.524778,E : 126.887384 37.524778; E : 126.887171 37.524011,E : 126.887171 37.524011; E : 126.886874 37.523261,F : 126.886874 37.523261 L-1000; F : 126.886719 37.522942 L-1000,F : 126.886719 37.522942 L-1000; F : 126.908190 37.515970 L-1000,F : 126.908190 37.515970 L-1000; F : 126.939861 37.492724 L-1000,F : 126.939861 37.492724 L-1000; F : 126.985883 37.471099 L-1000,F : 126.985883 37.471099 R-1000; F : 127.031892 37.471369 R-1000,G : 127.031892 37.471369; G : 127.071268 37.480597,G : 127.071268 37.480597; G : 127.072130 37.478589,G : 127.072130 37.478589; G : 127.073209 37.476648,G : 127.073209 37.476648; G : 127.074495 37.474790,G : 127.074495 37.474790; G : 127.075979 37.473028,G : 127.075979 37.473028; G : 127.077651 37.471376,G : 127.077651 37.471376; G : 127.079497 37.469846,G : 127.079497 37.469846; G : 127.081503 37.468451,G : 127.081503 37.468451; G : 127.083654 37.467200,G : 127.083654 37.467200; G : 127.085933 37.466103,G : 127.085933 37.466103; G : 127.088324 37.465169,G : 127.088324 37.465169; G : 127.090807 37.464404,G : 127.090807 37.464404; G : 127.093365 37.463815,G : 127.093365 37.463815; G : 127.095978 37.463406,G : 127.095978 37.463406; G : 127.098625 37.463180,G : 127.098625 37.463180; G : 127.101287 37.463139,G : 127.101287 37.463139; G : 127.103943 37.463282,G : 127.103943 37.463282; G : 127.106573 37.463610,G : 127.106573 37.463610; G : 127.109158 37.464119,G : 127.109158 37.464119; G : 127.111677 37.464806,G : 127.111677 37.464806; G : 127.114112 37.465666,G : 127.114112 37.465666; G : 127.116443 37.466691,G : 127.116443 37.466691; G : 127.118653 37.467874,G : 127.118653 37.467874; G : 127.120726 37.469206,G : 127.120726 37.469206; G : 127.122645 37.470677,G : 127.122645 37.470677; G : 127.124396 37.472276,G : 127.124396 37.472276; G : 127.125965 37.473991,G : 127.125965 37.473991; G : 127.127341 37.475808,G : 127.127341 37.475808; G : 127.128514 37.477713,G : 127.128514 37.477713; G : 127.129473 37.479693,G : 127.129473 37.479693; G : 127.130212 37.481732,G : 127.130212 37.481732; G : 127.130726 37.483815,G : 127.130726 37.483815; G : 127.131009 37.485925,G : 127.131009 37.485925; G : 127.131061 37.488047,G : 127.131061 37.488047; G : 127.130881 37.490164,G : 127.130881 37.490164; G : 127.130469 37.492261,G : 127.130469 37.492261; G : 127.129830 37.494321,G : 127.129830 37.494321; G : 127.128968 37.496330,G : 127.128968 37.496330; G : 127.127890 37.498270,G : 127.127890 37.498270; G : 127.126603 37.500128,G : 127.126603 37.500128; G : 127.125118 37.501890,G : 127.125118 37.501890; G : 127.123446 37.503542,G : 127.123446 37.503542; G : 127.121599 37.505072,G : 127.121599 37.505072; G : 127.119593 37.506468,G : 127.119593 37.506468; G : 127.117441 37.507719,H : 127.117441 37.507719; H : 127.115803 37.508528,I : 127.115803 37.508528; I : 127.099527 37.488115,J : 127.099527 37.488115; J : 127.099527 37.488115,K : 127.099527 37.488115; K : 127.099758 37.487936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-3,UAM0040,6인승,6,목동,1,2,06:36:15,강남,2,1,06:53:43,06:35:15,06:36:15,06:41:19,06:42:19,06:53:43,06:54:43,06:59:43,07:05:43,A : 126.877062 37.526101; A : 126.877570 37.526030,B : 126.877570 37.526030; B : 126.877570 37.526030,C : 126.877570 37.526030; C : 126.881899 37.534146,E : 126.881899 37.534146; E : 126.882732 37.533724,E : 126.882732 37.533724; E : 126.883515 37.533245,E : 126.883515 37.533245; E : 126.884242 37.532714,E : 126.884242 37.532714; E : 126.884909 37.532135,E : 126.884909 37.532135; E : 126.885510 37.531511,E : 126.885510 37.531511; E : 126.886040 37.530848,E : 126.886040 37.530848; E : 126.886496 37.530151,E : 126.886496 37.530151; E : 126.886874 37.529425,E : 126.886874 37.529425; E : 126.887171 37.528675,E : 126.887171 37.528675; E : 126.887384 37.527908,E : 126.887384 37.527908; E : 126.887513 37.527128,E : 126.887513 37.527128; E : 126.887556 37.526343,E : 126.887556 37.526343; E : 126.887513 37.525558,E : 126.887513 37.525558; E : 126.887384 37.524778,E : 126.887384 37.524778; E : 126.887171 37.524011,E : 126.887171 37.524011; E : 126.886874 37.523261,F : 126.886874 37.523261 L-1000; F : 126.886719 37.522942 L-1000,F : 126.886719 37.522942 L-1000; F : 126.908190 37.515970 L-1000,F : 126.908190 37.515970 L-1000; F : 126.939861 37.492724 L-1000,F : 126.939861 37.492724 L-1000; F : 126.985883 37.471099 L-1000,G : 126.985883 37.471099; G : 126.999943 37.480561,G : 126.999943 37.480561; G : 127.001748 37.479000,G : 127.001748 37.479000; G : 127.003717 37.477571,G : 127.003717 37.477571; G : 127.005834 37.476284,G : 127.005834 37.476284; G : 127.008084 37.475149,G : 127.008084 37.475149; G : 127.010450 37.474175,G : 127.010450 37.474175; G : 127.012913 37.473369,G : 127.012913 37.473369; G : 127.015455 37.472737,G : 127.015455 37.472737; G : 127.018057 37.472284,G : 127.018057 37.472284; G : 127.020698 37.472013,G : 127.020698 37.472013; G : 127.023358 37.471927,G : 127.023358 37.471927; G : 127.026018 37.472026,G : 127.026018 37.472026; G : 127.028657 37.472309,G : 127.028657 37.472309; G : 127.031255 37.472775,G : 127.031255 37.472775; G : 127.033792 37.473419,G : 127.033792 37.473419; G : 127.036249 37.474238,G : 127.036249 37.474238; G : 127.038607 37.475223,G : 127.038607 37.475223; G : 127.040848 37.476369,G : 127.040848 37.476369; G : 127.042956 37.477666,G : 127.042956 37.477666; G : 127.044914 37.479105,G : 127.044914 37.479105; G : 127.046707 37.480674,G : 127.046707 37.480674; G : 127.048322 37.482361,G : 127.048322 37.482361; G : 127.049746 37.484155,G : 127.049746 37.484155; G : 127.050968 37.486040,G : 127.050968 37.486040; G : 127.051980 37.488004,G : 127.051980 37.488004; G : 127.052773 37.490030,G : 127.052773 37.490030; G : 127.053341 37.492103,G : 127.053341 37.492103; G : 127.053681 37.494208,G : 127.053681 37.494208; G : 127.053789 37.496329,G : 127.053789 37.496329; G : 127.053665 37.498449,G : 127.053665 37.498449; G : 127.053309 37.500552,G : 127.053309 37.500552; G : 127.052725 37.502623,G : 127.052725 37.502623; G : 127.051916 37.504645,G : 127.051916 37.504645; G : 127.050889 37.506603,G : 127.050889 37.506603; G : 127.049652 37.508483,G : 127.049652 37.508483; G : 127.048214 37.510269,G : 127.048214 37.510269; G : 127.046586 37.511949,G : 127.046586 37.511949; G : 127.044780 37.513509,G : 127.044780 37.513509; G : 127.042810 37.514938,G : 127.042810 37.514938; G : 127.040691 37.516225,G : 127.040691 37.516225; G : 127.038440 37.517360,G : 127.038440 37.517360; G : 127.036073 37.518334,G : 127.036073 37.518334; G : 127.033608 37.519140,G : 127.033608 37.519140; G : 127.031065 37.519772,G : 127.031065 37.519772; G : 127.028462 37.520226,G : 127.028462 37.520226; G : 127.025819 37.520496,G : 127.025819 37.520496; G : 127.023157 37.520582,G : 127.023157 37.520582; G : 127.020496 37.520483,G : 127.020496 37.520483; G : 127.017855 37.520200,G : 127.017855 37.520200; G : 127.015255 37.519734,G : 127.015255 37.519734; G : 127.012717 37.519090,G : 127.012717 37.519090; G : 127.010258 37.518272,G : 127.010258 37.518272; G : 127.007899 37.517286,G : 127.007899 37.517286; G : 127.005656 37.516140,G : 127.005656 37.516140; G : 127.003547 37.514843,H : 127.003547 37.514843; H : 127.001654 37.513457,I : 127.001654 37.513457; I : 127.024056 37.495427,J : 127.024056 37.495427; J : 127.024056 37.495427,K : 127.024056 37.495427; K : 127.023503 37.495537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-4,UAM0049,6인승,6,목동,1,1,06:37:39,미아,2,2,06:55:03,06:36:39,06:37:39,06:42:39,06:43:39,06:55:03,06:56:03,07:01:03,07:07:03,A : 126.877251 37.526075; A : 126.877570 37.526030,B : 126.877570 37.526030; B : 126.877570 37.526030,C : 126.877570 37.526030; C : 126.881899 37.534146,E : 126.881899 37.534146; E : 126.882732 37.533724,E : 126.882732 37.533724; E : 126.883515 37.533245,E : 126.883515 37.533245; E : 126.884242 37.532714,E : 126.884242 37.532714; E : 126.884909 37.532135,E : 126.884909 37.532135; E : 126.885510 37.531511,E : 126.885510 37.531511; E : 126.886040 37.530848,E : 126.886040 37.530848; E : 126.886496 37.530151,E : 126.886496 37.530151; E : 126.886874 37.529425,E : 126.886874 37.529425; E : 126.887171 37.528675,E : 126.887171 37.528675; E : 126.887384 37.527908,E : 126.887384 37.527908; E : 126.887513 37.527128,E : 126.887513 37.527128; E : 126.887556 37.526343,E : 126.887556 37.526343; E : 126.887513 37.525558,E : 126.887513 37.525558; E : 126.887384 37.524778,E : 126.887384 37.524778; E : 126.887171 37.524011,E : 126.887171 37.524011; E : 126.886874 37.523261,E : 126.886874 37.523261; E : 126.886496 37.522535,E : 126.886496 37.522535; E : 126.886041 37.521838,E : 126.886041 37.521838; E : 126.885510 37.521175,E : 126.885510 37.521175; E : 126.884910 37.520551,E : 126.884910 37.520551; E : 126.884243 37.519972,E : 126.884243 37.519972; E : 126.883515 37.519441,E : 126.883515 37.519441; E : 126.882732 37.518962,E : 126.882732 37.518962; E : 126.881900 37.518540,E : 126.881900 37.518540; E : 126.881025 37.518177,E : 126.881025 37.518177; E : 126.880113 37.517876,E : 126.880113 37.517876; E : 126.879172 37.517640,E : 126.879172 37.517640; E : 126.878209 37.517470,E : 126.878209 37.517470; E : 126.877230 37.517367,E : 126.877230 37.517367; E : 126.876244 37.517333,E : 126.876244 37.517333; E : 126.875259 37.517367,E : 126.875259 37.517367; E : 126.874280 37.517470,E : 126.874280 37.517470; E : 126.873317 37.517640,E : 126.873317 37.517640; E : 126.872376 37.517876,E : 126.872376 37.517876; E : 126.871464 37.518177,E : 126.871464 37.518177; E : 126.870589 37.518540,E : 126.870589 37.518540; E : 126.869757 37.518962,E : 126.869757 37.518962; E : 126.868974 37.519441,E : 126.868974 37.519441; E : 126.868246 37.519972,E : 126.868246 37.519972; E : 126.867579 37.520551,E : 126.867579 37.520551; E : 126.866979 37.521175,E : 126.866979 37.521175; E : 126.866448 37.521838,E : 126.866448 37.521838; E : 126.865993 37.522535,E : 126.865993 37.522535; E : 126.865615 37.523261,E : 126.865615 37.523261; E : 126.865318 37.524011,E : 126.865318 37.524011; E : 126.865105 37.524778,E : 126.865105 37.524778; E : 126.864976 37.525558,E : 126.864976 37.525558; E : 126.864933 37.526343,E : 126.864933 37.526343; E : 126.864976 37.527128,E : 126.864976 37.527128; E : 126.865105 37.527908,E : 126.865105 37.527908; E : 126.865318 37.528675,E : 126.865318 37.528675; E : 126.865615 37.529425,E : 126.865615 37.529425; E : 126.865993 37.530151,E : 126.865993 37.530151; E : 126.866449 37.530848,E : 126.866449 37.530848; E : 126.866979 37.531511,E : 126.866979 37.531511; E : 126.867580 37.532135,E : 126.867580 37.532135; E : 126.868246 37.532714,E : 126.868246 37.532714; E : 126.868974 37.533245,E : 126.868974 37.533245; E : 126.869757 37.533724,E : 126.869757 37.533724; E : 126.870590 37.534146,E : 126.870590 37.534146; E : 126.871465 37.534509,E : 126.871465 37.534509; E : 126.872377 37.534810,E : 126.872377 37.534810; E : 126.873318 37.535046,E : 126.873318 37.535046; E : 126.874282 37.535216,E : 126.874282 37.535216; E : 126.875261 37.535319,E : 126.875261 37.535319; E : 126.876247 37.535353,E : 126.876247 37.535353; E : 126.877233 37.535319,E : 126.877233 37.535319; E : 126.878211 37.535216,E : 126.878211 37.535216; E : 126.879175 37.535046,E : 126.879175 37.535046; E : 126.880116 37.534810,E : 126.880116 37.534810; E : 126.881028 37.534509,F : 126.881028 37.534509 L-1000; F : 126.881123 37.534473 L-1000,F : 126.881123 37.534473 R-1000; F : 126.892019 37.552642 R-1000,F : 126.892019 37.552642 R-1000; F : 126.923850 37.557162 R-1000,F : 126.923850 37.557162 R-1000; F : 126.976399 37.570004 R-1000,F : 126.976399 37.570004 R-1000; F : 127.023646 37.575798 R-1000,G : 127.023646 37.575798; G : 127.025493 37.617569,G : 127.025493 37.617569; G : 127.026876 37.617578,G : 127.026876 37.617578; G : 127.028253 37.617683,G : 127.028253 37.617683; G : 127.029614 37.617883,G : 127.029614 37.617883; G : 127.030947 37.618177,G : 127.030947 37.618177; G : 127.032243 37.618562,G : 127.032243 37.618562; G : 127.033491 37.619036,G : 127.033491 37.619036; G : 127.034683 37.619594,G : 127.034683 37.619594; G : 127.035810 37.620233,G : 127.035810 37.620233; G : 127.036862 37.620947,G : 127.036862 37.620947; G : 127.037832 37.621732,G : 127.037832 37.621732; G : 127.038712 37.622581,G : 127.038712 37.622581; G : 127.039496 37.623487,G : 127.039496 37.623487; G : 127.040178 37.624445,G : 127.040178 37.624445; G : 127.040752 37.625446,G : 127.040752 37.625446; G : 127.041214 37.626483,G : 127.041214 37.626483; G : 127.041561 37.627549,G : 127.041561 37.627549; G : 127.041790 37.628634,G : 127.041790 37.628634; G : 127.041899 37.629731,G : 127.041899 37.629731; G : 127.041887 37.630831,G : 127.041887 37.630831; G : 127.041755 37.631927,G : 127.041755 37.631927; G : 127.041503 37.633009,G : 127.041503 37.633009; G : 127.041133 37.634069,G : 127.041133 37.634069; G : 127.040649 37.635100,G : 127.040649 37.635100; G : 127.040054 37.636094,G : 127.040054 37.636094; G : 127.039352 37.637042,G : 127.039352 37.637042; G : 127.038549 37.637938,G : 127.038549 37.637938; G : 127.037650 37.638775,G : 127.037650 37.638775; G : 127.037263 37.639094,I : 127.037263 37.639094; I : 127.026717 37.629316,J : 127.026717 37.629316; J : 127.026717 37.629316,K : 127.026717 37.629316; K : 127.026125 37.629611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
