LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124
10-1,UAM0006,6인승,6,연신내·불광,1,1,06:31:03,수서·문정,2,2,06:51:31,06:30:03,06:31:03,06:36:03,06:37:03,06:51:31,06:52:31,06:57:31,07:03:31,A : 126.923384 37.610520; A : 126.923622 37.610344,B : 126.923622 37.610344; B : 126.923622 37.610344,C : 126.923622 37.610344; C : 126.922747 37.623759,E : 126.922747 37.623759; E : 126.924129 37.623711,E : 126.924129 37.623711; E : 126.925501 37.623567,E : 126.925501 37.623567; E : 126.926851 37.623329,E : 126.926851 37.623329; E : 126.928171 37.622998,E : 126.928171 37.622998; E : 126.929449 37.622577,E : 126.929449 37.622577; E : 126.930676 37.622069,E : 126.930676 37.622069; E : 126.931843 37.621478,E : 126.931843 37.621478; E : 126.932940 37.620808,E : 126.932940 37.620808; E : 126.933960 37.620065,E : 126.933960 37.620065; E : 126.934895 37.619253,E : 126.934895 37.619253; E : 126.935737 37.618380,E : 126.935737 37.618380; E : 126.936480 37.617452,E : 126.936480 37.617452; E : 126.937119 37.616476,E : 126.937119 37.616476; E : 126.937649 37.615459,E : 126.937649 37.615459; E : 126.938065 37.614410,E : 126.938065 37.614410; E : 126.938364 37.613335,E : 126.938364 37.613335; E : 126.938545 37.612244,E : 126.938545 37.612244; E : 126.938605 37.611145,E : 126.938605 37.611145; E : 126.938545 37.610046,E : 126.938545 37.610046; E : 126.938364 37.608955,E : 126.938364 37.608955; E : 126.938065 37.607880,E : 126.938065 37.607880; E : 126.937649 37.606831,E : 126.937649 37.606831; E : 126.937119 37.605814,E : 126.937119 37.605814; E : 126.936481 37.604838,E : 126.936481 37.604838; E : 126.935738 37.603910,E : 126.935738 37.603910; E : 126.934896 37.603037,E : 126.934896 37.603037; E : 126.933961 37.602225,E : 126.933961 37.602225; E : 126.932941 37.601482,E : 126.932941 37.601482; E : 126.931844 37.600812,E : 126.931844 37.600812; E : 126.930678 37.600221,F : 126.930678 37.600221 L-1000; F : 126.930602 37.600186 L-1000,F : 126.930602 37.600186 L-1000; F : 126.952055 37.570241 L-1000,F : 126.952055 37.570241 L-1000; F : 126.976346 37.570033 L-1000,F : 126.976346 37.570033 R-1000; F : 127.023593 37.575827 R-1000,F : 127.023593 37.575827 R-1000; F : 127.049150 37.581393 R-1000,F : 127.049150 37.581393 L-1000; F : 127.038308 37.562042 L-1000,F : 127.038308 37.562042 L-1000; F : 127.034347 37.535372 L-1000,F : 127.034347 37.535372 L-1000; F : 127.064103 37.526451 L-1000,F : 127.064103 37.526451 L-1000; F : 127.091253 37.524289 L-1000,G : 127.091253 37.524289; G : 127.094576 37.511325,G : 127.094576 37.511325; G : 127.091991 37.510810,G : 127.091991 37.510810; G : 127.089473 37.510118,G : 127.089473 37.510118; G : 127.087040 37.509253,G : 127.087040 37.509253; G : 127.084710 37.508223,G : 127.084710 37.508223; G : 127.082503 37.507035,G : 127.082503 37.507035; G : 127.080434 37.505699,G : 127.080434 37.505699; G : 127.078518 37.504223,G : 127.078518 37.504223; G : 127.076772 37.502621,G : 127.076772 37.502621; G : 127.075208 37.500903,G : 127.075208 37.500903; G : 127.073837 37.499083,G : 127.073837 37.499083; G : 127.072671 37.497175,G : 127.072671 37.497175; G : 127.071718 37.495193,G : 127.071718 37.495193; G : 127.070986 37.493153,G : 127.070986 37.493153; G : 127.070479 37.491069,G : 127.070479 37.491069; G : 127.070202 37.488958,G : 127.070202 37.488958; G : 127.070158 37.486836,G : 127.070158 37.486836; G : 127.070345 37.484719,G : 127.070345 37.484719; G : 127.070763 37.482623,G : 127.070763 37.482623; G : 127.071409 37.480564,G : 127.071409 37.480564; G : 127.072278 37.478558,G : 127.072278 37.478558; G : 127.073363 37.476620,G : 127.073363 37.476620; G : 127.074655 37.474764,G : 127.074655 37.474764; G : 127.076145 37.473005,G : 127.076145 37.473005; G : 127.077823 37.471357,G : 127.077823 37.471357; G : 127.079673 37.469831,G : 127.079673 37.469831; G : 127.081684 37.468440,G : 127.081684 37.468440; G : 127.083839 37.467193,G : 127.083839 37.467193; G : 127.086122 37.466102,G : 127.086122 37.466102; G : 127.088516 37.465172,G : 127.088516 37.465172; G : 127.091002 37.464413,G : 127.091002 37.464413; G : 127.093562 37.463829,G : 127.093562 37.463829; G : 127.096176 37.463426,G : 127.096176 37.463426; G : 127.098824 37.463205,G : 127.098824 37.463205; G : 127.101486 37.463170,G : 127.101486 37.463170; G : 127.104142 37.463319,G : 127.104142 37.463319; G : 127.106771 37.463652,G : 127.106771 37.463652; G : 127.109354 37.464167,G : 127.109354 37.464167; G : 127.111871 37.464859,G : 127.111871 37.464859; G : 127.114302 37.465724,G : 127.114302 37.465724; G : 127.116630 37.466754,G : 127.116630 37.466754; G : 127.118837 37.467942,G : 127.118837 37.467942; G : 127.120905 37.469278,G : 127.120905 37.469278; G : 127.122819 37.470754,G : 127.122819 37.470754; G : 127.124564 37.472356,G : 127.124564 37.472356; G : 127.126128 37.474074,G : 127.126128 37.474074; G : 127.127498 37.475894,G : 127.127498 37.475894; G : 127.128664 37.477802,G : 127.128664 37.477802; G : 127.129617 37.479784,G : 127.129617 37.479784; G : 127.130349 37.481825,G : 127.130349 37.481825; G : 127.130855 37.483908,G : 127.130855 37.483908; G : 127.131132 37.486019,G : 127.131132 37.486019; G : 127.131177 37.488141,G : 127.131177 37.488141; G : 127.130989 37.490258,G : 127.130989 37.490258; G : 127.130571 37.492354,G : 127.130571 37.492354; G : 127.129925 37.494413,G : 127.129925 37.494413; G : 127.129056 37.496419,G : 127.129056 37.496419; G : 127.127971 37.498358,G : 127.127971 37.498358; G : 127.126679 37.500213,G : 127.126679 37.500213; G : 127.125188 37.501972,G : 127.125188 37.501972; G : 127.123510 37.503620,G : 127.123510 37.503620; G : 127.121658 37.505146,G : 127.121658 37.505146; G : 127.119647 37.506537,G : 127.119647 37.506537; G : 127.117490 37.507784,H : 127.117490 37.507784; H : 127.115921 37.508557,I : 127.115921 37.508557; I : 127.099527 37.488115,J : 127.099527 37.488115; J : 127.099527 37.488115,K : 127.099527 37.488115; K : 127.100225 37.488114,,,,,,,,,,,,,,
10-2,UAM0009,6인승,6,연신내·불광,1,2,06:31:58,천호·길동,2,1,06:49:15,06:30:58,06:31:58,06:37:03,06:38:03,06:49:15,06:50:15,06:55:15,07:01:15,A : 126.923244 37.610624; A : 126.923622 37.610344,B : 126.923622 37.610344; B : 126.923622 37.610344,C : 126.923622 37.610344; C : 126.922747 37.623759,E : 126.922747 37.623759; E : 126.924129 37.623711,E : 126.924129 37.623711; E : 126.925501 37.623567,E : 126.925501 37.623567; E : 126.926851 37.623329,E : 126.926851 37.623329; E : 126.928171 37.622998,E : 126.928171 37.622998; E : 126.929449 37.622577,E : 126.929449 37.622577; E : 126.930676 37.622069,E : 126.930676 37.622069; E : 126.931843 37.621478,E : 126.931843 37.621478; E : 126.932940 37.620808,E : 126.932940 37.620808; E : 126.933960 37.620065,E : 126.933960 37.620065; E : 126.934895 37.619253,E : 126.934895 37.619253; E : 126.935737 37.618380,E : 126.935737 37.618380; E : 126.936480 37.617452,E : 126.936480 37.617452; E : 126.937119 37.616476,E : 126.937119 37.616476; E : 126.937649 37.615459,E : 126.937649 37.615459; E : 126.938065 37.614410,E : 126.938065 37.614410; E : 126.938364 37.613335,E : 126.938364 37.613335; E : 126.938545 37.612244,E : 126.938545 37.612244; E : 126.938605 37.611145,E : 126.938605 37.611145; E : 126.938545 37.610046,E : 126.938545 37.610046; E : 126.938364 37.608955,E : 126.938364 37.608955; E : 126.938065 37.607880,E : 126.938065 37.607880; E : 126.937649 37.606831,E : 126.937649 37.606831; E : 126.937119 37.605814,E : 126.937119 37.605814; E : 126.936481 37.604838,E : 126.936481 37.604838; E : 126.935738 37.603910,E : 126.935738 37.603910; E : 126.934896 37.603037,E : 126.934896 37.603037; E : 126.933961 37.602225,E : 126.933961 37.602225; E : 126.932941 37.601482,E : 126.932941 37.601482; E : 126.931844 37.600812,E : 126.931844 37.600812; E : 126.930678 37.600221,F : 126.930678 37.600221 L-1000; F : 126.930602 37.600186 L-1000,F : 126.930602 37.600186 L-1000; F : 126.952055 37.570241 L-1000,F : 126.952055 37.570241 L-1000; F : 126.976346 37.570033 L-1000,F : 126.976346 37.570033 R-1000; F : 127.023593 37.575827 R-1000,F : 127.023593 37.575827 R-1000; F : 127.049150 37.581393 R-1000,F : 127.049150 37.581393 L-1000; F : 127.038308 37.562042 L-1000,F : 127.038308 37.562042 L-1000; F : 127.034347 37.535372 L-1000,F : 127.034347 37.535372 L-1000; F : 127.064103 37.526451 L-1000,F : 127.064103 37.526451 L-1000; F : 127.091253 37.524289 L-1000,G : 127.091253 37.524289; G : 127.107820 37.537038,G : 127.107820 37.537038; G : 127.108823 37.536281,G : 127.108823 37.536281; G : 127.109905 37.535596,G : 127.109905 37.535596; G : 127.111057 37.534989,G : 127.111057 37.534989; G : 127.112272 37.534464,G : 127.112272 37.534464; G : 127.113539 37.534025,G : 127.113539 37.534025; G : 127.114849 37.533676,G : 127.114849 37.533676; G : 127.116193 37.533420,G : 127.116193 37.533420; G : 127.117560 37.533257,G : 127.117560 37.533257; G : 127.118939 37.533190,G : 127.118939 37.533190; G : 127.120320 37.533219,G : 127.120320 37.533219; G : 127.121693 37.533344,G : 127.121693 37.533344; G : 127.123047 37.533564,G : 127.123047 37.533564; G : 127.123311 37.533618,I : 127.123311 37.533618; I : 127.119049 37.544743,J : 127.119049 37.544743; J : 127.119049 37.544743,K : 127.119049 37.544743; K : 127.118722 37.545115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-3,UAM0026,6인승,6,연신내·불광,1,1,06:34:27,봉천,2,1,06:50:13,06:33:27,06:34:27,06:39:27,06:40:27,06:50:13,06:51:13,06:56:13,07:02:13,A : 126.923384 37.610520; A : 126.923622 37.610344,B : 126.923622 37.610344; B : 126.923622 37.610344,C : 126.923622 37.610344; C : 126.922747 37.623759,E : 126.922747 37.623759; E : 126.924129 37.623711,E : 126.924129 37.623711; E : 126.925501 37.623567,E : 126.925501 37.623567; E : 126.926851 37.623329,E : 126.926851 37.623329; E : 126.928171 37.622998,E : 126.928171 37.622998; E : 126.929449 37.622577,E : 126.929449 37.622577; E : 126.930676 37.622069,E : 126.930676 37.622069; E : 126.931843 37.621478,E : 126.931843 37.621478; E : 126.932940 37.620808,E : 126.932940 37.620808; E : 126.933960 37.620065,E : 126.933960 37.620065; E : 126.934895 37.619253,E : 126.934895 37.619253; E : 126.935737 37.618380,E : 126.935737 37.618380; E : 126.936480 37.617452,E : 126.936480 37.617452; E : 126.937119 37.616476,E : 126.937119 37.616476; E : 126.937649 37.615459,E : 126.937649 37.615459; E : 126.938065 37.614410,E : 126.938065 37.614410; E : 126.938364 37.613335,E : 126.938364 37.613335; E : 126.938545 37.612244,E : 126.938545 37.612244; E : 126.938605 37.611145,E : 126.938605 37.611145; E : 126.938545 37.610046,E : 126.938545 37.610046; E : 126.938364 37.608955,E : 126.938364 37.608955; E : 126.938065 37.607880,E : 126.938065 37.607880; E : 126.937649 37.606831,E : 126.937649 37.606831; E : 126.937119 37.605814,E : 126.937119 37.605814; E : 126.936481 37.604838,E : 126.936481 37.604838; E : 126.935738 37.603910,E : 126.935738 37.603910; E : 126.934896 37.603037,E : 126.934896 37.603037; E : 126.933961 37.602225,E : 126.933961 37.602225; E : 126.932941 37.601482,E : 126.932941 37.601482; E : 126.931844 37.600812,E : 126.931844 37.600812; E : 126.930678 37.600221,E : 126.930678 37.600221; E : 126.929451 37.599713,E : 126.929451 37.599713; E : 126.928173 37.599292,E : 126.928173 37.599292; E : 126.926854 37.598961,E : 126.926854 37.598961; E : 126.925504 37.598723,E : 126.925504 37.598723; E : 126.924133 37.598579,E : 126.924133 37.598579; E : 126.922751 37.598531,E : 126.922751 37.598531; E : 126.921370 37.598579,E : 126.921370 37.598579; E : 126.919998 37.598723,E : 126.919998 37.598723; E : 126.918648 37.598961,E : 126.918648 37.598961; E : 126.917329 37.599292,E : 126.917329 37.599292; E : 126.916051 37.599713,E : 126.916051 37.599713; E : 126.914825 37.600221,E : 126.914825 37.600221; E : 126.913658 37.600812,E : 126.913658 37.600812; E : 126.912561 37.601482,E : 126.912561 37.601482; E : 126.911541 37.602225,F : 126.911541 37.602225 R-1000; F : 126.910753 37.602900 R-1000,F : 126.910753 37.602900 L-1000; F : 126.886829 37.586459 L-1000,F : 126.886829 37.586459 L-1000; F : 126.891924 37.552671 L-1000,F : 126.891924 37.552671 L-1000; F : 126.902901 37.542399 L-1000,F : 126.902901 37.542399 L-1000; F : 126.908106 37.516000 L-1000,G : 126.908106 37.516000; G : 126.932114 37.492591,G : 126.932114 37.492591; G : 126.933221 37.493249,G : 126.933221 37.493249; G : 126.934395 37.493828,G : 126.934395 37.493828; G : 126.935628 37.494323,G : 126.935628 37.494323; G : 126.936911 37.494731,G : 126.936911 37.494731; G : 126.938234 37.495048,G : 126.938234 37.495048; G : 126.939586 37.495272,G : 126.939586 37.495272; G : 126.940957 37.495402,G : 126.940957 37.495402; G : 126.942338 37.495435,G : 126.942338 37.495435; G : 126.943717 37.495373,G : 126.943717 37.495373; G : 126.945083 37.495215,G : 126.945083 37.495215; G : 126.946428 37.494963,G : 126.946428 37.494963; G : 126.947739 37.494618,G : 126.947739 37.494618; G : 126.949008 37.494183,G : 126.949008 37.494183; G : 126.950225 37.493662,G : 126.950225 37.493662; G : 126.951380 37.493059,G : 126.951380 37.493059; G : 126.952464 37.492378,G : 126.952464 37.492378; G : 126.953470 37.491624,G : 126.953470 37.491624; G : 126.954390 37.490803,G : 126.954390 37.490803; G : 126.955216 37.489921,G : 126.955216 37.489921; G : 126.955942 37.488985,G : 126.955942 37.488985; G : 126.956564 37.488002,G : 126.956564 37.488002; G : 126.957076 37.486980,G : 126.957076 37.486980; G : 126.957474 37.485926,G : 126.957474 37.485926; G : 126.957755 37.484849,G : 126.957755 37.484849; G : 126.957917 37.483756,G : 126.957917 37.483756; G : 126.957959 37.482656,G : 126.957959 37.482656; G : 126.957881 37.481558,G : 126.957881 37.481558; G : 126.957683 37.480468,G : 126.957683 37.480468; G : 126.957366 37.479397,G : 126.957366 37.479397; G : 126.956934 37.478352,G : 126.956934 37.478352; G : 126.956389 37.477341,G : 126.956389 37.477341; G : 126.955735 37.476372,G : 126.955735 37.476372; G : 126.954978 37.475451,G : 126.954978 37.475451; G : 126.954123 37.474587,G : 126.954123 37.474587; G : 126.953325 37.473902,I : 126.953325 37.473902; I : 126.943672 37.482945,J : 126.943672 37.482945; J : 126.943672 37.482945,K : 126.943672 37.482945; K : 126.943284 37.482613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-4,UAM0038,6인승,6,연신내·불광,1,1,06:36:01,영등포·여의도,2,2,06:50:50,06:35:01,06:36:01,06:41:01,06:42:01,06:50:50,06:51:50,06:56:50,07:02:50,A : 126.923384 37.610520; A : 126.923622 37.610344,B : 126.923622 37.610344; B : 126.923622 37.610344,C : 126.923622 37.610344; C : 126.922747 37.623759,E : 126.922747 37.623759; E : 126.924129 37.623711,E : 126.924129 37.623711; E : 126.925501 37.623567,E : 126.925501 37.623567; E : 126.926851 37.623329,E : 126.926851 37.623329; E : 126.928171 37.622998,E : 126.928171 37.622998; E : 126.929449 37.622577,E : 126.929449 37.622577; E : 126.930676 37.622069,E : 126.930676 37.622069; E : 126.931843 37.621478,E : 126.931843 37.621478; E : 126.932940 37.620808,E : 126.932940 37.620808; E : 126.933960 37.620065,E : 126.933960 37.620065; E : 126.934895 37.619253,E : 126.934895 37.619253; E : 126.935737 37.618380,E : 126.935737 37.618380; E : 126.936480 37.617452,E : 126.936480 37.617452; E : 126.937119 37.616476,E : 126.937119 37.616476; E : 126.937649 37.615459,E : 126.937649 37.615459; E : 126.938065 37.614410,E : 126.938065 37.614410; E : 126.938364 37.613335,E : 126.938364 37.613335; E : 126.938545 37.612244,E : 126.938545 37.612244; E : 126.938605 37.611145,E : 126.938605 37.611145; E : 126.938545 37.610046,E : 126.938545 37.610046; E : 126.938364 37.608955,E : 126.938364 37.608955; E : 126.938065 37.607880,E : 126.938065 37.607880; E : 126.937649 37.606831,E : 126.937649 37.606831; E : 126.937119 37.605814,E : 126.937119 37.605814; E : 126.936481 37.604838,E : 126.936481 37.604838; E : 126.935738 37.603910,E : 126.935738 37.603910; E : 126.934896 37.603037,E : 126.934896 37.603037; E : 126.933961 37.602225,E : 126.933961 37.602225; E : 126.932941 37.601482,E : 126.932941 37.601482; E : 126.931844 37.600812,E : 126.931844 37.600812; E : 126.930678 37.600221,E : 126.930678 37.600221; E : 126.929451 37.599713,E : 126.929451 37.599713; E : 126.928173 37.599292,E : 126.928173 37.599292; E : 126.926854 37.598961,E : 126.926854 37.598961; E : 126.925504 37.598723,E : 126.925504 37.598723; E : 126.924133 37.598579,E : 126.924133 37.598579; E : 126.922751 37.598531,E : 126.922751 37.598531; E : 126.921370 37.598579,E : 126.921370 37.598579; E : 126.919998 37.598723,E : 126.919998 37.598723; E : 126.918648 37.598961,E : 126.918648 37.598961; E : 126.917329 37.599292,E : 126.917329 37.599292; E : 126.916051 37.599713,E : 126.916051 37.599713; E : 126.914825 37.600221,E : 126.914825 37.600221; E : 126.913658 37.600812,E : 126.913658 37.600812; E : 126.912561 37.601482,E : 126.912561 37.601482; E : 126.911541 37.602225,F : 126.911541 37.602225 R-1000; F : 126.910753 37.602900 R-1000,F : 126.910753 37.602900 L-1000; F : 126.886829 37.586459 L-1000,F : 126.886829 37.586459 L-1000; F : 126.891924 37.552671 L-1000,F : 126.891924 37.552671 L-1000; F : 126.902901 37.542399 L-1000,F : 126.902901 37.542399 L-1000; F : 126.908106 37.516000 L-1000,G : 126.908106 37.516000; G : 126.910991 37.518069,G : 126.910991 37.518069; G : 126.910112 37.518918,G : 126.910112 37.518918; G : 126.909329 37.519825,G : 126.909329 37.519825; G : 126.908649 37.520783,G : 126.908649 37.520783; G : 126.908075 37.521784,G : 126.908075 37.521784; G : 126.907614 37.522821,G : 126.907614 37.522821; G : 126.907268 37.523887,G : 126.907268 37.523887; G : 126.907040 37.524972,G : 126.907040 37.524972; G : 126.906931 37.526069,G : 126.906931 37.526069; G : 126.906943 37.527170,G : 126.906943 37.527170; G : 126.907075 37.528265,G : 126.907075 37.528265; G : 126.907327 37.529347,G : 126.907327 37.529347; G : 126.907696 37.530407,G : 126.907696 37.530407; G : 126.908179 37.531438,G : 126.908179 37.531438; G : 126.908774 37.532432,G : 126.908774 37.532432; G : 126.909475 37.533380,G : 126.909475 37.533380; G : 126.910277 37.534276,G : 126.910277 37.534276; G : 126.911175 37.535113,G : 126.911175 37.535113; G : 126.912160 37.535884,G : 126.912160 37.535884; G : 126.913226 37.536584,G : 126.913226 37.536584; G : 126.914365 37.537208,G : 126.914365 37.537208; G : 126.915568 37.537750,G : 126.915568 37.537750; G : 126.916825 37.538206,G : 126.916825 37.538206; G : 126.918127 37.538574,G : 126.918127 37.538574; G : 126.919465 37.538850,G : 126.919465 37.538850; G : 126.920828 37.539031,G : 126.920828 37.539031; G : 126.922206 37.539118,G : 126.922206 37.539118; G : 126.922761 37.539126,I : 126.922761 37.539126; I : 126.923811 37.527378,J : 126.923811 37.527378; J : 126.923811 37.527378,K : 126.923811 37.527378; K : 126.923690 37.526830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-5,UAM0047,6인승,6,연신내·불광,1,2,06:37:10,망우,2,2,06:55:16,06:36:10,06:37:10,06:42:10,06:43:10,06:55:16,06:56:16,07:01:16,07:07:16,A : 126.923244 37.610624; A : 126.923622 37.610344,B : 126.923622 37.610344; B : 126.923622 37.610344,C : 126.923622 37.610344; C : 126.922747 37.623759,E : 126.922747 37.623759; E : 126.924129 37.623711,E : 126.924129 37.623711; E : 126.925501 37.623567,E : 126.925501 37.623567; E : 126.926851 37.623329,E : 126.926851 37.623329; E : 126.928171 37.622998,E : 126.928171 37.622998; E : 126.929449 37.622577,E : 126.929449 37.622577; E : 126.930676 37.622069,E : 126.930676 37.622069; E : 126.931843 37.621478,E : 126.931843 37.621478; E : 126.932940 37.620808,E : 126.932940 37.620808; E : 126.933960 37.620065,E : 126.933960 37.620065; E : 126.934895 37.619253,E : 126.934895 37.619253; E : 126.935737 37.618380,E : 126.935737 37.618380; E : 126.936480 37.617452,E : 126.936480 37.617452; E : 126.937119 37.616476,E : 126.937119 37.616476; E : 126.937649 37.615459,E : 126.937649 37.615459; E : 126.938065 37.614410,E : 126.938065 37.614410; E : 126.938364 37.613335,E : 126.938364 37.613335; E : 126.938545 37.612244,E : 126.938545 37.612244; E : 126.938605 37.611145,E : 126.938605 37.611145; E : 126.938545 37.610046,E : 126.938545 37.610046; E : 126.938364 37.608955,E : 126.938364 37.608955; E : 126.938065 37.607880,E : 126.938065 37.607880; E : 126.937649 37.606831,E : 126.937649 37.606831; E : 126.937119 37.605814,E : 126.937119 37.605814; E : 126.936481 37.604838,E : 126.936481 37.604838; E : 126.935738 37.603910,E : 126.935738 37.603910; E : 126.934896 37.603037,E : 126.934896 37.603037; E : 126.933961 37.602225,E : 126.933961 37.602225; E : 126.932941 37.601482,E : 126.932941 37.601482; E : 126.931844 37.600812,E : 126.931844 37.600812; E : 126.930678 37.600221,F : 126.930678 37.600221 L-1000; F : 126.930602 37.600186 L-1000,F : 126.930602 37.600186 L-1000; F : 126.952055 37.570241 L-1000,F : 126.952055 37.570241 L-1000; F : 126.976346 37.570033 L-1000,F : 126.976346 37.570033 R-1000; F : 127.023593 37.575827 R-1000,F : 127.023593 37.575827 R-1000; F : 127.049150 37.581393 R-1000,G : 127.049150 37.581393; G : 127.058003 37.585257,G : 127.058003 37.585257; G : 127.056824 37.587160,G : 127.056824 37.587160; G : 127.055858 37.589139,G : 127.055858 37.589139; G : 127.055112 37.591176,G : 127.055112 37.591176; G : 127.054592 37.593258,G : 127.054592 37.593258; G : 127.054302 37.595368,G : 127.054302 37.595368; G : 127.054245 37.597489,G : 127.054245 37.597489; G : 127.054420 37.599607,G : 127.054420 37.599607; G : 127.054826 37.601705,G : 127.054826 37.601705; G : 127.055461 37.603766,G : 127.055461 37.603766; G : 127.056319 37.605775,G : 127.056319 37.605775; G : 127.057393 37.607718,G : 127.057393 37.607718; G : 127.058677 37.609578,G : 127.058677 37.609578; G : 127.060159 37.611343,G : 127.060159 37.611343; G : 127.061830 37.612997,G : 127.061830 37.612997; G : 127.063675 37.614530,G : 127.063675 37.614530; G : 127.065681 37.615929,G : 127.065681 37.615929; G : 127.067833 37.617184,G : 127.067833 37.617184; G : 127.070114 37.618284,G : 127.070114 37.618284; G : 127.072507 37.619223,G : 127.072507 37.619223; G : 127.074994 37.619991,G : 127.074994 37.619991; G : 127.077555 37.620585,G : 127.077555 37.620585; G : 127.080172 37.620998,G : 127.080172 37.620998; G : 127.082824 37.621229,G : 127.082824 37.621229; G : 127.085492 37.621275,G : 127.085492 37.621275; G : 127.088154 37.621136,G : 127.088154 37.621136; G : 127.090791 37.620812,G : 127.090791 37.620812; G : 127.093382 37.620308,G : 127.093382 37.620308; G : 127.095908 37.619625,G : 127.095908 37.619625; G : 127.098350 37.618770,G : 127.098350 37.618770; G : 127.100689 37.617749,G : 127.100689 37.617749; G : 127.102907 37.616569,G : 127.102907 37.616569; G : 127.104987 37.615240,G : 127.104987 37.615240; G : 127.106914 37.613773,G : 127.106914 37.613773; G : 127.108672 37.612177,G : 127.108672 37.612177; G : 127.110249 37.610465,G : 127.110249 37.610465; G : 127.111633 37.608650,G : 127.111633 37.608650; G : 127.112812 37.606747,G : 127.112812 37.606747; G : 127.113778 37.604769,G : 127.113778 37.604769; G : 127.114524 37.602731,G : 127.114524 37.602731; G : 127.115044 37.600649,G : 127.115044 37.600649; G : 127.115334 37.598540,G : 127.115334 37.598540; G : 127.115392 37.596418,G : 127.115392 37.596418; G : 127.115217 37.594300,G : 127.115217 37.594300; G : 127.114810 37.592203,G : 127.114810 37.592203; G : 127.114176 37.590141,G : 127.114176 37.590141; G : 127.113318 37.588132,G : 127.113318 37.588132; G : 127.112244 37.586189,G : 127.112244 37.586189; G : 127.110960 37.584329,G : 127.110960 37.584329; G : 127.109478 37.582565,G : 127.109478 37.582565; G : 127.107809 37.580910,G : 127.107809 37.580910; G : 127.105965 37.579377,G : 127.105965 37.579377; G : 127.103959 37.577978,G : 127.103959 37.577978; G : 127.101809 37.576723,G : 127.101809 37.576723; G : 127.099529 37.575623,G : 127.099529 37.575623; G : 127.097137 37.574684,G : 127.097137 37.574684; G : 127.094652 37.573916,G : 127.094652 37.573916; G : 127.092092 37.573322,G : 127.092092 37.573322; G : 127.089477 37.572909,G : 127.089477 37.572909; G : 127.086826 37.572678,G : 127.086826 37.572678; G : 127.084161 37.572632,G : 127.084161 37.572632; G : 127.081500 37.572771,G : 127.081500 37.572771; G : 127.078865 37.573095,G : 127.078865 37.573095; G : 127.076275 37.573600,G : 127.076275 37.573600; G : 127.073750 37.574282,G : 127.073750 37.574282; G : 127.071310 37.575137,G : 127.071310 37.575137; G : 127.068973 37.576158,G : 127.068973 37.576158; G : 127.066756 37.577338,G : 127.066756 37.577338; G : 127.064677 37.578667,H : 127.064677 37.578667; H : 127.063222 37.579752,I : 127.063222 37.579752; I : 127.086147 37.597467,J : 127.086147 37.597467; J : 127.086147 37.597467,K : 127.086147 37.597467; K : 127.085776 37.596995,,,,,,,,,,,,,
