LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115,Seg116,Seg117,Seg118,Seg119,Seg120,Seg121,Seg122,Seg123,Seg124,Seg125,Seg126,Seg127,Seg128,Seg129,Seg130,Seg131,Seg132,Seg133,Seg134,Seg135,Seg136,Seg137,Seg138,Seg139,Seg140
9-1,UAM0039,6인승,6,성수,1,1,06:36:07,마곡,2,5,06:53:52,06:35:07,06:36:07,06:41:07,06:42:07,06:53:52,06:54:52,06:59:52,07:05:52,A : 127.042336 37.539640; A : 127.042473 37.539874,B : 127.042473 37.539874; B : 127.042473 37.539874,C : 127.042473 37.539874; C : 127.052836 37.547837,E : 127.052836 37.547837; E : 127.053770 37.547025,E : 127.053770 37.547025; E : 127.054611 37.546152,E : 127.054611 37.546152; E : 127.055354 37.545224,E : 127.055354 37.545224; E : 127.055992 37.544248,E : 127.055992 37.544248; E : 127.056521 37.543231,E : 127.056521 37.543231; E : 127.056936 37.542182,E : 127.056936 37.542182; E : 127.057235 37.541107,E : 127.057235 37.541107; E : 127.057416 37.540016,E : 127.057416 37.540016; E : 127.057476 37.538917,E : 127.057476 37.538917; E : 127.057416 37.537818,E : 127.057416 37.537818; E : 127.057235 37.536727,E : 127.057235 37.536727; E : 127.056936 37.535652,E : 127.056936 37.535652; E : 127.056521 37.534603,E : 127.056521 37.534603; E : 127.055992 37.533586,E : 127.055992 37.533586; E : 127.055354 37.532610,E : 127.055354 37.532610; E : 127.054611 37.531682,E : 127.054611 37.531682; E : 127.053770 37.530809,E : 127.053770 37.530809; E : 127.052837 37.529997,E : 127.052837 37.529997; E : 127.051818 37.529254,E : 127.051818 37.529254; E : 127.050722 37.528584,E : 127.050722 37.528584; E : 127.049557 37.527993,E : 127.049557 37.527993; E : 127.048331 37.527485,E : 127.048331 37.527485; E : 127.047054 37.527063,E : 127.047054 37.527063; E : 127.045737 37.526733,E : 127.045737 37.526733; E : 127.044388 37.526494,E : 127.044388 37.526494; E : 127.043018 37.526351,E : 127.043018 37.526351; E : 127.041638 37.526303,E : 127.041638 37.526303; E : 127.040257 37.526351,E : 127.040257 37.526351; E : 127.038887 37.526494,E : 127.038887 37.526494; E : 127.037538 37.526733,E : 127.037538 37.526733; E : 127.036221 37.527063,E : 127.036221 37.527063; E : 127.034944 37.527485,E : 127.034944 37.527485; E : 127.033719 37.527993,F : 127.033719 37.527993 R-1000; F : 127.032627 37.528543 R-1000,F : 127.032627 37.528543 L-1000; F : 127.016017 37.509420 L-1000,F : 127.016017 37.509420 L-1000; F : 126.983897 37.497706 L-1000,F : 126.983897 37.497706 R-1000; F : 126.952459 37.508609 R-1000,F : 126.952459 37.508609 R-1000; F : 126.940584 37.519331 R-1000,F : 126.940584 37.519331 R-1000; F : 126.925426 37.536991 R-1000,F : 126.925426 37.536991 R-1000; F : 126.903024 37.542397 R-1000,F : 126.903024 37.542397 R-1000; F : 126.892048 37.552669 R-1000,F : 126.892048 37.552669 R-1000; F : 126.861720 37.569518 R-1000,F : 126.861720 37.569518 L-1000; F : 126.831950 37.566274 L-1000,G : 126.831950 37.566274; G : 126.822344 37.565649,G : 126.822344 37.565649; G : 126.822011 37.567755,G : 126.822011 37.567755; G : 126.821449 37.569829,G : 126.821449 37.569829; G : 126.820662 37.571857,G : 126.820662 37.571857; G : 126.819656 37.573822,G : 126.819656 37.573822; G : 126.818438 37.575710,G : 126.818438 37.575710; G : 126.817018 37.577507,G : 126.817018 37.577507; G : 126.815407 37.579198,G : 126.815407 37.579198; G : 126.813617 37.580770,G : 126.813617 37.580770; G : 126.811661 37.582213,G : 126.811661 37.582213; G : 126.809554 37.583515,G : 126.809554 37.583515; G : 126.807314 37.584665,G : 126.807314 37.584665; G : 126.804955 37.585656,G : 126.804955 37.585656; G : 126.802497 37.586479,G : 126.802497 37.586479; G : 126.799959 37.587129,G : 126.799959 37.587129; G : 126.797358 37.587600,G : 126.797358 37.587600; G : 126.794716 37.587889,G : 126.794716 37.587889; G : 126.792053 37.587993,G : 126.792053 37.587993; G : 126.789388 37.587913,G : 126.789388 37.587913; G : 126.786742 37.587648,G : 126.786742 37.587648; G : 126.784135 37.587200,G : 126.784135 37.587200; G : 126.781587 37.586573,G : 126.781587 37.586573; G : 126.779118 37.585772,H : 126.779118 37.585772; H : 126.778960 37.585714,I : 126.778960 37.585714; I : 126.792978 37.562979,J : 126.792978 37.562979; J : 126.792978 37.562979,K : 126.792978 37.562979; K : 126.792758 37.563167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-2,UAM0089,6인승,6,성수,1,1,06:45:17,사당·이수,2,4,07:00:47,06:44:17,06:45:17,06:50:17,06:51:17,07:00:47,07:01:47,07:06:47,07:12:47,A : 127.042336 37.539640; A : 127.042473 37.539874,B : 127.042473 37.539874; B : 127.042473 37.539874,C : 127.042473 37.539874; C : 127.052836 37.547837,E : 127.052836 37.547837; E : 127.053770 37.547025,E : 127.053770 37.547025; E : 127.054611 37.546152,E : 127.054611 37.546152; E : 127.055354 37.545224,E : 127.055354 37.545224; E : 127.055992 37.544248,E : 127.055992 37.544248; E : 127.056521 37.543231,E : 127.056521 37.543231; E : 127.056936 37.542182,E : 127.056936 37.542182; E : 127.057235 37.541107,E : 127.057235 37.541107; E : 127.057416 37.540016,E : 127.057416 37.540016; E : 127.057476 37.538917,E : 127.057476 37.538917; E : 127.057416 37.537818,E : 127.057416 37.537818; E : 127.057235 37.536727,E : 127.057235 37.536727; E : 127.056936 37.535652,E : 127.056936 37.535652; E : 127.056521 37.534603,E : 127.056521 37.534603; E : 127.055992 37.533586,E : 127.055992 37.533586; E : 127.055354 37.532610,F : 127.055354 37.532610 L-1000; F : 127.054631 37.531704 L-1000,F : 127.054631 37.531704 L-1000; F : 127.064098 37.526449 L-1000,F : 127.064098 37.526449 L-1000; F : 127.073600 37.497706 L-1000,F : 127.073600 37.497706 L-1000; F : 127.031986 37.471396 L-1000,G : 127.031986 37.471396; G : 126.997987 37.474372,G : 126.997987 37.474372; G : 126.998078 37.475470,G : 126.998078 37.475470; G : 126.998048 37.476570,G : 126.998048 37.476570; G : 126.997898 37.477664,G : 126.997898 37.477664; G : 126.997629 37.478744,G : 126.997629 37.478744; G : 126.997243 37.479800,G : 126.997243 37.479800; G : 126.996743 37.480826,G : 126.996743 37.480826; G : 126.996133 37.481813,G : 126.996133 37.481813; G : 126.995417 37.482754,G : 126.995417 37.482754; G : 126.994600 37.483642,G : 126.994600 37.483642; G : 126.993690 37.484469,G : 126.993690 37.484469; G : 126.992693 37.485231,G : 126.992693 37.485231; G : 126.991616 37.485920,G : 126.991616 37.485920; G : 126.990468 37.486531,G : 126.990468 37.486531; G : 126.989258 37.487061,G : 126.989258 37.487061; G : 126.987994 37.487504,G : 126.987994 37.487504; G : 126.986687 37.487858,G : 126.986687 37.487858; G : 126.985345 37.488120,G : 126.985345 37.488120; G : 126.983980 37.488288,G : 126.983980 37.488288; G : 126.982602 37.488360,G : 126.982602 37.488360; G : 126.981222 37.488337,G : 126.981222 37.488337; G : 126.979849 37.488217,G : 126.979849 37.488217; G : 126.978494 37.488003,G : 126.978494 37.488003; G : 126.977169 37.487695,G : 126.977169 37.487695; G : 126.975881 37.487296,G : 126.975881 37.487296; G : 126.974643 37.486810,G : 126.974643 37.486810; G : 126.973462 37.486239,G : 126.973462 37.486239; G : 126.972348 37.485589,G : 126.972348 37.485589; G : 126.971310 37.484864,G : 126.971310 37.484864; G : 126.970354 37.484069,G : 126.970354 37.484069; G : 126.969490 37.483211,G : 126.969490 37.483211; G : 126.968722 37.482296,G : 126.968722 37.482296; G : 126.968058 37.481331,G : 126.968058 37.481331; G : 126.967501 37.480324,G : 126.967501 37.480324; G : 126.967057 37.479282,G : 126.967057 37.479282; G : 126.966728 37.478213,G : 126.966728 37.478213; G : 126.966518 37.477126,G : 126.966518 37.477126; G : 126.966427 37.476028,G : 126.966427 37.476028; G : 126.966457 37.474927,G : 126.966457 37.474927; G : 126.966607 37.473833,G : 126.966607 37.473833; G : 126.966876 37.472754,G : 126.966876 37.472754; G : 126.967262 37.471698,G : 126.967262 37.471698; G : 126.967762 37.470672,G : 126.967762 37.470672; G : 126.968372 37.469685,G : 126.968372 37.469685; G : 126.969088 37.468744,G : 126.969088 37.468744; G : 126.969904 37.467856,G : 126.969904 37.467856; G : 126.970814 37.467028,G : 126.970814 37.467028; G : 126.971811 37.466267,G : 126.971811 37.466267; G : 126.972888 37.465578,G : 126.972888 37.465578; G : 126.974035 37.464967,G : 126.974035 37.464967; G : 126.975245 37.464437,G : 126.975245 37.464437; G : 126.976509 37.463993,G : 126.976509 37.463993; G : 126.977816 37.463639,G : 126.977816 37.463639; G : 126.979157 37.463378,G : 126.979157 37.463378; G : 126.980521 37.463210,G : 126.980521 37.463210; G : 126.981899 37.463138,G : 126.981899 37.463138; G : 126.983279 37.463161,G : 126.983279 37.463161; G : 126.984651 37.463281,G : 126.984651 37.463281; G : 126.986005 37.463495,G : 126.986005 37.463495; G : 126.987331 37.463803,G : 126.987331 37.463803; G : 126.988618 37.464201,G : 126.988618 37.464201; G : 126.989856 37.464688,G : 126.989856 37.464688; G : 126.991036 37.465258,G : 126.991036 37.465258; G : 126.992150 37.465909,G : 126.992150 37.465909; G : 126.993188 37.466634,G : 126.993188 37.466634; G : 126.993438 37.466829,I : 126.993438 37.466829; I : 126.983610 37.475839,J : 126.983610 37.475839; J : 126.983610 37.475839,K : 126.983610 37.475839; K : 126.982640 37.475598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-3,UAM0094,6인승,6,성수,1,1,06:46:49,수서·문정,2,1,07:02:35,06:45:49,06:46:49,06:51:49,06:52:49,07:02:35,07:03:35,07:08:35,07:14:35,A : 127.042336 37.539640; A : 127.042473 37.539874,B : 127.042473 37.539874; B : 127.042473 37.539874,C : 127.042473 37.539874; C : 127.052836 37.547837,E : 127.052836 37.547837; E : 127.053770 37.547025,E : 127.053770 37.547025; E : 127.054611 37.546152,E : 127.054611 37.546152; E : 127.055354 37.545224,E : 127.055354 37.545224; E : 127.055992 37.544248,E : 127.055992 37.544248; E : 127.056521 37.543231,E : 127.056521 37.543231; E : 127.056936 37.542182,E : 127.056936 37.542182; E : 127.057235 37.541107,E : 127.057235 37.541107; E : 127.057416 37.540016,E : 127.057416 37.540016; E : 127.057476 37.538917,E : 127.057476 37.538917; E : 127.057416 37.537818,E : 127.057416 37.537818; E : 127.057235 37.536727,E : 127.057235 37.536727; E : 127.056936 37.535652,E : 127.056936 37.535652; E : 127.056521 37.534603,E : 127.056521 37.534603; E : 127.055992 37.533586,E : 127.055992 37.533586; E : 127.055354 37.532610,F : 127.055354 37.532610 L-1000; F : 127.054631 37.531704 L-1000,F : 127.054631 37.531704 L-1000; F : 127.064098 37.526449 L-1000,F : 127.064098 37.526449 L-1000; F : 127.091248 37.524287 L-1000,G : 127.091248 37.524287; G : 127.094570 37.511322,G : 127.094570 37.511322; G : 127.091986 37.510808,G : 127.091986 37.510808; G : 127.089467 37.510115,G : 127.089467 37.510115; G : 127.087034 37.509251,G : 127.087034 37.509251; G : 127.084705 37.508221,G : 127.084705 37.508221; G : 127.082498 37.507033,G : 127.082498 37.507033; G : 127.080428 37.505696,G : 127.080428 37.505696; G : 127.078513 37.504221,G : 127.078513 37.504221; G : 127.076767 37.502618,G : 127.076767 37.502618; G : 127.075203 37.500901,G : 127.075203 37.500901; G : 127.073832 37.499081,G : 127.073832 37.499081; G : 127.072666 37.497173,G : 127.072666 37.497173; G : 127.071713 37.495191,G : 127.071713 37.495191; G : 127.070980 37.493150,G : 127.070980 37.493150; G : 127.070474 37.491067,G : 127.070474 37.491067; G : 127.070197 37.488956,G : 127.070197 37.488956; G : 127.070152 37.486834,G : 127.070152 37.486834; G : 127.070340 37.484717,G : 127.070340 37.484717; G : 127.070758 37.482621,G : 127.070758 37.482621; G : 127.071404 37.480562,G : 127.071404 37.480562; G : 127.072273 37.478556,G : 127.072273 37.478556; G : 127.073357 37.476617,G : 127.073357 37.476617; G : 127.074650 37.474762,G : 127.074650 37.474762; G : 127.076140 37.473003,G : 127.076140 37.473003; G : 127.077817 37.471355,G : 127.077817 37.471355; G : 127.079668 37.469829,G : 127.079668 37.469829; G : 127.081679 37.468437,G : 127.081679 37.468437; G : 127.083834 37.467191,G : 127.083834 37.467191; G : 127.086117 37.466099,G : 127.086117 37.466099; G : 127.088511 37.465170,G : 127.088511 37.465170; G : 127.090997 37.464411,G : 127.090997 37.464411; G : 127.093557 37.463827,G : 127.093557 37.463827; G : 127.096171 37.463423,G : 127.096171 37.463423; G : 127.098819 37.463203,G : 127.098819 37.463203; G : 127.101481 37.463167,G : 127.101481 37.463167; G : 127.104136 37.463317,G : 127.104136 37.463317; G : 127.106766 37.463650,G : 127.106766 37.463650; G : 127.109349 37.464165,G : 127.109349 37.464165; G : 127.111866 37.464857,G : 127.111866 37.464857; G : 127.114297 37.465721,G : 127.114297 37.465721; G : 127.116625 37.466752,G : 127.116625 37.466752; G : 127.118831 37.467939,G : 127.118831 37.467939; G : 127.120899 37.469276,G : 127.120899 37.469276; G : 127.122814 37.470751,G : 127.122814 37.470751; G : 127.124559 37.472354,G : 127.124559 37.472354; G : 127.126123 37.474072,G : 127.126123 37.474072; G : 127.127493 37.475892,G : 127.127493 37.475892; G : 127.128659 37.477800,G : 127.128659 37.477800; G : 127.129611 37.479782,G : 127.129611 37.479782; G : 127.130344 37.481822,G : 127.130344 37.481822; G : 127.130850 37.483906,G : 127.130850 37.483906; G : 127.131127 37.486017,G : 127.131127 37.486017; G : 127.131172 37.488139,G : 127.131172 37.488139; G : 127.130984 37.490256,G : 127.130984 37.490256; G : 127.130566 37.492352,G : 127.130566 37.492352; G : 127.129920 37.494411,G : 127.129920 37.494411; G : 127.129051 37.496417,G : 127.129051 37.496417; G : 127.127966 37.498355,G : 127.127966 37.498355; G : 127.126673 37.500211,G : 127.126673 37.500211; G : 127.125182 37.501969,G : 127.125182 37.501969; G : 127.123505 37.503618,G : 127.123505 37.503618; G : 127.121653 37.505144,G : 127.121653 37.505144; G : 127.119641 37.506535,G : 127.119641 37.506535; G : 127.117485 37.507781,H : 127.117485 37.507781; H : 127.115916 37.508555,I : 127.115916 37.508555; I : 127.099527 37.488115,J : 127.099527 37.488115; J : 127.099527 37.488115,K : 127.099527 37.488115; K : 127.100082 37.488217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-4,UAM0111,6인승,6,성수,1,1,06:49:25,연신내·불광,2,2,07:07:14,06:48:25,06:49:25,06:54:25,06:55:25,07:07:14,07:08:14,07:13:14,07:19:14,A : 127.042336 37.539640; A : 127.042473 37.539874,B : 127.042473 37.539874; B : 127.042473 37.539874,C : 127.042473 37.539874; C : 127.052836 37.547837,E : 127.052836 37.547837; E : 127.053770 37.547025,E : 127.053770 37.547025; E : 127.054611 37.546152,E : 127.054611 37.546152; E : 127.055354 37.545224,E : 127.055354 37.545224; E : 127.055992 37.544248,E : 127.055992 37.544248; E : 127.056521 37.543231,E : 127.056521 37.543231; E : 127.056936 37.542182,E : 127.056936 37.542182; E : 127.057235 37.541107,E : 127.057235 37.541107; E : 127.057416 37.540016,E : 127.057416 37.540016; E : 127.057476 37.538917,E : 127.057476 37.538917; E : 127.057416 37.537818,E : 127.057416 37.537818; E : 127.057235 37.536727,E : 127.057235 37.536727; E : 127.056936 37.535652,E : 127.056936 37.535652; E : 127.056521 37.534603,E : 127.056521 37.534603; E : 127.055992 37.533586,E : 127.055992 37.533586; E : 127.055354 37.532610,E : 127.055354 37.532610; E : 127.054611 37.531682,E : 127.054611 37.531682; E : 127.053770 37.530809,E : 127.053770 37.530809; E : 127.052837 37.529997,E : 127.052837 37.529997; E : 127.051818 37.529254,E : 127.051818 37.529254; E : 127.050722 37.528584,E : 127.050722 37.528584; E : 127.049557 37.527993,E : 127.049557 37.527993; E : 127.048331 37.527485,E : 127.048331 37.527485; E : 127.047054 37.527063,E : 127.047054 37.527063; E : 127.045737 37.526733,E : 127.045737 37.526733; E : 127.044388 37.526494,E : 127.044388 37.526494; E : 127.043018 37.526351,E : 127.043018 37.526351; E : 127.041638 37.526303,E : 127.041638 37.526303; E : 127.040257 37.526351,E : 127.040257 37.526351; E : 127.038887 37.526494,E : 127.038887 37.526494; E : 127.037538 37.526733,E : 127.037538 37.526733; E : 127.036221 37.527063,E : 127.036221 37.527063; E : 127.034944 37.527485,E : 127.034944 37.527485; E : 127.033719 37.527993,E : 127.033719 37.527993; E : 127.032553 37.528584,E : 127.032553 37.528584; E : 127.031457 37.529254,E : 127.031457 37.529254; E : 127.030438 37.529997,E : 127.030438 37.529997; E : 127.029505 37.530809,E : 127.029505 37.530809; E : 127.028664 37.531682,E : 127.028664 37.531682; E : 127.027921 37.532610,E : 127.027921 37.532610; E : 127.027283 37.533586,E : 127.027283 37.533586; E : 127.026755 37.534603,E : 127.026755 37.534603; E : 127.026339 37.535652,E : 127.026339 37.535652; E : 127.026040 37.536727,E : 127.026040 37.536727; E : 127.025860 37.537818,E : 127.025860 37.537818; E : 127.025799 37.538917,E : 127.025799 37.538917; E : 127.025860 37.540016,E : 127.025860 37.540016; E : 127.026040 37.541107,E : 127.026040 37.541107; E : 127.026339 37.542182,E : 127.026339 37.542182; E : 127.026755 37.543231,E : 127.026755 37.543231; E : 127.027284 37.544248,E : 127.027284 37.544248; E : 127.027922 37.545224,E : 127.027922 37.545224; E : 127.028664 37.546152,E : 127.028664 37.546152; E : 127.029506 37.547025,E : 127.029506 37.547025; E : 127.030439 37.547837,E : 127.030439 37.547837; E : 127.031458 37.548580,E : 127.031458 37.548580; E : 127.032555 37.549250,E : 127.032555 37.549250; E : 127.033720 37.549841,E : 127.033720 37.549841; E : 127.034946 37.550349,E : 127.034946 37.550349; E : 127.036223 37.550771,E : 127.036223 37.550771; E : 127.037541 37.551101,E : 127.037541 37.551101; E : 127.038891 37.551340,F : 127.038891 37.551340 R-1000; F : 127.039834 37.551449 R-1000,F : 127.039834 37.551449 R-1000; F : 127.038307 37.562039 R-1000,F : 127.038307 37.562039 R-1000; F : 127.049146 37.581391 R-1000,F : 127.049146 37.581391 L-1000; F : 127.023587 37.575825 L-1000,F : 127.023587 37.575825 L-1000; F : 126.976336 37.570031 L-1000,F : 126.976336 37.570031 R-1000; F : 126.952045 37.570239 R-1000,G : 126.952045 37.570239; G : 126.930601 37.600184,G : 126.930601 37.600184; G : 126.929371 37.599681,G : 126.929371 37.599681; G : 126.928090 37.599266,G : 126.928090 37.599266; G : 126.926769 37.598941,G : 126.926769 37.598941; G : 126.925417 37.598709,G : 126.925417 37.598709; G : 126.924045 37.598571,G : 126.924045 37.598571; G : 126.922663 37.598529,G : 126.922663 37.598529; G : 126.921281 37.598583,G : 126.921281 37.598583; G : 126.919911 37.598733,G : 126.919911 37.598733; G : 126.918563 37.598977,G : 126.918563 37.598977; G : 126.917246 37.599313,G : 126.917246 37.599313; G : 126.915971 37.599740,G : 126.915971 37.599740; G : 126.914748 37.600254,G : 126.914748 37.600254; G : 126.913586 37.600850,G : 126.913586 37.600850; G : 126.912493 37.601525,G : 126.912493 37.601525; G : 126.911479 37.602273,G : 126.911479 37.602273; G : 126.910550 37.603088,G : 126.910550 37.603088; G : 126.909714 37.603965,G : 126.909714 37.603965; G : 126.908977 37.604896,G : 126.908977 37.604896; G : 126.908345 37.605875,G : 126.908345 37.605875; G : 126.907823 37.606894,G : 126.907823 37.606894; G : 126.907437 37.607878,I : 126.907437 37.607878; I : 126.923943 37.610615,J : 126.923943 37.610615; J : 126.923943 37.610615,K : 126.923943 37.610615; K : 126.923244 37.610624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
