LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112
13-1,UAM0016,6인승,6,강남,1,1,06:33:10,천호·길동,2,3,06:46:46,06:32:10,06:33:10,06:38:10,06:39:10,06:46:46,06:47:46,06:52:46,06:58:46,A : 127.023503 37.495537; A : 127.023619 37.495296,B : 127.023619 37.495296; B : 127.023619 37.495296,C : 127.023619 37.495296; C : 127.036271 37.489056,D : 127.036271 37.489056; D : 127.048312 37.482337,E : 127.048312 37.482337; E : 127.049743 37.484127,E : 127.049743 37.484127; E : 127.050973 37.486010,E : 127.050973 37.486010; E : 127.051992 37.487970,E : 127.051992 37.487970; E : 127.052793 37.489995,E : 127.052793 37.489995; E : 127.053369 37.492067,E : 127.053369 37.492067; E : 127.053717 37.494171,E : 127.053717 37.494171; E : 127.053833 37.496291,E : 127.053833 37.496291; E : 127.053717 37.498411,E : 127.053717 37.498411; E : 127.053369 37.500515,E : 127.053369 37.500515; E : 127.052792 37.502587,E : 127.052792 37.502587; E : 127.051991 37.504612,E : 127.051991 37.504612; E : 127.050972 37.506572,E : 127.050972 37.506572; E : 127.049742 37.508455,E : 127.049742 37.508455; E : 127.048311 37.510245,E : 127.048311 37.510245; E : 127.046689 37.511929,F : 127.046689 37.511929 R-2000; F : 127.045666 37.512851 R-2000,F : 127.045666 37.512851 R-2000; F : 127.064049 37.526458 R-2000,F : 127.064049 37.526458 L-2000; F : 127.091200 37.524296 L-2000,G : 127.091200 37.524296; G : 127.107767 37.537045,G : 127.107767 37.537045; G : 127.108770 37.536288,G : 127.108770 37.536288; G : 127.109851 37.535603,G : 127.109851 37.535603; G : 127.111004 37.534995,G : 127.111004 37.534995; G : 127.112218 37.534471,G : 127.112218 37.534471; G : 127.113486 37.534032,G : 127.113486 37.534032; G : 127.114796 37.533683,G : 127.114796 37.533683; G : 127.116140 37.533426,G : 127.116140 37.533426; G : 127.117506 37.533264,G : 127.117506 37.533264; G : 127.118886 37.533197,G : 127.118886 37.533197; G : 127.120267 37.533226,G : 127.120267 37.533226; G : 127.121640 37.533351,G : 127.121640 37.533351; G : 127.122994 37.533571,G : 127.122994 37.533571; G : 127.123258 37.533625,I : 127.123258 37.533625; I : 127.119049 37.544743,J : 127.119049 37.544743; J : 127.119049 37.544743,K : 127.119049 37.544743; K : 127.118854 37.545402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-2,UAM0036,6인승,6,강남,1,1,06:35:50,목동,2,4,06:52:58,06:34:50,06:35:50,06:40:50,06:41:50,06:52:58,06:53:58,06:58:58,07:04:58,A : 127.023503 37.495537; A : 127.023619 37.495296,B : 127.023619 37.495296; B : 127.023619 37.495296,C : 127.023619 37.495296; C : 127.036271 37.489056,D : 127.036271 37.489056; D : 127.048312 37.482337,E : 127.048312 37.482337; E : 127.049743 37.484127,E : 127.049743 37.484127; E : 127.050973 37.486010,E : 127.050973 37.486010; E : 127.051992 37.487970,E : 127.051992 37.487970; E : 127.052793 37.489995,E : 127.052793 37.489995; E : 127.053369 37.492067,E : 127.053369 37.492067; E : 127.053717 37.494171,E : 127.053717 37.494171; E : 127.053833 37.496291,E : 127.053833 37.496291; E : 127.053717 37.498411,E : 127.053717 37.498411; E : 127.053369 37.500515,E : 127.053369 37.500515; E : 127.052792 37.502587,E : 127.052792 37.502587; E : 127.051991 37.504612,E : 127.051991 37.504612; E : 127.050972 37.506572,E : 127.050972 37.506572; E : 127.049742 37.508455,E : 127.049742 37.508455; E : 127.048311 37.510245,E : 127.048311 37.510245; E : 127.046689 37.511929,E : 127.046689 37.511929; E : 127.044889 37.513493,E : 127.044889 37.513493; E : 127.042925 37.514927,E : 127.042925 37.514927; E : 127.040811 37.516219,E : 127.040811 37.516219; E : 127.038564 37.517359,E : 127.038564 37.517359; E : 127.036201 37.518339,E : 127.036201 37.518339; E : 127.033739 37.519152,E : 127.033739 37.519152; E : 127.031198 37.519790,E : 127.031198 37.519790; E : 127.028597 37.520249,E : 127.028597 37.520249; E : 127.025955 37.520526,E : 127.025955 37.520526; E : 127.023293 37.520619,E : 127.023293 37.520619; E : 127.020631 37.520526,E : 127.020631 37.520526; E : 127.017990 37.520249,E : 127.017990 37.520249; E : 127.015389 37.519790,E : 127.015389 37.519790; E : 127.012847 37.519152,E : 127.012847 37.519152; E : 127.010386 37.518339,E : 127.010386 37.518339; E : 127.008023 37.517359,E : 127.008023 37.517359; E : 127.005776 37.516219,E : 127.005776 37.516219; E : 127.003662 37.514927,E : 127.003662 37.514927; E : 127.001698 37.513493,E : 127.001698 37.513493; E : 126.999898 37.511929,E : 126.999898 37.511929; E : 126.998276 37.510245,E : 126.998276 37.510245; E : 126.996844 37.508455,E : 126.996844 37.508455; E : 126.995614 37.506572,E : 126.995614 37.506572; E : 126.994595 37.504612,E : 126.994595 37.504612; E : 126.993794 37.502587,E : 126.993794 37.502587; E : 126.993217 37.500515,E : 126.993217 37.500515; E : 126.992870 37.498411,E : 126.992870 37.498411; E : 126.992753 37.496291,E : 126.992753 37.496291; E : 126.992870 37.494171,E : 126.992870 37.494171; E : 126.993217 37.492067,E : 126.993217 37.492067; E : 126.993794 37.489995,E : 126.993794 37.489995; E : 126.994595 37.487970,E : 126.994595 37.487970; E : 126.995614 37.486010,E : 126.995614 37.486010; E : 126.996844 37.484127,E : 126.996844 37.484127; E : 126.998274 37.482337,E : 126.998274 37.482337; E : 126.999896 37.480653,F : 126.999896 37.480653 L-2000; F : 126.999955 37.480597 L-2000,F : 126.999955 37.480597 L-2000; F : 126.985894 37.471135 L-2000,F : 126.985894 37.471135 R-2000; F : 126.939885 37.492760 R-2000,F : 126.939885 37.492760 R-2000; F : 126.908224 37.516007 R-2000,G : 126.908224 37.516007; G : 126.886755 37.522978,G : 126.886755 37.522978; G : 126.886343 37.522264,G : 126.886343 37.522264; G : 126.885854 37.521581,G : 126.885854 37.521581; G : 126.885293 37.520935,G : 126.885293 37.520935; G : 126.884663 37.520330,G : 126.884663 37.520330; G : 126.883969 37.519771,G : 126.883969 37.519771; G : 126.883216 37.519262,G : 126.883216 37.519262; G : 126.882411 37.518808,G : 126.882411 37.518808; G : 126.881559 37.518411,G : 126.881559 37.518411; G : 126.880667 37.518075,G : 126.880667 37.518075; G : 126.879742 37.517802,G : 126.879742 37.517802; G : 126.878790 37.517594,G : 126.878790 37.517594; G : 126.877819 37.517453,G : 126.877819 37.517453; G : 126.876837 37.517380,G : 126.876837 37.517380; G : 126.875850 37.517376,G : 126.875850 37.517376; G : 126.874867 37.517440,G : 126.874867 37.517440; G : 126.873894 37.517572,G : 126.873894 37.517572; G : 126.872939 37.517771,G : 126.872939 37.517771; G : 126.872010 37.518036,G : 126.872010 37.518036; G : 126.871114 37.518364,G : 126.871114 37.518364; G : 126.870256 37.518753,G : 126.870256 37.518753; G : 126.869445 37.519201,G : 126.869445 37.519201; G : 126.868685 37.519702,G : 126.868685 37.519702; G : 126.867984 37.520255,G : 126.867984 37.520255; G : 126.867345 37.520854,G : 126.867345 37.520854; G : 126.866774 37.521496,G : 126.866774 37.521496; G : 126.866276 37.522174,G : 126.866276 37.522174; G : 126.865854 37.522885,G : 126.865854 37.522885; G : 126.865511 37.523622,G : 126.865511 37.523622; G : 126.865251 37.524380,G : 126.865251 37.524380; G : 126.865074 37.525153,G : 126.865074 37.525153; G : 126.864982 37.525936,G : 126.864982 37.525936; G : 126.864969 37.526380,I : 126.864969 37.526380; I : 126.877654 37.526397,J : 126.877654 37.526397; J : 126.877654 37.526397,K : 126.877654 37.526397; K : 126.876683 37.526154,,,,,,,,,,,,,,,,,
13-3,UAM0042,6인승,6,강남,1,2,06:36:17,광화문,2,4,06:52:28,06:35:17,06:36:17,06:41:50,06:42:50,06:52:28,06:53:28,06:58:28,07:04:28,A : 127.023435 37.495680; A : 127.023619 37.495296,B : 127.023619 37.495296; B : 127.023619 37.495296,C : 127.023619 37.495296; C : 127.036271 37.489056,D : 127.036271 37.489056; D : 127.048312 37.482337,E : 127.048312 37.482337; E : 127.049743 37.484127,E : 127.049743 37.484127; E : 127.050973 37.486010,E : 127.050973 37.486010; E : 127.051992 37.487970,E : 127.051992 37.487970; E : 127.052793 37.489995,E : 127.052793 37.489995; E : 127.053369 37.492067,E : 127.053369 37.492067; E : 127.053717 37.494171,E : 127.053717 37.494171; E : 127.053833 37.496291,E : 127.053833 37.496291; E : 127.053717 37.498411,E : 127.053717 37.498411; E : 127.053369 37.500515,E : 127.053369 37.500515; E : 127.052792 37.502587,E : 127.052792 37.502587; E : 127.051991 37.504612,E : 127.051991 37.504612; E : 127.050972 37.506572,E : 127.050972 37.506572; E : 127.049742 37.508455,E : 127.049742 37.508455; E : 127.048311 37.510245,E : 127.048311 37.510245; E : 127.046689 37.511929,F : 127.046689 37.511929 R-2000; F : 127.045666 37.512851 R-2000,F : 127.045666 37.512851 R-2000; F : 127.064049 37.526458 R-2000,F : 127.064049 37.526458 R-2000; F : 127.034297 37.535379 R-2000,F : 127.034297 37.535379 R-2000; F : 127.038257 37.562049 R-2000,F : 127.038257 37.562049 R-2000; F : 127.049096 37.581401 R-2000,F : 127.049096 37.581401 L-2000; F : 127.023537 37.575834 L-2000,G : 127.023537 37.575834; G : 127.006495 37.573745,G : 127.006495 37.573745; G : 127.005974 37.575826,G : 127.005974 37.575826; G : 127.005228 37.577863,G : 127.005228 37.577863; G : 127.004261 37.579841,G : 127.004261 37.579841; G : 127.003081 37.581745,G : 127.003081 37.581745; G : 127.001697 37.583559,G : 127.001697 37.583559; G : 127.000120 37.585270,G : 127.000120 37.585270; G : 126.998362 37.586866,H : 126.998362 37.586866; H : 126.997898 37.587242,I : 126.997898 37.587242; I : 126.972979 37.568147,J : 126.972979 37.568147; J : 126.972979 37.568147,K : 126.972979 37.568147; K : 126.973202 37.568938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-4,UAM0053,6인승,6,강남,1,1,06:38:03,망우,2,3,06:52:03,06:37:03,06:38:03,06:43:03,06:44:03,06:52:03,06:53:03,06:58:03,07:04:03,A : 127.023503 37.495537; A : 127.023619 37.495296,B : 127.023619 37.495296; B : 127.023619 37.495296,C : 127.023619 37.495296; C : 127.036271 37.489056,D : 127.036271 37.489056; D : 127.048312 37.482337,E : 127.048312 37.482337; E : 127.049743 37.484127,E : 127.049743 37.484127; E : 127.050973 37.486010,E : 127.050973 37.486010; E : 127.051992 37.487970,E : 127.051992 37.487970; E : 127.052793 37.489995,E : 127.052793 37.489995; E : 127.053369 37.492067,E : 127.053369 37.492067; E : 127.053717 37.494171,E : 127.053717 37.494171; E : 127.053833 37.496291,E : 127.053833 37.496291; E : 127.053717 37.498411,E : 127.053717 37.498411; E : 127.053369 37.500515,E : 127.053369 37.500515; E : 127.052792 37.502587,E : 127.052792 37.502587; E : 127.051991 37.504612,E : 127.051991 37.504612; E : 127.050972 37.506572,E : 127.050972 37.506572; E : 127.049742 37.508455,E : 127.049742 37.508455; E : 127.048311 37.510245,E : 127.048311 37.510245; E : 127.046689 37.511929,F : 127.046689 37.511929 R-2000; F : 127.045666 37.512851 R-2000,F : 127.045666 37.512851 R-2000; F : 127.064049 37.526458 R-2000,F : 127.064049 37.526458 R-2000; F : 127.069182 37.540224 R-2000,G : 127.069182 37.540224; G : 127.078212 37.573192,G : 127.078212 37.573192; G : 127.075634 37.573734,G : 127.075634 37.573734; G : 127.073125 37.574453,G : 127.073125 37.574453; G : 127.070705 37.575344,G : 127.070705 37.575344; G : 127.068391 37.576399,G : 127.068391 37.576399; G : 127.066202 37.577610,G : 127.066202 37.577610; G : 127.064153 37.578969,H : 127.064153 37.578969; H : 127.063112 37.579759,I : 127.063112 37.579759; I : 127.086147 37.597467,J : 127.086147 37.597467; J : 127.086147 37.597467,K : 127.086147 37.597467; K : 127.085592 37.596953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-5,UAM0061,6인승,6,강남,1,1,06:39:46,마곡,2,2,07:00:38,06:38:46,06:39:46,06:44:46,06:45:46,07:00:38,07:01:38,07:06:38,07:12:38,A : 127.023503 37.495537; A : 127.023619 37.495296,B : 127.023619 37.495296; B : 127.023619 37.495296,C : 127.023619 37.495296; C : 127.036271 37.489056,D : 127.036271 37.489056; D : 127.048312 37.482337,E : 127.048312 37.482337; E : 127.049743 37.484127,E : 127.049743 37.484127; E : 127.050973 37.486010,E : 127.050973 37.486010; E : 127.051992 37.487970,E : 127.051992 37.487970; E : 127.052793 37.489995,E : 127.052793 37.489995; E : 127.053369 37.492067,E : 127.053369 37.492067; E : 127.053717 37.494171,E : 127.053717 37.494171; E : 127.053833 37.496291,E : 127.053833 37.496291; E : 127.053717 37.498411,E : 127.053717 37.498411; E : 127.053369 37.500515,E : 127.053369 37.500515; E : 127.052792 37.502587,E : 127.052792 37.502587; E : 127.051991 37.504612,E : 127.051991 37.504612; E : 127.050972 37.506572,E : 127.050972 37.506572; E : 127.049742 37.508455,E : 127.049742 37.508455; E : 127.048311 37.510245,E : 127.048311 37.510245; E : 127.046689 37.511929,E : 127.046689 37.511929; E : 127.044889 37.513493,E : 127.044889 37.513493; E : 127.042925 37.514927,E : 127.042925 37.514927; E : 127.040811 37.516219,E : 127.040811 37.516219; E : 127.038564 37.517359,E : 127.038564 37.517359; E : 127.036201 37.518339,E : 127.036201 37.518339; E : 127.033739 37.519152,E : 127.033739 37.519152; E : 127.031198 37.519790,E : 127.031198 37.519790; E : 127.028597 37.520249,E : 127.028597 37.520249; E : 127.025955 37.520526,E : 127.025955 37.520526; E : 127.023293 37.520619,E : 127.023293 37.520619; E : 127.020631 37.520526,E : 127.020631 37.520526; E : 127.017990 37.520249,E : 127.017990 37.520249; E : 127.015389 37.519790,E : 127.015389 37.519790; E : 127.012847 37.519152,E : 127.012847 37.519152; E : 127.010386 37.518339,E : 127.010386 37.518339; E : 127.008023 37.517359,E : 127.008023 37.517359; E : 127.005776 37.516219,E : 127.005776 37.516219; E : 127.003662 37.514927,E : 127.003662 37.514927; E : 127.001698 37.513493,E : 127.001698 37.513493; E : 126.999898 37.511929,E : 126.999898 37.511929; E : 126.998276 37.510245,E : 126.998276 37.510245; E : 126.996844 37.508455,E : 126.996844 37.508455; E : 126.995614 37.506572,E : 126.995614 37.506572; E : 126.994595 37.504612,E : 126.994595 37.504612; E : 126.993794 37.502587,E : 126.993794 37.502587; E : 126.993217 37.500515,E : 126.993217 37.500515; E : 126.992870 37.498411,F : 126.992870 37.498411 L-2000; F : 126.992785 37.497393 L-2000,F : 126.992785 37.497393 R-2000; F : 126.983856 37.497716 R-2000,F : 126.983856 37.497716 R-2000; F : 126.952419 37.508618 R-2000,F : 126.952419 37.508618 R-2000; F : 126.940544 37.519340 R-2000,F : 126.940544 37.519340 R-2000; F : 126.925386 37.537000 R-2000,F : 126.925386 37.537000 R-2000; F : 126.902984 37.542407 R-2000,F : 126.902984 37.542407 R-2000; F : 126.892008 37.552678 R-2000,F : 126.892008 37.552678 R-2000; F : 126.861680 37.569527 R-2000,F : 126.861680 37.569527 L-2000; F : 126.831910 37.566284 L-2000,G : 126.831910 37.566284; G : 126.822304 37.565658,G : 126.822304 37.565658; G : 126.821971 37.567764,G : 126.821971 37.567764; G : 126.821409 37.569838,G : 126.821409 37.569838; G : 126.820622 37.571866,G : 126.820622 37.571866; G : 126.819615 37.573831,G : 126.819615 37.573831; G : 126.818398 37.575719,G : 126.818398 37.575719; G : 126.816978 37.577516,G : 126.816978 37.577516; G : 126.815366 37.579207,G : 126.815366 37.579207; G : 126.813576 37.580780,G : 126.813576 37.580780; G : 126.811620 37.582222,G : 126.811620 37.582222; G : 126.809514 37.583524,G : 126.809514 37.583524; G : 126.807273 37.584674,G : 126.807273 37.584674; G : 126.804915 37.585665,G : 126.804915 37.585665; G : 126.802457 37.586488,G : 126.802457 37.586488; G : 126.799918 37.587138,G : 126.799918 37.587138; G : 126.797318 37.587609,G : 126.797318 37.587609; G : 126.794676 37.587898,G : 126.794676 37.587898; G : 126.792012 37.588003,G : 126.792012 37.588003; G : 126.789347 37.587922,G : 126.789347 37.587922; G : 126.786701 37.587657,G : 126.786701 37.587657; G : 126.784095 37.587209,G : 126.784095 37.587209; G : 126.781547 37.586583,G : 126.781547 37.586583; G : 126.779077 37.585782,H : 126.779077 37.585782; H : 126.778920 37.585724,I : 126.778920 37.585724; I : 126.792978 37.562979,J : 126.792978 37.562979; J : 126.792978 37.562979,K : 126.792978 37.562979; K : 126.792280 37.563007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-6,UAM0062,6인승,6,강남,1,2,06:39:56,가산·대림,2,2,06:59:53,06:38:56,06:39:56,06:45:46,06:46:46,06:59:53,07:00:53,07:05:53,07:11:53,A : 127.023435 37.495680; A : 127.023619 37.495296,B : 127.023619 37.495296; B : 127.023619 37.495296,C : 127.023619 37.495296; C : 127.036271 37.489056,D : 127.036271 37.489056; D : 127.048312 37.482337,E : 127.048312 37.482337; E : 127.049743 37.484127,E : 127.049743 37.484127; E : 127.050973 37.486010,E : 127.050973 37.486010; E : 127.051992 37.487970,E : 127.051992 37.487970; E : 127.052793 37.489995,E : 127.052793 37.489995; E : 127.053369 37.492067,E : 127.053369 37.492067; E : 127.053717 37.494171,E : 127.053717 37.494171; E : 127.053833 37.496291,E : 127.053833 37.496291; E : 127.053717 37.498411,E : 127.053717 37.498411; E : 127.053369 37.500515,E : 127.053369 37.500515; E : 127.052792 37.502587,E : 127.052792 37.502587; E : 127.051991 37.504612,E : 127.051991 37.504612; E : 127.050972 37.506572,E : 127.050972 37.506572; E : 127.049742 37.508455,E : 127.049742 37.508455; E : 127.048311 37.510245,E : 127.048311 37.510245; E : 127.046689 37.511929,E : 127.046689 37.511929; E : 127.044889 37.513493,E : 127.044889 37.513493; E : 127.042925 37.514927,E : 127.042925 37.514927; E : 127.040811 37.516219,E : 127.040811 37.516219; E : 127.038564 37.517359,E : 127.038564 37.517359; E : 127.036201 37.518339,E : 127.036201 37.518339; E : 127.033739 37.519152,E : 127.033739 37.519152; E : 127.031198 37.519790,E : 127.031198 37.519790; E : 127.028597 37.520249,E : 127.028597 37.520249; E : 127.025955 37.520526,E : 127.025955 37.520526; E : 127.023293 37.520619,E : 127.023293 37.520619; E : 127.020631 37.520526,E : 127.020631 37.520526; E : 127.017990 37.520249,E : 127.017990 37.520249; E : 127.015389 37.519790,E : 127.015389 37.519790; E : 127.012847 37.519152,E : 127.012847 37.519152; E : 127.010386 37.518339,E : 127.010386 37.518339; E : 127.008023 37.517359,E : 127.008023 37.517359; E : 127.005776 37.516219,E : 127.005776 37.516219; E : 127.003662 37.514927,E : 127.003662 37.514927; E : 127.001698 37.513493,E : 127.001698 37.513493; E : 126.999898 37.511929,E : 126.999898 37.511929; E : 126.998276 37.510245,E : 126.998276 37.510245; E : 126.996844 37.508455,E : 126.996844 37.508455; E : 126.995614 37.506572,E : 126.995614 37.506572; E : 126.994595 37.504612,E : 126.994595 37.504612; E : 126.993794 37.502587,E : 126.993794 37.502587; E : 126.993217 37.500515,E : 126.993217 37.500515; E : 126.992870 37.498411,E : 126.992870 37.498411; E : 126.992753 37.496291,E : 126.992753 37.496291; E : 126.992870 37.494171,E : 126.992870 37.494171; E : 126.993217 37.492067,E : 126.993217 37.492067; E : 126.993794 37.489995,E : 126.993794 37.489995; E : 126.994595 37.487970,E : 126.994595 37.487970; E : 126.995614 37.486010,E : 126.995614 37.486010; E : 126.996844 37.484127,E : 126.996844 37.484127; E : 126.998274 37.482337,E : 126.998274 37.482337; E : 126.999896 37.480653,F : 126.999896 37.480653 L-2000; F : 126.999955 37.480597 L-2000,F : 126.999955 37.480597 L-2000; F : 126.985894 37.471135 L-2000,F : 126.985894 37.471135 R-2000; F : 126.939885 37.492760 R-2000,G : 126.939885 37.492760; G : 126.909251 37.490937,G : 126.909251 37.490937; G : 126.909334 37.488815,G : 126.909334 37.488815; G : 126.909184 37.486696,G : 126.909184 37.486696; G : 126.908803 37.484596,G : 126.908803 37.484596; G : 126.908193 37.482530,G : 126.908193 37.482530; G : 126.907360 37.480514,G : 126.907360 37.480514; G : 126.906310 37.478564,G : 126.906310 37.478564; G : 126.905050 37.476694,G : 126.905050 37.476694; G : 126.903591 37.474919,G : 126.903591 37.474919; G : 126.901944 37.473251,G : 126.901944 37.473251; G : 126.900120 37.471705,G : 126.900120 37.471705; G : 126.898134 37.470291,G : 126.898134 37.470291; G : 126.896001 37.469021,G : 126.896001 37.469021; G : 126.893738 37.467903,G : 126.893738 37.467903; G : 126.891360 37.466947,G : 126.891360 37.466947; G : 126.888888 37.466160,G : 126.888888 37.466160; G : 126.886339 37.465548,G : 126.886339 37.465548; G : 126.883732 37.465115,G : 126.883732 37.465115; G : 126.881088 37.464864,G : 126.881088 37.464864; G : 126.878427 37.464799,G : 126.878427 37.464799; G : 126.875769 37.464918,G : 126.875769 37.464918; G : 126.873134 37.465222,G : 126.873134 37.465222; G : 126.870542 37.465708,G : 126.870542 37.465708; G : 126.868013 37.466371,G : 126.868013 37.466371; G : 126.865566 37.467208,G : 126.865566 37.467208; G : 126.863220 37.468212,G : 126.863220 37.468212; G : 126.860993 37.469375,G : 126.860993 37.469375; G : 126.858902 37.470688,G : 126.858902 37.470688; G : 126.856961 37.472142,G : 126.856961 37.472142; G : 126.855188 37.473725,G : 126.855188 37.473725; G : 126.853594 37.475425,G : 126.853594 37.475425; G : 126.852192 37.477229,G : 126.852192 37.477229; G : 126.850992 37.479124,G : 126.850992 37.479124; G : 126.850004 37.481095,G : 126.850004 37.481095; G : 126.849236 37.483127,G : 126.849236 37.483127; G : 126.848693 37.485205,G : 126.848693 37.485205; G : 126.848379 37.487312,G : 126.848379 37.487312; G : 126.848296 37.489434,G : 126.848296 37.489434; G : 126.848446 37.491553,G : 126.848446 37.491553; G : 126.848827 37.493653,G : 126.848827 37.493653; G : 126.849437 37.495719,G : 126.849437 37.495719; G : 126.850270 37.497735,G : 126.850270 37.497735; G : 126.851320 37.499685,G : 126.851320 37.499685; G : 126.852580 37.501555,G : 126.852580 37.501555; G : 126.854040 37.503330,G : 126.854040 37.503330; G : 126.855688 37.504998,G : 126.855688 37.504998; G : 126.857513 37.506544,G : 126.857513 37.506544; G : 126.859500 37.507958,G : 126.859500 37.507958; G : 126.861634 37.509228,G : 126.861634 37.509228; G : 126.863898 37.510346,H : 126.863898 37.510346; H : 126.865924 37.511173,I : 126.865924 37.511173; I : 126.879164 37.488096,J : 126.879164 37.488096; J : 126.879164 37.488096,K : 126.879164 37.488096; K : 126.878670 37.488489
