LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104
2-1,UAM0015,6인승,6,잠실,1,1,06:32:59,마곡,2,2,06:52:04,06:31:59,06:32:59,06:37:59,06:38:59,06:52:04,06:53:04,06:58:04,07:04:04,A : 127.068884 37.514311; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,F : 127.070906 37.506198 R-2000; F : 127.071290 37.506257 R-2000,F : 127.071290 37.506257 L-2000; F : 127.073572 37.497689 L-2000,F : 127.073572 37.497689 L-2000; F : 127.031957 37.471379 L-2000,F : 127.031957 37.471379 L-2000; F : 126.985948 37.471109 L-2000,F : 126.985948 37.471109 R-2000; F : 126.939940 37.492734 R-2000,F : 126.939940 37.492734 R-2000; F : 126.908279 37.515980 R-2000,F : 126.908279 37.515980 R-2000; F : 126.888937 37.530667 R-2000,F : 126.888937 37.530667 R-2000; F : 126.876605 37.553913 R-2000,F : 126.876605 37.553913 R-2000; F : 126.861780 37.569501 R-2000,F : 126.861780 37.569501 L-2000; F : 126.832011 37.566257 L-2000,G : 126.832011 37.566257; G : 126.822405 37.565632,G : 126.822405 37.565632; G : 126.822072 37.567737,G : 126.822072 37.567737; G : 126.821509 37.569812,G : 126.821509 37.569812; G : 126.820722 37.571840,G : 126.820722 37.571840; G : 126.819716 37.573805,G : 126.819716 37.573805; G : 126.818498 37.575693,G : 126.818498 37.575693; G : 126.817078 37.577489,G : 126.817078 37.577489; G : 126.815467 37.579180,G : 126.815467 37.579180; G : 126.813677 37.580753,G : 126.813677 37.580753; G : 126.811721 37.582196,G : 126.811721 37.582196; G : 126.809615 37.583497,G : 126.809615 37.583497; G : 126.807374 37.584648,G : 126.807374 37.584648; G : 126.805015 37.585639,G : 126.805015 37.585639; G : 126.802557 37.586462,G : 126.802557 37.586462; G : 126.800019 37.587111,G : 126.800019 37.587111; G : 126.797418 37.587583,G : 126.797418 37.587583; G : 126.794776 37.587872,G : 126.794776 37.587872; G : 126.792113 37.587976,G : 126.792113 37.587976; G : 126.789448 37.587896,G : 126.789448 37.587896; G : 126.786802 37.587631,G : 126.786802 37.587631; G : 126.784195 37.587183,G : 126.784195 37.587183; G : 126.781647 37.586556,G : 126.781647 37.586556; G : 126.779178 37.585755,H : 126.779178 37.585755; H : 126.779020 37.585697,I : 126.779020 37.585697; I : 126.792978 37.562979,J : 126.792978 37.562979; J : 126.792978 37.562979,K : 126.792978 37.562979; K : 126.792280 37.563007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-2,UAM0020,6인승,6,잠실,1,2,06:33:34,목동,2,2,06:50:06,06:32:34,06:33:34,06:38:59,06:39:59,06:50:06,06:51:06,06:56:06,07:02:06,A : 127.068861 37.514463; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,F : 127.070906 37.506198 R-2000; F : 127.071290 37.506257 R-2000,F : 127.071290 37.506257 L-2000; F : 127.073572 37.497689 L-2000,F : 127.073572 37.497689 L-2000; F : 127.031957 37.471379 L-2000,F : 127.031957 37.471379 L-2000; F : 126.985948 37.471109 L-2000,F : 126.985948 37.471109 R-2000; F : 126.939940 37.492734 R-2000,F : 126.939940 37.492734 R-2000; F : 126.908279 37.515980 R-2000,G : 126.908279 37.515980; G : 126.886809 37.522952,G : 126.886809 37.522952; G : 126.886397 37.522237,G : 126.886397 37.522237; G : 126.885909 37.521555,G : 126.885909 37.521555; G : 126.885347 37.520908,G : 126.885347 37.520908; G : 126.884717 37.520303,G : 126.884717 37.520303; G : 126.884023 37.519744,G : 126.884023 37.519744; G : 126.883271 37.519236,G : 126.883271 37.519236; G : 126.882466 37.518781,G : 126.882466 37.518781; G : 126.881614 37.518384,G : 126.881614 37.518384; G : 126.880722 37.518048,G : 126.880722 37.518048; G : 126.879797 37.517775,G : 126.879797 37.517775; G : 126.878845 37.517567,G : 126.878845 37.517567; G : 126.877874 37.517427,G : 126.877874 37.517427; G : 126.876892 37.517354,G : 126.876892 37.517354; G : 126.875905 37.517349,G : 126.875905 37.517349; G : 126.874921 37.517413,G : 126.874921 37.517413; G : 126.873949 37.517545,G : 126.873949 37.517545; G : 126.872994 37.517745,G : 126.872994 37.517745; G : 126.872065 37.518009,G : 126.872065 37.518009; G : 126.871168 37.518338,G : 126.871168 37.518338; G : 126.870311 37.518727,G : 126.870311 37.518727; G : 126.869499 37.519174,G : 126.869499 37.519174; G : 126.868740 37.519676,G : 126.868740 37.519676; G : 126.868038 37.520229,G : 126.868038 37.520229; G : 126.867400 37.520828,G : 126.867400 37.520828; G : 126.866829 37.521469,G : 126.866829 37.521469; G : 126.866331 37.522148,G : 126.866331 37.522148; G : 126.865909 37.522858,G : 126.865909 37.522858; G : 126.865566 37.523595,G : 126.865566 37.523595; G : 126.865305 37.524353,G : 126.865305 37.524353; G : 126.865128 37.525127,G : 126.865128 37.525127; G : 126.865037 37.525909,G : 126.865037 37.525909; G : 126.865023 37.526353,I : 126.865023 37.526353; I : 126.877654 37.526397,J : 126.877654 37.526397; J : 126.877654 37.526397,K : 126.877654 37.526397; K : 126.877062 37.526101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-3,UAM0068,6인승,6,잠실,1,1,06:40:51,미아,2,3,06:56:03,06:39:51,06:40:51,06:45:51,06:46:51,06:56:03,06:57:03,07:02:03,07:08:03,A : 127.068884 37.514311; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,E : 127.070906 37.506198; E : 127.071869 37.506368,E : 127.071869 37.506368; E : 127.072810 37.506604,E : 127.072810 37.506604; E : 127.073722 37.506905,E : 127.073722 37.506905; E : 127.074597 37.507268,E : 127.074597 37.507268; E : 127.075429 37.507690,E : 127.075429 37.507690; E : 127.076212 37.508169,E : 127.076212 37.508169; E : 127.076939 37.508700,E : 127.076939 37.508700; E : 127.077606 37.509279,E : 127.077606 37.509279; E : 127.078206 37.509903,E : 127.078206 37.509903; E : 127.078737 37.510566,E : 127.078737 37.510566; E : 127.079192 37.511263,E : 127.079192 37.511263; E : 127.079570 37.511989,E : 127.079570 37.511989; E : 127.079866 37.512739,E : 127.079866 37.512739; E : 127.080080 37.513506,E : 127.080080 37.513506; E : 127.080209 37.514286,E : 127.080209 37.514286; E : 127.080252 37.515071,E : 127.080252 37.515071; E : 127.080209 37.515856,E : 127.080209 37.515856; E : 127.080080 37.516636,E : 127.080080 37.516636; E : 127.079866 37.517403,E : 127.079866 37.517403; E : 127.079570 37.518153,E : 127.079570 37.518153; E : 127.079192 37.518879,E : 127.079192 37.518879; E : 127.078736 37.519576,E : 127.078736 37.519576; E : 127.078206 37.520239,E : 127.078206 37.520239; E : 127.077605 37.520863,E : 127.077605 37.520863; E : 127.076939 37.521442,E : 127.076939 37.521442; E : 127.076211 37.521973,E : 127.076211 37.521973; E : 127.075428 37.522452,E : 127.075428 37.522452; E : 127.074596 37.522874,E : 127.074596 37.522874; E : 127.073721 37.523237,E : 127.073721 37.523237; E : 127.072809 37.523538,E : 127.072809 37.523538; E : 127.071868 37.523774,E : 127.071868 37.523774; E : 127.070904 37.523944,E : 127.070904 37.523944; E : 127.069926 37.524047,F : 127.069926 37.524047 R-2000; F : 127.069033 37.524081 R-2000,F : 127.069033 37.524081 R-2000; F : 127.069201 37.540197 R-2000,F : 127.069201 37.540197 R-2000; F : 127.077079 37.580944 R-2000,F : 127.077079 37.580944 R-2000; F : 127.085068 37.596614 R-2000,F : 127.085068 37.596614 R-2000; F : 127.071076 37.616534 R-2000,G : 127.071076 37.616534; G : 127.040735 37.625704,G : 127.040735 37.625704; G : 127.041169 37.626749,G : 127.041169 37.626749; G : 127.041488 37.627820,G : 127.041488 37.627820; G : 127.041688 37.628909,G : 127.041688 37.628909; G : 127.041767 37.630008,G : 127.041767 37.630008; G : 127.041726 37.631107,G : 127.041726 37.631107; G : 127.041565 37.632200,G : 127.041565 37.632200; G : 127.041285 37.633278,G : 127.041285 37.633278; G : 127.040887 37.634332,G : 127.040887 37.634332; G : 127.040376 37.635355,G : 127.040376 37.635355; G : 127.039754 37.636338,G : 127.039754 37.636338; G : 127.039027 37.637274,G : 127.039027 37.637274; G : 127.038200 37.638156,G : 127.038200 37.638156; G : 127.037280 37.638978,G : 127.037280 37.638978; G : 127.037123 37.639104,I : 127.037123 37.639104; I : 127.026717 37.629316,J : 127.026717 37.629316; J : 127.026717 37.629316,K : 127.026717 37.629316; K : 127.026072 37.629757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4,UAM0069,6인승,6,잠실,1,2,06:41:12,봉천,2,1,06:57:20,06:40:12,06:41:12,06:46:51,06:47:51,06:57:20,06:58:20,07:03:20,07:09:20,A : 127.068861 37.514463; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,F : 127.070906 37.506198 R-2000; F : 127.071290 37.506257 R-2000,F : 127.071290 37.506257 L-2000; F : 127.073572 37.497689 L-2000,F : 127.073572 37.497689 L-2000; F : 127.031957 37.471379 L-2000,F : 127.031957 37.471379 L-2000; F : 126.985948 37.471109 L-2000,G : 126.985948 37.471109; G : 126.957296 37.478784,G : 126.957296 37.478784; G : 126.956799 37.477757,G : 126.956799 37.477757; G : 126.956192 37.476769,G : 126.956192 37.476769; G : 126.955480 37.475826,G : 126.955480 37.475826; G : 126.954667 37.474937,G : 126.954667 37.474937; G : 126.953759 37.474107,G : 126.953759 37.474107; G : 126.953485 37.473882,I : 126.953485 37.473882; I : 126.943672 37.482945,J : 126.943672 37.482945; J : 126.943672 37.482945,K : 126.943672 37.482945; K : 126.943284 37.482613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-5,UAM0083,6인승,6,잠실,1,1,06:43:12,영등포·여의도,2,3,07:00:08,06:42:12,06:43:12,06:48:12,06:49:12,07:00:08,07:01:08,07:06:08,07:12:08,A : 127.068884 37.514311; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,E : 127.070906 37.506198; E : 127.071869 37.506368,E : 127.071869 37.506368; E : 127.072810 37.506604,E : 127.072810 37.506604; E : 127.073722 37.506905,E : 127.073722 37.506905; E : 127.074597 37.507268,E : 127.074597 37.507268; E : 127.075429 37.507690,E : 127.075429 37.507690; E : 127.076212 37.508169,E : 127.076212 37.508169; E : 127.076939 37.508700,E : 127.076939 37.508700; E : 127.077606 37.509279,E : 127.077606 37.509279; E : 127.078206 37.509903,E : 127.078206 37.509903; E : 127.078737 37.510566,E : 127.078737 37.510566; E : 127.079192 37.511263,E : 127.079192 37.511263; E : 127.079570 37.511989,E : 127.079570 37.511989; E : 127.079866 37.512739,E : 127.079866 37.512739; E : 127.080080 37.513506,E : 127.080080 37.513506; E : 127.080209 37.514286,E : 127.080209 37.514286; E : 127.080252 37.515071,E : 127.080252 37.515071; E : 127.080209 37.515856,E : 127.080209 37.515856; E : 127.080080 37.516636,E : 127.080080 37.516636; E : 127.079866 37.517403,E : 127.079866 37.517403; E : 127.079570 37.518153,E : 127.079570 37.518153; E : 127.079192 37.518879,E : 127.079192 37.518879; E : 127.078736 37.519576,E : 127.078736 37.519576; E : 127.078206 37.520239,E : 127.078206 37.520239; E : 127.077605 37.520863,E : 127.077605 37.520863; E : 127.076939 37.521442,E : 127.076939 37.521442; E : 127.076211 37.521973,E : 127.076211 37.521973; E : 127.075428 37.522452,E : 127.075428 37.522452; E : 127.074596 37.522874,E : 127.074596 37.522874; E : 127.073721 37.523237,E : 127.073721 37.523237; E : 127.072809 37.523538,E : 127.072809 37.523538; E : 127.071868 37.523774,E : 127.071868 37.523774; E : 127.070904 37.523944,E : 127.070904 37.523944; E : 127.069926 37.524047,F : 127.069926 37.524047 R-2000; F : 127.069033 37.524081 R-2000,F : 127.069033 37.524081 R-2000; F : 127.069201 37.540197 R-2000,F : 127.069201 37.540197 L-2000; F : 127.064067 37.526432 L-2000,F : 127.064067 37.526432 R-2000; F : 127.034315 37.535352 R-2000,F : 127.034315 37.535352 L-2000; F : 127.015986 37.509403 L-2000,F : 127.015986 37.509403 L-2000; F : 126.983866 37.497689 L-2000,F : 126.983866 37.497689 R-2000; F : 126.952429 37.508592 R-2000,G : 126.952429 37.508592; G : 126.935464 37.518860,G : 126.935464 37.518860; G : 126.934581 37.518014,G : 126.934581 37.518014; G : 126.933609 37.517232,G : 126.933609 37.517232; G : 126.932555 37.516521,G : 126.932555 37.516521; G : 126.931427 37.515885,G : 126.931427 37.515885; G : 126.930234 37.515331,G : 126.930234 37.515331; G : 126.928984 37.514861,G : 126.928984 37.514861; G : 126.927688 37.514479,G : 126.927688 37.514479; G : 126.926356 37.514190,G : 126.926356 37.514190; G : 126.924997 37.513993,G : 126.924997 37.513993; G : 126.923621 37.513892,G : 126.923621 37.513892; G : 126.922240 37.513887,G : 126.922240 37.513887; G : 126.920863 37.513978,G : 126.920863 37.513978; G : 126.919501 37.514164,G : 126.919501 37.514164; G : 126.918165 37.514443,G : 126.918165 37.514443; G : 126.916865 37.514815,G : 126.916865 37.514815; G : 126.915610 37.515275,G : 126.915610 37.515275; G : 126.914410 37.515821,G : 126.914410 37.515821; G : 126.913275 37.516448,G : 126.913275 37.516448; G : 126.912212 37.517151,G : 126.912212 37.517151; G : 126.911231 37.517926,G : 126.911231 37.517926; G : 126.910338 37.518765,G : 126.910338 37.518765; G : 126.909540 37.519664,G : 126.909540 37.519664; G : 126.908844 37.520614,G : 126.908844 37.520614; G : 126.908254 37.521609,G : 126.908254 37.521609; G : 126.907775 37.522641,G : 126.907775 37.522641; G : 126.907411 37.523703,G : 126.907411 37.523703; G : 126.907165 37.524786,G : 126.907165 37.524786; G : 126.907038 37.525882,G : 126.907038 37.525882; G : 126.907031 37.526982,G : 126.907031 37.526982; G : 126.907145 37.528079,G : 126.907145 37.528079; G : 126.907379 37.529163,G : 126.907379 37.529163; G : 126.907730 37.530228,G : 126.907730 37.530228; G : 126.908196 37.531264,G : 126.908196 37.531264; G : 126.908774 37.532263,G : 126.908774 37.532263; G : 126.909459 37.533219,G : 126.909459 37.533219; G : 126.910247 37.534123,G : 126.910247 37.534123; G : 126.911130 37.534970,G : 126.911130 37.534970; G : 126.912102 37.535751,G : 126.912102 37.535751; G : 126.913157 37.536463,G : 126.913157 37.536463; G : 126.914285 37.537098,G : 126.914285 37.537098; G : 126.915478 37.537653,G : 126.915478 37.537653; G : 126.916728 37.538123,G : 126.916728 37.538123; G : 126.918024 37.538504,G : 126.918024 37.538504; G : 126.919357 37.538794,G : 126.919357 37.538794; G : 126.920717 37.538990,G : 126.920717 37.538990; G : 126.922093 37.539091,G : 126.922093 37.539091; G : 126.922859 37.539106,I : 126.922859 37.539106; I : 126.923811 37.527378,J : 126.923811 37.527378; J : 126.923811 37.527378,K : 126.923811 37.527378; K : 126.923540 37.526736,,,,,,,,
2-6,UAM0091,6인승,6,잠실,1,1,06:45:47,목동,2,3,07:03:27,06:44:47,06:45:47,06:50:47,06:51:47,07:03:27,07:04:27,07:09:27,07:15:27,A : 127.068884 37.514311; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,F : 127.070906 37.506198 R-2000; F : 127.071290 37.506257 R-2000,F : 127.071290 37.506257 L-2000; F : 127.073572 37.497689 L-2000,F : 127.073572 37.497689 L-2000; F : 127.031957 37.471379 L-2000,F : 127.031957 37.471379 L-2000; F : 126.985948 37.471109 L-2000,F : 126.985948 37.471109 R-2000; F : 126.939940 37.492734 R-2000,F : 126.939940 37.492734 R-2000; F : 126.908279 37.515980 R-2000,G : 126.908279 37.515980; G : 126.886809 37.522952,G : 126.886809 37.522952; G : 126.886397 37.522237,G : 126.886397 37.522237; G : 126.885909 37.521555,G : 126.885909 37.521555; G : 126.885347 37.520908,G : 126.885347 37.520908; G : 126.884717 37.520303,G : 126.884717 37.520303; G : 126.884023 37.519744,G : 126.884023 37.519744; G : 126.883271 37.519236,G : 126.883271 37.519236; G : 126.882466 37.518781,G : 126.882466 37.518781; G : 126.881614 37.518384,G : 126.881614 37.518384; G : 126.880722 37.518048,G : 126.880722 37.518048; G : 126.879797 37.517775,G : 126.879797 37.517775; G : 126.878845 37.517567,G : 126.878845 37.517567; G : 126.877874 37.517427,G : 126.877874 37.517427; G : 126.876892 37.517354,G : 126.876892 37.517354; G : 126.875905 37.517349,G : 126.875905 37.517349; G : 126.874921 37.517413,G : 126.874921 37.517413; G : 126.873949 37.517545,G : 126.873949 37.517545; G : 126.872994 37.517745,G : 126.872994 37.517745; G : 126.872065 37.518009,G : 126.872065 37.518009; G : 126.871168 37.518338,G : 126.871168 37.518338; G : 126.870311 37.518727,G : 126.870311 37.518727; G : 126.869499 37.519174,G : 126.869499 37.519174; G : 126.868740 37.519676,G : 126.868740 37.519676; G : 126.868038 37.520229,G : 126.868038 37.520229; G : 126.867400 37.520828,G : 126.867400 37.520828; G : 126.866829 37.521469,G : 126.866829 37.521469; G : 126.866331 37.522148,G : 126.866331 37.522148; G : 126.865909 37.522858,G : 126.865909 37.522858; G : 126.865566 37.523595,G : 126.865566 37.523595; G : 126.865305 37.524353,G : 126.865305 37.524353; G : 126.865128 37.525127,G : 126.865128 37.525127; G : 126.865037 37.525909,G : 126.865037 37.525909; G : 126.865023 37.526353,I : 126.865023 37.526353; I : 126.877654 37.526397,J : 126.877654 37.526397; J : 126.877654 37.526397,K : 126.877654 37.526397; K : 126.876874 37.526128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-7,UAM0120,6인승,6,잠실,1,1,06:50:45,마곡,2,2,07:10:20,06:49:45,06:50:45,06:55:45,06:56:45,07:10:20,07:11:20,07:16:20,07:22:20,A : 127.068884 37.514311; A : 127.068923 37.514055,B : 127.068923 37.514055; B : 127.068923 37.514055,C : 127.068923 37.514055; C : 127.068942 37.506061,E : 127.068942 37.506061; E : 127.069928 37.506095,E : 127.069928 37.506095; E : 127.070906 37.506198,F : 127.070906 37.506198 R-2000; F : 127.071290 37.506257 R-2000,F : 127.071290 37.506257 L-2000; F : 127.073572 37.497689 L-2000,F : 127.073572 37.497689 L-2000; F : 127.031957 37.471379 L-2000,F : 127.031957 37.471379 L-2000; F : 126.985948 37.471109 L-2000,F : 126.985948 37.471109 R-2000; F : 126.939940 37.492734 R-2000,F : 126.939940 37.492734 R-2000; F : 126.908279 37.515980 R-2000,F : 126.908279 37.515980 R-2000; F : 126.888937 37.530667 R-2000,F : 126.888937 37.530667 R-2000; F : 126.876605 37.553913 R-2000,F : 126.876605 37.553913 R-2000; F : 126.861780 37.569501 R-2000,F : 126.861780 37.569501 L-2000; F : 126.832011 37.566257 L-2000,G : 126.832011 37.566257; G : 126.822405 37.565632,G : 126.822405 37.565632; G : 126.822072 37.567737,G : 126.822072 37.567737; G : 126.821509 37.569812,G : 126.821509 37.569812; G : 126.820722 37.571840,G : 126.820722 37.571840; G : 126.819716 37.573805,G : 126.819716 37.573805; G : 126.818498 37.575693,G : 126.818498 37.575693; G : 126.817078 37.577489,G : 126.817078 37.577489; G : 126.815467 37.579180,G : 126.815467 37.579180; G : 126.813677 37.580753,G : 126.813677 37.580753; G : 126.811721 37.582196,G : 126.811721 37.582196; G : 126.809615 37.583497,G : 126.809615 37.583497; G : 126.807374 37.584648,G : 126.807374 37.584648; G : 126.805015 37.585639,G : 126.805015 37.585639; G : 126.802557 37.586462,G : 126.802557 37.586462; G : 126.800019 37.587111,G : 126.800019 37.587111; G : 126.797418 37.587583,G : 126.797418 37.587583; G : 126.794776 37.587872,G : 126.794776 37.587872; G : 126.792113 37.587976,G : 126.792113 37.587976; G : 126.789448 37.587896,G : 126.789448 37.587896; G : 126.786802 37.587631,G : 126.786802 37.587631; G : 126.784195 37.587183,G : 126.784195 37.587183; G : 126.781647 37.586556,G : 126.781647 37.586556; G : 126.779178 37.585755,H : 126.779178 37.585755; H : 126.779020 37.585697,I : 126.779020 37.585697; I : 126.792978 37.562979,J : 126.792978 37.562979; J : 126.792978 37.562979,K : 126.792978 37.562979; K : 126.792280 37.563007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
