LocalID,ID,Type,Pax,From,DepFATO_No,DepGate_No,STD,To,ArrFATO_No,ArrGate_No,STA,DepGateIn,DepGateOut,DepFATOIn,DepFATOOut,ArrFATOIn,ArrFATOOut,ArrGateIn,ArrGateOut,Seg1,Seg2,Seg3,Seg4,Seg5,Seg6,Seg7,Seg8,Seg9,Seg10,Seg11,Seg12,Seg13,Seg14,Seg15,Seg16,Seg17,Seg18,Seg19,Seg20,Seg21,Seg22,Seg23,Seg24,Seg25,Seg26,Seg27,Seg28,Seg29,Seg30,Seg31,Seg32,Seg33,Seg34,Seg35,Seg36,Seg37,Seg38,Seg39,Seg40,Seg41,Seg42,Seg43,Seg44,Seg45,Seg46,Seg47,Seg48,Seg49,Seg50,Seg51,Seg52,Seg53,Seg54,Seg55,Seg56,Seg57,Seg58,Seg59,Seg60,Seg61,Seg62,Seg63,Seg64,Seg65,Seg66,Seg67,Seg68,Seg69,Seg70,Seg71,Seg72,Seg73,Seg74,Seg75,Seg76,Seg77,Seg78,Seg79,Seg80,Seg81,Seg82,Seg83,Seg84,Seg85,Seg86,Seg87,Seg88,Seg89,Seg90,Seg91,Seg92,Seg93,Seg94,Seg95,Seg96,Seg97,Seg98,Seg99,Seg100,Seg101,Seg102,Seg103,Seg104,Seg105,Seg106,Seg107,Seg108,Seg109,Seg110,Seg111,Seg112,Seg113,Seg114,Seg115
16-1,UAM0007,6인승,6,망우,1,1,06:31:27,성수,2,1,06:47:04,06:30:27,06:31:27,06:36:27,06:37:27,06:47:04,06:48:04,06:53:04,06:59:04,A : 127.085960 37.597037; A : 127.086272 37.597108,B : 127.086272 37.597108; B : 127.086272 37.597108,C : 127.086272 37.597108; C : 127.096064 37.605839,D : 127.096064 37.605839; D : 127.106474 37.614121,E : 127.106474 37.614121; E : 127.108276 37.612556,E : 127.108276 37.612556; E : 127.109900 37.610873,E : 127.109900 37.610873; E : 127.111333 37.609083,E : 127.111333 37.609083; E : 127.112565 37.607200,E : 127.112565 37.607200; E : 127.113586 37.605239,E : 127.113586 37.605239; E : 127.114388 37.603215,E : 127.114388 37.603215; E : 127.114965 37.601143,E : 127.114965 37.601143; E : 127.115313 37.599039,E : 127.115313 37.599039; E : 127.115430 37.596919,E : 127.115430 37.596919; E : 127.115313 37.594799,E : 127.115313 37.594799; E : 127.114965 37.592695,E : 127.114965 37.592695; E : 127.114388 37.590623,E : 127.114388 37.590623; E : 127.113586 37.588599,E : 127.113586 37.588599; E : 127.112566 37.586638,E : 127.112566 37.586638; E : 127.111334 37.584755,E : 127.111334 37.584755; E : 127.109901 37.582965,E : 127.109901 37.582965; E : 127.108278 37.581282,E : 127.108278 37.581282; E : 127.106476 37.579717,E : 127.106476 37.579717; E : 127.104510 37.578283,E : 127.104510 37.578283; E : 127.102395 37.576991,E : 127.102395 37.576991; E : 127.100146 37.575851,E : 127.100146 37.575851; E : 127.097781 37.574871,E : 127.097781 37.574871; E : 127.095318 37.574059,E : 127.095318 37.574059; E : 127.092775 37.573421,E : 127.092775 37.573421; E : 127.090172 37.572961,E : 127.090172 37.572961; E : 127.087528 37.572684,E : 127.087528 37.572684; E : 127.084864 37.572592,E : 127.084864 37.572592; E : 127.082201 37.572684,E : 127.082201 37.572684; E : 127.079557 37.572961,E : 127.079557 37.572961; E : 127.076954 37.573421,E : 127.076954 37.573421; E : 127.074411 37.574059,E : 127.074411 37.574059; E : 127.071948 37.574871,E : 127.071948 37.574871; E : 127.069583 37.575851,E : 127.069583 37.575851; E : 127.067334 37.576991,E : 127.067334 37.576991; E : 127.065218 37.578283,E : 127.065218 37.578283; E : 127.063252 37.579717,E : 127.063252 37.579717; E : 127.061451 37.581282,E : 127.061451 37.581282; E : 127.059828 37.582965,E : 127.059828 37.582965; E : 127.058395 37.584755,F : 127.058395 37.584755 R-1000; F : 127.058065 37.585222 R-1000,F : 127.058065 37.585222 L-1000; F : 127.049212 37.581359 L-1000,F : 127.049212 37.581359 L-1000; F : 127.038370 37.562007 L-1000,G : 127.038370 37.562007; G : 127.039897 37.551417,G : 127.039897 37.551417; G : 127.041276 37.551494,G : 127.041276 37.551494; G : 127.042658 37.551476,G : 127.042658 37.551476; G : 127.044033 37.551362,G : 127.044033 37.551362; G : 127.045390 37.551153,G : 127.045390 37.551153; G : 127.046719 37.550851,G : 127.046719 37.550851; G : 127.048009 37.550457,G : 127.048009 37.550457; G : 127.049252 37.549976,G : 127.049252 37.549976; G : 127.050437 37.549410,G : 127.050437 37.549410; G : 127.051556 37.548764,G : 127.051556 37.548764; G : 127.052600 37.548043,G : 127.052600 37.548043; G : 127.053561 37.547252,G : 127.053561 37.547252; G : 127.054432 37.546397,G : 127.054432 37.546397; G : 127.055206 37.545485,G : 127.055206 37.545485; G : 127.055877 37.544523,G : 127.055877 37.544523; G : 127.056440 37.543518,G : 127.056440 37.543518; G : 127.056891 37.542478,G : 127.056891 37.542478; G : 127.057227 37.541411,G : 127.057227 37.541411; G : 127.057444 37.540324,G : 127.057444 37.540324; G : 127.057542 37.539226,G : 127.057542 37.539226; G : 127.057519 37.538126,G : 127.057519 37.538126; G : 127.057376 37.537031,G : 127.057376 37.537031; G : 127.057113 37.535951,G : 127.057113 37.535951; G : 127.056733 37.534893,G : 127.056733 37.534893; G : 127.056239 37.533865,G : 127.056239 37.533865; G : 127.055635 37.532876,G : 127.055635 37.532876; G : 127.054924 37.531932,G : 127.054924 37.531932; G : 127.054113 37.531041,G : 127.054113 37.531041; G : 127.053207 37.530210,G : 127.053207 37.530210; G : 127.052214 37.529445,G : 127.052214 37.529445; G : 127.051141 37.528751,G : 127.051141 37.528751; G : 127.049996 37.528135,G : 127.049996 37.528135; G : 127.048789 37.527601,G : 127.048789 37.527601; G : 127.047527 37.527152,G : 127.047527 37.527152; G : 127.046221 37.526793,G : 127.046221 37.526793; G : 127.044880 37.526526,G : 127.044880 37.526526; G : 127.043516 37.526353,G : 127.043516 37.526353; G : 127.042138 37.526275,G : 127.042138 37.526275; G : 127.040756 37.526293,G : 127.040756 37.526293; G : 127.039382 37.526407,G : 127.039382 37.526407; G : 127.038026 37.526616,G : 127.038026 37.526616; G : 127.036697 37.526919,G : 127.036697 37.526919; G : 127.035407 37.527312,G : 127.035407 37.527312; G : 127.034164 37.527794,G : 127.034164 37.527794; G : 127.032979 37.528360,G : 127.032979 37.528360; G : 127.031861 37.529006,G : 127.031861 37.529006; G : 127.030817 37.529727,G : 127.030817 37.529727; G : 127.030510 37.529965,I : 127.030510 37.529965; I : 127.042051 37.540034,J : 127.042051 37.540034; J : 127.042051 37.540034,K : 127.042051 37.540034; K : 127.042336 37.539640,,,,,,,,,,,,,,,,,,
16-2,UAM0021,6인승,6,망우,1,1,06:33:40,강남,2,4,06:49:20,06:32:40,06:33:40,06:38:40,06:39:40,06:49:20,06:50:20,06:55:20,07:01:20,A : 127.085960 37.597037; A : 127.086272 37.597108,B : 127.086272 37.597108; B : 127.086272 37.597108,C : 127.086272 37.597108; C : 127.096064 37.605839,D : 127.096064 37.605839; D : 127.106474 37.614121,E : 127.106474 37.614121; E : 127.108276 37.612556,E : 127.108276 37.612556; E : 127.109900 37.610873,E : 127.109900 37.610873; E : 127.111333 37.609083,E : 127.111333 37.609083; E : 127.112565 37.607200,E : 127.112565 37.607200; E : 127.113586 37.605239,E : 127.113586 37.605239; E : 127.114388 37.603215,E : 127.114388 37.603215; E : 127.114965 37.601143,E : 127.114965 37.601143; E : 127.115313 37.599039,E : 127.115313 37.599039; E : 127.115430 37.596919,E : 127.115430 37.596919; E : 127.115313 37.594799,E : 127.115313 37.594799; E : 127.114965 37.592695,E : 127.114965 37.592695; E : 127.114388 37.590623,E : 127.114388 37.590623; E : 127.113586 37.588599,E : 127.113586 37.588599; E : 127.112566 37.586638,E : 127.112566 37.586638; E : 127.111334 37.584755,E : 127.111334 37.584755; E : 127.109901 37.582965,E : 127.109901 37.582965; E : 127.108278 37.581282,E : 127.108278 37.581282; E : 127.106476 37.579717,E : 127.106476 37.579717; E : 127.104510 37.578283,E : 127.104510 37.578283; E : 127.102395 37.576991,E : 127.102395 37.576991; E : 127.100146 37.575851,E : 127.100146 37.575851; E : 127.097781 37.574871,E : 127.097781 37.574871; E : 127.095318 37.574059,E : 127.095318 37.574059; E : 127.092775 37.573421,E : 127.092775 37.573421; E : 127.090172 37.572961,E : 127.090172 37.572961; E : 127.087528 37.572684,E : 127.087528 37.572684; E : 127.084864 37.572592,E : 127.084864 37.572592; E : 127.082201 37.572684,E : 127.082201 37.572684; E : 127.079557 37.572961,F : 127.079557 37.572961 R-1000; F : 127.078352 37.573150 R-1000,F : 127.078352 37.573150 L-1000; F : 127.069318 37.540182 L-1000,F : 127.069318 37.540182 L-1000; F : 127.064185 37.526417 L-1000,G : 127.064185 37.526417; G : 127.045798 37.512809,G : 127.045798 37.512809; G : 127.043901 37.514300,G : 127.043901 37.514300; G : 127.041848 37.515652,G : 127.041848 37.515652; G : 127.039655 37.516858,G : 127.039655 37.516858; G : 127.037339 37.517906,G : 127.037339 37.517906; G : 127.034916 37.518790,G : 127.034916 37.518790; G : 127.032406 37.519502,G : 127.032406 37.519502; G : 127.029828 37.520037,G : 127.029828 37.520037; G : 127.027201 37.520391,G : 127.027201 37.520391; G : 127.024545 37.520561,G : 127.024545 37.520561; G : 127.021881 37.520546,G : 127.021881 37.520546; G : 127.019228 37.520346,G : 127.019228 37.520346; G : 127.016608 37.519963,G : 127.016608 37.519963; G : 127.014039 37.519400,G : 127.014039 37.519400; G : 127.011542 37.518660,G : 127.011542 37.518660; G : 127.009135 37.517750,G : 127.009135 37.517750; G : 127.006837 37.516676,G : 127.006837 37.516676; G : 127.004665 37.515447,G : 127.004665 37.515447; G : 127.002636 37.514071,H : 127.002636 37.514071; H : 127.001829 37.513452,I : 127.001829 37.513452; I : 127.024056 37.495427,J : 127.024056 37.495427; J : 127.024056 37.495427,K : 127.024056 37.495427; K : 127.023297 37.495966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-3,UAM0029,6인승,6,망우,1,1,06:35:13,수서·문정,2,1,06:55:35,06:34:13,06:35:13,06:40:13,06:41:13,06:55:35,06:56:35,07:01:35,07:07:35,A : 127.085960 37.597037; A : 127.086272 37.597108,B : 127.086272 37.597108; B : 127.086272 37.597108,C : 127.086272 37.597108; C : 127.096064 37.605839,D : 127.096064 37.605839; D : 127.106474 37.614121,E : 127.106474 37.614121; E : 127.108276 37.612556,E : 127.108276 37.612556; E : 127.109900 37.610873,E : 127.109900 37.610873; E : 127.111333 37.609083,E : 127.111333 37.609083; E : 127.112565 37.607200,E : 127.112565 37.607200; E : 127.113586 37.605239,E : 127.113586 37.605239; E : 127.114388 37.603215,E : 127.114388 37.603215; E : 127.114965 37.601143,E : 127.114965 37.601143; E : 127.115313 37.599039,E : 127.115313 37.599039; E : 127.115430 37.596919,E : 127.115430 37.596919; E : 127.115313 37.594799,E : 127.115313 37.594799; E : 127.114965 37.592695,E : 127.114965 37.592695; E : 127.114388 37.590623,E : 127.114388 37.590623; E : 127.113586 37.588599,E : 127.113586 37.588599; E : 127.112566 37.586638,E : 127.112566 37.586638; E : 127.111334 37.584755,E : 127.111334 37.584755; E : 127.109901 37.582965,E : 127.109901 37.582965; E : 127.108278 37.581282,E : 127.108278 37.581282; E : 127.106476 37.579717,E : 127.106476 37.579717; E : 127.104510 37.578283,E : 127.104510 37.578283; E : 127.102395 37.576991,E : 127.102395 37.576991; E : 127.100146 37.575851,E : 127.100146 37.575851; E : 127.097781 37.574871,E : 127.097781 37.574871; E : 127.095318 37.574059,E : 127.095318 37.574059; E : 127.092775 37.573421,F : 127.092775 37.573421 L-1000; F : 127.090732 37.573044 L-1000,F : 127.090732 37.573044 L-1000; F : 127.097009 37.547501 L-1000,F : 127.097009 37.547501 L-1000; F : 127.111946 37.542815 L-1000,F : 127.111946 37.542815 L-1000; F : 127.091353 37.524254 L-1000,G : 127.091353 37.524254; G : 127.094675 37.511290,G : 127.094675 37.511290; G : 127.092091 37.510776,G : 127.092091 37.510776; G : 127.089572 37.510083,G : 127.089572 37.510083; G : 127.087139 37.509219,G : 127.087139 37.509219; G : 127.084810 37.508189,G : 127.084810 37.508189; G : 127.082602 37.507001,G : 127.082602 37.507001; G : 127.080533 37.505664,G : 127.080533 37.505664; G : 127.078618 37.504189,G : 127.078618 37.504189; G : 127.076872 37.502586,G : 127.076872 37.502586; G : 127.075307 37.500868,G : 127.075307 37.500868; G : 127.073937 37.499049,G : 127.073937 37.499049; G : 127.072771 37.497140,G : 127.072771 37.497140; G : 127.071818 37.495159,G : 127.071818 37.495159; G : 127.071085 37.493118,G : 127.071085 37.493118; G : 127.070579 37.491035,G : 127.070579 37.491035; G : 127.070302 37.488924,G : 127.070302 37.488924; G : 127.070257 37.486802,G : 127.070257 37.486802; G : 127.070445 37.484685,G : 127.070445 37.484685; G : 127.070863 37.482589,G : 127.070863 37.482589; G : 127.071509 37.480530,G : 127.071509 37.480530; G : 127.072378 37.478523,G : 127.072378 37.478523; G : 127.073462 37.476585,G : 127.073462 37.476585; G : 127.074755 37.474730,G : 127.074755 37.474730; G : 127.076245 37.472971,G : 127.076245 37.472971; G : 127.077922 37.471322,G : 127.077922 37.471322; G : 127.079773 37.469797,G : 127.079773 37.469797; G : 127.081784 37.468405,G : 127.081784 37.468405; G : 127.083939 37.467159,G : 127.083939 37.467159; G : 127.086222 37.466067,G : 127.086222 37.466067; G : 127.088616 37.465138,G : 127.088616 37.465138; G : 127.091102 37.464378,G : 127.091102 37.464378; G : 127.093662 37.463795,G : 127.093662 37.463795; G : 127.096275 37.463391,G : 127.096275 37.463391; G : 127.098923 37.463171,G : 127.098923 37.463171; G : 127.101586 37.463135,G : 127.101586 37.463135; G : 127.104241 37.463284,G : 127.104241 37.463284; G : 127.106871 37.463618,G : 127.106871 37.463618; G : 127.109454 37.464132,G : 127.109454 37.464132; G : 127.111970 37.464825,G : 127.111970 37.464825; G : 127.114402 37.465689,G : 127.114402 37.465689; G : 127.116730 37.466719,G : 127.116730 37.466719; G : 127.118936 37.467907,G : 127.118936 37.467907; G : 127.121004 37.469244,G : 127.121004 37.469244; G : 127.122918 37.470719,G : 127.122918 37.470719; G : 127.124664 37.472322,G : 127.124664 37.472322; G : 127.126228 37.474040,G : 127.126228 37.474040; G : 127.127598 37.475859,G : 127.127598 37.475859; G : 127.128763 37.477768,G : 127.128763 37.477768; G : 127.129716 37.479749,G : 127.129716 37.479749; G : 127.130449 37.481790,G : 127.130449 37.481790; G : 127.130955 37.483874,G : 127.130955 37.483874; G : 127.131232 37.485984,G : 127.131232 37.485984; G : 127.131277 37.488106,G : 127.131277 37.488106; G : 127.131089 37.490223,G : 127.131089 37.490223; G : 127.130671 37.492319,G : 127.130671 37.492319; G : 127.130025 37.494378,G : 127.130025 37.494378; G : 127.129156 37.496385,G : 127.129156 37.496385; G : 127.128071 37.498323,G : 127.128071 37.498323; G : 127.126778 37.500179,G : 127.126778 37.500179; G : 127.125287 37.501937,G : 127.125287 37.501937; G : 127.123610 37.503586,G : 127.123610 37.503586; G : 127.121758 37.505111,G : 127.121758 37.505111; G : 127.119746 37.506503,G : 127.119746 37.506503; G : 127.117590 37.507749,H : 127.117590 37.507749; H : 127.116020 37.508522,I : 127.116020 37.508522; I : 127.099527 37.488115,J : 127.099527 37.488115; J : 127.099527 37.488115,K : 127.099527 37.488115; K : 127.100082 37.488217,,,,,,,,,,,,,,,
16-4,UAM0032,6인승,6,망우,1,2,06:35:36,영등포·여의도,2,1,06:54:58,06:34:36,06:35:36,06:41:13,06:42:13,06:54:58,06:55:58,07:00:58,07:06:58,A : 127.085776 37.596995; A : 127.086272 37.597108,B : 127.086272 37.597108; B : 127.086272 37.597108,C : 127.086272 37.597108; C : 127.096064 37.605839,D : 127.096064 37.605839; D : 127.106474 37.614121,E : 127.106474 37.614121; E : 127.108276 37.612556,E : 127.108276 37.612556; E : 127.109900 37.610873,E : 127.109900 37.610873; E : 127.111333 37.609083,E : 127.111333 37.609083; E : 127.112565 37.607200,E : 127.112565 37.607200; E : 127.113586 37.605239,E : 127.113586 37.605239; E : 127.114388 37.603215,E : 127.114388 37.603215; E : 127.114965 37.601143,E : 127.114965 37.601143; E : 127.115313 37.599039,E : 127.115313 37.599039; E : 127.115430 37.596919,E : 127.115430 37.596919; E : 127.115313 37.594799,E : 127.115313 37.594799; E : 127.114965 37.592695,E : 127.114965 37.592695; E : 127.114388 37.590623,E : 127.114388 37.590623; E : 127.113586 37.588599,E : 127.113586 37.588599; E : 127.112566 37.586638,E : 127.112566 37.586638; E : 127.111334 37.584755,E : 127.111334 37.584755; E : 127.109901 37.582965,E : 127.109901 37.582965; E : 127.108278 37.581282,E : 127.108278 37.581282; E : 127.106476 37.579717,E : 127.106476 37.579717; E : 127.104510 37.578283,E : 127.104510 37.578283; E : 127.102395 37.576991,E : 127.102395 37.576991; E : 127.100146 37.575851,E : 127.100146 37.575851; E : 127.097781 37.574871,E : 127.097781 37.574871; E : 127.095318 37.574059,E : 127.095318 37.574059; E : 127.092775 37.573421,E : 127.092775 37.573421; E : 127.090172 37.572961,E : 127.090172 37.572961; E : 127.087528 37.572684,E : 127.087528 37.572684; E : 127.084864 37.572592,E : 127.084864 37.572592; E : 127.082201 37.572684,E : 127.082201 37.572684; E : 127.079557 37.572961,E : 127.079557 37.572961; E : 127.076954 37.573421,E : 127.076954 37.573421; E : 127.074411 37.574059,E : 127.074411 37.574059; E : 127.071948 37.574871,E : 127.071948 37.574871; E : 127.069583 37.575851,E : 127.069583 37.575851; E : 127.067334 37.576991,E : 127.067334 37.576991; E : 127.065218 37.578283,E : 127.065218 37.578283; E : 127.063252 37.579717,E : 127.063252 37.579717; E : 127.061451 37.581282,E : 127.061451 37.581282; E : 127.059828 37.582965,E : 127.059828 37.582965; E : 127.058395 37.584755,F : 127.058395 37.584755 R-1000; F : 127.058065 37.585222 R-1000,F : 127.058065 37.585222 L-1000; F : 127.049212 37.581359 L-1000,F : 127.049212 37.581359 L-1000; F : 127.038370 37.562007 L-1000,F : 127.038370 37.562007 L-1000; F : 127.034408 37.535337 L-1000,F : 127.034408 37.535337 L-1000; F : 127.016080 37.509388 L-1000,F : 127.016080 37.509388 L-1000; F : 126.983959 37.497674 L-1000,F : 126.983959 37.497674 R-1000; F : 126.952522 37.508577 R-1000,G : 126.952522 37.508577; G : 126.935557 37.518845,G : 126.935557 37.518845; G : 126.934674 37.517999,G : 126.934674 37.517999; G : 126.933702 37.517217,G : 126.933702 37.517217; G : 126.932648 37.516506,G : 126.932648 37.516506; G : 126.931520 37.515870,G : 126.931520 37.515870; G : 126.930327 37.515316,G : 126.930327 37.515316; G : 126.929078 37.514846,G : 126.929078 37.514846; G : 126.927782 37.514464,G : 126.927782 37.514464; G : 126.926449 37.514175,G : 126.926449 37.514175; G : 126.925090 37.513978,G : 126.925090 37.513978; G : 126.923714 37.513877,G : 126.923714 37.513877; G : 126.922333 37.513872,G : 126.922333 37.513872; G : 126.920956 37.513963,G : 126.920956 37.513963; G : 126.919595 37.514149,G : 126.919595 37.514149; G : 126.918259 37.514428,G : 126.918259 37.514428; G : 126.916958 37.514800,G : 126.916958 37.514800; G : 126.915703 37.515260,G : 126.915703 37.515260; G : 126.914504 37.515806,G : 126.914504 37.515806; G : 126.913368 37.516433,G : 126.913368 37.516433; G : 126.912306 37.517136,G : 126.912306 37.517136; G : 126.911324 37.517911,G : 126.911324 37.517911; G : 126.910431 37.518750,G : 126.910431 37.518750; G : 126.909634 37.519649,G : 126.909634 37.519649; G : 126.908937 37.520599,G : 126.908937 37.520599; G : 126.908347 37.521594,G : 126.908347 37.521594; G : 126.907869 37.522626,G : 126.907869 37.522626; G : 126.907505 37.523688,G : 126.907505 37.523688; G : 126.907258 37.524771,G : 126.907258 37.524771; G : 126.907131 37.525867,G : 126.907131 37.525867; G : 126.907125 37.526967,G : 126.907125 37.526967; G : 126.907239 37.528064,G : 126.907239 37.528064; G : 126.907472 37.529148,G : 126.907472 37.529148; G : 126.907823 37.530213,G : 126.907823 37.530213; G : 126.908290 37.531249,G : 126.908290 37.531249; G : 126.908868 37.532248,G : 126.908868 37.532248; G : 126.909553 37.533204,G : 126.909553 37.533204; G : 126.910340 37.534108,G : 126.910340 37.534108; G : 126.911223 37.534955,G : 126.911223 37.534955; G : 126.912196 37.535736,G : 126.912196 37.535736; G : 126.913250 37.536448,G : 126.913250 37.536448; G : 126.914378 37.537083,G : 126.914378 37.537083; G : 126.915571 37.537638,G : 126.915571 37.537638; G : 126.916821 37.538108,G : 126.916821 37.538108; G : 126.918117 37.538489,G : 126.918117 37.538489; G : 126.919450 37.538779,G : 126.919450 37.538779; G : 126.920810 37.538975,G : 126.920810 37.538975; G : 126.922186 37.539076,G : 126.922186 37.539076; G : 126.922952 37.539091,I : 126.922952 37.539091; I : 126.923811 37.527378,J : 126.923811 37.527378; J : 126.923811 37.527378,K : 126.923811 37.527378; K : 126.923841 37.526924,,,,,,,,,,,,,,
16-5,UAM0060,6인승,6,망우,1,1,06:39:29,성수,2,5,06:58:36,06:38:29,06:39:29,06:44:29,06:45:29,06:58:36,06:59:36,07:04:36,07:10:36,A : 127.085960 37.597037; A : 127.086272 37.597108,B : 127.086272 37.597108; B : 127.086272 37.597108,C : 127.086272 37.597108; C : 127.096064 37.605839,D : 127.096064 37.605839; D : 127.106474 37.614121,E : 127.106474 37.614121; E : 127.108276 37.612556,E : 127.108276 37.612556; E : 127.109900 37.610873,E : 127.109900 37.610873; E : 127.111333 37.609083,E : 127.111333 37.609083; E : 127.112565 37.607200,E : 127.112565 37.607200; E : 127.113586 37.605239,E : 127.113586 37.605239; E : 127.114388 37.603215,E : 127.114388 37.603215; E : 127.114965 37.601143,E : 127.114965 37.601143; E : 127.115313 37.599039,E : 127.115313 37.599039; E : 127.115430 37.596919,E : 127.115430 37.596919; E : 127.115313 37.594799,E : 127.115313 37.594799; E : 127.114965 37.592695,E : 127.114965 37.592695; E : 127.114388 37.590623,E : 127.114388 37.590623; E : 127.113586 37.588599,E : 127.113586 37.588599; E : 127.112566 37.586638,E : 127.112566 37.586638; E : 127.111334 37.584755,E : 127.111334 37.584755; E : 127.109901 37.582965,E : 127.109901 37.582965; E : 127.108278 37.581282,E : 127.108278 37.581282; E : 127.106476 37.579717,E : 127.106476 37.579717; E : 127.104510 37.578283,E : 127.104510 37.578283; E : 127.102395 37.576991,E : 127.102395 37.576991; E : 127.100146 37.575851,E : 127.100146 37.575851; E : 127.097781 37.574871,E : 127.097781 37.574871; E : 127.095318 37.574059,E : 127.095318 37.574059; E : 127.092775 37.573421,E : 127.092775 37.573421; E : 127.090172 37.572961,E : 127.090172 37.572961; E : 127.087528 37.572684,E : 127.087528 37.572684; E : 127.084864 37.572592,E : 127.084864 37.572592; E : 127.082201 37.572684,E : 127.082201 37.572684; E : 127.079557 37.572961,E : 127.079557 37.572961; E : 127.076954 37.573421,E : 127.076954 37.573421; E : 127.074411 37.574059,E : 127.074411 37.574059; E : 127.071948 37.574871,E : 127.071948 37.574871; E : 127.069583 37.575851,E : 127.069583 37.575851; E : 127.067334 37.576991,E : 127.067334 37.576991; E : 127.065218 37.578283,E : 127.065218 37.578283; E : 127.063252 37.579717,E : 127.063252 37.579717; E : 127.061451 37.581282,E : 127.061451 37.581282; E : 127.059828 37.582965,E : 127.059828 37.582965; E : 127.058395 37.584755,F : 127.058395 37.584755 R-1000; F : 127.058065 37.585222 R-1000,F : 127.058065 37.585222 L-1000; F : 127.049212 37.581359 L-1000,F : 127.049212 37.581359 L-1000; F : 127.038370 37.562007 L-1000,G : 127.038370 37.562007; G : 127.039897 37.551417,G : 127.039897 37.551417; G : 127.041276 37.551494,G : 127.041276 37.551494; G : 127.042658 37.551476,G : 127.042658 37.551476; G : 127.044033 37.551362,G : 127.044033 37.551362; G : 127.045390 37.551153,G : 127.045390 37.551153; G : 127.046719 37.550851,G : 127.046719 37.550851; G : 127.048009 37.550457,G : 127.048009 37.550457; G : 127.049252 37.549976,G : 127.049252 37.549976; G : 127.050437 37.549410,G : 127.050437 37.549410; G : 127.051556 37.548764,G : 127.051556 37.548764; G : 127.052600 37.548043,G : 127.052600 37.548043; G : 127.053561 37.547252,G : 127.053561 37.547252; G : 127.054432 37.546397,G : 127.054432 37.546397; G : 127.055206 37.545485,G : 127.055206 37.545485; G : 127.055877 37.544523,G : 127.055877 37.544523; G : 127.056440 37.543518,G : 127.056440 37.543518; G : 127.056891 37.542478,G : 127.056891 37.542478; G : 127.057227 37.541411,G : 127.057227 37.541411; G : 127.057444 37.540324,G : 127.057444 37.540324; G : 127.057542 37.539226,G : 127.057542 37.539226; G : 127.057519 37.538126,G : 127.057519 37.538126; G : 127.057376 37.537031,G : 127.057376 37.537031; G : 127.057113 37.535951,G : 127.057113 37.535951; G : 127.056733 37.534893,G : 127.056733 37.534893; G : 127.056239 37.533865,G : 127.056239 37.533865; G : 127.055635 37.532876,G : 127.055635 37.532876; G : 127.054924 37.531932,G : 127.054924 37.531932; G : 127.054113 37.531041,G : 127.054113 37.531041; G : 127.053207 37.530210,G : 127.053207 37.530210; G : 127.052214 37.529445,G : 127.052214 37.529445; G : 127.051141 37.528751,G : 127.051141 37.528751; G : 127.049996 37.528135,G : 127.049996 37.528135; G : 127.048789 37.527601,G : 127.048789 37.527601; G : 127.047527 37.527152,G : 127.047527 37.527152; G : 127.046221 37.526793,G : 127.046221 37.526793; G : 127.044880 37.526526,G : 127.044880 37.526526; G : 127.043516 37.526353,G : 127.043516 37.526353; G : 127.042138 37.526275,G : 127.042138 37.526275; G : 127.040756 37.526293,G : 127.040756 37.526293; G : 127.039382 37.526407,G : 127.039382 37.526407; G : 127.038026 37.526616,G : 127.038026 37.526616; G : 127.036697 37.526919,G : 127.036697 37.526919; G : 127.035407 37.527312,G : 127.035407 37.527312; G : 127.034164 37.527794,G : 127.034164 37.527794; G : 127.032979 37.528360,G : 127.032979 37.528360; G : 127.031861 37.529006,G : 127.031861 37.529006; G : 127.030817 37.529727,G : 127.030817 37.529727; G : 127.030510 37.529965,I : 127.030510 37.529965; I : 127.042051 37.540034,J : 127.042051 37.540034; J : 127.042051 37.540034,K : 127.042051 37.540034; K : 127.041904 37.539805,,,,,,,,,,,,,,,,,,
